name,stra.14151,stra.14152,stra.14153,stra.14154,stra.13321,stra.14642
35,8.48E-07,4.88E-07,3.00E-07,1.94E-07,1.77E-05,1.25E-04
36,7.95E-07,4.47E-07,2.69E-07,1.72E-07,1.64E-05,1.34E-04
37,7.52E-07,4.13E-07,2.44E-07,1.54E-07,1.52E-05,1.43E-04
38,7.19E-07,3.86E-07,2.24E-07,1.39E-07,1.42E-05,1.54E-04
39,6.95E-07,3.66E-07,2.08E-07,1.27E-07,1.34E-05,1.66E-04
40,6.80E-07,3.50E-07,1.96E-07,1.17E-07,1.26E-05,1.80E-04
41,6.74E-07,3.40E-07,1.87E-07,1.10E-07,1.21E-05,1.95E-04
42,6.77E-07,3.35E-07,1.81E-07,1.06E-07,1.16E-05,2.13E-04
43,6.91E-07,3.35E-07,1.79E-07,1.03E-07,1.13E-05,2.34E-04
44,7.18E-07,3.42E-07,1.79E-07,1.02E-07,1.11E-05,2.58E-04
45,7.58E-07,3.55E-07,1.83E-07,1.03E-07,1.11E-05,2.85E-04
46,8.17E-07,3.76E-07,1.92E-07,1.06E-07,1.12E-05,3.18E-04
47,9.00E-07,4.08E-07,2.06E-07,1.13E-07,1.16E-05,3.56E-04
48,1.01E-06,4.53E-07,2.26E-07,1.22E-07,1.21E-05,4.01E-04
49,1.17E-06,5.16E-07,2.54E-07,1.37E-07,1.29E-05,4.54E-04
50,1.38E-06,6.03E-07,2.94E-07,1.57E-07,1.41E-05,5.16E-04
51,1.66E-06,7.21E-07,3.50E-07,1.85E-07,1.56E-05,5.88E-04
52,2.05E-06,8.82E-07,4.25E-07,2.24E-07,1.76E-05,6.69E-04
53,2.56E-06,1.10E-06,5.26E-07,2.76E-07,2.02E-05,7.58E-04
54,3.23E-06,1.38E-06,6.59E-07,3.45E-07,2.33E-05,8.50E-04
55,4.07E-06,1.74E-06,8.28E-07,4.33E-07,2.69E-05,9.38E-04
56,5.09E-06,2.17E-06,1.03E-06,5.40E-07,3.08E-05,0.00101401
57,6.27E-06,2.67E-06,1.27E-06,6.65E-07,3.48E-05,0.001070332
58,7.57E-06,3.23E-06,1.54E-06,8.04E-07,3.87E-05,0.001103843
59,8.95E-06,3.82E-06,1.83E-06,9.55E-07,4.24E-05,0.00111541
60,1.04E-05,4.45E-06,2.13E-06,1.11E-06,4.57E-05,0.001108834
61,1.19E-05,5.10E-06,2.44E-06,1.28E-06,4.87E-05,0.001088947
62,1.34E-05,5.76E-06,2.76E-06,1.45E-06,5.13E-05,0.001060224
63,1.50E-05,6.44E-06,3.09E-06,1.62E-06,5.36E-05,0.001026187
64,1.65E-05,7.14E-06,3.43E-06,1.81E-06,5.57E-05,9.89E-04
65,1.81E-05,7.85E-06,3.78E-06,1.99E-06,5.75E-05,9.51E-04
66,1.98E-05,8.58E-06,4.14E-06,2.18E-06,5.91E-05,9.13E-04
67,2.15E-05,9.33E-06,4.51E-06,2.38E-06,6.06E-05,8.76E-04
68,2.32E-05,1.01E-05,4.89E-06,2.58E-06,6.18E-05,8.40E-04
69,2.50E-05,1.09E-05,5.28E-06,2.79E-06,6.30E-05,8.05E-04
70,2.68E-05,1.17E-05,5.67E-06,3.00E-06,6.39E-05,7.71E-04
71,2.86E-05,1.25E-05,6.08E-06,3.22E-06,6.48E-05,7.39E-04
72,3.05E-05,1.34E-05,6.50E-06,3.45E-06,6.55E-05,7.08E-04
73,3.24E-05,1.42E-05,6.94E-06,3.68E-06,6.61E-05,6.79E-04
74,3.44E-05,1.51E-05,7.38E-06,3.92E-06,6.66E-05,6.51E-04
75,3.64E-05,1.60E-05,7.83E-06,4.16E-06,6.70E-05,6.24E-04
76,3.84E-05,1.70E-05,8.29E-06,4.41E-06,6.72E-05,5.98E-04
77,4.05E-05,1.79E-05,8.77E-06,4.67E-06,6.74E-05,5.74E-04
78,4.27E-05,1.89E-05,9.25E-06,4.93E-06,6.75E-05,5.51E-04
79,4.48E-05,1.99E-05,9.75E-06,5.20E-06,6.76E-05,5.29E-04
80,4.70E-05,2.09E-05,1.03E-05,5.48E-06,6.75E-05,5.09E-04
81,4.93E-05,2.19E-05,1.08E-05,5.76E-06,6.74E-05,4.89E-04
82,5.16E-05,2.30E-05,1.13E-05,6.05E-06,6.72E-05,4.70E-04
83,5.39E-05,2.40E-05,1.18E-05,6.34E-06,6.69E-05,4.52E-04
84,5.63E-05,2.51E-05,1.24E-05,6.64E-06,6.66E-05,4.35E-04
85,5.87E-05,2.62E-05,1.30E-05,6.95E-06,6.62E-05,4.18E-04
86,6.12E-05,2.74E-05,1.35E-05,7.26E-06,6.58E-05,4.03E-04
87,6.36E-05,2.85E-05,1.41E-05,7.58E-06,6.53E-05,3.88E-04
88,6.62E-05,2.97E-05,1.47E-05,7.91E-06,6.48E-05,3.74E-04
89,6.87E-05,3.09E-05,1.53E-05,8.24E-06,6.42E-05,3.60E-04
90,7.14E-05,3.21E-05,1.59E-05,8.58E-06,6.36E-05,3.48E-04
91,7.40E-05,3.33E-05,1.66E-05,8.92E-06,6.30E-05,3.35E-04
92,7.67E-05,3.46E-05,1.72E-05,9.27E-06,6.24E-05,3.24E-04
93,7.94E-05,3.59E-05,1.78E-05,9.63E-06,6.17E-05,3.12E-04
94,8.22E-05,3.72E-05,1.85E-05,1.00E-05,6.10E-05,3.02E-04
95,8.50E-05,3.85E-05,1.92E-05,1.04E-05,6.02E-05,2.92E-04
96,8.78E-05,3.98E-05,1.99E-05,1.07E-05,5.95E-05,2.82E-04
97,9.07E-05,4.12E-05,2.06E-05,1.11E-05,5.87E-05,2.72E-04
98,9.37E-05,4.25E-05,2.13E-05,1.15E-05,5.79E-05,2.64E-04
99,9.66E-05,4.39E-05,2.20E-05,1.19E-05,5.71E-05,2.55E-04
100,9.96E-05,4.53E-05,2.27E-05,1.23E-05,5.62E-05,2.47E-04
101,0.000102674,4.68E-05,2.34E-05,1.27E-05,5.54E-05,2.39E-04
102,0.000105757,4.82E-05,2.42E-05,1.31E-05,5.46E-05,2.32E-04
103,0.000108879,4.97E-05,2.49E-05,1.36E-05,5.37E-05,2.24E-04
104,0.000112039,5.12E-05,2.57E-05,1.40E-05,5.28E-05,2.17E-04
105,0.000115239,5.27E-05,2.65E-05,1.44E-05,5.20E-05,2.11E-04
106,0.000118478,5.42E-05,2.73E-05,1.49E-05,5.11E-05,2.05E-04
107,0.000121755,5.58E-05,2.81E-05,1.53E-05,5.02E-05,1.98E-04
108,0.000125071,5.74E-05,2.89E-05,1.58E-05,4.94E-05,1.93E-04
109,0.000128426,5.90E-05,2.97E-05,1.62E-05,4.85E-05,1.87E-04
110,0.00013182,6.06E-05,3.06E-05,1.67E-05,4.76E-05,1.82E-04
111,0.000135253,6.22E-05,3.14E-05,1.72E-05,4.67E-05,1.76E-04
112,0.000138724,6.39E-05,3.23E-05,1.76E-05,4.59E-05,1.71E-04
113,0.000142234,6.56E-05,3.32E-05,1.81E-05,4.50E-05,1.67E-04
114,0.000145783,6.73E-05,3.40E-05,1.86E-05,4.41E-05,1.62E-04
115,0.00014937,6.90E-05,3.49E-05,1.91E-05,4.33E-05,1.58E-04
116,0.000152996,7.07E-05,3.58E-05,1.96E-05,4.24E-05,1.53E-04
117,0.00015666,7.25E-05,3.68E-05,2.01E-05,4.16E-05,1.49E-04
118,0.000160363,7.42E-05,3.77E-05,2.07E-05,4.07E-05,1.45E-04
119,0.000164104,7.60E-05,3.86E-05,2.12E-05,3.99E-05,1.42E-04
120,0.000167883,7.79E-05,3.96E-05,2.17E-05,3.91E-05,1.38E-04
121,0.000171701,7.97E-05,4.05E-05,2.23E-05,3.83E-05,1.34E-04
122,0.000175557,8.16E-05,4.15E-05,2.28E-05,3.75E-05,1.31E-04
123,0.000179452,8.34E-05,4.25E-05,2.34E-05,3.67E-05,1.28E-04
124,0.000183384,8.53E-05,4.35E-05,2.39E-05,3.59E-05,1.24E-04
125,0.000187355,8.72E-05,4.45E-05,2.45E-05,3.51E-05,1.21E-04
126,0.000191364,8.92E-05,4.55E-05,2.51E-05,3.43E-05,1.18E-04
127,0.000195411,9.11E-05,4.65E-05,2.56E-05,3.36E-05,1.16E-04
128,0.000199496,9.31E-05,4.76E-05,2.62E-05,3.28E-05,1.13E-04
129,0.000203619,9.51E-05,4.86E-05,2.68E-05,3.21E-05,1.10E-04
130,0.00020778,9.71E-05,4.97E-05,2.74E-05,3.13E-05,1.07E-04
131,0.000211979,9.92E-05,5.07E-05,2.80E-05,3.06E-05,1.05E-04
132,0.000216216,0.000101227,5.18E-05,2.86E-05,2.99E-05,1.03E-04
133,0.000220491,0.000103305,5.29E-05,2.92E-05,2.92E-05,1.00E-04
134,0.000224803,0.000105402,5.40E-05,2.99E-05,2.85E-05,9.80E-05
135,0.000229153,0.000107519,5.52E-05,3.05E-05,2.79E-05,9.58E-05
136,0.000233541,0.000109655,5.63E-05,3.11E-05,2.72E-05,9.37E-05
137,0.000237966,0.000111812,5.74E-05,3.18E-05,2.65E-05,9.16E-05
138,0.000242429,0.000113989,5.86E-05,3.24E-05,2.59E-05,8.96E-05
139,0.000246929,0.000116185,5.97E-05,3.31E-05,2.53E-05,8.77E-05
140,0.000251467,0.000118401,6.09E-05,3.38E-05,2.47E-05,8.58E-05
141,0.000256042,0.000120637,6.21E-05,3.44E-05,2.41E-05,8.40E-05
142,0.000260654,0.000122893,6.33E-05,3.51E-05,2.35E-05,8.23E-05
143,0.000265304,0.000125168,6.45E-05,3.58E-05,2.29E-05,8.06E-05
144,0.00026999,0.000127464,6.57E-05,3.65E-05,2.23E-05,7.89E-05
145,0.000274714,0.000129778,6.69E-05,3.72E-05,2.17E-05,7.73E-05
146,0.000279475,0.000132113,6.82E-05,3.79E-05,2.12E-05,7.58E-05
147,0.000284273,0.000134467,6.94E-05,3.86E-05,2.07E-05,7.43E-05
148,0.000289108,0.000136841,7.07E-05,3.93E-05,2.01E-05,7.28E-05
149,0.00029398,0.000139235,7.20E-05,4.00E-05,1.96E-05,7.14E-05
150,0.000298889,0.000141648,7.32E-05,4.08E-05,1.91E-05,7.00E-05
151,0.000303834,0.00014408,7.45E-05,4.15E-05,1.86E-05,6.86E-05
152,0.000308816,0.000146532,7.58E-05,4.23E-05,1.81E-05,6.73E-05
153,0.000313835,0.000149004,7.72E-05,4.30E-05,1.76E-05,6.61E-05
154,0.00031889,0.000151495,7.85E-05,4.38E-05,1.72E-05,6.48E-05
155,0.000323982,0.000154006,7.98E-05,4.45E-05,1.67E-05,6.36E-05
156,0.00032911,0.000156536,8.12E-05,4.53E-05,1.63E-05,6.25E-05
157,0.000334274,0.000159085,8.25E-05,4.61E-05,1.59E-05,6.13E-05
158,0.000339475,0.000161654,8.39E-05,4.69E-05,1.54E-05,6.02E-05
159,0.000344711,0.000164242,8.53E-05,4.76E-05,1.50E-05,5.91E-05
160,0.000349984,0.000166849,8.67E-05,4.84E-05,1.46E-05,5.81E-05
161,0.000355293,0.000169476,8.81E-05,4.93E-05,1.42E-05,5.71E-05
162,0.000360638,0.000172122,8.95E-05,5.01E-05,1.38E-05,5.61E-05
163,0.000366019,0.000174787,9.09E-05,5.09E-05,1.34E-05,5.51E-05
164,0.000371435,0.000177471,9.24E-05,5.17E-05,1.31E-05,5.42E-05
165,0.000376887,0.000180174,9.38E-05,5.25E-05,1.27E-05,5.32E-05
166,0.000382375,0.000182897,9.53E-05,5.34E-05,1.24E-05,5.24E-05
167,0.000387898,0.000185638,9.67E-05,5.42E-05,1.20E-05,5.15E-05
168,0.000393457,0.000188399,9.82E-05,5.51E-05,1.17E-05,5.06E-05
169,0.000399051,0.000191178,9.97E-05,5.59E-05,1.14E-05,4.98E-05
170,0.000404681,0.000193977,0.000101219,5.68E-05,1.10E-05,4.90E-05
171,0.000410345,0.000196794,0.000102732,5.76E-05,1.07E-05,4.82E-05
172,0.000416045,0.000199631,0.000104256,5.85E-05,1.04E-05,4.74E-05
173,0.00042178,0.000202486,0.000105791,5.94E-05,1.01E-05,4.67E-05
174,0.00042755,0.00020536,0.000107336,6.03E-05,9.85E-06,4.59E-05
175,0.000433354,0.000208252,0.000108893,6.12E-05,9.57E-06,4.52E-05
176,0.000439194,0.000211164,0.00011046,6.21E-05,9.29E-06,4.45E-05
177,0.000445068,0.000214094,0.000112037,6.30E-05,9.03E-06,4.38E-05
178,0.000450977,0.000217043,0.000113625,6.39E-05,8.77E-06,4.32E-05
179,0.00045692,0.00022001,0.000115224,6.48E-05,8.52E-06,4.25E-05
180,0.000462898,0.000222996,0.000116834,6.58E-05,8.27E-06,4.19E-05
181,0.00046891,0.000226001,0.000118454,6.67E-05,8.03E-06,4.13E-05
182,0.000474956,0.000229024,0.000120084,6.76E-05,7.80E-06,4.07E-05
183,0.000481036,0.000232065,0.000121726,6.86E-05,7.57E-06,4.01E-05
184,0.000487151,0.000235125,0.000123377,6.95E-05,7.35E-06,3.95E-05
185,0.000493299,0.000238203,0.00012504,7.05E-05,7.13E-06,3.89E-05
186,0.000499481,0.000241299,0.000126712,7.15E-05,6.92E-06,3.84E-05
187,0.000505697,0.000244414,0.000128396,7.24E-05,6.72E-06,3.78E-05
188,0.000511947,0.000247547,0.000130089,7.34E-05,6.52E-06,3.73E-05
189,0.00051823,0.000250698,0.000131794,7.44E-05,6.33E-06,3.68E-05
190,0.000524547,0.000253868,0.000133508,7.54E-05,6.14E-06,3.63E-05
191,0.000530897,0.000257055,0.000135233,7.64E-05,5.95E-06,3.58E-05
192,0.00053728,0.00026026,0.000136968,7.74E-05,5.78E-06,3.53E-05
193,0.000543696,0.000263484,0.000138714,7.84E-05,5.60E-06,3.48E-05
194,0.000550146,0.000266725,0.00014047,7.94E-05,5.44E-06,3.44E-05
195,0.000556629,0.000269984,0.000142236,8.04E-05,5.27E-06,3.39E-05
196,0.000563144,0.000273261,0.000144013,8.15E-05,5.11E-06,3.35E-05
197,0.000569692,0.000276556,0.0001458,8.25E-05,4.96E-06,3.30E-05
198,0.000576273,0.000279869,0.000147597,8.35E-05,4.81E-06,3.26E-05
199,0.000582886,0.000283199,0.000149404,8.46E-05,4.66E-06,3.22E-05
200,0.000589532,0.000286548,0.000151221,8.56E-05,4.52E-06,3.18E-05
201,0.000596211,0.000289913,0.000153049,8.67E-05,4.38E-06,3.14E-05
202,0.000602921,0.000293296,0.000154886,8.77E-05,4.25E-06,3.10E-05
203,0.000609664,0.000296697,0.000156734,8.88E-05,4.12E-06,3.06E-05
204,0.000616439,0.000300116,0.000158592,8.99E-05,3.99E-06,3.02E-05
205,0.000623245,0.000303551,0.00016046,9.10E-05,3.87E-06,2.98E-05
206,0.000630084,0.000307004,0.000162338,9.21E-05,3.75E-06,2.95E-05
207,0.000636954,0.000310475,0.000164226,9.32E-05,3.63E-06,2.91E-05
208,0.000643856,0.000313962,0.000166123,9.43E-05,3.52E-06,2.88E-05
209,0.000650789,0.000317467,0.000168031,9.54E-05,3.41E-06,2.84E-05
210,0.000657754,0.000320989,0.000169949,9.65E-05,3.30E-06,2.81E-05
211,0.00066475,0.000324528,0.000171877,9.76E-05,3.20E-06,2.78E-05
212,0.000671778,0.000328084,0.000173814,9.87E-05,3.10E-06,2.74E-05
213,0.000678836,0.000331657,0.000175762,9.99E-05,3.00E-06,2.71E-05
214,0.000685925,0.000335248,0.000177719,0.000101007,2.91E-06,2.68E-05
215,0.000693046,0.000338855,0.000179686,0.000102151,2.82E-06,2.65E-05
216,0.000700197,0.000342478,0.000181662,0.000103301,2.73E-06,2.62E-05
217,0.000707378,0.000346119,0.000183649,0.000104456,2.64E-06,2.59E-05
218,0.000714591,0.000349777,0.000185645,0.000105618,2.56E-06,2.56E-05
219,0.000721833,0.000353451,0.000187651,0.000106786,2.48E-06,2.53E-05
220,0.000729106,0.000357141,0.000189666,0.00010796,2.40E-06,2.50E-05
221,0.00073641,0.000360849,0.000191691,0.000109139,2.33E-06,2.48E-05
222,0.000743743,0.000364573,0.000193726,0.000110324,2.25E-06,2.45E-05
223,0.000751106,0.000368313,0.00019577,0.000111516,2.18E-06,2.42E-05
224,0.0007585,0.00037207,0.000197824,0.000112713,2.11E-06,2.40E-05
225,0.000765923,0.000375843,0.000199887,0.000113915,2.04E-06,2.37E-05
226,0.000773375,0.000379633,0.00020196,0.000115124,1.98E-06,2.35E-05
227,0.000780858,0.000383438,0.000204042,0.000116339,1.91E-06,2.32E-05
228,0.000788369,0.00038726,0.000206134,0.000117559,1.85E-06,2.30E-05
229,0.00079591,0.000391098,0.000208235,0.000118785,1.79E-06,2.27E-05
230,0.000803481,0.000394953,0.000210346,0.000120016,1.74E-06,2.25E-05
231,0.00081108,0.000398823,0.000212465,0.000121254,1.68E-06,2.23E-05
232,0.000818708,0.000402709,0.000214594,0.000122497,1.62E-06,2.21E-05
233,0.000826365,0.000406611,0.000216733,0.000123746,1.57E-06,2.18E-05
234,0.000834051,0.000410529,0.00021888,0.000125,1.52E-06,2.16E-05
235,0.000841766,0.000414463,0.000221037,0.00012626,1.47E-06,2.14E-05
236,0.000849509,0.000418413,0.000223203,0.000127526,1.42E-06,2.12E-05
237,0.000857281,0.000422378,0.000225378,0.000128798,1.38E-06,2.10E-05
238,0.000865081,0.000426359,0.000227563,0.000130075,1.33E-06,2.08E-05
239,0.000872909,0.000430356,0.000229756,0.000131357,1.29E-06,2.06E-05
240,0.000880765,0.000434368,0.000231959,0.000132645,1.25E-06,2.04E-05
241,0.000888649,0.000438395,0.00023417,0.000133939,1.21E-06,2.02E-05
242,0.000896561,0.000442438,0.000236391,0.000135238,1.17E-06,2.00E-05
243,0.000904501,0.000446497,0.00023862,0.000136543,1.13E-06,1.98E-05
244,0.000912468,0.00045057,0.000240859,0.000137854,1.09E-06,1.96E-05
245,0.000920463,0.000454659,0.000243106,0.000139169,1.06E-06,1.94E-05
246,0.000928485,0.000458764,0.000245362,0.000140491,1.02E-06,1.93E-05
247,0.000936535,0.000462883,0.000247628,0.000141817,9.87E-07,1.91E-05
248,0.000944612,0.000467017,0.000249902,0.00014315,9.54E-07,1.89E-05
249,0.000952716,0.000471167,0.000252184,0.000144487,9.23E-07,1.87E-05
250,0.000960847,0.000475331,0.000254476,0.00014583,8.92E-07,1.86E-05
251,0.000969004,0.000479511,0.000256776,0.000147179,8.62E-07,1.84E-05
252,0.000977189,0.000483705,0.000259085,0.000148532,8.34E-07,1.82E-05
253,0.0009854,0.000487914,0.000261403,0.000149891,8.06E-07,1.81E-05
254,0.000993637,0.000492138,0.000263729,0.000151256,7.79E-07,1.79E-05
255,0.0010019,0.000496376,0.000266064,0.000152626,7.53E-07,1.78E-05
256,0.00101019,0.000500629,0.000268408,0.000154001,7.28E-07,1.76E-05
257,0.00101851,0.000504897,0.00027076,0.000155381,7.04E-07,1.75E-05
258,0.00102685,0.000509179,0.00027312,0.000156766,6.80E-07,1.73E-05
259,0.00103522,0.000513476,0.00027549,0.000158157,6.57E-07,1.72E-05
260,0.00104361,0.000517787,0.000277867,0.000159553,6.35E-07,1.70E-05
261,0.00105203,0.000522112,0.000280253,0.000160955,6.14E-07,1.69E-05
262,0.00106048,0.000526452,0.000282648,0.000162361,5.93E-07,1.67E-05
263,0.00106895,0.000530806,0.00028505,0.000163773,5.73E-07,1.66E-05
264,0.00107744,0.000535174,0.000287462,0.00016519,5.54E-07,1.65E-05
265,0.00108597,0.000539556,0.000289881,0.000166612,5.35E-07,1.63E-05
266,0.00109451,0.000543952,0.000292309,0.000168039,5.17E-07,1.62E-05
267,0.00110308,0.000548363,0.000294745,0.000169471,5.00E-07,1.61E-05
268,0.00111168,0.000552787,0.000297189,0.000170908,4.83E-07,1.59E-05
269,0.0011203,0.000557225,0.000299641,0.00017235,4.66E-07,1.58E-05
270,0.00112895,0.000561677,0.000302102,0.000173798,4.51E-07,1.57E-05
271,0.00113762,0.000566143,0.000304571,0.00017525,4.35E-07,1.56E-05
272,0.00114631,0.000570622,0.000307047,0.000176708,4.21E-07,1.54E-05
273,0.00115503,0.000575115,0.000309532,0.00017817,4.06E-07,1.53E-05
274,0.00116377,0.000579622,0.000312025,0.000179638,3.92E-07,1.52E-05
275,0.00117254,0.000584142,0.000314526,0.00018111,3.79E-07,1.51E-05
276,0.00118133,0.000588676,0.000317035,0.000182587,3.66E-07,1.50E-05
277,0.00119015,0.000593223,0.000319552,0.000184069,3.54E-07,1.48E-05
278,0.00119899,0.000597784,0.000322076,0.000185557,3.41E-07,1.47E-05
279,0.00120785,0.000602358,0.000324609,0.000187049,3.30E-07,1.46E-05
280,0.00121674,0.000606945,0.000327149,0.000188546,3.18E-07,1.45E-05
281,0.00122565,0.000611546,0.000329698,0.000190047,3.08E-07,1.44E-05
282,0.00123458,0.000616159,0.000332254,0.000191554,2.97E-07,1.43E-05
283,0.00124354,0.000620786,0.000334818,0.000193066,2.87E-07,1.42E-05
284,0.00125252,0.000625426,0.000337389,0.000194582,2.77E-07,1.41E-05
285,0.00126152,0.000630078,0.000339968,0.000196103,2.67E-07,1.40E-05
286,0.00127055,0.000634744,0.000342555,0.000197629,2.58E-07,1.39E-05
287,0.00127959,0.000639422,0.00034515,0.000199159,2.49E-07,1.38E-05
288,0.00128866,0.000644114,0.000347752,0.000200695,2.41E-07,1.37E-05
289,0.00129776,0.000648818,0.000350362,0.000202235,2.32E-07,1.36E-05
290,0.00130687,0.000653535,0.000352979,0.000203779,2.24E-07,1.35E-05
291,0.00131601,0.000658264,0.000355604,0.000205329,2.17E-07,1.34E-05
292,0.00132517,0.000663006,0.000358236,0.000206883,2.09E-07,1.33E-05
293,0.00133436,0.000667761,0.000360876,0.000208441,2.02E-07,1.32E-05
294,0.00134356,0.000672528,0.000363523,0.000210005,1.95E-07,1.31E-05
295,0.00135279,0.000677307,0.000366177,0.000211573,1.88E-07,1.30E-05
296,0.00136204,0.000682099,0.000368839,0.000213145,1.82E-07,1.29E-05
297,0.00137131,0.000686903,0.000371508,0.000214722,1.75E-07,1.29E-05
298,0.0013806,0.00069172,0.000374185,0.000216304,1.69E-07,1.28E-05
299,0.00138991,0.000696548,0.000376869,0.00021789,1.63E-07,1.27E-05
300,0.00139924,0.000701389,0.00037956,0.000219481,1.58E-07,1.26E-05
400,0.0014086,0.000706242,0.000382258,0.000221076,1.52E-07,1.25E-05
500,0.00243431,0.00124374,0.000683581,0.000400452,3.90E-09,7.39E-06
600,0.00358171,0.00185484,0.00103062,0.000609249,8.83E-11,5.20E-06
700,0.0047878,0.0025059,0.00140423,0.000835949,1.91E-12,4.02E-06
800,0.00601253,0.00317491,0.00179165,0.00107274,4.12E-14,3.29E-06
900,0.00723121,0.0038479,0.00218459,0.00131448,9.10E-16,2.79E-06
1000,0.00842903,0.00451613,0.00257773,0.00155779,2.09E-17,2.42E-06
1100,0.00959738,0.00517427,0.00296773,0.00180051,5.00E-19,2.14E-06
1200,0.0107317,0.0058192,0.00335253,0.00204127,1.26E-20,1.93E-06
1300,0.0118297,0.00644922,0.00373092,0.00227923,3.34E-22,1.75E-06
1400,0.0128911,0.00706354,0.00410226,0.00251391,9.32E-24,1.60E-06
1500,0.013916,0.00766199,0.00446626,0.00274503,2.74E-25,1.48E-06
1600,0.0149057,0.00824471,0.00482286,0.00297252,8.51E-27,1.37E-06
1700,0.0158612,0.00881211,0.00517217,0.00319636,2.78E-28,1.27E-06
1800,0.0167841,0.00936471,0.00551437,0.00341661,9.53E-30,1.19E-06
1900,0.0176759,0.00990308,0.0058497,0.00363339,3.44E-31,1.12E-06
2000,0.0185382,0.0104279,0.00617843,0.00384681,1.30E-32,1.05E-06
2100,0.0193723,0.0109397,0.00650085,0.00405701,5.14E-34,9.96E-07
2200,0.0201224,0.0114051,0.00679614,0.00425043,2.14E-35,9.43E-07
2300,0.0208444,0.0118555,0.00708263,0.00443834,9.37E-37,9.03E-07
2400,0.0215872,0.0123183,0.00737673,0.004631,4.34E-38,8.66E-07
2500,0.0223054,0.0127719,0.00766777,0.00482311,2.07E-39,8.22E-07
2600,0.0230398,0.013234,0.00796335,0.00501768,1.08E-40,7.90E-07
2700,0.0236037,0.013599,0.00820088,0.00517571,5.68E-42,7.57E-07
2800,0.0243152,0.0140536,0.00849471,0.00537065,3.09E-43,7.31E-07
2900,0.024937,0.0144564,0.0087574,0.00554591,1.73E-44,7.07E-07
3000,0.0255448,0.0148546,0.00901899,0.00572147,9.82E-46,6.80E-07
3100,0.0261434,0.0152449,0.00927457,0.00589244,5.81E-47,6.59E-07
3200,0.0267767,0.0156615,0.00954918,0.00607723,3.51E-48,6.34E-07
3300,0.0273154,0.0160215,0.00978826,0.00623863,2.18E-49,6.10E-07
3400,0.0278554,0.0163817,0.0100275,0.00640029,1.38E-50,5.90E-07
