name,stra.14151,stra.14152,stra.14153,stra.14154,stra.13321,stra.14642
240000,0.182052,0.213528,0.162267,0.100338,2.57E-322,6.09E-04
240100,0.181954,0.213453,0.162226,0.100316,2.57E-322,5.83E-04
240200,0.181523,0.212869,0.161708,0.0999456,2.57E-322,5.73E-04
240300,0.181525,0.212682,0.161408,0.0996574,2.57E-322,5.67E-04
240400,0.181816,0.212984,0.161592,0.099737,2.57E-322,5.60E-04
240500,0.182413,0.213548,0.161915,0.0998735,2.57E-322,5.57E-04
240600,0.182538,0.213698,0.16201,0.0999124,2.57E-322,5.47E-04
240700,0.182397,0.213468,0.161757,0.0996954,2.57E-322,5.44E-04
240800,0.182618,0.213754,0.161957,0.0997957,2.57E-322,5.39E-04
240900,0.182908,0.214156,0.162278,0.0999899,2.57E-322,5.31E-04
241000,0.182777,0.213938,0.162048,0.099803,2.57E-322,5.36E-04
241100,0.183065,0.214309,0.162337,0.0999788,2.57E-322,5.41E-04
241200,0.182325,0.213562,0.161836,0.0996982,2.57E-322,5.44E-04
241300,0.182543,0.21386,0.162073,0.0998432,2.57E-322,5.44E-04
241400,0.18257,0.213801,0.161942,0.0997035,2.57E-322,5.50E-04
241500,0.182318,0.21363,0.161865,0.0996731,2.57E-322,5.32E-04
241600,0.182393,0.213937,0.162223,0.0999544,2.57E-322,5.18E-04
241700,0.182134,0.21383,0.162249,0.100017,2.57E-322,5.10E-04
241800,0.182578,0.214388,0.162668,0.100261,2.57E-322,5.04E-04
241900,0.18308,0.215017,0.163145,0.100544,2.57E-322,4.97E-04
242000,0.183386,0.215363,0.163376,0.100657,2.57E-322,4.96E-04
242100,0.182874,0.214908,0.163103,0.100517,2.57E-322,4.95E-04
242200,0.182252,0.21417,0.162521,0.100138,2.57E-322,5.07E-04
242300,0.182306,0.214196,0.162503,0.100101,2.57E-322,5.22E-04
242400,0.182977,0.214933,0.16301,0.100376,2.57E-322,5.35E-04
242500,0.183044,0.214839,0.162806,0.10017,2.57E-322,5.50E-04
242600,0.18288,0.214678,0.162697,0.100106,2.57E-322,5.52E-04
242700,0.183428,0.215074,0.162797,0.100038,2.57E-322,5.72E-04
242800,0.183876,0.215674,0.16328,0.100342,2.57E-322,5.75E-04
242900,0.183927,0.215636,0.163161,0.100207,2.57E-322,5.81E-04
243000,0.183546,0.215346,0.163038,0.100181,2.57E-322,5.85E-04
243100,0.183133,0.214867,0.162673,0.099953,2.57E-322,5.89E-04
243200,0.183277,0.21502,0.162767,0.0999947,2.57E-322,6.00E-04
243300,0.183144,0.214835,0.16258,0.0998404,2.57E-322,6.09E-04
243400,0.183,0.21481,0.162628,0.0998942,2.57E-322,6.03E-04
243500,0.182859,0.214699,0.162548,0.0998325,2.57E-322,6.04E-04
243600,0.182808,0.214622,0.162457,0.0997497,2.57E-322,6.19E-04
243700,0.182911,0.214722,0.162493,0.0997369,2.57E-322,6.24E-04
243800,0.182862,0.214637,0.162389,0.0996415,2.57E-322,6.28E-04
243900,0.182561,0.214192,0.161969,0.0993296,2.57E-322,6.42E-04
244000,0.182729,0.214406,0.162114,0.0993963,2.57E-322,6.45E-04
244100,0.182696,0.214406,0.162117,0.0993893,2.57E-322,6.48E-04
244200,0.183072,0.214978,0.162621,0.0997315,2.57E-322,6.42E-04
244300,0.182609,0.21441,0.162155,0.0994161,2.57E-322,6.37E-04
244400,0.183157,0.215103,0.162689,0.0997385,2.57E-322,6.29E-04
244500,0.183152,0.215166,0.162766,0.0997944,2.57E-322,6.18E-04
244600,0.182589,0.214521,0.162269,0.0994754,2.57E-322,6.08E-04
244700,0.183023,0.215167,0.162832,0.0998549,2.57E-322,5.98E-04
244800,0.182607,0.214645,0.16239,0.0995467,2.57E-322,5.70E-04
244900,0.183271,0.215547,0.16313,0.100022,2.57E-322,5.42E-04
245000,0.182761,0.215177,0.162985,0.099999,2.57E-322,5.09E-04
245100,0.182965,0.21535,0.163045,0.0999858,2.57E-322,5.01E-04
245200,0.182561,0.214897,0.162695,0.0997562,2.57E-322,4.97E-04
245300,0.183275,0.215855,0.163475,0.100255,2.57E-322,4.93E-04
245400,0.183572,0.216329,0.163895,0.100536,2.57E-322,4.86E-04
245500,0.183641,0.216408,0.163939,0.100548,2.57E-322,4.82E-04
245600,0.183232,0.216038,0.163727,0.100453,2.57E-322,4.78E-04
245700,0.183122,0.216064,0.163841,0.10057,2.57E-322,4.75E-04
245800,0.18312,0.216223,0.164055,0.100747,2.57E-322,4.73E-04
245900,0.182439,0.215496,0.163536,0.100439,2.57E-322,4.71E-04
246000,0.182778,0.215954,0.163886,0.100639,2.57E-322,4.69E-04
246100,0.183248,0.216552,0.164344,0.100912,2.57E-322,4.58E-04
246200,0.183237,0.216488,0.164246,0.10082,2.57E-322,4.57E-04
246300,0.18281,0.215852,0.163654,0.100386,2.57E-322,4.67E-04
246400,0.182471,0.215553,0.16347,0.100286,2.57E-322,4.66E-04
246500,0.182361,0.215537,0.163511,0.10033,2.57E-322,4.52E-04
246600,0.182791,0.216034,0.163863,0.100526,2.57E-322,4.51E-04
246700,0.183015,0.216261,0.163996,0.10058,2.57E-322,4.48E-04
246800,0.183039,0.216319,0.164033,0.100586,2.57E-322,4.43E-04
246900,0.183043,0.216328,0.164006,0.100535,2.57E-322,4.41E-04
247000,0.182428,0.215749,0.163636,0.100334,2.57E-322,4.27E-04
247100,0.182314,0.215745,0.163697,0.100394,2.57E-322,4.21E-04
247200,0.182207,0.21571,0.163704,0.100405,2.57E-322,3.99E-04
247300,0.182379,0.215931,0.163852,0.100469,2.57E-322,3.84E-04
247400,0.182542,0.216216,0.164109,0.100641,2.57E-322,3.80E-04
247500,0.18235,0.216056,0.163999,0.100564,2.57E-322,3.74E-04
247600,0.18258,0.216478,0.164399,0.100844,2.57E-322,3.69E-04
247700,0.182507,0.216566,0.164573,0.101005,2.57E-322,3.67E-04
247800,0.182126,0.21597,0.163989,0.100558,2.57E-322,3.74E-04
247900,0.182578,0.216426,0.164255,0.100665,2.57E-322,3.78E-04
248000,0.182276,0.216154,0.164086,0.100573,2.57E-322,3.74E-04
248100,0.18215,0.215909,0.163814,0.10035,2.57E-322,3.80E-04
248200,0.182006,0.215884,0.163859,0.100397,2.57E-322,3.76E-04
248300,0.18279,0.216873,0.164619,0.100855,2.57E-322,3.76E-04
248400,0.182432,0.216416,0.164225,0.100576,2.57E-322,3.84E-04
248500,0.181722,0.215616,0.163633,0.100217,2.57E-322,3.88E-04
248600,0.182307,0.216315,0.164143,0.100507,2.57E-322,3.93E-04
248700,0.182765,0.216845,0.164513,0.100705,2.57E-322,4.04E-04
248800,0.182219,0.216109,0.163877,0.100264,2.57E-322,4.15E-04
248900,0.182816,0.21677,0.164333,0.100512,2.57E-322,4.30E-04
249000,0.183128,0.217177,0.164646,0.100698,2.57E-322,4.30E-04
249100,0.182844,0.216792,0.164305,0.100453,2.57E-322,4.34E-04
249200,0.183404,0.21742,0.164719,0.100656,2.57E-322,4.33E-04
249300,0.183371,0.217411,0.164709,0.100639,2.57E-322,4.28E-04
249400,0.183366,0.217517,0.164831,0.100722,2.57E-322,4.19E-04
249500,0.183358,0.217724,0.165103,0.100938,2.57E-322,4.09E-04
249600,0.183466,0.217838,0.165154,0.100939,2.57E-322,4.08E-04
249700,0.183548,0.218096,0.165426,0.101133,2.57E-322,3.89E-04
249800,0.18347,0.218043,0.165383,0.101092,2.57E-322,3.86E-04
249900,0.183414,0.218063,0.165441,0.101144,2.57E-322,3.73E-04
250000,0.183598,0.218357,0.165695,0.101309,2.57E-322,3.68E-04
250100,0.183833,0.218607,0.165847,0.101373,2.57E-322,3.72E-04
250200,0.183823,0.218581,0.165805,0.10133,2.57E-322,3.76E-04
250300,0.183737,0.218294,0.165429,0.100998,2.57E-322,3.83E-04
250400,0.184278,0.218883,0.165818,0.101192,2.57E-322,3.92E-04
250500,0.184353,0.219006,0.1659,0.101221,2.57E-322,3.93E-04
250600,0.184753,0.219399,0.16613,0.101319,2.57E-322,3.96E-04
250700,0.184684,0.219321,0.16606,0.101264,2.57E-322,3.96E-04
250800,0.184615,0.219255,0.166008,0.101226,2.57E-322,3.82E-04
250900,0.183713,0.218085,0.165042,0.100586,2.57E-322,3.70E-04
251000,0.183505,0.217949,0.164993,0.100577,2.57E-322,3.47E-04
251100,0.183947,0.218397,0.165249,0.100675,2.57E-322,3.34E-04
251200,0.184383,0.218727,0.165357,0.100656,2.57E-322,3.28E-04
251300,0.184504,0.218794,0.16534,0.1006,2.57E-322,3.18E-04
251400,0.185068,0.219366,0.165683,0.100749,2.57E-322,3.12E-04
251500,0.184785,0.219045,0.165433,0.100586,2.57E-322,3.00E-04
251600,0.18456,0.218663,0.165045,0.100284,2.57E-322,2.91E-04
251700,0.184672,0.21887,0.165234,0.100408,2.57E-322,2.83E-04
251800,0.184554,0.218826,0.165247,0.100433,2.57E-322,2.73E-04
251900,0.184682,0.218966,0.165326,0.100458,2.57E-322,2.66E-04
252000,0.184982,0.219201,0.165409,0.10045,2.57E-322,2.64E-04
252100,0.185241,0.219358,0.16541,0.100378,2.57E-322,2.63E-04
252200,0.185746,0.219907,0.165777,0.100569,2.57E-322,2.58E-04
252300,0.186041,0.220034,0.165705,0.100426,2.57E-322,2.56E-04
252400,0.185845,0.219734,0.165421,0.100216,2.57E-322,2.54E-04
252500,0.185549,0.219226,0.164918,0.0998375,2.57E-322,2.59E-04
252600,0.185896,0.219649,0.165231,0.10002,2.57E-322,2.57E-04
252700,0.186302,0.219935,0.165311,0.0999913,2.57E-322,2.52E-04
252800,0.186236,0.219907,0.165315,0.100004,2.57E-322,2.43E-04
252900,0.186515,0.22016,0.165419,0.100006,2.57E-322,2.37E-04
253000,0.186753,0.220385,0.165525,0.100024,2.57E-322,2.30E-04
253100,0.186705,0.220462,0.165661,0.100144,2.57E-322,2.26E-04
253200,0.186684,0.220442,0.16563,0.100107,2.57E-322,2.22E-04
253300,0.186512,0.22008,0.165216,0.0997639,2.57E-322,2.25E-04
253400,0.186655,0.220242,0.165314,0.0998021,2.57E-322,2.25E-04
253500,0.186672,0.220268,0.16531,0.0997761,2.57E-322,2.21E-04
253600,0.187558,0.22127,0.166007,0.100155,2.57E-322,2.20E-04
253700,0.188073,0.221763,0.166277,0.100253,2.57E-322,2.18E-04
253800,0.187482,0.221019,0.165664,0.0998418,2.57E-322,2.12E-04
253900,0.187766,0.221341,0.165883,0.0999538,2.57E-322,2.09E-04
254000,0.187875,0.221401,0.165864,0.0998992,2.57E-322,2.08E-04
254100,0.187737,0.221285,0.165783,0.0998429,2.57E-322,2.03E-04
254200,0.187894,0.221416,0.165836,0.0998469,2.57E-322,1.99E-04
254300,0.187798,0.221363,0.165829,0.0998565,2.57E-322,1.93E-04
254400,0.187429,0.220933,0.165487,0.099629,2.57E-322,1.89E-04
254500,0.18776,0.221225,0.165619,0.0996509,2.57E-322,1.91E-04
254600,0.187757,0.221264,0.165666,0.0996839,2.57E-322,1.89E-04
254700,0.187599,0.221199,0.165682,0.0997206,2.57E-322,1.89E-04
254800,0.187654,0.221296,0.165757,0.0997585,2.57E-322,1.89E-04
254900,0.187469,0.221124,0.165639,0.099685,2.57E-322,1.90E-04
255000,0.187246,0.220989,0.165608,0.0996969,2.57E-322,1.90E-04
255100,0.187787,0.221707,0.166182,0.100055,2.57E-322,1.89E-04
255200,0.187194,0.221196,0.165905,0.0999363,2.57E-322,1.84E-04
255300,0.187511,0.221766,0.166435,0.100301,2.57E-322,1.76E-04
255400,0.18731,0.221636,0.166389,0.100292,2.57E-322,1.69E-04
255500,0.187771,0.222311,0.166968,0.100675,2.57E-322,1.64E-04
255600,0.187208,0.221744,0.166591,0.100466,2.57E-322,1.61E-04
255700,0.187304,0.221877,0.166683,0.100508,2.57E-322,1.61E-04
255800,0.187541,0.222243,0.166999,0.100713,2.57E-322,1.59E-04
255900,0.186782,0.221238,0.166145,0.100132,2.57E-322,1.59E-04
256000,0.187628,0.222352,0.167031,0.100682,2.57E-322,1.58E-04
256100,0.186985,0.221656,0.16654,0.100397,2.57E-322,1.58E-04
256200,0.187257,0.222073,0.166898,0.100629,2.57E-322,1.59E-04
256300,0.187718,0.222711,0.167424,0.100964,2.57E-322,1.58E-04
256400,0.18741,0.222328,0.167108,0.100752,2.57E-322,1.55E-04
256500,0.187239,0.222249,0.167111,0.100778,2.57E-322,1.52E-04
256600,0.186706,0.221839,0.166903,0.100689,2.57E-322,1.51E-04
256700,0.187087,0.222268,0.167188,0.10083,2.57E-322,1.53E-04
256800,0.186734,0.221889,0.166903,0.100647,2.57E-322,1.50E-04
256900,0.186183,0.221468,0.16671,0.100585,2.57E-322,1.39E-04
257000,0.185952,0.221279,0.166599,0.100524,2.57E-322,1.32E-04
257100,0.185862,0.221169,0.166482,0.100419,2.57E-322,1.27E-04
257200,0.186201,0.221489,0.166626,0.100433,2.57E-322,1.23E-04
257300,0.186499,0.221854,0.166882,0.100568,2.57E-322,1.21E-04
257400,0.1866,0.222005,0.166996,0.100628,2.57E-322,1.17E-04
257500,0.186455,0.221859,0.166888,0.100558,2.57E-322,1.15E-04
257600,0.186427,0.22192,0.166976,0.100624,2.57E-322,1.12E-04
257700,0.187218,0.222778,0.167548,0.100922,2.57E-322,1.11E-04
257800,0.18684,0.222215,0.167027,0.100545,2.57E-322,1.09E-04
257900,0.186238,0.221536,0.166519,0.100231,2.57E-322,1.06E-04
258000,0.186773,0.222282,0.167142,0.100635,2.57E-322,1.03E-04
258100,0.186362,0.221982,0.16703,0.100623,2.57E-322,9.82E-05
258200,0.187074,0.222759,0.167551,0.100896,2.57E-322,9.69E-05
258300,0.186809,0.222535,0.167435,0.10085,2.57E-322,9.49E-05
258400,0.186055,0.221656,0.166769,0.100438,2.57E-322,9.32E-05
258500,0.186278,0.221907,0.166922,0.100498,2.57E-322,9.24E-05
258600,0.186276,0.221986,0.167012,0.100559,2.57E-322,9.11E-05
258700,0.185964,0.221699,0.166832,0.10046,2.57E-322,8.99E-05
258800,0.186308,0.221941,0.166881,0.100407,2.57E-322,9.05E-05
258900,0.186405,0.22207,0.166968,0.100445,2.57E-322,9.10E-05
259000,0.186233,0.222036,0.167037,0.100531,2.57E-322,8.93E-05
259100,0.186132,0.221841,0.166813,0.10034,2.57E-322,8.99E-05
259200,0.186875,0.22254,0.167182,0.100464,2.57E-322,9.08E-05
259300,0.18637,0.221773,0.166473,0.0999552,2.57E-322,9.21E-05
259400,0.186586,0.222045,0.166642,0.100017,2.57E-322,9.02E-05
259500,0.186815,0.222548,0.167138,0.100365,2.57E-322,8.65E-05
259600,0.186692,0.222407,0.167007,0.10026,2.57E-322,8.51E-05
259700,0.186795,0.222373,0.166862,0.100103,2.57E-322,8.52E-05
259800,0.187532,0.222964,0.167085,0.100102,2.57E-322,8.65E-05
259900,0.18782,0.223197,0.167174,0.100104,2.57E-322,8.60E-05
260000,0.187643,0.222994,0.167018,0.100004,2.57E-322,8.47E-05
260100,0.188146,0.223416,0.167188,0.100013,2.57E-322,8.48E-05
260200,0.187358,0.222547,0.166547,0.0996198,2.57E-322,8.31E-05
260300,0.187621,0.222989,0.166925,0.0998522,2.57E-322,8.14E-05
260400,0.188527,0.224019,0.167645,0.100248,2.57E-322,8.17E-05
260500,0.188374,0.22381,0.167456,0.10011,2.57E-322,8.07E-05
260600,0.18857,0.223909,0.167421,0.100021,2.57E-322,8.00E-05
260700,0.187995,0.223105,0.166708,0.0995214,2.57E-322,7.89E-05
260800,0.188168,0.223301,0.166824,0.0995639,2.57E-322,7.81E-05
260900,0.188434,0.223794,0.167292,0.0998899,2.57E-322,7.73E-05
261000,0.187923,0.223271,0.166942,0.0996953,2.57E-322,7.78E-05
261100,0.188072,0.223482,0.167109,0.0997943,2.57E-322,7.82E-05
261200,0.18816,0.223716,0.167347,0.0999613,2.57E-322,7.63E-05
261300,0.188136,0.223566,0.167138,0.0997763,2.57E-322,7.67E-05
261400,0.188684,0.224008,0.167308,0.099782,2.57E-322,7.74E-05
261500,0.188174,0.223217,0.166575,0.0992588,2.57E-322,7.88E-05
261600,0.18818,0.223227,0.166553,0.0992164,2.57E-322,7.92E-05
261700,0.18847,0.223547,0.16675,0.0992998,2.57E-322,7.99E-05
261800,0.188792,0.22397,0.167052,0.0994541,2.57E-322,7.86E-05
261900,0.189012,0.224371,0.167426,0.0997094,2.57E-322,7.77E-05
262000,0.188546,0.22387,0.167066,0.0994934,2.57E-322,7.77E-05
262100,0.188548,0.223696,0.166792,0.0992412,2.57E-322,7.91E-05
262200,0.188925,0.22396,0.166849,0.099191,2.57E-322,7.93E-05
262300,0.188526,0.223507,0.166492,0.0989537,2.57E-322,7.54E-05
262400,0.188242,0.223014,0.165988,0.0985674,2.57E-322,7.17E-05
262500,0.188612,0.22333,0.166112,0.0985677,2.57E-322,6.99E-05
262600,0.188982,0.223588,0.166147,0.0984875,2.57E-322,6.88E-05
262700,0.189071,0.223737,0.166268,0.098556,2.57E-322,6.69E-05
262800,0.188946,0.223595,0.166135,0.0984494,2.57E-322,6.57E-05
262900,0.189719,0.22431,0.166503,0.0985637,2.57E-322,6.50E-05
263000,0.189324,0.223835,0.166133,0.0983303,2.57E-322,6.29E-05
263100,0.189233,0.223682,0.165962,0.0981862,2.57E-322,6.14E-05
263200,0.188925,0.223383,0.165767,0.0980779,2.57E-322,5.85E-05
263300,0.188723,0.223355,0.165861,0.0981851,2.57E-322,5.58E-05
263400,0.189304,0.224136,0.166487,0.098574,2.57E-322,5.48E-05
263500,0.189538,0.224357,0.166583,0.0985792,2.57E-322,5.43E-05
263600,0.189444,0.22433,0.166598,0.0985981,2.57E-322,5.29E-05
263700,0.18917,0.22411,0.166487,0.0985522,2.57E-322,5.10E-05
263800,0.188939,0.22388,0.166314,0.0984361,2.57E-322,4.84E-05
263900,0.188727,0.223495,0.16591,0.0981215,2.57E-322,4.77E-05
264000,0.189004,0.223863,0.166191,0.0982838,2.57E-322,4.67E-05
264100,0.189527,0.224515,0.166672,0.0985563,2.57E-322,4.55E-05
264200,0.189593,0.224613,0.16673,0.098571,2.57E-322,4.46E-05
264300,0.189428,0.224342,0.166453,0.0983555,2.57E-322,4.47E-05
264400,0.190158,0.225111,0.166943,0.0985943,2.57E-322,4.53E-05
264500,0.190133,0.225142,0.166984,0.0986175,2.57E-322,4.45E-05
264600,0.190602,0.225708,0.167392,0.0988462,2.57E-322,4.38E-05
264700,0.190674,0.225857,0.167528,0.0989319,2.57E-322,4.34E-05
264800,0.190351,0.22548,0.167233,0.0987401,2.57E-322,4.32E-05
264900,0.189689,0.224687,0.166606,0.0983352,2.57E-322,4.17E-05
265000,0.189704,0.224743,0.16665,0.0983533,2.57E-322,4.05E-05
265100,0.190255,0.225639,0.167447,0.098883,2.57E-322,3.95E-05
265200,0.189514,0.224894,0.166962,0.0986242,2.57E-322,3.85E-05
265300,0.189894,0.22541,0.167368,0.0988674,2.57E-322,3.86E-05
265400,0.189834,0.225427,0.167427,0.0989218,2.57E-322,3.85E-05
265500,0.189889,0.225461,0.167415,0.0988866,2.57E-322,3.87E-05
265600,0.189896,0.225439,0.167359,0.0988247,2.57E-322,3.90E-05
265700,0.189901,0.22548,0.167385,0.098826,2.57E-322,3.86E-05
265800,0.18987,0.22546,0.167369,0.0988102,2.57E-322,3.84E-05
265900,0.190333,0.225921,0.16764,0.0989281,2.57E-322,3.87E-05
266000,0.190499,0.226103,0.167757,0.0989829,2.57E-322,3.87E-05
266100,0.190208,0.225655,0.167337,0.0986786,2.57E-322,3.95E-05
266200,0.190614,0.225971,0.167437,0.0986558,2.57E-322,4.07E-05
266300,0.19029,0.225486,0.166999,0.0983504,2.57E-322,4.15E-05
266400,0.191008,0.226252,0.167492,0.0985934,2.57E-322,4.25E-05
266500,0.190734,0.225923,0.167229,0.0984209,2.57E-322,4.20E-05
266600,0.190821,0.226179,0.167505,0.0986237,2.57E-322,4.04E-05
266700,0.190536,0.225905,0.167326,0.0985236,2.57E-322,3.94E-05
266800,0.190552,0.226033,0.167481,0.0986424,2.57E-322,3.91E-05
266900,0.190667,0.22632,0.167777,0.0988532,2.57E-322,3.89E-05
267000,0.190933,0.226754,0.168156,0.0990968,2.57E-322,3.89E-05
267100,0.19055,0.22619,0.167639,0.0987263,2.57E-322,3.92E-05
267200,0.189838,0.225358,0.166984,0.0983004,2.57E-322,3.88E-05
267300,0.189506,0.225096,0.166844,0.098232,2.57E-322,3.85E-05
267400,0.189621,0.225386,0.167128,0.0984232,2.57E-322,3.81E-05
267500,0.189706,0.225615,0.167355,0.0985743,2.57E-322,3.77E-05
267600,0.18978,0.225651,0.167328,0.098522,2.57E-322,3.77E-05
267700,0.190264,0.226083,0.167535,0.0985743,2.57E-322,3.85E-05
267800,0.189993,0.225849,0.167392,0.0984938,2.57E-322,3.92E-05
267900,0.189939,0.225897,0.167485,0.0985698,2.57E-322,3.92E-05
268000,0.190502,0.226466,0.167826,0.0987208,2.57E-322,4.01E-05
268100,0.190415,0.226427,0.167823,0.0987252,2.57E-322,4.06E-05
268200,0.189462,0.225416,0.167131,0.0983392,2.57E-322,4.03E-05
268300,0.189634,0.225621,0.167258,0.0983885,2.57E-322,4.05E-05
268400,0.190193,0.226157,0.167541,0.0984803,2.57E-322,4.10E-05
268500,0.190273,0.226235,0.167569,0.0984732,2.57E-322,4.15E-05
268600,0.190067,0.226024,0.167418,0.0983793,2.57E-322,4.21E-05
268700,0.190335,0.226482,0.167831,0.0986516,2.57E-322,4.27E-05
268800,0.190073,0.226402,0.167913,0.0987711,2.57E-322,4.27E-05
268900,0.189693,0.226074,0.167737,0.0986961,2.57E-322,4.20E-05
269000,0.190162,0.226437,0.167864,0.0986899,2.57E-322,4.28E-05
269100,0.190079,0.22642,0.167891,0.0987186,2.57E-322,4.30E-05
269200,0.190598,0.226867,0.168072,0.0987273,2.57E-322,4.37E-05
269300,0.190424,0.226723,0.167992,0.0986882,2.57E-322,4.40E-05
269400,0.190757,0.226945,0.168016,0.0986159,2.57E-322,4.54E-05
269500,0.190588,0.226511,0.167516,0.0982144,2.57E-322,4.73E-05
269600,0.191427,0.227281,0.167909,0.098339,2.57E-322,4.89E-05
269700,0.191507,0.227296,0.16785,0.0982603,2.57E-322,5.03E-05
269800,0.191846,0.227619,0.168016,0.0983101,2.57E-322,5.11E-05
269900,0.191859,0.227771,0.168196,0.0984415,2.57E-322,5.08E-05
270000,0.191021,0.226853,0.167556,0.0980812,2.57E-322,5.02E-05
270100,0.190776,0.226697,0.167512,0.098085,2.57E-322,4.93E-05
270200,0.190908,0.227068,0.167901,0.098363,2.57E-322,4.77E-05
270300,0.191368,0.227569,0.168219,0.0985122,2.57E-322,4.73E-05
270400,0.191139,0.227366,0.168104,0.0984571,2.57E-322,4.61E-05
270500,0.190912,0.227138,0.167946,0.0983625,2.57E-322,4.49E-05
270600,0.190026,0.226229,0.167335,0.0980226,2.57E-322,4.31E-05
270700,0.190527,0.226769,0.167679,0.0981873,2.57E-322,4.29E-05
270800,0.190867,0.227129,0.167901,0.0982865,2.57E-322,4.27E-05
270900,0.191084,0.227391,0.168078,0.0983741,2.57E-322,4.23E-05
271000,0.191358,0.227761,0.168373,0.0985548,2.57E-322,4.17E-05
271100,0.19082,0.227178,0.16796,0.0983137,2.57E-322,4.10E-05
271200,0.19053,0.227051,0.167994,0.0983943,2.57E-322,3.94E-05
271300,0.190681,0.227515,0.168504,0.0987726,2.57E-322,3.76E-05
271400,0.190734,0.227755,0.168783,0.0989823,2.57E-322,3.67E-05
271500,0.189944,0.226876,0.168162,0.0986286,2.57E-322,3.62E-05
271600,0.190576,0.227577,0.168631,0.0988707,2.57E-322,3.65E-05
271700,0.190154,0.226962,0.168086,0.0984965,2.57E-322,3.69E-05
271800,0.190167,0.226936,0.168019,0.0984214,2.57E-322,3.75E-05
271900,0.190824,0.227627,0.168431,0.0985938,2.57E-322,3.85E-05
272000,0.190726,0.22754,0.168366,0.0985448,2.57E-322,3.89E-05
272100,0.190633,0.227425,0.168264,0.0984695,2.57E-322,3.98E-05
272200,0.190616,0.22739,0.168215,0.0984226,2.57E-322,4.05E-05
272300,0.191132,0.228014,0.168654,0.0986572,2.57E-322,4.06E-05
272400,0.191031,0.228068,0.168792,0.0987809,2.57E-322,4.08E-05
272500,0.191378,0.22844,0.169023,0.0988864,2.57E-322,4.13E-05
272600,0.191545,0.228551,0.169027,0.0988375,2.57E-322,4.17E-05
272700,0.191503,0.228583,0.169084,0.0988794,2.57E-322,4.19E-05
272800,0.191531,0.228631,0.169119,0.098896,2.57E-322,4.22E-05
272900,0.191483,0.2285,0.168961,0.0987664,2.57E-322,4.28E-05
273000,0.191668,0.22868,0.169055,0.0987953,2.57E-322,4.32E-05
273100,0.191491,0.228515,0.168943,0.0987246,2.57E-322,4.32E-05
273200,0.191824,0.228792,0.169046,0.0987211,2.57E-322,4.35E-05
273300,0.190844,0.22777,0.168344,0.0983215,2.57E-322,4.24E-05
273400,0.191215,0.228426,0.168927,0.0986969,2.57E-322,4.14E-05
273500,0.19083,0.228066,0.168688,0.098556,2.57E-322,4.04E-05
273600,0.191641,0.228893,0.169185,0.0987758,2.57E-322,4.10E-05
273700,0.191815,0.229085,0.169278,0.0987881,2.57E-322,4.08E-05
273800,0.192201,0.229655,0.169756,0.0990906,2.57E-322,4.05E-05
273900,0.191838,0.229408,0.169678,0.099091,2.57E-322,3.91E-05
274000,0.191802,0.229446,0.169736,0.0991324,2.57E-322,3.86E-05
274100,0.192197,0.230111,0.170342,0.0995408,2.57E-322,3.80E-05
274200,0.191613,0.229544,0.169992,0.0993655,2.57E-322,3.76E-05
274300,0.191779,0.229792,0.17019,0.0994816,2.57E-322,3.77E-05
274400,0.191872,0.229753,0.170035,0.0993123,2.57E-322,3.84E-05
274500,0.191581,0.229327,0.169647,0.0990364,2.57E-322,3.92E-05
274600,0.191526,0.229182,0.169465,0.0988807,2.57E-322,3.99E-05
274700,0.19183,0.229339,0.169415,0.0987494,2.57E-322,4.16E-05
274800,0.191963,0.229461,0.169455,0.0987348,2.57E-322,4.24E-05
274900,0.192692,0.230234,0.169942,0.0989659,2.57E-322,4.30E-05
275000,0.192528,0.230007,0.169742,0.098828,2.57E-322,4.31E-05
275100,0.192861,0.230179,0.1697,0.098706,2.57E-322,4.39E-05
275200,0.192985,0.230321,0.169786,0.098739,2.57E-322,4.39E-05
275300,0.193544,0.230867,0.170073,0.0988286,2.57E-322,4.37E-05
275400,0.193141,0.230372,0.169673,0.0985667,2.57E-322,4.29E-05
275500,0.193746,0.231204,0.170335,0.0989683,2.57E-322,4.20E-05
275600,0.193325,0.230889,0.170205,0.0989384,2.57E-322,4.08E-05
275700,0.192962,0.230503,0.169933,0.0987802,2.57E-322,4.07E-05
275800,0.193297,0.230892,0.170202,0.0989217,2.57E-322,4.13E-05
275900,0.193596,0.231104,0.170245,0.0988809,2.57E-322,4.19E-05
276000,0.193542,0.231172,0.170368,0.0999846,2.57E-322,4.16E-05
276100,0.19313,0.230763,0.170104,0.0998419,2.57E-322,4.11E-05
276200,0.193176,0.230974,0.170343,0.100018,2.57E-322,4.04E-05
276300,0.192472,0.230283,0.169908,0.0997939,2.57E-322,3.88E-05
276400,0.192597,0.230603,0.170226,0.100011,2.57E-322,3.75E-05
276500,0.192292,0.230431,0.170195,0.100031,2.57E-322,3.60E-05
276600,0.191802,0.230272,0.170324,0.100223,2.57E-322,3.43E-05
276700,0.191518,0.229998,0.170139,0.100111,2.57E-322,3.43E-05
276800,0.191474,0.230076,0.17026,0.100206,2.57E-322,3.43E-05
276900,0.191878,0.230549,0.170578,0.100366,2.57E-322,3.43E-05
277000,0.191813,0.230667,0.17077,0.100525,2.57E-322,3.36E-05
277100,0.190903,0.229682,0.17009,0.100141,2.57E-322,3.33E-05
