name,stra.14151,stra.14152,stra.14153,stra.14154,stra.13321,stra.14642
575200,0.203566,0.334353,0.225228,0.0842108,1.23E-135,1.27E-06
575300,0.203038,0.333481,0.224617,0.0839673,6.28E-136,1.28E-06
575400,0.203057,0.333466,0.224561,0.0839262,3.25E-136,1.30E-06
575500,0.202425,0.332362,0.223764,0.083606,1.78E-136,1.33E-06
575600,0.202946,0.333239,0.224352,0.0838207,9.24E-137,1.33E-06
575700,0.203485,0.334119,0.224916,0.0840145,4.68E-137,1.34E-06
575800,0.203462,0.333883,0.224597,0.0838291,2.31E-137,1.34E-06
575900,0.203392,0.33379,0.224517,0.083785,1.17E-137,1.34E-06
576000,0.203248,0.33338,0.224127,0.0835976,5.96E-138,1.33E-06
576100,0.203099,0.332965,0.223725,0.0834008,2.95E-138,1.29E-06
576200,0.202629,0.332116,0.22309,0.083137,1.48E-138,1.26E-06
576300,0.202857,0.332555,0.223392,0.0832432,7.75E-139,1.22E-06
576400,0.203106,0.332737,0.223332,0.0831472,3.78E-139,1.19E-06
576500,0.203808,0.333924,0.224132,0.0834412,1.78E-139,1.16E-06
576600,0.203347,0.333296,0.223783,0.0833344,8.86E-140,1.14E-06
576700,0.203369,0.333221,0.223644,0.0832468,4.46E-140,1.11E-06
576800,0.203503,0.333646,0.224041,0.0834288,2.18E-140,1.08E-06
576900,0.203729,0.334014,0.224276,0.0835098,1.05E-140,1.06E-06
577000,0.203906,0.334414,0.224586,0.0836314,5.09E-141,1.04E-06
577100,0.20335,0.333523,0.223975,0.0833923,2.49E-141,1.03E-06
577200,0.203221,0.333318,0.22382,0.083322,1.21E-141,1.03E-06
577300,0.202987,0.332687,0.223216,0.0830262,6.09E-142,1.04E-06
577400,0.203214,0.332659,0.222936,0.0828277,3.18E-142,1.06E-06
577500,0.203419,0.333079,0.223238,0.0839405,1.62E-142,1.05E-06
577600,0.203525,0.333542,0.223705,0.084165,7.78E-143,1.04E-06
577700,0.203232,0.333099,0.223409,0.0840472,3.77E-143,1.04E-06
577800,0.203312,0.333153,0.223377,0.0840049,1.80E-143,1.05E-06
577900,0.203851,0.333731,0.223556,0.0839938,8.81E-144,1.07E-06
578000,0.203582,0.333284,0.223241,0.0838672,4.28E-144,1.07E-06
578100,0.20361,0.333348,0.223266,0.0838619,2.07E-144,1.06E-06
578200,0.204119,0.333996,0.223552,0.0839082,1.03E-144,1.08E-06
578300,0.204239,0.334236,0.22372,0.0839683,4.96E-145,1.07E-06
578400,0.204004,0.333708,0.223253,0.0837456,2.49E-145,1.08E-06
578500,0.203992,0.333715,0.223252,0.0837368,1.24E-145,1.08E-06
578600,0.204215,0.333871,0.223211,0.0836662,6.13E-146,1.09E-06
578700,0.204525,0.334439,0.223607,0.0838143,3.02E-146,1.09E-06
578800,0.20444,0.334449,0.223683,0.0838614,1.43E-146,1.08E-06
578900,0.204572,0.334847,0.224036,0.0840176,7.04E-147,1.08E-06
579000,0.204211,0.334301,0.22367,0.083872,3.45E-147,1.06E-06
579100,0.204425,0.33476,0.224017,0.084008,1.67E-147,1.06E-06
579200,0.203379,0.333044,0.222847,0.083557,8.24E-148,1.05E-06
579300,0.203036,0.332717,0.222733,0.0835404,4.12E-148,1.03E-06
579400,0.203171,0.333063,0.223007,0.0836489,2.02E-148,1.00E-06
579500,0.203373,0.333546,0.22339,0.083804,1.00E-148,9.89E-07
579600,0.202637,0.332307,0.222511,0.083449,5.00E-149,9.83E-07
579700,0.203697,0.333819,0.22335,0.0836926,2.62E-149,9.93E-07
579800,0.203674,0.333814,0.223345,0.0836846,1.31E-149,9.86E-07
579900,0.203603,0.333629,0.223153,0.0835824,6.64E-150,9.94E-07
580000,0.204014,0.334398,0.223699,0.0837912,3.37E-150,9.89E-07
580100,0.203521,0.333607,0.223154,0.0835742,1.69E-150,9.85E-07
580200,0.203365,0.333592,0.223251,0.0836374,9.20E-151,9.72E-07
580300,0.203789,0.334179,0.223559,0.0837184,4.75E-151,9.83E-07
580400,0.203397,0.33361,0.223181,0.0835661,2.45E-151,9.66E-07
580500,0.203285,0.33359,0.223228,0.0835943,1.25E-151,9.43E-07
580600,0.203148,0.333382,0.223036,0.0834868,6.25E-152,9.24E-07
580700,0.203178,0.333659,0.223321,0.083617,3.07E-152,9.01E-07
580800,0.202803,0.333189,0.22306,0.0835283,1.54E-152,8.89E-07
580900,0.202654,0.332984,0.222918,0.0834661,7.97E-153,8.76E-07
581000,0.202621,0.333042,0.223007,0.0835118,3.92E-153,8.57E-07
581100,0.202504,0.332893,0.222906,0.0834658,2.05E-153,8.61E-07
581200,0.20285,0.333415,0.223208,0.0835567,1.02E-153,8.59E-07
581300,0.202993,0.333289,0.222868,0.083331,5.05E-154,8.74E-07
581400,0.203172,0.333569,0.223024,0.0833726,2.45E-154,8.72E-07
581500,0.202552,0.332579,0.222349,0.083107,1.20E-154,8.63E-07
581600,0.202765,0.332906,0.222529,0.0831544,5.89E-155,8.54E-07
581700,0.202815,0.332911,0.22243,0.0830678,2.80E-155,8.34E-07
581800,0.202642,0.332318,0.221791,0.0827299,1.40E-155,8.38E-07
581900,0.203472,0.33375,0.222747,0.0830745,7.33E-156,8.47E-07
582000,0.203955,0.334454,0.223125,0.0831749,3.61E-156,8.37E-07
582100,0.203327,0.333405,0.222383,0.0828757,1.82E-156,8.26E-07
582200,0.204163,0.334621,0.223054,0.083066,9.09E-157,8.38E-07
582300,0.204747,0.335552,0.223618,0.0832468,4.39E-157,8.30E-07
582400,0.204546,0.335175,0.223316,0.0831104,2.07E-157,8.19E-07
582500,0.204308,0.334864,0.223121,0.0830337,1.00E-157,7.98E-07
582600,0.204371,0.334994,0.223211,0.0830657,5.01E-158,7.83E-07
582700,0.203838,0.334239,0.222754,0.0829046,2.47E-158,7.60E-07
582800,0.203602,0.334144,0.222831,0.0829728,1.22E-158,7.27E-07
582900,0.202847,0.332805,0.22186,0.0825795,6.43E-159,7.20E-07
583000,0.203806,0.334111,0.222541,0.0827607,3.28E-159,7.24E-07
583100,0.20415,0.334496,0.222668,0.0827579,1.62E-159,7.30E-07
583200,0.203918,0.334111,0.222386,0.0826377,8.23E-160,7.01E-07
583300,0.204172,0.334449,0.222531,0.0826554,4.12E-160,6.78E-07
583400,0.203467,0.333364,0.221803,0.0823702,2.06E-160,6.45E-07
583500,0.204155,0.334498,0.222536,0.0826286,1.05E-160,6.27E-07
583600,0.204172,0.33448,0.222459,0.0825689,5.34E-161,6.13E-07
583700,0.204362,0.334801,0.222643,0.0826171,2.68E-161,6.03E-07
583800,0.204577,0.335114,0.222801,0.0826514,1.29E-161,5.94E-07
583900,0.203893,0.334066,0.22209,0.082368,6.25E-162,5.74E-07
584000,0.204606,0.335008,0.222535,0.0824598,3.09E-162,5.68E-07
584100,0.204395,0.33459,0.222185,0.0822973,1.50E-162,5.60E-07
584200,0.204121,0.334284,0.222041,0.0822572,7.39E-163,5.55E-07
584300,0.204158,0.334161,0.221816,0.0821165,3.80E-163,5.63E-07
584400,0.204198,0.334336,0.221974,0.0821828,1.92E-163,5.62E-07
584500,0.204537,0.33503,0.22249,0.0823855,9.90E-164,5.53E-07
584600,0.203832,0.333801,0.221617,0.0820403,5.15E-164,5.55E-07
584700,0.204338,0.334402,0.221852,0.0820646,2.74E-164,5.73E-07
584800,0.204845,0.335457,0.222675,0.082407,1.40E-164,5.76E-07
584900,0.204706,0.334947,0.222131,0.0821256,7.21E-165,5.79E-07
585000,0.204814,0.335293,0.222444,0.0822655,3.57E-165,5.73E-07
585100,0.204863,0.335508,0.222652,0.0823597,1.76E-165,5.72E-07
585200,0.204741,0.335414,0.222632,0.0823613,8.69E-166,5.66E-07
585300,0.204433,0.335309,0.222764,0.0824691,4.26E-166,5.48E-07
585400,0.204272,0.335126,0.222676,0.0824431,2.04E-166,5.44E-07
585500,0.203798,0.334475,0.222303,0.0823211,9.98E-167,5.39E-07
585600,0.203799,0.334518,0.222343,0.0823361,4.91E-167,5.44E-07
585700,0.204466,0.335505,0.222915,0.082514,2.54E-167,5.57E-07
585800,0.204197,0.335192,0.222764,0.0824729,1.23E-167,5.47E-07
585900,0.204124,0.335149,0.222756,0.08247,6.07E-168,5.33E-07
586000,0.203988,0.334999,0.222672,0.0824366,2.99E-168,5.23E-07
586100,0.20424,0.33561,0.22318,0.0826553,1.43E-168,5.16E-07
586200,0.204738,0.336432,0.223719,0.0828497,6.77E-169,5.17E-07
586300,0.204146,0.335622,0.223267,0.082709,3.28E-169,5.21E-07
586400,0.204262,0.336043,0.223662,0.0828873,1.62E-169,5.19E-07
586500,0.204154,0.335715,0.223332,0.0827222,8.17E-170,5.24E-07
586600,0.203622,0.334851,0.222723,0.0824732,4.27E-170,5.22E-07
586700,0.204201,0.335962,0.223524,0.0827822,2.18E-170,5.17E-07
586800,0.203878,0.335544,0.223298,0.0827126,1.18E-170,5.18E-07
586900,0.203871,0.335775,0.223572,0.0828481,6.42E-171,5.11E-07
587000,0.203701,0.335372,0.223207,0.0826737,3.37E-171,5.05E-07
587100,0.203137,0.334428,0.222557,0.0824225,1.76E-171,4.96E-07
587200,0.203566,0.33488,0.222659,0.0823783,9.95E-172,5.03E-07
587300,0.204413,0.336435,0.223763,0.0828035,5.14E-172,4.96E-07
587400,0.204222,0.335976,0.223345,0.0826034,2.64E-172,4.94E-07
587500,0.203678,0.335006,0.222616,0.0822952,1.32E-172,4.79E-07
587600,0.203408,0.33475,0.222517,0.0822717,6.82E-173,4.59E-07
587700,0.203488,0.334696,0.222335,0.0821448,3.55E-173,4.52E-07
587800,0.20338,0.334835,0.222587,0.0822837,1.76E-173,4.37E-07
587900,0.203003,0.3345,0.222488,0.0822769,8.74E-174,4.22E-07
588000,0.202657,0.334196,0.22239,0.0822614,4.30E-174,4.07E-07
588100,0.203226,0.335361,0.223255,0.0826006,2.14E-174,3.97E-07
588200,0.203379,0.335539,0.223295,0.0825798,1.07E-174,3.94E-07
588300,0.2031,0.335271,0.223162,0.0825271,5.50E-175,3.92E-07
588400,0.202807,0.33497,0.223042,0.0825018,2.72E-175,3.83E-07
588500,0.202071,0.333935,0.222445,0.0823074,1.42E-175,3.78E-07
588600,0.202962,0.335201,0.223134,0.0825016,7.39E-176,3.82E-07
588700,0.202805,0.335041,0.223071,0.0824877,3.65E-176,3.78E-07
588800,0.202851,0.335085,0.223063,0.082467,1.85E-176,3.78E-07
588900,0.203006,0.335453,0.22336,0.0825907,9.34E-177,3.72E-07
589000,0.202853,0.335464,0.22349,0.0826707,4.56E-177,3.46E-07
589100,0.202118,0.334038,0.222365,0.0821809,2.28E-177,3.36E-07
589200,0.202776,0.334875,0.222736,0.0822447,1.21E-177,3.33E-07
589300,0.203209,0.335588,0.223188,0.0823979,6.26E-178,3.28E-07
589400,0.202937,0.335197,0.222926,0.0822899,3.24E-178,3.25E-07
589500,0.202767,0.334781,0.222542,0.0821034,1.64E-178,3.25E-07
589600,0.202873,0.334715,0.222318,0.081949,8.48E-179,3.24E-07
589700,0.204092,0.336671,0.223556,0.0823766,4.23E-179,3.25E-07
589800,0.20361,0.335841,0.222975,0.0821495,2.07E-179,3.22E-07
589900,0.204024,0.336332,0.223167,0.0821695,1.02E-179,3.26E-07
590000,0.204139,0.3366,0.223351,0.0822282,5.24E-180,3.24E-07
590100,0.204033,0.336458,0.223253,0.0821843,2.65E-180,3.26E-07
590200,0.203886,0.335853,0.222591,0.0818411,1.39E-180,3.33E-07
590300,0.203961,0.335811,0.222409,0.0817063,7.37E-181,3.39E-07
590400,0.204127,0.336275,0.222789,0.0818591,3.94E-181,3.33E-07
590500,0.204325,0.336478,0.22281,0.0818179,2.03E-181,3.32E-07
590600,0.204039,0.336126,0.222617,0.0817513,1.04E-181,3.31E-07
590700,0.20452,0.336896,0.223094,0.0819108,5.15E-182,3.34E-07
590800,0.20512,0.337584,0.223345,0.0819258,2.62E-182,3.40E-07
590900,0.204457,0.336632,0.222772,0.0817277,1.35E-182,3.40E-07
591000,0.204376,0.336419,0.222544,0.0816034,6.73E-183,3.44E-07
591100,0.204647,0.336819,0.222762,0.0816624,3.22E-183,3.43E-07
591200,0.203977,0.335756,0.222027,0.081368,1.59E-183,3.29E-07
591300,0.204676,0.336651,0.222418,0.0814325,8.34E-184,3.32E-07
591400,0.204751,0.336645,0.222318,0.0813582,4.20E-184,3.36E-07
591500,0.204327,0.336006,0.221901,0.0812003,2.15E-184,3.33E-07
591600,0.204195,0.33588,0.221846,0.0811821,1.06E-184,3.27E-07
591700,0.204582,0.33652,0.222225,0.081294,5.11E-185,3.16E-07
591800,0.204361,0.336166,0.221969,0.0811851,2.54E-185,3.14E-07
591900,0.205304,0.336984,0.22202,0.0810252,1.30E-185,3.26E-07
592000,0.205081,0.336586,0.221722,0.0808997,6.32E-186,3.29E-07
592100,0.205562,0.337366,0.222219,0.0810726,3.14E-186,3.30E-07
592200,0.205657,0.337532,0.222309,0.0810905,1.52E-186,3.31E-07
592300,0.205907,0.337999,0.222628,0.0812037,7.37E-187,3.31E-07
592400,0.205712,0.33755,0.222238,0.0810249,3.68E-187,3.34E-07
592500,0.205875,0.338053,0.222673,0.0812089,1.75E-187,3.30E-07
592600,0.20516,0.337264,0.222347,0.0811453,8.66E-188,3.24E-07
592700,0.205278,0.33731,0.222252,0.0810595,4.43E-188,3.29E-07
592800,0.205248,0.337326,0.222282,0.0810716,2.22E-188,3.27E-07
592900,0.205641,0.337896,0.222589,0.0811548,1.10E-188,3.25E-07
593000,0.205874,0.338246,0.222772,0.0811983,5.33E-189,3.21E-07
593100,0.205414,0.337763,0.222583,0.0811645,2.63E-189,3.13E-07
593200,0.204975,0.33712,0.22218,0.0810182,1.34E-189,3.10E-07
593300,0.204501,0.33659,0.221956,0.0809721,6.61E-190,3.08E-07
593400,0.204948,0.337487,0.222595,0.0812084,3.42E-190,3.09E-07
593500,0.204644,0.336898,0.222141,0.0810182,1.72E-190,3.13E-07
593600,0.204727,0.337148,0.222351,0.0811038,8.80E-191,3.19E-07
593700,0.205499,0.338038,0.222664,0.0811158,4.42E-191,3.23E-07
593800,0.205584,0.338168,0.222727,0.0811265,2.10E-191,3.25E-07
593900,0.205756,0.338412,0.222848,0.081153,1.02E-191,3.29E-07
594000,0.204858,0.337038,0.221984,0.0808467,4.80E-192,3.27E-07
594100,0.205317,0.337877,0.222551,0.0810485,2.38E-192,3.31E-07
594200,0.20565,0.338323,0.222761,0.0810907,1.20E-192,3.38E-07
594300,0.205098,0.337721,0.222522,0.0810495,6.05E-193,3.38E-07
594400,0.20514,0.338163,0.223005,0.0812808,2.95E-193,3.33E-07
594500,0.205057,0.338104,0.222989,0.0812768,1.50E-193,3.36E-07
594600,0.20512,0.338351,0.223218,0.0813778,7.39E-194,3.37E-07
594700,0.204758,0.33803,0.223133,0.0813775,3.54E-194,3.28E-07
594800,0.204204,0.337285,0.222712,0.0812391,1.66E-194,3.17E-07
594900,0.204265,0.337598,0.22302,0.0813784,8.13E-195,3.11E-07
595000,0.203926,0.337233,0.222857,0.0813355,3.93E-195,3.04E-07
595100,0.204301,0.337888,0.223287,0.0814855,1.93E-195,3.02E-07
595200,0.204851,0.338684,0.223722,0.081607,9.37E-196,3.02E-07
595300,0.205107,0.339069,0.223939,0.0816694,4.46E-196,3.01E-07
595400,0.204948,0.338775,0.223703,0.0815635,2.22E-196,3.04E-07
595500,0.20481,0.338737,0.223755,0.0815991,1.11E-196,3.01E-07
595600,0.204633,0.338579,0.223707,0.0815938,5.46E-197,3.02E-07
595700,0.204514,0.33843,0.223615,0.0815561,2.62E-197,3.03E-07
595800,0.202664,0.33546,0.22168,0.0808515,1.38E-197,3.02E-07
595900,0.20329,0.336677,0.22255,0.0811801,7.29E-198,3.02E-07
596000,0.203718,0.337481,0.223121,0.0813975,3.65E-198,2.99E-07
596100,0.203927,0.337859,0.223367,0.0814797,1.81E-198,2.98E-07
596200,0.203452,0.337182,0.222953,0.0813308,8.69E-199,2.86E-07
596300,0.203412,0.337244,0.223049,0.0813784,4.18E-199,2.79E-07
596400,0.202507,0.336138,0.222507,0.0812328,2.01E-199,2.69E-07
596500,0.203473,0.337767,0.223571,0.0816083,9.99E-200,2.68E-07
596600,0.203936,0.338498,0.224006,0.0817439,4.77E-200,2.66E-07
596700,0.204225,0.338789,0.224058,0.0817078,2.29E-200,2.69E-07
596800,0.204146,0.338565,0.223825,0.0815864,1.10E-200,2.67E-07
596900,0.203902,0.338271,0.223679,0.081545,5.23E-201,2.66E-07
597000,0.204483,0.339203,0.224257,0.0817371,2.50E-201,2.66E-07
597100,0.204766,0.339612,0.224473,0.0817929,1.16E-201,2.65E-07
597200,0.204533,0.339227,0.224205,0.0816869,5.52E-202,2.61E-07
597300,0.20426,0.338545,0.223597,0.0814078,2.58E-202,2.56E-07
597400,0.204589,0.339113,0.223954,0.0815236,1.24E-202,2.55E-07
597500,0.20414,0.338643,0.223751,0.0814711,6.15E-203,2.50E-07
597600,0.203894,0.338247,0.223456,0.0813425,3.18E-203,2.50E-07
597700,0.203782,0.338082,0.223334,0.0812874,1.56E-203,2.50E-07
597800,0.203806,0.338111,0.223329,0.0812721,7.91E-204,2.54E-07
597900,0.203999,0.338093,0.223083,0.0810958,3.84E-204,2.58E-07
598000,0.204171,0.338459,0.223358,0.0812021,1.85E-204,2.56E-07
598100,0.204303,0.338628,0.223412,0.081195,9.37E-205,2.56E-07
598200,0.204394,0.338859,0.223595,0.0812677,4.47E-205,2.54E-07
598300,0.204133,0.338711,0.22363,0.0813142,2.24E-205,2.48E-07
598400,0.204242,0.339034,0.22389,0.0814144,1.10E-205,2.44E-07
598500,0.204254,0.339489,0.224413,0.0816694,5.22E-206,2.37E-07
598600,0.204241,0.339584,0.224494,0.0816904,2.62E-206,2.37E-07
598700,0.204162,0.339709,0.224702,0.0818002,1.27E-206,2.34E-07
598800,0.204665,0.340609,0.22531,0.0820191,6.26E-207,2.34E-07
598900,0.204479,0.340384,0.225196,0.0819843,2.97E-207,2.33E-07
599000,0.203326,0.338615,0.224089,0.0815959,1.44E-207,2.36E-07
599100,0.203425,0.339048,0.224469,0.0817488,7.22E-208,2.37E-07
599200,0.203508,0.338808,0.224035,0.0814861,3.89E-208,2.45E-07
599300,0.203517,0.338811,0.224002,0.0814538,1.93E-208,2.47E-07
599400,0.203365,0.338747,0.224042,0.081487,9.43E-209,2.47E-07
599500,0.203803,0.339676,0.224751,0.0817697,4.48E-209,2.45E-07
599600,0.203393,0.338983,0.224261,0.0815728,2.14E-209,2.45E-07
599700,0.202695,0.338036,0.223744,0.0814157,1.05E-209,2.45E-07
599800,0.202788,0.337884,0.223436,0.0812287,5.12E-210,2.50E-07
599900,0.203512,0.338863,0.223926,0.0813482,2.58E-210,2.58E-07
600000,0.203526,0.338891,0.223921,0.0813318,1.26E-210,2.59E-07
600100,0.203894,0.339529,0.224343,0.0814811,6.06E-211,2.62E-07
600200,0.202793,0.337644,0.223055,0.0809958,2.88E-211,2.64E-07
600300,0.203874,0.339293,0.224046,0.0813207,1.38E-211,2.69E-07
600400,0.203696,0.339262,0.22415,0.0813915,6.54E-212,2.64E-07
600500,0.203804,0.339288,0.224054,0.0813138,3.23E-212,2.69E-07
600600,0.203767,0.33934,0.22411,0.0813294,1.56E-212,2.73E-07
600700,0.203063,0.338595,0.223824,0.0812817,7.64E-213,2.67E-07
600800,0.203442,0.339164,0.224121,0.081352,3.64E-213,2.65E-07
600900,0.203418,0.339031,0.223936,0.08124,1.74E-213,2.64E-07
601000,0.203258,0.338872,0.223853,0.0812066,8.58E-214,2.63E-07
601100,0.20315,0.339208,0.224325,0.0814463,4.07E-214,2.56E-07
601200,0.202597,0.338723,0.224226,0.0814743,2.06E-214,2.57E-07
601300,0.202379,0.338494,0.224123,0.081443,1.04E-214,2.60E-07
601400,0.202165,0.338636,0.224472,0.0816441,4.95E-215,2.45E-07
601500,0.201752,0.338051,0.224109,0.0815099,2.39E-215,2.38E-07
601600,0.20243,0.339369,0.225061,0.0818735,1.15E-215,2.34E-07
601700,0.2024,0.339468,0.225177,0.0819225,5.77E-216,2.31E-07
601800,0.202781,0.340211,0.225713,0.0821264,2.82E-216,2.30E-07
601900,0.202644,0.339996,0.225562,0.0820631,1.35E-216,2.29E-07
602000,0.202501,0.339636,0.225235,0.0819109,6.46E-217,2.31E-07
602100,0.202391,0.33955,0.225215,0.0819103,3.06E-217,2.30E-07
602200,0.201648,0.338124,0.224159,0.0814889,1.55E-217,2.33E-07
602300,0.202192,0.338797,0.224448,0.0815385,8.36E-218,2.42E-07
602400,0.202159,0.338751,0.224406,0.081514,4.28E-218,2.46E-07
602500,0.202053,0.338659,0.224372,0.0815047,2.10E-218,2.47E-07
602600,0.202025,0.33852,0.224209,0.0814172,1.02E-218,2.51E-07
602700,0.202603,0.339349,0.224652,0.0815357,4.96E-219,2.56E-07
602800,0.202449,0.339089,0.224467,0.0814612,2.54E-219,2.61E-07
602900,0.202621,0.339282,0.224516,0.0814455,1.32E-219,2.65E-07
603000,0.202044,0.338296,0.22384,0.0811895,6.59E-220,2.68E-07
603100,0.201219,0.336839,0.222791,0.0807707,3.74E-220,2.79E-07
603200,0.201586,0.337779,0.223574,0.0810984,1.94E-220,2.83E-07
603300,0.201889,0.338281,0.223873,0.0811874,1.02E-220,2.91E-07
603400,0.202311,0.338923,0.224211,0.0812691,5.18E-221,2.93E-07
603500,0.202194,0.33881,0.224159,0.0812506,2.51E-221,2.92E-07
603600,0.201954,0.338471,0.22394,0.0811649,1.26E-221,2.90E-07
603700,0.201992,0.338625,0.224048,0.0811934,6.21E-222,2.89E-07
603800,0.20233,0.339256,0.224472,0.0813392,3.02E-222,2.91E-07
603900,0.202237,0.339271,0.224554,0.0813852,1.44E-222,2.89E-07
604000,0.202749,0.340162,0.225141,0.0815914,6.93E-223,2.86E-07
604100,0.202519,0.339759,0.22485,0.0814738,3.30E-223,2.85E-07
604200,0.202791,0.340173,0.225082,0.0815382,1.56E-223,2.86E-07
604300,0.201573,0.337959,0.223481,0.0809049,8.04E-224,2.90E-07
604400,0.202356,0.339096,0.224105,0.0810822,4.21E-224,2.96E-07
604500,0.202286,0.33893,0.223942,0.0809984,2.09E-224,2.98E-07
604600,0.202272,0.338705,0.22364,0.0808288,1.05E-224,3.04E-07
604700,0.20282,0.339569,0.22415,0.080985,5.23E-225,3.10E-07
604800,0.202871,0.339447,0.22392,0.080845,2.55E-225,3.19E-07
604900,0.202682,0.339103,0.223653,0.0807295,1.30E-225,3.27E-07
605000,0.20321,0.340081,0.224343,0.0809891,6.35E-226,3.30E-07
605100,0.203222,0.340028,0.224252,0.0809343,3.25E-226,3.36E-07
605200,0.20295,0.339525,0.223872,0.0807747,1.71E-226,3.38E-07
605300,0.203097,0.339794,0.224034,0.0808214,8.25E-227,3.30E-07
605400,0.203574,0.340578,0.2245,0.0809615,4.03E-227,3.26E-07
605500,0.203396,0.340249,0.224236,0.0808442,1.94E-227,3.22E-07
605600,0.203375,0.340283,0.224273,0.0808556,9.88E-228,3.18E-07
605700,0.203339,0.340285,0.224292,0.0808636,4.82E-228,3.15E-07
605800,0.20307,0.3398,0.223939,0.0807215,2.39E-228,3.17E-07
605900,0.203046,0.339768,0.223903,0.0806989,1.21E-228,3.21E-07
606000,0.203255,0.339986,0.223929,0.0806605,5.92E-229,3.17E-07
606100,0.203281,0.340089,0.223996,0.0806764,2.78E-229,3.08E-07
606200,0.202827,0.339286,0.223399,0.0804274,1.42E-229,3.04E-07
606300,0.202158,0.338468,0.222996,0.0803166,7.10E-230,2.94E-07
606400,0.202701,0.339592,0.223805,0.0806158,3.57E-230,2.90E-07
606500,0.202446,0.339299,0.223654,0.0805663,1.74E-230,2.87E-07
606600,0.202737,0.339723,0.223851,0.0805973,8.65E-231,2.88E-07
606700,0.203045,0.340278,0.224206,0.080713,4.24E-231,2.88E-07
606800,0.203201,0.340308,0.224061,0.0805986,2.06E-231,2.91E-07
606900,0.20258,0.339023,0.223031,0.0801579,1.06E-231,3.00E-07
607000,0.202281,0.338794,0.223,0.0801739,5.34E-232,3.02E-07
607100,0.202102,0.338729,0.223055,0.0802148,2.75E-232,3.03E-07
607200,0.201962,0.338694,0.223106,0.0802456,1.39E-232,3.01E-07
607300,0.202415,0.339709,0.223882,0.0805488,6.91E-233,2.99E-07
607400,0.201961,0.339103,0.223519,0.0804148,3.49E-233,3.02E-07
607500,0.201937,0.339053,0.223459,0.0803783,1.74E-233,3.03E-07
607600,0.203106,0.341053,0.224763,0.0808341,8.15E-234,3.01E-07
607700,0.203128,0.34117,0.224865,0.0808728,3.84E-234,2.99E-07
607800,0.203159,0.340864,0.224426,0.0806311,1.82E-234,3.06E-07
607900,0.202835,0.340335,0.224053,0.0804799,8.85E-235,3.07E-07
608000,0.20276,0.340202,0.223939,0.0804242,4.23E-235,3.07E-07
608100,0.202746,0.340099,0.223808,0.0803525,2.07E-235,3.11E-07
608200,0.202791,0.339984,0.223601,0.0802292,1.00E-235,3.15E-07
608300,0.203018,0.340282,0.223727,0.0802459,4.84E-236,3.18E-07
608400,0.203291,0.340361,0.223528,0.0800844,2.45E-236,3.27E-07
608500,0.203048,0.339863,0.223123,0.0799082,1.17E-236,3.25E-07
608600,0.202971,0.339555,0.222775,0.0797261,6.04E-237,3.33E-07
608700,0.203613,0.340491,0.223287,0.0798708,3.10E-237,3.41E-07
608800,0.203448,0.340184,0.223048,0.0797669,1.50E-237,3.46E-07
608900,0.203473,0.340331,0.22319,0.0798284,7.34E-238,3.49E-07
609000,0.203313,0.340203,0.223161,0.0798284,3.64E-238,3.47E-07
609100,0.203319,0.339934,0.2228,0.0796345,1.81E-238,3.49E-07
609200,0.202482,0.338498,0.221817,0.0792637,9.84E-239,3.50E-07
609300,0.202252,0.338102,0.221518,0.0791353,5.09E-239,3.46E-07
609400,0.202059,0.338303,0.221909,0.0793478,2.53E-239,3.29E-07
609500,0.202094,0.338686,0.222316,0.0795348,1.25E-239,3.18E-07
609600,0.202329,0.339284,0.222805,0.0797355,6.26E-240,3.09E-07
609700,0.202317,0.339418,0.222968,0.0798144,3.13E-240,3.02E-07
609800,0.201808,0.33836,0.22213,0.0794612,1.70E-240,3.04E-07
609900,0.202494,0.339565,0.222931,0.0797458,9.20E-241,3.06E-07
610000,0.202614,0.339643,0.222881,0.0796872,4.73E-241,3.07E-07
610100,0.20167,0.338411,0.222242,0.0795045,2.57E-241,3.00E-07
610200,0.201777,0.338709,0.222466,0.079584,1.40E-241,2.98E-07
610300,0.200902,0.337219,0.221442,0.0791944,7.60E-242,2.95E-07
610400,0.201656,0.338291,0.221989,0.0793288,4.02E-242,2.94E-07
610500,0.201387,0.337668,0.221448,0.0790842,2.17E-242,2.97E-07
610600,0.201396,0.337476,0.221162,0.0789187,1.17E-242,3.01E-07
610700,0.202448,0.339074,0.222077,0.0791937,6.07E-243,3.03E-07
610800,0.202415,0.338801,0.221738,0.0790121,3.02E-243,3.02E-07
610900,0.202778,0.339194,0.221834,0.0789846,1.52E-243,3.03E-07
611000,0.202865,0.339334,0.221881,0.0789764,7.63E-244,3.01E-07
611100,0.20302,0.339482,0.221886,0.0789403,4.03E-244,3.05E-07
611200,0.202786,0.339177,0.221706,0.0788745,2.05E-244,3.04E-07
611300,0.202956,0.339561,0.221991,0.0789793,1.04E-244,3.05E-07
611400,0.20317,0.339805,0.222052,0.0789605,5.32E-245,3.04E-07
611500,0.203445,0.340287,0.222364,0.079066,2.63E-245,3.04E-07
611600,0.203429,0.340278,0.222348,0.0790507,1.35E-245,3.06E-07
611700,0.20316,0.340002,0.222238,0.0790263,7.00E-246,3.00E-07
611800,0.203578,0.340753,0.222722,0.0791874,3.65E-246,2.97E-07
611900,0.203304,0.340158,0.222221,0.0789642,1.88E-246,2.97E-07
