name,stra.14151,stra.14152,stra.14153,stra.14154,stra.13321,stra.14642
111400,0.125554,0.131087,0.105974,0.0738266,2.8E-322,3.07E-04
111500,0.125715,0.131261,0.106104,0.0739017,2.8E-322,3.16E-04
111600,0.125989,0.131507,0.106256,0.073969,2.8E-322,3.27E-04
111700,0.125907,0.131485,0.106272,0.0739945,2.8E-322,3.32E-04
111800,0.126632,0.132065,0.106596,0.0741206,2.8E-322,3.41E-04
111900,0.126452,0.132061,0.106705,0.0742568,2.8E-322,3.31E-04
112000,0.126586,0.13228,0.106913,0.0744078,2.8E-322,3.29E-04
112100,0.126175,0.131914,0.106647,0.0742328,2.8E-322,3.27E-04
112200,0.126113,0.131924,0.106697,0.0742878,2.8E-322,3.32E-04
112300,0.126253,0.131975,0.106654,0.0741958,2.8E-322,3.38E-04
112400,0.126441,0.132134,0.10674,0.0742214,2.8E-322,3.43E-04
112500,0.126186,0.131884,0.106538,0.0740745,2.8E-322,3.44E-04
112600,0.126062,0.131748,0.106414,0.0739741,2.8E-322,3.51E-04
112700,0.126296,0.131981,0.106582,0.0740724,2.8E-322,3.59E-04
112800,0.126638,0.132385,0.106926,0.0743141,2.8E-322,3.60E-04
112900,0.126714,0.132473,0.106983,0.0743347,2.8E-322,3.60E-04
113000,0.126501,0.132357,0.106951,0.0743436,2.8E-322,3.53E-04
113100,0.126749,0.132715,0.107297,0.0746136,2.8E-322,3.51E-04
113200,0.126492,0.132408,0.107004,0.0743716,2.8E-322,3.55E-04
113300,0.12682,0.13268,0.107151,0.0744163,2.8E-322,3.64E-04
113400,0.127134,0.132988,0.107361,0.0745236,2.8E-322,3.72E-04
113500,0.127352,0.133247,0.107575,0.0746668,2.8E-322,3.74E-04
113600,0.127467,0.133402,0.107711,0.0747602,2.8E-322,3.74E-04
113700,0.127451,0.133444,0.107778,0.0748216,2.8E-322,3.76E-04
113800,0.127595,0.133602,0.107901,0.0749002,2.8E-322,3.81E-04
113900,0.127492,0.133502,0.107817,0.0748349,2.8E-322,3.83E-04
114000,0.127399,0.133342,0.107633,0.0746675,2.8E-322,3.81E-04
114100,0.127641,0.133678,0.107946,0.0749036,2.8E-322,3.76E-04
114200,0.12739,0.133377,0.107659,0.0746673,2.8E-322,3.81E-04
114300,0.127832,0.133897,0.108111,0.0749966,2.8E-322,3.80E-04
114400,0.127944,0.13411,0.108344,0.0751933,2.8E-322,3.75E-04
114500,0.127681,0.133896,0.108209,0.0751186,2.8E-322,3.76E-04
114600,0.127863,0.134065,0.108317,0.0751697,2.8E-322,3.81E-04
114700,0.128284,0.134515,0.108676,0.0754095,2.8E-322,3.84E-04
114800,0.128286,0.134535,0.108693,0.0754148,2.8E-322,3.86E-04
114900,0.128291,0.134635,0.108829,0.0755388,2.8E-322,3.85E-04
115000,0.128341,0.134616,0.108734,0.0754073,2.8E-322,3.84E-04
115100,0.128426,0.13466,0.108716,0.0753518,2.8E-322,3.84E-04
115200,0.128377,0.134681,0.108775,0.0754125,2.8E-322,3.80E-04
115300,0.128183,0.134482,0.108603,0.0752783,2.8E-322,3.83E-04
115400,0.127967,0.134136,0.108222,0.0749431,2.8E-322,3.89E-04
115500,0.128333,0.134575,0.108599,0.0752082,2.8E-322,3.96E-04
115600,0.12804,0.134374,0.108508,0.0751871,2.8E-322,3.98E-04
115700,0.128391,0.134909,0.109049,0.0756248,2.8E-322,3.95E-04
115800,0.128282,0.134933,0.109155,0.0757461,2.8E-322,3.89E-04
115900,0.128479,0.135137,0.109309,0.0758412,2.8E-322,3.87E-04
116000,0.128418,0.135061,0.10923,0.0757713,2.8E-322,3.90E-04
116100,0.128299,0.135037,0.109273,0.0758347,2.8E-322,3.88E-04
116200,0.12794,0.134673,0.108976,0.0756198,2.8E-322,3.85E-04
116300,0.127786,0.134488,0.108792,0.0754621,2.8E-322,3.71E-04
116400,0.12831,0.135057,0.109244,0.0757599,2.8E-322,3.57E-04
116500,0.128125,0.134799,0.108974,0.0755243,2.8E-322,3.47E-04
116600,0.128319,0.135036,0.109169,0.0756524,2.8E-322,3.34E-04
116700,0.128333,0.135055,0.109168,0.0756315,2.8E-322,3.23E-04
116800,0.128126,0.134926,0.109115,0.0756205,2.8E-322,3.13E-04
116900,0.128343,0.135199,0.10935,0.0757834,2.8E-322,3.08E-04
117000,0.128504,0.135323,0.109402,0.0757804,2.8E-322,3.04E-04
117100,0.128604,0.135448,0.1095,0.0758373,2.8E-322,3.00E-04
117200,0.128599,0.135606,0.109722,0.0760395,2.8E-322,2.85E-04
117300,0.128542,0.135589,0.109727,0.0760479,2.8E-322,2.80E-04
117400,0.128732,0.135819,0.109926,0.0761892,2.8E-322,2.78E-04
117500,0.128579,0.135818,0.110021,0.0763075,2.8E-322,2.68E-04
117600,0.128186,0.135584,0.109939,0.0763058,2.8E-322,2.58E-04
117700,0.128369,0.135866,0.110215,0.0765186,2.8E-322,2.53E-04
117800,0.128461,0.135998,0.110322,0.0765805,2.8E-322,2.49E-04
117900,0.128698,0.136162,0.110372,0.0765507,2.8E-322,2.50E-04
118000,0.128947,0.136303,0.110381,0.076483,2.8E-322,2.52E-04
118100,0.128599,0.135865,0.109959,0.076138,2.8E-322,2.55E-04
118200,0.129092,0.136372,0.110337,0.0763692,2.8E-322,2.56E-04
118300,0.129117,0.136397,0.110339,0.0763517,2.8E-322,2.57E-04
118400,0.129082,0.136335,0.110258,0.0762683,2.8E-322,2.58E-04
118500,0.12866,0.135943,0.109964,0.0760707,2.8E-322,2.58E-04
118600,0.129387,0.136737,0.110614,0.0765186,2.8E-322,2.63E-04
118700,0.129313,0.136698,0.110591,0.0764977,2.8E-322,2.60E-04
118800,0.12918,0.136523,0.110393,0.0763084,2.8E-322,2.59E-04
118900,0.129427,0.136778,0.110572,0.0764037,2.8E-322,2.58E-04
119000,0.129289,0.136634,0.110446,0.0763046,2.8E-322,2.60E-04
119100,0.129557,0.136881,0.110608,0.0763871,2.8E-322,2.64E-04
119200,0.129814,0.137204,0.110896,0.0765986,2.8E-322,2.63E-04
119300,0.129504,0.13689,0.110639,0.0764122,2.8E-322,2.66E-04
119400,0.129698,0.137135,0.110846,0.0765496,2.8E-322,2.66E-04
119500,0.129783,0.13712,0.110729,0.0763871,2.8E-322,2.71E-04
119600,0.129732,0.137125,0.110754,0.0764068,2.8E-322,2.71E-04
119700,0.129643,0.137119,0.11079,0.0764459,2.8E-322,2.67E-04
119800,0.129612,0.137168,0.110862,0.0765013,2.8E-322,2.63E-04
119900,0.12957,0.137131,0.110819,0.0764539,2.8E-322,2.62E-04
120000,0.130147,0.137506,0.110928,0.0763955,2.8E-322,2.64E-04
120100,0.130602,0.137953,0.111237,0.076562,2.8E-322,2.64E-04
120200,0.130416,0.137836,0.111173,0.0765235,2.8E-322,2.60E-04
120300,0.130544,0.137952,0.111231,0.0765298,2.8E-322,2.61E-04
120400,0.130376,0.137749,0.111032,0.0763617,2.8E-322,2.64E-04
120500,0.13069,0.138193,0.11146,0.0766937,2.8E-322,2.64E-04
120600,0.130668,0.138246,0.111549,0.076779,2.8E-322,2.63E-04
120700,0.130896,0.138597,0.111898,0.0770549,2.8E-322,2.56E-04
120800,0.131154,0.138926,0.112192,0.0772691,2.8E-322,2.52E-04
120900,0.13097,0.138724,0.112009,0.0771229,2.8E-322,2.51E-04
121000,0.131725,0.139366,0.112394,0.0772936,2.8E-322,2.59E-04
121100,0.13156,0.13923,0.112303,0.0772376,2.8E-322,2.58E-04
121200,0.131256,0.13886,0.111953,0.0769576,2.8E-322,2.64E-04
121300,0.131916,0.13954,0.112466,0.0772776,2.8E-322,2.69E-04
121400,0.131963,0.139644,0.112574,0.0773592,2.8E-322,2.68E-04
121500,0.132169,0.139757,0.112574,0.0772941,2.8E-322,2.72E-04
121600,0.132081,0.139671,0.112495,0.0772267,2.8E-322,2.73E-04
121700,0.132143,0.139695,0.112466,0.0771654,2.8E-322,2.74E-04
121800,0.132383,0.139875,0.112538,0.0771618,2.8E-322,2.80E-04
121900,0.132495,0.139935,0.112531,0.0771135,2.8E-322,2.88E-04
122000,0.132308,0.139765,0.112398,0.0770185,2.8E-322,2.87E-04
122100,0.132036,0.139543,0.112259,0.0769433,2.8E-322,2.85E-04
122200,0.132102,0.139567,0.112227,0.0768805,2.8E-322,2.92E-04
122300,0.131999,0.139461,0.112131,0.076802,2.8E-322,2.96E-04
122400,0.132463,0.139919,0.112457,0.0769875,2.8E-322,3.00E-04
122500,0.132425,0.139884,0.112422,0.0769544,2.8E-322,2.99E-04
122600,0.132807,0.140324,0.112777,0.0771856,2.8E-322,2.95E-04
122700,0.132613,0.140234,0.112762,0.0772001,2.8E-322,2.87E-04
122800,0.132696,0.14048,0.11305,0.0774433,2.8E-322,2.82E-04
122900,0.132522,0.140405,0.113058,0.0774863,2.8E-322,2.80E-04
123000,0.132572,0.140567,0.113258,0.0776609,2.8E-322,2.80E-04
123100,0.132097,0.140159,0.112984,0.0775002,2.8E-322,2.76E-04
123200,0.131991,0.13999,0.112796,0.0773328,2.8E-322,2.79E-04
123300,0.132163,0.140172,0.112922,0.0773979,2.8E-322,2.79E-04
123400,0.131911,0.139901,0.112688,0.0772191,2.8E-322,2.76E-04
123500,0.132005,0.139994,0.11273,0.077214,2.8E-322,2.75E-04
123600,0.132498,0.140528,0.113149,0.0774823,2.8E-322,2.74E-04
123700,0.132848,0.140897,0.11343,0.0776589,2.8E-322,2.71E-04
123800,0.132523,0.140634,0.113258,0.0775551,2.8E-322,2.70E-04
123900,0.132502,0.140713,0.113379,0.0776648,2.8E-322,2.71E-04
124000,0.132457,0.140665,0.113324,0.0776086,2.8E-322,2.73E-04
124100,0.132239,0.140335,0.112967,0.0772967,2.8E-322,2.82E-04
124200,0.132971,0.14084,0.11315,0.0772659,2.8E-322,2.97E-04
124300,0.132939,0.140708,0.11296,0.0770789,2.8E-322,3.07E-04
124400,0.133046,0.140793,0.112998,0.0770796,2.8E-322,3.14E-04
124500,0.133144,0.140915,0.113094,0.077137,2.8E-322,3.17E-04
124600,0.13312,0.140847,0.112995,0.0770338,2.8E-322,3.22E-04
124700,0.133318,0.141055,0.113149,0.0771237,2.8E-322,3.26E-04
124800,0.133231,0.141106,0.113279,0.0772614,2.8E-322,3.18E-04
124900,0.133334,0.141402,0.113632,0.0775638,2.8E-322,3.01E-04
125000,0.133317,0.141462,0.113718,0.0776388,2.8E-322,2.91E-04
125100,0.133622,0.141613,0.113701,0.0775353,2.8E-322,2.93E-04
125200,0.133248,0.141073,0.113137,0.0770544,2.8E-322,2.92E-04
125300,0.133619,0.141561,0.113562,0.0773475,2.8E-322,2.91E-04
125400,0.133816,0.141849,0.113822,0.0775288,2.8E-322,2.89E-04
125500,0.133808,0.14193,0.113933,0.0776243,2.8E-322,2.84E-04
125600,0.133604,0.141793,0.113861,0.0775885,2.8E-322,2.83E-04
125700,0.13364,0.141943,0.114043,0.0777409,2.8E-322,2.82E-04
125800,0.133718,0.141919,0.113928,0.0775935,2.8E-322,2.87E-04
125900,0.134193,0.142352,0.11421,0.0777389,2.8E-322,2.90E-04
126000,0.133595,0.141804,0.11382,0.0774962,2.8E-322,2.70E-04
126100,0.134328,0.142565,0.114394,0.0778519,2.8E-322,2.55E-04
126200,0.134312,0.142548,0.114367,0.077821,2.8E-322,2.45E-04
126300,0.134555,0.142655,0.114329,0.0777097,2.8E-322,2.46E-04
126400,0.134707,0.142782,0.114384,0.077709,2.8E-322,2.41E-04
126500,0.134421,0.142621,0.114343,0.0777279,2.8E-322,2.37E-04
126600,0.134646,0.142927,0.114619,0.0779249,2.8E-322,2.41E-04
126700,0.134982,0.143212,0.114776,0.077977,2.8E-322,2.45E-04
126800,0.13545,0.143672,0.115099,0.0781587,2.8E-322,2.46E-04
126900,0.135413,0.143682,0.115121,0.0781719,2.8E-322,2.40E-04
127000,0.134963,0.143253,0.114792,0.077947,2.8E-322,2.37E-04
127100,0.135051,0.14337,0.114887,0.0780036,2.8E-322,2.36E-04
127200,0.135054,0.143383,0.114888,0.0779903,2.8E-322,2.37E-04
127300,0.135301,0.143652,0.115087,0.0781046,2.8E-322,2.39E-04
127400,0.135203,0.143614,0.115093,0.078126,2.8E-322,2.39E-04
127500,0.135345,0.143796,0.115249,0.0782311,2.8E-322,2.38E-04
127600,0.135467,0.144013,0.115468,0.0784002,2.8E-322,2.32E-04
127700,0.135038,0.143542,0.115063,0.0780996,2.8E-322,2.34E-04
127800,0.135779,0.144338,0.115696,0.0785212,2.8E-322,2.34E-04
127900,0.135572,0.144213,0.115653,0.0785217,2.8E-322,2.33E-04
128000,0.135174,0.143745,0.115232,0.0781996,2.8E-322,2.37E-04
128100,0.135543,0.144035,0.115375,0.0782326,2.8E-322,2.46E-04
128200,0.13564,0.144129,0.115423,0.078239,2.8E-322,2.50E-04
128300,0.135578,0.14414,0.115474,0.0782922,2.8E-322,2.51E-04
128400,0.13566,0.14433,0.115686,0.0784657,2.8E-322,2.49E-04
128500,0.135941,0.144669,0.115977,0.0786713,2.8E-322,2.49E-04
128600,0.13517,0.143875,0.115343,0.0782349,2.8E-322,2.43E-04
128700,0.134967,0.143702,0.115216,0.0781467,2.8E-322,2.34E-04
128800,0.135734,0.144498,0.11582,0.0785249,2.8E-322,2.30E-04
128900,0.136019,0.14477,0.116002,0.0786192,2.8E-322,2.26E-04
129000,0.135789,0.144571,0.115855,0.0785175,2.8E-322,2.24E-04
129100,0.135618,0.144346,0.11562,0.0783109,2.8E-322,2.22E-04
129200,0.135975,0.144709,0.115871,0.0784452,2.8E-322,2.19E-04
129300,0.136222,0.145093,0.116248,0.0787355,2.8E-322,2.12E-04
129400,0.136422,0.145253,0.116322,0.0787428,2.8E-322,2.14E-04
129500,0.136378,0.145281,0.116381,0.0787972,2.8E-322,2.08E-04
129600,0.136326,0.145285,0.11641,0.0788247,2.8E-322,2.05E-04
129700,0.136437,0.145282,0.116305,0.0786811,2.8E-322,2.07E-04
129800,0.136557,0.145375,0.116332,0.0786603,2.8E-322,2.05E-04
129900,0.136647,0.145478,0.116404,0.0786945,2.8E-322,2.02E-04
130000,0.136496,0.145365,0.116323,0.0786345,2.8E-322,1.98E-04
130100,0.136545,0.145426,0.116354,0.0786328,2.8E-322,1.98E-04
130200,0.136549,0.145544,0.116517,0.0787796,2.8E-322,1.93E-04
130300,0.136706,0.145797,0.116768,0.0789724,2.8E-322,1.90E-04
130400,0.136437,0.145495,0.116496,0.0787584,2.8E-322,1.90E-04
130500,0.136489,0.145575,0.116564,0.0788,2.8E-322,1.92E-04
130600,0.136467,0.145741,0.116807,0.07902,2.8E-322,1.84E-04
130700,0.136081,0.145518,0.116745,0.0790409,2.8E-322,1.79E-04
130800,0.136085,0.145552,0.11678,0.0790603,2.8E-322,1.79E-04
130900,0.136277,0.145649,0.116755,0.0789674,2.8E-322,1.81E-04
131000,0.136491,0.145941,0.117016,0.0791531,2.8E-322,1.79E-04
131100,0.136335,0.145759,0.11684,0.0790056,2.8E-322,1.82E-04
131200,0.13642,0.14599,0.117115,0.07924,2.8E-322,1.84E-04
131300,0.136158,0.145691,0.116841,0.079023,2.8E-322,1.85E-04
131400,0.136617,0.146164,0.117191,0.0792329,2.8E-322,1.86E-04
131500,0.13687,0.146359,0.117278,0.0792418,2.8E-322,1.90E-04
131600,0.136682,0.146158,0.117105,0.0791115,2.8E-322,1.91E-04
131700,0.136763,0.146211,0.117107,0.079081,2.8E-322,1.91E-04
131800,0.137268,0.146678,0.11741,0.0792325,2.8E-322,1.90E-04
131900,0.137067,0.146523,0.117315,0.0791807,2.8E-322,1.85E-04
132000,0.137168,0.146666,0.117444,0.0792718,2.8E-322,1.81E-04
132100,0.137005,0.14659,0.117442,0.0793018,2.8E-322,1.80E-04
132200,0.13667,0.146294,0.11724,0.0791812,2.8E-322,1.80E-04
132300,0.136959,0.146613,0.117473,0.0793105,2.8E-322,1.76E-04
132400,0.137622,0.147314,0.11801,0.0796482,2.8E-322,1.76E-04
132500,0.137995,0.14771,0.118316,0.0798436,2.8E-322,1.76E-04
132600,0.137709,0.147458,0.118141,0.0797356,2.8E-322,1.76E-04
132700,0.137702,0.147504,0.118195,0.0797733,2.8E-322,1.71E-04
132800,0.137532,0.147275,0.11796,0.0795747,2.8E-322,1.72E-04
132900,0.137973,0.147765,0.118354,0.0798352,2.8E-322,1.73E-04
133000,0.138305,0.148145,0.118664,0.0800412,2.8E-322,1.74E-04
133100,0.138215,0.14806,0.118578,0.0799604,2.8E-322,1.71E-04
133200,0.137897,0.147669,0.118206,0.0796635,2.8E-322,1.71E-04
133300,0.138002,0.147792,0.118296,0.0797101,2.8E-322,1.70E-04
133400,0.138304,0.147907,0.118224,0.0795541,2.77E-322,1.74E-04
133500,0.138142,0.14772,0.118051,0.079416,2.7E-322,1.74E-04
133600,0.137718,0.147285,0.117699,0.079167,2.7E-322,1.72E-04
133700,0.138074,0.147721,0.118069,0.0794211,2.7E-322,1.72E-04
133800,0.138201,0.147801,0.118084,0.0793966,2.7E-322,1.76E-04
133900,0.138564,0.148223,0.118431,0.0796288,2.7E-322,1.75E-04
134000,0.138595,0.148313,0.118536,0.0797157,2.7E-322,1.73E-04
134100,0.138945,0.148803,0.119001,0.0800692,2.7E-322,1.71E-04
134200,0.138526,0.148289,0.118537,0.0797199,2.7E-322,1.72E-04
134300,0.138565,0.148362,0.118603,0.0797622,2.7E-322,1.72E-04
134400,0.138309,0.148242,0.118591,0.0797921,7.58E-04,1.73E-04
134500,0.13829,0.14844,0.118866,0.0800318,3.64E-04,1.72E-04
134600,0.138651,0.148906,0.119274,0.0803167,1.70E-04,1.74E-04
134700,0.138844,0.149177,0.119514,0.0804813,7.85E-05,1.76E-04
134800,0.138354,0.148749,0.119226,0.0803145,3.72E-05,1.75E-04
134900,0.138114,0.148643,0.119221,0.0803445,1.88E-05,1.71E-04
135000,0.13868,0.14927,0.119719,0.0806691,9.17E-06,1.74E-04
135100,0.138055,0.148649,0.119249,0.0803643,4.32E-06,1.74E-04
135200,0.138296,0.14901,0.119601,0.0806354,2.07E-06,1.76E-04
135300,0.138417,0.149166,0.119717,0.080691,1.01E-06,1.78E-04
135400,0.138351,0.149235,0.119854,0.0808239,5.03E-07,1.79E-04
135500,0.138449,0.149391,0.119998,0.0809233,2.45E-07,1.80E-04
135600,0.138515,0.149585,0.120232,0.0811236,1.10E-07,0.0011806
135700,0.138688,0.149741,0.120322,0.0811555,5.02E-08,0.001183385
135800,0.13857,0.149594,0.120174,0.0810291,2.31E-08,0.001166852
135900,0.138259,0.149276,0.119916,0.080845,1.06E-08,0.001156807
136000,0.138595,0.149705,0.120282,0.081092,5.26E-09,0.001158304
136100,0.138937,0.149898,0.120279,0.0809765,2.58E-09,0.001186996
136200,0.139461,0.150487,0.120747,0.0812749,1.22E-09,0.001178919
136300,0.139192,0.15026,0.120596,0.0811847,5.65E-10,0.001166573
136400,0.139133,0.150296,0.120685,0.0812764,2.51E-10,0.001140899
136500,0.139402,0.150534,0.12082,0.0813223,1.13E-10,0.001128348
136600,0.139797,0.150883,0.121027,0.0814082,5.04E-11,0.001119502
136700,0.139698,0.150753,0.120886,0.0812799,2.27E-11,0.001112468
136800,0.139371,0.150513,0.120759,0.0812284,1.05E-11,0.00109319
136900,0.139509,0.150783,0.121048,0.0814592,4.81E-12,0.00106638
137000,0.139224,0.150599,0.120975,0.0814473,2.23E-12,0.001035067
137100,0.139095,0.150537,0.120965,0.0814579,1.07E-12,9.88E-04
137200,0.139159,0.150575,0.120958,0.081422,5.09E-13,9.77E-04
137300,0.139233,0.150629,0.120955,0.0813787,2.39E-13,9.57E-04
137400,0.139316,0.150851,0.121208,0.0815834,1.12E-13,9.34E-04
137500,0.139436,0.150903,0.121172,0.0814999,5.52E-14,9.45E-04
137600,0.139556,0.151096,0.121349,0.0816231,2.68E-14,9.30E-04
137700,0.13923,0.150738,0.121049,0.0814081,1.28E-14,9.22E-04
137800,0.139637,0.151279,0.121541,0.0817686,5.94E-15,8.95E-04
137900,0.1396,0.151319,0.121618,0.081841,2.72E-15,8.78E-04
138000,0.139617,0.151454,0.121786,0.0819793,1.25E-15,8.43E-04
138100,0.139903,0.151736,0.121972,0.0820681,6.04E-16,8.32E-04
138200,0.139968,0.151893,0.12214,0.0821982,2.97E-16,8.26E-04
138300,0.139807,0.151757,0.122039,0.0821257,1.51E-16,8.36E-04
138400,0.140116,0.152103,0.122314,0.0823028,7.35E-17,8.39E-04
138500,0.140346,0.152404,0.122584,0.0824961,3.46E-17,8.41E-04
138600,0.14002,0.152115,0.122388,0.0823815,1.64E-17,8.42E-04
138700,0.140254,0.15223,0.122362,0.0822816,7.74E-18,8.57E-04
138800,0.140039,0.152011,0.122171,0.0821312,3.66E-18,8.54E-04
138900,0.140367,0.152396,0.122486,0.0823386,1.75E-18,8.39E-04
139000,0.140629,0.152737,0.122784,0.0825462,8.24E-19,8.28E-04
139100,0.140396,0.152392,0.122426,0.0822466,3.84E-19,8.22E-04
139200,0.140259,0.152223,0.122249,0.0820888,1.83E-19,8.07E-04
139300,0.140835,0.152847,0.122731,0.0823911,8.98E-20,7.90E-04
139400,0.141149,0.153279,0.123124,0.0826755,4.24E-20,7.61E-04
139500,0.140988,0.153158,0.123043,0.0826191,1.99E-20,7.40E-04
139600,0.141163,0.153333,0.123155,0.0826674,9.48E-21,7.36E-04
139700,0.140986,0.15324,0.123136,0.0826806,4.59E-21,7.34E-04
139800,0.141185,0.153448,0.123277,0.0827487,2.23E-21,7.31E-04
139900,0.140225,0.152532,0.122607,0.0823271,1.08E-21,7.20E-04
140000,0.14053,0.153065,0.123156,0.0827579,5.11E-22,7.04E-04
140100,0.140231,0.152903,0.123128,0.0827928,2.36E-22,6.63E-04
140200,0.140254,0.153045,0.12331,0.082949,1.13E-22,6.36E-04
140300,0.140122,0.152898,0.123172,0.0828364,5.82E-23,6.23E-04
140400,0.140526,0.153399,0.123602,0.0831325,2.94E-23,6.12E-04
140500,0.140103,0.152981,0.123273,0.0829061,1.54E-23,5.86E-04
140600,0.140499,0.153446,0.123654,0.0831578,7.72E-24,5.69E-04
140700,0.140911,0.154009,0.124178,0.0835478,3.72E-24,5.44E-04
140800,0.140355,0.153488,0.123814,0.0833337,1.84E-24,5.24E-04
140900,0.14035,0.153442,0.123727,0.0832348,9.71E-25,5.26E-04
141000,0.140034,0.153238,0.123651,0.0832291,5.28E-25,5.20E-04
141100,0.140238,0.153421,0.123744,0.0832461,2.87E-25,5.30E-04
141200,0.140624,0.153827,0.124047,0.083429,1.49E-25,5.36E-04
141300,0.140808,0.154075,0.124267,0.0835824,7.52E-26,5.34E-04
141400,0.141005,0.154238,0.124335,0.0835753,3.72E-26,5.34E-04
141500,0.141124,0.154406,0.124483,0.0836748,1.80E-26,5.24E-04
141600,0.14084,0.154254,0.124451,0.0836973,8.78E-27,5.11E-04
141700,0.140574,0.153978,0.124214,0.0835165,4.25E-27,5.03E-04
141800,0.14094,0.154279,0.124363,0.0835475,2.07E-27,5.05E-04
141900,0.140784,0.154229,0.124394,0.0836041,9.99E-28,4.98E-04
142000,0.140965,0.154505,0.12466,0.0838021,4.83E-28,4.93E-04
142100,0.140515,0.154044,0.124292,0.0835467,2.41E-28,4.91E-04
142200,0.140585,0.154118,0.124322,0.0835341,1.27E-28,4.90E-04
142300,0.140808,0.154465,0.124648,0.0837672,6.43E-29,4.90E-04
142400,0.141106,0.15481,0.124922,0.0839389,3.38E-29,5.02E-04
142500,0.140974,0.154663,0.124791,0.0838373,1.72E-29,5.09E-04
142600,0.141254,0.155004,0.125078,0.0840308,8.95E-30,5.16E-04
142700,0.141084,0.154782,0.124859,0.0838524,4.51E-30,5.18E-04
142800,0.141025,0.154764,0.124862,0.0838565,2.30E-30,5.15E-04
142900,0.141607,0.15524,0.125105,0.0839204,1.16E-30,5.24E-04
143000,0.141703,0.155293,0.125099,0.0838801,5.85E-31,5.32E-04
143100,0.141822,0.155398,0.125148,0.0838821,2.93E-31,5.39E-04
143200,0.141636,0.155334,0.125175,0.0839369,1.44E-31,5.37E-04
143300,0.141951,0.155603,0.125312,0.0839696,7.60E-32,5.56E-04
143400,0.142096,0.155724,0.125365,0.0839698,3.78E-32,5.69E-04
143500,0.141948,0.155555,0.125203,0.0838347,1.94E-32,5.81E-04
143600,0.142036,0.155637,0.125241,0.0838335,9.99E-33,5.92E-04
143700,0.141785,0.155443,0.125123,0.0837691,5.05E-33,5.91E-04
143800,0.141863,0.155612,0.125303,0.083908,2.52E-33,5.88E-04
143900,0.141802,0.155551,0.125246,0.0838591,1.31E-33,5.95E-04
144000,0.142264,0.15601,0.125566,0.0840363,6.71E-34,6.05E-04
144100,0.141832,0.155434,0.125019,0.0836131,3.39E-34,6.00E-04
144200,0.142188,0.155638,0.125032,0.0835225,1.71E-34,6.03E-04
144300,0.14228,0.155619,0.124909,0.0833623,8.96E-35,6.03E-04
144400,0.142901,0.156147,0.125199,0.0834623,4.58E-35,6.05E-04
144500,0.142764,0.156006,0.125079,0.0833711,2.26E-35,5.96E-04
144600,0.142846,0.156144,0.125203,0.0834527,1.14E-35,5.87E-04
144700,0.142808,0.156152,0.125225,0.083465,6.05E-36,5.88E-04
144800,0.143176,0.156489,0.125415,0.0835281,3.11E-36,5.81E-04
144900,0.142924,0.156318,0.12533,0.0834919,1.58E-36,5.71E-04
145000,0.142205,0.155727,0.124975,0.0833175,8.34E-37,5.63E-04
145100,0.142644,0.156172,0.125289,0.0834924,4.76E-37,5.86E-04
145200,0.143061,0.156781,0.125869,0.0839255,2.48E-37,5.82E-04
145300,0.142558,0.156261,0.125456,0.0836442,1.22E-37,5.68E-04
145400,0.143092,0.156743,0.12574,0.0837575,6.14E-38,5.65E-04
145500,0.142411,0.155969,0.125077,0.0832791,2.97E-38,5.50E-04
145600,0.143084,0.156685,0.125611,0.0835979,1.46E-38,5.51E-04
145700,0.143595,0.157294,0.126124,0.0839485,7.05E-39,5.48E-04
145800,0.143482,0.157166,0.126008,0.0838569,3.40E-39,5.40E-04
145900,0.143557,0.157266,0.12609,0.0839084,1.71E-39,5.39E-04
146000,0.143404,0.157106,0.125961,0.083818,8.63E-40,5.39E-04
146100,0.143251,0.156971,0.125855,0.0837385,4.50E-40,5.42E-04
146200,0.143458,0.157139,0.125923,0.083732,2.44E-40,5.46E-04
146300,0.143851,0.157476,0.126102,0.0837839,1.30E-40,5.57E-04
146400,0.14406,0.15768,0.126225,0.0838301,6.74E-41,5.51E-04
146500,0.143742,0.157266,0.125823,0.0835091,3.40E-41,5.52E-04
146600,0.144056,0.157727,0.126259,0.0838306,1.76E-41,5.48E-04
146700,0.1442,0.157687,0.126061,0.0835855,9.24E-42,5.63E-04
146800,0.144538,0.157988,0.126232,0.0836466,4.61E-42,5.73E-04
146900,0.144679,0.158193,0.126412,0.0837681,2.20E-42,5.54E-04
147000,0.144818,0.158251,0.126371,0.083677,1.11E-42,5.54E-04
147100,0.145015,0.158546,0.126653,0.0838851,5.21E-43,5.37E-04
147200,0.144487,0.157966,0.126159,0.0835278,2.58E-43,5.23E-04
147300,0.145255,0.158697,0.126649,0.0837886,1.30E-43,5.26E-04
147400,0.145116,0.158536,0.126496,0.0836642,6.36E-44,5.21E-04
147500,0.144991,0.158239,0.126127,0.083331,3.20E-44,5.29E-04
147600,0.145474,0.158829,0.126631,0.0836788,1.55E-44,5.31E-04
147700,0.145638,0.159,0.126754,0.0837483,7.58E-45,5.34E-04
147800,0.145414,0.158828,0.126651,0.0836928,3.55E-45,5.18E-04
147900,0.14508,0.158577,0.126511,0.0836258,1.70E-45,4.85E-04
148000,0.145053,0.158638,0.126612,0.0837191,8.36E-46,4.59E-04
148100,0.145184,0.158663,0.126522,0.0835803,4.18E-46,4.44E-04
