name,stra.13543,stra.13544,stra.13545,stra.13546,stra.13547,stra.13664,stra.13665,stra.13666,stra.13667,stra.13668,stra.13785,stra.13786,stra.13787,stra.13788,stra.13789,stra.13906,stra.13907,stra.13908,stra.13909,stra.13910,stra.14027,stra.14028,stra.14029,stra.14030,stra.14031,
28,8.97E-05,7.05E-05,5.23E-05,3.85E-05,2.84E-05,6.95E-05,5.23E-05,3.76E-05,2.69E-05,1.95E-05,4.98E-05,3.56E-05,2.47E-05,1.72E-05,1.23E-05,3.25E-05,2.19E-05,1.45E-05,9.88E-06,6.89E-06,1.87E-05,1.17E-05,7.45E-06,4.92E-06,3.37E-06,7.57E-04
29,9.46E-05,7.32E-05,5.35E-05,3.87E-05,2.81E-05,7.31E-05,5.40E-05,3.81E-05,2.68E-05,1.91E-05,5.20E-05,3.64E-05,2.47E-05,1.69E-05,1.18E-05,3.36E-05,2.21E-05,1.44E-05,9.54E-06,6.53E-06,1.90E-05,1.16E-05,7.20E-06,4.64E-06,3.12E-06,7.73E-04
30,1.00E-04,7.65E-05,5.50E-05,3.91E-05,2.80E-05,7.72E-05,5.61E-05,3.88E-05,2.69E-05,1.89E-05,5.47E-05,3.75E-05,2.49E-05,1.68E-05,1.15E-05,3.50E-05,2.25E-05,1.43E-05,9.28E-06,6.23E-06,1.96E-05,1.16E-05,7.01E-06,4.41E-06,2.91E-06,7.95E-04
31,1.07E-04,8.03E-05,5.68E-05,3.98E-05,2.81E-05,8.21E-05,5.86E-05,3.99E-05,2.71E-05,1.87E-05,5.78E-05,3.89E-05,2.53E-05,1.67E-05,1.13E-05,3.67E-05,2.30E-05,1.43E-05,9.09E-06,5.99E-06,2.03E-05,1.17E-05,6.87E-06,4.23E-06,2.73E-06,8.23E-04
32,1.15E-04,8.49E-05,5.91E-05,4.07E-05,2.83E-05,8.78E-05,6.17E-05,4.12E-05,2.75E-05,1.87E-05,6.16E-05,4.06E-05,2.59E-05,1.67E-05,1.11E-05,3.88E-05,2.38E-05,1.44E-05,8.97E-06,5.81E-06,2.12E-05,1.19E-05,6.79E-06,4.08E-06,2.58E-06,8.59E-04
33,1.24E-04,9.03E-05,6.18E-05,4.20E-05,2.87E-05,9.46E-05,6.53E-05,4.28E-05,2.82E-05,1.88E-05,6.61E-05,4.27E-05,2.67E-05,1.69E-05,1.10E-05,4.14E-05,2.47E-05,1.46E-05,8.93E-06,5.68E-06,2.24E-05,1.22E-05,6.77E-06,3.98E-06,2.47E-06,9.03E-04
34,1.34E-04,9.67E-05,6.52E-05,4.35E-05,2.94E-05,1.03E-04,6.97E-05,4.49E-05,2.90E-05,1.91E-05,7.14E-05,4.53E-05,2.77E-05,1.73E-05,1.11E-05,4.44E-05,2.59E-05,1.50E-05,8.98E-06,5.60E-06,2.38E-05,1.26E-05,6.82E-06,3.92E-06,2.39E-06,9.56E-04
35,1.46E-04,1.04E-04,6.92E-05,4.56E-05,3.03E-05,1.12E-04,7.50E-05,4.75E-05,3.02E-05,1.96E-05,7.77E-05,4.84E-05,2.91E-05,1.78E-05,1.12E-05,4.81E-05,2.75E-05,1.55E-05,9.11E-06,5.58E-06,2.55E-05,1.31E-05,6.94E-06,3.90E-06,2.33E-06,1.02E-03
36,1.61E-04,1.13E-04,7.42E-05,4.81E-05,3.16E-05,1.23E-04,8.13E-05,5.07E-05,3.17E-05,2.02E-05,8.53E-05,5.22E-05,3.08E-05,1.85E-05,1.15E-05,5.26E-05,2.94E-05,1.62E-05,9.35E-06,5.63E-06,2.77E-05,1.38E-05,7.14E-06,3.93E-06,2.30E-06,1.10E-03
37,1.78E-04,1.24E-04,8.02E-05,5.13E-05,3.32E-05,1.37E-04,8.90E-05,5.46E-05,3.36E-05,2.12E-05,9.45E-05,5.69E-05,3.29E-05,1.94E-05,1.19E-05,5.80E-05,3.17E-05,1.72E-05,9.70E-06,5.75E-06,3.03E-05,1.48E-05,7.43E-06,4.00E-06,2.30E-06,1.20E-03
38,1.99E-04,1.37E-04,8.75E-05,5.53E-05,3.53E-05,1.53E-04,9.83E-05,5.95E-05,3.61E-05,2.24E-05,1.06E-04,6.26E-05,3.56E-05,2.07E-05,1.25E-05,6.46E-05,3.46E-05,1.84E-05,1.02E-05,5.95E-06,3.35E-05,1.59E-05,7.84E-06,4.14E-06,2.34E-06,1.32E-03
39,2.24E-04,1.53E-04,9.66E-05,6.03E-05,3.81E-05,1.72E-04,1.10E-04,6.55E-05,3.92E-05,2.40E-05,1.19E-04,6.97E-05,3.90E-05,2.23E-05,1.32E-05,7.27E-05,3.83E-05,2.00E-05,1.09E-05,6.24E-06,3.74E-05,1.74E-05,8.38E-06,4.34E-06,2.41E-06,1.46E-03
40,2.54E-04,1.73E-04,1.08E-04,6.65E-05,4.16E-05,1.96E-04,1.24E-04,7.30E-05,4.32E-05,2.61E-05,1.36E-04,7.85E-05,4.33E-05,2.44E-05,1.43E-05,8.27E-05,4.29E-05,2.20E-05,1.18E-05,6.66E-06,4.24E-05,1.93E-05,9.10E-06,4.63E-06,2.53E-06,1.65E-03
41,2.92E-04,1.97E-04,1.22E-04,7.45E-05,4.61E-05,2.26E-04,1.42E-04,8.26E-05,4.82E-05,2.89E-05,1.57E-04,8.96E-05,4.88E-05,2.71E-05,1.57E-05,9.53E-05,4.87E-05,2.45E-05,1.30E-05,7.23E-06,4.86E-05,2.17E-05,1.00E-05,5.02E-06,2.71E-06,1.87E-03
42,3.38E-04,2.28E-04,1.40E-04,8.46E-05,5.18E-05,2.63E-04,1.64E-04,9.47E-05,5.48E-05,3.24E-05,1.83E-04,1.04E-04,5.58E-05,3.07E-05,1.75E-05,1.11E-04,5.61E-05,2.79E-05,1.45E-05,7.99E-06,5.65E-05,2.48E-05,1.13E-05,5.55E-06,2.95E-06,2.16E-03
43,3.95E-04,2.67E-04,1.63E-04,9.76E-05,5.93E-05,3.10E-04,1.93E-04,1.10E-04,6.32E-05,3.71E-05,2.16E-04,1.22E-04,6.48E-05,3.53E-05,1.99E-05,1.31E-04,6.57E-05,3.22E-05,1.66E-05,9.02E-06,6.67E-05,2.88E-05,1.29E-05,6.26E-06,3.29E-06,2.53E-03
44,4.68E-04,3.16E-04,1.92E-04,1.15E-04,6.91E-05,3.69E-04,2.30E-04,1.31E-04,7.42E-05,4.32E-05,2.59E-04,1.45E-04,7.66E-05,4.13E-05,2.31E-05,1.57E-04,7.81E-05,3.79E-05,1.93E-05,1.04E-05,7.98E-05,3.41E-05,1.50E-05,7.21E-06,3.74E-06,2.99E-03
45,5.59E-04,3.80E-04,2.30E-04,1.37E-04,8.20E-05,4.45E-04,2.77E-04,1.57E-04,8.87E-05,5.14E-05,3.13E-04,1.76E-04,9.21E-05,4.93E-05,2.74E-05,1.91E-04,9.44E-05,4.54E-05,2.29E-05,1.22E-05,9.68E-05,4.10E-05,1.79E-05,8.48E-06,4.36E-06,3.60E-03
46,6.74E-04,4.62E-04,2.79E-04,1.65E-04,9.90E-05,5.41E-04,3.39E-04,1.92E-04,1.08E-04,6.21E-05,3.83E-04,2.15E-04,1.13E-04,5.99E-05,3.31E-05,2.35E-04,1.16E-04,5.53E-05,2.77E-05,1.47E-05,1.19E-04,5.01E-05,2.17E-05,1.02E-05,5.19E-06,4.38E-03
47,8.17E-04,5.66E-04,3.43E-04,2.03E-04,1.21E-04,6.63E-04,4.19E-04,2.37E-04,1.33E-04,7.64E-05,4.73E-04,2.67E-04,1.39E-04,7.39E-05,4.07E-05,2.91E-04,1.44E-04,6.85E-05,3.41E-05,1.80E-05,1.48E-04,6.21E-05,2.67E-05,1.24E-05,6.31E-06,5.38E-03
48,9.93E-04,6.97E-04,4.25E-04,2.52E-04,1.50E-04,8.16E-04,5.21E-04,2.96E-04,1.66E-04,9.51E-05,5.86E-04,3.34E-04,1.74E-04,9.23E-05,5.07E-05,3.63E-04,1.80E-04,8.57E-05,4.25E-05,2.24E-05,1.85E-04,7.77E-05,3.33E-05,1.54E-05,7.80E-06,6.66E-03
49,0.001202926,8.59E-04,5.28E-04,3.13E-04,1.87E-04,0.001000227,6.48E-04,3.70E-04,2.08E-04,1.19E-04,7.25E-04,4.18E-04,2.19E-04,1.16E-04,6.36E-05,4.52E-04,2.26E-04,1.08E-04,5.34E-05,2.80E-05,2.31E-04,9.76E-05,4.17E-05,1.93E-05,9.73E-06,8.24E-03
50,0.00144205,0.001050362,6.51E-04,3.89E-04,2.32E-04,0.001215367,8.01E-04,4.60E-04,2.60E-04,1.49E-04,8.90E-04,5.20E-04,2.74E-04,1.45E-04,7.98E-05,5.58E-04,2.83E-04,1.35E-04,6.70E-05,3.51E-05,2.87E-04,1.22E-04,5.22E-05,2.42E-05,1.22E-05,1.01E-02
51,0.001700037,0.001265718,7.93E-04,4.76E-04,2.86E-04,0.001453397,9.76E-04,5.66E-04,3.21E-04,1.85E-04,0.001075202,6.39E-04,3.39E-04,1.80E-04,9.92E-05,6.80E-04,3.49E-04,1.67E-04,8.33E-05,4.37E-05,3.51E-04,1.51E-04,6.48E-05,3.00E-05,1.51E-05,1.23E-02
52,0.001961559,0.001495195,9.48E-04,5.74E-04,3.46E-04,0.001702015,0.001166824,6.84E-04,3.90E-04,2.25E-04,0.001272792,7.70E-04,4.12E-04,2.20E-04,1.22E-04,8.11E-04,4.22E-04,2.04E-04,1.02E-04,5.36E-05,4.22E-04,1.83E-04,7.91E-05,3.68E-05,1.85E-05,1.46E-02
53,0.002210909,0.00172704,0.001110085,6.77E-04,4.11E-04,0.001947639,0.001364289,8.08E-04,4.64E-04,2.69E-04,0.001472606,9.07E-04,4.90E-04,2.64E-04,1.46E-04,9.47E-04,5.01E-04,2.44E-04,1.22E-04,6.46E-05,4.95E-04,2.18E-04,9.47E-05,4.41E-05,2.22E-05,1.70E-02
54,0.002436484,0.001951171,0.001271398,7.82E-04,4.77E-04,0.002179372,0.001560388,9.36E-04,5.41E-04,3.16E-04,0.001666159,0.001046462,5.71E-04,3.09E-04,1.72E-04,0.001080172,5.81E-04,2.85E-04,1.44E-04,7.62E-05,5.69E-04,2.54E-04,1.11E-04,5.19E-05,2.62E-05,1.94E-02
55,0.002632753,0.002161263,0.001427899,8.86E-04,5.44E-04,0.002391098,0.001749674,0.001061631,6.19E-04,3.63E-04,0.001848237,0.00118322,6.53E-04,3.55E-04,1.98E-04,0.001208312,6.61E-04,3.27E-04,1.66E-04,8.82E-05,6.40E-04,2.90E-04,1.28E-04,5.99E-05,3.04E-05,2.17E-02
56,0.002799377,0.002354787,0.001577297,9.88E-04,6.10E-04,0.002581147,0.001929547,0.001184796,6.96E-04,4.10E-04,0.002016884,0.001315642,7.33E-04,4.02E-04,2.25E-04,0.001329493,7.39E-04,3.69E-04,1.88E-04,1.00E-04,7.09E-04,3.25E-04,1.44E-04,6.81E-05,3.46E-05,2.38E-02
57,0.002939071,0.002531835,0.001718983,0.00108582,6.75E-04,0.002750707,0.002099492,0.001304326,7.72E-04,4.57E-04,0.002172372,0.00144314,8.12E-04,4.48E-04,2.53E-04,0.001443588,8.15E-04,4.11E-04,2.11E-04,1.13E-04,7.74E-04,3.60E-04,1.61E-04,7.63E-05,3.89E-05,2.59E-02
58,0.003055682,0.002693811,0.001853284,0.001180838,7.39E-04,0.002902226,0.00226013,0.001420248,8.47E-04,5.04E-04,0.002316051,0.001565922,8.90E-04,4.94E-04,2.80E-04,0.001551226,8.89E-04,4.52E-04,2.33E-04,1.25E-04,8.37E-04,3.95E-04,1.77E-04,8.46E-05,4.33E-05,2.78E-02
59,0.003153031,0.002842514,0.001980898,0.001272879,8.01E-04,0.003038379,0.002412504,0.001532904,9.21E-04,5.51E-04,0.002449575,0.001684518,9.67E-04,5.40E-04,3.07E-04,0.001653288,9.62E-04,4.93E-04,2.56E-04,1.38E-04,8.97E-04,4.28E-04,1.94E-04,9.28E-05,4.77E-05,2.96E-02
60,0.00323441,0.002979665,0.002102577,0.001362259,8.62E-04,0.003161568,0.002557681,0.001642711,9.94E-04,5.98E-04,0.002574491,0.001799522,0.001042708,5.86E-04,3.35E-04,0.001750641,0.001033106,5.34E-04,2.78E-04,1.51E-04,9.55E-04,4.62E-04,2.11E-04,1.01E-04,5.21E-05,3.14E-02
61,0.003302475,0.003106721,0.002218983,0.001449272,9.23E-04,0.003273765,0.002696589,0.001750051,0.001065907,6.45E-04,0.00269209,0.001911458,0.0011176,6.32E-04,3.63E-04,0.00184402,0.00110312,5.75E-04,3.01E-04,1.64E-04,0.001011398,4.95E-04,2.27E-04,1.10E-04,5.66E-05,3.30E-02
62,0.003359301,0.003224851,0.002330645,0.001534149,9.82E-04,0.003376521,0.002829968,0.00185523,0.001137556,6.91E-04,0.002803395,0.00202075,0.001191856,6.78E-04,3.90E-04,0.001934011,0.001172185,6.16E-04,3.24E-04,1.77E-04,0.001066355,5.27E-04,2.44E-04,1.18E-04,6.12E-05,3.46E-02
63,0.0034065,0.00333497,0.002437972,0.001617063,0.00104097,0.003471034,0.00295839,0.001958475,0.0012087,7.38E-04,0.00290919,0.002127718,0.001265597,7.24E-04,4.19E-04,0.002021062,0.001240461,6.56E-04,3.47E-04,1.90E-04,0.001120091,5.60E-04,2.60E-04,1.27E-04,6.58E-05,3.62E-02
64,0.003445333,0.003437795,0.00254127,0.001698133,0.001099003,0.003558234,0.003082283,0.002059946,0.001279398,7.85E-04,0.003010075,0.002232597,0.001338902,7.70E-04,4.47E-04,0.002105514,0.001308064,6.97E-04,3.70E-04,2.03E-04,0.001172768,5.92E-04,2.77E-04,1.35E-04,7.05E-05,3.77E-02
65,0.003476801,0.00353389,0.00264077,0.001777441,0.001156337,0.003638848,0.003201972,0.002159753,0.001349682,8.31E-04,0.003106512,0.002335558,0.001411825,8.17E-04,4.76E-04,0.00218762,0.001375075,7.38E-04,3.93E-04,2.17E-04,0.001224505,6.25E-04,2.94E-04,1.44E-04,7.53E-05,3.92E-02
66,0.003501718,0.003623716,0.002736647,0.001855038,0.00121298,0.003713456,0.003317703,0.002257968,0.001419566,8.78E-04,0.003198857,0.002436721,0.001484396,8.63E-04,5.05E-04,0.002267576,0.001441547,7.78E-04,4.17E-04,2.30E-04,0.001275392,6.57E-04,3.11E-04,1.53E-04,8.02E-05,4.06E-02
67,0.003520756,0.00370765,0.002829039,0.001930958,0.001268931,0.003782533,0.00342967,0.002354637,0.001489048,9.25E-04,0.003287398,0.002536173,0.001556629,9.10E-04,5.34E-04,0.00234553,0.001507519,8.19E-04,4.41E-04,2.44E-04,0.001325495,6.89E-04,3.28E-04,1.62E-04,8.51E-05,4.20E-02
68,0.003534488,0.003786018,0.002918056,0.002005221,0.001324182,0.003846476,0.003538025,0.002449786,0.001558122,9.72E-04,0.003372367,0.002633976,0.001628526,9.56E-04,5.63E-04,0.0024216,0.001573013,8.60E-04,4.65E-04,2.59E-04,0.001374867,7.21E-04,3.45E-04,1.71E-04,9.01E-05,4.34E-02
69,0.003543408,0.003859105,0.003003794,0.002077841,0.00137872,0.003905626,0.003642897,0.002543433,0.001626771,0.001018919,0.003453958,0.002730176,0.001700083,0.001003041,5.93E-04,0.002495881,0.001638044,9.01E-04,4.89E-04,2.73E-04,0.001423546,7.53E-04,3.62E-04,1.80E-04,9.52E-05,4.47E-02
70,0.00354795,0.003927165,0.003086335,0.002148825,0.001432531,0.003960282,0.003744394,0.002635586,0.001694979,0.001065874,0.00353234,0.002824809,0.001771293,0.001049988,6.23E-04,0.002568453,0.001702619,9.42E-04,5.13E-04,2.87E-04,0.001471565,7.85E-04,3.80E-04,1.90E-04,1.00E-04,4.60E-02
71,0.0035485,0.003990434,0.003165755,0.002218181,0.001485601,0.004010709,0.003842614,0.002726251,0.001762728,0.001112812,0.003607659,0.002917901,0.001842143,0.001097032,6.53E-04,0.002639382,0.001766744,9.84E-04,5.38E-04,3.02E-04,0.001518948,8.18E-04,3.97E-04,1.99E-04,1.06E-04,4.72E-02
72,0.003545408,0.004049129,0.003242128,0.002285916,0.001537917,0.00405715,0.003937646,0.002815429,0.001829997,0.001159714,0.003680047,0.003009476,0.001912622,0.00114416,6.83E-04,0.002708727,0.001830421,0.00102493,5.63E-04,3.17E-04,0.001565719,8.50E-04,4.15E-04,2.08E-04,1.11E-04,4.85E-02
73,0.003538989,0.004103455,0.003315521,0.002352036,0.001589465,0.004099826,0.004029571,0.002903125,0.001896767,0.001206561,0.003749624,0.003099554,0.001982715,0.001191355,7.14E-04,0.002776542,0.001893648,0.001066268,5.88E-04,3.32E-04,0.001611896,8.81E-04,4.32E-04,2.18E-04,1.16E-04,4.97E-02
74,0.003529532,0.004153606,0.003386004,0.00241655,0.001640234,0.004138941,0.004118468,0.002989339,0.001963021,0.001253335,0.003816501,0.003188153,0.002052411,0.001238602,7.44E-04,0.002842873,0.001956427,0.001107652,6.13E-04,3.47E-04,0.001657496,9.13E-04,4.50E-04,2.28E-04,1.22E-04,5.09E-02
