name,stra.13321,stra.13442,stra.13453,stra.13563,stra.13684,stra.14642,stra.14153
36400,0.999853,2.78E-13,7.50E-24,7.04E-32,1.77E-56,4.9E-324,3.5E-323
36500,0.999826,2.52E-13,6.17E-24,5.59E-32,1.18E-56,4.9E-324,3.5E-323
36600,0.999981,2.28E-13,5.08E-24,4.44E-32,7.92E-57,4.9E-324,3.5E-323
36700,0.998823,2.07E-13,4.17E-24,3.52E-32,5.30E-57,4.9E-324,3.5E-323
36800,0.999118,1.88E-13,3.43E-24,2.79E-32,3.54E-57,4.9E-324,3.5E-323
36900,0.99956,1.71E-13,2.83E-24,2.22E-32,2.37E-57,4.9E-324,3.5E-323
37000,0.999367,1.55E-13,2.33E-24,1.76E-32,1.59E-57,4.9E-324,3.5E-323
37100,0.998625,1.40E-13,1.91E-24,1.40E-32,1.06E-57,4.9E-324,3.5E-323
37200,0.998785,1.27E-13,1.58E-24,1.11E-32,7.13E-58,4.9E-324,3.5E-323
37300,0.999501,1.16E-13,1.30E-24,8.83E-33,4.78E-58,4.9E-324,3.5E-323
37400,0.999044,1.05E-13,1.07E-24,7.01E-33,3.20E-58,4.9E-324,3.5E-323
37500,0.999926,9.52E-14,8.79E-25,5.57E-33,2.14E-58,4.9E-324,3.5E-323
37600,0.999959,8.64E-14,7.23E-25,4.42E-33,1.44E-58,4.9E-324,3.5E-323
37700,0.999905,7.84E-14,5.95E-25,3.51E-33,9.61E-59,4.9E-324,3.5E-323
37800,0.999919,7.11E-14,4.90E-25,2.79E-33,6.43E-59,4.9E-324,3.5E-323
37900,0.999988,6.45E-14,4.03E-25,2.21E-33,4.31E-59,4.9E-324,3.5E-323
38000,0.999734,5.85E-14,3.32E-25,1.76E-33,2.88E-59,4.9E-324,3.5E-323
38100,0.99989,5.31E-14,2.73E-25,1.40E-33,1.93E-59,4.9E-324,3.5E-323
38200,0.999022,4.81E-14,2.24E-25,1.11E-33,1.29E-59,4.9E-324,3.5E-323
38300,0.999008,4.36E-14,1.85E-25,8.79E-34,8.64E-60,4.9E-324,3.5E-323
38400,0.999038,3.96E-14,1.52E-25,6.98E-34,5.78E-60,4.9E-324,3.5E-323
38500,0.999251,3.59E-14,1.25E-25,5.54E-34,3.87E-60,4.9E-324,3.5E-323
38600,0.999335,3.26E-14,1.03E-25,4.40E-34,2.59E-60,4.9E-324,3.5E-323
38700,0.99919,2.96E-14,8.47E-26,3.49E-34,1.73E-60,4.9E-324,3.5E-323
38800,0.998306,2.68E-14,6.96E-26,2.77E-34,1.16E-60,4.9E-324,3.5E-323
38900,0.998876,2.43E-14,5.73E-26,2.20E-34,7.78E-61,4.9E-324,3.5E-323
39000,0.999439,2.21E-14,4.72E-26,1.75E-34,5.22E-61,4.9E-324,3.5E-323
39100,0.999477,2.01E-14,3.88E-26,1.39E-34,3.49E-61,4.9E-324,3.5E-323
39200,0.999265,1.82E-14,3.19E-26,1.10E-34,2.34E-61,4.9E-324,3.5E-323
39300,0.999481,1.65E-14,2.62E-26,8.76E-35,1.56E-61,4.9E-324,3.5E-323
39400,0.999406,1.50E-14,2.16E-26,6.96E-35,1.05E-61,4.9E-324,3.5E-323
39500,0.999524,1.36E-14,1.78E-26,5.53E-35,7.01E-62,4.9E-324,3.5E-323
39600,0.999351,1.23E-14,1.46E-26,4.39E-35,4.70E-62,4.9E-324,3.5E-323
39700,0.998415,1.12E-14,1.20E-26,3.48E-35,3.14E-62,4.9E-324,3.5E-323
39800,0.998572,1.01E-14,9.89E-27,2.77E-35,2.10E-62,4.9E-324,3.5E-323
39900,0.999657,9.21E-15,8.15E-27,2.20E-35,1.41E-62,4.9E-324,3.5E-323
40000,0.999293,8.35E-15,6.71E-27,1.75E-35,9.44E-63,4.9E-324,3.5E-323
40100,0.998514,7.57E-15,5.51E-27,1.38E-35,6.31E-63,4.9E-324,3.5E-323
40200,0.999451,6.88E-15,4.54E-27,1.10E-35,4.23E-63,4.9E-324,3.5E-323
40300,0.999453,6.24E-15,3.74E-27,8.74E-36,2.83E-63,4.9E-324,3.5E-323
40400,0.997836,5.65E-15,3.07E-27,6.93E-36,1.90E-63,4.9E-324,3.5E-323
40500,0.999483,5.14E-15,2.53E-27,5.51E-36,1.27E-63,4.9E-324,3.5E-323
40600,0.999058,4.66E-15,2.08E-27,4.37E-36,8.50E-64,4.9E-324,3.5E-323
40700,0.998793,4.23E-15,1.72E-27,3.48E-36,5.70E-64,4.9E-324,3.5E-323
40800,0.999206,3.84E-15,1.41E-27,2.76E-36,3.82E-64,4.9E-324,3.5E-323
40900,0.999295,3.48E-15,1.16E-27,2.19E-36,2.56E-64,4.9E-324,3.5E-323
41000,0.998672,3.16E-15,9.57E-28,1.74E-36,1.71E-64,4.9E-324,3.5E-323
41100,0.998166,2.86E-15,7.87E-28,1.38E-36,1.14E-64,4.9E-324,3.5E-323
41200,0.998724,2.60E-15,6.48E-28,1.10E-36,7.67E-65,4.9E-324,3.5E-323
41300,0.999719,2.36E-15,5.34E-28,8.73E-37,5.14E-65,4.9E-324,3.5E-323
41400,0.998264,2.14E-15,4.39E-28,6.92E-37,3.44E-65,4.9E-324,3.5E-323
41500,0.999489,1.94E-15,3.62E-28,5.50E-37,2.31E-65,4.9E-324,3.5E-323
41600,0.999119,1.76E-15,2.98E-28,4.37E-37,1.54E-65,4.9E-324,3.5E-323
41700,0.999736,1.60E-15,2.45E-28,3.47E-37,1.03E-65,4.9E-324,3.5E-323
41800,0.999848,1.45E-15,2.02E-28,2.75E-37,6.90E-66,4.9E-324,3.5E-323
41900,0.999787,1.32E-15,1.66E-28,2.18E-37,4.62E-66,4.9E-324,3.5E-323
42000,0.999885,1.19E-15,1.37E-28,1.73E-37,3.09E-66,4.9E-324,3.5E-323
42100,0.999504,1.08E-15,1.12E-28,1.38E-37,2.07E-66,4.9E-324,3.5E-323
42200,0.999537,9.83E-16,9.25E-29,1.09E-37,1.39E-66,4.9E-324,3.5E-323
42300,0.999689,8.92E-16,7.61E-29,8.68E-38,9.29E-67,4.9E-324,3.5E-323
42400,0.999888,8.10E-16,6.26E-29,6.90E-38,6.22E-67,4.9E-324,3.5E-323
42500,0.999947,7.35E-16,5.15E-29,5.48E-38,4.16E-67,4.9E-324,3.5E-323
42600,0.99944,6.66E-16,4.24E-29,4.35E-38,2.79E-67,4.9E-324,3.5E-323
42700,0.998851,6.04E-16,3.49E-29,3.45E-38,1.86E-67,4.9E-324,3.5E-323
42800,0.999937,5.48E-16,2.87E-29,2.74E-38,1.25E-67,4.9E-324,3.5E-323
42900,0.998831,4.97E-16,2.36E-29,2.17E-38,8.35E-68,4.9E-324,3.5E-323
43000,0.9993,4.51E-16,1.94E-29,1.73E-38,5.59E-68,4.9E-324,3.5E-323
43100,0.999729,4.10E-16,1.60E-29,1.37E-38,3.75E-68,4.9E-324,3.5E-323
43200,0.999966,3.72E-16,1.32E-29,1.09E-38,2.51E-68,4.9E-324,3.5E-323
43300,0.998727,3.37E-16,1.08E-29,8.65E-39,1.68E-68,4.9E-324,3.5E-323
43400,0.999817,3.06E-16,8.90E-30,6.87E-39,1.12E-68,4.9E-324,3.5E-323
43500,0.999602,2.77E-16,7.32E-30,5.45E-39,7.52E-69,4.9E-324,3.5E-323
43600,0.999974,2.52E-16,6.03E-30,4.33E-39,5.03E-69,4.9E-324,3.5E-323
43700,0.998468,2.28E-16,4.96E-30,3.43E-39,3.37E-69,4.9E-324,3.5E-323
43800,0.99908,2.07E-16,4.08E-30,2.73E-39,2.26E-69,4.9E-324,3.5E-323
43900,0.999297,1.88E-16,3.36E-30,2.17E-39,1.51E-69,4.9E-324,3.5E-323
44000,0.999835,1.71E-16,2.77E-30,1.72E-39,1.01E-69,4.9E-324,3.5E-323
44100,0.999453,1.55E-16,2.28E-30,1.37E-39,6.77E-70,4.9E-324,3.5E-323
44200,0.999131,1.40E-16,1.87E-30,1.08E-39,4.53E-70,4.9E-324,3.5E-323
44300,0.998747,1.27E-16,1.54E-30,8.60E-40,3.03E-70,4.9E-324,3.5E-323
44400,0.999029,1.16E-16,1.27E-30,6.84E-40,2.03E-70,4.9E-324,3.5E-323
44500,0.99916,1.05E-16,1.04E-30,5.43E-40,1.36E-70,4.9E-324,3.5E-323
44600,0.999991,9.52E-17,8.59E-31,4.32E-40,9.12E-71,4.9E-324,3.5E-323
44700,0.998721,8.63E-17,7.06E-31,3.42E-40,6.10E-71,4.9E-324,3.5E-323
44800,0.999625,7.83E-17,5.82E-31,2.72E-40,4.09E-71,4.9E-324,3.5E-323
44900,0.999726,7.11E-17,4.79E-31,2.16E-40,2.74E-71,4.9E-324,3.5E-323
45000,0.999163,6.45E-17,3.94E-31,1.72E-40,1.83E-71,4.9E-324,3.5E-323
45100,0.99947,5.85E-17,3.24E-31,1.36E-40,1.23E-71,4.9E-324,3.5E-323
45200,0.999925,5.31E-17,2.67E-31,1.08E-40,8.23E-72,4.9E-324,3.5E-323
45300,0.998994,4.81E-17,2.20E-31,8.59E-41,5.50E-72,4.9E-324,3.5E-323
45400,0.999613,4.37E-17,1.81E-31,6.82E-41,3.68E-72,4.9E-324,3.5E-323
45500,0.999247,3.96E-17,1.49E-31,5.41E-41,2.46E-72,4.9E-324,3.5E-323
45600,0.999983,3.60E-17,1.22E-31,4.30E-41,1.65E-72,4.9E-324,3.5E-323
45700,0.999634,3.26E-17,1.01E-31,3.41E-41,1.10E-72,4.9E-324,3.5E-323
45800,0.998693,2.96E-17,8.27E-32,2.71E-41,7.38E-73,4.9E-324,3.5E-323
45900,0.999799,2.69E-17,6.82E-32,2.15E-41,4.94E-73,4.9E-324,3.5E-323
46000,0.999834,2.44E-17,5.61E-32,1.71E-41,3.31E-73,4.9E-324,3.5E-323
46100,0.999837,2.21E-17,4.62E-32,1.36E-41,2.22E-73,4.9E-324,3.5E-323
46200,0.999248,2.00E-17,3.80E-32,1.08E-41,1.48E-73,4.9E-324,3.5E-323
46300,0.999612,1.82E-17,3.13E-32,8.55E-42,9.93E-74,4.9E-324,3.5E-323
46400,0.999326,1.65E-17,2.57E-32,6.79E-42,6.65E-74,4.9E-324,3.5E-323
46500,0.999097,1.50E-17,2.12E-32,5.39E-42,4.45E-74,4.9E-324,3.5E-323
46600,0.999957,1.36E-17,1.74E-32,4.28E-42,2.98E-74,4.9E-324,3.5E-323
46700,0.999565,1.23E-17,1.43E-32,3.40E-42,2.00E-74,4.9E-324,3.5E-323
46800,0.9991,1.12E-17,1.18E-32,2.70E-42,1.34E-74,4.9E-324,3.5E-323
46900,0.99989,1.02E-17,9.72E-33,2.14E-42,8.95E-75,4.9E-324,3.5E-323
47000,0.998603,9.20E-18,7.99E-33,1.70E-42,5.98E-75,4.9E-324,3.5E-323
47100,0.999266,8.35E-18,6.57E-33,1.35E-42,4.01E-75,4.9E-324,3.5E-323
47200,0.999395,7.58E-18,5.40E-33,1.07E-42,2.68E-75,4.9E-324,3.5E-323
47300,0.999737,6.87E-18,4.45E-33,8.51E-43,1.80E-75,4.9E-324,3.5E-323
47400,0.998759,6.23E-18,3.66E-33,6.75E-43,1.20E-75,4.9E-324,3.5E-323
47500,0.999666,5.66E-18,3.02E-33,5.37E-43,8.05E-76,4.9E-324,3.5E-323
47600,0.998869,5.13E-18,2.48E-33,4.26E-43,5.38E-76,4.9E-324,3.5E-323
47700,0.999512,4.66E-18,2.04E-33,3.38E-43,3.61E-76,4.9E-324,3.5E-323
47800,0.999996,4.23E-18,1.68E-33,2.69E-43,2.42E-76,4.9E-324,3.5E-323
47900,0.999169,3.83E-18,1.38E-33,2.13E-43,1.61E-76,4.9E-324,3.5E-323
48000,0.999039,3.47E-18,1.14E-33,1.69E-43,1.08E-76,4.9E-324,3.5E-323
48100,0.999752,3.15E-18,9.35E-34,1.34E-43,7.22E-77,4.9E-324,3.5E-323
48200,0.997928,2.86E-18,7.68E-34,1.06E-43,4.83E-77,4.9E-324,3.5E-323
48300,0.999953,2.60E-18,6.33E-34,8.47E-44,3.24E-77,4.9E-324,3.5E-323
48400,0.998989,2.35E-18,5.20E-34,6.72E-44,2.17E-77,4.9E-324,3.5E-323
48500,0.999073,2.14E-18,4.28E-34,5.33E-44,1.45E-77,4.9E-324,3.5E-323
48600,0.998161,1.94E-18,3.52E-34,4.23E-44,9.69E-78,4.9E-324,3.5E-323
48700,0.999749,1.76E-18,2.90E-34,3.36E-44,6.50E-78,4.9E-324,3.5E-323
48800,0.99867,1.59E-18,2.38E-34,2.67E-44,4.34E-78,4.9E-324,3.5E-323
48900,0.999493,1.45E-18,1.96E-34,2.12E-44,2.91E-78,4.9E-324,3.5E-323
49000,0.999642,1.31E-18,1.61E-34,1.68E-44,1.95E-78,4.9E-324,3.5E-323
49100,0.998876,1.19E-18,1.33E-34,1.34E-44,1.30E-78,4.9E-324,3.5E-323
49200,0.999152,1.08E-18,1.09E-34,1.06E-44,8.74E-79,4.9E-324,3.5E-323
49300,0.999626,9.81E-19,9.00E-35,8.43E-45,5.86E-79,4.9E-324,3.5E-323
49400,0.998521,8.89E-19,7.40E-35,6.68E-45,3.91E-79,4.9E-324,3.5E-323
49500,0.998884,8.07E-19,6.10E-35,5.31E-45,2.62E-79,4.9E-324,3.5E-323
49600,0.997571,7.31E-19,5.01E-35,4.21E-45,1.75E-79,4.9E-324,3.5E-323
49700,0.998704,6.64E-19,4.13E-35,3.35E-45,1.17E-79,4.9E-324,3.5E-323
49800,0.998765,6.03E-19,3.40E-35,2.66E-45,7.87E-80,4.9E-324,3.5E-323
49900,0.998736,5.47E-19,2.79E-35,2.11E-45,5.27E-80,4.9E-324,3.5E-323
50000,0.999005,4.96E-19,2.30E-35,1.68E-45,3.53E-80,4.9E-324,3.5E-323
50100,0.999062,4.50E-19,1.89E-35,1.33E-45,2.36E-80,4.9E-324,3.5E-323
50200,0.999184,4.08E-19,1.56E-35,1.06E-45,1.58E-80,4.9E-324,3.5E-323
50300,0.998671,3.70E-19,1.28E-35,8.39E-46,1.06E-80,4.9E-324,3.5E-323
50400,0.999051,3.36E-19,1.05E-35,6.67E-46,7.09E-81,4.9E-324,3.5E-323
50500,0.998511,3.05E-19,8.67E-36,5.29E-46,4.75E-81,4.9E-324,3.5E-323
50600,0.999248,2.77E-19,7.14E-36,4.20E-46,3.18E-81,4.9E-324,3.5E-323
50700,0.998348,2.51E-19,5.88E-36,3.34E-46,2.13E-81,4.9E-324,3.5E-323
50800,0.997991,2.28E-19,4.84E-36,2.65E-46,1.42E-81,4.9E-324,3.5E-323
50900,0.999258,2.07E-19,3.98E-36,2.11E-46,9.55E-82,4.9E-324,3.5E-323
51000,0.999625,1.88E-19,3.28E-36,1.67E-46,6.40E-82,4.9E-324,3.5E-323
51100,0.999666,1.70E-19,2.70E-36,1.33E-46,4.28E-82,4.9E-324,3.5E-323
51200,0.999144,1.54E-19,2.22E-36,1.05E-46,2.87E-82,4.9E-324,3.5E-323
51300,0.999114,1.40E-19,1.83E-36,8.37E-47,1.92E-82,4.9E-324,3.5E-323
51400,0.999289,1.27E-19,1.51E-36,6.64E-47,1.28E-82,4.9E-324,3.5E-323
51500,0.997198,1.15E-19,1.24E-36,5.26E-47,8.58E-83,4.9E-324,3.5E-323
51600,0.999531,1.05E-19,1.02E-36,4.19E-47,5.76E-83,4.9E-324,3.5E-323
51700,0.999218,9.49E-20,8.40E-37,3.33E-47,3.86E-83,4.9E-324,3.5E-323
51800,0.998611,8.60E-20,6.90E-37,2.64E-47,2.58E-83,4.9E-324,3.5E-323
51900,0.999626,7.81E-20,5.68E-37,2.10E-47,1.73E-83,4.9E-324,3.5E-323
52000,0.999856,7.09E-20,4.67E-37,1.66E-47,1.15E-83,4.9E-324,3.5E-323
52100,0.999596,6.43E-20,3.84E-37,1.32E-47,7.73E-84,4.9E-324,3.5E-323
52200,0.999611,5.83E-20,3.16E-37,1.05E-47,5.18E-84,4.9E-324,3.5E-323
52300,0.999745,5.29E-20,2.60E-37,8.33E-48,3.46E-84,4.9E-324,3.5E-323
52400,0.999661,4.80E-20,2.14E-37,6.61E-48,2.32E-84,4.9E-324,3.5E-323
52500,0.99991,4.36E-20,1.76E-37,5.25E-48,1.55E-84,4.9E-324,3.5E-323
52600,0.999715,3.95E-20,1.45E-37,4.17E-48,1.04E-84,4.9E-324,3.5E-323
52700,0.99909,3.58E-20,1.19E-37,3.31E-48,6.96E-85,4.9E-324,3.5E-323
52800,0.998992,3.25E-20,9.80E-38,2.63E-48,4.66E-85,4.9E-324,3.5E-323
52900,0.999157,2.95E-20,8.07E-38,2.09E-48,3.12E-85,4.9E-324,3.5E-323
53000,0.998358,2.67E-20,6.63E-38,1.65E-48,2.09E-85,4.9E-324,3.5E-323
53100,0.999806,2.43E-20,5.47E-38,1.32E-48,1.40E-85,4.9E-324,3.5E-323
53200,0.998969,2.20E-20,4.50E-38,1.04E-48,9.35E-86,4.9E-324,3.5E-323
53300,0.998369,2.00E-20,3.70E-38,8.29E-49,6.26E-86,4.9E-324,3.5E-323
53400,0.999568,1.81E-20,3.05E-38,6.59E-49,4.19E-86,4.9E-324,3.5E-323
53500,0.999369,1.65E-20,2.51E-38,5.23E-49,2.81E-86,4.9E-324,3.5E-323
53600,0.999988,1.49E-20,2.07E-38,4.15E-49,1.88E-86,4.9E-324,3.5E-323
53700,0.99978,1.35E-20,1.70E-38,3.30E-49,1.26E-86,4.9E-324,3.5E-323
53800,0.99944,1.23E-20,1.40E-38,2.62E-49,8.43E-87,4.9E-324,3.5E-323
53900,0.999879,1.12E-20,1.15E-38,2.08E-49,5.65E-87,4.9E-324,3.5E-323
54000,0.998415,1.01E-20,9.46E-39,1.65E-49,3.77E-87,4.9E-324,3.5E-323
54100,0.999582,9.18E-21,7.79E-39,1.31E-49,2.53E-87,4.9E-324,3.5E-323
54200,0.999667,8.33E-21,6.42E-39,1.04E-49,1.69E-87,4.9E-324,3.5E-323
54300,0.999805,7.56E-21,5.28E-39,8.27E-50,1.13E-87,4.9E-324,3.5E-323
54400,0.999983,6.86E-21,4.35E-39,6.57E-50,7.60E-88,4.9E-324,3.5E-323
54500,0.99995,6.22E-21,3.58E-39,5.22E-50,5.09E-88,4.9E-324,3.5E-323
54600,0.998949,5.64E-21,2.94E-39,4.13E-50,3.40E-88,4.9E-324,3.5E-323
54700,0.999751,5.12E-21,2.42E-39,3.29E-50,2.28E-88,4.9E-324,3.5E-323
54800,0.99934,4.64E-21,1.99E-39,2.61E-50,1.53E-88,4.9E-324,3.5E-323
54900,0.999981,4.22E-21,1.64E-39,2.07E-50,1.02E-88,4.9E-324,3.5E-323
55000,0.99961,3.82E-21,1.35E-39,1.64E-50,6.84E-89,4.9E-324,3.5E-323
55100,0.999164,3.47E-21,1.11E-39,1.31E-50,4.57E-89,4.9E-324,3.5E-323
55200,0.998597,3.14E-21,9.13E-40,1.04E-50,3.06E-89,4.9E-324,3.5E-323
55300,0.999653,2.85E-21,7.53E-40,8.23E-51,2.05E-89,4.9E-324,3.5E-323
55400,0.999883,2.59E-21,6.20E-40,6.54E-51,1.37E-89,4.9E-324,3.5E-323
55500,0.999488,2.35E-21,5.10E-40,5.19E-51,9.20E-90,4.9E-324,3.5E-323
55600,0.998425,2.13E-21,4.19E-40,4.11E-51,6.14E-90,4.9E-324,3.5E-323
55700,0.998894,1.93E-21,3.45E-40,3.27E-51,4.11E-90,4.9E-324,3.5E-323
55800,0.99987,1.75E-21,2.84E-40,2.60E-51,2.75E-90,4.9E-324,3.5E-323
55900,0.99975,1.59E-21,2.34E-40,2.06E-51,1.84E-90,4.9E-324,3.5E-323
56000,0.999418,1.44E-21,1.92E-40,1.64E-51,1.23E-90,4.9E-324,3.5E-323
56100,0.999398,1.31E-21,1.58E-40,1.30E-51,8.26E-91,4.9E-324,3.5E-323
56200,0.999824,1.19E-21,1.30E-40,1.03E-51,5.54E-91,4.9E-324,3.5E-323
56300,0.998941,1.08E-21,1.07E-40,8.19E-52,3.71E-91,4.9E-324,3.5E-323
56400,0.998151,9.77E-22,8.82E-41,6.50E-52,2.48E-91,4.9E-324,3.5E-323
56500,0.999604,8.88E-22,7.26E-41,5.17E-52,1.66E-91,4.9E-324,3.5E-323
56600,0.9991,8.05E-22,5.97E-41,4.10E-52,1.11E-91,4.9E-324,3.5E-323
56700,0.999972,7.31E-22,4.92E-41,3.26E-52,7.45E-92,4.9E-324,3.5E-323
56800,0.999526,6.63E-22,4.05E-41,2.59E-52,4.99E-92,4.9E-324,3.5E-323
56900,0.999713,6.02E-22,3.33E-41,2.05E-52,3.34E-92,4.9E-324,3.5E-323
57000,0.999744,5.46E-22,2.74E-41,1.63E-52,2.23E-92,4.9E-324,3.5E-323
57100,0.99981,4.95E-22,2.26E-41,1.30E-52,1.50E-92,4.9E-324,3.5E-323
57200,0.999026,4.49E-22,1.86E-41,1.03E-52,1.00E-92,4.9E-324,3.5E-323
57300,0.999798,4.08E-22,1.53E-41,8.17E-53,6.71E-93,4.9E-324,3.5E-323
57400,0.999653,3.70E-22,1.26E-41,6.49E-53,4.49E-93,4.9E-324,3.5E-323
57500,0.999875,3.36E-22,1.04E-41,5.15E-53,3.01E-93,4.9E-324,3.5E-323
57600,0.998893,3.04E-22,8.52E-42,4.09E-53,2.01E-93,4.9E-324,3.5E-323
57700,0.998541,2.76E-22,7.01E-42,3.25E-53,1.35E-93,4.9E-324,3.5E-323
57800,0.999019,2.51E-22,5.77E-42,2.58E-53,9.04E-94,4.9E-324,3.5E-323
57900,0.99981,2.28E-22,4.76E-42,2.05E-53,6.06E-94,4.9E-324,3.5E-323
58000,0.99901,2.06E-22,3.91E-42,1.63E-53,4.05E-94,4.9E-324,3.5E-323
58100,0.999941,1.87E-22,3.22E-42,1.29E-53,2.71E-94,4.9E-324,3.5E-323
58200,0.999959,1.70E-22,2.65E-42,1.03E-53,1.82E-94,4.9E-324,3.5E-323
58300,0.998974,1.54E-22,2.18E-42,8.14E-54,1.22E-94,4.9E-324,3.5E-323
58400,0.998745,1.40E-22,1.79E-42,6.47E-54,8.15E-95,4.9E-324,3.5E-323
58500,0.998631,1.27E-22,1.48E-42,5.15E-54,5.47E-95,4.9E-324,3.5E-323
58600,0.998767,1.15E-22,1.22E-42,4.09E-54,3.66E-95,4.9E-324,3.5E-323
58700,0.999336,1.05E-22,1.00E-42,3.25E-54,2.45E-95,4.9E-324,3.5E-323
58800,0.998795,9.49E-23,8.23E-43,2.58E-54,1.64E-95,4.9E-324,3.5E-323
58900,0.999441,8.62E-23,6.78E-43,2.05E-54,1.10E-95,4.9E-324,3.5E-323
59000,0.999391,7.82E-23,5.58E-43,1.63E-54,7.37E-96,4.9E-324,3.5E-323
59100,0.999924,7.10E-23,4.59E-43,1.29E-54,4.94E-96,4.9E-324,3.5E-323
59200,0.999207,6.43E-23,3.78E-43,1.03E-54,3.30E-96,4.9E-324,3.5E-323
59300,0.998113,5.83E-23,3.11E-43,8.14E-55,2.21E-96,4.9E-324,3.5E-323
59400,0.999447,5.29E-23,2.56E-43,6.46E-55,1.48E-96,4.9E-324,3.5E-323
59500,0.999876,4.81E-23,2.11E-43,5.13E-55,9.90E-97,4.9E-324,3.5E-323
59600,0.999992,4.36E-23,1.74E-43,4.08E-55,6.64E-97,4.9E-324,3.5E-323
59700,0.999979,3.96E-23,1.43E-43,3.24E-55,4.45E-97,4.9E-324,3.5E-323
59800,0.999925,3.59E-23,1.17E-43,2.57E-55,2.98E-97,4.9E-324,3.5E-323
59900,0.999686,3.26E-23,9.67E-44,2.04E-55,1.99E-97,4.9E-324,3.5E-323
60000,0.999646,2.95E-23,7.95E-44,1.62E-55,1.33E-97,4.9E-324,3.5E-323
60100,0.999863,2.68E-23,6.55E-44,1.29E-55,8.91E-98,4.9E-324,3.5E-323
60200,0.9996,2.43E-23,5.39E-44,1.02E-55,5.96E-98,4.9E-324,3.5E-323
60300,0.999151,2.20E-23,4.43E-44,8.10E-56,3.99E-98,4.9E-324,3.5E-323
60400,0.999973,2.00E-23,3.65E-44,6.44E-56,2.67E-98,4.9E-324,3.5E-323
60500,0.999887,1.82E-23,3.01E-44,5.11E-56,1.79E-98,4.9E-324,3.5E-323
60600,1,1.65E-23,2.47E-44,4.06E-56,1.20E-98,4.9E-324,3.5E-323
60700,0.99955,1.50E-23,2.04E-44,3.23E-56,8.03E-99,4.9E-324,3.5E-323
60800,0.999764,1.36E-23,1.68E-44,2.56E-56,5.38E-99,4.9E-324,3.5E-323
60900,0.999999,1.23E-23,1.38E-44,2.04E-56,3.60E-99,4.9E-324,3.5E-323
61000,0.999899,1.12E-23,1.14E-44,1.62E-56,2.41E-99,4.9E-324,3.5E-323
61100,0.999765,1.01E-23,9.35E-45,1.28E-56,1.61E-99,4.9E-324,3.5E-323
61200,0.999949,9.20E-24,7.70E-45,1.02E-56,1.08E-99,4.9E-324,3.5E-323
61300,0.999171,8.33E-24,6.33E-45,8.08E-57,7.22E-100,4.9E-324,3.5E-323
61400,0.999981,7.57E-24,5.21E-45,6.42E-57,4.84E-100,4.9E-324,3.5E-323
61500,0.999213,6.86E-24,4.28E-45,5.09E-57,3.24E-100,4.9E-324,3.5E-323
61600,0.999705,6.23E-24,3.53E-45,4.05E-57,2.17E-100,4.9E-324,3.5E-323
61700,0.999974,5.65E-24,2.90E-45,3.21E-57,1.45E-100,4.9E-324,3.5E-323
61800,0.999733,5.13E-24,2.39E-45,2.55E-57,9.72E-101,4.9E-324,3.5E-323
61900,0.999999,4.65E-24,1.97E-45,2.03E-57,6.51E-101,4.9E-324,3.5E-323
62000,0.999984,4.22E-24,1.62E-45,1.61E-57,4.36E-101,4.9E-324,3.5E-323
62100,0.999211,3.83E-24,1.33E-45,1.28E-57,2.92E-101,4.9E-324,3.5E-323
62200,0.999161,3.47E-24,1.10E-45,1.01E-57,1.95E-101,4.9E-324,3.5E-323
62300,0.998927,3.15E-24,9.01E-46,8.05E-58,1.31E-101,4.9E-324,3.5E-323
62400,0.999926,2.86E-24,7.42E-46,6.40E-58,8.76E-102,4.9E-324,3.5E-323
62500,0.999834,2.59E-24,6.11E-46,5.08E-58,5.86E-102,4.9E-324,3.5E-323
62600,0.999201,2.35E-24,5.02E-46,4.03E-58,3.92E-102,4.9E-324,3.5E-323
62700,0.999892,2.14E-24,4.14E-46,3.20E-58,2.63E-102,4.9E-324,3.5E-323
62800,0.999719,1.94E-24,3.40E-46,2.54E-58,1.76E-102,4.9E-324,3.5E-323
62900,0.999889,1.76E-24,2.80E-46,2.02E-58,1.18E-102,4.9E-324,3.5E-323
63000,0.999995,1.60E-24,2.31E-46,1.60E-58,7.90E-103,4.9E-324,3.5E-323
63100,0.999869,1.45E-24,1.90E-46,1.27E-58,5.29E-103,4.9E-324,3.5E-323
63200,0.999118,1.31E-24,1.56E-46,1.01E-58,3.54E-103,4.9E-324,3.5E-323
63300,0.999362,1.19E-24,1.29E-46,8.03E-59,2.37E-103,4.9E-324,3.5E-323
63400,0.99935,1.08E-24,1.06E-46,6.38E-59,1.59E-103,4.9E-324,3.5E-323
63500,0.9992,9.80E-25,8.70E-47,5.06E-59,1.06E-103,4.9E-324,3.5E-323
63600,0.998918,8.89E-25,7.16E-47,4.02E-59,7.12E-104,4.9E-324,3.5E-323
63700,0.999363,8.07E-25,5.89E-47,3.19E-59,4.77E-104,4.9E-324,3.5E-323
63800,0.999849,7.33E-25,4.85E-47,2.54E-59,3.19E-104,4.9E-324,3.5E-323
63900,0.998424,6.64E-25,3.99E-47,2.01E-59,2.14E-104,4.9E-324,3.5E-323
64000,0.99777,6.02E-25,3.28E-47,1.60E-59,1.43E-104,4.9E-324,3.5E-323
64100,0.999411,5.47E-25,2.70E-47,1.27E-59,9.57E-105,4.9E-324,3.5E-323
64200,0.997798,4.95E-25,2.22E-47,1.01E-59,6.40E-105,4.9E-324,3.5E-323
