name,stra.13321,stra.13442,stra.13453,stra.13563,stra.13684,stra.14642,stra.14153
8300,0.792066,0.162998,0.00130456,0.000761587,1.24E-07,4.9E-324,5.67E-148
8400,0.807865,0.150892,0.0010956,0.00061741,8.50E-08,4.9E-324,8.21E-151
8500,0.821141,0.139279,0.000917915,0.000499325,5.80E-08,4.9E-324,1.17E-153
8600,0.835533,0.128645,0.000769661,0.000403948,3.96E-08,4.9E-324,1.66E-156
8700,0.848339,0.118647,0.000644365,0.000326454,2.70E-08,4.9E-324,2.32E-159
8800,0.860361,0.109211,0.000538402,0.000263139,1.84E-08,4.9E-324,3.19E-162
8900,0.871503,0.100394,0.000448731,0.000211795,1.25E-08,4.9E-324,4.33E-165
9000,0.881654,0.092179,0.000373813,0.000170288,8.48E-09,4.9E-324,5.83E-168
9100,0.89149,0.0845952,0.000311243,0.000136846,5.75E-09,4.9E-324,7.78E-171
9200,0.900067,0.0775215,0.000258631,0.000109808,3.89E-09,4.9E-324,1.03E-173
9300,0.908277,0.0709847,0.000214846,8.80E-05,2.63E-09,4.9E-324,1.35E-176
9400,0.91543,0.0649256,0.000178346,7.05E-05,1.78E-09,4.9E-324,1.75E-179
9500,0.923188,0.0594183,0.000148064,5.65E-05,1.20E-09,4.9E-324,2.27E-182
9600,0.929617,0.054296,0.000122758,4.52E-05,8.11E-10,4.9E-324,2.92E-185
9700,0.935438,0.0495785,0.000101642,3.61E-05,5.47E-10,4.9E-324,3.72E-188
9800,0.940906,0.0452476,8.42E-05,2.89E-05,3.68E-10,4.9E-324,4.72E-191
9900,0.945274,0.0412432,6.96E-05,2.30E-05,2.48E-10,4.9E-324,5.96E-194
10000,0.949789,0.0376045,5.76E-05,1.84E-05,1.67E-10,4.9E-324,7.52E-197
10100,0.954216,0.0342731,4.76E-05,1.47E-05,1.12E-10,4.9E-324,9.41E-200
10200,0.957797,0.031215,3.93E-05,1.17E-05,7.54E-11,4.9E-324,1.17E-202
10300,0.961794,0.028445,3.25E-05,9.32E-06,5.08E-11,4.9E-324,1.46E-205
10400,0.965342,0.0259052,2.69E-05,7.43E-06,3.41E-11,4.9E-324,1.81E-208
10500,0.968093,0.0235654,2.22E-05,5.91E-06,2.29E-11,4.9E-324,2.24E-211
10600,0.971363,0.0214501,1.83E-05,4.71E-06,1.54E-11,4.9E-324,2.75E-214
10700,0.972979,0.019495,1.51E-05,3.75E-06,1.03E-11,4.9E-324,3.37E-217
10800,0.97591,0.0177418,1.25E-05,2.98E-06,6.93E-12,4.9E-324,4.14E-220
10900,0.977493,0.0161253,1.03E-05,2.37E-06,4.65E-12,4.9E-324,5.07E-223
11000,0.977646,0.0146319,8.45E-06,1.89E-06,3.11E-12,4.9E-324,6.19E-226
11100,0.98159,0.013328,6.98E-06,1.50E-06,2.09E-12,4.9E-324,7.57E-229
11200,0.983002,0.0121094,5.76E-06,1.20E-06,1.40E-12,4.9E-324,9.24E-232
11300,0.984548,0.0110049,4.74E-06,9.51E-07,9.41E-13,4.9E-324,1.12E-234
11400,0.986075,0.00999813,3.91E-06,7.56E-07,6.31E-13,4.9E-324,1.36E-237
11500,0.987201,0.00908142,3.22E-06,6.01E-07,4.23E-13,4.9E-324,1.65E-240
11600,0.988255,0.00825102,2.66E-06,4.78E-07,2.84E-13,4.9E-324,2.01E-243
11700,0.989487,0.00749664,2.19E-06,3.80E-07,1.90E-13,4.9E-324,2.44E-246
11800,0.990429,0.00680635,1.80E-06,3.02E-07,1.27E-13,4.9E-324,2.95E-249
11900,0.99048,0.00617477,1.48E-06,2.40E-07,8.53E-14,4.9E-324,3.56E-252
12000,0.991372,0.0056076,1.22E-06,1.91E-07,5.72E-14,4.9E-324,4.31E-255
12100,0.991349,0.00508808,1.01E-06,1.51E-07,3.83E-14,4.9E-324,5.20E-258
12200,0.991639,0.00461673,8.27E-07,1.20E-07,2.56E-14,4.9E-324,6.25E-261
12300,0.993787,0.00419996,6.83E-07,9.57E-08,1.72E-14,4.9E-324,7.56E-264
12400,0.993947,0.00381111,5.62E-07,7.60E-08,1.15E-14,4.9E-324,9.11E-267
12500,0.993337,0.00345516,4.62E-07,6.03E-08,7.71E-15,4.9E-324,1.09E-269
12600,0.995135,0.00313997,3.81E-07,4.79E-08,5.17E-15,4.9E-324,1.31E-272
12700,0.994646,0.0028475,0.000853607,3.81E-08,3.46E-15,4.9E-324,1.58E-275
12800,0.995255,0.0025878,0.000703593,3.03E-08,2.32E-15,4.9E-324,1.92E-278
12900,0.99581,0.00234947,0.00057966,2.41E-08,1.56E-15,4.9E-324,2.31E-281
13000,0.996029,0.00213204,0.000477271,1.91E-08,1.04E-15,4.9E-324,2.78E-284
13100,0.996622,0.00193548,0.000393071,1.52E-08,6.98E-16,4.9E-324,3.35E-287
13200,0.996837,0.00175641,0.000323473,1.21E-08,4.68E-16,4.9E-324,4.03E-290
13300,0.995608,0.00159136,0.000265842,9.56E-09,3.12E-16,4.9E-324,4.85E-293
13400,0.996561,0.00144497,0.000219027,7.60E-09,2.09E-16,4.9E-324,5.84E-296
13500,0.997711,0.00131289,0.000180506,6.04E-09,1.40E-16,4.9E-324,7.03E-299
13600,0.997596,0.00119112,0.000148621,4.80E-09,9.40E-17,4.9E-324,8.45E-302
13700,0.997152,0.00108027,0.000122285,3.81E-09,6.29E-17,4.9E-324,1.01E-304
13800,0.998026,0.000980997,0.000100699,3.03E-09,4.22E-17,4.9E-324,1.22E-307
13900,0.997776,0.000889783,8.28E-05,2.40E-09,2.82E-17,4.9E-324,1.45920016876394E-310
14000,0.998527,0.000808236,6.82E-05,1.91E-09,1.89E-17,4.9E-324,1.7608283476E-313
14100,0.99879,0.000733423,5.61E-05,1.52E-09,1.27E-17,4.9E-324,2.10773696E-316
14200,0.998919,0.000665574,4.62E-05,1.21E-09,8.49E-18,4.9E-324,2.53026E-319
14300,0.99755,0.000602973,3.80E-05,9.56E-10,5.68E-18,4.9E-324,3.1E-322
14400,0.999043,0.000547926,3.13E-05,7.60E-10,3.81E-18,4.9E-324,3.5E-323
14500,0.998067,0.000496644,2.57E-05,6.03E-10,2.55E-18,4.9E-324,3.5E-323
14600,0.99761,0.000450452,2.12E-05,4.79E-10,1.71E-18,4.9E-324,3.5E-323
14700,0.998944,0.000409286,1.75E-05,3.81E-10,1.14E-18,4.9E-324,3.5E-323
14800,0.998428,0.000371209,1.44E-05,3.02E-10,7.66E-19,4.9E-324,3.5E-323
14900,0.997114,0.000336361,1.18E-05,2.40E-10,5.12E-19,4.9E-324,3.5E-323
15000,0.997631,0.000305243,9.72E-06,1.90E-10,3.43E-19,4.9E-324,3.5E-323
15100,0.998133,0.000277096,8.01E-06,1.51E-10,2.30E-19,4.9E-324,3.5E-323
15200,0.999136,0.000251632,6.59E-06,1.20E-10,1.54E-19,4.9E-324,3.5E-323
15300,0.998621,0.000228161,5.42E-06,9.54E-11,1.03E-19,4.9E-324,3.5E-323
15400,0.999083,0.000207097,4.46E-06,7.58E-11,6.89E-20,4.9E-324,3.5E-323
15500,0.999529,0.000187982,3.67E-06,6.02E-11,4.62E-20,4.9E-324,3.5E-323
15600,0.998899,0.000170396,3.02E-06,4.77E-11,3.09E-20,4.9E-324,3.5E-323
15700,0.999393,0.000154675,2.48E-06,3.79E-11,2.07E-20,4.9E-324,3.5E-323
15800,0.999611,0.000140368,2.04E-06,3.01E-11,1.38E-20,4.9E-324,3.5E-323
15900,0.999761,0.000127378,1.68E-06,2.39E-11,9.28E-21,4.9E-324,3.5E-323
16000,0.999089,0.000115506,1.38E-06,1.90E-11,6.21E-21,4.9E-324,3.5E-323
16100,0.999361,0.000104812,1.14E-06,1.51E-11,4.16E-21,4.9E-324,3.5E-323
16200,0.999399,9.51E-05,9.38E-07,1.20E-11,2.78E-21,4.9E-324,3.5E-323
16300,0.99849,8.62E-05,7.71E-07,9.50E-12,1.86E-21,4.9E-324,3.5E-323
16400,0.99906,7.83E-05,6.35E-07,7.55E-12,1.25E-21,4.9E-324,3.5E-323
16500,0.998534,7.10E-05,5.22E-07,5.99E-12,8.35E-22,4.9E-324,3.5E-323
16600,0.999585,6.44E-05,4.30E-07,4.76E-12,5.59E-22,4.9E-324,3.5E-323
16700,0.999421,5.85E-05,3.54E-07,3.78E-12,3.74E-22,4.9E-324,3.5E-323
16800,0.999484,5.31E-05,2.92E-07,3.00E-12,2.51E-22,4.9E-324,3.5E-323
16900,0.999868,4.81E-05,2.40E-07,2.38E-12,1.68E-22,4.9E-324,3.5E-323
17000,0.999903,4.37E-05,1.97E-07,1.89E-12,1.12E-22,4.9E-324,3.5E-323
17100,0.998954,3.96E-05,1.62E-07,1.50E-12,7.53E-23,4.9E-324,3.5E-323
17200,0.999399,3.60E-05,1.34E-07,1.19E-12,5.04E-23,4.9E-324,3.5E-323
17300,0.999726,3.26E-05,1.10E-07,9.49E-13,3.38E-23,4.9E-324,3.5E-323
17400,0.999738,2.96E-05,9.06E-08,7.54E-13,2.26E-23,4.9E-324,3.5E-323
17500,0.999672,2.69E-05,7.46E-08,5.98E-13,1.51E-23,4.9E-324,3.5E-323
17600,0.999638,2.44E-05,6.14E-08,4.75E-13,1.01E-23,4.9E-324,3.5E-323
17700,0.999083,2.21E-05,5.05E-08,3.77E-13,6.78E-24,4.9E-324,3.5E-323
17800,0.999879,2.01E-05,4.16E-08,3.00E-13,4.55E-24,4.9E-324,3.5E-323
17900,0.999936,1.82E-05,3.42E-08,2.38E-13,3.04E-24,4.9E-324,3.5E-323
18000,0.998851,1.65E-05,2.81E-08,1.89E-13,2.03E-24,4.9E-324,3.5E-323
18100,0.999521,1.50E-05,2.31E-08,1.50E-13,1.36E-24,4.9E-324,3.5E-323
18200,0.999964,1.36E-05,1.91E-08,1.19E-13,9.14E-25,4.9E-324,3.5E-323
18300,0.999966,1.23E-05,1.57E-08,9.47E-14,6.13E-25,4.9E-324,3.5E-323
18400,0.99905,1.12E-05,1.29E-08,7.51E-14,4.10E-25,4.9E-324,3.5E-323
18500,0.999599,1.02E-05,1.06E-08,5.97E-14,2.74E-25,4.9E-324,3.5E-323
18600,0.999615,9.22E-06,8.74E-09,4.74E-14,1.84E-25,4.9E-324,3.5E-323
18700,0.999979,8.37E-06,7.20E-09,3.77E-14,1.23E-25,4.9E-324,3.5E-323
18800,0.999956,7.59E-06,5.92E-09,2.99E-14,8.25E-26,4.9E-324,3.5E-323
18900,0.999485,6.89E-06,4.87E-09,2.37E-14,5.52E-26,4.9E-324,3.5E-323
19000,0.999386,6.25E-06,4.01E-09,1.88E-14,3.70E-26,4.9E-324,3.5E-323
19100,0.999878,5.67E-06,3.30E-09,1.50E-14,2.47E-26,4.9E-324,3.5E-323
19200,0.999447,5.14E-06,2.71E-09,1.19E-14,1.66E-26,4.9E-324,3.5E-323
19300,0.999338,4.66E-06,2.23E-09,9.43E-15,1.11E-26,4.9E-324,3.5E-323
19400,0.999968,4.23E-06,1.84E-09,7.50E-15,7.43E-27,4.9E-324,3.5E-323
19500,0.998791,3.84E-06,1.51E-09,5.94E-15,4.96E-27,4.9E-324,3.5E-323
19600,0.999678,3.49E-06,1.25E-09,4.73E-15,3.33E-27,4.9E-324,3.5E-323
19700,0.999667,3.16E-06,1.03E-09,3.75E-15,2.23E-27,4.9E-324,3.5E-323
19800,0.999484,2.87E-06,8.45E-10,2.98E-15,1.49E-27,4.9E-324,3.5E-323
19900,0.999859,2.61E-06,6.96E-10,2.37E-15,1.00E-27,4.9E-324,3.5E-323
20000,0.998244,2.36E-06,5.72E-10,1.88E-15,6.69E-28,4.9E-324,3.5E-323
20100,0.99919,2.14E-06,4.71E-10,1.49E-15,4.49E-28,4.9E-324,3.5E-323
20200,0.999908,1.95E-06,3.87E-10,1.19E-15,3.01E-28,4.9E-324,3.5E-323
20300,0.999725,1.77E-06,3.19E-10,9.42E-16,2.01E-28,4.9E-324,3.5E-323
20400,0.999924,1.60E-06,2.63E-10,7.49E-16,1.35E-28,4.9E-324,3.5E-323
20500,0.999072,1.45E-06,2.16E-10,5.94E-16,9.02E-29,4.9E-324,3.5E-323
20600,0.999272,1.32E-06,1.78E-10,4.72E-16,6.04E-29,4.9E-324,3.5E-323
20700,0.99968,1.20E-06,1.47E-10,3.75E-16,4.05E-29,4.9E-324,3.5E-323
20800,0.999248,1.09E-06,1.20E-10,2.98E-16,2.71E-29,4.9E-324,3.5E-323
20900,0.998906,9.85E-07,9.91E-11,2.36E-16,1.81E-29,4.9E-324,3.5E-323
21000,0.997691,8.92E-07,8.14E-11,1.87E-16,1.21E-29,4.9E-324,3.5E-323
21100,0.998343,8.10E-07,6.71E-11,1.49E-16,8.11E-30,4.9E-324,3.5E-323
21200,0.997135,7.34E-07,5.52E-11,1.18E-16,5.42E-30,4.9E-324,3.5E-323
21300,0.998987,6.67E-07,4.55E-11,9.37E-17,3.63E-30,4.9E-324,3.5E-323
21400,0.998895,6.05E-07,3.74E-11,7.44E-17,2.43E-30,4.9E-324,3.5E-323
21500,0.999564,5.49E-07,3.08E-11,5.92E-17,1.63E-30,4.9E-324,3.5E-323
21600,0.999721,4.99E-07,2.54E-11,4.70E-17,1.09E-30,4.9E-324,3.5E-323
21700,0.999783,4.52E-07,2.09E-11,3.73E-17,7.30E-31,4.9E-324,2.48E-05
21800,0.999237,4.10E-07,1.72E-11,2.96E-17,4.89E-31,4.9E-324,2.98E-08
21900,0.999355,3.72E-07,1.41E-11,2.35E-17,3.28E-31,4.9E-324,3.59E-11
22000,0.999808,3.38E-07,1.16E-11,1.87E-17,2.20E-31,4.9E-324,4.32E-14
22100,0.999226,3.06E-07,9.58E-12,1.48E-17,1.47E-31,4.9E-324,5.17E-17
22200,0.999731,2.78E-07,7.88E-12,1.18E-17,9.83E-32,4.9E-324,6.17E-20
22300,0.998752,2.52E-07,6.48E-12,9.35E-18,6.58E-32,4.9E-324,7.39E-23
22400,0.999706,2.29E-07,5.34E-12,7.42E-18,4.40E-32,4.9E-324,8.86E-26
22500,0.999387,2.08E-07,4.39E-12,5.89E-18,2.94E-32,4.9E-324,1.06E-28
22600,0.999837,1.88E-07,3.62E-12,4.68E-18,1.97E-32,4.9E-324,1.26E-31
22700,0.997437,1.71E-07,2.97E-12,3.71E-18,1.32E-32,4.9E-324,1.51E-34
22800,0.998355,1.55E-07,2.44E-12,2.95E-18,8.83E-33,4.9E-324,1.82E-37
22900,0.999116,1.41E-07,2.01E-12,2.34E-18,5.91E-33,4.9E-324,2.17E-40
23000,0.999005,1.28E-07,1.66E-12,1.86E-18,3.96E-33,4.9E-324,2.61E-43
23100,0.99868,1.16E-07,1.36E-12,1.47E-18,2.65E-33,4.9E-324,3.12E-46
23200,0.998986,1.05E-07,1.12E-12,1.17E-18,1.77E-33,4.9E-324,3.75E-49
23300,0.999343,9.53E-08,9.23E-13,9.30E-19,1.19E-33,4.9E-324,4.50E-52
23400,0.999362,8.64E-08,7.60E-13,7.38E-19,7.94E-34,4.9E-324,5.39E-55
23500,0.999667,7.84E-08,6.25E-13,5.86E-19,5.32E-34,4.9E-324,6.47E-58
23600,0.998868,7.11E-08,5.14E-13,4.65E-19,3.56E-34,4.9E-324,7.76E-61
23700,0.99777,6.44E-08,4.23E-13,3.69E-19,2.38E-34,4.9E-324,9.30E-64
23800,0.999066,5.85E-08,3.48E-13,2.93E-19,1.60E-34,4.9E-324,1.12E-66
23900,0.999108,5.31E-08,2.87E-13,2.33E-19,1.07E-34,4.9E-324,1.35E-69
24000,0.999838,4.82E-08,2.36E-13,1.85E-19,7.16E-35,4.9E-324,1.62E-72
24100,0.998272,4.37E-08,1.94E-13,1.47E-19,4.78E-35,4.9E-324,1.93E-75
24200,0.999921,3.97E-08,1.60E-13,1.17E-19,3.21E-35,4.9E-324,2.32E-78
24300,0.999135,3.60E-08,1.32E-13,9.27E-20,2.15E-35,4.9E-324,2.78E-81
24400,0.998653,3.27E-08,1.08E-13,7.36E-20,1.44E-35,4.9E-324,3.35E-84
24500,0.9995,2.97E-08,8.91E-14,5.85E-20,9.64E-36,4.9E-324,4.03E-87
24600,0.999734,2.69E-08,7.34E-14,4.64E-20,6.46E-36,4.9E-324,4.84E-90
24700,0.999709,2.44E-08,6.04E-14,3.69E-20,4.33E-36,4.9E-324,5.81E-93
24800,0.998455,2.21E-08,4.97E-14,2.92E-20,2.89E-36,4.9E-324,6.96E-96
24900,0.999264,2.01E-08,4.09E-14,2.32E-20,1.93E-36,4.9E-324,8.33E-99
25000,0.999049,1.82E-08,3.36E-14,1.84E-20,1.29E-36,4.9E-324,9.97E-102
25100,0.999553,1.65E-08,2.77E-14,1.46E-20,8.66E-37,4.9E-324,1.20E-104
25200,0.999182,1.50E-08,2.27E-14,1.16E-20,5.80E-37,4.9E-324,1.43E-107
25300,0.999159,1.36E-08,1.87E-14,9.23E-21,3.88E-37,4.9E-324,1.72E-110
25400,0.998654,1.23E-08,1.54E-14,7.33E-21,2.60E-37,4.9E-324,2.06E-113
25500,0.999064,1.12E-08,1.27E-14,5.82E-21,1.74E-37,4.9E-324,2.48E-116
25600,0.999154,1.02E-08,1.04E-14,4.63E-21,1.17E-37,4.9E-324,2.98E-119
25700,0.998678,9.22E-09,8.59E-15,3.67E-21,7.81E-38,4.9E-324,3.58E-122
25800,0.999388,8.37E-09,7.07E-15,2.92E-21,5.24E-38,4.9E-324,4.29E-125
25900,0.998945,7.60E-09,5.82E-15,2.32E-21,3.51E-38,4.9E-324,5.16E-128
26000,0.999511,6.89E-09,4.79E-15,1.84E-21,2.35E-38,4.9E-324,6.17E-131
26100,0.999278,6.25E-09,3.94E-15,1.46E-21,1.57E-38,4.9E-324,7.40E-134
26200,0.999064,5.67E-09,3.23E-15,1.16E-21,1.05E-38,4.9E-324,8.86E-137
26300,0.999505,5.15E-09,2.66E-15,9.20E-22,7.03E-39,4.9E-324,1.07E-139
26400,0.999678,4.67E-09,2.19E-15,7.31E-22,4.72E-39,4.9E-324,1.28E-142
26500,0.999114,4.23E-09,1.80E-15,5.80E-22,3.15E-39,4.9E-324,1.53E-145
26600,0.999971,3.85E-09,1.49E-15,4.61E-22,2.11E-39,4.9E-324,1.84E-148
26700,0.999281,3.49E-09,1.22E-15,3.66E-22,1.41E-39,4.9E-324,2.20E-151
26800,0.999916,3.17E-09,1.01E-15,2.91E-22,9.47E-40,4.9E-324,2.64E-154
26900,0.999147,2.87E-09,8.27E-16,2.31E-22,6.34E-40,4.9E-324,3.16E-157
27000,0.999999,2.61E-09,6.82E-16,1.83E-22,4.24E-40,4.9E-324,3.78E-160
27100,0.99957,2.36E-09,5.60E-16,1.45E-22,2.84E-40,4.9E-324,4.51E-163
27200,0.999971,2.14E-09,4.61E-16,1.15E-22,1.90E-40,4.9E-324,5.40E-166
27300,0.999052,1.94E-09,3.79E-16,9.16E-23,1.27E-40,4.9E-324,6.47E-169
27400,0.999768,1.76E-09,3.12E-16,7.27E-23,8.51E-41,4.9E-324,7.73E-172
27500,0.999112,1.60E-09,2.57E-16,5.77E-23,5.69E-41,4.9E-324,9.26E-175
27600,0.999426,1.45E-09,2.11E-16,4.59E-23,3.81E-41,4.9E-324,1.11E-177
27700,0.99963,1.32E-09,1.74E-16,3.64E-23,2.55E-41,4.9E-324,1.34E-180
27800,0.999967,1.20E-09,1.43E-16,2.89E-23,1.71E-41,4.9E-324,1.60E-183
27900,0.999832,1.08E-09,1.18E-16,2.30E-23,1.15E-41,4.9E-324,1.92E-186
28000,0.999983,9.85E-10,9.69E-17,1.83E-23,7.68E-42,4.9E-324,2.31E-189
28100,0.999074,8.92E-10,7.97E-17,1.45E-23,5.14E-42,4.9E-324,2.76E-192
28200,0.999586,8.10E-10,6.56E-17,1.15E-23,3.44E-42,4.9E-324,3.31E-195
28300,0.998863,7.35E-10,5.39E-17,9.13E-24,2.30E-42,4.9E-324,3.97E-198
28400,0.999967,6.67E-10,4.44E-17,7.26E-24,1.54E-42,4.9E-324,4.76E-201
28500,0.999978,6.05E-10,3.66E-17,5.76E-24,1.03E-42,4.9E-324,5.70E-204
28600,0.999077,5.49E-10,3.01E-17,4.57E-24,6.91E-43,4.9E-324,6.82E-207
28700,0.999311,4.98E-10,2.47E-17,3.63E-24,4.62E-43,4.9E-324,8.15E-210
28800,0.998764,4.51E-10,2.03E-17,2.88E-24,3.09E-43,4.9E-324,9.74E-213
28900,0.99988,4.10E-10,1.68E-17,2.29E-24,2.07E-43,4.9E-324,1.17E-215
29000,0.999997,3.72E-10,1.38E-17,1.82E-24,1.39E-43,4.9E-324,1.40E-218
29100,0.999092,3.37E-10,1.13E-17,1.44E-24,9.28E-44,4.9E-324,1.67E-221
29200,0.999455,3.06E-10,9.33E-18,1.15E-24,6.22E-44,4.9E-324,2.00E-224
29300,0.998525,2.77E-10,7.67E-18,9.08E-25,4.16E-44,4.9E-324,2.40E-227
29400,0.999728,2.52E-10,6.32E-18,7.22E-25,2.79E-44,4.9E-324,2.88E-230
29500,0.999466,2.29E-10,5.20E-18,5.73E-25,1.86E-44,4.9E-324,3.45E-233
29600,0.999366,2.07E-10,4.28E-18,4.55E-25,1.25E-44,4.9E-324,4.14E-236
29700,0.999359,1.88E-10,3.52E-18,3.61E-25,8.36E-45,4.9E-324,4.97E-239
29800,0.99928,1.71E-10,2.90E-18,2.87E-25,5.60E-45,4.9E-324,5.95E-242
29900,0.999115,1.55E-10,2.38E-18,2.28E-25,3.74E-45,4.9E-324,7.13E-245
30000,0.99969,1.40E-10,1.96E-18,1.81E-25,2.51E-45,4.9E-324,8.57E-248
30100,0.999309,1.27E-10,1.61E-18,1.44E-25,1.68E-45,4.9E-324,1.02E-250
30200,0.99892,1.16E-10,1.33E-18,1.14E-25,1.12E-45,4.9E-324,1.23E-253
30300,0.999388,1.05E-10,1.09E-18,9.05E-26,7.51E-46,4.9E-324,1.47E-256
30400,0.999023,9.51E-11,9.00E-19,7.18E-26,5.02E-46,4.9E-324,1.75E-259
30500,0.999331,8.63E-11,7.41E-19,5.70E-26,3.37E-46,4.9E-324,2.11E-262
30600,0.999806,7.83E-11,6.10E-19,4.53E-26,2.25E-46,4.9E-324,2.53E-265
30700,0.999981,7.11E-11,5.02E-19,3.60E-26,1.51E-46,4.9E-324,3.03E-268
30800,0.998952,6.44E-11,4.12E-19,2.85E-26,1.01E-46,4.9E-324,3.62E-271
30900,0.99996,5.85E-11,3.40E-19,2.27E-26,6.77E-47,4.9E-324,4.35E-274
31000,0.999254,5.31E-11,2.79E-19,1.80E-26,4.53E-47,4.9E-324,5.21E-277
31100,0.999225,4.81E-11,2.30E-19,1.43E-26,3.03E-47,4.9E-324,6.24E-280
31200,0.999756,4.37E-11,1.89E-19,1.13E-26,2.03E-47,4.9E-324,7.49E-283
31300,0.998551,3.96E-11,1.55E-19,8.99E-27,1.35E-47,4.9E-324,8.95E-286
31400,0.99832,3.59E-11,1.28E-19,7.14E-27,9.07E-48,4.9E-324,1.08E-288
31500,0.999013,3.26E-11,1.05E-19,5.68E-27,6.08E-48,4.9E-324,1.29E-291
31600,0.998925,2.96E-11,8.67E-20,4.51E-27,4.07E-48,4.9E-324,1.56E-294
31700,0.998916,2.68E-11,7.13E-20,3.58E-27,2.73E-48,4.9E-324,1.87E-297
31800,0.999046,2.43E-11,5.87E-20,2.84E-27,1.82E-48,4.9E-324,2.24E-300
31900,0.999798,2.21E-11,4.84E-20,2.26E-27,1.22E-48,4.9E-324,2.69E-303
32000,0.999947,2.01E-11,3.98E-20,1.79E-27,8.18E-49,4.9E-324,3.22E-306
32100,0.999617,1.82E-11,3.27E-20,1.42E-27,5.48E-49,4.9E-324,0.00E+00
32200,0.999975,1.65E-11,2.69E-20,1.13E-27,3.67E-49,4.9E-324,4.62290261663E-312
32300,0.999829,1.50E-11,2.22E-20,8.98E-28,2.46E-49,4.9E-324,5.53575522E-315
32400,0.99899,1.36E-11,1.82E-20,7.12E-28,1.64E-49,4.9E-324,6.63784E-318
32500,0.999481,1.23E-11,1.50E-20,5.66E-28,1.10E-49,4.9E-324,7.954E-321
32600,0.999946,1.12E-11,1.23E-20,4.50E-28,7.38E-50,4.9E-324,3.5E-323
32700,0.999992,1.02E-11,1.02E-20,3.57E-28,4.94E-50,4.9E-324,3.5E-323
32800,0.999211,9.21E-12,8.35E-21,2.83E-28,3.31E-50,4.9E-324,3.5E-323
32900,0.999992,8.36E-12,6.87E-21,2.25E-28,2.22E-50,4.9E-324,3.5E-323
33000,0.999936,7.58E-12,5.66E-21,1.79E-28,1.48E-50,4.9E-324,3.5E-323
33100,0.999959,6.88E-12,4.65E-21,1.42E-28,9.93E-51,4.9E-324,3.5E-323
33200,0.999351,6.24E-12,3.83E-21,1.13E-28,6.65E-51,4.9E-324,3.5E-323
33300,0.999968,5.66E-12,3.15E-21,8.96E-29,4.45E-51,4.9E-324,3.5E-323
33400,0.999905,5.14E-12,2.60E-21,7.11E-29,2.98E-51,4.9E-324,3.5E-323
33500,0.999411,4.66E-12,2.14E-21,5.65E-29,2.00E-51,4.9E-324,3.5E-323
33600,0.999089,4.23E-12,1.76E-21,4.48E-29,1.34E-51,4.9E-324,3.5E-323
33700,0.999891,3.84E-12,1.45E-21,3.56E-29,8.96E-52,4.9E-324,3.5E-323
33800,0.999002,3.48E-12,1.19E-21,2.83E-29,5.99E-52,4.9E-324,3.5E-323
33900,0.999453,3.16E-12,9.81E-22,2.25E-29,4.01E-52,4.9E-324,3.5E-323
34000,0.999631,2.87E-12,8.07E-22,1.78E-29,2.69E-52,4.9E-324,3.5E-323
34100,0.999868,2.60E-12,6.65E-22,1.42E-29,1.80E-52,4.9E-324,3.5E-323
34200,0.999994,2.36E-12,5.47E-22,1.13E-29,1.21E-52,4.9E-324,3.5E-323
34300,0.999838,2.14E-12,4.50E-22,8.93E-30,8.07E-53,4.9E-324,3.5E-323
34400,0.998985,1.94E-12,3.70E-22,7.09E-30,5.40E-53,4.9E-324,3.5E-323
34500,0.998829,1.76E-12,3.04E-22,5.62E-30,3.61E-53,4.9E-324,3.5E-323
34600,0.999547,1.60E-12,2.51E-22,4.47E-30,2.42E-53,4.9E-324,3.5E-323
34700,0.997979,1.45E-12,2.06E-22,3.54E-30,1.62E-53,4.9E-324,3.5E-323
34800,0.999471,1.32E-12,1.70E-22,2.82E-30,1.09E-53,4.9E-324,3.5E-323
34900,0.999826,1.19E-12,1.40E-22,2.24E-30,7.27E-54,4.9E-324,3.5E-323
35000,0.99896,1.08E-12,1.15E-22,1.78E-30,4.86E-54,4.9E-324,3.5E-323
35100,0.999941,9.83E-13,9.46E-23,1.41E-30,3.26E-54,4.9E-324,3.5E-323
35200,0.998643,8.91E-13,7.78E-23,1.12E-30,2.18E-54,4.9E-324,3.5E-323
35300,0.999328,8.09E-13,6.41E-23,8.89E-31,1.46E-54,4.9E-324,3.5E-323
35400,0.999015,7.34E-13,5.27E-23,7.06E-31,9.77E-55,4.9E-324,3.5E-323
35500,0.998035,6.65E-13,4.33E-23,5.60E-31,6.53E-55,4.9E-324,3.5E-323
35600,0.998984,6.04E-13,3.57E-23,4.45E-31,4.37E-55,4.9E-324,3.5E-323
35700,0.999093,5.48E-13,2.94E-23,3.53E-31,2.93E-55,4.9E-324,3.5E-323
35800,0.999665,4.97E-13,2.42E-23,2.81E-31,1.96E-55,4.9E-324,3.5E-323
35900,0.999589,4.51E-13,1.99E-23,2.23E-31,1.31E-55,4.9E-324,3.5E-323
36000,0.999652,4.10E-13,1.64E-23,1.77E-31,8.80E-56,4.9E-324,3.5E-323
36100,0.999284,3.71E-13,1.35E-23,1.41E-31,5.89E-56,4.9E-324,3.5E-323
36200,0.999635,3.37E-13,1.11E-23,1.12E-31,3.94E-56,4.9E-324,3.5E-323
36300,0.999906,3.06E-13,9.12E-24,8.87E-32,2.64E-56,4.9E-324,3.5E-323
