name,stra.13321,stra.14642
119,4.725034859967236E-21,5.5420770051169424E-5
120,3.207299900420034E-21,5.581693472350826E-5
121,2.176274092851614E-21,5.621644566594833E-5
122,1.4761466464563034E-21,5.661932494374412E-5
123,1.0008976957764022E-21,5.702559510363613E-5
124,6.784166379423393E-22,5.743527917385589E-5
125,4.596764038468497E-22,5.7848400664479986E-5
126,3.1135734761954766E-22,5.826498356812283E-5
127,2.1082370695104598E-22,5.868505236095643E-5
128,1.4270375043077794E-22,5.9108632004049284E-5
129,9.656263482205261E-23,5.953574794501516E-5
130,6.531948284088301E-23,5.996642611996513E-5
131,4.417111652751802E-23,6.040069295575402E-5
132,2.986057014815209E-23,6.0838575372518757E-5
133,2.0180128784860524E-23,6.128010078649862E-5
134,1.3633830872733886E-23,6.172529711313747E-5
135,9.208353575909959E-24,6.217419277045824E-5
136,6.2175336532127516E-24,6.262681668271112E-5
137,4.1968969759520624E-24,6.308319828428853E-5
138,2.8321378328028765E-24,6.354336752390538E-5
139,1.9106373324059142E-24,6.400735486904237E-5
140,1.288610867853909E-24,6.447519131064985E-5
141,8.688540192702675E-25,6.494690836811038E-5
142,5.856729270168633E-25,6.542253809445995E-5
143,3.946831520188002E-25,6.590211308186568E-5
144,2.6590647021596485E-25,6.638566646736048E-5
145,1.7910093553715192E-25,6.687323193883403E-5
146,1.2060273892794499E-25,6.736484374127871E-5
147,8.119112714815161E-26,6.786053668329532E-5
148,5.464541790594104E-26,6.836034614385367E-5
149,3.677006473502515E-26,6.88643080793131E-5
150,2.4736153240191386E-26,6.937245903070246E-5
151,1.66367581558685E-26,6.988483613126288E-5
152,1.118679418121315E-26,7.040147711425188E-5
153,7.520463566862441E-27,7.092242032101532E-5
154,5.054604685303254E-27,7.144770470932564E-5
155,3.396526332603058E-27,7.197736986199173E-5
156,2.2818629394717958E-27,7.251145599574306E-5
157,1.5326834257564344E-27,7.305000397038949E-5
158,1.029260366357297E-27,7.359305529826203E-5
159,6.910499720258339E-28,7.414065215393888E-5
160,4.638810090780387E-28,7.469283738425767E-5
161,3.113279962668153E-28,7.52496545186225E-5
162,2.0890349232865855E-28,7.581114777960646E-5
163,1.4014920874899053E-28,7.637736209385776E-5
164,9.400576775364332E-29,7.69483431033113E-5
165,6.304326774801372E-29,7.752413717671448E-5
166,4.227121687578694E-29,7.810479142146968E-5
167,2.833831655840346E-29,7.869035369580274E-5
168,1.899450771054019E-29,7.928087262126039E-5
169,1.272940664387353E-29,7.987639759554616E-5
170,8.529347691628451E-30,8.047697880569919E-5
171,5.714160366700328E-30,8.108266724162512E-5
172,3.8275368343243476E-30,8.169351470998449E-5
173,2.5634099934971774E-30,8.230957384844958E-5
174,1.716524046374901E-30,8.293089814033381E-5
175,1.1492544968315955E-30,8.355754192960559E-5
176,7.693401592456414E-31,8.418956043629393E-5
177,5.1494142282690035E-31,8.48270097722949E-5
178,3.4461632376856005E-31,8.546994695758921E-5
179,2.305970796743304E-31,8.611842993688052E-5
180,1.5428121353050472E-31,8.677251759666442E-5
181,1.0320836864247058E-31,8.743226978273844E-5
182,6.903363431167707E-32,8.809774731816736E-5
183,4.616914655125698E-32,8.876901202170982E-5
184,3.087376278450186E-32,8.944612672672308E-5
185,2.0643113709094828E-32,9.012915530055623E-5
186,1.3800985052956408E-32,9.081816266444453E-5
187,9.22561898099911E-33,9.151321481391895E-5
188,6.1664156621515E-33,9.22143788397449E-5
189,4.121195644720837E-33,9.292172294940367E-5
190,2.7540265346861107E-33,9.363531648913235E-5
191,1.8402157976862336E-33,9.435522996653544E-5
192,1.229494035844491E-33,9.508153507378941E-5
193,8.213767841665897E-34,9.5814304711449E-5
194,5.486786124953681E-34,9.65536130128792E-5
195,3.6648359062218755E-34,9.729953536932766E-5
196,2.4476719473156067E-34,9.805214845565654E-5
197,1.634614474550376E-34,9.881153025675162E-5
198,1.0915463960477335E-34,9.957776009463008E-5
199,7.288448088657525E-35,1.0035091865626915E-4
200,4.866258871401458E-35,1.0113108802216886E-4
201,3.2488069325267047E-35,1.0191835169568371E-4
202,2.168814562191811E-35,1.0271279463313397E-4
203,1.4477448584623876E-35,1.0351450327472735E-4
204,9.663490081713023E-36,1.043235655763128E-4
205,6.449849964298727E-36,1.051400710419935E-4
206,4.3046725581387754E-36,1.0596411075762329E-4
207,2.8728093344498843E-36,1.0679577742521518E-4
208,1.9171271893224704E-36,1.0763516539829144E-4
209,1.2793040118425878E-36,1.0848237071820174E-4
210,8.536435828857019E-37,1.0933749115144143E-4
211,5.695877659892616E-37,1.1020062622800251E-4
212,3.800382002301086E-37,1.1107187728078866E-4
213,2.535581965832338E-37,1.1195134748612787E-4
214,1.6916602040271629E-37,1.128391419054211E-4
215,1.1285867976416052E-37,1.1373536752795906E-4
216,7.529123688248511E-38,1.1464013331494903E-4
217,5.022764461972118E-38,1.1555355024478815E-4
218,3.3506679551221613E-38,1.1647573135962835E-4
219,2.235174613623563E-38,1.1740679181326958E-4
220,1.491022831919139E-38,1.1834684892043286E-4
221,9.946062797512744E-39,1.192960222074503E-4
222,6.634580391073879E-39,1.2025443346442905E-4
223,4.4256022979889E-39,1.2122220679893315E-4
224,2.9520877908250415E-39,1.2219946869123415E-4
225,1.969180021813153E-39,1.2318634805118828E-4
226,1.3135365182724493E-39,1.2418297627679308E-4
227,8.761950072133724E-40,1.2518948731448274E-4
228,5.844705170587463E-40,1.262060177212204E-4
229,3.898782235657502E-40,1.2723270672845185E-4
230,2.6007656059878336E-40,1.2826969630798756E-4
231,1.7349247658644247E-40,1.293171312398759E-4
232,1.1573604001042063E-40,1.303751591823427E-4
233,7.720874172197071E-41,1.3144393074387032E-4
234,5.150810433056049E-41,1.3252359955748946E-4
235,3.436348899449651E-41,1.336143223573685E-4
236,2.2926243230802865E-41,1.347162590577788E-4
237,1.5296211086612147E-41,1.3582957283452538E-4
238,1.0205905625758636E-41,1.369544302089328E-4
239,6.809846471273978E-42,1.3809100113448006E-4
240,4.5440445387985654E-42,1.3923945908618195E-4
241,3.032275976038405E-42,1.4039998115282094E-4
242,2.0235650358759916E-42,1.415727481321324E-4
243,1.3504836238142578E-42,1.427579446290613E-4
244,9.013357926867675E-43,1.4395575915720005E-4
245,6.0160368550392045E-43,1.451663842435315E-4
246,4.0157103377057154E-43,1.4639001653660164E-4
247,2.6806724022541835E-43,1.4762685691826005E-4
248,1.789600309865114E-43,1.488771106190978E-4
249,1.1948152639304107E-43,1.501409873377327E-4
250,7.977730771760051E-44,1.5141870136409197E-4
251,5.327131083165535E-44,1.5271047170684767E-4
252,3.557494949025661E-44,1.5401652222517013E-4
253,2.375929887552789E-44,1.553370817649755E-4
254,1.586948743885846E-44,1.566723842998404E-4
255,1.0600678732703765E-44,1.5802266907677902E-4
256,7.081862580781594E-45,1.5938818076707692E-4
257,4.731577261152487E-45,1.6076916962238523E-4
258,3.161626603300618E-45,1.6216589163629827E-4
259,2.1128225096525147E-45,1.6357860871163586E-4
260,1.4120980713952615E-45,1.6500758883366726E-4
261,9.438820703633865E-46,1.6645310624952914E-4
262,6.309911744450236E-46,1.6791544165409663E-4
263,4.218743884575361E-46,1.6939488238257766E-4
264,2.820973686112014E-46,1.708917226101234E-4
265,1.886568575335322E-46,1.7240626355874837E-4
266,1.2618436549958214E-46,1.7393881371188295E-4
267,8.441111045100615E-47,1.7548968903688555E-4
268,5.647503799326779E-47,1.7705921321586055E-4
269,3.7790101719994903E-47,1.7864771788515409E-4
270,2.5290998621075266E-47,1.8025554288390367E-4
271,1.6928640368547206E-47,1.8188303651205164E-4
272,1.133308588962688E-47,1.8353055579824613E-4
273,7.588328407890786E-48,1.851984667780677E-4
274,5.081802120519319E-48,1.8688714478306732E-4
275,3.4038072228975E-48,1.8859697474109044E-4
276,2.2802876521593403E-48,1.9032835148842338E-4
277,1.5278957197105314E-48,1.9208168009430363E-4
278,1.0239509168259763E-48,1.9385737619836667E-4
279,6.86353546320439E-49,1.9565586636164514E-4
280,4.601526622091155E-49,1.974775884317619E-4
281,3.0856263317545924E-49,1.9932299192298056E-4
282,2.0695413542816606E-49,2.0119253841184605E-4
283,1.3883416255572866E-49,2.030867019491514E-4
284,9.31562810110099E-50,2.0500596948903402E-4
285,6.252067122038627E-50,2.0695084133603766E-4
286,4.196942064072695E-50,2.0892183161103092E-4
287,2.8180088909807014E-50,2.1091946873691227E-4
288,1.89257896016567E-50,2.1294429594509895E-4
289,1.2713647711147714E-50,2.149968718038431E-4
290,8.54266037898906E-51,2.1707777076949297E-4
291,5.741498163280692E-51,2.191875837618582E-4
292,3.859835488312024E-51,2.2132691876493752E-4
293,2.5955310226604597E-51,2.2349640145431584E-4
294,1.745821927818253E-51,2.2569667585263517E-4
295,1.1746065499006452E-51,2.2792840501461044E-4
296,7.905077813422454E-52,2.3019227174317155E-4
297,5.321617790026634E-52,2.3248897933838617E-4
298,3.583501512058798E-52,2.3481925238094605E-4
299,2.413795720855567E-52,2.3718383755208413E-4
300,1.6263915590637085E-52,2.395835044919309E-4
301,1.0961856237242849E-52,2.4201904669842887E-4
302,7.390609309219144E-53,2.4449128246906165E-4
303,4.9844397133659E-53,2.470010558878107E-4
304,3.3627553149365026E-53,2.495492378598913E-4
305,2.269446310881863E-53,2.5213672719700327E-4
306,1.5321216264311658E-53,2.547644517559969E-4
307,1.0347091056481495E-53,2.574333696340585E-4
308,6.990336242898092E-54,2.601444704237236E-4
309,4.724281362313848E-54,2.628987765312438E-4
310,3.1939971303707715E-54,2.656973445620841E-4
311,2.160218159011973E-54,2.685412667775806E-4
312,1.4615993326248922E-54,2.7143167262706216E-4
313,9.893046849060198E-55,2.7436973036005775E-4
314,6.698942372121544E-55,2.773566487235088E-4
315,4.537956971502205E-55,2.803936787492923E-4
316,3.075360571041356E-55,2.834821156377018E-4
317,2.085052052252461E-55,2.8662330074297274E-4
318,1.4142516119221616E-55,2.8981862366737237E-4
319,9.596860777395034E-56,2.930695244708465E-4
320,6.515208648643004E-56,2.9637749600374677E-4
321,4.425150640133658E-56,2.99744086370731E-4
322,3.0069932248423636E-56,3.031709015345211E-4
323,2.0443048134188237E-56,3.0665960806889534E-4
324,1.3905029353935892E-56,3.1021193607099363E-4
325,9.462710820201266E-57,3.1382968224381223E-4
326,6.442895218135664E-57,3.1751471316061874E-4
327,4.389074538483283E-57,3.2126896872394767E-4
328,2.9915473817905704E-57,3.250944658328634E-4
329,2.040114870908646E-57,3.2899330227327E-4
330,1.3920474655960124E-57,3.329676608472841E-4
331,9.503840812249206E-58,3.37019813758985E-4
332,6.492247596389349E-58,3.4115212727532537E-4
333,4.4375888374203205E-58,3.4536706668257137E-4
334,3.0350126080161295E-58,3.496672015603664E-4
335,2.077021148818827E-58,3.540552113974375E-4
336,1.4223091026060736E-58,3.585338915750536E-4
337,9.745980412045911E-59,3.6310615974664026E-4
338,6.6825394526107155E-59,3.677750626445029E-4
339,4.585092723439974E-59,3.725437833473848E-4
340,3.1481224692136204E-59,3.774156490456906E-4
341,2.1630099033120333E-59,3.8239413934455633E-4
342,1.487220832980627E-59,3.8748289514875127E-4
343,1.0233149987367481E-59,3.926857281775002E-4
344,7.046398626113109E-60,3.9800663116192997E-4
345,4.8557502087829216E-60,4.0344978878294424E-4
346,3.348761484742314E-60,4.0901958941294737E-4
347,2.311311923868216E-60,4.147206377311612E-4
348,1.5965676378143848E-60,4.205577682892173E-4
349,1.1037702995002351E-60,4.265360601115347E-4
350,7.637323136613244E-61,4.3266085242361907E-4
351,5.2891202501905686E-61,4.3893776161114614E-4
352,3.666186424525608E-61,4.45372699523522E-4
353,2.543570573993065E-61,4.519718932477167E-4
354,1.766366455756985E-61,4.5874190649180553E-4
355,1.227822388364125E-61,4.656896627329223E-4
356,8.543155425192967E-62,4.728224703014776E-4
357,5.950312086126057E-62,4.8014804959288797E-4
358,4.148689151418499E-62,4.876745626198648E-4
359,2.8956308583996693E-62,4.954106451429576E-4
360,2.0232451147648067E-62,5.033654416449947E-4
361,1.4152693591769079E-62,5.115486434466422E-4
362,9.911234884611359E-63,5.199705302962633E-4
363,6.949086933799328E-63,5.286420158080907E-4
364,4.878123620837648E-63,5.375746971692861E-4
365,3.428603432407902E-63,5.46780909589603E-4
366,2.4128815289786179E-63,5.562737860281732E-4
367,1.7002960110313654E-63,5.660673228015824E-4
368,1.199772817060215E-63,5.761764517574317E-4
369,8.477665593909183E-64,5.866171197896159E-4
370,5.998931324234E-64,5.974063765777354E-4
371,4.2511867054019366E-64,6.085624715557349E-4
372,3.01720141682074E-64,6.201049612569891E-4
373,2.144748089390105E-64,6.32054828348057E-4
374,1.5270283309525572E-64,6.444346138553282E-4
375,1.0890270403074017E-64,6.57268564312847E-4
376,7.779899683843298E-65,6.705827958215866E-4
377,5.567717930524872E-65,6.844054773177399E-4
378,3.991845118854872E-65,6.987670357089405E-4
379,2.8674113248059725E-65,7.137003859633298E-4
380,2.0637361739629395E-65,7.292411897402882E-4
381,1.4883179547871023E-65,7.45428146749238E-4
382,1.0755874414758835E-65,7.623033237339312E-4
383,7.789991687845881E-66,7.799125268283206E-4
384,5.654630093629109E-66,7.983057240463064E-4
385,4.1141867791827515E-66,8.175375258887873E-4
386,3.000649239124372E-66,8.376677335238787E-4
387,2.1940122426802215E-66,8.587619657781124E-4
388,1.6084188394001626E-66,8.80892378341294E-4
389,1.1823389681645247E-66,9.041384912277902E-4
390,8.715996754782447E-67,9.285881437700359E-4
391,6.444319235179731E-67,9.543386003956775E-4
392,4.7794536940481786E-67,9.814978353499656E-4
393,3.556156777386791E-67,0.0010101860306169362
394,2.6549078703265615E-67,0.0010405373288865382
395,1.9890839757144165E-67,0.0010727018929262493
396,1.495774983928603E-67,0.0011068483346895223
397,1.1291951134463239E-67,0.0011431665926455736
398,8.559486523339945E-68,0.0011818713550932765
399,6.516221927429872E-68,0.0012232061518866189
400,4.983273037898029E-68,0.001267448268737943
401,3.829253140150444E-68,0.0013149146793497725
402,2.9574245144746954E-68,0.0013659692441340588
403,2.2963810031916966E-68,0.0014210314944030514
404,1.7932779271465014E-68,0.001480587413406704
405,1.408902956718001E-68,0.0015452027483712498
406,1.114079896353817E-68,0.0016155395517406755
407,8.870393804935078E-69,0.001692376870418089
408,7.114923514668046E-69,0.0017766368002917557
409,5.752153731928137E-69,0.0018694175295821396
410,4.690094957277323E-69,0.0019720355503461177
411,3.859323456699301E-69,0.00208607998101893
412,3.207305306667626E-69,0.0022134829943640526
413,2.6941928283620436E-69,0.002356611792829604
414,2.289706529219139E-69,0.0025183895570891684
415,1.970820310335894E-69,0.0027024554797663836
416,1.7200440921510134E-69,0.002913377544271737
417,1.5241540804816054E-69,0.0031569361649551406
418,1.373262356089261E-69,0.003440501821315142
419,1.2601483961596045E-69,0.003773533958007323
420,1.1797982345125433E-69,0.004168227532499807
421,1.1291134798602603E-69,0.004640317199901806
422,1.1067613338405426E-69,0.005209992947159566
423,1.1131328253662976E-69,0.005902733238125007
424,1.1503463629002444E-69,0.006749524885362537
425,1.2221517076394928E-69,0.007785272187100762
426,1.3334242523831034E-69,0.009043147513171722
427,1.488712224909297E-69,0.010541765436336737
428,1.6892628853915368E-69,0.012263694183328315
429,1.9287922177831816E-69,0.014132180948776937
430,2.1904786503743046E-69,0.016007330344708293
431,2.44928626633224E-69,0.017723847459079324
432,2.680381202341621E-69,0.019156897437871603
433,2.867700885643398E-69,0.020264322300699
434,3.0063734019801935E-69,0.021076004921875755
435,3.0994933959617243E-69,0.021654871377410963
436,3.153674736102363E-69,0.022064840994165048
437,3.1760793887810366E-69,0.022356853011774067
438,3.173110322591557E-69,0.022567120116977462
439,3.1500782808446936E-69,0.022720065800409063
440,3.111269649868745E-69,0.022831881182887506
441,3.060124215959573E-69,0.02291334868953654
442,2.9994113050763746E-69,0.022971779167821463
443,2.9313738914839013E-69,0.02301225932130065
444,2.8578393813286683E-69,0.023038434784059317
445,2.7803035038777744E-69,0.02305299926368024
446,2.699994186100955E-69,0.02305800228912657
447,2.6179208672390437E-69,0.023055045684001952
448,2.5349131947625213E-69,0.023045411419618796
449,2.45165186350033E-69,0.02303014663953374
450,2.3686935295660935E-69,0.023010121520821592
451,2.2864911669106188E-69,0.022986069589442815
452,2.2054108538300917E-69,0.02295861647952342
453,2.1257457176683349E-69,0.02292830092849163
454,2.047727586506854E-69,0.022895590450297976
455,1.9715367697293466E-69,0.02286089328737402
456,1.8973102975817512E-69,0.02282456770882985
457,1.8251488820284642E-69,0.022786929379173232
458,1.7551228100434092E-69,0.0227482572973778
459,1.6872769411543056E-69,0.02270879865706241
460,1.621634950335789E-69,0.022668772878044585
461,1.5582029329948028E-69,0.022628374990771402
462,1.4969724692490409E-69,0.022587778507396693
463,1.4379232288510882E-69,0.022547137879661578
464,1.3810251851436848E-69,0.02250659061972494
465,1.3262404957422886E-69,0.022466259142700694
466,1.2735250987733744E-69,0.02242625237688487
467,1.2228300661012076E-69,0.022386667178146764
468,1.174102748779593E-69,0.022347589577781428
469,1.1272877447537678E-69,0.02230909588763589
470,1.0823277144399269E-69,0.022271253682074804
471,1.0391640660882028E-69,0.022234122673023774
472,9.97737529677292E-70,0.0221977554916906
473,9.579886354040038E-70,0.022162198388450904
474,9.198581105435774E-70,0.02212749186067178
475,8.832872065043152E-70,0.022093671216847386
476,8.48217966231393E-70,0.0220607670842644
477,8.145934406862543E-70,0.022028805866452762
478,7.823578619038014E-70,0.021997810155870996
479,7.514567790791465E-70,0.02196779910659259
480,7.218371632334963E-70,0.02193878877118001
481,6.934474852330875E-70,0.02191079240543673
482,6.662377712677542E-70,0.021883820744299638
483,6.401596393210757E-70,0.021857882251765545
484,6.151663196689567E-70,0.021832983347423132
485,5.912126620167107E-70,0.021809128611883107
486,5.682551315165598E-70,0.021786320973151852
487,5.4625179558985815E-70,0.021764561875780224
488,5.251623032041836E-70,0.02174385143442744
489,5.049478580187462E-70,0.02172418857331272
490,4.855711866072069E-70,0.02170557115287815
491,4.669965027905099E-70,0.021687996084853663
492,4.4918946895994906E-70,0.02167145943679742
493,4.321171551391131E-70,0.02165595652708
494,4.157479964197775E-70,0.021641482011186163
495,4.000517493088013E-70,0.02162802996012441
496,3.849994474385581E-70,0.02161559393165956
497,3.705633570205409E-70,0.021604167035014884
498,3.5671693235900664E-70,0.021593741989630617
499,3.434347716874918E-70,0.021584311178510417
500,3.306925735445622E-70,0.02157586669663808
501,3.1846709386526004E-70,0.021568400394902824
502,3.0673610393049516E-70,0.021561903919930868
503,2.954783492873212E-70,0.021556368750185042
504,2.8467350972801402E-70,0.021551786228661614
505,2.743021603945173E-70,0.021548147592483587
506,2.64345734056675E-70,0.02154544399966285
507,2.547864845972888E-70,0.021543666553280015
508,2.4560745172403555E-70,0.021542806323307427
509,2.367924269173612E-70,0.02154285436628213
510,2.2832592061431007E-70,0.02154380174301661
511,2.201931306206525E-70,0.021545639534519063
512,2.1237991173738052E-70,0.02154835885627955
513,2.0487274658251133E-70,0.021551950871065265
514,1.9765871758497208E-70,0.021556406800355355
515,1.9072548012402055E-70,0.021561717934534434
516,1.8406123678506257E-70,0.021567875641954153
517,1.7765471270074078E-70,0.021574871376962027
518,1.7149513194471218E-70,0.02158269668698886
519,1.6557219494451833E-70,0.02159134321877788
520,1.5987605687932004E-70,0.021600802723832004
521,1.54397307027944E-70,0.021611067063148467
522,1.4912694903264778E-70,0.021622128211305217
523,1.4405638204417004E-70,0.021633978259956693
524,1.3917738271399815E-70,0.021646609420793123
525,1.3448208800028514E-70,0.021660014028011466
526,1.2996297875448399E-70,0.021674184540343498
527,1.2561286405648908E-70,0.021689113542681295
528,1.2142486626688616E-70,0.02170479374733824
529,1.1739240676577253E-70,0.021721217994979444
530,1.1350919234852207E-70,0.021738379255253112
531,1.0976920224980968E-70,0.02175627062715198
532,1.06166675768169E-70,0.021774885339130547
533,1.0269610046433229E-70,0.021794216749002837
534,9.935220090757335E-71,0.021814258343642413
535,9.612992794524715E-71,0.02183500373850485
536,9.302444847168375E-71,0.021856446676991447
537,9.003113567353936E-71,0.021878581029670722
538,8.714555972964466E-71,0.021901400793373563
539,8.436347894429613E-71,0.02192490009017556
540,8.168083129383308E-71,0.02194907316628047
541,7.909372636720128E-71,0.021973914390815516
542,7.659843768204957E-71,0.021999418254550155
543,7.419139535871611E-71,0.02202557936854758
544,7.186917913524879E-71,0.02205239246275864
545,6.962851170736284E-71,0.022079852384565602
546,6.74662523779691E-71,0.022107954097283878
547,6.5379391001611256E-71,0.02213669267862821
548,6.336504220982611E-71,0.022166063319149533
549,6.142043990408996E-71,0.022196061320648382
550,5.954293200363732E-71,0.022226682094569676
551,5.7729975436034875E-71,0.022257921160383727
552,5.597913135896478E-71,0.022289774143957674
553,5.428806060221867E-71,0.02232223677592117
554,5.265451931942556E-71,0.022355304890029605
555,5.10763548395375E-71,0.02238897442152832
556,4.955150170857282E-71,0.022423241405520294
557,4.807797791257308E-71,0.022458101975340105
558,4.6653881273164125E-71,0.022493552360936225
559,4.527738600752536E-71,0.022529588887263773
560,4.394673944496792E-71,0.022566207972689663
561,4.266025889269772E-71,0.022603406127411522
562,4.141632864369876E-71,0.022641179951891955
563,4.021339712001351E-71,0.0226795261353095
564,3.9049974145023544E-71,0.02271844145402719
565,3.792462833864185E-71,0.02275792277007989
566,3.683598462962479E-71,0.022797967029681104
567,3.5782721879491387E-71,0.022838571261750103
568,3.4763570612805337E-71,0.022879732576459883
569,3.3777310848828345E-71,0.02292144816380655
570,3.282277002979656E-71,0.022963715292200673
571,3.1898821041300212E-71,0.02300653130708056
572,3.100438032046654E-71,0.023049893629548335
573,3.0138406047853287E-71,0.023093799755028527
574,2.9299896419158082E-71,0.023138247251949528
575,2.8487887993037152E-71,0.023183233760448042
576,2.770145411150534E-71,0.023228756991096503
577,2.693970338955986E-71,0.023274814723653527
578,2.6201778270831197E-71,0.023321404805837234
