name,stra.14027,stra.14031,stra.14032,stra.14148,stra.14149,stra.14151,stra.14152,stra.14153,stra.14269,stra.14397,stra.14399,stra.14512,stra.14632,stra.14642
400400,0.000264311,0.11429,0.102192,0.000377382,0.00256765,0.18275,0.197034,0.111174,0.000245117,0.000559727,1.04E-05,4.03E-11,2.06E-08,0.0049375
400500,0.000262936,0.114336,0.102297,0.00037646,0.0025663,0.183045,0.19749,0.111494,0.000244669,0.000560402,1.04E-05,4.00E-11,2.02E-08,0.00497023
400600,0.000261585,0.114174,0.102181,0.000374901,0.00255908,0.182785,0.197281,0.111402,0.000243347,0.000556967,1.04E-05,3.94E-11,1.97E-08,0.00504602
400700,0.000262149,0.114338,0.102274,0.000375427,0.00256268,0.182915,0.197322,0.111365,0.000242905,0.000551414,1.03E-05,3.87E-11,1.91E-08,0.0052035
400800,0.000259624,0.114091,0.102105,0.000371878,0.00254643,0.182276,0.196775,0.11111,0.00024007,0.000545948,1.02E-05,3.79E-11,1.84E-08,0.0052408
400900,0.00025737,0.114217,0.102255,0.000368189,0.00253377,0.182048,0.196674,0.111097,0.000236696,0.000540371,1.01E-05,3.67E-11,1.74E-08,0.00528188
401000,0.000256818,0.114354,0.102356,0.000367688,0.0025353,0.182364,0.197014,0.111269,0.000235916,0.000538229,1.00E-05,3.61E-11,1.68E-08,0.00535757
401100,0.000256004,0.1144,0.102415,0.000367283,0.00253629,0.182658,0.197378,0.111488,0.000235625,0.000537964,1.00E-05,3.59E-11,1.65E-08,0.00542369
401200,0.000255267,0.114237,0.102237,0.00036668,0.00253448,0.182565,0.197231,0.111368,0.00023497,0.000534468,9.95E-06,3.54E-11,1.61E-08,0.00550751
401300,0.000254813,0.114131,0.102087,0.000364848,0.0025241,0.181766,0.196274,0.110766,0.000232405,0.000523251,9.73E-06,3.43E-11,1.53E-08,0.00566422
401400,0.000257525,0.114906,0.102639,0.000368055,0.00254453,0.182751,0.197058,0.111052,0.000233302,0.000516043,9.58E-06,3.36E-11,1.46E-08,0.00586526
401500,0.000255771,0.114527,0.102302,0.000366838,0.00254011,0.182586,0.196887,0.110947,0.000232862,0.000515007,9.56E-06,3.34E-11,1.44E-08,0.00584126
401600,0.00025438,0.11454,0.102345,0.000365852,0.00253904,0.182801,0.197182,0.111135,0.000232421,0.00051468,9.55E-06,3.32E-11,1.42E-08,0.00583221
401700,0.000252449,0.11403,0.101877,0.00036388,0.00252926,0.182212,0.196531,0.110746,0.000231149,0.000510746,9.48E-06,3.28E-11,1.39E-08,0.00583748
401800,0.000251715,0.114114,0.101925,0.000363209,0.00252954,0.182326,0.196608,0.110752,0.000230405,0.000506782,0.00100411,3.23E-11,1.36E-08,0.00587369
401900,0.000250557,0.114071,0.101921,0.000363047,0.00253226,0.182773,0.197161,0.111091,0.000230837,0.000509229,0.00100906,3.24E-11,1.35E-08,0.00587652
402000,0.00025044,0.114165,0.101943,0.000363271,0.00253656,0.183046,0.197351,0.111126,0.000230625,0.000505395,0.00100038,3.20E-11,1.32E-08,0.00596267
402100,0.000248757,0.113766,0.101535,0.00036115,0.00252697,0.182398,0.196568,0.110623,0.000228932,0.000499037,0.000986861,3.14E-11,1.28E-08,0.00596535
402200,0.000249058,0.114207,0.101869,0.000360395,0.0025268,0.182403,0.196478,0.110505,0.000227129,0.000490549,0.000969185,3.05E-11,1.23E-08,0.00611636
402300,0.000250321,0.114663,0.102197,0.000361684,0.00253627,0.182877,0.196841,0.110626,0.000227053,0.000485674,0.000958756,3.01E-11,1.20E-08,0.006324
402400,0.000249311,0.114582,0.102127,0.000360858,0.00253411,0.182873,0.196845,0.110622,0.000226503,0.000483867,0.000954963,2.98E-11,1.18E-08,0.0064183
402500,0.000249471,0.11476,0.10226,0.00036133,0.00253891,0.183208,0.197158,0.110766,0.000226469,0.000481744,0.000950427,2.95E-11,1.16E-08,0.00658498
402600,0.000248376,0.114643,0.102175,0.000360493,0.00253646,0.183233,0.197228,0.110819,0.000226013,0.000481119,0.000949174,2.94E-11,1.15E-08,0.00669198
402700,0.000248226,0.114597,0.1021,0.000360493,0.00253716,0.183236,0.197173,0.11075,0.000225607,0.000477702,0.000941975,2.90E-11,1.12E-08,0.00681289
402800,0.00024811,0.114542,0.102,0.000361083,0.00254176,0.183434,0.197271,0.110736,0.000225941,0.000474575,0.000934626,2.88E-11,1.09E-08,0.00690255
402900,0.000248234,0.114891,0.102305,0.000361464,0.0025473,0.183977,0.197868,0.111065,0.000225693,0.000472389,0.000930335,2.83E-11,1.06E-08,0.00704787
403000,0.000245966,0.114239,0.101754,0.000359338,0.00253551,0.183348,0.197253,0.110746,0.000224701,0.000471332,0.000928403,2.82E-11,1.05E-08,0.0070885
403100,0.000242392,0.113895,0.101522,0.000355393,0.00252037,0.182949,0.196997,0.110667,0.000222643,0.000470422,0.000926778,2.79E-11,1.04E-08,0.00697787
403200,0.000242603,0.11431,0.101852,0.000356026,0.00252926,0.183651,0.19769,0.111009,0.000222755,0.000468884,0.000923167,2.77E-11,1.02E-08,0.00709459
403300,0.000242046,0.114165,0.101703,0.000356825,0.00253618,0.184147,0.198185,0.11126,0.000223841,0.000471047,0.000927079,2.78E-11,1.02E-08,0.00714219
403400,0.000238591,0.113446,0.101102,0.000353544,0.00252178,0.183544,0.197628,0.110976,0.000222506,0.00047067,0.000926288,2.77E-11,1.01E-08,0.00702415
403500,0.000236221,0.11336,0.101045,0.000350735,0.00251286,0.18341,0.197567,0.110956,0.00022054,0.000467301,0.000919506,2.71E-11,9.56E-09,0.0069457
403600,0.000236022,0.113517,0.101139,0.000350521,0.00251514,0.18362,0.197726,0.110996,0.000219877,0.000463513,0.000911516,2.66E-11,9.18E-09,0.00706901
403700,0.000233874,0.113438,0.101131,0.000348824,0.00251186,0.183903,0.198168,0.111298,0.00021937,0.000465306,0.000915279,2.66E-11,9.07E-09,0.00704026
403800,0.000230761,0.113135,0.100966,0.000345796,0.00250039,0.183759,0.198234,0.111431,0.000218149,0.000467075,0.000919341,2.65E-11,9.02E-09,0.00691422
403900,0.000229088,0.11303,0.100933,0.000344707,0.00249831,0.183989,0.198602,0.111691,0.000217936,0.000468622,0.000922724,2.65E-11,8.96E-09,0.00683233
404000,0.000227815,0.112765,0.100712,0.000343746,0.00249423,0.183849,0.19848,0.11163,0.000217458,0.00046722,0.00091983,2.63E-11,8.81E-09,0.00684928
404100,0.000226473,0.112751,0.100749,0.000343252,0.00249614,0.184369,0.199151,0.112051,0.000217753,0.000470292,0.000926024,2.64E-11,8.81E-09,0.00684327
404200,0.000225528,0.112439,0.10046,0.000342346,0.00249114,0.184034,0.198768,0.111818,0.00021708,0.000467676,0.000920638,2.61E-11,8.67E-09,0.00694932
404300,0.000225941,0.112796,0.100715,0.000342445,0.00249519,0.184316,0.198974,0.111865,0.00021612,0.000461474,0.00090775,2.55E-11,8.25E-09,0.00711559
404400,0.00022424,0.112709,0.100696,0.000340982,0.00249064,0.18442,0.199217,0.112055,0.000215443,0.000461524,0.000908077,2.53E-11,8.13E-09,0.00710167
404500,0.000222114,0.112506,0.100589,0.000339601,0.00248752,0.184685,0.19966,0.112373,0.000215387,0.000464671,0.000914651,2.54E-11,8.14E-09,0.00702522
404600,0.000220687,0.112061,0.100198,0.000338278,0.00248031,0.184297,0.199267,0.112157,0.000214671,0.000463301,0.000911926,2.52E-11,8.04E-09,0.0070897
404700,0.000220343,0.112254,0.10037,0.000338258,0.00248385,0.184706,0.199721,0.112408,0.00021447,0.000461912,0.0009091,2.50E-11,7.87E-09,0.00715478
404800,0.000219387,0.112024,0.100165,0.000337451,0.0024803,0.184552,0.199561,0.112314,0.000213928,0.000460091,0.00090537,2.47E-11,7.74E-09,0.00725177
404900,0.000219003,0.111904,0.100008,0.000337268,0.00248068,0.184528,0.199447,0.112191,0.000213503,0.00045636,0.000897359,2.44E-11,7.53E-09,0.00737133
405000,0.000218081,0.111916,0.100033,0.000336477,0.00247962,0.184701,0.19968,0.112333,0.00021298,0.000455539,0.000895683,2.42E-11,7.43E-09,0.00745671
405100,0.000216332,0.111549,0.0997453,0.000335466,0.00247645,0.18475,0.199817,0.112445,0.000213001,0.000456945,0.000898515,2.42E-11,7.27E-09,0.00742234
405200,0.000215945,0.111318,0.0994845,0.000335476,0.00247697,0.184657,0.199607,0.11226,0.00021285,0.00045334,0.000890632,2.38E-11,6.99E-09,0.00754156
405300,0.000216044,0.111506,0.0995938,0.000336049,0.00248391,0.185133,0.200019,0.112424,0.000212934,0.000450733,0.000884666,2.35E-11,6.78E-09,0.00767022
405400,0.000214713,0.111092,0.0991955,0.000334675,0.00247751,0.184743,0.199556,0.112127,0.00021197,0.000447345,0.000877426,2.32E-11,6.58E-09,0.00768377
405500,0.000215181,0.111547,0.0995632,0.00033539,0.00248547,0.185346,0.200129,0.11239,0.000211781,0.000442589,0.000866966,2.27E-11,6.26E-09,0.00778333
405600,0.000214346,0.111593,0.0995997,0.000334769,0.00248568,0.185598,0.200421,0.112546,0.00021133,0.000441272,0.000864038,2.25E-11,6.13E-09,0.00774809
405700,0.000211056,0.11122,0.099369,0.000331634,0.00247422,0.185498,0.200535,0.112703,0.000210267,0.00044353,0.000868883,2.25E-11,6.12E-09,0.00746022
405800,0.000208184,0.111035,0.0993166,0.000327863,0.00245754,0.185025,0.200267,0.112659,0.000207938,0.000441534,0.000865538,2.22E-11,6.00E-09,0.00729858
405900,0.000206048,0.111014,0.0994082,0.000325624,0.00244918,0.185047,0.200514,0.112899,0.000206772,0.000441544,0.000866123,2.21E-11,5.91E-09,0.00697481
406000,0.000204108,0.111004,0.0994905,0.000323367,0.00244046,0.185035,0.200711,0.113102,0.000205283,0.00044048,0.000864777,2.17E-11,5.62E-09,0.00676258
406100,0.000201937,0.110928,0.0994961,0.000320821,0.00243142,0.185007,0.20086,0.113254,0.000203735,0.000439431,0.000863105,2.13E-11,5.39E-09,0.00661218
406200,0.000202677,0.111415,0.0998546,0.000321194,0.00243719,0.185337,0.201079,0.113291,0.000202847,0.000433055,0.000849864,2.08E-11,5.10E-09,0.00668733
406300,0.000201734,0.111313,0.0997815,0.000320642,0.00243672,0.185493,0.201287,0.11342,0.00020265,0.000432841,0.000849476,2.06E-11,4.98E-09,0.0066277
406400,0.000200209,0.111079,0.099581,0.0003184,0.00242569,0.184956,0.200746,0.113117,0.000200795,0.000427614,0.000838854,2.01E-11,4.75E-09,0.00661118
406500,0.000200673,0.111642,0.100042,0.000319136,0.00243548,0.18579,0.201588,0.113535,0.000200759,0.000425067,0.000832964,1.98E-11,4.60E-09,0.0067394
406600,0.000199972,0.11148,0.0998955,0.000318736,0.00243443,0.185809,0.201613,0.113544,0.00020054,0.000424104,0.000830923,1.97E-11,4.51E-09,0.00679851
406700,0.000200425,0.111582,0.0999077,0.000319623,0.00244135,0.186122,0.2018,0.113559,0.000200708,0.000421148,0.00082432,1.94E-11,4.40E-09,0.00692176
406800,0.000200532,0.111641,0.099917,0.000320462,0.00244856,0.186584,0.202217,0.113744,0.000201247,0.000420829,0.000823224,1.94E-11,4.35E-09,0.00701115
406900,0.000199387,0.111257,0.0995478,0.000319045,0.00244083,0.18606,0.20161,0.113369,0.000200192,0.000417385,0.000816071,1.91E-11,4.26E-09,0.00706852
407000,0.000197655,0.110969,0.0993196,0.000317111,0.00243216,0.185752,0.201351,0.113245,0.000199088,0.000415799,0.000812894,1.89E-11,4.19E-09,0.00698299
407100,0.000196947,0.111201,0.0995451,0.000317069,0.00243775,0.186492,0.202204,0.113733,0.000199317,0.00041693,0.000814871,1.89E-11,4.16E-09,0.00692667
407200,0.00019662,0.111139,0.0994625,0.000317502,0.00244232,0.186802,0.202476,0.113846,0.00019973,0.000416271,0.000813139,1.88E-11,4.10E-09,0.00695234
407300,0.000194769,0.111026,0.0994652,0.000316006,0.00243768,0.187039,0.202952,0.114217,0.000199381,0.000418801,0.000818781,1.88E-11,4.09E-09,0.0068648
407400,0.000192604,0.110624,0.0991788,0.000314617,0.00243344,0.187207,0.203291,0.114475,0.000199539,0.000422587,0.000826507,1.90E-11,4.12E-09,0.00675209
407500,0.000190572,0.110395,0.0990423,0.000312946,0.00242853,0.187383,0.203639,0.114734,0.000199145,0.000424498,0.000830469,1.90E-11,4.10E-09,0.00666583
407600,0.000188794,0.110053,0.0987781,0.000311895,0.00242602,0.18759,0.203969,0.114959,0.000199284,0.000427294,0.000836013,1.91E-11,4.10E-09,0.00644571
407700,0.000187885,0.109886,0.0986445,0.000311646,0.00242699,0.187853,0.204296,0.115154,0.000199553,0.000428675,0.000838688,1.91E-11,4.09E-09,0.00640143
407800,0.000187004,0.109474,0.0982399,0.000310682,0.00242104,0.187388,0.20373,0.114792,0.000198828,0.000425608,0.000832191,1.89E-11,4.01E-09,0.00645894
407900,0.000185558,0.10929,0.0981337,0.000309224,0.00241502,0.187347,0.203822,0.114903,0.000198115,0.000425671,0.000832634,1.87E-11,3.94E-09,0.00647061
408000,0.000184837,0.10937,0.0982251,0.000308392,0.00241324,0.187498,0.204044,0.115044,0.000197344,0.00042358,0.00082849,1.85E-11,3.83E-09,0.00653926
408100,0.000184695,0.109598,0.0984194,0.000308006,0.00241335,0.187642,0.204194,0.11511,0.000196513,0.000419668,0.000820436,1.81E-11,3.72E-09,0.00666201
408200,0.000184595,0.109699,0.0984936,0.000307691,0.00241233,0.18759,0.204107,0.115036,0.000195789,0.00041581,0.000812557,1.79E-11,3.62E-09,0.00683222
408300,0.000184777,0.109608,0.0983154,0.000307073,0.0024073,0.18695,0.203228,0.114431,0.000194301,0.000407548,0.000795367,1.74E-11,3.47E-09,0.00709604
408400,0.000183582,0.109701,0.0984414,0.000305422,0.00240161,0.186896,0.203263,0.114485,0.000193007,0.000404669,0.000789806,1.71E-11,3.38E-09,0.00699898
408500,0.000181629,0.109243,0.0980868,0.000302751,0.0023862,0.186064,0.202469,0.114086,0.000191217,0.000400759,0.000782341,1.67E-11,3.21E-09,0.00691519
408600,0.000181175,0.109358,0.0981884,0.000302135,0.00238518,0.186145,0.202564,0.114129,0.000190453,0.000397611,0.000775894,1.65E-11,3.09E-09,0.00698408
408700,0.000180958,0.109473,0.098261,0.000301622,0.00238419,0.186117,0.202481,0.114041,0.000189531,0.000393064,0.000766528,1.61E-11,2.96E-09,0.00710478
408800,0.000180599,0.109812,0.0986072,0.000301722,0.00238946,0.186837,0.203353,0.114569,0.000189653,0.000393819,0.00076816,1.60E-11,2.91E-09,0.00717836
408900,0.000180719,0.109795,0.0985305,0.000301818,0.00239044,0.186747,0.203133,0.114372,0.000189179,0.000389591,0.000759302,1.58E-11,2.81E-09,0.00737673
409000,0.000181615,0.11008,0.0986885,0.000301578,0.00238778,0.18624,0.202388,0.113842,0.000187387,0.000379376,0.000738422,1.52E-11,2.65E-09,0.00778191
409100,0.000182318,0.110186,0.0986622,0.000301431,0.00238598,0.185738,0.201609,0.113269,0.000185927,0.000370378,0.000719801,1.47E-11,2.51E-09,0.00812079
409200,0.000182004,0.110279,0.0987439,0.000301183,0.00238678,0.185897,0.201778,0.113354,0.000185508,0.000368332,0.000715689,1.45E-11,2.45E-09,0.00828317
409300,0.000182011,0.110639,0.099088,0.00030181,0.0023948,0.186726,0.20273,0.113909,0.000185863,0.000369068,0.000717214,1.44E-11,2.41E-09,0.00845322
409400,0.000181113,0.110203,0.0986632,0.000300823,0.00238851,0.186218,0.202114,0.113518,0.000185119,0.000365635,0.000709938,1.42E-11,2.34E-09,0.00860396
409500,0.000180643,0.110378,0.0988463,0.000300847,0.00239257,0.186803,0.202814,0.113932,0.000185263,0.000366265,0.000711084,1.42E-11,2.31E-09,0.00875354
409600,0.000179767,0.110183,0.0986402,0.000300464,0.00239392,0.18699,0.202966,0.113976,0.000185309,0.000366057,0.000710196,1.41E-11,2.29E-09,0.00875551
409700,0.000179464,0.110235,0.0986605,0.000300869,0.0024004,0.187564,0.203548,0.114269,0.000185747,0.000366648,0.000710965,1.41E-11,2.27E-09,0.00886156
409800,0.000178127,0.109951,0.0984647,0.000300188,0.00239899,0.18782,0.203959,0.114562,0.000185909,0.000369131,0.000716235,1.41E-11,2.25E-09,0.00887143
409900,0.000177292,0.109595,0.0981351,0.000299375,0.00239408,0.187485,0.203578,0.114331,0.000185332,0.000367035,0.000712018,1.39E-11,2.20E-09,0.00901921
410000,0.000177023,0.109481,0.0980175,0.00029975,0.00239755,0.187718,0.203789,0.114426,0.000185673,0.000366741,0.00071126,1.39E-11,2.18E-09,0.00918873
410100,0.000176285,0.108932,0.0974795,0.000298877,0.00239028,0.186995,0.202901,0.11387,0.000184884,0.000362815,0.000703262,1.37E-11,2.12E-09,0.00937925
410200,0.000176727,0.10946,0.0979079,0.000299199,0.00239629,0.187493,0.203365,0.114074,0.000184336,0.000358899,0.000695078,1.34E-11,2.06E-09,0.00969588
410300,0.000176094,0.109575,0.0980172,0.00029829,0.00239403,0.187566,0.203475,0.114135,0.000183453,0.00035647,0.000690141,1.32E-11,2.01E-09,0.00989811
410400,0.000176331,0.109775,0.0981567,0.000297863,0.00239166,0.187305,0.203104,0.113872,0.000182194,0.000350058,0.000677067,1.29E-11,1.91E-09,0.0103487
410500,0.000175967,0.109599,0.0979619,0.000296669,0.00238296,0.186568,0.202228,0.113331,0.000180629,0.000343518,0.000663791,1.25E-11,1.80E-09,0.0107651
410600,0.000176638,0.109682,0.0979331,0.000297564,0.0023883,0.186577,0.201997,0.113069,0.000180497,0.000337365,0.000650533,1.22E-11,1.70E-09,0.011218
410700,0.000176738,0.109762,0.097967,0.00029828,0.0023944,0.186955,0.202315,0.113191,0.000180795,0.000335345,0.000645945,1.21E-11,1.64E-09,0.0115302
410800,0.000176248,0.109612,0.0978312,0.000298259,0.00239539,0.187075,0.202435,0.113248,0.00018087,0.000334749,0.000644615,1.20E-11,1.62E-09,0.0117846
410900,0.000175488,0.109379,0.0976151,0.000298156,0.00239655,0.187218,0.202565,0.113299,0.000181075,0.000334369,0.000643578,1.20E-11,1.59E-09,0.0119096
411000,0.000173522,0.10927,0.0975795,0.000297319,0.00240028,0.188108,0.203663,0.113961,0.000181711,0.000338411,0.000651241,1.21E-11,1.60E-09,0.0115316
411100,0.000172214,0.108876,0.0972239,0.000296832,0.00240055,0.188268,0.203826,0.114035,0.000181994,0.000338995,0.000652052,1.21E-11,1.58E-09,0.0111959
411200,0.000171532,0.108942,0.0972391,0.000296706,0.00240582,0.188768,0.204289,0.114234,0.000182016,0.000337825,0.000649174,1.20E-11,1.55E-09,0.0107581
411300,0.000170107,0.108485,0.0968228,0.000295662,0.0024023,0.188661,0.204163,0.114145,0.000181856,0.000337934,0.000649099,1.20E-11,1.54E-09,0.0106167
411400,0.000169675,0.108404,0.0967239,0.000295446,0.00240304,0.188768,0.204237,0.114153,0.000181633,0.000336644,0.000646315,1.19E-11,1.51E-09,0.0107894
411500,0.00016945,0.108277,0.0965693,0.000295013,0.00240024,0.188478,0.203846,0.113885,0.000180881,0.000332986,0.000638915,1.16E-11,1.47E-09,0.0111345
411600,0.000169873,0.108652,0.0968805,0.000295909,0.00240873,0.189158,0.204542,0.114245,0.000181083,0.00033177,0.000636307,1.15E-11,1.44E-09,0.0115264
411700,0.000168429,0.107855,0.0961527,0.000294306,0.00239707,0.188255,0.203529,0.113654,0.000180272,0.000329723,0.000632159,0.000994136,1.42E-09,0.0116839
411800,0.000167827,0.107889,0.096177,0.000294647,0.00240437,0.189007,0.204339,0.11409,0.000180948,0.000331464,0.000635245,0.000997598,1.42E-09,0.0117509
411900,0.000166828,0.107679,0.0959719,0.00029327,0.00239831,0.188682,0.203967,0.113858,0.000179882,0.000328681,0.000629637,0.000982804,1.38E-09,0.0117124
412000,0.000167025,0.107639,0.0958475,0.000293956,0.00240403,0.188843,0.203949,0.11374,0.000180015,0.000325852,0.000623518,0.000970446,1.35E-09,0.0119522
412100,0.00016562,0.107317,0.0955729,0.00029291,0.00240148,0.188943,0.204095,0.113825,0.000179823,0.000326276,0.000624145,0.000968389,1.34E-09,0.0117848
412200,0.00016493,0.107507,0.0957441,0.000292304,0.00240289,0.189402,0.204638,0.114128,0.000179268,0.00032508,0.000621776,0.000954448,1.30E-09,0.0116158
412300,0.000163925,0.107189,0.0954747,0.000291654,0.00240027,0.189355,0.204615,0.114123,0.000179143,0.000324988,0.000621584,0.000950455,1.29E-09,0.011615
412400,0.000163102,0.107135,0.0954252,0.000291448,0.00240376,0.189818,0.205119,0.114394,0.000179388,0.000325709,0.000622832,0.000949712,1.28E-09,0.0116229
412500,0.000163039,0.107016,0.0952629,0.000292074,0.0024088,0.190025,0.205212,0.114373,0.000179762,0.000324372,0.000619784,0.000943387,1.26E-09,0.0118392
412600,0.000161813,0.106646,0.0949647,0.000290782,0.00240165,0.189731,0.20497,0.114268,0.000179172,0.000324011,0.000619171,0.000938416,1.24E-09,0.0120214
412700,0.0001621,0.106804,0.0950211,0.000291067,0.00240534,0.189832,0.204906,0.114128,0.000178619,0.000319252,0.000609243,0.000917179,1.19E-09,0.0123182
412800,0.000160734,0.106408,0.0946782,0.000289946,0.00240105,0.189732,0.204824,0.114082,0.000178349,0.000319316,0.000609207,0.000914843,1.19E-09,0.0123052
412900,0.000159552,0.10633,0.0946334,0.000289099,0.00240101,0.190079,0.205262,0.114343,0.000178227,0.000319975,0.000610415,0.00091318,1.18E-09,0.0123002
413000,0.000159648,0.106588,0.0948424,0.000289942,0.00241023,0.190874,0.206086,0.114774,0.000178651,0.00031958,0.000609374,0.00090561,1.15E-09,0.0125917
413100,0.000159027,0.106457,0.0947236,0.000289677,0.00241064,0.19105,0.206283,0.114875,0.000178538,0.000318855,0.000607806,0.000897769,1.13E-09,0.0128112
413200,0.000157396,0.105927,0.0942773,0.000287788,0.00240016,0.190565,0.205833,0.114645,0.000177586,0.000317598,0.000605302,0.000887731,1.10E-09,0.0129047
413300,0.000156302,0.105352,0.0937406,0.000286556,0.00239175,0.189933,0.205101,0.114199,0.000176814,0.000314884,0.000599661,0.000875202,1.07E-09,0.0130536
413400,0.000157488,0.105673,0.0938925,0.000287888,0.00240066,0.190158,0.205063,0.114023,0.00017653,0.000309195,0.000587867,0.000852336,1.02E-09,0.0137374
413500,0.000157676,0.105724,0.0938811,0.000287706,0.00239924,0.189896,0.20466,0.113729,0.000175564,0.000304264,0.000578012,0.000831366,9.85E-10,0.0143303
413600,0.000157144,0.105787,0.0939513,0.000287602,0.00240197,0.190308,0.205129,0.113993,0.000175606,0.000304009,0.000577426,0.000826776,9.71E-10,0.0145876
413700,0.000156554,0.105793,0.0939805,0.000287796,0.00240682,0.190932,0.20586,0.114419,0.000176092,0.000305464,0.000580183,0.000827733,9.67E-10,0.0147254
413800,0.000156186,0.105563,0.0937454,0.000288638,0.0024141,0.191417,0.206304,0.114619,0.000177068,0.000306294,0.000581381,0.000828892,9.60E-10,0.0146879
413900,0.000155178,0.105125,0.0933668,0.000288443,0.00241414,0.191511,0.206412,0.114679,0.000177539,0.000307303,0.000583213,0.000830406,9.56E-10,0.0146018
414000,0.000153476,0.104852,0.093174,0.000287552,0.0024152,0.192092,0.207154,0.115133,0.00017798,0.000310403,0.000589105,0.000837515,9.61E-10,0.0141672
414100,0.000152931,0.104538,0.0928599,0.000287044,0.0024118,0.191744,0.206696,0.114829,0.000177392,0.00030707,0.000582462,0.000821542,9.26E-10,0.0143312
414200,0.000152073,0.104549,0.0928991,0.000286612,0.00241346,0.192216,0.207277,0.115174,0.000177389,0.00030744,0.000583098,0.000817848,9.14E-10,0.014367
414300,0.000151588,0.104204,0.0925338,0.000286619,0.00241461,0.192192,0.207129,0.115018,0.000177486,0.000306256,0.000580353,0.00081245,9.00E-10,0.0145856
414400,0.000150229,0.103924,0.092319,0.000285691,0.0024125,0.192405,0.207441,0.115218,0.000177495,0.000307393,0.00058246,0.000812816,8.95E-10,0.0144814
414500,0.000149187,0.103726,0.0921756,0.000284984,0.0024109,0.19261,0.207749,0.115422,0.000177407,0.000308107,0.000583927,0.000810201,8.86E-10,0.0145252
414600,0.000148747,0.10361,0.0920617,0.000285141,0.00241421,0.192955,0.208107,0.115605,0.000177674,0.00030827,0.000584095,0.000806952,8.75E-10,0.0147721
414700,0.000147625,0.103254,0.0917444,0.000284362,0.00241215,0.192979,0.208137,0.115611,0.000177587,0.000308327,0.000584036,0.00080403,8.63E-10,0.0147927
414800,0.00014683,0.103249,0.0917541,0.000284128,0.00241571,0.193562,0.208807,0.115988,0.000177781,0.000308839,0.000584788,0.000800087,8.34E-10,0.0148676
414900,0.000145069,0.102475,0.0910385,0.000281516,0.00239948,0.192432,0.207543,0.115241,0.000176101,0.000304811,0.000576621,0.000783234,7.93E-10,0.014801
415000,0.000144371,0.10265,0.0911976,0.000281227,0.00240436,0.193129,0.208314,0.115661,0.000176035,0.000304314,0.000575403,0.000775333,7.66E-10,0.014687
415100,0.000143732,0.102705,0.0912793,0.000281702,0.00241279,0.194056,0.209375,0.116274,0.000176986,0.000306654,0.000579838,0.000778592,7.57E-10,0.0146223
415200,0.000142362,0.102526,0.0911769,0.000280223,0.00240755,0.194134,0.209601,0.11646,0.000176416,0.000307071,0.000580804,0.000774547,7.43E-10,0.0145429
415300,0.000140898,0.102249,0.0909719,0.000278331,0.00239818,0.19386,0.20942,0.116398,0.000175385,0.000305752,0.000578291,0.000764904,7.23E-10,0.0145004
415400,0.000140041,0.102063,0.0907896,0.000277144,0.00239281,0.1936,0.209112,0.116194,0.000174472,0.000302972,0.000572634,0.000752755,7.00E-10,0.0147049
415500,0.000140231,0.102601,0.0912604,0.000277998,0.00240448,0.194659,0.210229,0.116791,0.000174728,0.000301595,0.000569779,0.000741632,6.75E-10,0.0148507
415600,0.00013916,0.102287,0.0910076,0.000277154,0.00240143,0.194689,0.210327,0.11687,0.000174587,0.000302095,0.000570743,0.000739756,6.68E-10,0.0148647
415700,0.000139201,0.102289,0.0909517,0.000277953,0.00240916,0.195163,0.210706,0.117002,0.000175052,0.00030106,0.000568278,0.000734408,6.55E-10,0.0151887
415800,0.00013827,0.101983,0.0906612,0.000276588,0.0024021,0.194741,0.210219,0.116702,0.000174075,0.00129783,0.000563389,0.000724606,6.39E-10,0.0154721
415900,0.000137699,0.101875,0.0905745,0.000275944,0.00239956,0.194706,0.210207,0.1167,0.000173587,0.00129295,0.000561228,0.000717984,6.29E-10,0.0158765
416000,0.000136948,0.10171,0.0904511,0.000275319,0.00239732,0.194749,0.210306,0.116774,0.000173286,0.00129015,0.000560021,0.000711882,6.17E-10,0.016119
416100,0.000137629,0.101913,0.0905323,0.000277136,0.00241195,0.195568,0.210964,0.117015,0.000174171,0.00128407,0.000556697,0.000705535,6.03E-10,0.0166984
416200,0.000137265,0.101718,0.0903268,0.000276931,0.00241158,0.19552,0.210847,0.116909,0.000173935,0.00127786,0.000553727,0.000699069,5.92E-10,0.0172183
416300,0.000136982,0.101785,0.0903494,0.00027686,0.00241488,0.195878,0.211174,0.117041,0.000173727,0.00127191,0.000550731,0.000691924,5.80E-10,0.0176944
416400,0.000136206,0.101265,0.0898249,0.000275294,0.00240317,0.194854,0.209946,0.11628,0.000172241,0.00125158,0.000541368,0.000676501,5.61E-10,0.0182943
416500,0.000135626,0.101319,0.0898818,0.000274729,0.0024028,0.195088,0.21023,0.116438,0.000171776,0.00124574,0.00053865,0.000668753,5.49E-10,0.0187167
416600,0.000134555,0.101068,0.0896696,0.00027342,0.00239672,0.194874,0.210032,0.116329,0.000170986,0.00123851,0.000535358,0.000660516,5.37E-10,0.0188966
416700,0.000133581,0.101005,0.089662,0.000273164,0.00240011,0.195577,0.210907,0.11686,0.000171496,0.00124878,0.000539876,0.000664355,5.38E-10,0.0189911
