name,stra.14027,stra.14031,stra.14032,stra.14148,stra.14149,stra.14151,stra.14152,stra.14153,stra.14269,stra.14397,stra.14399,stra.14512,stra.14632,stra.14642
0,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05
1,6.40E-05,6.28E-05,6.24E-05,6.26E-05,6.23E-05,6.16E-05,6.13E-05,6.10E-05,6.08E-05,5.67E-05,5.64E-05,5.53E-05,5.14E-05,6.78E-05
2,5.98E-05,5.74E-05,5.68E-05,5.71E-05,5.66E-05,5.53E-05,5.47E-05,5.41E-05,5.39E-05,4.66E-05,4.60E-05,4.42E-05,3.80E-05,6.73E-05
3,5.58E-05,5.22E-05,5.13E-05,5.20E-05,5.12E-05,4.94E-05,4.85E-05,4.77E-05,4.75E-05,3.79E-05,3.71E-05,3.49E-05,2.76E-05,6.68E-05
4,5.20E-05,4.73E-05,4.62E-05,4.72E-05,4.62E-05,4.38E-05,4.27E-05,4.17E-05,4.17E-05,3.04E-05,2.96E-05,2.73E-05,1.96E-05,6.63E-05
5,4.83E-05,4.26E-05,4.13E-05,4.27E-05,4.14E-05,3.87E-05,3.74E-05,3.63E-05,3.65E-05,2.42E-05,2.33E-05,2.11E-05,1.37E-05,6.59E-05
6,4.48E-05,3.82E-05,3.67E-05,3.85E-05,3.71E-05,3.40E-05,3.26E-05,3.13E-05,3.18E-05,1.90E-05,1.81E-05,1.61E-05,9.44E-06,6.55E-05
7,4.15E-05,3.41E-05,3.25E-05,3.47E-05,3.31E-05,2.97E-05,2.82E-05,2.69E-05,2.76E-05,1.48E-05,1.40E-05,1.22E-05,6.37E-06,6.50E-05
8,3.84E-05,3.03E-05,2.86E-05,3.12E-05,2.94E-05,2.58E-05,2.43E-05,2.30E-05,2.39E-05,1.14E-05,1.06E-05,9.12E-06,4.23E-06,6.47E-05
9,3.55E-05,2.68E-05,2.50E-05,2.81E-05,2.61E-05,2.24E-05,2.08E-05,1.95E-05,2.07E-05,8.69E-06,8.02E-06,6.76E-06,2.76E-06,6.43E-05
10,3.28E-05,2.36E-05,2.18E-05,2.52E-05,2.31E-05,1.93E-05,1.78E-05,1.64E-05,1.79E-05,6.56E-06,5.99E-06,4.97E-06,1.77E-06,6.41E-05
11,3.03E-05,2.07E-05,1.89E-05,2.26E-05,2.04E-05,1.66E-05,1.51E-05,1.38E-05,1.54E-05,4.91E-06,4.42E-06,3.62E-06,1.12E-06,6.38E-05
12,2.81E-05,1.81E-05,1.64E-05,2.03E-05,1.80E-05,1.42E-05,1.28E-05,1.15E-05,1.33E-05,3.64E-06,3.24E-06,2.63E-06,7.02E-07,6.37E-05
13,2.60E-05,1.58E-05,1.41E-05,1.83E-05,1.59E-05,1.21E-05,1.07E-05,9.59E-06,1.15E-05,2.68E-06,2.35E-06,1.89E-06,4.34E-07,6.36E-05
14,2.41E-05,1.37E-05,1.21E-05,1.65E-05,1.40E-05,1.03E-05,9.02E-06,7.95E-06,9.92E-06,1.96E-06,1.69E-06,1.36E-06,2.65E-07,6.36E-05
15,2.24E-05,1.19E-05,1.04E-05,1.48E-05,1.24E-05,8.79E-06,7.55E-06,6.56E-06,8.59E-06,1.42E-06,1.21E-06,9.68E-07,1.60E-07,6.37E-05
16,2.09E-05,1.03E-05,8.85E-06,1.34E-05,1.10E-05,7.47E-06,6.31E-06,5.40E-06,7.46E-06,1.03E-06,8.60E-07,6.89E-07,9.61E-08,6.39E-05
17,1.96E-05,8.94E-06,7.54E-06,1.22E-05,9.70E-06,6.34E-06,5.26E-06,4.44E-06,6.50E-06,7.37E-07,6.07E-07,4.90E-07,5.72E-08,6.42E-05
18,1.84E-05,7.72E-06,6.41E-06,1.11E-05,8.60E-06,5.37E-06,4.38E-06,3.64E-06,5.68E-06,5.27E-07,4.27E-07,3.48E-07,3.39E-08,6.47E-05
19,1.73E-05,6.67E-06,5.45E-06,1.02E-05,7.65E-06,4.56E-06,3.65E-06,2.98E-06,4.99E-06,3.75E-07,2.99E-07,2.47E-07,2.00E-08,6.53E-05
20,1.63E-05,5.76E-06,4.63E-06,9.35E-06,6.82E-06,3.87E-06,3.03E-06,2.43E-06,4.40E-06,2.67E-07,2.09E-07,1.76E-07,1.18E-08,6.61E-05
21,1.55E-05,4.98E-06,3.93E-06,8.63E-06,6.10E-06,3.29E-06,2.52E-06,1.99E-06,3.91E-06,1.89E-07,1.45E-07,1.25E-07,6.92E-09,6.71E-05
22,1.48E-05,4.30E-06,3.33E-06,8.02E-06,5.47E-06,2.79E-06,2.10E-06,1.63E-06,3.49E-06,1.34E-07,1.01E-07,8.94E-08,4.06E-09,6.83E-05
23,1.42E-05,3.73E-06,2.83E-06,7.49E-06,4.94E-06,2.38E-06,1.75E-06,1.33E-06,3.13E-06,9.50E-08,7.02E-08,6.41E-08,2.39E-09,6.96E-05
24,1.37E-05,3.23E-06,2.41E-06,7.03E-06,4.47E-06,2.04E-06,1.46E-06,1.09E-06,2.83E-06,6.73E-08,4.88E-08,4.62E-08,1.41E-09,7.12E-05
25,1.33E-05,2.81E-06,2.05E-06,6.64E-06,4.06E-06,1.74E-06,1.23E-06,8.95E-07,2.58E-06,4.78E-08,3.40E-08,3.34E-08,8.34E-10,7.31E-05
26,1.29E-05,2.45E-06,1.75E-06,6.31E-06,3.71E-06,1.50E-06,1.03E-06,7.36E-07,2.36E-06,3.40E-08,2.37E-08,2.43E-08,4.96E-10,7.52E-05
27,1.27E-05,2.14E-06,1.50E-06,6.03E-06,3.41E-06,1.29E-06,8.67E-07,6.07E-07,2.18E-06,2.42E-08,1.65E-08,1.78E-08,2.96E-10,7.75E-05
28,1.25E-05,1.87E-06,1.29E-06,5.80E-06,3.14E-06,1.12E-06,7.32E-07,5.02E-07,2.02E-06,1.73E-08,1.16E-08,1.31E-08,1.78E-10,8.02E-05
29,1.23E-05,1.64E-06,1.11E-06,5.62E-06,2.92E-06,9.73E-07,6.20E-07,4.16E-07,1.89E-06,1.24E-08,8.14E-09,9.70E-09,1.08E-10,8.32E-05
30,1.23E-05,1.45E-06,9.58E-07,5.47E-06,2.72E-06,8.49E-07,5.28E-07,3.47E-07,1.78E-06,8.97E-09,5.75E-09,7.24E-09,6.55E-11,8.65E-05
31,1.23E-05,1.28E-06,8.31E-07,5.35E-06,2.55E-06,7.44E-07,4.51E-07,2.90E-07,1.69E-06,6.50E-09,4.08E-09,5.44E-09,4.02E-11,9.02E-05
32,1.23E-05,1.14E-06,7.24E-07,5.28E-06,2.40E-06,6.56E-07,3.87E-07,2.44E-07,1.61E-06,4.74E-09,2.91E-09,4.12E-09,2.49E-11,9.43E-05
33,1.25E-05,1.02E-06,6.33E-07,5.23E-06,2.28E-06,5.81E-07,3.34E-07,2.06E-07,1.55E-06,3.47E-09,2.09E-09,3.15E-09,1.56E-11,9.88E-05
34,1.27E-05,9.17E-07,5.56E-07,5.22E-06,2.17E-06,5.17E-07,2.90E-07,1.75E-07,1.50E-06,2.56E-09,1.51E-09,2.42E-09,9.84E-12,0.000103732
35,1.30E-05,8.27E-07,4.92E-07,5.23E-06,2.08E-06,4.63E-07,2.53E-07,1.49E-07,1.46E-06,1.90E-09,1.10E-09,1.88E-09,6.27E-12,0.000109217
36,1.33E-05,7.51E-07,4.37E-07,5.28E-06,2.01E-06,4.17E-07,2.22E-07,1.28E-07,1.43E-06,1.43E-09,8.08E-10,1.47E-09,4.04E-12,0.000115268
37,1.38E-05,6.86E-07,3.90E-07,5.37E-06,1.95E-06,3.78E-07,1.96E-07,1.11E-07,1.42E-06,1.08E-09,5.98E-10,1.16E-09,2.64E-12,0.000121948
38,1.43E-05,6.30E-07,3.51E-07,5.49E-06,1.91E-06,3.45E-07,1.75E-07,9.64E-08,1.41E-06,8.21E-10,4.47E-10,9.28E-10,1.74E-12,0.000129329
39,1.50E-05,5.83E-07,3.18E-07,5.65E-06,1.88E-06,3.17E-07,1.57E-07,8.46E-08,1.41E-06,6.32E-10,3.37E-10,7.48E-10,1.16E-12,0.000137497
40,1.58E-05,5.43E-07,2.91E-07,5.85E-06,1.86E-06,2.94E-07,1.41E-07,7.48E-08,1.43E-06,4.91E-10,2.57E-10,6.10E-10,7.88E-13,0.000146552
41,1.67E-05,5.10E-07,2.68E-07,6.11E-06,1.86E-06,2.75E-07,1.29E-07,6.68E-08,1.45E-06,3.86E-10,1.98E-10,5.02E-10,5.42E-13,0.000156613
42,1.78E-05,4.84E-07,2.49E-07,6.42E-06,1.87E-06,2.59E-07,1.19E-07,6.02E-08,1.49E-06,3.07E-10,1.55E-10,4.19E-10,3.78E-13,0.000167824
43,1.91E-05,4.62E-07,2.33E-07,6.80E-06,1.90E-06,2.46E-07,1.10E-07,5.48E-08,1.54E-06,2.48E-10,1.23E-10,3.54E-10,2.68E-13,0.000180356
44,2.07E-05,4.47E-07,2.21E-07,7.26E-06,1.94E-06,2.37E-07,1.03E-07,5.04E-08,1.61E-06,2.02E-10,9.84E-11,3.03E-10,1.93E-13,0.000194413
45,2.25E-05,4.36E-07,2.12E-07,7.82E-06,2.01E-06,2.30E-07,9.83E-08,4.70E-08,1.70E-06,1.68E-10,8.02E-11,2.63E-10,1.42E-13,0.000210245
46,2.48E-05,4.31E-07,2.05E-07,8.50E-06,2.10E-06,2.27E-07,9.46E-08,4.44E-08,1.81E-06,1.42E-10,6.66E-11,2.32E-10,1.06E-13,0.000228157
47,2.75E-05,4.31E-07,2.02E-07,9.34E-06,2.22E-06,2.26E-07,9.23E-08,4.25E-08,1.95E-06,1.22E-10,5.63E-11,2.08E-10,8.13E-14,0.000248518
48,3.08E-05,4.38E-07,2.01E-07,1.04E-05,2.38E-06,2.29E-07,9.14E-08,4.14E-08,2.13E-06,1.07E-10,4.85E-11,1.90E-10,6.36E-14,0.000271788
49,3.48E-05,4.51E-07,2.04E-07,1.16E-05,2.58E-06,2.35E-07,9.20E-08,4.09E-08,2.35E-06,9.55E-11,4.28E-11,1.76E-10,5.10E-14,0.000298531
50,3.99E-05,4.73E-07,2.11E-07,1.32E-05,2.83E-06,2.45E-07,9.43E-08,4.13E-08,2.62E-06,8.74E-11,3.86E-11,1.67E-10,4.20E-14,0.000329447
51,4.63E-05,5.04E-07,2.21E-07,1.52E-05,3.17E-06,2.61E-07,9.85E-08,4.25E-08,2.98E-06,8.21E-11,3.57E-11,1.63E-10,3.55E-14,0.000365406
52,5.44E-05,5.49E-07,2.38E-07,1.78E-05,3.60E-06,2.83E-07,1.05E-07,4.47E-08,3.43E-06,7.92E-11,3.40E-11,1.62E-10,3.10E-14,0.000407478
53,6.49E-05,6.10E-07,2.61E-07,2.11E-05,4.16E-06,3.14E-07,1.15E-07,4.82E-08,4.02E-06,7.87E-11,3.34E-11,1.65E-10,2.80E-14,0.000456973
54,7.85E-05,6.95E-07,2.94E-07,2.54E-05,4.90E-06,3.57E-07,1.28E-07,5.33E-08,4.80E-06,8.06E-11,3.39E-11,1.74E-10,2.61E-14,0.000515452
55,9.65E-05,8.10E-07,3.39E-07,3.12E-05,5.90E-06,4.15E-07,1.48E-07,6.05E-08,5.84E-06,8.54E-11,3.55E-11,1.88E-10,2.53E-14,0.000584697
56,0.000120527,9.68E-07,4.01E-07,3.89E-05,7.24E-06,4.95E-07,1.74E-07,7.07E-08,7.22E-06,9.37E-11,3.86E-11,2.10E-10,2.55E-14,0.000666567
57,0.000152719,1.18E-06,4.88E-07,4.93E-05,9.07E-06,6.05E-07,2.11E-07,8.49E-08,9.10E-06,1.06E-10,4.35E-11,2.41E-10,2.67E-14,0.00076265
58,0.00019589,1.48E-06,6.07E-07,6.33E-05,1.16E-05,7.56E-07,2.61E-07,1.05E-07,1.16E-05,1.25E-10,5.07E-11,2.85E-10,2.90E-14,0.000873573
59,0.000253269,1.89E-06,7.70E-07,8.21E-05,1.49E-05,9.62E-07,3.30E-07,1.32E-07,1.51E-05,1.50E-10,6.08E-11,3.46E-10,3.25E-14,0.000997901
60,0.000327975,2.44E-06,9.90E-07,0.000106657,1.94E-05,1.24E-06,4.24E-07,1.68E-07,1.96E-05,1.85E-10,7.46E-11,4.25E-10,3.73E-14,0.00113085
61,0.000422017,3.16E-06,1.28E-06,0.000137888,2.51E-05,1.60E-06,5.45E-07,2.16E-07,2.53E-05,2.31E-10,9.27E-11,5.28E-10,4.34E-14,0.00126357
62,0.000535182,4.05E-06,1.64E-06,0.000175827,3.22E-05,2.05E-06,6.98E-07,2.76E-07,3.24E-05,2.88E-10,1.15E-10,6.53E-10,5.08E-14,0.00138427
63,0.000664603,5.12E-06,2.07E-06,0.000219665,4.05E-05,2.58E-06,8.80E-07,3.48E-07,4.06E-05,3.56E-10,1.42E-10,7.99E-10,5.90E-14,0.00148161
64,0.000805599,6.34E-06,2.57E-06,0.00026795,4.99E-05,3.20E-06,1.09E-06,4.30E-07,4.97E-05,4.33E-10,1.73E-10,9.61E-10,6.77E-14,0.00154863
65,0.000953343,7.69E-06,3.12E-06,0.000319116,6.00E-05,3.87E-06,1.32E-06,5.21E-07,5.94E-05,5.17E-10,2.07E-10,1.13E-09,7.65E-14,0.0015846
66,0.00110421,9.12E-06,3.71E-06,0.000371949,7.06E-05,4.58E-06,1.56E-06,6.19E-07,6.95E-05,6.07E-10,2.42E-10,1.31E-09,8.50E-14,0.00159375
67,0.00125617,1.06E-05,4.33E-06,0.000425741,8.16E-05,5.33E-06,1.82E-06,7.23E-07,7.98E-05,7.00E-10,2.80E-10,1.49E-09,9.31E-14,0.00158253
68,0.0014085,1.22E-05,4.98E-06,0.000480206,9.29E-05,6.11E-06,2.09E-06,8.31E-07,9.04E-05,7.97E-10,3.18E-10,1.68E-09,1.01E-13,0.00155727
69,0.00156119,1.38E-05,5.65E-06,0.000535312,0.000104442,6.92E-06,2.38E-06,9.44E-07,0.000101128,8.98E-10,3.58E-10,1.87E-09,1.08E-13,0.00152312
70,0.00171457,1.55E-05,6.36E-06,0.000591149,0.000116304,7.76E-06,2.67E-06,1.06E-06,0.000112073,1.00E-09,3.99E-10,2.05E-09,1.15E-13,0.00148379
71,0.00186902,1.73E-05,7.09E-06,0.000647835,0.000128468,8.63E-06,2.97E-06,1.18E-06,0.000123242,1.11E-09,4.42E-10,2.24E-09,1.22E-13,0.00144181
72,0.00202492,1.91E-05,7.84E-06,0.000705486,0.000140947,9.52E-06,3.28E-06,1.31E-06,0.000134655,1.22E-09,4.86E-10,2.44E-09,1.28E-13,0.00139879
73,0.00218251,2.10E-05,8.62E-06,0.000764192,0.000153755,1.05E-05,3.61E-06,1.44E-06,0.00014633,1.33E-09,5.31E-10,2.64E-09,1.35E-13,0.00135577
74,0.002342,2.29E-05,9.43E-06,0.000824018,0.000166902,1.14E-05,3.95E-06,1.58E-06,0.000158282,1.45E-09,5.78E-10,2.84E-09,1.41E-13,0.00131338
75,0.0025035,2.49E-05,1.03E-05,0.000885011,0.000180394,1.24E-05,4.29E-06,1.72E-06,0.000170521,1.57E-09,6.26E-10,3.04E-09,1.47E-13,0.001272
76,0.00266707,2.70E-05,1.11E-05,0.000947197,0.000194235,1.34E-05,4.65E-06,1.86E-06,0.000183053,1.69E-09,6.75E-10,3.25E-09,1.53E-13,0.00123183
77,0.00283274,2.91E-05,1.20E-05,0.00101059,0.000208428,1.45E-05,5.02E-06,2.01E-06,0.000195884,1.82E-09,7.26E-10,3.46E-09,1.59E-13,0.00119301
78,0.00300052,3.13E-05,1.30E-05,0.0010752,0.000222972,1.56E-05,5.41E-06,2.17E-06,0.000209016,1.95E-09,7.79E-10,3.68E-09,1.65E-13,0.00115558
79,0.00317037,3.36E-05,1.39E-05,0.00114102,0.000237867,1.67E-05,5.80E-06,2.33E-06,0.000222453,2.09E-09,8.33E-10,3.90E-09,1.71E-13,0.00111956
80,0.00334226,3.59E-05,1.49E-05,0.00120805,0.000253112,1.78E-05,6.21E-06,2.49E-06,0.000236194,2.23E-09,8.89E-10,4.13E-09,1.77E-13,0.00108493
81,0.00351616,3.82E-05,1.59E-05,0.00127627,0.000268704,1.90E-05,6.63E-06,2.66E-06,0.00025024,2.37E-09,9.47E-10,4.37E-09,1.83E-13,0.00105168
82,0.00369201,4.07E-05,1.69E-05,0.00134568,0.000284641,2.02E-05,7.06E-06,2.84E-06,0.000264591,2.52E-09,1.01E-09,4.60E-09,1.89E-13,0.00101975
83,0.00386977,4.32E-05,1.80E-05,0.00141626,0.000300921,2.14E-05,7.50E-06,3.02E-06,0.000279246,2.67E-09,1.07E-09,4.85E-09,1.95E-13,0.000989118
84,0.00404937,4.57E-05,1.90E-05,0.001488,0.00031754,2.27E-05,7.95E-06,3.20E-06,0.000294205,2.83E-09,1.13E-09,5.10E-09,2.01E-13,0.000959728
85,0.00423078,4.83E-05,2.02E-05,0.00156089,0.000334495,2.40E-05,8.42E-06,3.39E-06,0.000309466,2.99E-09,1.19E-09,5.35E-09,2.07E-13,0.000931533
86,0.00441394,5.10E-05,2.13E-05,0.0016349,0.000351784,2.54E-05,8.89E-06,3.59E-06,0.00032503,3.16E-09,1.26E-09,5.61E-09,2.13E-13,0.000904485
87,0.00459879,5.37E-05,2.24E-05,0.00171004,0.000369403,2.67E-05,9.38E-06,3.79E-06,0.000340894,3.33E-09,1.33E-09,5.88E-09,2.20E-13,0.000878537
88,0.0047853,5.65E-05,2.36E-05,0.00178627,0.00038735,2.81E-05,9.88E-06,3.99E-06,0.000357057,3.50E-09,1.40E-09,6.15E-09,2.26E-13,0.000853641
89,0.00497339,5.93E-05,2.48E-05,0.00186359,0.000405621,2.95E-05,1.04E-05,4.20E-06,0.000373519,3.68E-09,1.47E-09,6.43E-09,2.33E-13,0.000829751
90,0.00516304,6.22E-05,2.61E-05,0.00194199,0.000424213,3.10E-05,1.09E-05,4.42E-06,0.000390277,3.86E-09,1.54E-09,6.71E-09,2.39E-13,0.000806823
91,0.00535419,6.52E-05,2.73E-05,0.00202144,0.000443123,3.25E-05,1.15E-05,4.64E-06,0.000407331,4.05E-09,1.62E-09,7.00E-09,2.46E-13,0.000784813
92,0.00554679,6.82E-05,2.86E-05,0.00210194,0.000462347,3.40E-05,1.20E-05,4.86E-06,0.000424679,4.24E-09,1.70E-09,7.30E-09,2.53E-13,0.000763679
93,0.0057408,7.12E-05,2.99E-05,0.00218346,0.000481884,3.55E-05,1.26E-05,5.09E-06,0.000442321,4.44E-09,1.78E-09,7.60E-09,2.60E-13,0.000743382
94,0.00593618,7.44E-05,3.13E-05,0.002266,0.000501729,3.71E-05,1.31E-05,5.32E-06,0.000460254,4.64E-09,1.86E-09,7.91E-09,2.67E-13,0.000723884
95,0.00613289,7.75E-05,3.26E-05,0.00234955,0.00052188,3.87E-05,1.37E-05,5.56E-06,0.000478477,4.85E-09,1.94E-09,8.22E-09,2.74E-13,0.000705147
96,0.00633087,8.07E-05,3.40E-05,0.00243408,0.000542334,4.04E-05,1.43E-05,5.81E-06,0.000496989,5.06E-09,2.02E-09,8.54E-09,2.81E-13,0.000687137
97,0.00653011,8.40E-05,3.54E-05,0.00251959,0.000563088,4.20E-05,1.49E-05,6.05E-06,0.000515788,5.28E-09,2.11E-09,8.87E-09,2.89E-13,0.00066982
98,0.00673054,8.73E-05,3.68E-05,0.00260607,0.000584139,4.37E-05,1.55E-05,6.31E-06,0.000534873,5.50E-09,2.20E-09,9.20E-09,2.96E-13,0.000653164
99,0.00693215,9.07E-05,3.83E-05,0.00269349,0.000605483,4.54E-05,1.61E-05,6.56E-06,0.000554243,5.72E-09,2.29E-09,9.54E-09,3.04E-13,0.000637139
100,0.00713488,9.41E-05,3.97E-05,0.00278185,0.000627119,4.72E-05,1.68E-05,6.82E-06,0.000573896,5.95E-09,2.38E-09,9.89E-09,3.12E-13,0.000621717
101,0.00733871,9.75E-05,4.12E-05,0.00287113,0.000649042,4.90E-05,1.74E-05,7.09E-06,0.000593831,6.19E-09,2.48E-09,1.02E-08,3.20E-13,0.000606869
102,0.0075436,0.000101042,4.28E-05,0.00296133,0.000671252,5.08E-05,1.81E-05,7.36E-06,0.000614047,6.43E-09,2.58E-09,1.06E-08,3.28E-13,0.00059257
103,0.00774951,0.000104596,4.43E-05,0.00305243,0.000693743,5.26E-05,1.87E-05,7.64E-06,0.000634541,6.67E-09,2.67E-09,1.10E-08,3.36E-13,0.000578794
104,0.00795641,0.000108195,4.58E-05,0.00314442,0.000716514,5.45E-05,1.94E-05,7.92E-06,0.000655313,6.92E-09,2.77E-09,1.13E-08,3.44E-13,0.000565519
105,0.00816427,0.000111841,4.74E-05,0.00323728,0.000739562,5.64E-05,2.01E-05,8.20E-06,0.00067636,7.18E-09,2.88E-09,1.17E-08,3.53E-13,0.000552721
106,0.00837306,0.000115532,4.90E-05,0.003331,0.000762885,5.83E-05,2.08E-05,8.49E-06,0.000697683,7.44E-09,2.98E-09,1.21E-08,3.62E-13,0.000540379
107,0.00858274,0.000119267,5.06E-05,0.00342558,0.000786478,6.02E-05,2.15E-05,8.79E-06,0.000719278,7.70E-09,3.09E-09,1.25E-08,3.70E-13,0.000528473
108,0.00879329,0.000123046,5.23E-05,0.003521,0.00081034,6.22E-05,2.22E-05,9.09E-06,0.000741145,7.97E-09,3.20E-09,1.29E-08,3.79E-13,0.000516984
109,0.00900467,0.000126869,5.39E-05,0.00361725,0.000834468,6.42E-05,2.29E-05,9.39E-06,0.000763281,8.25E-09,3.31E-09,1.33E-08,3.88E-13,0.000505894
110,0.00921686,0.000130734,5.56E-05,0.00371432,0.00085886,6.62E-05,2.37E-05,9.70E-06,0.000785687,8.53E-09,3.42E-09,1.37E-08,3.97E-13,0.000495184
111,0.00942983,0.000134642,5.73E-05,0.00381219,0.000883512,6.83E-05,2.44E-05,1.00E-05,0.000808359,8.81E-09,3.54E-09,1.41E-08,4.07E-13,0.000484839
112,0.00964354,0.000138591,5.90E-05,0.00391086,0.000908421,7.04E-05,2.52E-05,1.03E-05,0.000831297,9.10E-09,3.65E-09,1.46E-08,4.16E-13,0.000474843
113,0.00985799,0.000142582,6.08E-05,0.00401031,0.000933586,7.25E-05,2.60E-05,1.06E-05,0.000854499,9.40E-09,3.77E-09,1.50E-08,4.26E-13,0.00046518
114,0.0100731,0.000146613,6.25E-05,0.00411054,0.000959003,7.46E-05,2.67E-05,1.10E-05,0.000877964,9.70E-09,3.89E-09,1.55E-08,4.36E-13,0.000455837
115,0.0102889,0.000150684,6.43E-05,0.00421154,0.000984671,7.67E-05,2.75E-05,1.13E-05,0.000901689,1.00E-08,4.02E-09,1.59E-08,4.46E-13,0.0004468
116,0.0105054,0.000154794,6.61E-05,0.00431328,0.00101059,7.89E-05,2.83E-05,1.16E-05,0.000925675,1.03E-08,4.14E-09,1.64E-08,4.56E-13,0.000438057
117,0.0107225,0.000158944,6.79E-05,0.00441577,0.00103675,8.11E-05,2.91E-05,1.20E-05,0.000949917,1.06E-08,4.27E-09,1.68E-08,4.66E-13,0.000429595
118,0.0109401,0.000163131,6.97E-05,0.00451899,0.00106315,8.34E-05,3.00E-05,1.23E-05,0.000974417,1.09E-08,4.40E-09,1.73E-08,4.77E-13,0.000421402
119,0.0111584,0.000167357,7.16E-05,0.00462293,0.00108979,8.56E-05,3.08E-05,1.27E-05,0.000999171,1.13E-08,4.53E-09,1.78E-08,4.87E-13,0.000413467
120,0.0113772,0.00017162,7.34E-05,0.00472759,0.00111667,8.79E-05,3.16E-05,1.30E-05,0.00102418,1.16E-08,4.66E-09,1.83E-08,4.98E-13,0.000405781
121,0.0115965,0.00017592,7.53E-05,0.00483294,0.00114378,9.02E-05,3.25E-05,1.34E-05,0.00104944,1.19E-08,4.80E-09,1.88E-08,5.09E-13,0.000398332
122,0.0118163,0.000180255,7.72E-05,0.00493899,0.00117113,9.25E-05,3.33E-05,1.37E-05,0.00107495,1.23E-08,4.94E-09,1.93E-08,5.20E-13,0.000391112
123,0.0120366,0.000184627,7.91E-05,0.00504572,0.0011987,9.49E-05,3.42E-05,1.41E-05,0.0011007,1.26E-08,5.08E-09,1.98E-08,5.31E-13,0.000384111
124,0.0122574,0.000189034,8.11E-05,0.00515312,0.00122651,9.73E-05,3.51E-05,1.44E-05,0.00112671,1.30E-08,5.22E-09,2.03E-08,5.43E-13,0.00037732
125,0.0124786,0.000193476,8.30E-05,0.00526119,0.00125453,9.97E-05,3.60E-05,1.48E-05,0.00115296,1.33E-08,5.36E-09,2.08E-08,5.54E-13,0.000370732
126,0.0127002,0.000197952,8.50E-05,0.0053699,0.00128279,0.000102094,3.69E-05,1.52E-05,0.00117945,1.37E-08,5.51E-09,2.13E-08,5.66E-13,0.000364339
127,0.0129223,0.000202462,8.70E-05,0.00547926,0.00131126,0.000104543,3.78E-05,1.56E-05,0.00120619,1.41E-08,5.66E-09,2.19E-08,5.78E-13,0.000358132
128,0.0131447,0.000207005,8.90E-05,0.00558925,0.00133995,0.000107014,3.87E-05,1.60E-05,0.00123317,1.44E-08,5.81E-09,2.24E-08,5.90E-13,0.000352105
129,0.0133674,0.000211581,9.10E-05,0.00569987,0.00136885,0.000109509,3.96E-05,1.63E-05,0.00126038,1.48E-08,5.96E-09,2.30E-08,6.02E-13,0.000346251
130,0.0135905,0.000216189,9.30E-05,0.00581111,0.00139797,0.000112026,4.05E-05,1.67E-05,0.00128784,1.52E-08,6.12E-09,2.35E-08,6.15E-13,0.000340564
131,0.013814,0.000220829,9.51E-05,0.00592295,0.00142729,0.000114566,4.15E-05,1.71E-05,0.00131553,1.56E-08,6.27E-09,2.41E-08,6.28E-13,0.000335036
132,0.0140377,0.000225501,9.71E-05,0.00603539,0.00145683,0.000117129,4.24E-05,1.75E-05,0.00134345,1.60E-08,6.43E-09,2.47E-08,6.40E-13,0.000329663
133,0.0142617,0.000230203,9.92E-05,0.00614841,0.00148657,0.000119714,4.34E-05,1.79E-05,0.00137161,1.64E-08,6.59E-09,2.53E-08,6.53E-13,0.000324439
134,0.014486,0.000234936,0.000101268,0.00626202,0.00151652,0.00012232,4.43E-05,1.83E-05,0.0014,1.68E-08,6.76E-09,2.59E-08,6.67E-13,0.000319357
135,0.0147106,0.000239699,0.000103369,0.0063762,0.00154667,0.000124949,4.53E-05,1.87E-05,0.00142862,1.72E-08,6.92E-09,2.65E-08,6.80E-13,0.000314414
136,0.0149354,0.000244492,0.000105484,0.00649094,0.00157702,0.0001276,4.63E-05,1.92E-05,0.00145747,1.76E-08,7.09E-09,2.71E-08,6.93E-13,0.000309603
137,0.0151604,0.000249314,0.000107613,0.00660624,0.00160756,0.000130272,4.73E-05,1.96E-05,0.00148654,1.80E-08,7.26E-09,2.77E-08,7.07E-13,0.000304921
138,0.0153856,0.000254164,0.000109756,0.00672208,0.00163831,0.000132965,4.83E-05,2.00E-05,0.00151584,1.84E-08,7.43E-09,2.83E-08,7.21E-13,0.000300363
139,0.015611,0.000259043,0.000111912,0.00683846,0.00166924,0.000135679,4.93E-05,2.04E-05,0.00154536,1.89E-08,7.61E-09,2.89E-08,7.35E-13,0.000295924
140,0.0158365,0.00026395,0.000114082,0.00695537,0.00170036,0.000138415,5.03E-05,2.08E-05,0.00157511,1.93E-08,7.78E-09,2.96E-08,7.49E-13,0.0002916
141,0.0160623,0.000268884,0.000116265,0.0070728,0.00173168,0.000141171,5.13E-05,2.13E-05,0.00160507,1.97E-08,7.96E-09,3.02E-08,7.64E-13,0.000287387
142,0.0162882,0.000273845,0.000118461,0.00719074,0.00176318,0.000143949,5.23E-05,2.17E-05,0.00163526,2.02E-08,8.14E-09,3.09E-08,7.79E-13,0.000283281
143,0.0165142,0.000278833,0.00012067,0.00730919,0.00179486,0.000146746,5.34E-05,2.21E-05,0.00166566,2.06E-08,8.33E-09,3.15E-08,7.93E-13,0.00027928
