name,stra.14151,stra.14152,stra.14153,stra.14154,stra.13321,stra.14642
43800,0.073015,0.0744329,0.0683917,0.0604751,8.18E-34,2.56E-04
43900,0.0731654,0.0745643,0.0684829,0.0605244,4.31E-34,2.60E-04
44000,0.0732906,0.0747384,0.0686675,0.0606991,2.18E-34,2.58E-04
44100,0.0732354,0.0746967,0.0686289,0.0606568,1.13E-34,2.54E-04
44200,0.0733779,0.07489,0.0688282,0.0608391,5.81E-35,2.47E-04
44300,0.0733916,0.0748998,0.0688218,0.0608133,3.05E-35,2.41E-04
44400,0.0732162,0.0747792,0.0687392,0.0607509,1.55E-35,2.24E-04
44500,0.0733164,0.0749396,0.0689159,0.0609196,7.49E-36,2.06E-04
44600,0.0734095,0.0750916,0.0690823,0.0610754,3.82E-36,1.94E-04
44700,0.0735727,0.0752442,0.0691933,0.0611391,2.00E-36,1.88E-04
44800,0.073799,0.0754553,0.0693523,0.0612395,1.01E-36,1.85E-04
44900,0.0739702,0.075691,0.0696045,0.0614819,5.09E-37,1.77E-04
45000,0.0740233,0.0758296,0.0697937,0.0616941,2.50E-37,1.67E-04
45100,0.0739743,0.0758424,0.0698474,0.0617686,1.23E-37,1.57E-04
45200,0.0737759,0.0756554,0.0696786,0.0616158,6.10E-38,1.51E-04
45300,0.074113,0.0759948,0.0699748,0.0618573,3.11E-38,1.49E-04
45400,0.0740135,0.0760085,0.0700674,0.0619937,1.55E-38,1.42E-04
45500,0.0738399,0.0758366,0.0698947,0.0618162,7.91E-39,1.36E-04
45600,0.0741186,0.0761244,0.0701442,0.0620126,4.09E-39,1.32E-04
45700,0.074061,0.0760588,0.0700624,0.0619131,2.09E-39,1.27E-04
45800,0.0744484,0.076436,0.0703773,0.0621552,1.04E-39,1.23E-04
45900,0.0744868,0.0765153,0.0704727,0.062251,5.11E-40,1.20E-04
46000,0.0743773,0.0764627,0.0704625,0.062266,2.46E-40,1.13E-04
46100,0.074692,0.0767578,0.0706984,0.0624378,1.23E-40,1.10E-04
46200,0.0743034,0.0763966,0.0703856,0.0621702,6.32E-41,1.06E-04
46300,0.0745402,0.0765793,0.0704907,0.0622039,3.45E-41,1.06E-04
46400,0.0746276,0.0766921,0.0706008,0.062298,1.94E-41,1.06E-04
46500,0.0746873,0.0768323,0.070782,0.0624917,1.02E-41,1.03E-04
46600,0.0745132,0.0767103,0.0707068,0.0624486,5.35E-42,1.02E-04
46700,0.0747262,0.0769196,0.0708772,0.0625718,2.81E-42,9.96E-05
46800,0.075063,0.0772134,0.0710904,0.0627047,1.51E-42,9.87E-05
46900,0.0751131,0.0772916,0.0711745,0.0627826,8.28E-43,9.52E-05
47000,0.0747659,0.0769979,0.0709469,0.0626106,4.34E-43,8.85E-05
47100,0.0749738,0.0772667,0.0712331,0.0628903,2.24E-43,8.43E-05
47200,0.0750135,0.0774004,0.0714227,0.0631045,1.12E-43,7.97E-05
47300,0.0745899,0.0770103,0.0710911,0.0628277,5.58E-44,7.54E-05
47400,0.0747385,0.0772181,0.0713086,0.0630291,2.99E-44,7.21E-05
47500,0.0749923,0.0774856,0.0715463,0.0632231,1.55E-44,7.06E-05
47600,0.0750599,0.0774752,0.0714509,0.0630567,8.64E-45,7.07E-05
47700,0.0752637,0.0776317,0.0715321,0.0630645,4.62E-45,7.02E-05
47800,0.0752842,0.0776906,0.0716077,0.0631416,2.39E-45,6.80E-05
47900,0.0751368,0.0775544,0.0714839,0.0630269,1.26E-45,6.71E-05
48000,0.0753912,0.077864,0.0717996,0.0633243,6.48E-46,6.59E-05
48100,0.0753097,0.0777656,0.0716883,0.0632044,3.36E-46,6.54E-05
48200,0.0756249,0.0781726,0.0721171,0.0636171,1.74E-46,6.30E-05
48300,0.0754203,0.0779836,0.0719455,0.0634573,8.99E-47,6.15E-05
48400,0.0753403,0.077904,0.071861,0.0633649,4.61E-47,6.07E-05
48500,0.0758218,0.0783697,0.0722496,0.0636656,2.37E-47,6.03E-05
48600,0.0759606,0.0785369,0.0724077,0.063798,1.26E-47,5.96E-05
48700,0.0758775,0.0785003,0.0724041,0.0638124,6.37E-48,5.67E-05
48800,0.0759151,0.0785342,0.0724125,0.0637897,3.20E-48,5.37E-05
48900,0.0760556,0.0787083,0.0725839,0.0639411,1.67E-48,5.18E-05
49000,0.0760092,0.0786442,0.072499,0.0638372,8.67E-49,5.06E-05
49100,0.0761272,0.0787972,0.0726579,0.0639863,4.42E-49,4.91E-05
49200,0.0762644,0.0789842,0.0728551,0.0641725,2.29E-49,4.75E-05
49300,0.0760493,0.0787651,0.0726484,0.0639822,1.17E-49,4.65E-05
49400,0.0760521,0.0788168,0.072721,0.0640565,6.19E-50,4.57E-05
49500,0.0764037,0.079183,0.0730463,0.0643235,3.15E-50,4.53E-05
49600,0.0763279,0.0790527,0.0728728,0.0641212,1.68E-50,4.58E-05
49700,0.0764529,0.0791628,0.0729458,0.0641545,9.28E-51,4.71E-05
49800,0.0766125,0.0792692,0.0729761,0.0641149,5.11E-51,4.63E-05
49900,0.0770317,0.0797015,0.0733594,0.0644313,2.78E-51,4.59E-05
50000,0.0768361,0.0794772,0.0731206,0.0641869,1.48E-51,4.53E-05
50100,0.0770791,0.0796667,0.0732251,0.0642103,7.87E-52,4.53E-05
50200,0.077372,0.0799463,0.073446,0.064364,4.05E-52,4.53E-05
50300,0.0774195,0.0799837,0.0734603,0.064354,2.07E-52,4.51E-05
50400,0.0775539,0.0801184,0.0735689,0.0644291,1.10E-52,4.51E-05
50500,0.0775798,0.0801289,0.0735541,0.0643891,6.05E-53,4.55E-05
50600,0.0778323,0.0804067,0.0738127,0.064612,3.28E-53,4.59E-05
50700,0.0779062,0.0805086,0.0739175,0.0647059,1.73E-53,4.61E-05
50800,0.0778858,0.0804967,0.0739006,0.064678,8.83E-54,4.52E-05
50900,0.0782209,0.0807202,0.073991,0.0646569,4.56E-54,4.60E-05
51000,0.0784796,0.0809307,0.0741237,0.0647161,2.38E-54,4.68E-05
51100,0.0785087,0.0809717,0.0741582,0.0647364,1.21E-54,4.67E-05
51200,0.0782987,0.0807962,0.0740184,0.0646235,6.01E-55,4.52E-05
51300,0.07828,0.0807511,0.0739437,0.0645242,3.14E-55,4.52E-05
51400,0.0785633,0.0809918,0.0741079,0.0646139,1.67E-55,4.62E-05
51500,0.0787709,0.0811642,0.0742194,0.0646668,8.86E-56,4.70E-05
51600,0.0791517,0.0815463,0.0745507,0.0649353,4.72E-56,4.79E-05
51700,0.079308,0.0817268,0.0747204,0.0650797,2.44E-56,4.83E-05
51800,0.0792083,0.081701,0.0747459,0.0651326,1.26E-56,4.67E-05
51900,0.0792781,0.0817657,0.074783,0.0651373,6.51E-57,4.66E-05
52000,0.0794213,0.0818784,0.074843,0.0651461,3.34E-57,4.68E-05
52100,0.0794877,0.0819522,0.0749075,0.0651954,1.75E-57,4.69E-05
52200,0.0790868,0.0814861,0.0744267,0.0647258,9.15E-58,4.72E-05
52300,0.079258,0.081608,0.0744788,0.064715,5.14E-58,4.81E-05
52400,0.0793422,0.0817541,0.0746465,0.0648784,2.88E-58,4.81E-05
52500,0.0795281,0.0819668,0.0748463,0.0650488,1.61E-58,4.87E-05
52600,0.0795945,0.0820555,0.0749254,0.0651035,9.44E-59,4.82E-05
52700,0.0798096,0.0822316,0.075039,0.0651592,5.34E-59,4.85E-05
52800,0.0800223,0.0823962,0.0751331,0.0651893,2.93E-59,4.88E-05
52900,0.0799036,0.0822782,0.0750203,0.0650818,1.51E-59,4.76E-05
53000,0.0800451,0.0824726,0.075228,0.0652795,7.99E-60,4.65E-05
53100,0.079867,0.0822989,0.075072,0.0651426,4.25E-60,4.53E-05
53200,0.0798491,0.082301,0.0750831,0.0651544,2.25E-60,4.49E-05
53300,0.0800546,0.0824908,0.0752285,0.0652526,1.21E-60,4.51E-05
53400,0.0801262,0.0825616,0.0752834,0.065288,6.64E-61,4.53E-05
53500,0.0799147,0.0823559,0.0750943,0.0651156,3.71E-61,4.57E-05
53600,0.0801049,0.0825394,0.0752327,0.0652019,2.02E-61,4.44E-05
53700,0.0805201,0.082932,0.0755456,0.0654284,1.15E-61,4.38E-05
53800,0.0804264,0.0828109,0.0753962,0.0652563,5.90E-62,4.13E-05
53900,0.0805381,0.0829692,0.0755564,0.0653949,3.02E-62,3.83E-05
54000,0.0804398,0.0829033,0.0755089,0.0653537,1.51E-62,3.54E-05
54100,0.0805835,0.083075,0.0756699,0.0654874,7.89E-63,3.37E-05
54200,0.0807336,0.0832598,0.075849,0.0656422,4.14E-63,3.19E-05
54300,0.0809496,0.0835,0.0760704,0.0658286,2.17E-63,3.05E-05
54400,0.0811435,0.0836718,0.0761924,0.0658998,1.15E-63,2.98E-05
54500,0.0811454,0.0836189,0.0760848,0.0657503,6.31E-64,2.94E-05
54600,0.0812798,0.0836685,0.0760398,0.0656293,3.61E-64,2.98E-05
54700,0.0815643,0.0840356,0.076406,0.0659545,2.03E-64,2.93E-05
54800,0.0815558,0.0840971,0.0764992,0.066052,1.04E-64,2.80E-05
54900,0.0817877,0.0843404,0.0767064,0.0662089,5.51E-65,2.73E-05
55000,0.081834,0.0844629,0.0768641,0.0663727,2.97E-65,2.63E-05
55100,0.0819134,0.0845947,0.0770138,0.0665187,1.64E-65,2.59E-05
55200,0.0819225,0.0845734,0.0769467,0.0664089,8.88E-66,2.59E-05
55300,0.0821476,0.0848309,0.0771853,0.0666078,4.43E-66,2.52E-05
55400,0.0819571,0.0846553,0.0770289,0.0664663,2.10E-66,2.40E-05
55500,0.0818978,0.0846694,0.0770937,0.0665571,1.05E-66,2.29E-05
55600,0.0818988,0.0847387,0.0772044,0.0666844,5.22E-67,2.23E-05
55700,0.0818454,0.084767,0.0772879,0.0667955,2.61E-67,2.15E-05
55800,0.0813499,0.0843329,0.0769403,0.0665237,1.27E-67,2.04E-05
55900,0.0817288,0.0848415,0.0774803,0.0670377,6.57E-68,2.04E-05
56000,0.0815803,0.0847121,0.0773728,0.0669471,3.39E-68,2.05E-05
56100,0.0818873,0.0850422,0.0776654,0.0671816,1.74E-68,2.04E-05
56200,0.0820332,0.085155,0.0777226,0.0671866,8.61E-69,2.02E-05
56300,0.0818479,0.0849196,0.077458,0.0669096,4.46E-69,1.99E-05
56400,0.0820705,0.0851332,0.0776249,0.067023,2.32E-69,1.97E-05
56500,0.0823834,0.0854648,0.0779229,0.0672711,1.24E-69,1.98E-05
56600,0.0823319,0.0854483,0.0779265,0.0672825,6.57E-70,1.94E-05
56700,0.0823611,0.085492,0.0779677,0.0673134,3.46E-70,1.94E-05
56800,0.0823294,0.0855179,0.0780302,0.0673924,1.81E-70,1.88E-05
56900,0.0824801,0.0856062,0.078042,0.0673403,9.41E-71,1.88E-05
57000,0.0825698,0.0856793,0.0780809,0.0673454,5.00E-71,1.86E-05
57100,0.0826876,0.0858058,0.078192,0.0674334,2.57E-71,1.84E-05
57200,0.0826197,0.0857165,0.0780876,0.0673205,1.36E-71,1.84E-05
57300,0.0828407,0.0859457,0.0782858,0.0674763,7.15E-72,1.85E-05
57400,0.0828385,0.0859168,0.0782232,0.0673843,4.07E-72,1.90E-05
57500,0.0830062,0.0861245,0.0784267,0.0675631,2.25E-72,1.89E-05
57600,0.0832215,0.0862565,0.0784583,0.0675125,1.26E-72,1.93E-05
57700,0.0832018,0.0862471,0.0784428,0.0674836,6.70E-73,1.91E-05
57800,0.0834105,0.0864819,0.0786562,0.0676573,3.38E-73,1.90E-05
57900,0.0832794,0.0863758,0.0785755,0.0675946,1.74E-73,1.90E-05
58000,0.0832093,0.0862886,0.0784705,0.0674753,9.43E-74,1.94E-05
58100,0.0834865,0.0865062,0.078587,0.0674955,5.15E-74,1.98E-05
58200,0.0834628,0.0864698,0.0785324,0.0674242,2.67E-74,1.95E-05
58300,0.0836628,0.0866342,0.0786328,0.0674631,1.44E-74,1.96E-05
58400,0.0840304,0.0870548,0.0790302,0.0678063,7.33E-75,1.91E-05
58500,0.0842144,0.0873014,0.0792854,0.0680411,3.60E-75,1.87E-05
58600,0.0841399,0.0872133,0.0791868,0.0679362,1.77E-75,1.86E-05
58700,0.0842281,0.0872595,0.0791795,0.0678838,9.38E-76,1.90E-05
58800,0.0842059,0.0871616,0.0790132,0.0676701,5.05E-76,1.97E-05
58900,0.084145,0.0871403,0.0790133,0.0676765,2.72E-76,2.01E-05
59000,0.0845956,0.0875496,0.0793258,0.0678905,1.48E-76,2.10E-05
59100,0.0846948,0.0876829,0.0794616,0.0680119,7.51E-77,2.11E-05
59200,0.0846392,0.0875869,0.0793327,0.0678624,3.87E-77,2.12E-05
59300,0.08511,0.0879977,0.0796206,0.0680285,2.12E-77,2.17E-05
59400,0.0853656,0.0882515,0.0798278,0.0681792,1.14E-77,2.24E-05
59500,0.0853773,0.0882732,0.0798371,0.0681685,5.85E-78,2.21E-05
59600,0.0853725,0.088238,0.0797657,0.0680689,2.96E-78,2.16E-05
59700,0.0853393,0.0882825,0.0798475,0.0681584,1.60E-78,2.06E-05
59800,0.0855193,0.0885476,0.0801359,0.0684336,8.67E-79,1.98E-05
59900,0.0853229,0.0883302,0.0799142,0.0682165,4.51E-79,1.90E-05
60000,0.0857661,0.0888006,0.0803366,0.0685672,2.30E-79,1.82E-05
60100,0.0858423,0.0889101,0.0804482,0.0686643,1.15E-79,1.75E-05
60200,0.0854521,0.0885977,0.0802248,0.0685102,5.79E-80,1.68E-05
60300,0.0852058,0.0883717,0.0800227,0.0683267,2.92E-80,1.64E-05
60400,0.085415,0.0886515,0.0803144,0.0685977,1.50E-80,1.64E-05
60500,0.0854712,0.0887593,0.0804423,0.0687244,7.66E-81,1.63E-05
60600,0.0858695,0.0891014,0.080668,0.0688349,3.90E-81,1.65E-05
60700,0.0858804,0.0891858,0.0807897,0.0689656,1.93E-81,1.63E-05
60800,0.085983,0.089301,0.0808837,0.069026,9.94E-82,1.64E-05
60900,0.0858745,0.0892485,0.0808763,0.0690457,4.92E-82,1.63E-05
61000,0.0857152,0.0891544,0.0808412,0.0690499,2.51E-82,1.61E-05
61100,0.0856618,0.0890676,0.080724,0.0689124,1.34E-82,1.58E-05
61200,0.085974,0.0893372,0.0809015,0.0689989,7.12E-83,1.58E-05
61300,0.0860953,0.0895565,0.0811581,0.0692527,3.88E-83,1.52E-05
61400,0.0859359,0.0894165,0.081036,0.0691427,2.05E-83,1.46E-05
61500,0.0863065,0.0897884,0.0813447,0.0693739,1.10E-83,1.44E-05
61600,0.0863811,0.0899063,0.081469,0.0694845,5.85E-84,1.40E-05
61700,0.0866521,0.0901729,0.0816816,0.0696339,2.99E-84,1.35E-05
61800,0.086837,0.0903464,0.0818096,0.0697122,1.51E-84,1.32E-05
61900,0.0867701,0.0902664,0.0817117,0.0695979,7.83E-85,1.31E-05
62000,0.0867428,0.0902024,0.0816128,0.0694744,4.03E-85,1.28E-05
62100,0.0868781,0.0903873,0.0818057,0.0696525,2.03E-85,1.20E-05
62200,0.0866017,0.090156,0.0816295,0.0695211,1.01E-85,1.12E-05
62300,0.0863485,0.0899158,0.0814179,0.0693374,5.49E-86,1.07E-05
62400,0.0864032,0.0900574,0.0816045,0.0695352,3.02E-86,1.03E-05
62500,0.0866222,0.0903242,0.081869,0.0697729,1.63E-86,9.97E-06
62600,0.0865249,0.090218,0.0817534,0.0696492,9.13E-87,9.87E-06
62700,0.0868017,0.0905437,0.0820606,0.069909,5.14E-87,9.81E-06
62800,0.0869309,0.0906382,0.0821003,0.0698982,2.74E-87,9.83E-06
62900,0.0869668,0.0906516,0.0820772,0.0698414,1.44E-87,9.71E-06
63000,0.0868213,0.0905366,0.0819868,0.0697652,7.89E-88,9.34E-06
63100,0.0868811,0.0906292,0.0820811,0.069844,4.27E-88,9.09E-06
63200,0.087066,0.0908558,0.0823002,0.0700333,2.41E-88,8.98E-06
63300,0.0872466,0.0910367,0.0824425,0.0701281,1.31E-88,8.92E-06
63400,0.0873048,0.0911121,0.0825163,0.0701913,7.00E-89,8.97E-06
63500,0.0871439,0.0909898,0.0824346,0.0701393,3.80E-89,8.94E-06
63600,0.0876143,0.0914222,0.0827618,0.070357,2.06E-89,9.02E-06
63700,0.0875355,0.0913117,0.0826275,0.0702087,1.13E-89,9.00E-06
63800,0.0876951,0.0915118,0.0828277,0.0703883,6.24E-90,8.93E-06
63900,0.0875708,0.0914193,0.08276,0.0703346,3.27E-90,8.70E-06
64000,0.0875967,0.0914137,0.0827136,0.0702536,1.73E-90,8.73E-06
64100,0.0876722,0.0915173,0.0828172,0.0703432,9.74E-91,8.72E-06
64200,0.0876051,0.0914883,0.0828079,0.0703387,5.28E-91,8.59E-06
64300,0.0877695,0.0916862,0.082989,0.0704819,2.85E-91,8.57E-06
64400,0.0878981,0.0918234,0.0831001,0.0705562,1.55E-91,8.66E-06
64500,0.0879605,0.0918917,0.0831469,0.0705731,8.68E-92,8.63E-06
64600,0.0879385,0.0918726,0.083117,0.0705276,4.74E-92,8.50E-06
64700,0.0879502,0.0919287,0.0831892,0.0705957,2.55E-92,8.49E-06
64800,0.0879125,0.0919704,0.083282,0.0707104,1.38E-92,8.36E-06
64900,0.0879309,0.0918936,0.0831192,0.0704906,7.66E-93,8.51E-06
65000,0.0882958,0.0922372,0.0833862,0.070675,4.06E-93,8.57E-06
65100,0.0884084,0.0923333,0.0834457,0.0706981,2.17E-93,8.52E-06
65200,0.0883961,0.0923626,0.0834956,0.0707514,1.10E-93,8.40E-06
65300,0.0885765,0.0925304,0.0836217,0.070833,5.69E-94,8.44E-06
65400,0.088374,0.0924074,0.0835727,0.0708338,2.94E-94,8.23E-06
65500,0.0881919,0.0922454,0.0834324,0.0707099,1.57E-94,8.07E-06
65600,0.088486,0.0925022,0.0836068,0.0708027,8.25E-95,8.10E-06
65700,0.0885914,0.092586,0.0836528,0.0708136,4.33E-95,8.18E-06
65800,0.0886266,0.0926779,0.0837718,0.0709365,2.23E-95,8.15E-06
65900,0.0884306,0.0924884,0.083605,0.0707936,1.17E-95,8.20E-06
66000,0.0887493,0.092687,0.083661,0.0707365,6.05E-96,8.42E-06
66100,0.0889735,0.0928409,0.0837202,0.0707156,3.17E-96,8.52E-06
66200,0.0888631,0.0928337,0.0837829,0.0708109,1.61E-96,8.30E-06
66300,0.0889718,0.0929584,0.0838904,0.0708891,8.44E-97,8.28E-06
66400,0.0888222,0.0928697,0.0838545,0.0708859,4.44E-97,8.20E-06
66500,0.089214,0.0933861,0.084395,0.0713926,2.29E-97,8.01E-06
66600,0.0889061,0.0931135,0.0841782,0.0712255,1.21E-97,7.82E-06
66700,0.0891608,0.0933387,0.0843231,0.0712872,7.03E-98,7.80E-06
66800,0.0892868,0.0934734,0.0844237,0.071342,3.74E-98,7.56E-06
66900,0.0894559,0.0937439,0.08472,0.0716188,1.90E-98,7.19E-06
67000,0.0892906,0.0936017,0.0845986,0.0715109,9.86E-99,7.01E-06
67100,0.0892391,0.0935495,0.0845417,0.071449,5.29E-99,6.87E-06
67200,0.0897464,0.094051,0.084949,0.0717454,2.87E-99,6.88E-06
67300,0.0895718,0.093928,0.084873,0.0717002,1.48E-99,6.78E-06
67400,0.0896995,0.0941301,0.0851038,0.0719277,7.68E-100,6.77E-06
67500,0.0897988,0.0942296,0.085177,0.0719683,3.94E-100,6.84E-06
67600,0.090028,0.094467,0.085377,0.0721182,2.01E-100,6.85E-06
67700,0.0900004,0.0944307,0.0853261,0.0720533,1.06E-100,6.87E-06
67800,0.089872,0.0942609,0.0851323,0.0718518,5.81E-101,6.96E-06
67900,0.0900017,0.0943399,0.0851426,0.0718042,3.11E-101,7.17E-06
68000,0.090246,0.0947016,0.0855265,0.072156,1.66E-101,7.18E-06
68100,0.0901117,0.0946929,0.0856097,0.0722869,8.54E-102,7.04E-06
68200,0.0903809,0.09495,0.085805,0.0724131,4.32E-102,7.09E-06
68300,0.0906067,0.0952349,0.0860874,0.0726617,2.18E-102,7.02E-06
68400,0.0905824,0.0952303,0.0860883,0.0726586,1.17E-102,7.02E-06
68500,0.0906684,0.0952934,0.0861069,0.0726339,6.24E-103,7.08E-06
68600,0.0909881,0.0956444,0.0864176,0.0728797,3.22E-103,6.94E-06
68700,0.0909519,0.0955129,0.0862064,0.0726201,1.65E-103,6.99E-06
68800,0.0910696,0.0956106,0.0862626,0.0726357,8.41E-104,7.00E-06
68900,0.0912402,0.0957136,0.0862824,0.0725893,4.35E-104,7.09E-06
69000,0.0910914,0.0956083,0.0862192,0.0725548,2.30E-104,7.00E-06
69100,0.0910642,0.0956218,0.0862522,0.0725899,1.24E-104,6.92E-06
69200,0.0914784,0.0959123,0.0863767,0.0725757,6.83E-105,7.06E-06
69300,0.0917853,0.0961982,0.0865939,0.0727205,3.50E-105,7.14E-06
69400,0.0917754,0.0961757,0.0865502,0.0726576,1.78E-105,7.14E-06
69500,0.0917657,0.0961635,0.0865235,0.0726154,9.07E-106,7.07E-06
69600,0.0919161,0.0963678,0.0867315,0.0728004,4.59E-106,7.01E-06
69700,0.0920236,0.0965527,0.0869444,0.0730075,2.29E-106,6.91E-06
69800,0.0917537,0.0962632,0.0866712,0.0727643,1.16E-106,6.92E-06
69900,0.0916122,0.0961812,0.0866376,0.0727586,6.42E-107,6.98E-06
70000,0.0917811,0.096257,0.0866004,0.0726315,3.49E-107,7.06E-06
70100,0.0918908,0.0963853,0.0867087,0.0727052,1.89E-107,6.99E-06
70200,0.0924189,0.0969469,0.0872015,0.0730977,9.92E-108,6.93E-06
70300,0.0925466,0.0971458,0.0874204,0.0733039,5.10E-108,6.88E-06
70400,0.0922116,0.0968914,0.0872578,0.073211,2.56E-108,6.71E-06
70500,0.0922999,0.0970087,0.0873689,0.0733005,1.31E-108,6.62E-06
70600,0.0923705,0.0970713,0.0874015,0.0733007,6.70E-109,6.69E-06
70700,0.0924383,0.0972383,0.0876167,0.073523,3.35E-109,6.62E-06
70800,0.0926299,0.0974278,0.0877576,0.0736061,1.72E-109,6.58E-06
70900,0.0924821,0.0972899,0.0876295,0.0734852,8.47E-110,6.36E-06
71000,0.0925964,0.097452,0.0878021,0.0736458,4.24E-110,6.29E-06
71100,0.0926987,0.0976669,0.0880759,0.0739327,2.14E-110,6.20E-06
71200,0.0924977,0.0974963,0.0879403,0.0738226,1.07E-110,6.12E-06
71300,0.0923294,0.0973189,0.0877613,0.0736467,5.36E-111,5.92E-06
71400,0.0924641,0.0975127,0.0879668,0.0738366,2.72E-111,5.81E-06
71500,0.0920442,0.0970619,0.0875446,0.0734653,1.41E-111,5.90E-06
71600,0.0919705,0.0970116,0.087506,0.0734286,7.57E-112,5.99E-06
71700,0.0917764,0.0968892,0.0874454,0.0734053,3.81E-112,5.89E-06
71800,0.0918461,0.0969796,0.0875262,0.0734638,1.99E-112,5.94E-06
71900,0.0922695,0.0973743,0.0878292,0.0736707,1.04E-112,6.12E-06
72000,0.0921935,0.0973345,0.0878175,0.073674,5.27E-113,6.18E-06
72100,0.0922115,0.0973378,0.0877974,0.0736326,2.72E-113,6.28E-06
72200,0.0923023,0.0974068,0.0878226,0.0736152,1.43E-113,6.42E-06
72300,0.0928109,0.0978681,0.0881539,0.0738137,8.13E-114,6.60E-06
72400,0.0930946,0.0981728,0.0884184,0.0740189,4.12E-114,6.63E-06
72500,0.0930011,0.0981742,0.0884887,0.0741229,2.06E-114,6.53E-06
72600,0.0929491,0.0980888,0.0883742,0.0739903,1.14E-114,6.66E-06
72700,0.0931369,0.0982697,0.0885124,0.0740814,5.98E-115,6.74E-06
72800,0.0934025,0.0984711,0.0886121,0.0740917,3.12E-115,6.85E-06
72900,0.0937044,0.098658,0.0886606,0.0740326,1.60E-115,7.09E-06
73000,0.0936314,0.0986013,0.0886138,0.0739893,7.94E-116,6.99E-06
73100,0.0933738,0.0983694,0.0884249,0.0738392,4.08E-116,6.91E-06
73200,0.0935542,0.0986473,0.0887205,0.0741061,2.09E-116,6.73E-06
73300,0.0936309,0.0988458,0.0889819,0.0743806,1.05E-116,6.64E-06
73400,0.0934784,0.0987409,0.0889224,0.074351,5.48E-117,6.64E-06
73500,0.0934714,0.0987713,0.0889696,0.074399,2.91E-117,6.77E-06
73600,0.0936214,0.0988843,0.0890236,0.0744011,1.53E-117,7.06E-06
73700,0.0935295,0.0987985,0.0889428,0.0743229,7.77E-118,7.07E-06
73800,0.0932034,0.0986224,0.0889034,0.0743691,4.02E-118,7.04E-06
73900,0.0935956,0.0990583,0.0892969,0.0746879,2.06E-118,7.11E-06
74000,0.0933925,0.0988731,0.0891422,0.0745604,1.07E-118,7.20E-06
74100,0.0935237,0.0990196,0.0892689,0.0746554,5.71E-119,7.23E-06
74200,0.0937992,0.0993414,0.0895729,0.074914,2.99E-119,7.28E-06
74300,0.0936895,0.0992409,0.0894872,0.0748412,1.50E-119,7.17E-06
74400,0.093838,0.0995061,0.0897974,0.0751447,7.70E-120,7.08E-06
74500,0.0939022,0.0996084,0.0899107,0.0752514,3.81E-120,6.95E-06
74600,0.0933744,0.0991934,0.0896386,0.0750927,1.87E-120,6.60E-06
74700,0.0930677,0.0989137,0.0894081,0.0749076,9.58E-121,6.31E-06
74800,0.0934401,0.0992585,0.0896647,0.0750725,4.75E-121,6.20E-06
74900,0.0935375,0.0993851,0.0897858,0.0751721,2.34E-121,6.03E-06
75000,0.0936737,0.0994996,0.0898454,0.0751769,1.16E-121,5.89E-06
75100,0.0935074,0.0993068,0.0896415,0.0749731,6.19E-122,5.75E-06
75200,0.0934482,0.0992649,0.0896057,0.0749354,3.51E-122,5.65E-06
75300,0.0934755,0.0994165,0.0898316,0.0751859,1.91E-122,5.42E-06
75400,0.0935695,0.0995315,0.0899378,0.0752708,1.01E-122,5.25E-06
75500,0.0933538,0.0993856,0.0898622,0.0752436,5.38E-123,5.10E-06
75600,0.0934463,0.0995205,0.0900026,0.075369,2.93E-123,4.99E-06
75700,0.0934298,0.0995782,0.0901052,0.0754875,1.50E-123,4.79E-06
75800,0.0934883,0.099645,0.0901562,0.0755153,8.07E-124,4.69E-06
75900,0.0936048,0.0997242,0.0901715,0.0754721,4.26E-124,4.56E-06
76000,0.0937142,0.0998112,0.0902149,0.0754745,2.19E-124,4.44E-06
76100,0.0940969,0.100111,0.0903858,0.0755333,1.18E-124,4.40E-06
76200,0.0941824,0.100225,0.0904953,0.0756223,6.28E-125,4.30E-06
76300,0.0943693,0.100417,0.0906487,0.0757259,3.36E-125,4.26E-06
76400,0.0943623,0.100371,0.09056,0.0756057,1.75E-125,4.19E-06
76500,0.0943796,0.100492,0.0907417,0.0758051,8.73E-126,3.95E-06
76600,0.0943094,0.100468,0.0907543,0.0758381,4.45E-126,3.80E-06
76700,0.094678,0.100786,0.090961,0.0759366,2.35E-126,3.81E-06
76800,0.0947103,0.100825,0.0909903,0.075952,1.20E-126,3.76E-06
76900,0.0945605,0.100783,0.0910273,0.0760278,6.13E-127,3.64E-06
77000,0.0945357,0.100827,0.0910994,0.0760995,3.24E-127,3.54E-06
77100,0.094632,0.100983,0.0912637,0.0762433,1.67E-127,3.47E-06
77200,0.0945238,0.100898,0.0911974,0.0761879,8.75E-128,3.42E-06
77300,0.0946753,0.101053,0.0913167,0.0762627,4.52E-128,3.43E-06
77400,0.0950024,0.101392,0.0916022,0.0764768,2.55E-128,3.47E-06
77500,0.0947886,0.101239,0.0915028,0.0764103,1.37E-128,3.36E-06
77600,0.0947934,0.101429,0.0917935,0.0767245,7.36E-129,3.16E-06
77700,0.0947635,0.10145,0.0918377,0.0767702,3.89E-129,3.05E-06
77800,0.0946373,0.101402,0.0918537,0.0768212,2.01E-129,2.92E-06
77900,0.0947536,0.101568,0.0920299,0.0769842,1.05E-129,2.88E-06
78000,0.0946847,0.101485,0.0919359,0.0768846,5.40E-130,2.84E-06
78100,0.0946062,0.101423,0.091886,0.0768395,2.95E-130,2.84E-06
