name,stra.14151,stra.14152,stra.14153,stra.14154,stra.13321,stra.14642
63,2.71E-05,1.31E-05,6.94E-06,3.95E-06,1.16E-04,7.12E-04
64,2.92E-05,1.41E-05,7.50E-06,4.28E-06,1.19E-04,6.78E-04
65,3.13E-05,1.52E-05,8.08E-06,4.62E-06,1.22E-04,6.45E-04
66,3.34E-05,1.63E-05,8.66E-06,4.96E-06,1.25E-04,6.14E-04
67,3.56E-05,1.74E-05,9.26E-06,5.31E-06,1.28E-04,5.83E-04
68,3.78E-05,1.85E-05,9.87E-06,5.66E-06,1.30E-04,5.55E-04
69,4.00E-05,1.96E-05,1.05E-05,6.03E-06,1.33E-04,5.27E-04
70,4.23E-05,2.08E-05,1.11E-05,6.40E-06,1.35E-04,5.02E-04
71,4.46E-05,2.20E-05,1.18E-05,6.78E-06,1.37E-04,4.77E-04
72,4.69E-05,2.31E-05,1.24E-05,7.16E-06,1.39E-04,4.54E-04
73,4.93E-05,2.44E-05,1.31E-05,7.56E-06,1.40E-04,4.32E-04
74,5.17E-05,2.56E-05,1.38E-05,7.96E-06,1.42E-04,4.11E-04
75,5.41E-05,2.68E-05,1.45E-05,8.37E-06,1.43E-04,3.91E-04
76,5.65E-05,2.81E-05,1.52E-05,8.79E-06,1.44E-04,3.73E-04
77,5.90E-05,2.94E-05,1.59E-05,9.21E-06,1.45E-04,3.55E-04
78,6.15E-05,3.07E-05,1.66E-05,9.65E-06,1.46E-04,3.39E-04
79,6.41E-05,3.20E-05,1.74E-05,1.01E-05,1.47E-04,3.23E-04
80,6.66E-05,3.34E-05,1.81E-05,1.05E-05,1.48E-04,3.08E-04
81,6.92E-05,3.47E-05,1.89E-05,1.10E-05,1.48E-04,2.94E-04
82,7.19E-05,3.61E-05,1.97E-05,1.15E-05,1.49E-04,2.80E-04
83,7.45E-05,3.75E-05,2.04E-05,1.19E-05,1.49E-04,2.68E-04
84,7.72E-05,3.89E-05,2.12E-05,1.24E-05,1.49E-04,2.56E-04
85,7.99E-05,4.03E-05,2.20E-05,1.29E-05,1.50E-04,2.44E-04
86,8.27E-05,4.18E-05,2.29E-05,1.34E-05,1.50E-04,2.33E-04
87,8.54E-05,4.33E-05,2.37E-05,1.39E-05,1.50E-04,2.23E-04
88,8.82E-05,4.47E-05,2.45E-05,1.44E-05,1.50E-04,2.13E-04
89,9.11E-05,4.62E-05,2.54E-05,1.49E-05,1.50E-04,2.04E-04
90,9.39E-05,4.78E-05,2.63E-05,1.54E-05,1.50E-04,1.95E-04
91,9.68E-05,4.93E-05,2.71E-05,1.60E-05,1.49E-04,1.87E-04
92,9.97E-05,5.09E-05,2.80E-05,1.65E-05,1.49E-04,1.79E-04
93,0.000102617,5.24E-05,2.89E-05,1.70E-05,1.49E-04,1.72E-04
94,0.000105574,5.40E-05,2.98E-05,1.76E-05,1.48E-04,1.65E-04
95,0.000108558,5.56E-05,3.08E-05,1.82E-05,1.48E-04,1.58E-04
96,0.000111568,5.73E-05,3.17E-05,1.87E-05,1.47E-04,1.51E-04
97,0.000114603,5.89E-05,3.26E-05,1.93E-05,1.47E-04,1.45E-04
98,0.000117665,6.06E-05,3.36E-05,1.99E-05,1.46E-04,1.39E-04
99,0.000120752,6.22E-05,3.46E-05,2.05E-05,1.46E-04,1.34E-04
100,0.000123865,6.39E-05,3.55E-05,2.11E-05,1.45E-04,1.28E-04
101,0.000127003,6.56E-05,3.65E-05,2.17E-05,1.44E-04,1.23E-04
102,0.000130167,6.74E-05,3.75E-05,2.23E-05,1.43E-04,1.19E-04
103,0.000133355,6.91E-05,3.86E-05,2.29E-05,1.43E-04,1.14E-04
104,0.000136569,7.09E-05,3.96E-05,2.35E-05,1.42E-04,1.10E-04
105,0.000139808,7.26E-05,4.06E-05,2.42E-05,1.41E-04,1.05E-04
106,0.000143071,7.44E-05,4.17E-05,2.48E-05,1.40E-04,1.01E-04
107,0.000146359,7.62E-05,4.27E-05,2.55E-05,1.39E-04,9.76E-05
108,0.000149671,7.81E-05,4.38E-05,2.61E-05,1.38E-04,9.40E-05
109,0.000153008,7.99E-05,4.49E-05,2.68E-05,1.37E-04,9.05E-05
110,0.00015637,8.18E-05,4.59E-05,2.75E-05,1.36E-04,8.72E-05
111,0.000159755,8.36E-05,4.70E-05,2.81E-05,1.35E-04,8.40E-05
112,0.000163165,8.55E-05,4.82E-05,2.88E-05,1.34E-04,8.10E-05
113,0.000166598,8.74E-05,4.93E-05,2.95E-05,1.33E-04,7.81E-05
114,0.000170055,8.94E-05,5.04E-05,3.02E-05,1.32E-04,7.53E-05
115,0.000173537,9.13E-05,5.15E-05,3.09E-05,1.31E-04,7.26E-05
116,0.000177041,9.33E-05,5.27E-05,3.17E-05,1.30E-04,7.01E-05
117,0.00018057,9.52E-05,5.39E-05,3.24E-05,1.29E-04,6.76E-05
118,0.000184122,9.72E-05,5.50E-05,3.31E-05,1.28E-04,6.53E-05
119,0.000187697,9.92E-05,5.62E-05,3.39E-05,1.27E-04,6.30E-05
120,0.000191296,0.000101236,5.74E-05,3.46E-05,1.26E-04,6.09E-05
121,0.000194917,0.000103272,5.86E-05,3.54E-05,1.25E-04,5.88E-05
122,0.000198562,0.000105323,5.99E-05,3.61E-05,1.24E-04,5.69E-05
123,0.00020223,0.000107389,6.11E-05,3.69E-05,1.23E-04,5.50E-05
124,0.00020592,0.000109472,6.23E-05,3.77E-05,1.22E-04,5.31E-05
125,0.000209634,0.00011157,6.36E-05,3.84E-05,1.20E-04,5.14E-05
126,0.00021337,0.000113684,6.48E-05,3.92E-05,1.19E-04,4.97E-05
127,0.000217129,0.000115814,6.61E-05,4.00E-05,1.18E-04,4.81E-05
128,0.00022091,0.000117959,6.74E-05,4.08E-05,1.17E-04,4.66E-05
129,0.000224714,0.00012012,6.87E-05,4.17E-05,1.16E-04,4.51E-05
130,0.000228541,0.000122296,7.00E-05,4.25E-05,1.15E-04,4.37E-05
131,0.000232389,0.000124488,7.13E-05,4.33E-05,1.14E-04,4.23E-05
132,0.00023626,0.000126696,7.26E-05,4.41E-05,1.12E-04,4.10E-05
133,0.000240153,0.000128919,7.40E-05,4.50E-05,1.11E-04,3.97E-05
134,0.000244068,0.000131157,7.53E-05,4.58E-05,1.10E-04,3.85E-05
135,0.000248005,0.000133411,7.67E-05,4.67E-05,1.09E-04,3.73E-05
136,0.000251964,0.00013568,7.80E-05,4.76E-05,1.08E-04,3.61E-05
137,0.000255944,0.000137964,7.94E-05,4.84E-05,1.07E-04,3.51E-05
138,0.000259947,0.000140264,8.08E-05,4.93E-05,1.06E-04,3.40E-05
139,0.000263971,0.000142578,8.22E-05,5.02E-05,1.05E-04,3.30E-05
140,0.000268016,0.000144908,8.36E-05,5.11E-05,1.03E-04,3.20E-05
141,0.000272084,0.000147254,8.51E-05,5.20E-05,1.02E-04,3.11E-05
142,0.000276172,0.000149614,8.65E-05,5.29E-05,1.01E-04,3.02E-05
143,0.000280282,0.00015199,8.79E-05,5.38E-05,1.00E-04,2.93E-05
144,0.000284413,0.00015438,8.94E-05,5.48E-05,9.90E-05,2.84E-05
145,0.000288566,0.000156786,9.08E-05,5.57E-05,9.79E-05,2.76E-05
146,0.000292739,0.000159207,9.23E-05,5.66E-05,9.68E-05,2.68E-05
147,0.000296934,0.000161643,9.38E-05,5.76E-05,9.57E-05,2.61E-05
148,0.00030115,0.000164093,9.53E-05,5.85E-05,9.46E-05,2.54E-05
149,0.000305386,0.000166559,9.68E-05,5.95E-05,9.35E-05,2.46E-05
150,0.000309644,0.00016904,9.83E-05,6.05E-05,9.25E-05,2.40E-05
151,0.000313922,0.000171535,9.99E-05,6.15E-05,9.14E-05,2.33E-05
152,0.000318221,0.000174045,0.000101389,6.24E-05,9.03E-05,2.27E-05
153,0.000322541,0.000176571,0.000102938,6.34E-05,8.93E-05,2.20E-05
154,0.000326881,0.00017911,0.000104496,6.44E-05,8.82E-05,2.15E-05
155,0.000331242,0.000181665,0.000106065,6.54E-05,8.72E-05,2.09E-05
156,0.000335623,0.000184235,0.000107645,6.65E-05,8.62E-05,2.03E-05
157,0.000340025,0.000186819,0.000109235,6.75E-05,8.52E-05,1.98E-05
158,0.000344447,0.000189418,0.000110835,6.85E-05,8.42E-05,1.93E-05
159,0.00034889,0.000192031,0.000112446,6.95E-05,8.31E-05,1.88E-05
160,0.000353352,0.000194659,0.000114067,7.06E-05,8.21E-05,1.83E-05
161,0.000357835,0.000197302,0.000115698,7.16E-05,8.12E-05,1.78E-05
162,0.000362338,0.000199959,0.00011734,7.27E-05,8.02E-05,1.73E-05
163,0.000366861,0.000202631,0.000118992,7.38E-05,7.92E-05,1.69E-05
164,0.000371403,0.000205317,0.000120655,7.48E-05,7.82E-05,1.65E-05
165,0.000375966,0.000208018,0.000122328,7.59E-05,7.73E-05,1.61E-05
166,0.000380549,0.000210733,0.000124011,7.70E-05,7.63E-05,1.56E-05
167,0.000385151,0.000213463,0.000125705,7.81E-05,7.54E-05,1.53E-05
168,0.000389773,0.000216207,0.000127409,7.92E-05,7.45E-05,1.49E-05
169,0.000394415,0.000218966,0.000129123,8.03E-05,7.35E-05,1.45E-05
170,0.000399077,0.000221738,0.000130848,8.15E-05,7.26E-05,1.42E-05
171,0.000403758,0.000224526,0.000132583,8.26E-05,7.17E-05,1.38E-05
172,0.000408458,0.000227327,0.000134328,8.37E-05,7.08E-05,1.35E-05
173,0.000413178,0.000230143,0.000136083,8.49E-05,6.99E-05,1.32E-05
174,0.000417917,0.000232973,0.000137849,8.60E-05,6.90E-05,1.28E-05
175,0.000422676,0.000235817,0.000139625,8.72E-05,6.82E-05,1.25E-05
176,0.000427454,0.000238676,0.000141411,8.83E-05,6.73E-05,1.22E-05
177,0.000432251,0.000241548,0.000143208,8.95E-05,6.64E-05,1.20E-05
178,0.000437068,0.000244435,0.000145015,9.07E-05,6.56E-05,1.17E-05
179,0.000441903,0.000247336,0.000146832,9.19E-05,6.48E-05,1.14E-05
180,0.000446758,0.000250251,0.000148659,9.31E-05,6.39E-05,1.11E-05
181,0.000451631,0.00025318,0.000150496,9.43E-05,6.31E-05,1.09E-05
182,0.000456524,0.000256123,0.000152344,9.55E-05,6.23E-05,1.06E-05
183,0.000461435,0.00025908,0.000154202,9.67E-05,6.15E-05,1.04E-05
184,0.000466365,0.000262052,0.00015607,9.79E-05,6.07E-05,1.02E-05
185,0.000471315,0.000265037,0.000157948,9.91E-05,5.99E-05,9.93E-06
186,0.000476282,0.000268036,0.000159836,0.000100376,5.91E-05,9.71E-06
187,0.000481269,0.000271049,0.000161735,0.000101622,5.83E-05,9.49E-06
188,0.000486274,0.000274076,0.000163643,0.000102876,5.76E-05,9.28E-06
189,0.000491298,0.000277117,0.000165562,0.000104137,5.68E-05,9.08E-06
190,0.00049634,0.000280172,0.000167491,0.000105405,5.61E-05,8.88E-06
191,0.000501401,0.00028324,0.00016943,0.000106681,5.53E-05,8.69E-06
192,0.000506481,0.000286323,0.000171379,0.000107964,5.46E-05,8.50E-06
193,0.000511579,0.000289419,0.000173339,0.000109255,5.39E-05,8.32E-06
194,0.000516695,0.000292529,0.000175308,0.000110553,5.32E-05,8.14E-06
195,0.000521829,0.000295652,0.000177287,0.000111858,5.25E-05,7.97E-06
196,0.000526982,0.00029879,0.000179277,0.000113171,5.18E-05,7.80E-06
197,0.000532153,0.000301941,0.000181277,0.000114492,5.11E-05,7.63E-06
198,0.000537342,0.000305106,0.000183286,0.00011582,5.04E-05,7.47E-06
199,0.000542549,0.000308284,0.000185306,0.000117155,4.97E-05,7.32E-06
200,0.000547775,0.000311476,0.000187336,0.000118498,4.90E-05,7.17E-06
201,0.000553018,0.000314682,0.000189376,0.000119848,4.84E-05,7.02E-06
202,0.000558279,0.000317901,0.000191426,0.000121205,4.77E-05,6.88E-06
203,0.000563559,0.000321134,0.000193485,0.00012257,4.71E-05,6.74E-06
204,0.000568856,0.000324381,0.000195555,0.000123942,4.64E-05,6.60E-06
205,0.000574171,0.000327641,0.000197635,0.000125322,4.58E-05,6.47E-06
206,0.000579504,0.000330914,0.000199725,0.000126709,4.52E-05,6.34E-06
207,0.000584854,0.000334201,0.000201825,0.000128104,4.46E-05,6.21E-06
208,0.000590223,0.000337502,0.000203935,0.000129506,4.40E-05,6.09E-06
209,0.000595609,0.000340815,0.000206055,0.000130915,4.34E-05,5.97E-06
210,0.000601013,0.000344143,0.000208185,0.000132332,4.28E-05,5.85E-06
211,0.000606434,0.000347483,0.000210324,0.000133756,4.22E-05,5.74E-06
212,0.000611873,0.000350837,0.000212474,0.000135188,4.16E-05,5.63E-06
213,0.000617329,0.000354205,0.000214634,0.000136627,4.10E-05,5.52E-06
214,0.000622803,0.000357586,0.000216803,0.000138073,4.05E-05,5.41E-06
215,0.000628294,0.00036098,0.000218983,0.000139527,3.99E-05,5.31E-06
216,0.000633803,0.000364387,0.000221172,0.000140988,3.94E-05,5.21E-06
217,0.000639329,0.000367808,0.000223371,0.000142457,3.88E-05,5.11E-06
218,0.000644872,0.000371242,0.000225581,0.000143933,3.83E-05,5.01E-06
219,0.000650433,0.000374689,0.0002278,0.000145416,3.78E-05,4.92E-06
220,0.000656011,0.000378149,0.000230029,0.000146907,3.72E-05,4.83E-06
221,0.000661606,0.000381623,0.000232268,0.000148405,3.67E-05,4.74E-06
222,0.000667218,0.000385109,0.000234516,0.000149911,3.62E-05,4.65E-06
223,0.000672847,0.000388609,0.000236775,0.000151424,3.57E-05,4.56E-06
224,0.000678493,0.000392122,0.000239043,0.000152944,3.52E-05,4.48E-06
225,0.000684157,0.000395648,0.000241322,0.000154472,3.47E-05,4.40E-06
226,0.000689837,0.000399187,0.00024361,0.000156007,3.42E-05,4.32E-06
227,0.000695534,0.00040274,0.000245908,0.00015755,3.38E-05,4.24E-06
228,0.000701248,0.000406305,0.000248215,0.000159099,3.33E-05,4.17E-06
229,0.00070698,0.000409883,0.000250533,0.000160657,3.28E-05,4.09E-06
230,0.000712727,0.000413475,0.00025286,0.000162221,3.24E-05,4.02E-06
231,0.000718492,0.000417079,0.000255197,0.000163793,3.19E-05,3.95E-06
232,0.000724274,0.000420696,0.000257544,0.000165373,3.15E-05,3.88E-06
233,0.000730072,0.000424326,0.000259901,0.000166959,3.10E-05,3.81E-06
234,0.000735887,0.00042797,0.000262267,0.000168553,3.06E-05,3.74E-06
235,0.000741718,0.000431626,0.000264643,0.000170155,3.01E-05,3.68E-06
236,0.000747566,0.000435295,0.000267029,0.000171764,2.97E-05,3.62E-06
237,0.000753431,0.000438977,0.000269425,0.00017338,2.93E-05,3.55E-06
238,0.000759312,0.000442671,0.00027183,0.000175003,2.89E-05,3.49E-06
239,0.00076521,0.000446379,0.000274245,0.000176634,2.85E-05,3.43E-06
240,0.000771124,0.000450099,0.00027667,0.000178272,2.81E-05,3.38E-06
241,0.000777055,0.000453833,0.000279105,0.000179918,2.77E-05,3.32E-06
242,0.000783002,0.000457579,0.000281549,0.000181571,2.73E-05,3.26E-06
243,0.000788965,0.000461337,0.000284003,0.000183231,2.69E-05,3.21E-06
244,0.000794945,0.000465109,0.000286466,0.000184899,2.65E-05,3.16E-06
245,0.000800941,0.000468893,0.00028894,0.000186574,2.61E-05,3.10E-06
246,0.000806953,0.00047269,0.000291423,0.000188256,2.58E-05,3.05E-06
247,0.000812982,0.0004765,0.000293915,0.000189946,2.54E-05,3.00E-06
248,0.000819026,0.000480322,0.000296418,0.000191643,2.50E-05,2.95E-06
249,0.000825087,0.000484157,0.000298929,0.000193347,2.47E-05,2.91E-06
250,0.000831164,0.000488004,0.000301451,0.000195059,2.43E-05,2.86E-06
251,0.000837257,0.000491865,0.000303982,0.000196778,2.40E-05,2.81E-06
252,0.000843367,0.000495737,0.000306523,0.000198504,2.36E-05,2.77E-06
253,0.000849492,0.000499623,0.000309073,0.000200237,2.33E-05,2.72E-06
254,0.000855633,0.000503521,0.000311633,0.000201978,2.29E-05,2.68E-06
255,0.00086179,0.000507431,0.000314203,0.000203727,2.26E-05,2.64E-06
256,0.000867963,0.000511354,0.000316782,0.000205482,2.23E-05,2.60E-06
257,0.000874152,0.00051529,0.000319371,0.000207245,2.20E-05,2.56E-06
258,0.000880357,0.000519238,0.000321969,0.000209015,2.16E-05,2.52E-06
259,0.000886577,0.000523198,0.000324577,0.000210793,2.13E-05,2.48E-06
260,0.000892814,0.000527171,0.000327194,0.000212577,2.10E-05,2.44E-06
261,0.000899066,0.000531157,0.000329821,0.00021437,2.07E-05,2.40E-06
262,0.000905334,0.000535154,0.000332457,0.000216169,2.04E-05,2.37E-06
263,0.000911617,0.000539165,0.000335103,0.000217976,2.01E-05,2.33E-06
264,0.000917916,0.000543187,0.000337759,0.00021979,1.98E-05,2.29E-06
265,0.000924231,0.000547222,0.000340424,0.000221611,1.95E-05,2.26E-06
266,0.000930562,0.00055127,0.000343098,0.000223439,1.93E-05,2.23E-06
267,0.000936908,0.000555329,0.000345782,0.000225275,1.90E-05,2.19E-06
268,0.000943269,0.000559401,0.000348476,0.000227118,1.87E-05,2.16E-06
269,0.000949646,0.000563485,0.000351179,0.000228969,1.84E-05,2.13E-06
270,0.000956039,0.000567582,0.000353891,0.000230827,1.82E-05,2.10E-06
271,0.000962447,0.000571691,0.000356613,0.000232691,1.79E-05,2.07E-06
272,0.000968871,0.000575812,0.000359345,0.000234564,1.76E-05,2.04E-06
273,0.000975309,0.000579945,0.000362085,0.000236443,1.74E-05,2.01E-06
274,0.000981764,0.000584091,0.000364836,0.00023833,1.71E-05,1.98E-06
275,0.000988233,0.000588248,0.000367595,0.000240224,1.69E-05,1.95E-06
276,0.000994718,0.000592418,0.000370364,0.000242125,1.66E-05,1.92E-06
277,0.00100122,0.0005966,0.000373143,0.000244034,1.64E-05,1.89E-06
278,0.00100773,0.000600795,0.000375931,0.00024595,1.61E-05,1.87E-06
279,0.00101426,0.000605001,0.000378728,0.000247873,1.59E-05,1.84E-06
280,0.00102081,0.000609219,0.000381535,0.000249803,1.57E-05,1.81E-06
281,0.00102737,0.00061345,0.000384351,0.000251741,1.54E-05,1.79E-06
282,0.00103395,0.000617693,0.000387176,0.000253685,1.52E-05,1.76E-06
283,0.00104054,0.000621947,0.000390011,0.000255637,1.50E-05,1.74E-06
284,0.00104714,0.000626214,0.000392855,0.000257597,1.48E-05,1.72E-06
285,0.00105377,0.000630493,0.000395708,0.000259563,1.46E-05,1.69E-06
286,0.0010604,0.000634784,0.000398571,0.000261537,1.43E-05,1.67E-06
287,0.00106705,0.000639087,0.000401443,0.000263518,1.41E-05,1.65E-06
288,0.00107372,0.000643401,0.000404325,0.000265506,1.39E-05,1.62E-06
289,0.0010804,0.000647728,0.000407216,0.000267501,1.37E-05,1.60E-06
290,0.0010871,0.000652067,0.000410116,0.000269504,1.35E-05,1.58E-06
291,0.00109381,0.000656417,0.000413025,0.000271514,1.33E-05,1.56E-06
292,0.00110053,0.00066078,0.000415944,0.000273531,1.31E-05,1.54E-06
293,0.00110727,0.000665154,0.000418872,0.000275555,1.29E-05,1.52E-06
294,0.00111403,0.000669541,0.000421809,0.000277587,1.27E-05,1.50E-06
295,0.0011208,0.000673939,0.000424756,0.000279625,1.25E-05,1.48E-06
296,0.00112758,0.000678349,0.000427711,0.000281671,1.24E-05,1.46E-06
297,0.00113438,0.000682771,0.000430676,0.000283724,1.22E-05,1.44E-06
298,0.0011412,0.000687205,0.000433651,0.000285784,1.20E-05,1.42E-06
299,0.00114803,0.00069165,0.000436634,0.000287852,1.18E-05,1.40E-06
300,0.00115487,0.000696108,0.000439627,0.000289926,1.16E-05,1.38E-06
400,0.00116173,0.000700577,0.000442629,0.000292008,1.15E-05,1.36E-06
500,0.00191712,0.00120438,0.000787953,0.000535799,2.49E-06,4.65E-07
600,0.00279599,0.00181142,0.00121698,0.000847009,5.13E-07,2.17E-07
700,0.00377924,0.00250816,0.00172071,0.00121992,1.02E-07,1.23E-07
800,0.00484877,0.00328105,0.00228937,0.00164759,1.96E-08,7.88E-08
900,0.00598661,0.00411631,0.0029126,0.00212228,3.66E-09,5.53E-08
1000,0.00717515,0.00500028,0.00357984,0.00263583,6.64E-10,4.13E-08
1100,0.0083977,0.00591986,0.00428086,0.00318017,1.18E-10,3.24E-08
1200,0.00963903,0.00686298,0.00500609,0.00374766,2.05E-11,2.63E-08
1300,0.0108857,0.0078189,0.00574692,0.00433135,3.52E-12,2.19E-08
1400,0.0121265,0.0087784,0.00649586,0.00492511,5.98E-13,1.87E-08
1500,0.013352,0.00973378,0.00724657,0.00552368,1.01E-13,1.62E-08
1600,0.0145547,0.0106788,0.00799381,0.00612268,1.68E-14,1.43E-08
1700,0.015729,0.0116084,0.00873337,0.00671853,2.81E-15,1.27E-08
1800,0.0168708,0.0125189,0.00946192,0.00730836,4.70E-16,1.14E-08
1900,0.0179769,0.0134074,0.0101769,0.00788992,7.87E-17,1.04E-08
2000,0.0190454,0.014272,0.0108765,0.0084615,1.33E-17,9.45E-09
2100,0.0200754,0.0151113,0.0115593,0.00902182,2.25E-18,8.68E-09
2200,0.021059,0.015917,0.0122168,0.0095623,3.87E-19,7.99E-09
2300,0.0218855,0.0166052,0.0127851,0.0100337,6.98E-20,7.42E-09
2400,0.0228316,0.0173864,0.0134262,0.010563,1.27E-20,6.98E-09
2500,0.0236765,0.0180914,0.0140094,0.0110476,2.29E-21,6.55E-09
2600,0.0244933,0.0187811,0.0145852,0.0115296,4.15E-22,6.16E-09
2700,0.0252777,0.0194451,0.0151396,0.0119931,7.74E-23,5.83E-09
2800,0.0260456,0.0200997,0.0156896,0.0124556,1.45E-23,5.54E-09
2900,0.0267868,0.0207315,0.01622,0.0129011,2.76E-24,5.28E-09
3000,0.027492,0.0213237,0.0167103,0.0133075,5.47E-25,5.12E-09
3100,0.0281051,0.0218601,0.0171685,0.0136973,1.08E-25,4.90E-09
3200,0.0287782,0.0224436,0.0176639,0.0141168,2.07E-26,4.65E-09
3300,0.0294078,0.0229906,0.0181284,0.0145098,4.06E-27,4.47E-09
3400,0.0299999,0.0235063,0.0185667,0.0148805,8.12E-28,4.28E-09
3500,0.030589,0.0240289,0.0190175,0.0152668,1.63E-28,4.12E-09
