name,stra.1,stra.2
init,0.001,0.999
0,0.0010306511549324946,0.9989693488450675
1,0.0010622427331571853,0.9989377572668429
2,0.0010948036460173504,0.9989051963539826
3,0.001128363697256682,0.9988716363027433
4,0.0011629536107864496,0.9988370463892134
5,0.0011986050593302997,0.9988013949406698
6,0.0012353506939752523,0.9987646493060247
7,0.00127322417465846,0.9987267758253415
8,0.001312260201620285,0.9986877397983798
9,0.001352494547855331,0.9986475054521446
10,0.0013939640925941426,0.9986060359074058
11,0.0014367068558494235,0.9985632931441506
12,0.0014807620340618142,0.9985192379659382
13,0.0015261700368814817,0.9984738299631185
14,0.001572972525123051,0.998427027474877
15,0.0016212124499327208,0.9983787875500674
16,0.0016709340932077887,0.9983290659067923
17,0.0017221831093102162,0.9982778168906898
18,0.0017750065681173641,0.9982249934318828
19,0.0018294529994545446,0.9981705470005454
20,0.0018855724389556501,0.9981144275610444
21,0.0019434164753997678,0.9980565835246004
22,0.002003038299573422,0.9979969617004266
23,0.0020644927547098795,0.9979355072452901
24,0.002127836388558814,0.9978721636114412
25,0.0021931275071415783,0.9978068724928584
26,0.0022604262302493485,0.9977395737697506
27,0.002329794548743499,0.9976702054512565
28,0.002401296383719772,0.9975987036162802
29,0.002474997647600071,0.9975250023523999
30,0.002550966307218081,0.997449033692782
31,0.002629272448967395,0.9973707275510326
32,0.002709988346083404,0.9972900116539166
33,0.0027931885281328598,0.9972068114718672
34,0.0028789498527878603,0.9971210501472122
35,0.0029673515799638816,0.997032648420036
36,0.0030584754484045355,0.9969415245515956
37,0.003152405754798879,0.9968475942452011
38,0.003249229435520436,0.9967507705644796
39,0.003349036151080497,0.9966509638489195
40,0.0034519183733918834,0.9965480816266081
41,0.003557971475943089,0.9964420285240568
42,0.003667293826986657,0.9963327061730133
43,0.003779986885849689,0.9962200131141504
44,0.0038961553024786906,0.9961038446975213
45,0.004015907020335395,0.9959840929796646
46,0.004139353382764843,0.9958606466172352
47,0.00426660924296189,0.995733390757038
48,0.004397793077667363,0.9956022069223326
49,0.004533027104730408,0.9954669728952696
50,0.004672437404679129,0.9953275625953208
51,0.004816154046447401,0.9951838459535526
52,0.0049643112174118055,0.9950356887825882
53,0.005117047357899017,0.994882952642101
54,0.005274505300330564,0.9947254946996694
55,0.005436832413178856,0.9945631675868212
56,0.005604180749915634,0.9943958192500844
57,0.005776707203141618,0.9942232927968584
58,0.0059545736640940344,0.9940454263359059
59,0.006137947187737161,0.9938620528122628
60,0.006327000163649611,0.9936729998363504
61,0.006521910492931339,0.9934780895070686
62,0.006722861771362864,0.9932771382286372
63,0.006930043479059279,0.9930699565209407
64,0.007143651176872075,0.9928563488231279
65,0.0073638867098029005,0.9926361132901972
66,0.0075909584177048526,0.9924090415822951
67,0.007825081353559027,0.992174918646441
68,0.008066477509626748,0.9919335224903733
69,0.00831537605179116,0.9916846239482088
70,0.008572013562415864,0.9914279864375841
71,0.008836634292062828,0.9911633657079372
72,0.009109490420427182,0.9908905095795728
73,0.009390842326862563,0.9906091576731375
74,0.009680958870887508,0.9903190411291124
75,0.009980117683081123,0.990019882316919
76,0.010288605466794725,0.9897113945332052
77,0.010606718311125682,0.9893932816888744
78,0.010934762015619914,0.9890652379843801
79,0.011273052427191123,0.9887269475728088
80,0.011621915789766997,0.9883780842102331
81,0.011981689107196315,0.9880183108928036
82,0.01235272051997546,0.9876472794800246
83,0.012735369696378663,0.9872646303036213
84,0.013130008238603453,0.9868699917613964
85,0.01353702010457112,0.9864629798954289
86,0.013956802046051724,0.9860431979539482
87,0.014389764063814462,0.9856102359361856
88,0.014836329880536646,0.9851636701194633
89,0.015296937432238974,0.9847030625677611
90,0.015772039379050216,0.9842279606209499
91,0.016262103636142257,0.9837378963638578
92,0.016767613925715213,0.9832323860742848
93,0.017289070350953537,0.9827109296490464
94,0.017826989992916653,0.9821730100070835
95,0.018381907531372362,0.9816180924686275
96,0.01895437589062793,0.9810456241093721
97,0.019544966911462187,0.9804550330885378
98,0.020154272050312953,0.9798457279496872
99,0.02078290310692653,0.9792170968930736
100,0.021431492981731085,0.978568507018269
101,0.022100696464252657,0.9778993035357474
102,0.02279119105395171,0.9772088089460483
103,0.023503677814919532,0.9764963221850804
104,0.024238882265937154,0.9757611177340629
105,0.024997555307465055,0.9750024446925349
106,0.025780474187199576,0.9742195258128004
107,0.026588443505901425,0.9734115564940986
108,0.027422296265273042,0.972577703734727
109,0.028282894959734815,0.9717171050402651
110,0.02917113271402446,0.9708288672859756
111,0.030087934468619796,0.9699120655313802
112,0.031034258215061918,0.968965741784938
113,0.03201109628333285,0.9679889037166672
114,0.03301947668351932,0.9669805233164807
115,0.03406046450407119,0.9659395354959288
116,0.035135163369038894,0.9648648366309611
117,0.03624471695674845,0.9637552830432515
118,0.03739031058244382,0.9626096894175561
119,0.03857317284749393,0.961426827152506
120,0.03979457735782449,0.9602054226421755
121,0.041055844514290625,0.9589441554857093
122,0.04235834337775471,0.9576416566222452
123,0.04370349361167179,0.9562965063883283
124,0.04509276750501081,0.9549072324949891
125,0.0465276920783513,0.9534723079216487
126,0.04800985127598835,0.9519901487240116
127,0.049540888246851385,0.9504591117531486
128,0.051122507716989056,0.948877492283011
129,0.052756478456291375,0.9472435215437086
130,0.05444463584200274,0.9455553641579972
131,0.05618888452142321,0.9438111154785768
132,0.05799120117599104,0.942008798824009
133,0.059853637388681255,0.9401463626113187
134,0.06177832261633322,0.9382216773836668
135,0.06376746726812549,0.9362325327318745
136,0.06582336589093764,0.9341766341090624
137,0.06794840046176323,0.9320515995382368
138,0.07014504378665205,0.9298549562133479
139,0.07241586300484625,0.9275841369951537
140,0.07476352319581668,0.9252364768041833
141,0.07719079108578199,0.922809208914218
142,0.07970053884897993,0.92029946115102
143,0.08229574799743387,0.9177042520025661
144,0.08497951335118667,0.9150204866488133
145,0.08775504707892855,0.9122449529210714
146,0.09062568279658749,0.9093743172034126
147,0.09359487970874181,0.9064051202912582
