generation,stra.1,stra.2
init,0.001,0.999
0,0.001000173,0.998999827
10,0.001001909,0.998998091
20,0.001003647,0.998996353
30,0.001005388,0.998994612
40,0.001007132,0.998992868
50,0.001008879,0.998991121
60,0.001010628,0.998989372
70,0.001012381,0.998987619
80,0.001014136,0.998985864
90,0.001015894,0.998984106
200,0.001035421,0.998964579
300,0.001053475,0.998946525
400,0.001071821,0.998928179
500,0.001090464,0.998909536
600,0.001109407,0.998890593
700,0.001128654,0.998871346
800,0.001148209,0.998851791
900,0.001168076,0.998831924
1000,0.00118826,0.99881174
2000,0.001408397,0.998591603
3000,0.001664735,0.998335265
4000,0.001961463,0.998038537
5000,0.002302601,0.997697399
6000,0.002691721,0.997308279
7000,0.003131612,0.996868388
8000,0.003623898,0.996376102
9000,0.004168633,0.995831367
10000,0.004763935,0.995236065
11000,0.005405715,0.994594285
12000,0.006087557,0.993912443
13000,0.006800821,0.993199179
14000,0.007534987,0.992465013
15000,0.008278219,0.991721781
16000,0.009018114,0.990981886
17000,0.009742516,0.990257484
18000,0.010440294,0.989559706
19000,0.011101988,0.988898012
20000,0.011720233,0.988279767
21000,0.012289949,0.987710051
22000,0.012808307,0.987191693
23000,0.013274512,0.986725488
24000,0.013689476,0.986310524
25000,0.014055433,0.985944567
26000,0.014375552,0.985624448
27000,0.014653587,0.985346413
28000,0.014893581,0.985106419
29000,0.015099637,0.984900363
30000,0.015275746,0.984724254
31000,0.015425673,0.984574327
32000,0.015552885,0.984447115
33000,0.015660519,0.984339481
34000,0.015751372,0.984248628
35000,0.015827904,0.984172096
36000,0.015892264,0.984107736
37000,0.015946311,0.984053689
38000,0.015991642,0.984008358
39000,0.016029625,0.983970375
40000,0.016061424,0.983938576
41000,0.016088027,0.983911973
42000,0.01611027,0.98388973
43000,0.016128859,0.983871141
44000,0.016144386,0.983855614
45000,0.016157353,0.983842647
46000,0.016168178,0.983831822
47000,0.016177213,0.983822787
48000,0.016184752,0.983815248
49000,0.016191042,0.983808958
50000,0.01619629,0.98380371
51000,0.016200666,0.983799334
52000,0.016204316,0.983795684
53000,0.016207361,0.983792639
54000,0.016209899,0.983790101
55000,0.016212016,0.983787984
56000,0.016213781,0.983786219
57000,0.016215252,0.983784748
58000,0.016216479,0.983783521
59000,0.016217502,0.983782498
60000,0.016218355,0.983781645
61000,0.016219066,0.983780934
62000,0.016219659,0.983780341
63000,0.016220153,0.983779847
64000,0.016220565,0.983779435
65000,0.016220908,0.983779092
66000,0.016221195,0.983778805
67000,0.016221433,0.983778567
68000,0.016221632,0.983778368
69000,0.016221798,0.983778202
70000,0.016221936,0.983778064
71000,0.016222052,0.983777948
72000,0.016222148,0.983777852
73000,0.016222228,0.983777772
74000,0.016222295,0.983777705
75000,0.01622235,0.98377765
76000,0.016222397,0.983777603
77000,0.016222435,0.983777565
78000,0.016222468,0.983777532
79000,0.016222494,0.983777506
80000,0.016222517,0.983777483
81000,0.016222536,0.983777464
82000,0.016222551,0.983777449
83000,0.016222564,0.983777436
84000,0.016222575,0.983777425
85000,0.016222584,0.983777416
86000,0.016222591,0.983777409
87000,0.016222598,0.983777402
88000,0.016222603,0.983777397
89000,0.016222607,0.983777393
90000,0.016222611,0.983777389
91000,0.016222614,0.983777386
92000,0.016222617,0.983777383
93000,0.016222619,0.983777381
94000,0.01622262,0.98377738
95000,0.016222622,0.983777378
96000,0.016222623,0.983777377
97000,0.016222624,0.983777376
98000,0.016222625,0.983777375
99000,0.016222626,0.983777374
100000,0.016222626,0.983777374
101000,0.016222627,0.983777373
102000,0.016222627,0.983777373
103000,0.016222627,0.983777373
104000,0.016222628,0.983777372
105000,0.016222628,0.983777372
106000,0.016222628,0.983777372
107000,0.016222628,0.983777372
108000,0.016222628,0.983777372
109000,0.016222629,0.983777371
110000,0.016222629,0.983777371
111000,0.016222629,0.983777371
112000,0.016222629,0.983777371
113000,0.016222629,0.983777371
114000,0.016222629,0.983777371
115000,0.016222629,0.983777371
116000,0.016222629,0.983777371
117000,0.016222629,0.983777371
118000,0.016222629,0.983777371
119000,0.016222629,0.983777371
120000,0.016222629,0.983777371
121000,0.016222629,0.983777371
122000,0.016222629,0.983777371
123000,0.016222629,0.983777371
124000,0.016222629,0.983777371
125000,0.016222629,0.983777371
126000,0.016222629,0.983777371
127000,0.016222629,0.983777371
128000,0.016222629,0.983777371
129000,0.016222629,0.983777371
130000,0.016222629,0.983777371
131000,0.016222629,0.983777371
132000,0.016222629,0.983777371
133000,0.016222629,0.983777371
134000,0.016222629,0.983777371
135000,0.016222629,0.983777371
136000,0.016222629,0.983777371
137000,0.016222629,0.983777371
138000,0.016222629,0.983777371
139000,0.016222629,0.983777371
140000,0.016222629,0.983777371
141000,0.016222629,0.983777371
142000,0.016222629,0.983777371
143000,0.016222629,0.983777371
144000,0.016222629,0.983777371
145000,0.016222629,0.983777371
146000,0.016222629,0.983777371
147000,0.016222629,0.983777371
148000,0.016222629,0.983777371
149000,0.016222629,0.983777371
150000,0.016222629,0.983777371
151000,0.016222629,0.983777371
152000,0.016222629,0.983777371
153000,0.016222629,0.983777371
154000,0.016222629,0.983777371
155000,0.016222629,0.983777371
156000,0.016222629,0.983777371
157000,0.016222629,0.983777371
158000,0.016222629,0.983777371
159000,0.016222629,0.983777371
160000,0.016222629,0.983777371
161000,0.016222629,0.983777371
162000,0.016222629,0.983777371
163000,0.016222629,0.983777371
164000,0.016222629,0.983777371
165000,0.016222629,0.983777371
166000,0.016222629,0.983777371
167000,0.016222629,0.983777371
168000,0.016222629,0.983777371
169000,0.016222629,0.983777371
170000,0.016222629,0.983777371
171000,0.016222629,0.983777371
172000,0.016222629,0.983777371
173000,0.016222629,0.983777371
174000,0.016222629,0.983777371
175000,0.016222629,0.983777371
176000,0.016222629,0.983777371
177000,0.016222629,0.983777371
178000,0.016222629,0.983777371
179000,0.016222629,0.983777371
180000,0.016222629,0.983777371
181000,0.016222629,0.983777371
182000,0.016222629,0.983777371
183000,0.016222629,0.983777371
184000,0.016222629,0.983777371
185000,0.016222629,0.983777371
186000,0.016222629,0.983777371
187000,0.016222629,0.983777371
188000,0.016222629,0.983777371
189000,0.016222629,0.983777371
190000,0.016222629,0.983777371
191000,0.016222629,0.983777371
192000,0.016222629,0.983777371
193000,0.016222629,0.983777371
194000,0.016222629,0.983777371
195000,0.016222629,0.983777371
196000,0.016222629,0.983777371
