generation,stra.1,stra.2
init,0.001,0.999
0,0.002884751,0.997115249
1,0.008263112,0.991736888
2,0.023203752,0.976796248
3,0.061818155,0.938181845
4,0.145887958,0.854112042
5,0.27930733,0.72069267
6,0.423332488,0.576667512
7,0.541322719,0.458677281
8,0.628002908,0.371997092
9,0.690788206,0.309211794
10,0.73713708,0.26286292
11,0.772276169,0.227723831
12,0.799620317,0.200379683
13,0.821399769,0.178600231
14,0.839100734,0.160899266
15,0.853739195,0.146260805
16,0.866027739,0.133972261
17,0.876478311,0.123521689
18,0.88546685,0.11453315
19,0.893274909,0.106725091
20,0.900117114,0.099882886
21,0.90615969,0.09384031
22,0.911533228,0.088466772
23,0.916341649,0.083658351
24,0.920668622,0.079331378
25,0.924582227,0.075417773
26,0.928138395,0.071861605
27,0.931383482,0.068616518
28,0.934356222,0.065643778
29,0.93708922,0.06291078
30,0.93961011,0.06038989
31,0.941942467,0.058057533
32,0.944106515,0.055893485
33,0.946119704,0.053880296
34,0.947997166,0.052002834
35,0.949752085,0.050247915
36,0.951396,0.048604
37,0.952939054,0.047060946
38,0.954390194,0.045609806
39,0.955757346,0.044242654
40,0.957047553,0.042952447
41,0.958267098,0.041732902
42,0.959421598,0.040578402
43,0.960516094,0.039483906
44,0.96155512,0.03844488
45,0.962542767,0.037457233
46,0.963482736,0.036517264
47,0.96437838,0.03562162
48,0.965232748,0.034767252
49,0.966048614,0.033951386
50,0.966828513,0.033171487
51,0.96757476,0.03242524
52,0.968289477,0.031710523
53,0.968974613,0.031025387
54,0.969631959,0.030368041
55,0.970263165,0.029736835
56,0.970869753,0.029130247
57,0.971453131,0.028546869
58,0.972014598,0.027985402
59,0.972555363,0.027444637
60,0.973076544,0.026923456
61,0.973579183,0.026420817
62,0.974064248,0.025935752
63,0.974532641,0.025467359
64,0.974985204,0.025014796
65,0.975422723,0.024577277
66,0.975845932,0.024154068
67,0.976255521,0.023744479
68,0.976652133,0.023347867
69,0.977036374,0.022963626
70,0.977408811,0.022591189
71,0.977769978,0.022230022
72,0.978120377,0.021879623
73,0.97846048,0.02153952
74,0.978790734,0.021209266
75,0.979111559,0.020888441
76,0.97942335,0.02057665
77,0.979726484,0.020273516
78,0.980021314,0.019978686
79,0.980308176,0.019691824
80,0.980587387,0.019412613
81,0.980859249,0.019140751
82,0.981124046,0.018875954
83,0.98138205,0.01861795
84,0.981633517,0.018366483
85,0.981878693,0.018121307
86,0.982117808,0.017882192
87,0.982351086,0.017648914
88,0.982578736,0.017421264
89,0.982800958,0.017199042
90,0.983017944,0.016982056
91,0.983229875,0.016770125
92,0.983436927,0.016563073
93,0.983639265,0.016360735
94,0.983837046,0.016162954
95,0.984030424,0.015969576
96,0.984219543,0.015780457
97,0.984404542,0.015595458
98,0.984585553,0.015414447
99,0.984762703,0.015237297
100,0.984936115,0.015063885
101,0.985105904,0.014894096
102,0.985272183,0.014727817
103,0.98543506,0.01456494
104,0.985594636,0.014405364
105,0.985751011,0.014248989
106,0.98590428,0.01409572
107,0.986054535,0.013945465
108,0.986201862,0.013798138
109,0.986346347,0.013653653
110,0.98648807,0.01351193
111,0.98662711,0.01337289
112,0.986763541,0.013236459
113,0.986897437,0.013102563
114,0.987028867,0.012971133
115,0.987157898,0.012842102
116,0.987284595,0.012715405
117,0.98740902,0.01259098
118,0.987531235,0.012468765
119,0.987651296,0.012348704
120,0.98776926,0.01223074
121,0.987885182,0.012114818
122,0.987999113,0.012000887
123,0.988111105,0.011888895
124,0.988221206,0.011778794
125,0.988329463,0.011670537
126,0.988435923,0.011564077
127,0.988540629,0.011459371
128,0.988643624,0.011356376
129,0.98874495,0.01125505
130,0.988844646,0.011155354
131,0.988942752,0.011057248
132,0.989039305,0.010960695
133,0.989134341,0.010865659
134,0.989227896,0.010772104
135,0.989320004,0.010679996
136,0.989410699,0.010589301
137,0.989500011,0.010499989
138,0.989587973,0.010412027
139,0.989674614,0.010325386
140,0.989759965,0.010240035
141,0.989844053,0.010155947
142,0.989926906,0.010073094
143,0.990008551,0.009991449
144,0.990089014,0.009910986
145,0.990168321,0.009831679
146,0.990246496,0.009753504
147,0.990323563,0.009676437
148,0.990399545,0.009600455
149,0.990474465,0.009525535
150,0.990548345,0.009451655
151,0.990621206,0.009378794
152,0.99069307,0.00930693
153,0.990763955,0.009236045
154,0.990833883,0.009166117
155,0.990902872,0.009097128
156,0.990970941,0.009029059
157,0.991038108,0.008961892
158,0.99110439,0.00889561
159,0.991169806,0.008830194
160,0.991234371,0.008765629
161,0.991298103,0.008701897
162,0.991361017,0.008638983
163,0.991423128,0.008576872
164,0.991484452,0.008515548
165,0.991545004,0.008454996
166,0.991604798,0.008395202
167,0.991663848,0.008336152
168,0.991722167,0.008277833
169,0.99177977,0.00822023
170,0.991836669,0.008163331
171,0.991892877,0.008107123
172,0.991948406,0.008051594
173,0.992003269,0.007996731
174,0.992057477,0.007942523
175,0.992111041,0.007888959
176,0.992163974,0.007836026
177,0.992216287,0.007783713
178,0.992267989,0.007732011
179,0.992319092,0.007680908
180,0.992369605,0.007630395
181,0.99241954,0.00758046
182,0.992468905,0.007531095
183,0.992517711,0.007482289
184,0.992565966,0.007434034
185,0.99261368,0.00738632
186,0.992660862,0.007339138
187,0.992707521,0.007292479
188,0.992753664,0.007246336
189,0.992799302,0.007200698
190,0.992844441,0.007155559
191,0.992889091,0.007110909
192,0.992933258,0.007066742
193,0.99297695,0.00702305
194,0.993020176,0.006979824
195,0.993062942,0.006937058
196,0.993105256,0.006894744
