name,stra.112,stra.1443,stra.2774,stra.4105,stra.13542,stra.13663,stra.13784,stra.13905,stra.14026,stra.14642,stra.13321
33400,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,4.62E-306,1.30E-180,1.10E-119,2.69E-87,0.994711,1.0E-323
33500,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,5.56E-307,3.92E-181,5.30E-120,1.69E-87,0.991714,1.0E-323
33600,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,6.75E-308,1.19E-181,2.57E-120,1.07E-87,0.991959,1.0E-323
33700,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,0.00E+00,3.64E-182,1.25E-120,6.77E-88,0.992162,1.0E-323
33800,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,9.9536e-310,1.11E-182,6.04E-121,4.27E-88,0.993789,1.0E-323
33900,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.20506e-310,3.37E-183,2.93E-121,2.70E-88,0.993851,1.0E-323
34000,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.4556e-311,1.02E-183,1.41E-121,1.70E-88,0.994035,1.0E-323
34100,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.75999e-312,3.10E-184,6.84E-122,1.07E-88,0.995265,1.0E-323
34200,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,2.12486e-313,9.42E-185,3.31E-122,6.79E-89,0.994579,1.0E-323
34300,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,2.56501e-314,2.86E-185,1.60E-122,4.29E-89,0.993817,1.0E-323
34400,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,3.10627e-315,8.70E-186,7.78E-123,2.72E-89,0.993199,1.0E-323
34500,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,3.76114e-316,2.65E-186,3.77E-123,1.72E-89,0.994518,1.0E-323
34600,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,4.53804e-317,8.04E-187,1.83E-123,1.09E-89,0.993749,1.0E-323
34700,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,5.47596e-318,2.44E-187,8.82E-124,6.86E-90,0.994067,1.0E-323
34800,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,6.61144e-319,7.39E-188,4.26E-124,4.32E-90,0.995101,1.0E-323
34900,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,7.97076e-320,2.24E-188,2.06E-124,2.74E-90,0.994263,1.0E-323
35000,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,9.6244e-321,6.82E-189,1.00E-124,1.74E-90,0.99504,1.0E-323
35100,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.16599e-321,2.07E-189,4.85E-125,1.10E-90,0.99404,1.0E-323
35200,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.43279e-322,6.28E-190,2.34E-125,6.91E-91,0.992408,1.0E-323
35300,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.91E-190,1.14E-125,4.39E-91,0.994516,1.0E-323
35400,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,5.81E-191,5.51E-126,2.77E-91,0.994604,1.0E-323
35500,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.77E-191,2.67E-126,1.76E-91,0.995118,1.0E-323
35600,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,5.36E-192,1.29E-126,1.11E-91,0.995822,1.0E-323
35700,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.63E-192,6.26E-127,7.03E-92,0.99521,1.0E-323
35800,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,4.94E-193,3.04E-127,4.46E-92,0.995979,1.0E-323
35900,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.50E-193,1.47E-127,2.82E-92,0.994883,1.0E-323
36000,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,4.56E-194,7.14E-128,1.79E-92,0.994679,1.0E-323
36100,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.38E-194,3.46E-128,1.13E-92,0.995234,1.0E-323
36200,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,4.20E-195,1.67E-128,7.14E-93,0.995459,1.0E-323
36300,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.27E-195,8.07E-129,4.50E-93,0.994494,1.0E-323
36400,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,3.84E-196,3.88E-129,2.81E-93,0.993747,1.0E-323
36500,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.16E-196,1.87E-129,1.77E-93,0.995082,1.0E-323
36600,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,3.52E-197,9.02E-130,1.11E-93,0.995121,1.0E-323
36700,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.07E-197,4.38E-130,7.07E-94,0.996267,1.0E-323
36800,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,3.24E-198,2.12E-130,4.48E-94,0.995256,1.0E-323
36900,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,9.82E-199,1.02E-130,2.83E-94,0.994046,1.0E-323
37000,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.98E-199,4.96E-131,1.79E-94,0.994916,1.0E-323
37100,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,9.00E-200,2.39E-131,1.12E-94,0.995041,1.0E-323
37200,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.72E-200,1.15E-131,7.06E-95,0.996462,1.0E-323
37300,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,8.25E-201,5.57E-132,4.47E-95,0.996738,1.0E-323
37400,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.49E-201,2.69E-132,2.81E-95,0.99578,1.0E-323
37500,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,7.56E-202,1.30E-132,1.78E-95,0.996818,1.0E-323
37600,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.28E-202,6.26E-133,1.12E-95,0.995974,1.0E-323
37700,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,6.90E-203,3.02E-133,7.06E-96,0.996316,1.0E-323
37800,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.09E-203,1.46E-133,4.47E-96,0.995826,1.0E-323
37900,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,6.34E-204,7.08E-134,2.83E-96,0.996493,1.0E-323
38000,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.91E-204,3.40E-134,1.77E-96,0.996017,1.0E-323
38100,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,5.78E-205,1.64E-134,1.12E-96,0.996047,1.0E-323
38200,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.75E-205,7.94E-135,7.06E-97,0.996599,1.0E-323
38300,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,5.30E-206,3.84E-135,4.46E-97,0.995807,1.0E-323
38400,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.60E-206,1.85E-135,2.81E-97,0.996501,1.0E-323
38500,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,4.85E-207,8.95E-136,1.77E-97,0.996991,1.0E-323
38600,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.46E-207,4.31E-136,1.11E-97,0.996012,1.0E-323
38700,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,4.41E-208,2.06E-136,6.96E-98,0.994453,1.0E-323
38800,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.33E-208,9.97E-137,4.39E-98,0.996355,1.0E-323
38900,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,4.03E-209,4.81E-137,2.77E-98,0.994892,1.0E-323
39000,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.22E-209,2.32E-137,1.74E-98,0.995904,1.0E-323
39100,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,3.68E-210,1.12E-137,1.09E-98,0.994499,1.0E-323
39200,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.12E-210,5.39E-138,6.89E-99,0.9961,1.0E-323
39300,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,3.36E-211,2.58E-138,4.31E-99,0.996196,1.0E-323
39400,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.02E-211,1.25E-138,2.72E-99,0.996343,1.0E-323
39500,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,3.08E-212,6.03E-139,1.72E-99,0.996538,1.0E-323
39600,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,9.32E-213,2.92E-139,1.08E-99,0.995021,1.0E-323
39700,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.81E-213,1.40E-139,6.81E-100,0.994838,1.0E-323
39800,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,8.56E-214,6.82E-140,4.33E-100,0.996271,1.0E-323
39900,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.59E-214,3.29E-140,2.73E-100,0.996051,1.0E-323
40000,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,7.86E-215,1.59E-140,1.72E-100,0.995003,1.0E-323
40100,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.39E-215,7.73E-141,1.09E-100,0.994872,1.0E-323
40200,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,7.27E-216,3.75E-141,6.94E-101,0.995593,1.0E-323
40300,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.20E-216,1.81E-141,4.36E-101,0.994812,1.0E-323
40400,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,6.65E-217,8.72E-142,2.75E-101,0.996326,1.0E-323
40500,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.01E-217,4.20E-142,1.73E-101,0.994694,1.0E-323
40600,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,6.10E-218,2.04E-142,1.09E-101,0.996484,1.0E-323
40700,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.85E-218,9.87E-143,6.93E-102,0.99654,1.0E-323
40800,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,5.58E-219,4.74E-143,4.34E-102,0.995693,1.0E-323
40900,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.69E-219,2.29E-143,2.74E-102,0.995033,1.0E-323
41000,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,5.10E-220,1.10E-143,1.72E-102,0.992861,1.0E-323
41100,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.55E-220,5.32E-144,1.08E-102,0.994299,1.0E-323
41200,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,4.70E-221,2.57E-144,6.83E-103,0.993443,1.0E-323
41300,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.42E-221,1.24E-144,4.28E-103,0.991901,1.0E-323
41400,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,4.32E-222,6.00E-145,2.70E-103,0.992157,1.0E-323
41500,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.32E-222,2.91E-145,1.71E-103,0.993582,1.0E-323
41600,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,4.00E-223,1.41E-145,1.08E-103,0.994001,1.0E-323
41700,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.22E-223,6.83E-146,6.84E-104,0.994067,1.0E-323
41800,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,3.69E-224,3.29E-146,4.30E-104,0.993286,1.0E-323
41900,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.12E-224,1.60E-146,2.73E-104,0.994514,1.0E-323
42000,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,3.41E-225,7.74E-147,1.73E-104,0.993296,1.0E-323
42100,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.04E-225,3.75E-147,1.09E-104,0.994445,1.0E-323
42200,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,3.14E-226,1.81E-147,6.89E-105,0.994418,1.0E-323
42300,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,9.56E-227,8.80E-148,4.36E-105,0.994773,1.0E-323
42400,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.90E-227,4.26E-148,2.76E-105,0.993266,1.0E-323
42500,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,8.80E-228,2.06E-148,1.74E-105,0.993606,1.0E-323
42600,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.67E-228,9.96E-149,1.10E-105,0.994725,1.0E-323
42700,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,8.09E-229,4.81E-149,6.93E-106,0.995762,1.0E-323
42800,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.45E-229,2.33E-149,4.38E-106,0.995892,1.0E-323
42900,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,7.46E-230,1.13E-149,2.79E-106,0.99573,1.0E-323
43000,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.26E-230,5.47E-150,1.76E-106,0.996005,1.0E-323
43100,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,6.86E-231,2.65E-150,1.11E-106,0.996148,1.0E-323
43200,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.08E-231,1.28E-150,7.05E-107,0.99564,1.0E-323
43300,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,6.31E-232,6.21E-151,4.46E-107,0.996124,1.0E-323
43400,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.90E-232,2.99E-151,2.80E-107,0.995109,1.0E-323
43500,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,5.78E-233,1.45E-151,1.77E-107,0.994322,1.0E-323
43600,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.75E-233,6.98E-152,1.11E-107,0.995442,1.0E-323
43700,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,5.30E-234,3.37E-152,7.02E-108,0.994859,1.0E-323
43800,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.60E-234,1.62E-152,4.40E-108,0.994344,1.0E-323
43900,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,4.86E-235,7.85E-153,2.78E-108,0.9953,1.0E-323
44000,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.47E-235,3.79E-153,1.76E-108,0.994739,1.0E-323
44100,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,4.46E-236,1.82E-153,1.10E-108,0.993639,1.0E-323
44200,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.35E-236,8.83E-154,6.95E-109,0.992879,1.0E-323
44300,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,4.12E-237,4.29E-154,4.41E-109,0.994328,1.0E-323
44400,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.25E-237,2.07E-154,2.78E-109,0.992973,1.0E-323
44500,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,3.79E-238,1.00E-154,1.75E-109,0.99498,1.0E-323
44600,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.15E-238,4.85E-155,1.11E-109,0.99558,1.0E-323
44700,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,3.50E-239,2.35E-155,7.04E-110,0.995804,1.0E-323
44800,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.06E-239,1.14E-155,4.46E-110,0.994015,1.0E-323
44900,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,3.23E-240,5.53E-156,2.83E-110,0.993415,1.0E-323
45000,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,9.75E-241,2.66E-156,1.77E-110,0.995106,1.0E-323
45100,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.96E-241,1.29E-156,1.12E-110,0.994821,1.0E-323
45200,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,9.00E-242,6.25E-157,7.10E-111,0.995097,1.0E-323
45300,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.73E-242,3.02E-157,4.48E-111,0.993912,1.0E-323
45400,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,8.27E-243,1.46E-157,2.83E-111,0.995039,1.0E-323
45500,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.51E-243,7.06E-158,1.79E-111,0.996085,1.0E-323
45600,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,7.62E-244,3.42E-158,1.13E-111,0.994459,1.0E-323
45700,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.32E-244,1.66E-158,7.19E-112,0.99498,1.0E-323
45800,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,7.01E-245,8.01E-159,4.51E-112,0.99388,1.0E-323
45900,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.13E-245,3.87E-159,2.85E-112,0.995327,1.0E-323
46000,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,6.46E-246,1.88E-159,1.81E-112,0.994679,1.0E-323
46100,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.97E-246,9.12E-160,1.15E-112,0.995123,1.0E-323
46200,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,5.97E-247,4.42E-160,7.25E-113,0.995484,1.0E-323
46300,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.82E-247,2.15E-160,4.60E-113,0.995682,1.0E-323
46400,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,5.52E-248,1.04E-160,2.91E-113,0.995008,1.0E-323
46500,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.68E-248,5.04E-161,1.84E-113,0.994417,1.0E-323
46600,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,5.09E-249,2.44E-161,1.17E-113,0.99251,1.0E-323
46700,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.54E-249,1.18E-161,7.33E-114,0.993996,1.0E-323
46800,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,4.68E-250,5.69E-162,4.62E-114,0.993004,1.0E-323
46900,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.42E-250,2.75E-162,2.92E-114,0.993205,1.0E-323
47000,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,4.30E-251,1.33E-162,1.83E-114,0.994049,1.0E-323
47100,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.31E-251,6.41E-163,1.16E-114,0.99587,1.0E-323
47200,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,3.95E-252,3.10E-163,7.30E-115,0.994768,1.0E-323
47300,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.19E-252,1.49E-163,4.58E-115,0.994605,1.0E-323
47400,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,3.62E-253,7.21E-164,2.89E-115,0.995636,1.0E-323
47500,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.10E-253,3.48E-164,1.82E-115,0.994336,1.0E-323
47600,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,3.34E-254,1.69E-164,1.16E-115,0.995463,1.0E-323
47700,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.01E-254,8.16E-165,7.30E-116,0.995903,1.0E-323
47800,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,3.06E-255,3.94E-165,4.59E-116,0.995241,1.0E-323
47900,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,9.26E-256,1.90E-165,2.90E-116,0.996695,1.0E-323
48000,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.80E-256,9.19E-166,1.83E-116,0.995553,1.0E-323
48100,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,8.47E-257,4.43E-166,1.15E-116,0.996598,1.0E-323
48200,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.55E-257,2.13E-166,7.23E-117,0.994779,1.0E-323
48300,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,7.71E-258,1.02E-166,4.53E-117,0.995353,1.0E-323
48400,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.34E-258,4.97E-167,2.88E-117,0.996117,1.0E-323
48500,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,7.10E-259,2.41E-167,1.82E-117,0.995757,1.0E-323
48600,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,2.16E-259,1.17E-167,1.16E-117,0.995295,1.0E-323
48700,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,6.54E-260,5.65E-168,7.30E-118,0.995618,1.0E-323
48800,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.98E-260,2.73E-168,4.61E-118,0.993186,1.0E-323
48900,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,6.02E-261,1.32E-168,2.92E-118,0.993711,1.0E-323
49000,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.83E-261,6.42E-169,1.85E-118,0.994978,1.0E-323
49100,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,5.57E-262,3.11E-169,1.17E-118,0.993525,1.0E-323
49200,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.68E-262,1.50E-169,7.36E-119,0.993514,1.0E-323
49300,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,5.12E-263,7.27E-170,4.66E-119,0.995048,1.0E-323
49400,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.54E-263,3.48E-170,2.91E-119,0.994849,1.0E-323
49500,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,4.66E-264,1.67E-170,1.82E-119,0.994712,1.0E-323
49600,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.42E-264,8.12E-171,1.16E-119,0.99586,1.0E-323
49700,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,4.29E-265,3.93E-171,7.31E-120,0.995344,1.0E-323
49800,3.45846e-323,3.45846e-323,3.45846e-323,3.45846e-323,5.92879e-323,1.33398e-322,1.30E-265,1.89E-171,4.59E-120,0.995201,1.0E-323
