name,stra.13321,stra.13332,stra.13442,stra.14642
101900,0.999697,7.08E-40,2.64E-07,4.9E-324
102000,0.999963,6.49E-40,2.40E-07,4.9E-324
102100,0.999375,5.93E-40,2.17E-07,4.9E-324
102200,0.999555,5.43E-40,1.97E-07,4.9E-324
102300,0.999993,4.97E-40,1.79E-07,4.9E-324
102400,0.999539,4.55E-40,1.63E-07,4.9E-324
102500,0.999281,4.17E-40,1.47E-07,4.9E-324
102600,0.999503,3.81E-40,1.34E-07,4.9E-324
102700,0.999977,3.49E-40,1.22E-07,4.9E-324
102800,0.999923,3.20E-40,1.10E-07,4.9E-324
102900,0.999521,2.92E-40,1.00E-07,4.9E-324
103000,0.999974,2.68E-40,9.08E-08,4.9E-324
103100,0.999999,2.45E-40,8.24E-08,4.9E-324
103200,0.999815,2.24E-40,7.47E-08,4.9E-324
103300,0.999983,2.05E-40,6.78E-08,4.9E-324
103400,0.99993,1.88E-40,6.15E-08,4.9E-324
103500,0.999976,1.72E-40,5.58E-08,4.9E-324
103600,0.999449,1.58E-40,5.06E-08,4.9E-324
103700,0.999922,1.44E-40,4.60E-08,4.9E-324
103800,0.999778,1.32E-40,4.17E-08,4.9E-324
103900,0.999998,1.21E-40,3.79E-08,4.9E-324
104000,0.999989,1.11E-40,3.44E-08,4.9E-324
104100,1,1.01E-40,3.12E-08,4.9E-324
104200,0.999796,9.26E-41,2.83E-08,4.9E-324
104300,0.999999,8.48E-41,2.57E-08,4.9E-324
104400,0.999337,7.76E-41,2.33E-08,4.9E-324
104500,0.999927,7.11E-41,2.11E-08,4.9E-324
104600,0.999341,6.50E-41,1.92E-08,4.9E-324
104700,0.999433,5.95E-41,1.74E-08,4.9E-324
104800,0.99995,5.45E-41,1.58E-08,4.9E-324
104900,0.998962,4.99E-41,1.43E-08,4.9E-324
105000,0.999763,4.57E-41,1.30E-08,4.9E-324
105100,0.998744,4.17E-41,1.18E-08,4.9E-324
105200,0.999153,3.82E-41,1.07E-08,4.9E-324
105300,0.999732,3.50E-41,9.72E-09,4.9E-324
105400,0.999493,3.20E-41,8.82E-09,4.9E-324
105500,0.9985,2.93E-41,8.00E-09,4.9E-324
105600,0.999137,2.68E-41,7.26E-09,4.9E-324
105700,0.999429,2.45E-41,6.59E-09,4.9E-324
105800,0.999219,2.25E-41,5.98E-09,4.9E-324
105900,0.99893,2.05E-41,5.42E-09,4.9E-324
106000,0.999652,1.88E-41,4.93E-09,4.9E-324
106100,0.999312,1.72E-41,4.47E-09,4.9E-324
106200,0.999526,1.58E-41,4.06E-09,4.9E-324
106300,0.999188,1.44E-41,3.68E-09,4.9E-324
106400,0.999669,1.32E-41,3.34E-09,4.9E-324
106500,0.999135,1.21E-41,3.03E-09,4.9E-324
106600,0.999133,1.11E-41,2.75E-09,4.9E-324
106700,0.99978,1.01E-41,2.50E-09,4.9E-324
106800,0.999996,9.27E-42,2.27E-09,4.9E-324
106900,0.999999,8.49E-42,2.06E-09,4.9E-324
107000,0.999825,7.77E-42,1.87E-09,4.9E-324
107100,0.99998,7.11E-42,1.69E-09,4.9E-324
107200,0.999854,6.51E-42,1.54E-09,4.9E-324
107300,0.999024,5.95E-42,1.39E-09,4.9E-324
107400,0.999714,5.45E-42,1.27E-09,4.9E-324
107500,0.999772,4.99E-42,1.15E-09,4.9E-324
107600,0.999701,4.56E-42,1.04E-09,4.9E-324
107700,0.999795,4.18E-42,9.46E-10,4.9E-324
107800,0.999998,3.82E-42,8.59E-10,4.9E-324
107900,1,3.50E-42,7.79E-10,4.9E-324
108000,0.999239,3.20E-42,7.07E-10,4.9E-324
108100,0.999112,2.93E-42,6.41E-10,4.9E-324
108200,0.999965,2.68E-42,5.82E-10,4.9E-324
108300,0.999584,2.45E-42,5.28E-10,4.9E-324
108400,0.999994,2.25E-42,4.79E-10,4.9E-324
108500,0.998949,2.06E-42,4.35E-10,4.9E-324
108600,0.999996,1.88E-42,3.95E-10,4.9E-324
108700,0.999397,1.72E-42,3.58E-10,4.9E-324
108800,0.999591,1.58E-42,3.25E-10,4.9E-324
108900,0.999731,1.44E-42,2.95E-10,4.9E-324
109000,0.999819,1.32E-42,2.68E-10,4.9E-324
109100,0.999574,1.21E-42,2.43E-10,4.9E-324
109200,0.999965,1.11E-42,2.20E-10,4.9E-324
109300,0.999506,1.01E-42,2.00E-10,4.9E-324
109400,0.999499,9.26E-43,1.81E-10,4.9E-324
109500,0.998987,8.47E-43,1.65E-10,4.9E-324
109600,0.999706,7.76E-43,1.49E-10,4.9E-324
109700,0.999968,7.10E-43,1.36E-10,4.9E-324
109800,0.999959,6.50E-43,1.23E-10,4.9E-324
109900,1,5.95E-43,1.12E-10,4.9E-324
110000,0.999847,5.44E-43,1.01E-10,4.9E-324
110100,0.999523,4.98E-43,9.19E-11,4.9E-324
110200,0.999719,4.56E-43,8.34E-11,4.9E-324
110300,0.999971,4.17E-43,7.57E-11,4.9E-324
110400,0.999275,3.82E-43,6.87E-11,4.9E-324
110500,0.998674,3.49E-43,6.23E-11,4.9E-324
110600,0.99974,3.20E-43,5.66E-11,4.9E-324
110700,0.999853,2.93E-43,5.13E-11,4.9E-324
110800,0.999544,2.68E-43,4.66E-11,4.9E-324
110900,0.999928,2.45E-43,4.23E-11,4.9E-324
111000,0.999611,2.24E-43,3.84E-11,4.9E-324
111100,0.999604,2.05E-43,3.48E-11,4.9E-324
111200,0.999392,1.88E-43,3.16E-11,4.9E-324
111300,0.999135,1.72E-43,2.86E-11,4.9E-324
111400,0.999697,1.57E-43,2.60E-11,4.9E-324
111500,0.999136,1.44E-43,2.36E-11,4.9E-324
111600,0.999133,1.32E-43,2.14E-11,4.9E-324
111700,0.999729,1.21E-43,1.94E-11,4.9E-324
111800,0.999843,1.11E-43,1.76E-11,4.9E-324
111900,0.999372,1.01E-43,1.60E-11,4.9E-324
112000,0.999084,9.25E-44,1.45E-11,4.9E-324
112100,0.999733,8.47E-44,1.32E-11,4.9E-324
112200,0.999894,7.76E-44,1.20E-11,4.9E-324
112300,0.998459,7.09E-44,1.08E-11,4.9E-324
112400,0.999567,6.50E-44,9.85E-12,4.9E-324
112500,0.999865,5.95E-44,8.94E-12,4.9E-324
112600,0.999975,5.45E-44,8.11E-12,4.9E-324
112700,0.999776,4.98E-44,7.36E-12,4.9E-324
112800,0.999792,4.56E-44,6.68E-12,4.9E-324
112900,1,4.17E-44,6.06E-12,4.9E-324
113000,0.999994,3.82E-44,5.50E-12,4.9E-324
113100,0.999711,3.49E-44,4.99E-12,4.9E-324
113200,0.999971,3.20E-44,4.53E-12,4.9E-324
113300,0.999831,2.93E-44,4.11E-12,4.9E-324
113400,0.999807,2.68E-44,3.73E-12,4.9E-324
113500,0.99922,2.45E-44,3.38E-12,4.9E-324
113600,0.99889,2.24E-44,3.07E-12,4.9E-324
113700,0.99973,2.05E-44,2.79E-12,4.9E-324
113800,0.999552,1.88E-44,2.53E-12,4.9E-324
113900,0.999519,1.72E-44,2.29E-12,4.9E-324
114000,0.998426,1.57E-44,2.08E-12,4.9E-324
114100,0.999754,1.44E-44,1.89E-12,4.9E-324
114200,0.999921,1.32E-44,1.72E-12,4.9E-324
114300,0.999987,1.21E-44,1.56E-12,4.9E-324
114400,0.999895,1.10E-44,1.41E-12,4.9E-324
114500,0.999998,1.01E-44,1.28E-12,4.9E-324
114600,0.999341,9.24E-45,1.16E-12,4.9E-324
114700,0.999889,8.47E-45,1.06E-12,4.9E-324
114800,0.999628,7.75E-45,9.59E-13,4.9E-324
114900,0.999713,7.09E-45,8.70E-13,4.9E-324
115000,0.999986,6.49E-45,7.90E-13,4.9E-324
115100,0.999998,5.94E-45,7.17E-13,4.9E-324
115200,0.999812,5.43E-45,6.50E-13,4.9E-324
115300,0.999957,4.97E-45,5.90E-13,4.9E-324
115400,0.999622,4.55E-45,5.35E-13,4.9E-324
115500,0.998376,4.16E-45,4.85E-13,4.9E-324
115600,0.999422,3.81E-45,4.41E-13,4.9E-324
115700,0.999299,3.49E-45,4.00E-13,4.9E-324
115800,0.999721,3.20E-45,3.63E-13,4.9E-324
115900,0.999801,2.92E-45,3.30E-13,4.9E-324
116000,0.999852,2.68E-45,2.99E-13,4.9E-324
116100,0.999197,2.45E-45,2.71E-13,4.9E-324
116200,0.999613,2.24E-45,2.46E-13,4.9E-324
116300,0.999277,2.05E-45,2.23E-13,4.9E-324
116400,0.998257,1.88E-45,2.03E-13,4.9E-324
116500,0.999505,1.72E-45,1.84E-13,4.9E-324
116600,0.999201,1.57E-45,1.67E-13,4.9E-324
116700,0.999348,1.44E-45,1.51E-13,4.9E-324
116800,0.999689,1.32E-45,1.38E-13,4.9E-324
116900,0.999847,1.21E-45,1.25E-13,4.9E-324
117000,0.998479,1.10E-45,1.13E-13,4.9E-324
117100,0.999611,1.01E-45,1.03E-13,4.9E-324
117200,0.999979,9.25E-46,9.33E-14,4.9E-324
117300,0.998745,8.46E-46,8.46E-14,4.9E-324
117400,0.999173,7.74E-46,7.68E-14,4.9E-324
117500,0.9988,7.08E-46,6.96E-14,4.9E-324
117600,0.999276,6.48E-46,6.32E-14,4.9E-324
117700,0.999364,5.94E-46,5.74E-14,4.9E-324
117800,0.9991,5.43E-46,5.20E-14,4.9E-324
117900,0.999555,4.97E-46,4.73E-14,4.9E-324
118000,0.999481,4.55E-46,4.29E-14,4.9E-324
118100,0.998863,4.16E-46,3.89E-14,4.9E-324
118200,0.999574,3.81E-46,3.53E-14,4.9E-324
118300,0.999591,3.49E-46,3.20E-14,4.9E-324
118400,0.998871,3.19E-46,2.91E-14,4.9E-324
118500,0.998995,2.92E-46,2.64E-14,4.9E-324
118600,0.998458,2.67E-46,2.39E-14,4.9E-324
118700,0.998793,2.44E-46,2.17E-14,4.9E-324
118800,0.998822,2.24E-46,1.97E-14,4.9E-324
118900,0.999428,2.05E-46,1.79E-14,4.9E-324
119000,0.999726,1.87E-46,1.62E-14,4.9E-324
119100,0.999371,1.71E-46,1.47E-14,4.9E-324
119200,0.999901,1.57E-46,1.34E-14,4.9E-324
119300,0.999901,1.44E-46,1.21E-14,4.9E-324
119400,0.999657,1.31E-46,1.10E-14,4.9E-324
119500,0.99994,1.20E-46,1.00E-14,4.9E-324
119600,0.999947,1.10E-46,9.07E-15,4.9E-324
119700,0.999907,1.01E-46,8.23E-15,4.9E-324
119800,0.999922,9.22E-47,7.47E-15,4.9E-324
119900,0.999121,8.43E-47,6.77E-15,4.9E-324
120000,0.999549,7.72E-47,6.15E-15,4.9E-324
120100,0.999765,7.07E-47,5.58E-15,4.9E-324
120200,0.99984,6.47E-47,5.07E-15,4.9E-324
120300,0.999699,5.92E-47,4.60E-15,4.9E-324
120400,0.999806,5.42E-47,4.17E-15,4.9E-324
120500,0.99958,4.96E-47,3.79E-15,4.9E-324
120600,0.999898,4.54E-47,3.44E-15,4.9E-324
120700,0.999399,4.16E-47,3.12E-15,4.9E-324
120800,0.999984,3.81E-47,2.83E-15,4.9E-324
120900,0.999988,3.48E-47,2.57E-15,4.9E-324
121000,0.999562,3.19E-47,2.33E-15,4.9E-324
121100,0.99995,2.92E-47,2.12E-15,4.9E-324
121200,0.999928,2.67E-47,1.92E-15,4.9E-324
121300,0.999828,2.45E-47,1.74E-15,4.9E-324
121400,0.999843,2.24E-47,1.58E-15,4.9E-324
121500,0.998328,2.05E-47,1.43E-15,4.9E-324
121600,0.999378,1.88E-47,1.30E-15,4.9E-324
121700,0.998723,1.72E-47,1.18E-15,4.9E-324
121800,0.999136,1.57E-47,1.07E-15,4.9E-324
121900,0.99916,1.44E-47,9.73E-16,4.9E-324
122000,0.999857,1.32E-47,8.84E-16,4.9E-324
122100,0.999952,1.20E-47,8.03E-16,4.9E-324
122200,0.999892,1.10E-47,7.28E-16,4.9E-324
122300,0.999028,1.01E-47,6.60E-16,4.9E-324
122400,0.9998,9.23E-48,6.00E-16,4.9E-324
122500,0.999497,8.44E-48,5.44E-16,4.9E-324
122600,0.999911,7.73E-48,4.94E-16,4.9E-324
122700,0.998609,7.06E-48,4.47E-16,4.9E-324
122800,0.999998,6.47E-48,4.07E-16,4.9E-324
122900,0.999257,5.92E-48,3.69E-16,4.9E-324
123000,0.999913,5.42E-48,3.35E-16,4.9E-324
123100,0.99998,4.96E-48,3.04E-16,4.9E-324
123200,0.999995,4.54E-48,2.76E-16,4.9E-324
123300,0.999657,4.15E-48,2.50E-16,4.9E-324
123400,0.999981,3.80E-48,2.27E-16,4.9E-324
123500,0.999941,3.48E-48,2.06E-16,4.9E-324
123600,0.999253,3.18E-48,1.87E-16,4.9E-324
123700,0.999695,2.91E-48,1.70E-16,4.9E-324
123800,0.999938,2.66E-48,1.54E-16,4.9E-324
123900,0.999889,2.44E-48,1.40E-16,4.9E-324
124000,0.999984,2.23E-48,1.27E-16,4.9E-324
124100,0.999337,2.04E-48,1.15E-16,4.9E-324
124200,0.999257,1.87E-48,1.04E-16,4.9E-324
124300,0.999559,1.71E-48,9.47E-17,4.9E-324
124400,0.999256,1.57E-48,8.59E-17,4.9E-324
124500,0.999798,1.43E-48,7.80E-17,4.9E-324
124600,0.99958,1.31E-48,7.07E-17,4.9E-324
124700,0.999415,1.20E-48,6.42E-17,4.9E-324
124800,0.999989,1.10E-48,5.83E-17,4.9E-324
124900,0.999514,1.01E-48,5.28E-17,4.9E-324
125000,0.999147,9.20E-49,4.79E-17,4.9E-324
125100,0.999906,8.43E-49,4.35E-17,4.9E-324
125200,0.999111,7.71E-49,3.95E-17,4.9E-324
125300,0.999845,7.06E-49,3.58E-17,4.9E-324
125400,0.998747,6.46E-49,3.25E-17,4.9E-324
125500,0.998586,5.91E-49,2.95E-17,4.9E-324
125600,0.999966,5.41E-49,2.68E-17,4.9E-324
125700,0.999486,4.95E-49,2.43E-17,4.9E-324
125800,0.999898,4.53E-49,2.20E-17,4.9E-324
125900,0.999019,4.14E-49,2.00E-17,4.9E-324
126000,0.999802,3.79E-49,1.82E-17,4.9E-324
126100,0.999242,3.47E-49,1.65E-17,4.9E-324
126200,0.999708,3.18E-49,1.50E-17,4.9E-324
126300,0.999989,2.91E-49,1.36E-17,4.9E-324
126400,0.999693,2.66E-49,1.23E-17,4.9E-324
126500,0.999222,2.43E-49,1.12E-17,4.9E-324
126600,0.999841,2.23E-49,1.01E-17,4.9E-324
126700,0.999028,2.04E-49,9.20E-18,4.9E-324
126800,0.998734,1.86E-49,8.35E-18,4.9E-324
126900,0.999289,1.71E-49,7.58E-18,4.9E-324
127000,0.999439,1.56E-49,6.88E-18,4.9E-324
127100,0.999467,1.43E-49,6.24E-18,4.9E-324
127200,0.999646,1.31E-49,5.66E-18,4.9E-324
127300,0.999627,1.20E-49,5.14E-18,4.9E-324
127400,0.9997,1.10E-49,4.66E-18,4.9E-324
127500,0.999823,1.00E-49,4.23E-18,4.9E-324
127600,0.999859,9.19E-50,3.84E-18,4.9E-324
127700,0.999464,8.40E-50,3.48E-18,4.9E-324
127800,0.999911,7.69E-50,3.16E-18,4.9E-324
127900,0.999714,7.04E-50,2.87E-18,4.9E-324
128000,0.999143,6.43E-50,2.60E-18,4.9E-324
128100,0.999526,5.89E-50,2.36E-18,4.9E-324
128200,0.999687,5.39E-50,2.14E-18,4.9E-324
128300,0.999919,4.94E-50,1.95E-18,4.9E-324
128400,0.999954,4.52E-50,1.77E-18,4.9E-324
128500,0.999872,4.13E-50,1.60E-18,4.9E-324
128600,0.999602,3.78E-50,1.45E-18,4.9E-324
128700,0.999987,3.46E-50,1.32E-18,4.9E-324
128800,0.999846,3.17E-50,1.20E-18,4.9E-324
128900,0.999349,2.90E-50,1.09E-18,4.9E-324
129000,0.999657,2.65E-50,9.87E-19,4.9E-324
129100,0.999843,2.43E-50,8.95E-19,4.9E-324
129200,0.999791,2.22E-50,8.13E-19,4.9E-324
129300,0.999226,2.03E-50,7.37E-19,4.9E-324
129400,0.999736,1.86E-50,6.69E-19,4.9E-324
129500,0.998691,1.70E-50,6.06E-19,4.9E-324
129600,0.999396,1.56E-50,5.51E-19,4.9E-324
129700,0.999089,1.42E-50,4.99E-19,4.9E-324
129800,0.999633,1.30E-50,4.53E-19,4.9E-324
129900,0.999902,1.19E-50,4.12E-19,4.9E-324
130000,0.999946,1.09E-50,3.74E-19,4.9E-324
130100,0.999962,1.00E-50,3.39E-19,4.9E-324
130200,0.999536,9.15E-51,3.07E-19,4.9E-324
130300,0.999757,8.38E-51,2.79E-19,4.9E-324
130400,0.999088,7.67E-51,2.53E-19,4.9E-324
130500,0.999372,7.02E-51,2.30E-19,4.9E-324
130600,0.999429,6.42E-51,2.09E-19,4.9E-324
130700,0.998764,5.88E-51,1.89E-19,4.9E-324
130800,0.999049,5.38E-51,1.72E-19,4.9E-324
130900,0.998224,4.92E-51,1.56E-19,4.9E-324
131000,0.999419,4.51E-51,1.41E-19,4.9E-324
131100,0.998632,4.12E-51,1.28E-19,4.9E-324
131200,0.999272,3.78E-51,1.16E-19,4.9E-324
131300,0.998813,3.45E-51,1.06E-19,4.9E-324
131400,0.999661,3.16E-51,9.59E-20,4.9E-324
131500,0.999521,2.90E-51,8.70E-20,4.9E-324
131600,0.999851,2.65E-51,7.90E-20,4.9E-324
131700,0.999204,2.43E-51,7.16E-20,4.9E-324
131800,0.999324,2.22E-51,6.50E-20,4.9E-324
131900,0.999628,2.03E-51,5.90E-20,4.9E-324
132000,0.999044,1.86E-51,5.35E-20,4.9E-324
132100,0.998885,1.70E-51,4.86E-20,4.9E-324
132200,0.999703,1.56E-51,4.41E-20,4.9E-324
132300,0.999321,1.43E-51,4.01E-20,4.9E-324
132400,0.999656,1.31E-51,3.64E-20,4.9E-324
132500,0.999487,1.20E-51,3.30E-20,4.9E-324
132600,0.999968,1.09E-51,3.00E-20,4.9E-324
132700,0.999993,1.00E-51,2.72E-20,4.9E-324
132800,0.999746,9.17E-52,2.47E-20,4.9E-324
132900,0.999696,8.39E-52,2.24E-20,4.9E-324
133000,0.999095,7.68E-52,2.03E-20,4.9E-324
133100,0.999567,7.03E-52,1.84E-20,4.9E-324
133200,0.999069,6.43E-52,1.67E-20,4.9E-324
133300,0.999828,5.89E-52,1.52E-20,4.9E-324
133400,0.99995,5.39E-52,1.38E-20,4.9E-324
133500,0.99999,4.93E-52,1.25E-20,4.9E-324
133600,0.999529,4.51E-52,1.13E-20,4.9E-324
133700,0.998904,4.13E-52,1.03E-20,4.9E-324
133800,0.999996,3.78E-52,9.35E-21,4.9E-324
133900,0.999729,3.46E-52,8.48E-21,4.9E-324
134000,0.999277,3.16E-52,7.69E-21,4.9E-324
134100,0.999975,2.90E-52,6.98E-21,4.9E-324
134200,0.998811,2.65E-52,6.33E-21,4.9E-324
134300,0.999996,2.43E-52,5.75E-21,4.9E-324
134400,1,2.22E-52,5.22E-21,4.9E-324
134500,0.999994,2.03E-52,4.74E-21,4.9E-324
134600,1,1.86E-52,4.30E-21,4.9E-324
134700,0.999995,1.70E-52,3.90E-21,4.9E-324
134800,1,1.56E-52,3.54E-21,4.9E-324
134900,0.998544,1.42E-52,3.21E-21,4.9E-324
135000,0.999493,1.31E-52,2.91E-21,4.9E-324
135100,0.999889,1.19E-52,2.64E-21,4.9E-324
135200,0.99929,1.09E-52,2.40E-21,4.9E-324
135300,0.99942,1.00E-52,2.18E-21,4.9E-324
135400,0.999829,9.15E-53,1.98E-21,4.9E-324
135500,0.999533,8.37E-53,1.79E-21,4.9E-324
135600,0.99784,7.65E-53,1.62E-21,4.9E-324
135700,0.999476,7.01E-53,1.48E-21,4.9E-324
135800,0.999676,6.42E-53,1.34E-21,4.9E-324
135900,0.998709,5.87E-53,1.22E-21,4.9E-324
136000,0.999777,5.38E-53,1.10E-21,4.9E-324
136100,0.999802,4.92E-53,1.00E-21,4.9E-324
136200,0.999981,4.50E-53,9.09E-22,4.9E-324
136300,0.999919,4.12E-53,8.25E-22,4.9E-324
136400,0.998589,3.77E-53,7.47E-22,4.9E-324
136500,0.999552,3.45E-53,6.79E-22,4.9E-324
136600,0.999627,3.16E-53,6.16E-22,4.9E-324
136700,0.999891,2.89E-53,5.59E-22,4.9E-324
136800,0.998537,2.64E-53,5.07E-22,4.9E-324
136900,0.999029,2.42E-53,4.60E-22,4.9E-324
137000,0.999884,2.22E-53,4.18E-22,4.9E-324
137100,0.99999,2.03E-53,3.79E-22,4.9E-324
137200,0.999127,1.85E-53,3.44E-22,4.9E-324
137300,0.999031,1.70E-53,3.12E-22,4.9E-324
137400,0.998382,1.55E-53,2.83E-22,4.9E-324
137500,0.999071,1.42E-53,2.57E-22,4.9E-324
137600,0.999499,1.30E-53,2.33E-22,4.9E-324
137700,0.9997,1.19E-53,2.12E-22,4.9E-324
137800,0.999848,1.09E-53,1.92E-22,4.9E-324
137900,0.999777,9.98E-54,1.74E-22,4.9E-324
138000,0.999926,9.14E-54,1.58E-22,4.9E-324
138100,0.999144,8.35E-54,1.43E-22,4.9E-324
138200,0.999961,7.65E-54,1.30E-22,4.9E-324
138300,0.999958,7.00E-54,1.18E-22,4.9E-324
138400,0.999977,6.41E-54,1.07E-22,4.9E-324
138500,0.999987,5.87E-54,9.74E-23,4.9E-324
138600,0.999991,5.37E-54,8.84E-23,4.9E-324
138700,0.999172,4.91E-54,8.01E-23,4.9E-324
138800,0.999995,4.50E-54,7.28E-23,4.9E-324
138900,0.999934,4.12E-54,6.60E-23,4.9E-324
139000,0.999135,3.77E-54,5.99E-23,4.9E-324
139100,0.99974,3.45E-54,5.44E-23,4.9E-324
139200,0.999989,3.16E-54,4.94E-23,4.9E-324
139300,0.999983,2.89E-54,4.48E-23,4.9E-324
139400,0.999479,2.64E-54,4.06E-23,4.9E-324
139500,0.999805,2.42E-54,3.69E-23,4.9E-324
139600,0.999954,2.22E-54,3.35E-23,4.9E-324
139700,0.999971,2.03E-54,3.04E-23,4.9E-324
139800,0.999998,1.86E-54,2.76E-23,4.9E-324
139900,0.999983,1.70E-54,2.50E-23,4.9E-324
140000,0.999294,1.55E-54,2.27E-23,4.9E-324
140100,0.999529,1.42E-54,2.06E-23,4.9E-324
140200,0.999979,1.30E-54,1.87E-23,4.9E-324
140300,0.999435,1.19E-54,1.70E-23,4.9E-324
140400,0.999372,1.09E-54,1.54E-23,4.9E-324
140500,0.999771,9.98E-55,1.40E-23,4.9E-324
140600,0.999941,9.14E-55,1.27E-23,4.9E-324
140700,0.999969,8.36E-55,1.15E-23,4.9E-324
140800,0.999963,7.65E-55,1.04E-23,4.9E-324
140900,0.999986,7.00E-55,9.48E-24,4.9E-324
141000,0.998486,6.40E-55,8.59E-24,4.9E-324
141100,0.999953,5.87E-55,7.81E-24,4.9E-324
141200,0.999975,5.37E-55,7.08E-24,4.9E-324
141300,0.998904,4.91E-55,6.42E-24,4.9E-324
141400,0.999369,4.50E-55,5.83E-24,4.9E-324
141500,0.999512,4.11E-55,5.29E-24,4.9E-324
141600,0.999838,3.77E-55,4.80E-24,4.9E-324
141700,0.999772,3.45E-55,4.36E-24,4.9E-324
141800,0.999733,3.16E-55,3.96E-24,4.9E-324
141900,0.999767,2.89E-55,3.59E-24,4.9E-324
142000,0.999932,2.65E-55,3.26E-24,4.9E-324
142100,1,2.42E-55,2.96E-24,4.9E-324
142200,0.999762,2.22E-55,2.68E-24,4.9E-324
142300,0.999759,2.03E-55,2.43E-24,4.9E-324
142400,0.999132,1.85E-55,2.21E-24,4.9E-324
142500,0.999958,1.70E-55,2.00E-24,4.9E-324
142600,0.999975,1.55E-55,1.82E-24,4.9E-324
142700,0.999435,1.42E-55,1.65E-24,4.9E-324
142800,0.999754,1.30E-55,1.50E-24,4.9E-324
142900,0.999979,1.19E-55,1.36E-24,4.9E-324
143000,0.999372,1.09E-55,1.23E-24,4.9E-324
143100,0.999953,9.98E-56,1.12E-24,4.9E-324
143200,0.999212,9.12E-56,1.02E-24,4.9E-324
143300,0.999892,8.36E-56,9.22E-25,4.9E-324
143400,0.998988,7.64E-56,8.36E-25,4.9E-324
143500,0.999946,7.00E-56,7.60E-25,4.9E-324
143600,0.999246,6.40E-56,6.89E-25,4.9E-324
143700,0.999933,5.86E-56,6.26E-25,4.9E-324
143800,0.999984,5.36E-56,5.68E-25,4.9E-324
143900,0.999893,4.91E-56,5.15E-25,4.9E-324
144000,0.999992,4.49E-56,4.68E-25,4.9E-324
144100,0.998925,4.11E-56,4.24E-25,4.9E-324
144200,0.99904,3.76E-56,3.85E-25,4.9E-324
144300,0.998468,3.44E-56,3.49E-25,4.9E-324
144400,0.999277,3.15E-56,3.17E-25,4.9E-324
144500,0.999847,2.88E-56,2.88E-25,4.9E-324
144600,0.999906,2.64E-56,2.61E-25,4.9E-324
144700,0.999462,2.42E-56,2.37E-25,4.9E-324
144800,0.998927,2.21E-56,2.15E-25,4.9E-324
144900,0.999778,2.02E-56,1.95E-25,4.9E-324
145000,0.999524,1.85E-56,1.77E-25,4.9E-324
145100,0.999129,1.69E-56,1.61E-25,4.9E-324
145200,0.999996,1.55E-56,1.46E-25,4.9E-324
145300,0.999998,1.42E-56,1.32E-25,4.9E-324
145400,0.998527,1.30E-56,1.20E-25,4.9E-324
145500,0.998238,1.19E-56,1.09E-25,4.9E-324
145600,0.999507,1.09E-56,9.89E-26,4.9E-324
145700,0.999623,9.96E-57,8.97E-26,4.9E-324
145800,0.999735,9.12E-57,8.15E-26,4.9E-324
145900,0.99966,8.35E-57,7.39E-26,4.9E-324
146000,0.998504,7.63E-57,6.70E-26,4.9E-324
146100,0.999884,7.00E-57,6.09E-26,4.9E-324
146200,0.999919,6.40E-57,5.53E-26,4.9E-324
146300,0.999685,5.86E-57,5.01E-26,4.9E-324
146400,0.999501,5.36E-57,4.55E-26,4.9E-324
146500,0.999655,4.90E-57,4.13E-26,4.9E-324
146600,0.999976,4.49E-57,3.75E-26,4.9E-324
146700,0.999951,4.11E-57,3.40E-26,4.9E-324
146800,0.998882,3.76E-57,3.08E-26,4.9E-324
146900,0.999758,3.44E-57,2.80E-26,4.9E-324
147000,0.999687,3.15E-57,2.54E-26,4.9E-324
147100,0.999917,2.88E-57,2.30E-26,4.9E-324
147200,0.999982,2.64E-57,2.09E-26,4.9E-324
147300,0.999983,2.41E-57,1.90E-26,4.9E-324
147400,0.999483,2.21E-57,1.72E-26,4.9E-324
147500,0.999995,2.02E-57,1.56E-26,4.9E-324
147600,0.999605,1.85E-57,1.42E-26,4.9E-324
147700,0.999359,1.69E-57,1.29E-26,4.9E-324
147800,0.999992,1.55E-57,1.17E-26,4.9E-324
147900,0.999599,1.42E-57,1.06E-26,4.9E-324
148000,0.999999,1.30E-57,9.62E-27,4.9E-324
148100,0.999448,1.19E-57,8.73E-27,4.9E-324
148200,0.999859,1.09E-57,7.92E-27,4.9E-324
148300,0.999464,9.95E-58,7.18E-27,4.9E-324
148400,0.999511,9.11E-58,6.52E-27,4.9E-324
148500,0.999816,8.34E-58,5.92E-27,4.9E-324
148600,0.999937,7.63E-58,5.37E-27,4.9E-324
148700,0.99925,6.98E-58,4.87E-27,4.9E-324
148800,0.999682,6.39E-58,4.42E-27,4.9E-324
148900,0.998336,5.84E-58,4.01E-27,4.9E-324
149000,0.999542,5.35E-58,3.64E-27,4.9E-324
149100,0.999519,4.90E-58,3.30E-27,4.9E-324
149200,0.998386,4.48E-58,3.00E-27,4.9E-324
149300,0.999719,4.11E-58,2.72E-27,4.9E-324
149400,0.999637,3.76E-58,2.47E-27,4.9E-324
149500,0.999893,3.44E-58,2.24E-27,4.9E-324
149600,0.99955,3.15E-58,2.03E-27,4.9E-324
149700,0.999814,2.88E-58,1.85E-27,4.9E-324
149800,0.999954,2.64E-58,1.68E-27,4.9E-324
149900,0.999464,2.41E-58,1.52E-27,4.9E-324
150000,0.999328,2.21E-58,1.38E-27,4.9E-324
