name,stra.13320,stra.13321,stra.13463,stra.13563,stra.13682,stra.13695,stra.13926,stra.14642
256,3.15E-05,3.18E-05,0.000560836,0.000557455,0.00109702,0.000697042,0.000273479,1.96E-06
257,3.11E-05,3.14E-05,0.000559081,0.000556361,0.00109493,0.000698664,0.000274847,1.93E-06
258,3.06E-05,3.11E-05,0.000557321,0.000555255,0.00109281,0.000700268,0.000276212,1.90E-06
259,3.02E-05,3.07E-05,0.000555556,0.000554139,0.00109068,0.000701855,0.000277575,1.86E-06
260,2.98E-05,3.03E-05,0.000553787,0.000553012,0.00108852,0.000703424,0.000278936,1.83E-06
261,2.94E-05,2.99E-05,0.000552013,0.000551874,0.00108633,0.000704977,0.000280294,1.80E-06
262,2.90E-05,2.96E-05,0.000550234,0.000550725,0.00108413,0.000706512,0.000281649,1.77E-06
263,2.85E-05,2.92E-05,0.000548451,0.000549567,0.00108191,0.00070803,0.000283002,1.74E-06
264,2.81E-05,2.89E-05,0.000546665,0.000548398,0.00107966,0.000709531,0.000284352,1.71E-06
265,2.77E-05,2.85E-05,0.000544874,0.00054722,0.0010774,0.000711015,0.000285699,1.68E-06
266,2.73E-05,2.82E-05,0.00054308,0.000546032,0.00107511,0.000712482,0.000287044,1.66E-06
267,2.70E-05,2.78E-05,0.000541282,0.000544834,0.00107281,0.000713932,0.000288385,1.63E-06
268,2.66E-05,2.75E-05,0.000539481,0.000543627,0.00107048,0.000715366,0.000289724,1.60E-06
269,2.62E-05,2.71E-05,0.000537677,0.000542411,0.00106814,0.000716782,0.000291061,1.58E-06
270,2.58E-05,2.68E-05,0.00053587,0.000541186,0.00106578,0.000718182,0.000292394,1.55E-06
271,2.55E-05,2.65E-05,0.00053406,0.000539952,0.0010634,0.000719566,0.000293725,1.53E-06
272,2.51E-05,2.62E-05,0.000532248,0.00053871,0.00106101,0.000720933,0.000295053,1.50E-06
273,2.47E-05,2.58E-05,0.000530433,0.00053746,0.00105859,0.000722283,0.000296378,1.48E-06
274,2.44E-05,2.55E-05,0.000528616,0.000536201,0.00105616,0.000723617,0.0002977,1.45E-06
275,2.41E-05,2.52E-05,0.000526797,0.000534934,0.00105371,0.000724935,0.000299019,1.43E-06
276,2.37E-05,2.49E-05,0.000524976,0.00053366,0.00105125,0.000726236,0.000300335,1.41E-06
277,2.34E-05,2.46E-05,0.000523153,0.000532378,0.00104877,0.000727521,0.000301649,1.39E-06
278,2.30E-05,2.43E-05,0.000521328,0.000531088,0.00104628,0.00072879,0.000302959,1.37E-06
279,2.27E-05,2.40E-05,0.000519502,0.000529791,0.00104377,0.000730043,0.000304266,1.34E-06
280,2.24E-05,2.37E-05,0.000517674,0.000528487,0.00104124,0.00073128,0.000305571,1.32E-06
281,2.21E-05,2.34E-05,0.000515846,0.000527176,0.00103871,0.000732501,0.000306872,1.30E-06
282,2.18E-05,2.31E-05,0.000514016,0.000525858,0.00103615,0.000733706,0.000308171,1.28E-06
283,2.15E-05,2.28E-05,0.000512185,0.000524534,0.00103359,0.000734895,0.000309466,1.26E-06
284,2.12E-05,2.26E-05,0.000510354,0.000523203,0.00103101,0.000736069,0.000310758,1.24E-06
285,2.09E-05,2.23E-05,0.000508521,0.000521865,0.00102841,0.000737227,0.000312047,1.22E-06
286,2.06E-05,2.20E-05,0.000506689,0.000520522,0.00102581,0.000738369,0.000313333,1.21E-06
287,2.03E-05,2.17E-05,0.000504855,0.000519172,0.00102319,0.000739495,0.000314616,1.19E-06
288,2.00E-05,2.15E-05,0.000503022,0.000517817,0.00102056,0.000740607,0.000315896,1.17E-06
289,1.97E-05,2.12E-05,0.000501188,0.000516455,0.00101791,0.000741702,0.000317173,1.15E-06
290,1.94E-05,2.09E-05,0.000499354,0.000515089,0.00101526,0.000742783,0.000318446,1.13E-06
291,1.91E-05,2.07E-05,0.000497521,0.000513717,0.00101259,0.000743848,0.000319716,1.12E-06
292,1.89E-05,2.04E-05,0.000495687,0.000512339,0.00100991,0.000744898,0.000320984,1.10E-06
293,1.86E-05,2.02E-05,0.000493854,0.000510956,0.00100722,0.000745933,0.000322247,1.08E-06
294,1.83E-05,1.99E-05,0.000492022,0.000509569,0.00100452,0.000746953,0.000323508,1.07E-06
295,1.81E-05,1.97E-05,0.000490189,0.000508176,0.00100182,0.000747957,0.000324765,1.05E-06
296,1.78E-05,1.95E-05,0.000488358,0.000506779,0.000999096,0.000748947,0.000326019,1.04E-06
297,1.76E-05,1.92E-05,0.000486527,0.000505377,0.000996367,0.000749922,0.00032727,1.02E-06
298,1.73E-05,1.90E-05,0.000484697,0.000503971,0.000993628,0.000750882,0.000328518,1.01E-06
299,1.71E-05,1.87E-05,0.000482868,0.00050256,0.00099088,0.000751828,0.000329762,9.93E-07
300,1.68E-05,1.85E-05,0.00048104,0.000501146,0.000988123,0.000752758,0.000331003,9.79E-07
400,1.66E-05,1.83E-05,0.000479213,0.000499727,0.000985358,0.000753675,0.00033224,9.65E-07
500,4.03E-06,5.32E-06,0.00031326,0.000353508,0.000697757,0.000783109,0.000437454,2.83E-07
600,1.01E-06,1.57E-06,0.000194785,0.000231318,0.000455447,0.000729332,0.000503888,1.14E-07
700,2.64E-07,4.78E-07,0.000118652,0.000145296,0.000284693,0.000637561,0.000534651,5.58E-08
800,7.11E-08,1.49E-07,7.17E-05,8.92E-05,0.000173575,0.000535289,0.000536728,3.13E-08
900,1.98E-08,4.78E-08,4.33E-05,5.40E-05,0.000104255,0.000437293,0.000517835,1.93E-08
1000,5.67E-09,1.56E-08,2.62E-05,3.24E-05,6.21E-05,0.000350395,0.000484974,1.28E-08
1100,1.67E-09,5.23E-09,1.59E-05,1.93E-05,3.67E-05,0.000276842,0.000443887,8.94E-09
1200,5.01E-10,1.78E-09,9.71E-06,1.15E-05,2.17E-05,0.000216459,0.000398968,6.53E-09
1300,1.54E-10,6.19E-10,5.96E-06,6.85E-06,1.28E-05,0.000167927,0.000353385,4.94E-09
1400,4.81E-11,2.19E-10,3.68E-06,4.08E-06,7.54E-06,0.000129511,0.000309295,3.84E-09
1500,1.53E-11,7.83E-11,2.29E-06,2.43E-06,4.45E-06,9.94E-05,0.000268054,3.06E-09
1600,4.97E-12,2.85E-11,1.43E-06,1.45E-06,2.63E-06,7.61E-05,0.000230422,2.49E-09
1700,1.63E-12,1.05E-11,9.00E-07,8.65E-07,1.55E-06,5.81E-05,0.00019673,2.06E-09
1800,5.45E-13,3.91E-12,5.70E-07,5.18E-07,9.22E-07,4.43E-05,0.000167013,1.72E-09
1900,1.85E-13,1.48E-12,3.63E-07,3.11E-07,5.49E-07,3.37E-05,0.000141115,1.46E-09
2000,6.33E-14,5.65E-13,2.32E-07,1.88E-07,3.27E-07,2.57E-05,0.000118765,1.26E-09
2100,2.20E-14,2.19E-13,1.50E-07,1.13E-07,1.96E-07,1.96E-05,9.96E-05,1.09E-09
2200,7.78E-15,8.59E-14,9.68E-08,6.90E-08,1.18E-07,1.49E-05,8.37E-05,9.49E-10
2300,2.97E-15,3.64E-14,6.48E-08,4.47E-08,7.59E-08,1.16E-05,7.33E-05,8.43E-10
2400,1.16E-15,1.57E-14,4.36E-08,2.92E-08,4.92E-08,9.13E-06,6.44E-05,7.54E-10
2500,4.53E-16,6.76E-15,2.94E-08,1.90E-08,3.18E-08,7.13E-06,5.61E-05,6.82E-10
2600,1.77E-16,2.92E-15,1.98E-08,1.23E-08,2.05E-08,5.56E-06,4.88E-05,6.16E-10
2700,7.14E-17,1.30E-15,1.36E-08,8.19E-09,1.35E-08,4.39E-06,4.31E-05,5.61E-10
2800,2.86E-17,5.74E-16,9.24E-09,5.39E-09,8.80E-09,3.44E-06,3.76E-05,5.09E-10
2900,1.17E-17,2.59E-16,6.35E-09,3.58E-09,5.80E-09,2.70E-06,3.29E-05,4.65E-10
3000,4.76E-18,1.16E-16,4.37E-09,2.38E-09,3.83E-09,2.13E-06,2.89E-05,4.18E-10
3100,1.95E-18,5.24E-17,3.01E-09,1.59E-09,2.54E-09,1.68E-06,2.54E-05,3.80E-10
3200,8.34E-19,2.45E-17,2.11E-09,1.09E-09,1.74E-09,1.33E-06,2.25E-05,3.53E-10
3300,3.55E-19,1.14E-17,1.47E-09,7.41E-10,1.17E-09,1.06E-06,2.00E-05,3.25E-10
3400,1.54E-19,5.45E-18,1.04E-09,5.12E-10,8.09E-10,8.46E-07,1.79E-05,3.00E-10
3500,6.75E-20,2.61E-18,7.34E-10,3.56E-10,5.59E-10,6.78E-07,1.61E-05,2.74E-10
3600,3.10E-20,1.30E-18,5.29E-10,2.55E-10,4.01E-10,5.51E-07,1.47E-05,2.57E-10
3700,1.48E-20,6.80E-19,3.90E-10,1.89E-10,2.96E-10,4.59E-07,1.39E-05,2.43E-10
3800,6.99E-21,3.52E-19,2.86E-10,1.39E-10,2.15E-10,3.79E-07,1.29E-05,2.29E-10
3900,3.30E-21,1.81E-19,2.08E-10,1.00E-10,1.56E-10,3.10E-07,1.19E-05,2.17E-10
4000,1.54E-21,9.20E-20,1.52E-10,7.19E-11,1.11E-10,2.52E-07,1.08E-05,2.06E-10
4100,7.26E-22,4.72E-20,1.11E-10,5.18E-11,7.96E-11,2.06E-07,9.78E-06,1.93E-10
4200,3.53E-22,2.51E-20,8.23E-11,3.85E-11,5.87E-11,1.71E-07,9.17E-06,1.80E-10
4300,1.68E-22,1.30E-20,6.02E-11,2.77E-11,4.20E-11,1.40E-07,8.32E-06,1.69E-10
4400,8.02E-23,6.77E-21,4.43E-11,2.01E-11,3.02E-11,1.14E-07,7.57E-06,1.60E-10
4500,4.00E-23,3.68E-21,3.32E-11,1.51E-11,2.25E-11,9.55E-08,7.09E-06,1.51E-10
4600,2.00E-23,2.00E-21,2.50E-11,1.13E-11,1.67E-11,7.95E-08,6.57E-06,1.42E-10
4700,1.03E-23,1.11E-21,1.91E-11,8.56E-12,1.26E-11,6.71E-08,6.14E-06,1.36E-10
4800,5.24E-24,6.16E-22,1.45E-11,6.49E-12,9.51E-12,5.64E-08,5.75E-06,1.28E-10
4900,2.74E-24,3.50E-22,1.12E-11,5.01E-12,7.27E-12,4.80E-08,5.45E-06,1.22E-10
5000,1.42E-24,1.96E-22,8.51E-12,3.82E-12,5.51E-12,4.05E-08,5.13E-06,1.16E-10
5100,7.37E-25,1.11E-22,6.51E-12,2.91E-12,4.17E-12,3.41E-08,4.80E-06,1.10E-10
5200,3.89E-25,6.32E-23,4.99E-12,2.24E-12,3.18E-12,2.87E-08,4.49E-06,1.06E-10
5300,2.11E-25,3.71E-23,3.86E-12,1.77E-12,2.50E-12,2.45E-08,4.33E-06,1.01E-10
5400,1.18E-25,2.25E-23,3.03E-12,1.43E-12,2.01E-12,2.12E-08,4.24E-06,9.81E-11
5500,6.48E-26,1.34E-23,2.34E-12,1.13E-12,1.58E-12,1.81E-08,4.08E-06,9.30E-11
5600,3.56E-26,7.94E-24,1.81E-12,8.99E-13,1.24E-12,1.55E-08,3.93E-06,8.74E-11
5700,2.01E-26,4.86E-24,1.43E-12,7.28E-13,9.93E-13,1.34E-08,3.81E-06,8.35E-11
5800,1.18E-26,3.08E-24,1.14E-12,6.07E-13,8.22E-13,1.18E-08,3.80E-06,8.13E-11
5900,7.25E-27,2.03E-24,9.32E-13,5.24E-13,7.10E-13,1.06E-08,3.90E-06,8.01E-11
6000,4.61E-27,1.38E-24,7.82E-13,4.68E-13,6.31E-13,9.74E-09,4.10E-06,7.89E-11
6100,2.80E-27,9.04E-25,6.36E-13,3.99E-13,5.35E-13,8.68E-09,4.15E-06,7.64E-11
6200,1.69E-27,5.86E-25,5.13E-13,3.38E-13,4.51E-13,7.68E-09,4.17E-06,7.38E-11
6300,1.02E-27,3.81E-25,4.16E-13,2.86E-13,3.80E-13,6.83E-09,4.19E-06,7.18E-11
6400,6.04E-28,2.43E-25,3.33E-13,2.38E-13,3.13E-13,5.99E-09,4.15E-06,6.77E-11
6500,3.64E-28,1.57E-25,2.68E-13,2.00E-13,2.60E-13,5.28E-09,4.13E-06,6.41E-11
6600,2.27E-28,1.06E-25,2.20E-13,1.73E-13,2.23E-13,4.74E-09,4.21E-06,6.04E-11
6700,1.50E-28,7.46E-26,1.85E-13,1.57E-13,2.02E-13,4.34E-09,4.43E-06,5.95E-11
6800,9.90E-29,5.28E-26,1.55E-13,1.42E-13,1.82E-13,3.98E-09,4.67E-06,5.90E-11
6900,6.45E-29,3.64E-26,1.29E-13,1.25E-13,1.63E-13,3.59E-09,4.81E-06,5.81E-11
7000,4.16E-29,2.49E-26,1.06E-13,1.10E-13,1.45E-13,3.22E-09,4.95E-06,5.70E-11
7100,2.70E-29,1.72E-26,8.86E-14,9.79E-14,1.28E-13,2.94E-09,5.15E-06,5.57E-11
7200,1.78E-29,1.22E-26,7.51E-14,8.84E-14,1.15E-13,2.71E-09,5.41E-06,5.52E-11
7300,1.15E-29,8.42E-27,6.32E-14,7.81E-14,1.01E-13,2.48E-09,5.58E-06,5.44E-11
7400,7.34E-30,5.75E-27,5.27E-14,6.81E-14,8.79E-14,2.25E-09,5.68E-06,5.28E-11
7500,4.80E-30,4.01E-27,4.48E-14,6.05E-14,7.79E-14,2.08E-09,5.86E-06,5.22E-11
7600,3.08E-30,2.75E-27,3.75E-14,5.29E-14,6.79E-14,1.90E-09,6.00E-06,5.11E-11
7700,1.95E-30,1.86E-27,3.12E-14,4.57E-14,5.84E-14,1.71E-09,6.05E-06,5.01E-11
7800,1.22E-30,1.25E-27,2.59E-14,3.90E-14,4.97E-14,1.54E-09,6.03E-06,4.87E-11
7900,7.95E-31,8.66E-28,2.19E-14,3.42E-14,4.35E-14,1.41E-09,6.11E-06,4.78E-11
8000,5.17E-31,6.00E-28,1.88E-14,2.99E-14,3.80E-14,1.29E-09,6.18E-06,4.70E-11
8100,3.26E-31,4.05E-28,1.57E-14,2.55E-14,3.22E-14,1.17E-09,6.13E-06,4.57E-11
8200,2.04E-31,2.70E-28,1.30E-14,2.16E-14,2.71E-14,1.05E-09,6.08E-06,4.42E-11
8300,1.26E-31,1.79E-28,1.08E-14,1.82E-14,2.26E-14,9.38E-10,5.95E-06,4.32E-11
8400,8.03E-32,1.22E-28,9.05E-15,1.55E-14,1.92E-14,8.47E-10,5.91E-06,4.25E-11
8500,5.53E-32,8.78E-29,7.99E-15,1.41E-14,1.79E-14,7.99E-10,6.14E-06,4.41E-11
8600,3.66E-32,6.15E-29,6.82E-15,1.25E-14,1.60E-14,7.36E-10,6.31E-06,4.43E-11
8700,2.23E-32,4.00E-29,5.57E-15,1.04E-14,1.32E-14,6.52E-10,6.16E-06,4.26E-11
8800,1.35E-32,2.59E-29,4.55E-15,8.54E-15,1.08E-14,5.77E-10,5.99E-06,4.07E-11
8900,8.31E-33,1.70E-29,3.76E-15,7.10E-15,8.94E-15,5.14E-10,5.82E-06,3.92E-11
9000,5.16E-33,1.13E-29,3.14E-15,5.90E-15,7.43E-15,4.60E-10,5.61E-06,3.84E-11
9100,3.29E-33,7.64E-30,2.68E-15,5.02E-15,6.31E-15,4.20E-10,5.51E-06,3.79E-11
9200,2.06E-33,5.04E-30,2.24E-15,4.19E-15,5.32E-15,3.77E-10,5.35E-06,3.67E-11
9300,1.28E-33,3.32E-30,1.87E-15,3.49E-15,4.46E-15,3.37E-10,5.18E-06,3.60E-11
9400,8.00E-34,2.21E-30,1.58E-15,2.92E-15,3.73E-15,3.05E-10,5.03E-06,3.57E-11
9500,5.14E-34,1.51E-30,1.35E-15,2.53E-15,3.25E-15,2.81E-10,5.06E-06,3.39E-11
9600,3.04E-34,9.49E-31,1.11E-15,2.05E-15,2.64E-15,2.50E-10,4.83E-06,3.13E-11
9700,1.82E-34,6.03E-31,9.16E-16,1.65E-15,2.14E-15,2.21E-10,4.56E-06,2.99E-11
9800,1.12E-34,3.93E-31,7.71E-16,1.36E-15,1.76E-15,1.98E-10,4.34E-06,2.90E-11
9900,6.80E-35,2.55E-31,6.43E-16,1.11E-15,1.43E-15,1.77E-10,4.12E-06,2.79E-11
10000,4.16E-35,1.66E-31,5.40E-16,9.05E-16,1.17E-15,1.59E-10,3.91E-06,2.73E-11
10100,2.51E-35,1.06E-31,4.49E-16,7.29E-16,9.36E-16,1.41E-10,3.67E-06,2.63E-11
10200,1.53E-35,6.92E-32,3.79E-16,5.95E-16,7.60E-16,1.27E-10,3.47E-06,2.54E-11
10300,9.46E-36,4.53E-32,3.22E-16,4.88E-16,6.22E-16,1.15E-10,3.30E-06,2.49E-11
10400,6.19E-36,3.14E-32,2.83E-16,4.21E-16,5.36E-16,1.08E-10,3.26E-06,2.50E-11
10500,4.00E-36,2.15E-32,2.45E-16,3.58E-16,4.58E-16,9.93E-11,3.18E-06,2.51E-11
10600,2.57E-36,1.47E-32,2.10E-16,3.05E-16,3.89E-16,9.13E-11,3.12E-06,2.48E-11
10700,1.61E-36,9.73E-33,1.79E-16,2.52E-16,3.21E-16,8.27E-11,2.98E-06,2.45E-11
10800,1.08E-36,6.90E-33,1.58E-16,2.21E-16,2.82E-16,7.82E-11,2.99E-06,2.44E-11
10900,6.91E-37,4.69E-33,1.37E-16,1.86E-16,2.37E-16,7.20E-11,2.89E-06,2.40E-11
11000,4.57E-37,3.28E-33,1.19E-16,1.62E-16,2.07E-16,6.71E-11,2.89E-06,2.39E-11
11100,2.90E-37,2.20E-33,1.02E-16,1.35E-16,1.73E-16,6.12E-11,2.80E-06,2.38E-11
11200,1.80E-37,1.45E-33,8.58E-17,1.11E-16,1.41E-16,5.49E-11,2.64E-06,2.32E-11
11300,1.12E-37,9.56E-34,7.28E-17,9.04E-17,1.15E-16,4.94E-11,2.48E-06,2.30E-11
11400,7.20E-38,6.51E-34,6.30E-17,7.65E-17,9.71E-17,4.55E-11,2.40E-06,2.26E-11
11500,4.94E-38,4.73E-34,5.58E-17,6.90E-17,8.76E-17,4.34E-11,2.48E-06,2.20E-11
11600,3.20E-38,3.23E-34,4.78E-17,5.87E-17,7.48E-17,3.99E-11,0.00099134,2.13E-11
11700,2.06E-38,2.20E-34,4.12E-17,4.97E-17,6.35E-17,3.67E-11,0.000965239,2.10E-11
11800,1.31E-38,1.48E-34,3.49E-17,4.16E-17,5.28E-17,3.34E-11,0.000932962,1.99E-11
11900,8.53E-39,1.02E-34,3.00E-17,3.54E-17,4.48E-17,3.07E-11,0.000910557,1.95E-11
12000,5.59E-39,7.09E-35,2.61E-17,3.02E-17,3.82E-17,2.85E-11,0.000890923,1.92E-11
12100,3.47E-39,4.66E-35,2.20E-17,2.46E-17,3.09E-17,2.56E-11,0.000837847,1.86E-11
12200,2.26E-39,3.21E-35,1.92E-17,2.08E-17,2.60E-17,2.37E-11,0.000806997,1.85E-11
12300,1.43E-39,2.15E-35,1.64E-17,1.72E-17,2.15E-17,2.16E-11,0.000772139,1.80E-11
12400,9.30E-40,1.48E-35,1.41E-17,1.47E-17,1.85E-17,2.00E-11,0.000762652,1.73E-11
12500,6.05E-40,1.02E-35,1.22E-17,1.26E-17,1.57E-17,1.86E-11,0.000746332,1.67E-11
12600,3.96E-40,7.04E-36,1.06E-17,1.07E-17,1.34E-17,1.73E-11,0.000732785,1.62E-11
12700,2.52E-40,4.73E-36,9.06E-18,8.88E-18,1.11E-17,1.57E-11,0.000699308,1.53E-11
12800,1.67E-40,3.32E-36,7.98E-18,7.67E-18,9.53E-18,1.48E-11,0.000688314,1.48E-11
12900,1.06E-40,2.21E-36,6.87E-18,6.43E-18,8.12E-18,1.36E-11,0.000665181,1.38E-11
13000,7.03E-41,1.52E-36,6.02E-18,5.50E-18,7.11E-18,1.26E-11,0.000649458,1.35E-11
13100,4.85E-41,1.10E-36,5.40E-18,4.91E-18,6.42E-18,1.20E-11,0.000657676,1.33E-11
13200,3.29E-41,7.73E-37,4.75E-18,4.25E-18,5.70E-18,1.12E-11,0.000646951,1.27E-11
13300,2.12E-41,5.22E-37,4.10E-18,3.54E-18,4.81E-18,1.03E-11,0.000617151,1.21E-11
13400,1.38E-41,3.56E-37,3.55E-18,2.97E-18,4.04E-18,9.47E-12,0.00059323,1.16E-11
13500,8.76E-42,2.39E-37,3.03E-18,2.47E-18,3.37E-18,8.61E-12,0.00056902,1.09E-11
13600,5.79E-42,1.64E-37,2.62E-18,2.09E-18,2.91E-18,7.90E-12,0.000552521,1.06E-11
13700,3.80E-42,1.13E-37,2.27E-18,1.77E-18,2.49E-18,7.27E-12,0.000537007,1.01E-11
13800,2.42E-42,7.54E-38,1.92E-18,1.45E-18,2.06E-18,6.57E-12,0.000507005,9.50E-12
13900,1.59E-42,5.18E-38,1.65E-18,1.22E-18,1.76E-18,6.03E-12,0.000491433,8.95E-12
14000,1.06E-42,3.64E-38,1.44E-18,0.00086961,1.52E-18,5.62E-12,0.000481019,8.59E-12
14100,6.96E-43,2.51E-38,1.25E-18,0.000732423,1.28E-18,5.17E-12,0.000462204,8.18E-12
14200,4.72E-43,1.79E-38,1.09E-18,0.000633379,1.10E-18,4.81E-12,0.00045355,7.90E-12
14300,3.27E-43,1.30E-38,9.69E-19,0.000556519,9.72E-19,4.52E-12,0.00044897,7.76E-12
14400,2.35E-43,9.76E-39,8.73E-19,0.000502704,8.86E-19,4.31E-12,0.0004557,7.64E-12
14500,1.60E-43,7.01E-39,7.64E-19,0.000437613,7.72E-19,4.03E-12,0.000452352,7.22E-12
14600,1.07E-43,4.89E-39,6.62E-19,0.000369347,6.53E-19,3.69E-12,0.000434382,6.98E-12
14700,7.00E-44,3.37E-39,5.67E-19,0.000308888,5.47E-19,3.37E-12,0.000415504,6.71E-12
14800,4.57E-44,2.31E-39,4.86E-19,0.000256572,4.54E-19,3.06E-12,0.000393623,6.44E-12
14900,3.13E-44,1.65E-39,4.28E-19,0.000222135,3.97E-19,2.85E-12,0.000385982,6.40E-12
15000,2.13E-44,1.18E-39,3.77E-19,0.000191254,3.45E-19,2.66E-12,0.000377137,6.29E-12
15100,1.42E-44,8.26E-40,3.29E-19,0.000162517,2.94E-19,2.46E-12,0.000364618,6.17E-12
15200,9.30E-45,5.65E-40,2.83E-19,0.000136735,2.49E-19,2.26E-12,0.000351142,6.00E-12
15300,6.19E-45,3.95E-40,2.47E-19,0.000116874,2.13E-19,2.10E-12,0.000341498,5.85E-12
15400,4.10E-45,2.74E-40,2.16E-19,9.91E-05,1.82E-19,1.94E-12,0.000329062,5.79E-12
15500,2.66E-45,1.86E-40,1.85E-19,0.00107277,1.51E-19,1.77E-12,0.000312352,5.61E-12
15600,1.77E-45,1.30E-40,1.62E-19,0.000915328,1.30E-19,1.64E-12,0.000303335,5.33E-12
15700,1.17E-45,8.98E-41,1.41E-19,0.000771549,1.10E-19,1.52E-12,0.000291715,5.15E-12
15800,7.89E-46,6.36E-41,1.24E-19,0.000666013,9.55E-20,1.42E-12,0.00028606,4.97E-12
15900,0.000826975,4.59E-41,1.10E-19,0.000582612,8.37E-20,1.34E-12,0.000283655,4.78E-12
16000,0.0005741,3.33E-41,9.78E-20,0.000511054,7.36E-20,1.27E-12,0.000281407,4.63E-12
16100,0.000400794,2.42E-41,8.69E-20,0.000446545,6.50E-20,1.19E-12,0.000276687,4.50E-12
16200,0.000284939,1.79E-41,7.77E-20,0.000396393,5.83E-20,1.13E-12,0.000276594,4.42E-12
16300,0.0002054,1.34E-41,7.02E-20,0.000353367,5.29E-20,1.07E-12,0.000275655,4.44E-12
16400,0.000148025,1.00E-41,6.29E-20,0.000317163,4.78E-20,1.02E-12,0.000277562,4.36E-12
16500,0.000106493,7.53E-42,5.67E-20,0.000286909,4.35E-20,9.78E-13,0.000281568,4.16E-12
16600,7.74E-05,5.70E-42,5.15E-20,0.000261204,3.98E-20,9.44E-13,0.000287032,3.91E-12
16700,5.38E-05,4.13E-42,4.57E-20,0.000226996,3.47E-20,8.86E-13,0.000280603,3.69E-12
16800,3.94E-05,3.15E-42,4.16E-20,0.000205332,3.16E-20,8.52E-13,0.000281946,3.59E-12
16900,2.75E-05,2.29E-42,3.70E-20,0.000179366,2.77E-20,8.02E-13,0.000276487,3.41E-12
17000,1.87E-05,1.62E-42,3.25E-20,0.000154085,2.39E-20,7.48E-13,0.000268254,3.18E-12
17100,1.28E-05,1.16E-42,2.85E-20,0.000132176,2.06E-20,6.95E-13,0.000258935,3.01E-12
17200,9.20E-06,8.65E-43,2.59E-20,0.000117435,1.85E-20,6.65E-13,0.000255626,2.90E-12
17300,6.76E-06,6.54E-43,2.37E-20,0.000105471,1.70E-20,6.38E-13,0.000254562,2.87E-12
17400,4.91E-06,4.91E-43,2.14E-20,9.40E-05,1.53E-20,6.07E-13,0.000252495,2.78E-12
17500,3.56E-06,3.70E-43,1.92E-20,8.38E-05,1.37E-20,5.77E-13,0.000250083,2.67E-12
17600,2.57E-06,2.77E-43,1.71E-20,7.42E-05,1.22E-20,5.45E-13,0.000247735,2.56E-12
17700,1.95E-06,2.18E-43,1.58E-20,6.85E-05,1.14E-20,5.30E-13,0.000251549,2.57E-12
17800,1.43E-06,1.66E-43,1.43E-20,6.12E-05,1.02E-20,5.05E-13,0.000249158,2.55E-12
17900,1.05E-06,1.27E-43,1.29E-20,5.46E-05,9.14E-21,4.81E-13,0.000246093,2.52E-12
18000,7.94E-07,9.94E-44,1.19E-20,4.99E-05,8.39E-21,4.67E-13,0.000247184,2.54E-12
18100,6.23E-07,8.08E-44,1.12E-20,4.72E-05,7.98E-21,4.60E-13,0.000255981,2.57E-12
18200,4.81E-07,6.45E-44,1.04E-20,4.41E-05,7.53E-21,4.51E-13,0.000263375,2.54E-12
18300,3.71E-07,5.16E-44,9.63E-21,4.13E-05,7.11E-21,4.44E-13,0.000273186,2.49E-12
18400,2.73E-07,3.93E-44,8.68E-21,3.70E-05,6.43E-21,4.24E-13,0.000272408,2.39E-12
18500,2.03E-07,3.02E-44,7.84E-21,3.34E-05,5.86E-21,4.04E-13,0.00027223,2.33E-12
18600,1.53E-07,2.36E-44,7.18E-21,3.05E-05,5.40E-21,3.90E-13,0.000274788,2.27E-12
18700,1.15E-07,1.84E-44,6.53E-21,2.78E-05,4.95E-21,3.74E-13,0.000277092,2.19E-12
18800,9.12E-08,1.51E-44,6.16E-21,2.67E-05,4.77E-21,3.74E-13,0.000293155,2.14E-12
18900,7.25E-08,1.24E-44,5.79E-21,2.55E-05,4.60E-21,3.71E-13,0.000306557,2.12E-12
19000,5.73E-08,1.02E-44,5.47E-21,2.42E-05,4.39E-21,3.69E-13,0.000316628,2.12E-12
19100,4.51E-08,8.26E-45,5.11E-21,2.28E-05,4.19E-21,3.64E-13,0.000329564,2.09E-12
19200,3.42E-08,6.49E-45,4.64E-21,2.09E-05,3.86E-21,3.50E-13,0.000332609,2.03E-12
19300,2.69E-08,5.24E-45,4.32E-21,1.95E-05,3.67E-21,3.42E-13,0.000340793,2.02E-12
19400,2.03E-08,4.08E-45,3.93E-21,1.78E-05,3.37E-21,3.29E-13,0.000343221,1.94E-12
19500,1.55E-08,3.21E-45,3.62E-21,1.62E-05,3.12E-21,3.18E-13,0.000343559,1.93E-12
19600,1.22E-08,2.59E-45,3.41E-21,1.51E-05,2.94E-21,3.13E-13,0.00034751,1.95E-12
19700,9.78E-09,2.15E-45,3.25E-21,1.44E-05,2.84E-21,3.12E-13,0.000360558,1.96E-12
19800,7.55E-09,1.71E-45,3.02E-21,1.33E-05,2.63E-21,3.05E-13,0.000364773,1.95E-12
19900,5.94E-09,1.39E-45,2.83E-21,1.25E-05,2.49E-21,3.01E-13,0.00037487,1.92E-12
20000,4.77E-09,1.16E-45,2.66E-21,1.19E-05,2.40E-21,2.99E-13,0.000391565,1.88E-12
20100,3.53E-09,8.85E-46,2.39E-21,1.07E-05,2.17E-21,2.86E-13,0.000390723,1.77E-12
