name,stra.13543,stra.13544,stra.13545,stra.13546,stra.13547,stra.13664,stra.13665,stra.13666,stra.13667,stra.13668,stra.13785,stra.13786,stra.13787,stra.13788,stra.13789,stra.13906,stra.13907,stra.13908,stra.13909,stra.13910,stra.14027,stra.14028,stra.14029,stra.14030,stra.14031,
9,6.55E-05,6.38E-05,6.07E-05,5.72E-05,5.38E-05,5.90E-05,5.70E-05,5.38E-05,5.06E-05,4.74E-05,5.18E-05,4.96E-05,4.66E-05,4.36E-05,4.07E-05,4.42E-05,4.20E-05,3.92E-05,3.65E-05,3.40E-05,3.64E-05,3.42E-05,3.17E-05,2.94E-05,2.73E-05,1.16E-03
10,6.53E-05,6.32E-05,5.96E-05,5.57E-05,5.19E-05,5.81E-05,5.57E-05,5.22E-05,4.86E-05,4.51E-05,5.04E-05,4.79E-05,4.45E-05,4.12E-05,3.81E-05,4.23E-05,3.98E-05,3.67E-05,3.38E-05,3.12E-05,3.41E-05,3.17E-05,2.90E-05,2.66E-05,2.45E-05,1.11E-03
11,6.51E-05,6.26E-05,5.85E-05,5.42E-05,5.00E-05,5.74E-05,5.46E-05,5.06E-05,4.66E-05,4.29E-05,4.91E-05,4.62E-05,4.25E-05,3.89E-05,3.56E-05,4.05E-05,3.77E-05,3.44E-05,3.13E-05,2.85E-05,3.19E-05,2.93E-05,2.65E-05,2.40E-05,2.18E-05,1.06E-03
12,6.50E-05,6.20E-05,5.74E-05,5.27E-05,4.81E-05,5.67E-05,5.34E-05,4.91E-05,4.47E-05,4.07E-05,4.78E-05,4.46E-05,4.06E-05,3.67E-05,3.32E-05,3.88E-05,3.57E-05,3.22E-05,2.89E-05,2.61E-05,3.00E-05,2.71E-05,2.42E-05,2.16E-05,1.95E-05,1.02E-03
13,6.49E-05,6.15E-05,5.64E-05,5.12E-05,4.63E-05,5.61E-05,5.24E-05,4.76E-05,4.29E-05,3.86E-05,4.67E-05,4.30E-05,3.87E-05,3.46E-05,3.10E-05,3.73E-05,3.38E-05,3.01E-05,2.67E-05,2.38E-05,2.82E-05,2.51E-05,2.21E-05,1.95E-05,1.73E-05,9.76E-04
14,6.50E-05,6.10E-05,5.54E-05,4.97E-05,4.45E-05,5.56E-05,5.14E-05,4.61E-05,4.11E-05,3.65E-05,4.57E-05,4.16E-05,3.69E-05,3.26E-05,2.88E-05,3.59E-05,3.21E-05,2.82E-05,2.47E-05,2.17E-05,2.65E-05,2.33E-05,2.02E-05,1.75E-05,1.53E-05,9.37E-04
15,6.52E-05,6.06E-05,5.44E-05,4.83E-05,4.27E-05,5.52E-05,5.05E-05,4.48E-05,3.94E-05,3.46E-05,4.48E-05,4.03E-05,3.53E-05,3.07E-05,2.68E-05,3.46E-05,3.05E-05,2.64E-05,2.28E-05,1.98E-05,2.51E-05,2.16E-05,1.84E-05,1.58E-05,1.36E-05,9.02E-04
16,6.55E-05,6.02E-05,5.34E-05,4.69E-05,4.10E-05,5.49E-05,4.96E-05,4.35E-05,3.77E-05,3.27E-05,4.40E-05,3.91E-05,3.37E-05,2.90E-05,2.50E-05,3.35E-05,2.91E-05,2.47E-05,2.10E-05,1.80E-05,2.37E-05,2.01E-05,1.68E-05,1.42E-05,1.21E-05,8.69E-04
17,6.59E-05,6.00E-05,5.26E-05,4.55E-05,3.93E-05,5.48E-05,4.89E-05,4.22E-05,3.62E-05,3.10E-05,4.34E-05,3.80E-05,3.23E-05,2.73E-05,2.32E-05,3.25E-05,2.77E-05,2.32E-05,1.94E-05,1.64E-05,2.26E-05,1.87E-05,1.54E-05,1.28E-05,1.07E-05,8.40E-04
18,6.66E-05,5.99E-05,5.18E-05,4.43E-05,3.77E-05,5.48E-05,4.83E-05,4.11E-05,3.47E-05,2.93E-05,4.29E-05,3.70E-05,3.09E-05,2.58E-05,2.16E-05,3.17E-05,2.65E-05,2.18E-05,1.80E-05,1.49E-05,2.16E-05,1.75E-05,1.41E-05,1.15E-05,9.48E-06,8.14E-04
19,6.74E-05,5.99E-05,5.11E-05,4.31E-05,3.63E-05,5.50E-05,4.78E-05,4.01E-05,3.34E-05,2.78E-05,4.26E-05,3.61E-05,2.97E-05,2.44E-05,2.01E-05,3.10E-05,2.55E-05,2.05E-05,1.66E-05,1.36E-05,2.07E-05,1.65E-05,1.30E-05,1.04E-05,8.41E-06,7.91E-04
20,6.84E-05,6.01E-05,5.06E-05,4.20E-05,3.49E-05,5.55E-05,4.75E-05,3.92E-05,3.21E-05,2.64E-05,4.25E-05,3.54E-05,2.86E-05,2.31E-05,1.88E-05,3.04E-05,2.45E-05,1.94E-05,1.54E-05,1.24E-05,1.99E-05,1.55E-05,1.20E-05,9.38E-06,7.48E-06,7.72E-04
21,6.97E-05,6.04E-05,5.01E-05,4.10E-05,3.36E-05,5.61E-05,4.73E-05,3.84E-05,3.10E-05,2.51E-05,4.25E-05,3.48E-05,2.76E-05,2.19E-05,1.76E-05,3.00E-05,2.37E-05,1.84E-05,1.44E-05,1.14E-05,1.93E-05,1.47E-05,1.11E-05,8.50E-06,6.66E-06,7.55E-04
22,7.13E-05,6.10E-05,4.98E-05,4.02E-05,3.24E-05,5.69E-05,4.73E-05,3.78E-05,3.00E-05,2.39E-05,4.28E-05,3.44E-05,2.68E-05,2.09E-05,1.64E-05,2.98E-05,2.30E-05,1.75E-05,1.34E-05,1.04E-05,1.88E-05,1.39E-05,1.03E-05,7.73E-06,5.95E-06,7.43E-04
23,7.32E-05,6.17E-05,4.96E-05,3.94E-05,3.14E-05,5.81E-05,4.74E-05,3.72E-05,2.91E-05,2.28E-05,4.32E-05,3.41E-05,2.60E-05,2.00E-05,1.54E-05,2.97E-05,2.25E-05,1.67E-05,1.26E-05,9.59E-06,1.84E-05,1.33E-05,9.58E-06,7.05E-06,5.33E-06,7.33E-04
24,7.54E-05,6.27E-05,4.96E-05,3.88E-05,3.04E-05,5.95E-05,4.78E-05,3.69E-05,2.83E-05,2.19E-05,4.38E-05,3.39E-05,2.54E-05,1.91E-05,1.46E-05,2.98E-05,2.20E-05,1.60E-05,1.18E-05,8.85E-06,1.82E-05,1.28E-05,8.97E-06,6.46E-06,4.79E-06,7.28E-04
25,7.80E-05,6.39E-05,4.98E-05,3.83E-05,2.96E-05,6.12E-05,4.83E-05,3.66E-05,2.76E-05,2.10E-05,4.47E-05,3.39E-05,2.49E-05,1.84E-05,1.38E-05,3.01E-05,2.17E-05,1.54E-05,1.11E-05,8.20E-06,1.80E-05,1.23E-05,8.44E-06,5.95E-06,4.32E-06,7.26E-04
26,8.11E-05,6.54E-05,5.01E-05,3.80E-05,2.89E-05,6.33E-05,4.91E-05,3.65E-05,2.71E-05,2.03E-05,4.59E-05,3.41E-05,2.46E-05,1.78E-05,1.31E-05,3.05E-05,2.15E-05,1.49E-05,1.06E-05,7.63E-06,1.80E-05,1.20E-05,7.99E-06,5.51E-06,3.92E-06,7.28E-04
27,8.46E-05,6.73E-05,5.07E-05,3.78E-05,2.83E-05,6.57E-05,5.02E-05,3.66E-05,2.67E-05,1.96E-05,4.73E-05,3.45E-05,2.43E-05,1.73E-05,1.25E-05,3.11E-05,2.14E-05,1.45E-05,1.01E-05,7.14E-06,1.81E-05,1.17E-05,7.60E-06,5.12E-06,3.58E-06,7.34E-04
28,8.88E-05,6.95E-05,5.15E-05,3.78E-05,2.78E-05,6.87E-05,5.15E-05,3.69E-05,2.64E-05,1.91E-05,4.91E-05,3.50E-05,2.42E-05,1.69E-05,1.20E-05,3.20E-05,2.15E-05,1.42E-05,9.65E-06,6.72E-06,1.84E-05,1.15E-05,7.28E-06,4.79E-06,3.28E-06,7.44E-04
29,9.35E-05,7.21E-05,5.26E-05,3.79E-05,2.75E-05,7.21E-05,5.31E-05,3.74E-05,2.63E-05,1.87E-05,5.13E-05,3.58E-05,2.42E-05,1.65E-05,1.15E-05,3.31E-05,2.17E-05,1.40E-05,9.30E-06,6.36E-06,1.87E-05,1.14E-05,7.02E-06,4.52E-06,3.03E-06,7.60E-04
30,9.91E-05,7.53E-05,5.39E-05,3.83E-05,2.74E-05,7.62E-05,5.51E-05,3.81E-05,2.63E-05,1.84E-05,5.38E-05,3.68E-05,2.44E-05,1.63E-05,1.12E-05,3.44E-05,2.20E-05,1.39E-05,9.03E-06,6.05E-06,1.92E-05,1.14E-05,6.82E-06,4.28E-06,2.81E-06,7.80E-04
31,1.05E-04,7.90E-05,5.57E-05,3.89E-05,2.74E-05,8.09E-05,5.75E-05,3.90E-05,2.65E-05,1.82E-05,5.69E-05,3.81E-05,2.47E-05,1.62E-05,1.09E-05,3.61E-05,2.25E-05,1.39E-05,8.83E-06,5.81E-06,1.99E-05,1.14E-05,6.68E-06,4.10E-06,2.64E-06,8.07E-04
32,1.13E-04,8.33E-05,5.78E-05,3.97E-05,2.75E-05,8.64E-05,6.04E-05,4.02E-05,2.68E-05,1.82E-05,6.05E-05,3.97E-05,2.52E-05,1.63E-05,1.08E-05,3.81E-05,2.32E-05,1.40E-05,8.70E-06,5.61E-06,2.08E-05,1.16E-05,6.59E-06,3.95E-06,2.49E-06,8.41E-04
33,1.22E-04,8.85E-05,6.04E-05,4.08E-05,2.79E-05,9.29E-05,6.39E-05,4.18E-05,2.74E-05,1.82E-05,6.48E-05,4.17E-05,2.60E-05,1.64E-05,1.07E-05,4.05E-05,2.41E-05,1.42E-05,8.64E-06,5.47E-06,2.19E-05,1.18E-05,6.56E-06,3.84E-06,2.37E-06,8.82E-04
34,1.32E-04,9.45E-05,6.35E-05,4.23E-05,2.85E-05,1.01E-04,6.81E-05,4.37E-05,2.81E-05,1.85E-05,6.99E-05,4.41E-05,2.69E-05,1.67E-05,1.07E-05,4.35E-05,2.52E-05,1.45E-05,8.66E-06,5.39E-06,2.32E-05,1.22E-05,6.59E-06,3.77E-06,2.29E-06,9.33E-04
35,1.44E-04,1.02E-04,6.73E-05,4.42E-05,2.93E-05,1.10E-04,7.31E-05,4.61E-05,2.92E-05,1.89E-05,7.60E-05,4.71E-05,2.82E-05,1.72E-05,1.08E-05,4.70E-05,2.66E-05,1.50E-05,8.77E-06,5.35E-06,2.49E-05,1.27E-05,6.68E-06,3.74E-06,2.23E-06,9.95E-04
36,1.58E-04,1.10E-04,7.20E-05,4.65E-05,3.04E-05,1.20E-04,7.91E-05,4.91E-05,3.06E-05,1.95E-05,8.33E-05,5.07E-05,2.97E-05,1.78E-05,1.10E-05,5.12E-05,2.84E-05,1.57E-05,8.97E-06,5.38E-06,2.69E-05,1.34E-05,6.86E-06,3.76E-06,2.19E-06,1.07E-03
37,1.74E-04,1.21E-04,7.76E-05,4.95E-05,3.19E-05,1.33E-04,8.63E-05,5.27E-05,3.23E-05,2.03E-05,9.20E-05,5.50E-05,3.17E-05,1.86E-05,1.13E-05,5.63E-05,3.06E-05,1.65E-05,9.28E-06,5.47E-06,2.94E-05,1.42E-05,7.11E-06,3.81E-06,2.19E-06,1.16E-03
38,1.94E-04,1.33E-04,8.45E-05,5.31E-05,3.38E-05,1.49E-04,9.51E-05,5.72E-05,3.46E-05,2.14E-05,1.03E-04,6.04E-05,3.42E-05,1.98E-05,1.19E-05,6.26E-05,3.34E-05,1.76E-05,9.72E-06,5.64E-06,3.24E-05,1.53E-05,7.48E-06,3.93E-06,2.21E-06,1.27E-03
39,2.18E-04,1.48E-04,9.30E-05,5.77E-05,3.63E-05,1.67E-04,1.06E-04,6.28E-05,3.74E-05,2.28E-05,1.16E-04,6.70E-05,3.73E-05,2.13E-05,1.25E-05,7.03E-05,3.68E-05,1.90E-05,1.03E-05,5.90E-06,3.61E-05,1.67E-05,7.96E-06,4.10E-06,2.27E-06,1.41E-03
40,2.47E-04,1.67E-04,1.03E-04,6.35E-05,3.95E-05,1.90E-04,1.19E-04,6.98E-05,4.11E-05,2.47E-05,1.31E-04,7.53E-05,4.13E-05,2.32E-05,1.35E-05,7.98E-05,4.10E-05,2.09E-05,1.11E-05,6.26E-06,4.08E-05,1.84E-05,8.61E-06,4.35E-06,2.37E-06,1.58E-03
41,2.83E-04,1.90E-04,1.17E-04,7.08E-05,4.36E-05,2.19E-04,1.36E-04,7.87E-05,4.57E-05,2.72E-05,1.51E-04,8.56E-05,4.63E-05,2.56E-05,1.47E-05,9.16E-05,4.64E-05,2.32E-05,1.22E-05,6.76E-06,4.66E-05,2.06E-05,9.46E-06,4.70E-06,2.52E-06,1.80E-03
42,3.27E-04,2.19E-04,1.33E-04,8.01E-05,4.88E-05,2.54E-04,1.57E-04,8.99E-05,5.16E-05,3.04E-05,1.76E-04,9.87E-05,5.27E-05,2.88E-05,1.64E-05,1.07E-04,5.33E-05,2.63E-05,1.36E-05,7.44E-06,5.40E-05,2.35E-05,1.06E-05,5.17E-06,2.73E-06,2.07E-03
43,3.81E-04,2.55E-04,1.54E-04,9.20E-05,5.56E-05,2.98E-04,1.84E-04,1.04E-04,5.93E-05,3.46E-05,2.07E-04,1.15E-04,6.10E-05,3.30E-05,1.85E-05,1.26E-04,6.21E-05,3.02E-05,1.54E-05,8.34E-06,6.35E-05,2.71E-05,1.20E-05,5.79E-06,3.02E-06,2.41E-03
44,4.50E-04,3.01E-04,1.81E-04,1.07E-04,6.44E-05,3.54E-04,2.18E-04,1.23E-04,6.93E-05,4.01E-05,2.47E-04,1.37E-04,7.18E-05,3.84E-05,2.14E-05,1.50E-04,7.35E-05,3.54E-05,1.78E-05,9.56E-06,7.57E-05,3.19E-05,1.40E-05,6.63E-06,3.42E-06,2.84E-03
45,5.36E-04,3.60E-04,2.16E-04,1.27E-04,7.60E-05,4.25E-04,2.62E-04,1.47E-04,8.25E-05,4.74E-05,2.98E-04,1.65E-04,8.59E-05,4.56E-05,2.52E-05,1.81E-04,8.85E-05,4.22E-05,2.11E-05,1.12E-05,9.16E-05,3.82E-05,1.65E-05,7.76E-06,3.96E-06,3.40E-03
46,6.45E-04,4.37E-04,2.62E-04,1.54E-04,9.13E-05,5.16E-04,3.19E-04,1.79E-04,9.98E-05,5.71E-05,3.64E-04,2.02E-04,1.05E-04,5.51E-05,3.03E-05,2.22E-04,1.08E-04,5.12E-05,2.54E-05,1.34E-05,1.12E-04,4.66E-05,1.99E-05,9.27E-06,4.69E-06,4.13E-03
47,7.82E-04,5.34E-04,3.21E-04,1.88E-04,1.11E-04,6.32E-04,3.94E-04,2.20E-04,1.23E-04,6.99E-05,4.49E-04,2.50E-04,1.29E-04,6.78E-05,3.71E-05,2.75E-04,1.34E-04,6.31E-05,3.11E-05,1.63E-05,1.39E-04,5.75E-05,2.44E-05,1.13E-05,5.67E-06,5.07E-03
48,9.51E-04,6.58E-04,3.97E-04,2.33E-04,1.38E-04,7.77E-04,4.89E-04,2.75E-04,1.53E-04,8.68E-05,5.56E-04,3.12E-04,1.61E-04,8.45E-05,4.60E-05,3.43E-04,1.68E-04,7.88E-05,3.87E-05,2.02E-05,1.74E-04,7.19E-05,3.04E-05,1.40E-05,6.98E-06,6.26E-03
49,0.001154257,8.12E-04,4.93E-04,2.90E-04,1.72E-04,9.56E-04,6.10E-04,3.44E-04,1.91E-04,1.09E-04,6.90E-04,3.91E-04,2.03E-04,1.06E-04,5.77E-05,4.28E-04,2.11E-04,9.90E-05,4.86E-05,2.53E-05,2.18E-04,9.04E-05,3.81E-05,1.75E-05,8.70E-06,7.76E-03
50,0.00139036,9.97E-04,6.10E-04,3.61E-04,2.14E-04,0.001166564,7.57E-04,4.29E-04,2.40E-04,1.36E-04,8.51E-04,4.89E-04,2.54E-04,1.33E-04,7.26E-05,5.31E-04,2.64E-04,1.25E-04,6.11E-05,3.17E-05,2.72E-04,1.13E-04,4.78E-05,2.19E-05,1.09E-05,9.58E-03
51,0.001650181,0.001208831,7.48E-04,4.44E-04,2.64E-04,0.001404319,9.28E-04,5.31E-04,2.98E-04,1.70E-04,0.001034482,6.04E-04,3.16E-04,1.66E-04,9.06E-05,6.51E-04,3.28E-04,1.55E-04,7.63E-05,3.97E-05,3.35E-04,1.41E-04,5.97E-05,2.73E-05,1.36E-05,1.17E-02
52,0.001919247,0.001438795,9.01E-04,5.39E-04,3.22E-04,0.001657617,0.001117431,6.46E-04,3.64E-04,2.08E-04,0.001234303,7.33E-04,3.87E-04,2.05E-04,1.12E-04,7.83E-04,4.00E-04,1.91E-04,9.40E-05,4.90E-05,4.05E-04,1.73E-04,7.33E-05,3.36E-05,1.67E-05,1.40E-02
53,0.002181065,0.001675218,0.001062332,6.41E-04,3.85E-04,0.001912536,0.001317064,7.70E-04,4.37E-04,2.51E-04,0.001439951,8.72E-04,4.64E-04,2.47E-04,1.35E-04,9.22E-04,4.78E-04,2.30E-04,1.14E-04,5.94E-05,4.80E-04,2.07E-04,8.84E-05,4.07E-05,2.03E-05,1.64E-02
54,0.002422039,0.001907011,0.001225797,7.45E-04,4.50E-04,0.002156689,0.001517962,8.97E-04,5.13E-04,2.96E-04,0.001641982,0.00101311,5.45E-04,2.91E-04,1.60E-04,0.001059848,5.59E-04,2.71E-04,1.35E-04,7.05E-05,5.55E-04,2.43E-04,1.04E-04,4.82E-05,2.41E-05,1.89E-02
55,0.002634479,0.002126436,0.001385809,8.50E-04,5.17E-04,0.002382165,0.001713663,0.001025334,5.91E-04,3.43E-04,0.001833904,0.001153395,6.27E-04,3.37E-04,1.86E-04,0.001193829,6.40E-04,3.13E-04,1.56E-04,8.22E-05,6.29E-04,2.79E-04,1.21E-04,5.60E-05,2.81E-05,2.12E-02
56,0.002816511,0.002329775,0.001539373,9.53E-04,5.83E-04,0.002585912,0.001900649,0.001150844,6.68E-04,3.90E-04,0.002012717,0.001289957,7.08E-04,3.84E-04,2.13E-04,0.001321245,7.21E-04,3.55E-04,1.78E-04,9.41E-05,7.01E-04,3.15E-04,1.37E-04,6.40E-05,3.22E-05,2.34E-02
57,0.00297011,0.002516395,0.001685406,0.001052369,6.48E-04,0.002768364,0.00207781,0.001272979,7.45E-04,4.37E-04,0.002178075,0.001421808,7.89E-04,4.30E-04,2.40E-04,0.001441556,7.99E-04,3.97E-04,2.01E-04,1.06E-04,7.69E-04,3.51E-04,1.54E-04,7.21E-05,3.64E-05,2.56E-02
58,0.003098958,0.002687387,0.001823992,0.001148842,7.11E-04,0.002931715,0.002245478,0.001391576,8.20E-04,4.83E-04,0.002331081,0.001548945,8.68E-04,4.76E-04,2.67E-04,0.001555205,8.75E-04,4.38E-04,2.23E-04,1.19E-04,8.35E-04,3.86E-04,1.71E-04,8.02E-05,4.06E-05,2.76E-02
59,0.00320701,0.002844487,0.001955742,0.001242338,7.74E-04,0.003078665,0.002404605,0.001506899,8.94E-04,5.30E-04,0.002473359,0.001671825,9.46E-04,5.22E-04,2.94E-04,0.001663032,9.50E-04,4.80E-04,2.45E-04,1.31E-04,8.98E-04,4.20E-04,1.87E-04,8.84E-05,4.48E-05,2.95E-02
60,0.003297795,0.002989465,0.002081399,0.001333157,8.35E-04,0.003211755,0.00255627,0.001619347,9.68E-04,5.77E-04,0.002606524,0.001791033,0.001022896,5.68E-04,3.21E-04,0.001765927,0.001023116,5.21E-04,2.68E-04,1.43E-04,9.59E-04,4.54E-04,2.04E-04,9.66E-05,4.92E-05,3.13E-02
61,0.003374205,0.003123871,0.00220165,0.001421595,8.96E-04,0.003333118,0.002701448,0.001729313,0.001040946,6.23E-04,0.002731964,0.001907116,0.001099103,6.14E-04,3.48E-04,0.001864676,0.00109523,5.62E-04,2.90E-04,1.56E-04,0.001018285,4.88E-04,2.20E-04,1.05E-04,5.36E-05,3.30E-02
62,0.003438515,0.003248958,0.002317057,0.001507896,9.56E-04,0.003444449,0.002840934,0.001837119,0.001113287,6.70E-04,0.002850792,0.002020525,0.001174707,6.60E-04,3.76E-04,0.001959912,0.001166417,6.03E-04,3.13E-04,1.69E-04,0.001076046,5.21E-04,2.37E-04,1.13E-04,5.80E-05,3.47E-02
63,0.003492495,0.003365714,0.002428057,0.001592244,0.001014826,0.003547062,0.002975343,0.00194301,0.00118516,7.16E-04,0.002963867,0.002131609,0.001249838,7.06E-04,4.04E-04,0.002052128,0.001236848,6.44E-04,3.36E-04,1.82E-04,0.00113258,5.55E-04,2.54E-04,1.22E-04,6.26E-05,3.63E-02
64,0.003537523,0.00347491,0.002534978,0.001674768,0.001073138,0.00364197,0.00310514,0.00204716,0.001256631,7.63E-04,0.003071844,0.002240621,0.001324585,7.53E-04,4.32E-04,0.002141693,0.001306648,6.85E-04,3.59E-04,1.95E-04,0.001188063,5.88E-04,2.71E-04,1.30E-04,6.72E-05,3.79E-02
65,0.003574686,0.003577151,0.002638065,0.001755554,0.001130783,0.003729963,0.003230674,0.002149688,0.001327735,8.09E-04,0.003175224,0.002347748,0.001399006,7.99E-04,4.61E-04,0.002228886,0.001375907,7.27E-04,3.83E-04,2.09E-04,0.001242625,6.21E-04,2.87E-04,1.39E-04,7.18E-05,3.94E-02
66,0.003604863,0.003672922,0.002737503,0.001834658,0.001187769,0.003811666,0.003352207,0.002250671,0.001398487,8.56E-04,0.003274395,0.002453118,0.001473134,8.46E-04,4.90E-04,0.002313916,0.001444684,7.68E-04,4.06E-04,2.22E-04,0.001296364,6.54E-04,3.05E-04,1.48E-04,7.66E-05,4.09E-02
67,0.003628776,0.00376262,0.002833433,0.001912114,0.001244097,0.003887585,0.003469943,0.002350158,0.00146889,9.03E-04,0.00336966,0.002556825,0.001546985,8.93E-04,5.19E-04,0.002396944,0.001513019,8.10E-04,4.30E-04,2.36E-04,0.001349351,6.88E-04,3.22E-04,1.57E-04,8.14E-05,4.23E-02
68,0.003647035,0.003846585,0.002925969,0.001987942,0.001299756,0.003958143,0.003584041,0.002448176,0.001538934,9.50E-04,0.003461266,0.002658933,0.001620564,9.40E-04,5.48E-04,0.002478093,0.001580936,8.51E-04,4.54E-04,2.50E-04,0.001401641,7.21E-04,3.39E-04,1.66E-04,8.63E-05,4.37E-02
69,0.003660162,0.003925108,0.003015206,0.002062155,0.001354735,0.004023697,0.00369463,0.002544742,0.001608605,9.97E-04,0.003549416,0.002759489,0.001693865,9.87E-04,5.77E-04,0.002557464,0.001648452,8.93E-04,4.78E-04,2.64E-04,0.001453276,7.54E-04,3.56E-04,1.75E-04,9.13E-05,4.51E-02
70,0.003668617,0.003998452,0.003101225,0.002134758,0.001409017,0.004084559,0.00380182,0.002639861,0.001677884,0.001044352,0.003634284,0.002858528,0.00176688,0.001034544,6.07E-04,0.002635138,0.001715573,9.35E-04,5.03E-04,2.78E-04,0.001504288,7.87E-04,3.74E-04,1.84E-04,9.64E-05,4.65E-02
71,0.003672808,0.004066856,0.003184102,0.002205757,0.001462586,0.004141005,0.003905708,0.002733538,0.00174675,0.001091452,0.003716021,0.002956075,0.001839595,0.001082076,6.37E-04,0.002711182,0.001782304,9.77E-04,5.27E-04,2.93E-04,0.001554703,8.20E-04,3.92E-04,1.94E-04,1.02E-04,4.78E-02
72,0.0036731,0.004130541,0.003263905,0.002275155,0.001515429,0.004193285,0.004006381,0.002825772,0.001815183,0.001138547,0.003794761,0.003052152,0.001911998,0.00112973,6.67E-04,0.002785656,0.001848646,0.001019259,5.52E-04,3.07E-04,0.001604543,8.53E-04,4.09E-04,2.03E-04,1.07E-04,4.91E-02
73,0.003669824,0.004189714,0.003340703,0.002342956,0.001567529,0.004241629,0.004103919,0.002916563,0.001883162,0.001185617,0.003870626,0.003146776,0.001984074,0.00117749,6.98E-04,0.002858613,0.001914598,0.001061496,5.77E-04,3.22E-04,0.001653827,8.86E-04,4.27E-04,2.13E-04,1.12E-04,5.03E-02
74,0.003663284,0.004244572,0.003414561,0.002409168,0.001618873,0.004286245,0.0041984,0.003005911,0.001950667,0.001232644,0.003943729,0.003239964,0.002055807,0.001225341,7.28E-04,0.002930099,0.001980157,0.001103818,6.03E-04,3.37E-04,0.00170257,9.19E-04,4.45E-04,2.22E-04,1.17E-04,5.16E-02
