name,stra.13663,stra.13664,stra.13784,stra.13785,stra.13787,stra.13788,stra.13790,stra.13905,stra.13906,stra.13908,stra.14026,stra.14147,stra.13321
161100,1.02E-23,6.01E-05,0.000237888,0.00168318,0.0282749,0.00524263,0.768071,2.99E-11,0.00209461,0.0736014,7.91E-06,0.000149834,5.62E-57
161200,1.00E-23,5.97E-05,0.000234961,0.00167978,0.0283395,0.00525649,0.769861,2.96E-11,0.00209356,0.0737938,7.83E-06,0.000147878,3.44E-57
161300,9.80E-24,5.89E-05,0.000231914,0.00166808,0.0282514,0.00524307,0.767927,2.93E-11,0.00208317,0.0736394,7.75E-06,0.00014597,2.09E-57
161400,9.79E-24,5.90E-05,0.00023291,0.00167891,0.0283821,0.00525748,0.766711,2.94E-11,0.00209557,0.0738608,7.76E-06,0.00014509,1.35E-57
161500,9.62E-24,5.89E-05,0.000231413,0.00168917,0.0285382,0.00527568,0.765657,2.94E-11,0.00211312,0.074305,7.75E-06,0.00014433,8.24E-58
161600,9.21E-24,5.76E-05,0.000223804,0.00166514,0.0283755,0.0052532,0.763184,2.86E-11,0.00208915,0.0739329,7.55E-06,0.000140425,5.12E-58
161700,8.92E-24,5.69E-05,0.000218187,0.0016512,0.028326,0.00524848,0.762556,2.79E-11,0.00206895,0.0735727,0.000996855,0.000135796,3.51E-58
161800,8.54E-24,5.62E-05,0.000210717,0.00163881,0.0283689,0.00526245,0.764894,2.70E-11,0.00205562,0.073619,0.000966904,0.000131399,2.36E-58
161900,8.26E-24,5.55E-05,0.000205022,0.00162498,0.028328,0.00525885,0.764185,2.63E-11,0.00203443,0.0732438,0.000938158,0.000126685,1.60E-58
162000,8.06E-24,5.50E-05,0.000201821,0.00162013,0.0283821,0.00527192,0.766049,2.60E-11,0.00203331,0.0734637,0.000928151,0.00012508,1.02E-58
162100,7.90E-24,5.46E-05,0.000199295,0.00161599,0.0283922,0.0052721,0.764684,2.57E-11,0.0020288,0.0734333,0.000916594,0.000122928,6.31E-59
162200,7.91E-24,5.50E-05,0.000199485,0.00162727,0.0285653,0.00529547,0.76498,2.56E-11,0.00202864,0.0732926,0.000903021,0.000119378,4.37E-59
162300,7.74E-24,5.46E-05,0.000196165,0.00161776,0.0285117,0.00528754,0.763618,2.52E-11,0.00201317,0.0729265,0.000885161,0.000116256,2.86E-59
162400,7.57E-24,5.42E-05,0.000193038,0.00161136,0.0285044,0.00528665,0.762774,2.48E-11,0.00200193,0.0726887,0.00086887,0.0001134,2.07E-59
162500,7.48E-24,5.43E-05,0.00019081,0.00161232,0.0286264,0.00530939,0.76518,2.44E-11,0.001991,0.0724709,0.000848828,0.000109582,1.53E-59
162600,7.35E-24,5.43E-05,0.000188536,0.00161547,0.0287651,0.00533155,0.766363,2.41E-11,0.00199166,0.0726091,0.0008365,0.000107296,1.02E-59
162700,7.15E-24,5.35E-05,0.000185229,0.00160557,0.0287429,0.00533223,0.766886,2.38E-11,0.00198625,0.0727109,0.000827788,0.000106104,6.40E-60
162800,6.96E-24,5.30E-05,0.00018146,0.00159942,0.0288161,0.00534733,0.768128,2.34E-11,0.00197878,0.0727632,0.000810571,0.000103327,4.14E-60
162900,6.84E-24,5.28E-05,0.000179738,0.00160025,0.0288995,0.00535872,0.76759,2.32E-11,0.00198135,0.0729556,0.000802633,0.000101717,2.64E-60
163000,6.70E-24,5.22E-05,0.000177514,0.00159568,0.0289489,0.00537153,0.769609,2.30E-11,0.00198178,0.0732193,0.000797626,0.000100959,1.67E-60
163100,6.51E-24,5.14E-05,0.000174464,0.00158343,0.028892,0.00536772,0.77007,2.28E-11,0.00197587,0.0733416,0.000791247,0.000100206,9.98E-61
163200,6.38E-24,5.09E-05,0.000171221,0.00156812,0.0287441,0.00534391,0.76684,2.23E-11,0.00194908,0.0725966,0.000770101,9.67E-05,6.30E-61
163300,6.31E-24,5.08E-05,0.000169846,0.00156753,0.0288273,0.00536034,0.768651,2.21E-11,0.00194107,0.0724541,0.000757762,9.43E-05,3.96E-61
163400,6.26E-24,5.08E-05,0.000168814,0.00156834,0.0288854,0.00536782,0.76801,2.19E-11,0.00193456,0.0722541,0.000746618,9.20E-05,2.51E-61
163500,6.12E-24,5.04E-05,0.000165777,0.00156088,0.0289109,0.00537416,0.768124,2.15E-11,0.00192212,0.0720862,0.000730683,8.95E-05,1.62E-61
163600,6.04E-24,5.03E-05,0.000164631,0.00156377,0.0290617,0.00540199,0.771145,2.14E-11,0.00192479,0.0723513,0.00072438,8.82E-05,9.73E-62
163700,5.98E-24,5.02E-05,0.000163828,0.001565,0.0291049,0.00540522,0.7696,2.13E-11,0.00192513,0.0723455,0.000719271,8.71E-05,5.73E-62
163800,5.82E-24,4.97E-05,0.000160397,0.00155565,0.0290718,0.00539968,0.767906,2.09E-11,0.00191261,0.0721299,0.000703684,8.48E-05,3.34E-62
163900,5.74E-24,4.95E-05,0.000159221,0.00155861,0.0292072,0.00542267,0.769698,2.07E-11,0.00191685,0.0724031,0.000698452,8.37E-05,2.04E-62
164000,5.54E-24,4.86E-05,0.000154826,0.00153786,0.0290469,0.0054,0.767225,2.02E-11,0.00189433,0.0720532,0.00068025,8.12E-05,8.02E-04
164100,5.33E-24,4.77E-05,0.000149976,0.00152003,0.0289918,0.00539799,0.767703,1.96E-11,0.00187401,0.0719279,0.000658956,7.82E-05,4.90E-04
164200,5.15E-24,4.71E-05,0.00014597,0.00150723,0.028982,0.00540166,0.768373,1.92E-11,0.00186091,0.0719292,0.000642479,7.60E-05,3.11E-04
164300,5.03E-24,4.66E-05,0.000143816,0.00150173,0.0289968,0.00540423,0.76772,1.89E-11,0.00185834,0.0720614,0.000635003,7.48E-05,1.87E-04
164400,4.93E-24,4.61E-05,0.000142149,0.00149742,0.0290298,0.00541144,0.768131,1.88E-11,0.00185575,0.072191,0.000628417,7.36E-05,1.20E-04
164500,4.91E-24,4.63E-05,0.000142233,0.00150621,0.0291759,0.00542849,0.766982,1.88E-11,0.00186355,0.0723661,0.000625401,7.26E-05,8.11E-05
164600,4.83E-24,4.61E-05,0.000140824,0.00150936,0.0293216,0.00545176,0.768238,1.86E-11,0.0018682,0.0726694,0.000619413,7.16E-05,5.11E-05
164700,4.71E-24,4.56E-05,0.000138316,0.00150388,0.029356,0.00545689,0.767514,1.84E-11,0.00186563,0.0728212,0.000610317,7.03E-05,3.12E-05
164800,4.60E-24,4.51E-05,0.000136572,0.00149953,0.029378,0.00545932,0.766422,1.82E-11,0.00186699,0.0730548,0.000606006,6.96E-05,1.83E-05
164900,4.51E-24,4.48E-05,0.000135058,0.00149769,0.0294446,0.00546775,0.765142,1.81E-11,0.00186908,0.0732784,0.000601287,6.88E-05,1.11E-05
165000,4.40E-24,4.41E-05,0.000132922,0.00148555,0.0293664,0.00545846,0.76424,1.79E-11,0.00186035,0.0732478,0.000595318,6.80E-05,6.51E-06
165100,4.32E-24,4.36E-05,0.00013158,0.00148049,0.0294047,0.00546958,0.765933,1.78E-11,0.00185934,0.073449,0.000592227,6.75E-05,4.00E-06
165200,4.22E-24,4.29E-05,0.000129941,0.00147163,0.029382,0.00547183,0.767178,1.77E-11,0.00185771,0.0736854,0.000590443,6.73E-05,2.36E-06
165300,4.16E-24,4.26E-05,0.000129099,0.0014692,0.0293888,0.00547078,0.765555,1.76E-11,0.00185913,0.0738133,0.00058853,6.68E-05,1.40E-06
165400,4.13E-24,4.25E-05,0.000129396,0.00147654,0.0294962,0.00548207,0.764294,1.77E-11,0.00187214,0.0741686,0.000591153,6.68E-05,8.53E-07
165500,4.07E-24,4.21E-05,0.000128475,0.00147361,0.0295269,0.00548894,0.764832,1.76E-11,0.00187368,0.074409,0.000589163,6.64E-05,4.90E-07
165600,4.05E-24,4.22E-05,0.00012843,0.00148094,0.0296968,0.00551381,0.765583,1.76E-11,0.00188045,0.0746865,0.000585881,6.55E-05,3.00E-07
165700,3.88E-24,4.14E-05,0.000124205,0.0014649,0.0296608,0.00551585,0.766858,1.71E-11,0.00186915,0.0748424,0.000572361,6.41E-05,1.74E-07
165800,3.74E-24,4.06E-05,0.00012111,0.00145024,0.029597,0.00551112,0.766883,1.68E-11,0.00185734,0.0748462,0.000562259,6.29E-05,1.01E-07
165900,3.65E-24,4.00E-05,0.000119074,0.00143977,0.0295654,0.00551161,0.767656,1.66E-11,0.00185086,0.0749475,0.000556615,6.22E-05,5.92E-08
166000,3.58E-24,3.96E-05,0.000117356,0.0014297,0.0294877,0.00549919,0.765395,1.64E-11,0.00183741,0.0746358,0.000547702,6.09E-05,3.70E-08
166100,3.53E-24,3.93E-05,0.0001167,0.00142987,0.029584,0.00551815,0.767523,1.64E-11,0.00184185,0.0749586,0.000546695,6.06E-05,2.19E-08
166200,3.44E-24,3.86E-05,0.000114757,0.00141619,0.0294657,0.00550381,0.76684,1.62E-11,0.00183275,0.0749282,0.000542308,6.02E-05,1.26E-08
166300,3.36E-24,3.83E-05,0.00011302,0.00141217,0.0294937,0.00550876,0.766568,1.60E-11,0.00183036,0.0750221,0.000535363,5.92E-05,7.27E-09
166400,3.32E-24,3.82E-05,0.000112545,0.00141417,0.0295355,0.00550943,0.764178,1.59E-11,0.00183316,0.0750579,0.000532495,5.86E-05,4.47E-09
166500,3.21E-24,3.77E-05,0.000108962,0.00139784,0.0294515,0.00550016,0.763141,1.54E-11,0.0018054,0.07443,0.000512488,5.59E-05,3.05E-09
166600,3.10E-24,3.75E-05,0.000105757,0.00139049,0.0295442,0.00552164,0.765706,1.49E-11,0.00178683,0.0741165,0.000493533,5.34E-05,2.06E-09
166700,3.03E-24,3.72E-05,0.000103813,0.00138338,0.0295976,0.00553865,0.768796,1.47E-11,0.00177893,0.0742018,0.000485163,5.23E-05,1.27E-09
166800,2.96E-24,3.67E-05,0.000102287,0.00137472,0.0295517,0.00553395,0.768316,1.45E-11,0.00177185,0.0741851,0.000479687,5.16E-05,7.65E-10
166900,2.91E-24,3.64E-05,0.000101102,0.00136994,0.0295676,0.00553682,0.76756,1.44E-11,0.00176753,0.0742292,0.000474191,5.07E-05,4.83E-10
167000,2.86E-24,3.62E-05,9.98E-05,0.00136502,0.0295178,0.00552311,0.763422,1.42E-11,0.00175613,0.0738301,0.000464741,4.92E-05,3.32E-10
167100,2.82E-24,3.60E-05,9.87E-05,0.00136282,0.0296221,0.00554714,0.766944,1.40E-11,0.00174882,0.0738218,0.000456729,4.80E-05,2.17E-10
167200,2.75E-24,3.57E-05,9.71E-05,0.00135619,0.029649,0.00555674,0.768393,1.38E-11,0.00174152,0.0738656,0.000449446,4.70E-05,1.37E-10
167300,2.69E-24,3.53E-05,9.58E-05,0.00135125,0.0296952,0.00556986,0.770465,1.37E-11,0.00174101,0.0741554,0.000445935,4.66E-05,8.32E-11
167400,2.64E-24,3.49E-05,9.45E-05,0.00134326,0.0296116,0.00555448,0.767632,1.35E-11,0.00173465,0.074042,0.000441642,4.60E-05,4.96E-11
167500,2.62E-24,3.49E-05,9.44E-05,0.00134916,0.029749,0.00557352,0.767659,1.35E-11,0.00174032,0.0742456,0.00043956,4.55E-05,3.02E-11
167600,2.58E-24,3.46E-05,9.34E-05,0.00134445,0.0297187,0.00556478,0.76467,0.000998332,0.00173499,0.0741237,0.000434481,4.47E-05,1.83E-11
167700,2.57E-24,3.48E-05,9.32E-05,0.00135005,0.0298766,0.00558961,0.766003,0.000992225,0.00173313,0.07407,0.000428346,4.36E-05,1.14E-11
167800,2.54E-24,3.47E-05,9.22E-05,0.00134761,0.0298566,0.00557965,0.762103,0.000980512,0.00172484,0.0737235,0.000420963,4.24E-05,6.96E-12
167900,2.50E-24,3.47E-05,9.12E-05,0.00134992,0.0299914,0.00560199,0.763573,0.000967537,0.00172092,0.0736666,0.000412894,4.12E-05,4.32E-12
168000,2.46E-24,3.46E-05,9.02E-05,0.00135046,0.0301019,0.0056214,0.764996,0.000956842,0.00171848,0.0737187,0.000406694,4.03E-05,2.59E-12
168100,2.41E-24,3.43E-05,8.88E-05,0.00134314,0.030105,0.00562754,0.766416,0.000942763,0.00170908,0.0736281,0.000399888,3.94E-05,1.59E-12
168200,2.36E-24,3.40E-05,8.78E-05,0.00133928,0.0301234,0.00563339,0.767148,0.000934938,0.00170623,0.0736852,0.000396114,3.89E-05,9.39E-13
168300,2.30E-24,3.37E-05,8.60E-05,0.00133536,0.0301755,0.00564225,0.767169,0.000917402,0.00170148,0.0736928,0.000388254,3.80E-05,5.82E-13
168400,2.25E-24,3.35E-05,8.50E-05,0.00133455,0.0302142,0.00564436,0.765251,0.00090935,0.00170254,0.0737792,0.000384443,3.74E-05,3.68E-13
168500,2.22E-24,3.34E-05,8.42E-05,0.00133425,0.0302789,0.0056531,0.764718,0.000901144,0.00170081,0.0738042,0.000379707,3.67E-05,2.25E-13
168600,2.18E-24,3.31E-05,8.30E-05,0.00132925,0.0303043,0.00565983,0.765165,0.000890332,0.00169471,0.0737931,0.000374309,3.60E-05,1.43E-13
168700,2.11E-24,3.26E-05,8.09E-05,0.00131255,0.0301494,0.00563883,0.763345,0.000868621,0.00167208,0.073233,0.000364233,3.48E-05,8.68E-14
168800,2.05E-24,3.21E-05,7.90E-05,0.00129609,0.0299933,0.00561782,0.761526,0.000847735,0.00164798,0.0725991,0.000354143,3.37E-05,5.43E-14
168900,2.03E-24,3.22E-05,7.84E-05,0.00129968,0.0301348,0.00563983,0.762446,0.000837304,0.00164303,0.072443,0.000346926,3.26E-05,3.54E-14
169000,2.03E-24,3.24E-05,7.87E-05,0.00131336,0.0304448,0.00569099,0.767052,0.000841474,0.00165944,0.0730706,0.000347661,3.24E-05,2.21E-14
169100,1.98E-24,3.18E-05,7.74E-05,0.00130209,0.0303388,0.00567844,0.766558,0.000833288,0.00165451,0.0731539,0.000345616,3.23E-05,1.28E-14
169200,1.93E-24,3.15E-05,7.61E-05,0.00129826,0.0303637,0.00568174,0.765744,0.000823575,0.00165423,0.0733076,0.000342015,3.19E-05,7.56E-15
169300,1.89E-24,3.12E-05,7.56E-05,0.00129691,0.0303978,0.00568722,0.765597,0.000820343,0.00165698,0.0735293,0.000340844,3.17E-05,4.48E-15
169400,1.86E-24,3.10E-05,7.45E-05,0.00129048,0.0303628,0.00568123,0.764001,0.000808581,0.0016454,0.0732081,0.000334579,3.09E-05,2.84E-15
169500,1.83E-24,3.08E-05,7.35E-05,0.00128663,0.0304051,0.0056931,0.765895,0.00079767,0.00163883,0.0731633,0.000329173,3.03E-05,1.85E-15
169600,1.79E-24,3.06E-05,7.23E-05,0.00127995,0.0303578,0.00568466,0.763987,0.000785146,0.00162892,0.072912,0.000323066,2.96E-05,1.25E-15
169700,1.76E-24,3.04E-05,7.14E-05,0.00127582,0.0303978,0.00569593,0.765707,0.00077474,0.00162172,0.0728483,0.000317827,2.89E-05,8.10E-16
169800,1.76E-24,3.06E-05,7.14E-05,0.00128317,0.0305682,0.0057214,0.766866,0.000773212,0.0016251,0.0729265,0.000315268,2.84E-05,5.19E-16
169900,1.69E-24,3.02E-05,6.89E-05,0.0012669,0.0304341,0.00570022,0.763619,0.000744752,0.00159766,0.0721657,0.000301817,2.70E-05,3.51E-16
170000,1.66E-24,3.01E-05,6.79E-05,0.00126812,0.0305709,0.00572068,0.763787,0.000731864,0.0015929,0.0721109,0.000294716,2.61E-05,2.49E-16
170100,1.64E-24,3.03E-05,6.73E-05,0.00127417,0.0307833,0.00575251,0.764757,0.000722003,0.00159096,0.0720896,0.000288244,2.52E-05,1.66E-16
170200,1.62E-24,3.02E-05,6.65E-05,0.00127067,0.0307737,0.00574848,0.762803,0.000711217,0.00157868,0.0716269,0.000281752,2.43E-05,1.05E-16
170300,1.61E-24,3.02E-05,6.63E-05,0.00127547,0.0309527,0.00578082,0.766161,0.00071095,0.00158597,0.0720416,0.000281165,2.42E-05,6.27E-17
170400,1.59E-24,3.01E-05,6.63E-05,0.00127858,0.0310011,0.00578165,0.763604,0.000711634,0.00159187,0.0721935,0.000280947,2.40E-05,3.71E-17
170500,1.57E-24,2.98E-05,6.58E-05,0.00127611,0.0310189,0.00578551,0.763523,0.000709721,0.00159407,0.0724136,0.000280365,2.39E-05,2.14E-17
170600,1.54E-24,2.96E-05,6.52E-05,0.0012732,0.03105,0.00579387,0.764633,0.000705244,0.00159202,0.0724817,0.000278237,2.36E-05,1.28E-17
170700,1.51E-24,2.93E-05,6.41E-05,0.00126554,0.0310307,0.0057953,0.765235,0.000691997,0.00157724,0.07211,0.000271469,2.28E-05,8.20E-18
170800,1.50E-24,2.94E-05,6.38E-05,0.00126666,0.031126,0.00581212,0.766488,0.000686314,0.00157115,0.0719138,0.000267228,2.22E-05,5.14E-18
170900,1.48E-24,2.91E-05,6.33E-05,0.00126399,0.031145,0.00581526,0.766059,0.000682445,0.00156961,0.0719438,0.000265451,2.20E-05,2.99E-18
171000,1.45E-24,2.88E-05,6.27E-05,0.00126056,0.0311644,0.005819,0.765663,0.000678682,0.00156949,0.072092,0.000264129,2.18E-05,1.72E-18
171100,1.44E-24,2.88E-05,6.25E-05,0.00126265,0.0312735,0.00583729,0.766793,0.000676907,0.00157139,0.0722324,0.000262718,2.16E-05,9.97E-19
171200,1.43E-24,2.88E-05,6.21E-05,0.00126346,0.0313265,0.00584076,0.764863,0.000670618,0.00156586,0.0719641,0.000258514,2.10E-05,5.90E-19
171300,1.42E-24,2.87E-05,6.19E-05,0.00126623,0.0314421,0.00585891,0.76574,0.000668355,0.00156835,0.072115,0.000256843,2.08E-05,3.46E-19
171400,1.40E-24,2.85E-05,6.14E-05,0.00126182,0.0314242,0.00585808,0.765685,0.000664874,0.00156616,0.0721588,0.0002555,2.06E-05,1.94E-19
171500,1.37E-24,2.81E-05,6.07E-05,0.00125439,0.0313614,0.00585117,0.76534,0.000660284,0.00156194,0.0721751,0.000254019,2.05E-05,1.10E-19
171600,1.35E-24,2.79E-05,6.05E-05,0.00125463,0.0314192,0.00586059,0.765563,0.000660383,0.00156721,0.0724857,0.000254217,2.04E-05,6.21E-20
171700,1.34E-24,2.78E-05,6.04E-05,0.00125895,0.0315313,0.00587375,0.764444,0.000660735,0.00157326,0.0727154,0.000253659,2.03E-05,3.60E-20
171800,1.34E-24,2.79E-05,6.06E-05,0.00126715,0.0317132,0.00589814,0.764492,0.000663549,0.00158413,0.073098,0.0002541,2.02E-05,2.19E-20
171900,1.29E-24,2.74E-05,5.90E-05,0.00125857,0.0316736,0.00589242,0.763141,0.000651174,0.00158318,0.0733525,0.000250606,2.00E-05,1.31E-20
172000,1.24E-24,2.70E-05,5.73E-05,0.00125122,0.0316737,0.00589382,0.762613,0.000636717,0.00157945,0.0734999,0.000245617,1.95E-05,8.14E-21
172100,1.18E-24,2.66E-05,5.54E-05,0.00124018,0.0316852,0.00590246,0.763953,0.000618174,0.0015706,0.0736268,0.00023905,1.90E-05,5.14E-21
172200,1.14E-24,2.61E-05,5.36E-05,0.0012257,0.031607,0.00589833,0.764806,0.000602446,0.00155829,0.0736152,0.000233573,1.86E-05,3.23E-21
172300,1.12E-24,2.59E-05,5.31E-05,0.00122369,0.0316215,0.00589824,0.7633,0.000595936,0.00155323,0.0734514,0.00023009,1.82E-05,2.14E-21
172400,1.09E-24,2.56E-05,5.21E-05,0.00121687,0.0316247,0.00590492,0.764818,0.000588346,0.00155018,0.0736344,0.000227591,1.80E-05,1.32E-21
172500,1.06E-24,2.53E-05,5.12E-05,0.00121108,0.0316116,0.0059042,0.764339,0.000580118,0.00154702,0.073714,0.000224658,1.77E-05,7.97E-22
172600,1.04E-24,2.52E-05,5.09E-05,0.00121322,0.0317155,0.00591897,0.764312,0.00057759,0.00155047,0.0739026,0.000223298,1.75E-05,4.75E-22
172700,1.02E-24,2.49E-05,5.04E-05,0.00121012,0.0317407,0.00592623,0.765201,0.000575971,0.00155441,0.0742546,0.000223376,1.75E-05,2.69E-22
172800,1.01E-24,2.46E-05,5.00E-05,0.00120578,0.0316674,0.00590989,0.76181,0.0005732,0.00155259,0.0741925,0.000222252,1.74E-05,1.60E-22
172900,9.98E-25,2.46E-05,4.99E-05,0.00121178,0.0317901,0.00592218,0.760187,0.000573119,0.00156078,0.07442,0.000221757,1.72E-05,9.53E-23
173000,9.76E-25,2.45E-05,4.92E-05,0.00121177,0.0318969,0.00594159,0.761793,0.000568157,0.0015642,0.0747296,0.000220011,1.71E-05,5.82E-23
173100,9.37E-25,2.40E-05,4.78E-05,0.00119846,0.0317872,0.00592805,0.760528,0.00055516,0.00155197,0.0745749,0.000215483,1.67E-05,3.43E-23
173200,9.08E-25,2.37E-05,4.67E-05,0.00118954,0.0317881,0.00593388,0.761272,0.000544183,0.00154279,0.0745725,0.000211201,1.63E-05,2.04E-23
173300,8.90E-25,2.35E-05,4.61E-05,0.00118664,0.0318628,0.00595041,0.762963,0.000538738,0.00154093,0.0747411,0.000208946,1.61E-05,1.17E-23
173400,8.67E-25,2.32E-05,4.54E-05,0.00117925,0.0318049,0.00594119,0.761176,0.000532159,0.00153527,0.0747016,0.000206578,1.59E-05,6.50E-24
173500,8.56E-25,2.31E-05,4.49E-05,0.0011773,0.0318224,0.0059408,0.759261,0.000526591,0.00152937,0.0745014,0.000203517,1.55E-05,3.90E-24
173600,8.59E-25,2.34E-05,4.51E-05,0.00118955,0.032127,0.00598641,0.761373,0.000526799,0.00153684,0.0747494,0.000201886,1.52E-05,2.60E-24
173700,8.36E-25,2.32E-05,4.42E-05,0.00118568,0.0321907,0.00599939,0.76218,0.000517765,0.00153291,0.0748447,0.000198324,1.49E-05,1.55E-24
173800,8.02E-25,2.28E-05,4.29E-05,0.00117536,0.032148,0.00599787,0.762433,0.000506252,0.00152662,0.0749785,0.000194709,1.46E-05,8.77E-25
173900,7.74E-25,2.24E-05,4.19E-05,0.00116563,0.0320762,0.00598777,0.760906,0.000496606,0.00151984,0.0749798,0.000191553,1.44E-05,4.86E-25
174000,7.53E-25,2.22E-05,4.11E-05,0.0011622,0.032147,0.00600439,0.762865,0.00049051,0.00151963,0.0752658,0.000189492,1.42E-05,2.85E-25
174100,7.31E-25,2.18E-05,4.04E-05,0.00115508,0.0321192,0.00600504,0.763578,0.000484804,0.00151855,0.0755259,0.000188046,1.42E-05,1.63E-25
174200,7.07E-25,2.15E-05,3.94E-05,0.00114338,0.0319344,0.00597286,0.759253,0.000474134,0.00150445,0.0750673,0.000183812,1.38E-05,9.47E-26
174300,6.95E-25,2.14E-05,3.90E-05,0.00114573,0.0320672,0.00599407,0.760298,0.000470079,0.00150656,0.0752435,0.000181802,1.36E-05,5.63E-26
174400,6.77E-25,2.12E-05,3.83E-05,0.00114007,0.0320992,0.00600579,0.762178,0.000463826,0.00150292,0.0754212,0.000179485,1.34E-05,3.27E-26
174500,6.55E-25,2.09E-05,3.74E-05,0.00112961,0.0319961,0.00599151,0.760609,0.000453939,0.00149168,0.0752207,0.000175664,1.30E-05,1.97E-26
174600,6.39E-25,2.07E-05,3.65E-05,0.00112253,0.0319621,0.00598447,0.75833,0.000442359,0.00147579,0.0747077,0.000170053,1.25E-05,1.25E-26
174700,6.31E-25,2.07E-05,3.62E-05,0.00112393,0.032084,0.00600517,0.759623,0.000438053,0.00147372,0.074711,0.000167623,1.22E-05,8.13E-27
174800,6.22E-25,2.06E-05,3.59E-05,0.00112515,0.0322268,0.00603225,0.762253,0.000435742,0.00147729,0.0750696,0.000166605,1.21E-05,5.13E-27
174900,6.10E-25,2.04E-05,3.55E-05,0.00112276,0.0322727,0.00604341,0.763602,0.000433699,0.00148015,0.0754085,0.000166178,1.21E-05,3.08E-27
175000,5.96E-25,2.01E-05,3.50E-05,0.00111533,0.0321878,0.00603156,0.76238,0.000429039,0.00147375,0.0753187,0.000164457,1.19E-05,1.91E-27
175100,5.82E-25,1.99E-05,3.44E-05,0.00110548,0.0320181,0.00600225,0.758629,0.000421856,0.00146103,0.0748551,0.000161495,1.17E-05,1.24E-27
175200,5.70E-25,1.98E-05,3.39E-05,0.0011028,0.0320663,0.00601284,0.759548,0.00041538,0.00145475,0.0747373,0.000158497,1.14E-05,7.72E-28
175300,5.58E-25,1.97E-05,3.32E-05,0.00110032,0.0321818,0.00603671,0.761935,0.000406837,0.00144515,0.0745687,0.000154261,1.10E-05,5.23E-28
175400,5.53E-25,1.97E-05,3.30E-05,0.00110324,0.0323106,0.00605665,0.762788,0.000403954,0.00144569,0.074618,0.000152517,1.08E-05,3.23E-28
175500,5.47E-25,1.97E-05,3.28E-05,0.0011058,0.0324064,0.00606685,0.761442,0.000401088,0.00144545,0.0745617,0.000150717,1.05E-05,1.99E-28
175600,5.37E-25,1.96E-05,3.25E-05,0.00110426,0.0324803,0.00608147,0.762573,0.000398109,0.00144597,0.0747711,0.00014956,1.04E-05,1.20E-28
175700,5.31E-25,1.95E-05,3.23E-05,0.00110668,0.032593,0.00609783,0.762756,0.000396483,0.00144832,0.0749108,0.000148504,1.03E-05,7.50E-29
175800,5.20E-25,1.94E-05,3.18E-05,0.0010986,0.0325063,0.00608256,0.759866,0.000389239,0.00143434,0.0744753,0.000145026,9.96E-06,4.87E-29
175900,5.11E-25,1.93E-05,3.13E-05,0.00109548,0.0325883,0.00610087,0.761706,0.000383461,0.0014267,0.0744004,0.000142174,9.68E-06,3.07E-29
176000,5.00E-25,1.92E-05,3.08E-05,0.00109246,0.0326234,0.00610627,0.761136,0.00037741,0.00142072,0.0742824,0.000139485,9.44E-06,1.89E-29
176100,4.93E-25,1.90E-05,3.06E-05,0.0010911,0.0326407,0.00610689,0.759961,0.000374735,0.00141852,0.0742195,0.000138125,9.30E-06,1.17E-29
176200,4.92E-25,1.91E-05,3.05E-05,0.00109454,0.0327412,0.00611877,0.759215,0.000373163,0.00141739,0.0741004,0.000136622,9.10E-06,7.10E-30
176300,4.90E-25,1.92E-05,3.05E-05,0.00109868,0.0329133,0.00614804,0.761454,0.000371658,0.00141706,0.0741416,0.00013516,8.91E-06,4.35E-30
176400,4.77E-25,1.89E-05,2.99E-05,0.00109113,0.0329417,0.00616387,0.764846,0.000366656,0.00141358,0.0744425,0.00013363,8.81E-06,2.49E-30
176500,4.69E-25,1.87E-05,2.96E-05,0.00108606,0.0328782,0.00615181,0.762554,0.000363195,0.00140781,0.0742735,0.000132063,8.66E-06,1.49E-30
176600,4.64E-25,1.86E-05,2.95E-05,0.00108522,0.0329213,0.00615922,0.762707,0.000361216,0.00140526,0.0742225,0.000130917,8.53E-06,9.07E-31
176700,4.65E-25,1.87E-05,2.96E-05,0.00109369,0.0331231,0.00618726,0.763504,0.000362829,0.00141334,0.0744744,0.000130873,8.46E-06,5.61E-31
176800,4.63E-25,1.87E-05,2.95E-05,0.00109357,0.0331225,0.00618141,0.760847,0.000360994,0.00140949,0.0742393,0.000129497,8.30E-06,3.31E-31
176900,4.56E-25,1.86E-05,2.92E-05,0.00109012,0.0331419,0.00618582,0.760617,0.000357648,0.00140453,0.0741819,0.000127948,8.16E-06,1.95E-31
177000,4.48E-25,1.84E-05,2.90E-05,0.00108799,0.0332198,0.00620159,0.761798,0.000354947,0.00140368,0.0743759,0.000126841,8.06E-06,1.17E-31
177100,4.45E-25,1.84E-05,2.89E-05,0.00109166,0.0333762,0.00622791,0.763593,0.000355499,0.00141001,0.0747575,0.000126855,8.02E-06,6.66E-32
177200,4.36E-25,1.81E-05,2.86E-05,0.00108604,0.0333612,0.00622952,0.763865,0.000352953,0.00140782,0.0749164,0.000126116,7.97E-06,3.93E-32
177300,4.30E-25,1.80E-05,2.84E-05,0.00108371,0.0333721,0.00622909,0.762216,0.00035064,0.00140549,0.0749047,0.000124982,7.85E-06,2.41E-32
177400,4.26E-25,1.80E-05,2.82E-05,0.00108367,0.0334371,0.00623722,0.761413,0.000347885,0.00140192,0.0747827,0.000123328,7.67E-06,1.50E-32
