name,stra.13663,stra.13664,stra.13784,stra.13785,stra.13787,stra.13788,stra.13790,stra.13905,stra.13906,stra.13908,stra.14026,stra.14147,stra.13321
585100,1.17E-07,2.24E-08,5.17E-27,0.000834667,0.163276,0.0969325,0.603383,3.68E-15,8.67E-05,0.0943228,4.66E-20,1.34E-08,2.28E-261
585200,1.15E-07,2.22E-08,5.11E-27,0.00083032,0.163073,0.0968976,0.603675,3.64E-15,8.64E-05,0.0942155,4.61E-20,1.32E-08,1.24E-261
585300,1.12E-07,2.20E-08,5.05E-27,0.000827288,0.163125,0.0970162,0.604972,3.61E-15,8.62E-05,0.0943614,4.58E-20,1.30E-08,6.63E-262
585400,1.10E-07,2.17E-08,4.98E-27,0.000822853,0.162973,0.0970048,0.60534,3.58E-15,8.61E-05,0.0944832,4.54E-20,1.29E-08,3.52E-262
585500,1.07E-07,2.13E-08,4.86E-27,0.000812952,0.162004,0.0965178,0.602559,3.50E-15,8.50E-05,0.0937804,4.43E-20,1.26E-08,2.05E-262
585600,1.05E-07,2.13E-08,4.81E-27,0.000813174,0.16254,0.096797,0.603079,3.45E-15,8.49E-05,0.0937293,4.36E-20,1.22E-08,1.24E-262
585700,1.02E-07,2.10E-08,4.72E-27,0.000805737,0.162171,0.0967244,0.603576,3.41E-15,8.43E-05,0.0936262,4.30E-20,1.21E-08,6.97E-263
585800,9.92E-08,2.05E-08,4.64E-27,0.000797585,0.161568,0.0965206,0.60342,3.37E-15,8.40E-05,0.0937422,4.28E-20,1.20E-08,3.63E-263
585900,9.70E-08,2.03E-08,4.58E-27,0.000793951,0.161538,0.0965483,0.603397,3.36E-15,8.40E-05,0.0940279,4.27E-20,1.20E-08,1.88E-263
586000,9.43E-08,2.00E-08,4.51E-27,0.000789813,0.161481,0.0965768,0.603644,3.32E-15,8.40E-05,0.0943613,4.24E-20,1.19E-08,1.01E-263
586100,9.21E-08,1.97E-08,4.44E-27,0.000785081,0.161094,0.0963833,0.602284,3.29E-15,8.37E-05,0.0942861,4.20E-20,1.18E-08,5.40E-264
586200,9.04E-08,1.95E-08,4.39E-27,0.000781864,0.161052,0.0963851,0.601871,3.25E-15,8.35E-05,0.0942953,4.16E-20,1.16E-08,2.94E-264
586300,8.93E-08,1.94E-08,4.36E-27,0.000781975,0.161368,0.0965559,0.602205,3.25E-15,8.37E-05,0.0945927,4.15E-20,1.16E-08,1.61E-264
586400,8.77E-08,1.92E-08,4.32E-27,0.00077876,0.161143,0.0964389,0.601129,3.23E-15,8.37E-05,0.0947209,4.14E-20,1.15E-08,8.67E-265
586500,8.51E-08,1.89E-08,4.23E-27,0.000771846,0.160872,0.0963906,0.601328,3.18E-15,8.32E-05,0.0947455,4.07E-20,1.13E-08,4.81E-265
586600,8.37E-08,1.87E-08,4.19E-27,0.000769139,0.160841,0.0964001,0.601131,3.16E-15,8.31E-05,0.0948378,4.04E-20,1.12E-08,2.73E-265
586700,8.24E-08,1.85E-08,4.16E-27,0.000765549,0.160574,0.0962901,0.600573,3.14E-15,8.28E-05,0.0947639,4.02E-20,1.11E-08,1.59E-265
586800,8.18E-08,1.84E-08,4.14E-27,0.000765036,0.160577,0.0962339,0.599025,3.13E-15,8.27E-05,0.0946381,3.99E-20,1.10E-08,9.37E-266
586900,8.11E-08,1.84E-08,4.12E-27,0.000766735,0.161118,0.0964754,0.598976,3.11E-15,8.28E-05,0.0946604,3.95E-20,1.08E-08,5.31E-266
587000,8.01E-08,1.83E-08,4.10E-27,0.000765621,0.161194,0.0965222,0.598853,3.10E-15,8.28E-05,0.0947762,3.93E-20,1.07E-08,2.90E-266
587100,7.94E-08,1.82E-08,4.09E-27,0.000767186,0.161615,0.0966907,0.598368,3.10E-15,8.30E-05,0.0950063,3.92E-20,1.06E-08,1.60E-266
587200,7.77E-08,1.80E-08,4.04E-27,0.000763938,0.16153,0.0966782,0.598136,3.08E-15,8.30E-05,0.0952973,3.91E-20,1.06E-08,9.02E-267
587300,7.66E-08,1.79E-08,4.02E-27,0.000765849,0.162212,0.0970355,0.599168,3.08E-15,8.35E-05,0.0959559,3.92E-20,1.06E-08,5.00E-267
587400,7.40E-08,1.76E-08,3.93E-27,0.000759713,0.161858,0.0968459,0.59729,3.02E-15,8.33E-05,0.0960459,3.85E-20,1.04E-08,2.72E-267
587500,7.32E-08,1.75E-08,3.91E-27,0.00075989,0.16202,0.0968636,0.595981,3.01E-15,8.33E-05,0.0960409,3.83E-20,1.03E-08,1.55E-267
587600,7.20E-08,1.73E-08,3.87E-27,0.000758406,0.162373,0.0971198,0.597414,3.00E-15,8.33E-05,0.0963087,3.81E-20,1.02E-08,8.73E-268
587700,7.04E-08,1.71E-08,3.82E-27,0.000753294,0.162201,0.0971424,0.598343,2.97E-15,8.31E-05,0.0964454,3.77E-20,1.01E-08,4.90E-268
587800,6.92E-08,1.70E-08,3.78E-27,0.000751436,0.161896,0.0968641,0.594961,2.94E-15,8.28E-05,0.0961307,3.73E-20,9.90E-09,2.85E-268
587900,6.90E-08,1.71E-08,3.77E-27,0.000755957,0.162908,0.0973624,0.596161,2.93E-15,8.29E-05,0.09621,3.69E-20,9.69E-09,1.68E-268
588000,6.69E-08,1.68E-08,3.69E-27,0.000749954,0.162711,0.0973449,0.596356,2.87E-15,8.24E-05,0.0961294,3.62E-20,9.48E-09,9.39E-269
588100,6.49E-08,1.67E-08,3.60E-27,0.00074594,0.162905,0.0975621,0.598109,2.80E-15,8.19E-05,0.0960371,3.53E-20,9.21E-09,5.31E-269
588200,6.34E-08,1.65E-08,3.53E-27,0.000740827,0.162449,0.0973346,0.596628,2.76E-15,8.13E-05,0.095576,3.46E-20,8.99E-09,2.92E-269
588300,6.18E-08,1.63E-08,3.47E-27,0.00073497,0.162057,0.0972296,0.596886,2.72E-15,8.09E-05,0.0954383,3.42E-20,8.87E-09,1.61E-269
588400,6.06E-08,1.61E-08,3.43E-27,0.000732216,0.162096,0.0973169,0.597538,2.70E-15,8.07E-05,0.0954811,3.39E-20,8.76E-09,9.03E-270
588500,5.98E-08,1.60E-08,3.40E-27,0.000729785,0.161954,0.0972358,0.596513,2.68E-15,8.04E-05,0.0952887,3.36E-20,8.63E-09,5.18E-270
588600,5.93E-08,1.60E-08,3.39E-27,0.000730958,0.162522,0.0975649,0.597822,2.67E-15,8.05E-05,0.0954253,3.33E-20,8.51E-09,3.02E-270
588700,5.70E-08,1.57E-08,3.29E-27,0.000723113,0.162275,0.0976209,0.599635,2.61E-15,8.01E-05,0.0957423,3.28E-20,8.41E-09,1.70E-270
588800,5.53E-08,1.55E-08,3.23E-27,0.000719484,0.162165,0.0975447,0.598299,2.57E-15,7.99E-05,0.0957705,3.23E-20,8.26E-09,1.01E-270
588900,5.42E-08,1.53E-08,3.19E-27,0.000718048,0.162406,0.0977007,0.59871,2.55E-15,8.00E-05,0.0961517,3.21E-20,8.21E-09,5.71E-271
589000,5.27E-08,1.51E-08,3.13E-27,0.000711957,0.161815,0.0974096,0.596957,2.52E-15,7.97E-05,0.0961351,3.18E-20,8.12E-09,3.04E-271
589100,5.17E-08,1.49E-08,3.09E-27,0.000707745,0.16132,0.0971172,0.594599,2.49E-15,7.93E-05,0.0958438,3.14E-20,7.98E-09,1.69E-271
589200,5.05E-08,1.48E-08,3.02E-27,0.000701063,0.161129,0.0971592,0.595697,2.43E-15,7.82E-05,0.0952099,3.04E-20,7.65E-09,1.08E-271
589300,5.02E-08,1.48E-08,3.00E-27,0.000700509,0.161404,0.0973262,0.596091,2.40E-15,7.77E-05,0.0948054,2.99E-20,7.44E-09,6.74E-272
589400,5.01E-08,1.48E-08,3.00E-27,0.000703033,0.162296,0.0978632,0.598844,2.40E-15,7.78E-05,0.095011,2.96E-20,7.33E-09,4.13E-272
589500,4.95E-08,1.47E-08,2.98E-27,0.000699062,0.16174,0.0975421,0.596529,2.38E-15,7.73E-05,0.094479,2.92E-20,7.18E-09,2.46E-272
589600,4.93E-08,1.47E-08,2.98E-27,0.000700463,0.162101,0.0976762,0.595803,2.37E-15,7.72E-05,0.0942941,2.90E-20,7.05E-09,1.44E-272
589700,4.83E-08,1.46E-08,2.93E-27,0.000697196,0.162304,0.0978663,0.596855,2.34E-15,7.68E-05,0.0942882,2.85E-20,6.92E-09,7.99E-273
589800,4.78E-08,1.45E-08,2.92E-27,0.00069644,0.162523,0.0980085,0.597289,2.33E-15,7.68E-05,0.0943585,2.84E-20,6.84E-09,4.49E-273
589900,4.70E-08,1.43E-08,2.89E-27,0.000693178,0.16248,0.098074,0.598113,2.31E-15,7.66E-05,0.0944551,2.82E-20,6.79E-09,2.47E-273
590000,4.66E-08,1.42E-08,2.87E-27,0.000691633,0.162293,0.0979311,0.596436,2.30E-15,7.65E-05,0.094294,2.80E-20,6.70E-09,1.31E-273
590100,4.56E-08,1.41E-08,2.82E-27,0.000687316,0.162173,0.097911,0.596113,2.26E-15,7.58E-05,0.0938345,2.73E-20,6.48E-09,7.29E-274
590200,4.49E-08,1.40E-08,2.79E-27,0.000686757,0.162754,0.0982947,0.598136,2.24E-15,7.57E-05,0.0941179,2.70E-20,6.38E-09,3.99E-274
590300,4.36E-08,1.39E-08,2.73E-27,0.000681858,0.162554,0.0982567,0.598088,2.20E-15,7.53E-05,0.0939588,2.65E-20,6.22E-09,2.34E-274
590400,4.29E-08,1.38E-08,2.71E-27,0.000679644,0.162595,0.0983427,0.598842,2.18E-15,7.51E-05,0.0940219,2.62E-20,6.14E-09,1.31E-274
590500,4.23E-08,1.36E-08,2.69E-27,0.000678156,0.162633,0.0983735,0.598605,2.17E-15,7.51E-05,0.0941072,2.61E-20,6.10E-09,7.47E-275
590600,4.14E-08,1.35E-08,2.64E-27,0.000673335,0.162253,0.0981975,0.597424,2.13E-15,7.45E-05,0.0936659,2.56E-20,5.94E-09,4.33E-275
590700,4.05E-08,1.34E-08,2.60E-27,0.000673083,0.163115,0.098774,0.600645,2.11E-15,7.46E-05,0.0941552,2.53E-20,5.84E-09,2.40E-275
590800,3.99E-08,1.33E-08,2.58E-27,0.000671949,0.163053,0.098692,0.599137,2.10E-15,7.46E-05,0.0942825,2.52E-20,5.81E-09,1.33E-275
590900,3.93E-08,1.32E-08,2.56E-27,0.000669262,0.162905,0.0986373,0.598605,2.09E-15,7.45E-05,0.0942831,2.50E-20,5.75E-09,7.26E-276
591000,3.85E-08,1.30E-08,2.53E-27,0.000664616,0.162561,0.0985216,0.598333,2.07E-15,7.41E-05,0.0941602,2.48E-20,5.68E-09,4.07E-276
591100,3.83E-08,1.30E-08,2.52E-27,0.000664114,0.162916,0.0987583,0.59947,2.05E-15,7.37E-05,0.0937764,2.44E-20,5.52E-09,2.25E-276
591200,3.78E-08,1.29E-08,2.50E-27,0.000662702,0.163109,0.0989211,0.600386,2.04E-15,7.35E-05,0.0937951,2.42E-20,5.45E-09,1.19E-276
591300,3.75E-08,1.29E-08,2.49E-27,0.000662949,0.163513,0.099176,0.601537,2.03E-15,7.36E-05,0.0940494,2.41E-20,5.41E-09,6.33E-277
591400,3.71E-08,1.28E-08,2.48E-27,0.000661082,0.163377,0.0991226,0.601145,2.03E-15,7.36E-05,0.0941747,2.41E-20,5.40E-09,3.48E-277
591500,3.62E-08,1.26E-08,2.44E-27,0.000654425,0.162549,0.0987427,0.599664,2.00E-15,7.30E-05,0.0937736,2.38E-20,5.31E-09,2.10E-277
591600,3.54E-08,1.24E-08,2.40E-27,0.000649088,0.162109,0.0986082,0.599795,1.98E-15,7.25E-05,0.0935884,2.34E-20,5.23E-09,1.36E-277
591700,3.50E-08,1.24E-08,2.39E-27,0.000649428,0.162224,0.0985839,0.598137,1.96E-15,7.24E-05,0.0933505,2.32E-20,5.14E-09,8.73E-278
591800,3.43E-08,1.23E-08,2.35E-27,0.000647589,0.162629,0.0988883,0.599951,1.94E-15,7.23E-05,0.0934923,2.28E-20,5.04E-09,5.51E-278
591900,3.33E-08,1.21E-08,2.31E-27,0.000642876,0.162526,0.0989679,0.60131,1.91E-15,7.21E-05,0.093725,2.26E-20,4.99E-09,3.23E-278
592000,3.24E-08,1.19E-08,2.26E-27,0.000638651,0.162181,0.0987796,0.599618,1.88E-15,7.18E-05,0.0936843,2.23E-20,4.91E-09,1.89E-278
592100,3.18E-08,1.18E-08,2.24E-27,0.000638525,0.162572,0.0990041,0.600238,1.88E-15,7.20E-05,0.094144,2.22E-20,4.89E-09,1.06E-278
592200,3.14E-08,1.17E-08,2.24E-27,0.000639195,0.162714,0.0989887,0.598473,1.88E-15,7.24E-05,0.0945189,2.23E-20,4.89E-09,5.97E-279
592300,3.10E-08,1.16E-08,2.23E-27,0.000639637,0.163091,0.099193,0.598815,1.89E-15,7.28E-05,0.0951289,2.24E-20,4.92E-09,3.45E-279
592400,3.04E-08,1.15E-08,2.20E-27,0.000637593,0.163006,0.0991019,0.597084,1.87E-15,7.27E-05,0.0951486,2.22E-20,4.85E-09,1.99E-279
592500,3.00E-08,1.14E-08,2.19E-27,0.000636547,0.163281,0.0993005,0.597997,1.86E-15,7.27E-05,0.0953904,2.21E-20,4.81E-09,1.10E-279
592600,2.94E-08,1.13E-08,2.17E-27,0.000633165,0.162972,0.0991813,0.59754,1.85E-15,7.27E-05,0.0956095,2.21E-20,4.81E-09,6.08E-280
592700,2.91E-08,1.12E-08,2.16E-27,0.000632194,0.163016,0.0992041,0.597094,1.85E-15,7.27E-05,0.095725,2.20E-20,4.78E-09,3.83E-280
592800,2.86E-08,1.11E-08,2.14E-27,0.000630218,0.162864,0.0991253,0.596265,1.84E-15,7.28E-05,0.0958967,2.20E-20,4.76E-09,2.29E-280
592900,2.82E-08,1.10E-08,2.13E-27,0.000629613,0.162815,0.0990437,0.594826,1.83E-15,7.27E-05,0.0957283,2.18E-20,4.69E-09,1.47E-280
593000,2.78E-08,1.09E-08,2.11E-27,0.000629018,0.162932,0.0990994,0.594532,1.83E-15,7.28E-05,0.0960116,2.17E-20,4.67E-09,8.53E-281
593100,2.71E-08,1.07E-08,2.08E-27,0.000624763,0.162632,0.0990321,0.594837,1.81E-15,7.27E-05,0.0962008,2.16E-20,4.65E-09,4.80E-281
593200,2.68E-08,1.07E-08,2.06E-27,0.000622691,0.162354,0.0988392,0.592924,1.80E-15,7.22E-05,0.0956531,2.13E-20,4.54E-09,2.83E-281
593300,2.67E-08,1.07E-08,2.05E-27,0.00062289,0.163007,0.099267,0.595107,1.77E-15,7.17E-05,0.095203,2.08E-20,4.38E-09,1.70E-281
593400,2.64E-08,1.07E-08,2.03E-27,0.000620101,0.162987,0.0993284,0.595626,1.74E-15,7.10E-05,0.0945193,2.03E-20,4.22E-09,9.84E-282
593500,2.60E-08,1.06E-08,2.01E-27,0.000618115,0.163077,0.0994601,0.596748,1.73E-15,7.08E-05,0.0944859,2.01E-20,4.16E-09,5.45E-282
593600,2.55E-08,1.05E-08,1.99E-27,0.000615162,0.162716,0.099264,0.595317,1.72E-15,7.05E-05,0.094351,2.00E-20,4.11E-09,3.01E-282
593700,2.52E-08,1.04E-08,1.97E-27,0.000613433,0.162759,0.0993314,0.595616,1.70E-15,7.02E-05,0.0941646,1.97E-20,4.03E-09,1.80E-282
593800,2.48E-08,1.04E-08,1.95E-27,0.000609143,0.162484,0.099287,0.596107,1.68E-15,6.94E-05,0.0934722,1.92E-20,3.89E-09,1.16E-282
593900,2.47E-08,1.03E-08,1.93E-27,0.000606432,0.162344,0.0992723,0.596295,1.65E-15,6.86E-05,0.0925599,1.87E-20,3.73E-09,7.47E-283
594000,2.45E-08,1.04E-08,1.91E-27,0.000605646,0.162794,0.0995644,0.597455,1.62E-15,6.80E-05,0.0919914,1.82E-20,3.59E-09,4.70E-283
594100,2.42E-08,1.03E-08,1.89E-27,0.000603759,0.162937,0.0997194,0.598548,1.60E-15,6.74E-05,0.0915341,1.79E-20,3.48E-09,2.99E-283
594200,2.39E-08,1.03E-08,1.87E-27,0.000600988,0.162816,0.0997078,0.598582,1.58E-15,6.68E-05,0.0909615,1.75E-20,3.38E-09,1.83E-283
594300,2.37E-08,1.03E-08,1.86E-27,0.000601225,0.163202,0.0999033,0.598701,1.56E-15,6.66E-05,0.0906939,1.72E-20,3.28E-09,1.13E-283
594400,2.33E-08,1.02E-08,1.83E-27,0.000600033,0.163554,0.100175,0.600343,1.54E-15,6.64E-05,0.0906898,1.69E-20,3.22E-09,6.62E-284
594500,2.29E-08,1.02E-08,1.81E-27,0.000598051,0.163354,0.100028,0.598632,1.52E-15,6.61E-05,0.0903904,1.67E-20,3.15E-09,3.83E-284
594600,2.27E-08,1.02E-08,1.80E-27,0.000598799,0.164051,0.10048,0.601107,1.51E-15,6.60E-05,0.0904579,1.65E-20,3.09E-09,2.25E-284
594700,2.24E-08,1.01E-08,1.78E-27,0.000596324,0.163776,0.100328,0.599863,1.50E-15,6.56E-05,0.0900963,1.63E-20,3.03E-09,1.29E-284
594800,2.21E-08,1.01E-08,1.76E-27,0.000593754,0.163678,0.100289,0.599169,1.48E-15,6.51E-05,0.089625,1.59E-20,2.94E-09,7.15E-285
594900,2.15E-08,9.96E-09,1.72E-27,0.000590043,0.163899,0.100521,0.60062,1.45E-15,6.46E-05,0.0894203,1.56E-20,2.86E-09,3.94E-285
595000,2.10E-08,9.85E-09,1.70E-27,0.000586094,0.163724,0.100509,0.600884,1.42E-15,6.42E-05,0.0892359,1.53E-20,2.80E-09,2.13E-285
595100,2.06E-08,9.76E-09,1.67E-27,0.000583166,0.16364,0.100522,0.601043,1.41E-15,6.39E-05,0.0891073,1.51E-20,2.76E-09,1.17E-285
595200,2.02E-08,9.62E-09,1.65E-27,0.00057894,0.163324,0.100486,0.602118,1.40E-15,6.36E-05,0.0890955,1.50E-20,2.73E-09,6.42E-286
595300,1.98E-08,9.54E-09,1.63E-27,0.000575933,0.163095,0.100357,0.600687,1.38E-15,6.33E-05,0.0887889,1.48E-20,2.67E-09,3.86E-286
595400,1.93E-08,9.43E-09,1.60E-27,0.000572767,0.163091,0.100464,0.601912,1.36E-15,6.30E-05,0.0888541,1.46E-20,2.63E-09,2.17E-286
595500,1.89E-08,9.31E-09,1.58E-27,0.000570161,0.163228,0.100681,0.604065,1.35E-15,6.30E-05,0.0892423,1.45E-20,2.62E-09,1.13E-286
595600,1.82E-08,9.10E-09,1.54E-27,0.00056141,0.161878,0.100041,0.601761,1.32E-15,6.22E-05,0.0886359,1.42E-20,2.56E-09,6.22E-287
595700,1.79E-08,9.05E-09,1.52E-27,0.000560054,0.162198,0.100297,0.603289,1.31E-15,6.20E-05,0.0885876,1.40E-20,2.51E-09,3.72E-287
595800,1.77E-08,9.01E-09,1.51E-27,0.000560158,0.162699,0.100613,0.604648,1.30E-15,6.21E-05,0.0888509,1.39E-20,2.49E-09,2.11E-287
595900,1.73E-08,8.88E-09,1.50E-27,0.000557076,0.16235,0.10046,0.603915,1.29E-15,6.20E-05,0.088936,1.39E-20,2.47E-09,1.12E-287
596000,1.68E-08,8.73E-09,1.47E-27,0.000551117,0.161684,0.100179,0.602878,1.27E-15,6.15E-05,0.0886486,1.37E-20,2.43E-09,6.10E-288
596100,1.63E-08,8.58E-09,1.43E-27,0.000544287,0.160967,0.0999259,0.602606,1.25E-15,6.07E-05,0.0881521,1.34E-20,2.36E-09,3.50E-288
596200,1.60E-08,8.51E-09,1.42E-27,0.000542706,0.161255,0.100171,0.604027,1.24E-15,6.06E-05,0.0883148,1.32E-20,2.33E-09,1.96E-288
596300,1.57E-08,8.40E-09,1.40E-27,0.000540045,0.161346,0.100322,0.6052,1.23E-15,6.06E-05,0.0886077,1.32E-20,2.32E-09,1.04E-288
596400,1.54E-08,8.32E-09,1.39E-27,0.000537899,0.161212,0.100284,0.605003,1.22E-15,6.04E-05,0.0886007,1.31E-20,2.29E-09,5.60E-289
596500,1.50E-08,8.24E-09,1.37E-27,0.000537443,0.161474,0.100437,0.605325,1.21E-15,6.06E-05,0.088979,1.30E-20,2.28E-09,3.11E-289
596600,1.47E-08,8.18E-09,1.35E-27,0.000536953,0.161597,0.100468,0.604494,1.20E-15,6.06E-05,0.0890754,1.29E-20,2.25E-09,1.71E-289
596700,1.42E-08,8.09E-09,1.32E-27,0.000533819,0.161313,0.100306,0.603049,1.17E-15,6.04E-05,0.0889697,1.26E-20,2.20E-09,9.02E-290
596800,1.40E-08,8.07E-09,1.30E-27,0.00053515,0.162048,0.100709,0.604288,1.16E-15,6.06E-05,0.0893284,1.25E-20,2.17E-09,4.75E-290
596900,1.36E-08,7.98E-09,1.28E-27,0.000533837,0.162032,0.100681,0.603388,1.15E-15,6.07E-05,0.0895315,1.24E-20,2.15E-09,2.65E-290
597000,1.33E-08,7.91E-09,1.26E-27,0.000531445,0.161655,0.100423,0.601,1.14E-15,6.04E-05,0.089234,1.22E-20,2.11E-09,1.59E-290
597100,1.31E-08,7.84E-09,1.25E-27,0.000528721,0.161352,0.100275,0.600068,1.12E-15,6.00E-05,0.0888647,1.20E-20,2.06E-09,1.01E-290
597200,1.28E-08,7.78E-09,1.23E-27,0.000526409,0.161282,0.100307,0.600607,1.11E-15,5.97E-05,0.0886617,1.18E-20,2.02E-09,6.48E-291
597300,1.26E-08,7.72E-09,1.21E-27,0.000524703,0.161566,0.100551,0.602111,1.09E-15,5.94E-05,0.0886108,1.16E-20,1.97E-09,3.98E-291
597400,1.25E-08,7.71E-09,1.21E-27,0.000526279,0.162189,0.100869,0.602704,1.09E-15,5.96E-05,0.0887915,1.16E-20,1.95E-09,2.36E-291
597500,1.22E-08,7.64E-09,1.20E-27,0.000525001,0.16218,0.100832,0.601539,1.08E-15,5.95E-05,0.0888797,1.15E-20,1.92E-09,1.29E-291
597600,1.18E-08,7.55E-09,1.17E-27,0.00052149,0.162216,0.100899,0.601332,1.06E-15,5.92E-05,0.0888313,1.12E-20,1.87E-09,7.66E-292
597700,1.13E-08,7.41E-09,1.13E-27,0.000515984,0.16214,0.101069,0.60379,1.03E-15,5.88E-05,0.0889849,1.10E-20,1.83E-09,4.45E-292
597800,1.09E-08,7.26E-09,1.10E-27,0.000509296,0.161236,0.100679,0.602616,1.01E-15,5.82E-05,0.0885901,1.08E-20,1.79E-09,2.61E-292
597900,1.05E-08,7.11E-09,1.07E-27,0.000501885,0.160655,0.10055,0.60321,9.84E-16,5.75E-05,0.0882646,1.05E-20,1.74E-09,1.51E-292
598000,1.04E-08,7.11E-09,1.06E-27,0.000502241,0.161086,0.100753,0.602952,9.75E-16,5.72E-05,0.0879968,1.03E-20,1.70E-09,8.87E-293
598100,1.02E-08,7.04E-09,1.04E-27,0.00049894,0.160828,0.100653,0.602284,9.59E-16,5.68E-05,0.0876589,1.01E-20,1.65E-09,5.24E-293
598200,1.01E-08,7.05E-09,1.04E-27,0.000499795,0.161496,0.101044,0.603665,9.51E-16,5.67E-05,0.0875921,9.96E-21,1.61E-09,3.17E-293
598300,1.00E-08,7.02E-09,1.03E-27,0.000499587,0.161657,0.101108,0.603028,9.46E-16,5.66E-05,0.0874885,9.87E-21,1.59E-09,1.90E-293
598400,9.95E-09,7.01E-09,1.03E-27,0.000500589,0.162226,0.101425,0.603835,9.44E-16,5.66E-05,0.0876066,9.81E-21,1.56E-09,1.10E-293
598500,9.76E-09,6.95E-09,1.02E-27,0.00049897,0.162479,0.101629,0.604779,9.34E-16,5.65E-05,0.0877872,9.69E-21,1.54E-09,6.06E-294
598600,9.58E-09,6.87E-09,1.01E-27,0.000496849,0.162284,0.101512,0.603429,9.27E-16,5.64E-05,0.0878079,9.62E-21,1.52E-09,3.31E-294
598700,9.53E-09,6.86E-09,1.01E-27,0.000498556,0.162889,0.101801,0.603556,9.29E-16,5.67E-05,0.088129,9.62E-21,1.52E-09,1.84E-294
598800,9.36E-09,6.78E-09,9.97E-28,0.000496259,0.162784,0.101813,0.6039,9.23E-16,5.65E-05,0.0881985,9.56E-21,1.50E-09,1.01E-294
598900,9.22E-09,6.73E-09,9.88E-28,0.000494583,0.162782,0.101834,0.603638,9.16E-16,5.64E-05,0.0881504,9.47E-21,1.48E-09,5.55E-295
599000,9.15E-09,6.71E-09,9.89E-28,0.000496259,0.163381,0.102143,0.604322,9.19E-16,5.67E-05,0.0885911,9.50E-21,1.48E-09,3.01E-295
599100,9.09E-09,6.68E-09,9.88E-28,0.000497397,0.163932,0.102467,0.605647,9.21E-16,5.69E-05,0.0889479,9.51E-21,1.48E-09,1.65E-295
599200,8.90E-09,6.59E-09,9.76E-28,0.000493626,0.163396,0.102237,0.604948,9.13E-16,5.66E-05,0.0888279,9.43E-21,1.46E-09,8.74E-296
599300,8.78E-09,6.52E-09,9.70E-28,0.000491718,0.163042,0.102025,0.603417,9.10E-16,5.66E-05,0.0887758,9.40E-21,1.45E-09,4.68E-296
599400,8.67E-09,6.47E-09,9.65E-28,0.000490865,0.163128,0.102103,0.603683,9.08E-16,5.66E-05,0.0889213,9.38E-21,1.45E-09,2.72E-296
599500,8.56E-09,6.41E-09,9.60E-28,0.000489805,0.163019,0.102038,0.602979,9.06E-16,5.66E-05,0.0888999,9.35E-21,1.44E-09,1.64E-296
599600,8.43E-09,6.35E-09,9.52E-28,0.000487931,0.163048,0.102148,0.60414,9.01E-16,5.64E-05,0.0889239,9.28E-21,1.42E-09,9.49E-297
599700,8.26E-09,6.26E-09,9.39E-28,0.000483838,0.162464,0.101892,0.603176,8.90E-16,5.60E-05,0.0886798,9.16E-21,1.39E-09,5.43E-297
599800,8.27E-09,6.28E-09,9.42E-28,0.000486199,0.16305,0.102102,0.602077,8.91E-16,5.61E-05,0.0886525,9.11E-21,1.37E-09,3.15E-297
599900,8.17E-09,6.24E-09,9.38E-28,0.000485322,0.163183,0.102236,0.602992,8.89E-16,5.61E-05,0.0887884,9.08E-21,1.36E-09,1.74E-297
600000,8.09E-09,6.20E-09,9.33E-28,0.000484381,0.163167,0.102209,0.602032,8.84E-16,5.60E-05,0.0886266,8.99E-21,1.34E-09,9.96E-298
600100,7.98E-09,6.15E-09,9.27E-28,0.000483231,0.163325,0.102375,0.603195,8.81E-16,5.59E-05,0.088818,8.96E-21,1.33E-09,5.48E-298
600200,7.82E-09,6.06E-09,9.18E-28,0.000480709,0.16329,0.102497,0.604976,8.78E-16,5.59E-05,0.0891066,8.95E-21,1.33E-09,3.01E-298
600300,7.68E-09,5.98E-09,9.07E-28,0.000476783,0.162543,0.102121,0.603313,8.69E-16,5.55E-05,0.0886608,8.84E-21,1.31E-09,1.66E-298
600400,7.49E-09,5.90E-09,8.90E-28,0.0004724,0.162164,0.10205,0.604059,8.53E-16,5.50E-05,0.0883699,8.66E-21,1.28E-09,9.63E-299
600500,7.34E-09,5.83E-09,8.76E-28,0.000468647,0.161876,0.102017,0.604833,8.40E-16,5.45E-05,0.0880577,8.51E-21,1.25E-09,5.57E-299
600600,7.02E-09,5.69E-09,8.44E-28,0.000459639,0.16052,0.101389,0.602412,8.12E-16,5.35E-05,0.0872818,8.22E-21,1.20E-09,3.31E-299
600700,6.74E-09,5.57E-09,8.17E-28,0.000453086,0.160321,0.101566,0.605524,7.89E-16,5.29E-05,0.0872925,8.00E-21,1.17E-09,1.96E-299
600800,6.58E-09,5.49E-09,8.01E-28,0.000447782,0.159438,0.101132,0.603576,7.73E-16,5.23E-05,0.086628,7.81E-21,1.13E-09,1.17E-299
600900,6.49E-09,5.50E-09,7.92E-28,0.000448878,0.160282,0.101586,0.604578,7.63E-16,5.22E-05,0.0866759,7.66E-21,1.10E-09,7.40E-300
601000,6.35E-09,5.44E-09,7.79E-28,0.000446706,0.160437,0.101802,0.6065,7.53E-16,5.20E-05,0.0867843,7.55E-21,1.08E-09,4.38E-300
601100,6.17E-09,5.34E-09,7.64E-28,0.000441768,0.159713,0.101508,0.605848,7.41E-16,5.17E-05,0.0866632,7.45E-21,1.07E-09,2.46E-300
