name,stra.13200,stra.13663,stra.13664,stra.13784,stra.13785,stra.13786,stra.13905,stra.13906,stra.14026,stra.14027,stra.14147,stra.14393,stra.14399,stra.14511,stra.14512,stra.14642
367700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.32E-263,1.03754e-321,0.115689,0.0471286,5.66E-06,0.000313036,0.63866
367800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.19E-263,1.03754e-321,0.115718,0.0472432,5.56E-06,0.000308448,0.63851
367900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.07E-263,1.03754e-321,0.115746,0.0473575,5.47E-06,0.00030392,0.638362
368000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,9.60E-264,1.03754e-321,0.115772,0.0474716,5.37E-06,0.000299452,0.638215
368100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.62E-264,1.03754e-321,0.115798,0.0475854,5.28E-06,0.000295042,0.63807
368200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,7.74E-264,1.03754e-321,0.115822,0.0476989,5.19E-06,0.000290691,0.637927
368300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.95E-264,1.03754e-321,0.115845,0.0478122,5.10E-06,0.000286398,0.637785
368400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.25E-264,1.03754e-321,0.115867,0.0479252,5.01E-06,0.000282161,0.637645
368500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.61E-264,1.03754e-321,0.115888,0.048038,4.93E-06,0.000277981,0.637506
368600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.04E-264,1.03754e-321,0.115908,0.0481505,4.84E-06,0.000273857,0.637369
368700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.53E-264,1.03754e-321,0.115926,0.0482627,4.76E-06,0.000269788,0.637233
368800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.07E-264,1.03754e-321,0.115944,0.0483747,4.68E-06,0.000265774,0.637099
368900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.66E-264,1.03754e-321,0.11596,0.0484864,4.60E-06,0.000261814,0.636966
369000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.29E-264,1.03754e-321,0.115976,0.0485979,4.52E-06,0.000257907,0.636835
369100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.95E-264,1.03754e-321,0.11599,0.0487091,4.44E-06,0.000254053,0.636705
369200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.65E-264,1.03754e-321,0.116003,0.0488201,4.36E-06,0.000250252,0.636577
369300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.39E-264,1.03754e-321,0.116015,0.0489308,4.29E-06,0.000246502,0.63645
369400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.14E-264,1.03754e-321,0.116026,0.0490413,4.21E-06,0.000242803,0.636325
369500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.93E-264,1.03754e-321,0.116037,0.0491515,4.14E-06,0.000239155,0.636201
369600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.73E-264,1.03754e-321,0.116046,0.0492615,4.07E-06,0.000235557,0.636078
369700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.56E-264,1.03754e-321,0.116054,0.0493712,3.99E-06,0.000232008,0.635957
369800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.40E-264,1.03754e-321,0.116061,0.0494807,3.93E-06,0.000228507,0.635838
369900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.26E-264,1.03754e-321,0.116067,0.0495899,3.86E-06,0.000225055,0.635719
370000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.13E-264,1.03754e-321,0.116071,0.0496989,3.79E-06,0.000221651,0.635603
370100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.02E-264,1.03754e-321,0.116075,0.0498076,3.72E-06,0.000218294,0.635487
370200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,9.15E-265,1.03754e-321,0.116078,0.0499161,3.66E-06,0.000214983,0.635373
370300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.23E-265,1.03754e-321,0.11608,0.0500243,3.59E-06,0.000211718,0.635261
370400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,7.40E-265,1.03754e-321,0.116081,0.0501323,3.53E-06,0.000208499,0.63515
370500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.65E-265,1.03754e-321,0.116081,0.05024,3.47E-06,0.000205324,0.63504
370600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.98E-265,1.03754e-321,0.11608,0.0503475,3.41E-06,0.000202194,0.634932
370700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.38E-265,1.03754e-321,0.116078,0.0504547,3.35E-06,0.000199108,0.634825
370800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.84E-265,1.03754e-321,0.116075,0.0505617,3.29E-06,0.000196065,0.63472
370900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.35E-265,1.03754e-321,0.116071,0.0506684,3.23E-06,0.000193065,0.634616
371000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.92E-265,1.03754e-321,0.116066,0.0507749,3.17E-06,0.000190107,0.634513
371100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.52E-265,1.03754e-321,0.11606,0.0508811,3.12E-06,0.00018719,0.634412
371200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.17E-265,1.03754e-321,0.116054,0.0509871,3.06E-06,0.000184315,0.634312
371300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.85E-265,1.03754e-321,0.116046,0.0510929,3.01E-06,0.000181481,0.634214
371400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.56E-265,1.03754e-321,0.116037,0.0511984,2.95E-06,0.000178687,0.634117
371500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.31E-265,1.03754e-321,0.116028,0.0513037,2.90E-06,0.000175933,0.634021
371600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.08E-265,1.03754e-321,0.116017,0.0514087,2.85E-06,0.000173218,0.633927
371700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.87E-265,1.03754e-321,0.116006,0.0515135,2.80E-06,0.000170542,0.633834
371800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.68E-265,1.03754e-321,0.115994,0.0516181,2.75E-06,0.000167904,0.633742
371900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.51E-265,1.03754e-321,0.115981,0.0517224,2.70E-06,0.000165304,0.633652
372000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.36E-265,1.03754e-321,0.115967,0.0518265,2.65E-06,0.000162742,0.633563
372100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.22E-265,1.03754e-321,0.115952,0.0519304,2.60E-06,0.000160216,0.633475
372200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.10E-265,1.03754e-321,0.115936,0.052034,2.56E-06,0.000157727,0.633388
372300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,9.92E-266,1.03754e-321,0.11592,0.0521375,2.51E-06,0.000155274,0.633303
372400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.93E-266,1.03754e-321,0.115902,0.0522407,2.47E-06,0.000152857,0.633219
372500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.03E-266,1.03754e-321,0.115884,0.0523437,2.42E-06,0.000150474,0.633136
372600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,7.23E-266,1.03754e-321,0.115865,0.0524465,2.38E-06,0.000148127,0.633054
372700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.51E-266,1.03754e-321,0.115845,0.052549,2.34E-06,0.000145813,0.632974
372800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.86E-266,1.03754e-321,0.115825,0.0526514,2.29E-06,0.000143534,0.632895
372900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.27E-266,1.03754e-321,0.115803,0.0527535,2.25E-06,0.000141288,0.632816
373000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.75E-266,1.03754e-321,0.115781,0.0528555,2.21E-06,0.000139075,0.632739
373100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.27E-266,1.03754e-321,0.115758,0.0529572,2.17E-06,0.000136894,0.632663
373200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.85E-266,1.03754e-321,0.115735,0.0530587,2.13E-06,0.000134746,0.632589
373300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.46E-266,1.03754e-321,0.11571,0.0531601,2.09E-06,0.000132629,0.632515
373400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.12E-266,1.03754e-321,0.115685,0.0532612,2.06E-06,0.000130544,0.632442
373500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.81E-266,1.03754e-321,0.11566,0.0533622,2.02E-06,0.00012849,0.632371
373600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.53E-266,1.03754e-321,0.115633,0.053463,1.98E-06,0.000126466,0.6323
373700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.28E-266,1.03754e-321,0.115606,0.0535636,1.95E-06,0.000124472,0.63223
373800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.05E-266,1.03754e-321,0.115578,0.053664,1.91E-06,0.000122508,0.632162
373900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.85E-266,1.03754e-321,0.115549,0.0537642,1.88E-06,0.000120573,0.632094
374000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.66E-266,1.03754e-321,0.11552,0.0538642,1.84E-06,0.000118668,0.632028
374100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.50E-266,1.03754e-321,0.11549,0.0539641,1.81E-06,0.00011679,0.631962
374200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.35E-266,1.03754e-321,0.115459,0.0540638,1.78E-06,0.000114941,0.631897
374300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.21E-266,1.03754e-321,0.115428,0.0541633,1.74E-06,0.00011312,0.631834
374400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.09E-266,1.03754e-321,0.115396,0.0542626,1.71E-06,0.000111326,0.631771
374500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,9.84E-267,1.03754e-321,0.115364,0.0543618,1.68E-06,0.000109559,0.631709
374600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.86E-267,1.03754e-321,0.115331,0.0544608,1.65E-06,0.000107819,0.631648
374700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,7.98E-267,1.03754e-321,0.115297,0.0545596,1.62E-06,0.000106105,0.631588
374800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,7.19E-267,1.03754e-321,0.115262,0.0546583,1.59E-06,0.000104417,0.631529
374900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.47E-267,1.03754e-321,0.115227,0.0547568,1.56E-06,0.000102754,0.63147
375000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.83E-267,1.03754e-321,0.115192,0.0548551,1.53E-06,0.000101117,0.631413
375100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.25E-267,1.03754e-321,0.115155,0.0549533,1.50E-06,9.95E-05,0.631357
375200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.73E-267,1.03754e-321,0.115118,0.0550513,1.48E-06,9.79E-05,0.631301
375300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.26E-267,1.03754e-321,0.115081,0.0551492,1.45E-06,9.64E-05,0.631246
375400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.84E-267,1.03754e-321,0.115043,0.0552469,1.42E-06,9.48E-05,0.631192
375500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.46E-267,1.03754e-321,0.115004,0.0553444,1.40E-06,9.33E-05,0.631139
375600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.11E-267,1.03754e-321,0.114965,0.0554418,1.37E-06,9.18E-05,0.631087
375700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.81E-267,1.03754e-321,0.114925,0.055539,1.35E-06,9.03E-05,0.631036
375800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.53E-267,1.03754e-321,0.114885,0.0556361,1.32E-06,8.89E-05,0.630985
375900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.28E-267,1.03754e-321,0.114844,0.055733,1.30E-06,8.75E-05,0.630936
376000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.05E-267,1.03754e-321,0.114803,0.0558298,1.27E-06,8.61E-05,0.630887
376100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.85E-267,1.03754e-321,0.114761,0.0559264,1.25E-06,8.47E-05,0.630839
376200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.66E-267,1.03754e-321,0.114718,0.0560228,1.23E-06,8.33E-05,0.630792
376300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.50E-267,1.03754e-321,0.114675,0.0561191,1.20E-06,8.20E-05,0.630745
376400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.35E-267,1.03754e-321,0.114631,0.0562153,1.18E-06,8.07E-05,0.6307
376500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.22E-267,1.03754e-321,0.114587,0.0563113,1.16E-06,7.94E-05,0.630655
376600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.10E-267,1.03754e-321,0.114542,0.0564071,1.14E-06,7.81E-05,0.630612
376700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,9.88E-268,1.03754e-321,0.114497,0.0565029,1.12E-06,7.68E-05,0.630568
376800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.90E-268,1.03754e-321,0.114451,0.0565984,1.10E-06,7.56E-05,0.630526
376900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.02E-268,1.03754e-321,0.114405,0.0566938,1.08E-06,7.44E-05,0.630485
377000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,7.23E-268,1.03754e-321,0.114358,0.0567891,1.06E-06,7.32E-05,0.630444
377100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.51E-268,1.03754e-321,0.114311,0.0568843,1.04E-06,7.20E-05,0.630404
377200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.87E-268,1.03754e-321,0.114263,0.0569793,1.02E-06,7.08E-05,0.630365
377300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.29E-268,1.03754e-321,0.114215,0.0570741,9.99E-07,6.97E-05,0.630327
377400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.77E-268,1.03754e-321,0.114167,0.0571689,9.80E-07,6.85E-05,0.630289
377500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.29E-268,1.03754e-321,0.114117,0.0572635,9.62E-07,6.74E-05,0.630253
377600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.87E-268,1.03754e-321,0.114068,0.0573579,9.44E-07,6.63E-05,0.630217
377700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.49E-268,1.03754e-321,0.114018,0.0574523,9.27E-07,6.52E-05,0.630181
377800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.14E-268,1.03754e-321,0.113967,0.0575465,9.10E-07,6.42E-05,0.630147
377900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.83E-268,1.03754e-321,0.113916,0.0576406,8.93E-07,6.31E-05,0.630113
378000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.55E-268,1.03754e-321,0.113865,0.0577345,8.76E-07,6.21E-05,0.630079
378100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.30E-268,1.03754e-321,0.113813,0.0578284,8.60E-07,6.11E-05,0.630047
378200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.07E-268,1.03754e-321,0.11376,0.0579221,8.44E-07,6.01E-05,0.630015
378300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.87E-268,1.03754e-321,0.113708,0.0580157,8.28E-07,5.91E-05,0.629984
378400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.68E-268,1.03754e-321,0.113655,0.0581092,8.13E-07,5.82E-05,0.629953
378500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.52E-268,1.03754e-321,0.113601,0.0582026,7.97E-07,5.72E-05,0.629923
378600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.37E-268,1.03754e-321,0.113547,0.0582959,7.83E-07,5.63E-05,0.629894
378700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.23E-268,1.03754e-321,0.113493,0.058389,7.68E-07,5.54E-05,0.629865
378800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.11E-268,1.03754e-321,0.113438,0.0584821,7.54E-07,5.45E-05,0.629837
378900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.00E-268,1.03754e-321,0.113383,0.0585751,7.40E-07,5.36E-05,0.62981
379000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,9.03E-269,1.03754e-321,0.113327,0.0586679,7.26E-07,5.27E-05,0.629783
379100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.14E-269,1.03754e-321,0.113272,0.0587607,7.12E-07,5.18E-05,0.629756
