name,stra.13663,stra.13664,stra.13784,stra.13785,stra.13905,stra.13906,stra.14026,stra.14147,stra.14512,stra.14518,stra.14641,stra.14642
159,0.0375423,9.19E-04,0.0343319,3.90E-04,0.0264816,9.90E-05,0.0163,0.00706898,3.01E-28,2.06E-40,1.38E-48,0.0060442
160,0.0464377,0.00125124,0.0434601,5.38E-04,0.0342163,1.38E-04,0.0214664,0.00948291,4.25E-28,2.87E-40,1.91E-48,0.00693289
161,0.0557755,0.00165331,0.0534142,7.20E-04,0.0429092,1.87E-04,0.0274248,0.0123327,5.86E-28,3.92E-40,2.61E-48,0.00775865
162,0.0648,0.00210714,0.0634609,9.29E-04,0.0519778,2.43E-04,0.0338133,0.0154625,7.80E-28,5.20E-40,3.45E-48,0.00845193
163,0.0729525,0.00258992,0.0729871,0.00115425,0.0608837,3.05E-04,0.0402661,0.0187007,1.00E-27,6.66E-40,4.41E-48,0.00898525
164,0.0800001,0.00308267,0.0816639,0.00138705,0.0692927,3.69E-04,0.0465304,0.0219176,1.24E-27,8.25E-40,5.46E-48,0.00937054
165,0.0859604,0.00357328,0.0894128,0.00162149,0.0770738,4.34E-04,0.0524825,0.0250401,1.49E-27,9.91E-40,6.56E-48,0.0096385
166,0.0909678,0.00405536,0.0962925,0.00185415,0.0842215,4.99E-04,0.0580864,0.0280375,1.74E-27,1.16E-39,7.69E-48,0.00982112
167,0.0951817,0.00452604,0.10241,0.00208331,0.0907849,5.64E-04,0.0633497,0.0309022,2.00E-27,1.33E-39,8.83E-48,0.00994416
168,0.0987463,0.00498439,0.107874,0.00230821,0.0968283,6.27E-04,0.0682973,0.0336377,2.26E-27,1.51E-39,9.98E-48,0.0100261
169,0.10178,0.00543036,0.112783,0.00252859,0.102414,6.90E-04,0.072958,0.0362516,2.52E-27,1.68E-39,1.11E-47,0.0100797
170,0.104377,0.00586439,0.117218,0.00274444,0.107597,7.52E-04,0.0773598,0.0387526,2.78E-27,1.85E-39,1.23E-47,0.0101135
171,0.106612,0.00628709,0.121245,0.00295591,0.112426,8.12E-04,0.081528,0.0411494,3.03E-27,2.03E-39,1.34E-47,0.0101333
172,0.108542,0.00669915,0.124918,0.00316321,0.116939,8.72E-04,0.0854848,0.0434501,3.29E-27,2.20E-39,1.46E-47,0.0101431
173,0.110214,0.00710125,0.128281,0.00336655,0.121171,9.31E-04,0.0892494,0.0456622,3.54E-27,2.37E-39,1.57E-47,0.0101458
174,0.111664,0.00749404,0.131371,0.00356616,0.12515,9.89E-04,0.0928384,0.0477921,3.79E-27,2.54E-39,1.68E-47,0.0101431
175,0.112923,0.00787811,0.134219,0.00376227,0.1289,0.00104588,0.0962664,0.0498456,4.04E-27,2.71E-39,1.80E-47,0.0101365
176,0.114016,0.00825401,0.136849,0.00395507,0.132442,0.00110214,0.0995458,0.0518278,4.29E-27,2.88E-39,1.91E-47,0.0101269
177,0.114961,0.00862225,0.139283,0.00414476,0.135792,0.00115766,0.102688,0.0537433,4.54E-27,3.05E-39,2.02E-47,0.0101151
178,0.115777,0.00898328,0.14154,0.0043315,0.138967,0.00121246,0.105701,0.0555962,4.79E-27,3.21E-39,2.13E-47,0.0101015
179,0.116477,0.00933752,0.143636,0.00451547,0.14198,0.00126659,0.108595,0.0573902,5.03E-27,3.38E-39,2.24E-47,0.0100866
180,0.117074,0.00968535,0.145583,0.00469681,0.144843,0.00132009,0.111378,0.0591284,5.28E-27,3.55E-39,2.35E-47,0.0100707
181,0.117578,0.0100271,0.147395,0.00487567,0.147566,0.00137298,0.114055,0.060814,5.52E-27,3.71E-39,2.46E-47,0.0100539
182,0.117998,0.0103632,0.149082,0.00505216,0.150158,0.00142529,0.116634,0.0624496,5.76E-27,3.88E-39,2.57E-47,0.0100365
183,0.118342,0.0106938,0.150652,0.00522642,0.152629,0.00147706,0.119119,0.0640379,6.00E-27,4.04E-39,2.68E-47,0.0100185
184,0.118617,0.0110192,0.152116,0.00539856,0.154986,0.00152831,0.121517,0.065581,6.24E-27,4.21E-39,2.79E-47,0.0100001
185,0.11883,0.0113398,0.15348,0.00556868,0.157235,0.00157907,0.123831,0.0670812,6.48E-27,4.37E-39,2.90E-47,0.00998146
186,0.118985,0.0116558,0.154751,0.0057369,0.159383,0.00162936,0.126066,0.0685406,6.72E-27,4.53E-39,3.01E-47,0.00996252
187,0.119088,0.0119673,0.155936,0.0059033,0.161436,0.00167922,0.128226,0.0699609,6.96E-27,4.69E-39,3.12E-47,0.00994338
188,0.119142,0.0122747,0.15704,0.00606799,0.163399,0.00172865,0.130315,0.0713439,7.19E-27,4.86E-39,3.23E-47,0.00992411
189,0.119153,0.0125781,0.158068,0.00623104,0.165278,0.00177769,0.132337,0.0726913,7.43E-27,5.02E-39,3.33E-47,0.00990473
190,0.119123,0.0128778,0.159025,0.00639255,0.167076,0.00182636,0.134294,0.0740045,7.66E-27,5.18E-39,3.44E-47,0.00988529
191,0.119056,0.0131739,0.159915,0.00655259,0.168798,0.00187467,0.136189,0.0752851,7.90E-27,5.34E-39,3.55E-47,0.00986582
192,0.118954,0.0134666,0.160743,0.00671124,0.170448,0.00192264,0.138026,0.0765345,8.13E-27,5.50E-39,3.66E-47,0.00984634
193,0.118821,0.013756,0.161512,0.00686858,0.172029,0.0019703,0.139807,0.0777538,8.37E-27,5.66E-39,3.76E-47,0.00982688
194,0.118658,0.0140424,0.162226,0.00702467,0.173545,0.00201766,0.141535,0.0789444,8.60E-27,5.83E-39,3.87E-47,0.00980746
195,0.118469,0.0143259,0.162887,0.00717958,0.175,0.00206474,0.143211,0.0801073,8.83E-27,5.99E-39,3.98E-47,0.00978809
196,0.118254,0.0146067,0.163498,0.00733338,0.176395,0.00211155,0.144838,0.0812437,9.07E-27,6.15E-39,4.08E-47,0.0097688
197,0.118016,0.0148848,0.164063,0.00748614,0.177734,0.00215812,0.146419,0.0823546,9.30E-27,6.31E-39,4.19E-47,0.00974959
198,0.117757,0.0151604,0.164584,0.0076379,0.17902,0.00220446,0.147954,0.083441,9.53E-27,6.47E-39,4.30E-47,0.00973049
199,0.117478,0.0154337,0.165063,0.00778872,0.180255,0.00225057,0.149447,0.0845038,9.77E-27,6.63E-39,4.41E-47,0.00971149
200,0.11718,0.0157047,0.165502,0.00793867,0.18144,0.00229649,0.150898,0.0855439,1.00E-26,6.79E-39,4.51E-47,0.00969261
201,0.116866,0.0159737,0.165904,0.00808779,0.182579,0.00234222,0.15231,0.0865621,1.02E-26,6.95E-39,4.62E-47,0.00967386
202,0.116536,0.0162406,0.16627,0.00823614,0.183673,0.00238777,0.153683,0.0875593,1.05E-26,7.11E-39,4.73E-47,0.00965524
203,0.116191,0.0165056,0.166602,0.00838376,0.184725,0.00243317,0.15502,0.0885361,1.07E-26,7.27E-39,4.84E-47,0.00963677
204,0.115832,0.0167689,0.166903,0.0085307,0.185736,0.00247841,0.156321,0.0894934,1.09E-26,7.44E-39,4.94E-47,0.00961845
205,0.115461,0.0170304,0.167172,0.00867701,0.186707,0.00252352,0.157589,0.0904317,1.12E-26,7.60E-39,5.05E-47,0.00960028
206,0.115079,0.0172904,0.167413,0.00882273,0.187641,0.0025685,0.158824,0.0913518,1.14E-26,7.76E-39,5.16E-47,0.00958227
207,0.114686,0.0175488,0.167626,0.0089679,0.188539,0.00261336,0.160027,0.0922543,1.16E-26,7.92E-39,5.27E-47,0.00956442
208,0.114282,0.0178059,0.167812,0.00911257,0.189402,0.00265813,0.1612,0.0931398,1.19E-26,8.08E-39,5.38E-47,0.00954674
209,0.11387,0.0180616,0.167974,0.00925677,0.190232,0.0027028,0.162344,0.0940089,1.21E-26,8.25E-39,5.48E-47,0.00952923
210,0.113449,0.018316,0.168111,0.00940053,0.19103,0.0027474,0.16346,0.094862,1.23E-26,8.41E-39,5.59E-47,0.00951189
211,0.11302,0.0185693,0.168226,0.00954391,0.191797,0.00279192,0.164548,0.0956998,1.26E-26,8.57E-39,5.70E-47,0.00949473
212,0.112584,0.0188215,0.168319,0.00968692,0.192534,0.00283637,0.16561,0.0965227,1.28E-26,8.74E-39,5.81E-47,0.00947774
213,0.112141,0.0190726,0.168392,0.00982961,0.193244,0.00288078,0.166647,0.0973312,1.30E-26,8.90E-39,5.92E-47,0.00946092
214,0.111692,0.0193228,0.168444,0.009972,0.193925,0.00292514,0.167659,0.0981258,1.33E-26,9.07E-39,6.03E-47,0.00944429
215,0.111237,0.019572,0.168478,0.0101141,0.194581,0.00296947,0.168648,0.0989069,1.35E-26,9.23E-39,6.14E-47,0.00942783
216,0.110777,0.0198205,0.168493,0.010256,0.195211,0.00301377,0.169614,0.0996749,1.37E-26,9.40E-39,6.25E-47,0.00941155
217,0.110312,0.0200682,0.168491,0.0103977,0.195817,0.00305806,0.170557,0.10043,1.40E-26,9.56E-39,6.36E-47,0.00939546
218,0.109843,0.0203151,0.168473,0.0105393,0.196399,0.00310233,0.171479,0.101173,1.42E-26,9.73E-39,6.47E-47,0.00937954
219,0.10937,0.0205615,0.168439,0.0106807,0.196958,0.0031466,0.17238,0.101904,1.44E-26,9.90E-39,6.58E-47,0.0093638
220,0.108894,0.0208072,0.16839,0.0108219,0.197495,0.00319088,0.173261,0.102624,1.47E-26,1.01E-38,6.70E-47,0.00934824
221,0.108414,0.0210523,0.168326,0.0109631,0.198011,0.00323517,0.174122,0.103332,1.49E-26,1.02E-38,6.81E-47,0.00933285
222,0.107931,0.021297,0.168248,0.0111042,0.198506,0.00327948,0.174965,0.10403,1.52E-26,1.04E-38,6.92E-47,0.00931765
223,0.107446,0.0215412,0.168157,0.0112453,0.198982,0.00332381,0.175789,0.104716,1.54E-26,1.06E-38,7.03E-47,0.00930262
224,0.106958,0.021785,0.168054,0.0113863,0.199438,0.00336818,0.176595,0.105393,1.57E-26,1.07E-38,7.15E-47,0.00928777
225,0.106468,0.0220285,0.167938,0.0115274,0.199876,0.00341259,0.177384,0.106059,1.59E-26,1.09E-38,7.26E-47,0.00927309
226,0.105976,0.0222717,0.16781,0.0116684,0.200296,0.00345704,0.178156,0.106716,1.61E-26,1.11E-38,7.38E-47,0.00925858
227,0.105483,0.0225145,0.167671,0.0118095,0.200699,0.00350155,0.178912,0.107363,1.64E-26,1.13E-38,7.49E-47,0.00924424
228,0.104988,0.0227572,0.167522,0.0119507,0.201084,0.00354611,0.179652,0.108001,1.66E-26,1.14E-38,7.61E-47,0.00923008
229,0.104492,0.0229997,0.167362,0.012092,0.201454,0.00359074,0.180377,0.108631,1.69E-26,1.16E-38,7.72E-47,0.00921608
230,0.103995,0.023242,0.167192,0.0122333,0.201808,0.00363544,0.181087,0.109251,1.71E-26,1.18E-38,7.84E-47,0.00920225
231,0.103498,0.0234842,0.167013,0.0123748,0.202146,0.00368021,0.181782,0.109863,1.74E-26,1.20E-38,7.96E-47,0.00918858
232,0.102999,0.0237263,0.166824,0.0125164,0.20247,0.00372506,0.182463,0.110467,1.76E-26,1.21E-38,8.08E-47,0.00917508
233,0.1025,0.0239684,0.166627,0.0126582,0.202779,0.00377,0.18313,0.111062,1.79E-26,1.23E-38,8.19E-47,0.00916173
234,0.102001,0.0242104,0.166422,0.0128002,0.203074,0.00381502,0.183784,0.11165,1.81E-26,1.25E-38,8.31E-47,0.00914855
235,0.101502,0.0244525,0.166208,0.0129423,0.203356,0.00386014,0.184424,0.11223,1.84E-26,1.27E-38,8.43E-47,0.00913552
236,0.101003,0.0246946,0.165987,0.0130847,0.203625,0.00390536,0.185052,0.112802,1.86E-26,1.29E-38,8.55E-47,0.00912265
237,0.100503,0.0249369,0.165758,0.0132273,0.203881,0.00395068,0.185668,0.113368,1.89E-26,1.30E-38,8.67E-47,0.00910993
238,0.100004,0.0251792,0.165522,0.0133701,0.204124,0.00399611,0.186271,0.113926,1.91E-26,1.32E-38,8.79E-47,0.00909736
239,0.0995056,0.0254216,0.165279,0.0135132,0.204356,0.00404166,0.186863,0.114477,1.94E-26,1.34E-38,8.92E-47,0.00908494
240,0.0990073,0.0256643,0.16503,0.0136565,0.204576,0.00408732,0.187443,0.115022,1.97E-26,1.36E-38,9.04E-47,0.00907266
241,0.0985096,0.0259071,0.164774,0.0138001,0.204784,0.0041331,0.188012,0.115559,1.99E-26,1.38E-38,9.16E-47,0.00906053
242,0.0980126,0.0261501,0.164512,0.013944,0.204982,0.00417901,0.18857,0.116091,2.02E-26,1.40E-38,9.29E-47,0.00904854
243,0.0975163,0.0263933,0.164244,0.0140882,0.205168,0.00422505,0.189117,0.116616,2.04E-26,1.41E-38,9.41E-47,0.00903669
244,0.0970208,0.0266369,0.163971,0.0142328,0.205345,0.00427121,0.189654,0.117134,2.07E-26,1.43E-38,9.54E-47,0.00902497
245,0.0965262,0.0268807,0.163692,0.0143776,0.205511,0.00431752,0.19018,0.117647,2.10E-26,1.45E-38,9.66E-47,0.00901339
246,0.0960325,0.0271248,0.163408,0.0145228,0.205667,0.00436396,0.190697,0.118154,2.12E-26,1.47E-38,9.79E-47,0.00900195
247,0.09554,0.0273692,0.163119,0.0146684,0.205813,0.00441055,0.191204,0.118655,2.15E-26,1.49E-38,9.91E-47,0.00899063
248,0.0950485,0.027614,0.162825,0.0148143,0.20595,0.00445729,0.191701,0.11915,2.18E-26,1.51E-38,1.00E-46,0.00897944
249,0.0945583,0.0278591,0.162526,0.0149606,0.206078,0.00450417,0.192189,0.11964,2.20E-26,1.53E-38,1.02E-46,0.00896838
250,0.0940692,0.0281047,0.162223,0.0151073,0.206197,0.00455121,0.192668,0.120124,2.23E-26,1.55E-38,1.03E-46,0.00895744
251,0.0935815,0.0283506,0.161916,0.0152544,0.206308,0.00459841,0.193138,0.120603,2.26E-26,1.57E-38,1.04E-46,0.00894662
252,0.0930951,0.0285969,0.161604,0.0154019,0.20641,0.00464576,0.1936,0.121076,2.29E-26,1.59E-38,1.06E-46,0.00893592
253,0.0926102,0.0288437,0.161289,0.0155498,0.206503,0.00469328,0.194052,0.121545,2.31E-26,1.61E-38,1.07E-46,0.00892534
254,0.0921266,0.029091,0.16097,0.0156981,0.206589,0.00474096,0.194497,0.122008,2.34E-26,1.63E-38,1.08E-46,0.00891486
255,0.0916446,0.0293387,0.160647,0.0158468,0.206666,0.00478881,0.194933,0.122467,2.37E-26,1.65E-38,1.10E-46,0.00890451
256,0.0911641,0.0295869,0.16032,0.015996,0.206736,0.00483683,0.195361,0.122921,2.40E-26,1.67E-38,1.11E-46,0.00889426
257,0.0906852,0.0298356,0.15999,0.0161457,0.206799,0.00488503,0.195781,0.12337,2.42E-26,1.69E-38,1.12E-46,0.00888411
258,0.0902079,0.0300848,0.159657,0.0162958,0.206854,0.0049334,0.196193,0.123814,2.45E-26,1.71E-38,1.14E-46,0.00887408
259,0.0897322,0.0303346,0.159321,0.0164464,0.206902,0.00498195,0.196598,0.124254,2.48E-26,1.73E-38,1.15E-46,0.00886414
260,0.0892582,0.0305849,0.158982,0.0165974,0.206943,0.00503068,0.196996,0.124689,2.51E-26,1.75E-38,1.16E-46,0.00885431
261,0.088786,0.0308357,0.15864,0.016749,0.206977,0.0050796,0.197386,0.12512,2.54E-26,1.77E-38,1.18E-46,0.00884457
262,0.0883154,0.0310871,0.158295,0.016901,0.207004,0.0051287,0.197769,0.125546,2.57E-26,1.79E-38,1.19E-46,0.00883493
263,0.0878466,0.0313391,0.157947,0.0170535,0.207025,0.005178,0.198145,0.125968,2.60E-26,1.81E-38,1.21E-46,0.00882538
264,0.0873796,0.0315917,0.157597,0.0172065,0.20704,0.00522748,0.198514,0.126386,2.63E-26,1.83E-38,1.22E-46,0.00881593
265,0.0869144,0.0318449,0.157244,0.0173601,0.207048,0.00527715,0.198876,0.1268,2.65E-26,1.85E-38,1.23E-46,0.00880656
266,0.0864511,0.0320987,0.156889,0.0175141,0.20705,0.00532702,0.199232,0.12721,2.68E-26,1.88E-38,1.25E-46,0.00879729
267,0.0859896,0.0323531,0.156532,0.0176687,0.207047,0.00537709,0.199581,0.127616,2.71E-26,1.90E-38,1.26E-46,0.00878809
268,0.0855299,0.0326081,0.156172,0.0178238,0.207037,0.00542736,0.199924,0.128017,2.74E-26,1.92E-38,1.28E-46,0.00877898
269,0.0850722,0.0328638,0.155811,0.0179795,0.207022,0.00547783,0.20026,0.128415,2.77E-26,1.94E-38,1.29E-46,0.00876996
270,0.0846163,0.0331202,0.155447,0.0181356,0.207001,0.0055285,0.20059,0.128809,2.80E-26,1.96E-38,1.31E-46,0.00876101
271,0.0841623,0.0333772,0.155081,0.0182924,0.206975,0.00557938,0.200914,0.1292,2.83E-26,1.98E-38,1.32E-46,0.00875214
272,0.0837103,0.0336349,0.154714,0.0184497,0.206943,0.00563047,0.201232,0.129586,2.87E-26,2.01E-38,1.33E-46,0.00874334
273,0.0832602,0.0338933,0.154345,0.0186075,0.206906,0.00568176,0.201544,0.129969,2.90E-26,2.03E-38,1.35E-46,0.00873461
274,0.0828121,0.0341523,0.153974,0.0187659,0.206864,0.00573327,0.201851,0.130349,2.93E-26,2.05E-38,1.36E-46,0.00872596
275,0.0823659,0.0344121,0.153601,0.0189249,0.206817,0.00578499,0.202151,0.130724,2.96E-26,2.07E-38,1.38E-46,0.00871738
276,0.0819217,0.0346725,0.153227,0.0190845,0.206765,0.00583692,0.202446,0.131097,2.99E-26,2.10E-38,1.39E-46,0.00870886
277,0.0814795,0.0349337,0.152851,0.0192446,0.206708,0.00588907,0.202736,0.131466,3.02E-26,2.12E-38,1.41E-46,0.00870041
278,0.0810392,0.0351955,0.152474,0.0194053,0.206646,0.00594144,0.20302,0.131831,3.05E-26,2.14E-38,1.43E-46,0.00869202
279,0.080601,0.0354581,0.152096,0.0195666,0.20658,0.00599402,0.203298,0.132193,3.08E-26,2.17E-38,1.44E-46,0.0086837
280,0.0801647,0.0357214,0.151716,0.0197285,0.206509,0.00604683,0.203572,0.132552,3.12E-26,2.19E-38,1.46E-46,0.00867543
281,0.0797305,0.0359855,0.151335,0.019891,0.206434,0.00609986,0.20384,0.132907,3.15E-26,2.21E-38,1.47E-46,0.00866722
282,0.0792982,0.0362503,0.150953,0.0200541,0.206354,0.00615311,0.204103,0.13326,3.18E-26,2.24E-38,1.49E-46,0.00865907
283,0.078868,0.0365158,0.15057,0.0202178,0.20627,0.00620659,0.204361,0.133609,3.21E-26,2.26E-38,1.50E-46,0.00865097
284,0.0784397,0.0367821,0.150185,0.0203821,0.206182,0.0062603,0.204613,0.133955,3.25E-26,2.28E-38,1.52E-46,0.00864293
285,0.0780135,0.0370492,0.1498,0.0205471,0.206089,0.00631423,0.204861,0.134297,3.28E-26,2.31E-38,1.54E-46,0.00863493
286,0.0775893,0.037317,0.149414,0.0207126,0.205993,0.00636839,0.205104,0.134637,3.31E-26,2.33E-38,1.55E-46,0.00862699
287,0.0771671,0.0375856,0.149026,0.0208788,0.205892,0.00642278,0.205343,0.134974,3.35E-26,2.36E-38,1.57E-46,0.00861909
288,0.0767469,0.0378549,0.148638,0.0210455,0.205788,0.00647741,0.205576,0.135307,3.38E-26,2.38E-38,1.58E-46,0.00861124
289,0.0763288,0.038125,0.148249,0.0212129,0.20568,0.00653227,0.205805,0.135638,3.41E-26,2.41E-38,1.60E-46,0.00860343
290,0.0759127,0.0383959,0.147859,0.021381,0.205568,0.00658736,0.206029,0.135966,3.45E-26,2.43E-38,1.62E-46,0.00859567
291,0.0754985,0.0386676,0.147469,0.0215496,0.205452,0.00664269,0.206249,0.136291,3.48E-26,2.46E-38,1.63E-46,0.00858795
292,0.0750864,0.0389401,0.147077,0.021719,0.205333,0.00669825,0.206464,0.136612,3.51E-26,2.48E-38,1.65E-46,0.00858026
293,0.0746763,0.0392133,0.146685,0.0218889,0.20521,0.00675406,0.206675,0.136932,3.55E-26,2.51E-38,1.67E-46,0.00857262
294,0.0742683,0.0394874,0.146293,0.0220595,0.205083,0.0068101,0.206881,0.137248,3.58E-26,2.53E-38,1.68E-46,0.00856501
295,0.0738622,0.0397622,0.1459,0.0222307,0.204953,0.00686638,0.207083,0.137561,3.62E-26,2.56E-38,1.70E-46,0.00855744
296,0.0734581,0.0400379,0.145506,0.0224026,0.20482,0.00692291,0.207281,0.137872,3.65E-26,2.58E-38,1.72E-46,0.0085499
297,0.0730561,0.0403143,0.145112,0.0225751,0.204683,0.00697967,0.207475,0.13818,3.69E-26,2.61E-38,1.74E-46,0.00854239
298,0.072656,0.0405915,0.144717,0.0227483,0.204543,0.00703668,0.207664,0.138485,3.72E-26,2.64E-38,1.75E-46,0.00853491
299,0.0722579,0.0408696,0.144322,0.0229221,0.2044,0.00709393,0.207849,0.138788,3.76E-26,2.66E-38,1.77E-46,0.00852746
300,0.0718619,0.0411484,0.143926,0.0230966,0.204254,0.00715143,0.208031,0.139088,3.80E-26,2.69E-38,1.79E-46,0.00852004
301,0.0714678,0.0414281,0.14353,0.0232717,0.204105,0.00720918,0.208208,0.139385,3.83E-26,2.72E-38,1.81E-46,0.00851265
302,0.0710757,0.0417085,0.143134,0.0234475,0.203952,0.00726717,0.208381,0.13968,3.87E-26,2.74E-38,1.82E-46,0.00850528
303,0.0706856,0.0419898,0.142737,0.023624,0.203797,0.00732541,0.20855,0.139972,3.91E-26,2.77E-38,1.84E-46,0.00849794
304,0.0702974,0.0422719,0.14234,0.0238011,0.203638,0.00738389,0.208716,0.140261,3.94E-26,2.80E-38,1.86E-46,0.00849062
305,0.0699113,0.0425548,0.141943,0.0239789,0.203477,0.00744263,0.208877,0.140548,3.98E-26,2.82E-38,1.88E-46,0.00848332
306,0.0695271,0.0428385,0.141545,0.0241574,0.203312,0.00750162,0.209035,0.140833,4.02E-26,2.85E-38,1.89E-46,0.00847604
307,0.0691448,0.043123,0.141148,0.0243365,0.203145,0.00756086,0.209189,0.141115,4.05E-26,2.88E-38,1.91E-46,0.00846878
308,0.0687645,0.0434084,0.14075,0.0245163,0.202976,0.00762035,0.209339,0.141394,4.09E-26,2.91E-38,1.93E-46,0.00846153
309,0.0683862,0.0436945,0.140352,0.0246968,0.202803,0.00768009,0.209486,0.141671,4.13E-26,2.94E-38,1.95E-46,0.0084543
310,0.0680098,0.0439815,0.139954,0.024878,0.202628,0.00774009,0.209629,0.141946,4.17E-26,2.96E-38,1.97E-46,0.00844709
311,0.0676353,0.0442693,0.139556,0.0250598,0.20245,0.00780034,0.209768,0.142218,4.20E-26,2.99E-38,1.99E-46,0.00843989
312,0.0672628,0.0445579,0.139157,0.0252423,0.202269,0.00786084,0.209904,0.142488,4.24E-26,3.02E-38,2.01E-46,0.00843271
313,0.0668922,0.0448474,0.138759,0.0254255,0.202086,0.0079216,0.210036,0.142756,4.28E-26,3.05E-38,2.03E-46,0.00842554
314,0.0665235,0.0451376,0.138361,0.0256094,0.201901,0.00798262,0.210165,0.143021,4.32E-26,3.08E-38,2.04E-46,0.00841837
315,0.0661567,0.0454287,0.137962,0.0257939,0.201713,0.00804389,0.210291,0.143284,4.36E-26,3.11E-38,2.06E-46,0.00841122
316,0.0657919,0.0457206,0.137564,0.0259791,0.201522,0.00810542,0.210412,0.143544,4.40E-26,3.14E-38,2.08E-46,0.00840408
317,0.0654289,0.0460133,0.137166,0.026165,0.201329,0.00816721,0.210531,0.143802,4.44E-26,3.17E-38,2.10E-46,0.00839694
318,0.0650678,0.0463068,0.136767,0.0263516,0.201134,0.00822926,0.210646,0.144058,4.48E-26,3.20E-38,2.12E-46,0.00838981
319,0.0647086,0.0466011,0.136369,0.0265389,0.200936,0.00829157,0.210758,0.144312,4.52E-26,3.23E-38,2.14E-46,0.00838268
320,0.0643513,0.0468963,0.135971,0.0267268,0.200737,0.00835413,0.210867,0.144563,4.56E-26,3.25E-38,2.16E-46,0.00837556
321,0.0639958,0.0471922,0.135573,0.0269155,0.200534,0.00841696,0.210972,0.144812,4.60E-26,3.29E-38,2.18E-46,0.00836844
322,0.0636422,0.047489,0.135175,0.0271048,0.20033,0.00848004,0.211074,0.145059,4.64E-26,3.32E-38,2.20E-46,0.00836133
323,0.0632905,0.0477866,0.134777,0.0272948,0.200124,0.00854339,0.211173,0.145304,4.68E-26,3.35E-38,2.22E-46,0.00835422
324,0.0629406,0.048085,0.13438,0.0274855,0.199915,0.008607,0.211269,0.145546,4.72E-26,3.38E-38,2.24E-46,0.0083471
325,0.0625925,0.0483842,0.133982,0.0276769,0.199704,0.00867087,0.211361,0.145786,4.76E-26,3.41E-38,2.26E-46,0.00833999
326,0.0622463,0.0486842,0.133585,0.027869,0.199491,0.008735,0.211451,0.146025,4.80E-26,3.44E-38,2.28E-46,0.00833288
327,0.0619019,0.048985,0.133188,0.0280618,0.199276,0.00879939,0.211537,0.146261,4.85E-26,3.47E-38,2.30E-46,0.00832576
328,0.0615593,0.0492866,0.132792,0.0282552,0.199059,0.00886405,0.211621,0.146494,4.89E-26,3.50E-38,2.32E-46,0.00831864
329,0.0612186,0.0495891,0.132395,0.0284494,0.19884,0.00892897,0.211701,0.146726,4.93E-26,3.53E-38,2.35E-46,0.00831152
330,0.0608796,0.0498923,0.131999,0.0286442,0.198619,0.00899416,0.211778,0.146956,4.97E-26,3.56E-38,2.37E-46,0.0083044
331,0.0605424,0.0501963,0.131603,0.0288397,0.198397,0.00905961,0.211853,0.147183,5.02E-26,3.60E-38,2.39E-46,0.00829726
332,0.0602071,0.0505011,0.131207,0.0290359,0.198172,0.00912532,0.211924,0.147409,5.06E-26,3.63E-38,2.41E-46,0.00829013
333,0.0598735,0.0508067,0.130812,0.0292328,0.197945,0.0091913,0.211993,0.147632,5.10E-26,3.66E-38,2.43E-46,0.00828298
334,0.0595416,0.0511131,0.130417,0.0294304,0.197717,0.00925754,0.212058,0.147854,5.14E-26,3.69E-38,2.45E-46,0.00827583
335,0.0592116,0.0514203,0.130022,0.0296287,0.197487,0.00932405,0.212121,0.148073,5.19E-26,3.73E-38,2.47E-46,0.00826867
336,0.0588833,0.0517283,0.129628,0.0298277,0.197254,0.00939083,0.212181,0.14829,5.23E-26,3.76E-38,2.50E-46,0.0082615
337,0.0585567,0.0520371,0.129234,0.0300273,0.197021,0.00945787,0.212238,0.148506,5.28E-26,3.79E-38,2.52E-46,0.00825432
338,0.0582319,0.0523466,0.12884,0.0302277,0.196785,0.00952518,0.212293,0.148719,5.32E-26,3.83E-38,2.54E-46,0.00824713
339,0.0579088,0.0526569,0.128447,0.0304287,0.196548,0.00959275,0.212344,0.14893,5.37E-26,3.86E-38,2.56E-46,0.00823993
340,0.0575875,0.052968,0.128054,0.0306304,0.196309,0.00966059,0.212393,0.149139,5.41E-26,3.89E-38,2.58E-46,0.00823272
341,0.0572678,0.0532799,0.127662,0.0308329,0.196068,0.0097287,0.212439,0.149347,5.45E-26,3.93E-38,2.61E-46,0.00822549
342,0.0569499,0.0535926,0.12727,0.031036,0.195826,0.00979707,0.212483,0.149552,5.50E-26,3.96E-38,2.63E-46,0.00821826
343,0.0566336,0.053906,0.126878,0.0312397,0.195582,0.00986571,0.212524,0.149756,5.55E-26,4.00E-38,2.65E-46,0.008211
344,0.0563191,0.0542202,0.126487,0.0314442,0.195337,0.00993462,0.212562,0.149957,5.59E-26,4.03E-38,2.67E-46,0.00820374
345,0.0560063,0.0545351,0.126096,0.0316494,0.19509,0.0100038,0.212597,0.150157,5.64E-26,4.06E-38,2.70E-46,0.00819646
346,0.0556951,0.0548508,0.125706,0.0318552,0.194841,0.0100732,0.21263,0.150354,5.68E-26,4.10E-38,2.72E-46,0.00818916
347,0.0553856,0.0551672,0.125316,0.0320618,0.194591,0.0101429,0.212661,0.15055,5.73E-26,4.13E-38,2.74E-46,0.00818185
348,0.0550778,0.0554844,0.124927,0.032269,0.194339,0.0102129,0.212689,0.150744,5.78E-26,4.17E-38,2.77E-46,0.00817452
