name,stra.13663,stra.13664,stra.13784,stra.13785,stra.13791,stra.13905,stra.13906,stra.14026,stra.14147,stra.14519,stra.14642
218200,7.90505e-323,2.56914e-322,6.53E-191,6.09E-65,3.21E-64,2.91499e-322,3.54E-246,3.85371e-322,3.01E-73,0.147571,0.830488
218300,7.90505e-323,2.56914e-322,1.56E-191,3.32E-65,1.96E-64,2.91499e-322,2.45E-246,3.85371e-322,2.18E-73,0.147732,0.830071
218400,7.90505e-323,2.56914e-322,3.71E-192,1.81E-65,1.20E-64,2.91499e-322,1.70E-246,3.85371e-322,1.57E-73,0.146843,0.83183
218500,7.90505e-323,2.56914e-322,8.83E-193,9.86E-66,7.32E-65,2.91499e-322,1.18E-246,3.85371e-322,1.13E-73,0.14647,0.832601
218600,7.90505e-323,2.56914e-322,2.09E-193,5.35E-66,4.45E-65,2.91499e-322,8.15E-247,3.85371e-322,8.13E-74,0.145276,0.832384
218700,7.90505e-323,2.56914e-322,4.97E-194,2.91E-66,2.71E-65,2.91499e-322,5.65E-247,3.85371e-322,5.86E-74,0.144687,0.833909
218800,7.90505e-323,2.56914e-322,1.18E-194,1.58E-66,1.65E-65,2.91499e-322,3.90E-247,3.85371e-322,4.22E-74,0.144142,0.834391
218900,7.90505e-323,2.56914e-322,2.78E-195,8.56E-67,9.99E-66,2.91499e-322,2.69E-247,3.85371e-322,3.03E-74,0.142931,0.834988
219000,7.90505e-323,2.56914e-322,6.56E-196,4.64E-67,6.07E-66,2.91499e-322,1.86E-247,3.85371e-322,2.18E-74,0.142858,0.836089
219100,7.90505e-323,2.56914e-322,1.54E-196,2.51E-67,3.68E-66,2.91499e-322,1.28E-247,3.85371e-322,1.57E-74,0.141901,0.837826
219200,7.90505e-323,2.56914e-322,3.61E-197,1.35E-67,2.22E-66,2.91499e-322,8.83E-248,3.85371e-322,1.12E-74,0.141128,0.837348
219300,7.90505e-323,2.56914e-322,8.46E-198,7.30E-68,1.34E-66,2.91499e-322,6.08E-248,3.85371e-322,8.04E-75,0.140477,0.838839
219400,7.90505e-323,2.56914e-322,1.98E-198,3.93E-68,8.11E-67,2.91499e-322,4.17E-248,3.85371e-322,5.74E-75,0.139075,0.841568
219500,7.90505e-323,2.56914e-322,4.59E-199,2.11E-68,4.88E-67,2.91499e-322,2.86E-248,3.85371e-322,4.10E-75,0.13897,0.838487
219600,7.90505e-323,2.56914e-322,1.07E-199,1.14E-68,2.94E-67,2.91499e-322,1.97E-248,3.85371e-322,2.94E-75,0.138088,0.841437
219700,7.90505e-323,2.56914e-322,2.49E-200,6.11E-69,1.78E-67,2.91499e-322,1.35E-248,3.85371e-322,2.10E-75,0.138641,0.840336
219800,7.90505e-323,2.56914e-322,5.81E-201,3.29E-69,1.07E-67,2.91499e-322,9.27E-249,3.85371e-322,1.51E-75,0.13875,0.840914
219900,7.90505e-323,2.56914e-322,1.35E-201,1.76E-69,6.46E-68,2.91499e-322,6.35E-249,3.85371e-322,1.07E-75,0.13847,0.840648
220000,7.90505e-323,2.56914e-322,3.14E-202,9.47E-70,3.89E-68,2.91499e-322,4.36E-249,3.85371e-322,7.68E-76,0.138194,0.840608
220100,7.90505e-323,2.56914e-322,7.30E-203,5.09E-70,2.35E-68,2.91499e-322,2.99E-249,3.85371e-322,5.50E-76,0.138101,0.841133
220200,7.90505e-323,2.56914e-322,1.69E-203,2.73E-70,1.41E-68,2.91499e-322,2.05E-249,3.85371e-322,3.92E-76,0.1379,0.842118
220300,7.90505e-323,2.56914e-322,3.93E-204,1.46E-70,8.50E-69,2.91499e-322,1.40E-249,3.85371e-322,2.80E-76,0.138294,0.839723
220400,7.90505e-323,2.56914e-322,9.17E-205,7.88E-71,5.14E-69,2.91499e-322,9.65E-250,3.85371e-322,0.000902162,0.13932,0.838634
220500,7.90505e-323,2.56914e-322,2.14E-205,4.24E-71,3.10E-69,2.91499e-322,6.62E-250,3.85371e-322,0.000645195,0.139778,0.838266
220600,7.90505e-323,2.56914e-322,4.99E-206,2.28E-71,1.88E-69,2.91499e-322,4.55E-250,3.85371e-322,0.000462357,0.14071,0.838398
220700,7.90505e-323,2.56914e-322,1.17E-206,1.23E-71,1.14E-69,2.91499e-322,3.13E-250,3.85371e-322,0.000331659,0.14168,0.838444
220800,7.90505e-323,2.56914e-322,2.73E-207,6.63E-72,6.86E-70,2.91499e-322,2.15E-250,3.85371e-322,0.000237598,0.142498,0.836667
220900,7.90505e-323,2.56914e-322,6.41E-208,3.58E-72,4.15E-70,2.91499e-322,1.48E-250,3.85371e-322,0.000170173,0.142631,0.837219
221000,7.90505e-323,2.56914e-322,1.51E-208,1.94E-72,2.52E-70,2.91499e-322,1.02E-250,3.85371e-322,0.000122431,0.144428,0.835975
221100,7.90505e-323,2.56914e-322,3.55E-209,1.05E-72,1.53E-70,2.91499e-322,7.05E-251,3.85371e-322,8.80E-05,0.145783,0.834964
221200,7.90505e-323,2.56914e-322,8.39E-210,5.68E-73,9.31E-71,2.91499e-322,4.88E-251,3.85371e-322,6.35E-05,0.147733,0.832534
221300,7.90505e-323,2.56914e-322,1.99E-210,3.08E-73,5.67E-71,2.91499e-322,3.37E-251,3.85371e-322,4.57E-05,0.148814,0.831064
221400,7.90505e-323,2.56914e-322,4.73E-211,1.68E-73,3.46E-71,2.91499e-322,2.33E-251,3.85371e-322,3.29E-05,0.150691,0.829389
221500,7.90505e-323,2.56914e-322,1.13E-211,9.13E-74,2.11E-71,2.91499e-322,1.62E-251,3.85371e-322,2.37E-05,0.150708,0.828311
221600,7.90505e-323,2.56914e-322,2.70E-212,4.98E-74,1.28E-71,2.91499e-322,1.12E-251,3.85371e-322,1.71E-05,0.151288,0.828026
221700,7.90505e-323,2.56914e-322,6.47E-213,2.72E-74,7.86E-72,2.91499e-322,7.78E-252,3.85371e-322,1.24E-05,0.152347,0.827663
221800,7.90505e-323,2.56914e-322,1.55E-213,1.49E-74,4.81E-72,2.91499e-322,5.41E-252,3.85371e-322,8.95E-06,0.154032,0.825889
221900,7.90505e-323,2.56914e-322,3.75E-214,8.15E-75,2.95E-72,2.91499e-322,3.76E-252,3.85371e-322,6.49E-06,0.155992,0.823745
222000,7.90505e-323,2.56914e-322,9.08E-215,4.47E-75,1.82E-72,2.91499e-322,2.62E-252,3.85371e-322,4.69E-06,0.15708,0.82199
222100,7.90505e-323,2.56914e-322,2.20E-215,2.46E-75,1.11E-72,2.91499e-322,1.82E-252,3.85371e-322,3.39E-06,0.156642,0.820166
222200,7.90505e-323,2.56914e-322,5.36E-216,1.35E-75,6.87E-73,2.91499e-322,1.27E-252,3.85371e-322,2.46E-06,0.158218,0.819304
222300,7.90505e-323,2.56914e-322,1.31E-216,7.47E-76,4.25E-73,2.91499e-322,8.92E-253,3.85371e-322,1.79E-06,0.159163,0.818451
222400,7.90505e-323,2.56914e-322,3.22E-217,4.13E-76,2.63E-73,2.91499e-322,6.24E-253,3.85371e-322,1.30E-06,0.159537,0.817917
222500,7.90505e-323,2.56914e-322,7.86E-218,2.28E-76,1.62E-73,2.91499e-322,4.36E-253,3.85371e-322,9.39E-07,0.158479,0.818627
222600,7.90505e-323,2.56914e-322,1.92E-218,1.26E-76,9.99E-74,2.91499e-322,3.05E-253,3.85371e-322,6.81E-07,0.158652,0.819481
222700,7.90505e-323,2.56914e-322,4.70E-219,6.96E-77,6.15E-74,2.91499e-322,2.13E-253,3.85371e-322,4.94E-07,0.156685,0.820735
222800,7.90505e-323,2.56914e-322,1.14E-219,3.83E-77,3.78E-74,2.91499e-322,1.49E-253,3.85371e-322,3.59E-07,0.156166,0.822437
222900,7.90505e-323,2.56914e-322,2.78E-220,2.11E-77,2.33E-74,2.91499e-322,1.04E-253,3.85371e-322,2.60E-07,0.155776,0.823141
223000,7.90505e-323,2.56914e-322,6.74E-221,1.16E-77,1.43E-74,2.91499e-322,7.24E-254,3.85371e-322,1.88E-07,0.155841,0.821501
223100,7.90505e-323,2.56914e-322,1.63E-221,6.38E-78,8.80E-75,2.91499e-322,5.06E-254,3.85371e-322,1.36E-07,0.154797,0.823887
223200,7.90505e-323,2.56914e-322,3.95E-222,3.50E-78,5.40E-75,2.91499e-322,3.52E-254,3.85371e-322,9.86E-08,0.15385,0.824276
223300,7.90505e-323,2.56914e-322,9.55E-223,1.92E-78,3.30E-75,2.91499e-322,2.45E-254,3.85371e-322,7.14E-08,0.152625,0.824532
223400,7.90505e-323,2.56914e-322,2.30E-223,1.05E-78,2.03E-75,2.91499e-322,1.71E-254,3.85371e-322,5.16E-08,0.152216,0.826066
223500,7.90505e-323,2.56914e-322,5.53E-224,5.76E-79,1.24E-75,2.91499e-322,1.19E-254,3.85371e-322,3.72E-08,0.151183,0.826752
223600,7.90505e-323,2.56914e-322,1.33E-224,3.15E-79,7.57E-76,2.91499e-322,8.24E-255,3.85371e-322,2.69E-08,0.150337,0.827562
223700,7.90505e-323,2.56914e-322,3.18E-225,1.72E-79,4.62E-76,2.91499e-322,5.72E-255,3.85371e-322,1.94E-08,0.148136,0.830101
223800,7.90505e-323,2.56914e-322,7.59E-226,9.39E-80,2.82E-76,2.91499e-322,3.97E-255,3.85371e-322,1.40E-08,0.148066,0.830782
223900,7.90505e-323,2.56914e-322,1.81E-226,5.11E-80,1.72E-76,2.91499e-322,2.75E-255,3.85371e-322,1.01E-08,0.148328,0.829273
224000,7.90505e-323,2.56914e-322,4.33E-227,2.79E-80,1.05E-76,2.91499e-322,1.91E-255,3.85371e-322,7.32E-09,0.148903,0.828193
224100,7.90505e-323,2.56914e-322,1.04E-227,1.52E-80,6.43E-77,2.91499e-322,1.33E-255,3.85371e-322,5.28E-09,0.147471,0.829281
224200,7.90505e-323,2.56914e-322,2.48E-228,8.31E-81,3.92E-77,2.91499e-322,9.20E-256,3.85371e-322,3.81E-09,0.14652,0.831521
224300,7.90505e-323,2.56914e-322,5.89E-229,4.53E-81,2.40E-77,2.91499e-322,6.38E-256,3.85371e-322,2.75E-09,0.146653,0.830524
224400,7.90505e-323,2.56914e-322,1.40E-229,2.47E-81,1.46E-77,2.91499e-322,4.43E-256,3.85371e-322,1.98E-09,0.144995,0.833748
224500,7.90505e-323,2.56914e-322,3.32E-230,1.34E-81,8.89E-78,2.91499e-322,3.07E-256,3.85371e-322,1.43E-09,0.144673,0.834598
224600,7.90505e-323,2.56914e-322,7.84E-231,7.26E-82,5.39E-78,2.91499e-322,2.11E-256,3.85371e-322,1.03E-09,0.143625,0.834146
224700,7.90505e-323,2.56914e-322,1.85E-231,3.94E-82,3.28E-78,2.91499e-322,1.46E-256,3.85371e-322,7.39E-10,0.143852,0.834417
224800,7.90505e-323,2.56914e-322,4.38E-232,2.14E-82,1.99E-78,2.91499e-322,1.01E-256,3.85371e-322,5.33E-10,0.144734,0.833921
224900,7.90505e-323,2.56914e-322,1.04E-232,1.16E-82,1.22E-78,2.91499e-322,7.01E-257,3.85371e-322,3.85E-10,0.145895,0.832615
225000,7.90505e-323,2.56914e-322,2.46E-233,6.30E-83,7.38E-79,2.91499e-322,4.84E-257,3.85371e-322,2.76E-10,0.144743,0.833812
225100,7.90505e-323,2.56914e-322,5.83E-234,3.42E-83,4.49E-79,2.91499e-322,3.35E-257,3.85371e-322,1.99E-10,0.145435,0.833548
225200,7.90505e-323,2.56914e-322,1.38E-234,1.86E-83,2.73E-79,2.91499e-322,2.31E-257,3.85371e-322,1.43E-10,0.144976,0.833324
225300,7.90505e-323,2.56914e-322,3.27E-235,1.01E-83,1.66E-79,2.91499e-322,1.60E-257,3.85371e-322,1.03E-10,0.144796,0.832785
225400,7.90505e-323,2.56914e-322,7.74E-236,5.47E-84,1.01E-79,2.91499e-322,1.11E-257,3.85371e-322,7.43E-11,0.145042,0.833551
225500,7.90505e-323,2.56914e-322,1.83E-236,2.96E-84,6.12E-80,2.91499e-322,7.62E-258,3.85371e-322,5.32E-11,0.143535,0.834505
225600,7.90505e-323,2.56914e-322,4.31E-237,1.60E-84,3.70E-80,2.91499e-322,5.25E-258,3.85371e-322,3.81E-11,0.142301,0.836082
225700,7.90505e-323,2.56914e-322,1.02E-237,8.68E-85,2.24E-80,2.91499e-322,3.63E-258,3.85371e-322,2.75E-11,0.142768,0.836145
225800,7.90505e-323,2.56914e-322,2.39E-238,4.70E-85,1.36E-80,2.91499e-322,2.50E-258,3.85371e-322,1.98E-11,0.143672,0.835319
225900,7.90505e-323,2.56914e-322,5.65E-239,2.55E-85,8.28E-81,2.91499e-322,1.73E-258,3.85371e-322,1.43E-11,0.144007,0.83554
226000,7.90505e-323,2.56914e-322,1.33E-239,1.38E-85,5.02E-81,2.91499e-322,1.19E-258,3.85371e-322,1.03E-11,0.144369,0.833985
226100,7.90505e-323,2.56914e-322,3.15E-240,7.48E-86,3.05E-81,2.91499e-322,8.25E-259,3.85371e-322,7.37E-12,0.14214,0.835198
226200,7.90505e-323,2.56914e-322,7.45E-241,4.06E-86,1.85E-81,2.91499e-322,5.71E-259,3.85371e-322,5.31E-12,0.14139,0.83694
226300,7.90505e-323,2.56914e-322,1.75E-241,2.19E-86,1.12E-81,2.91499e-322,3.94E-259,3.85371e-322,3.81E-12,0.140335,0.837943
226400,7.90505e-323,2.56914e-322,4.10E-242,1.19E-86,6.78E-82,2.91499e-322,2.72E-259,3.85371e-322,2.75E-12,0.140494,0.839401
226500,7.90505e-323,2.56914e-322,9.59E-243,6.39E-87,4.10E-82,2.91499e-322,1.87E-259,3.85371e-322,1.97E-12,0.140585,0.839004
226600,7.90505e-323,2.56914e-322,2.24E-243,3.44E-87,2.47E-82,2.91499e-322,1.28E-259,3.85371e-322,1.41E-12,0.139251,0.841375
226700,7.90505e-323,2.56914e-322,5.22E-244,1.85E-87,1.49E-82,2.91499e-322,8.83E-260,3.85371e-322,1.01E-12,0.140414,0.84021
226800,7.90505e-323,2.56914e-322,1.22E-244,9.98E-88,9.03E-83,2.91499e-322,6.08E-260,3.85371e-322,7.27E-13,0.140934,0.83924
226900,7.90505e-323,2.56914e-322,2.85E-245,5.38E-88,5.45E-83,2.91499e-322,4.18E-260,3.85371e-322,5.21E-13,0.140964,0.839425
227000,7.90505e-323,2.56914e-322,6.67E-246,2.90E-88,3.29E-83,2.91499e-322,2.87E-260,3.85371e-322,3.73E-13,0.141626,0.83806
227100,7.90505e-323,2.56914e-322,1.56E-246,1.56E-88,1.99E-83,2.91499e-322,1.98E-260,3.85371e-322,2.67E-13,0.141115,0.839719
227200,7.90505e-323,2.56914e-322,3.64E-247,8.40E-89,1.20E-83,2.91499e-322,1.36E-260,3.85371e-322,1.91E-13,0.141648,0.83831
227300,7.90505e-323,2.56914e-322,8.54E-248,4.54E-89,7.28E-84,2.91499e-322,9.36E-261,3.85371e-322,1.38E-13,0.142903,0.837834
227400,7.90505e-323,2.56914e-322,2.00E-248,2.45E-89,4.41E-84,2.91499e-322,6.44E-261,3.85371e-322,9.88E-14,0.143681,0.836782
227500,7.90505e-323,2.56914e-322,4.71E-249,1.32E-89,2.67E-84,2.91499e-322,4.43E-261,3.85371e-322,7.09E-14,0.14435,0.834959
227600,7.90505e-323,2.56914e-322,1.11E-249,7.17E-90,1.62E-84,2.91499e-322,3.06E-261,3.85371e-322,5.10E-14,0.145925,0.833669
227700,7.90505e-323,2.56914e-322,2.64E-250,3.90E-90,9.91E-85,2.91499e-322,2.12E-261,3.85371e-322,3.69E-14,0.148024,0.831493
227800,7.90505e-323,2.56914e-322,6.28E-251,2.12E-90,6.02E-85,2.91499e-322,1.47E-261,3.85371e-322,2.65E-14,0.147943,0.82977
227900,7.90505e-323,2.56914e-322,1.50E-251,1.15E-90,3.67E-85,2.91499e-322,1.02E-261,3.85371e-322,1.91E-14,0.147539,0.830329
228000,7.90505e-323,2.56914e-322,3.58E-252,6.29E-91,2.24E-85,2.91499e-322,7.05E-262,3.85371e-322,1.38E-14,0.148484,0.828517
228100,7.90505e-323,2.56914e-322,8.58E-253,3.43E-91,1.37E-85,2.91499e-322,4.90E-262,3.85371e-322,9.98E-15,0.149658,0.828741
228200,7.90505e-323,2.56914e-322,2.05E-253,1.87E-91,8.38E-86,2.91499e-322,3.40E-262,3.85371e-322,7.22E-15,0.151365,0.826054
228300,7.90505e-323,2.56914e-322,4.94E-254,1.02E-91,5.13E-86,2.91499e-322,2.36E-262,3.85371e-322,5.21E-15,0.151615,0.825506
228400,7.90505e-323,2.56914e-322,1.19E-254,5.61E-92,3.14E-86,2.91499e-322,1.64E-262,3.85371e-322,3.76E-15,0.152213,0.825291
228500,7.90505e-323,2.56914e-322,2.87E-255,3.07E-92,1.93E-86,2.91499e-322,1.14E-262,3.85371e-322,2.72E-15,0.153096,0.824522
228600,7.90505e-323,2.56914e-322,6.92E-256,1.68E-92,1.18E-86,2.91499e-322,7.92E-263,3.85371e-322,1.97E-15,0.152741,0.822997
228700,7.90505e-323,2.56914e-322,1.67E-256,9.23E-93,7.23E-87,2.91499e-322,5.52E-263,3.85371e-322,1.42E-15,0.152055,0.82446
228800,0.000107619,2.56914e-322,4.02E-257,5.05E-93,4.43E-87,2.91499e-322,3.83E-263,3.85371e-322,1.02E-15,0.151636,0.824784
228900,8.55E-06,2.56914e-322,9.71E-258,2.77E-93,2.71E-87,2.91499e-322,2.66E-263,3.85371e-322,7.40E-16,0.152068,0.824004
229000,6.81E-07,2.56914e-322,2.35E-258,1.52E-93,1.67E-87,2.91499e-322,1.86E-263,3.85371e-322,5.38E-16,0.153738,0.823951
229100,5.45E-08,2.56914e-322,5.68E-259,8.34E-94,1.02E-87,2.91499e-322,1.29E-263,3.85371e-322,3.89E-16,0.153954,0.821794
229200,4.37E-09,2.56914e-322,1.38E-259,4.59E-94,6.31E-88,2.91499e-322,9.03E-264,3.85371e-322,2.82E-16,0.153911,0.822481
229300,3.50E-10,2.56914e-322,3.34E-260,2.52E-94,3.88E-88,2.91499e-322,6.30E-264,3.85371e-322,2.04E-16,0.153375,0.82384
229400,2.79E-11,2.56914e-322,8.08E-261,1.38E-94,2.38E-88,2.91499e-322,4.38E-264,3.85371e-322,1.47E-16,0.152828,0.824067
229500,2.22E-12,2.56914e-322,1.95E-261,7.58E-95,1.46E-88,2.91499e-322,3.05E-264,3.85371e-322,1.06E-16,0.151922,0.823236
229600,1.78E-13,2.56914e-322,4.72E-262,4.17E-95,8.97E-89,2.91499e-322,2.13E-264,3.85371e-322,7.72E-17,0.152497,0.82299
229700,1.42E-14,2.56914e-322,1.14E-262,2.29E-95,5.51E-89,2.91499e-322,1.48E-264,3.85371e-322,5.60E-17,0.152273,0.823372
229800,1.14E-15,2.56914e-322,2.77E-263,1.26E-95,3.38E-89,2.91499e-322,1.03E-264,3.85371e-322,4.05E-17,0.151111,0.822733
229900,9.06E-17,2.56914e-322,6.68E-264,6.90E-96,2.08E-89,2.91499e-322,7.18E-265,3.85371e-322,2.92E-17,0.1498,0.824581
230000,7.20E-18,2.56914e-322,1.61E-264,3.79E-96,1.28E-89,2.91499e-322,5.01E-265,3.85371e-322,2.12E-17,0.149899,0.826884
230100,5.68E-19,2.56914e-322,3.88E-265,2.07E-96,7.81E-90,2.91499e-322,3.48E-265,3.85371e-322,1.52E-17,0.147811,0.827299
230200,4.47E-20,2.56914e-322,9.29E-266,1.13E-96,4.77E-90,2.91499e-322,2.42E-265,3.85371e-322,1.10E-17,0.146674,0.829227
230300,3.50E-21,2.56914e-322,2.22E-266,6.19E-97,2.92E-90,2.91499e-322,1.68E-265,3.85371e-322,7.95E-18,0.146998,0.828775
230400,2.74E-22,2.56914e-322,5.32E-267,3.38E-97,1.79E-90,2.91499e-322,1.17E-265,3.85371e-322,5.75E-18,0.146771,0.829716
230500,2.14E-23,2.56914e-322,1.27E-267,1.85E-97,1.09E-90,2.91499e-322,8.11E-266,3.85371e-322,4.16E-18,0.146502,0.830693
230600,1.67E-24,2.56914e-322,3.04E-268,1.01E-97,6.69E-91,2.91499e-322,5.63E-266,3.85371e-322,3.01E-18,0.147132,0.829642
230700,1.30E-25,2.56914e-322,7.25E-269,5.50E-98,4.09E-91,2.91499e-322,3.91E-266,3.85371e-322,2.17E-18,0.146681,0.831126
230800,1.01E-26,2.56914e-322,1.73E-269,2.99E-98,2.50E-91,2.91499e-322,2.71E-266,3.85371e-322,1.56E-18,0.145734,0.83068
230900,7.86E-28,2.56914e-322,4.11E-270,1.63E-98,1.52E-91,2.91499e-322,1.88E-266,3.85371e-322,1.13E-18,0.145745,0.830685
231000,6.09E-29,2.56914e-322,9.77E-271,8.87E-99,9.29E-92,2.91499e-322,1.30E-266,3.85371e-322,8.13E-19,0.144643,0.832684
231100,4.70E-30,2.56914e-322,2.32E-271,4.82E-99,5.65E-92,2.91499e-322,9.00E-267,3.85371e-322,5.86E-19,0.144545,0.833139
231200,3.63E-31,2.56914e-322,5.49E-272,2.62E-99,3.44E-92,2.91499e-322,6.23E-267,3.85371e-322,4.22E-19,0.145097,0.832286
231300,2.80E-32,2.56914e-322,1.30E-272,1.42E-99,2.10E-92,2.91499e-322,4.31E-267,3.85371e-322,3.04E-19,0.144604,0.832392
231400,2.16E-33,2.56914e-322,3.08E-273,7.72E-100,1.27E-92,2.91499e-322,2.98E-267,3.85371e-322,2.18E-19,0.143254,0.834133
231500,1.66E-34,2.56914e-322,7.29E-274,4.19E-100,7.74E-93,2.91499e-322,2.06E-267,3.85371e-322,1.57E-19,0.143429,0.835722
231600,1.27E-35,2.56914e-322,1.72E-274,2.27E-100,4.70E-93,2.91499e-322,1.42E-267,3.85371e-322,1.13E-19,0.144022,0.834701
231700,9.70E-37,2.56914e-322,4.06E-275,1.23E-100,2.85E-93,2.91499e-322,9.81E-268,3.85371e-322,8.13E-20,0.143149,0.835645
231800,7.43E-38,2.56914e-322,9.57E-276,6.66E-101,1.72E-93,2.91499e-322,6.77E-268,3.85371e-322,5.84E-20,0.142014,0.835896
231900,5.66E-39,2.56914e-322,2.25E-276,3.60E-101,1.05E-93,2.91499e-322,4.67E-268,3.85371e-322,4.19E-20,0.141956,0.835746
232000,4.31E-40,2.56914e-322,5.30E-277,1.95E-101,6.36E-94,2.91499e-322,3.22E-268,3.85371e-322,3.02E-20,0.142896,0.836181
232100,3.30E-41,2.56914e-322,1.25E-277,1.05E-101,3.85E-94,2.91499e-322,2.22E-268,3.85371e-322,2.17E-20,0.142288,0.834928
232200,2.53E-42,2.56914e-322,2.95E-278,5.71E-102,2.33E-94,2.91499e-322,1.53E-268,3.85371e-322,1.56E-20,0.142247,0.835023
232300,1.93E-43,2.56914e-322,6.94E-279,3.09E-102,1.41E-94,2.91499e-322,1.06E-268,3.85371e-322,1.12E-20,0.140845,0.836971
232400,1.47E-44,2.56914e-322,1.63E-279,1.67E-102,8.56E-95,2.91499e-322,7.28E-269,3.85371e-322,8.03E-21,0.141446,0.836622
232500,1.12E-45,2.56914e-322,3.83E-280,9.02E-103,5.19E-95,2.91499e-322,5.02E-269,3.85371e-322,5.77E-21,0.142052,0.835829
232600,8.54E-47,2.56914e-322,9.03E-281,4.88E-103,3.14E-95,2.91499e-322,3.46E-269,3.85371e-322,4.14E-21,0.142224,0.835737
232700,6.51E-48,2.56914e-322,2.12E-281,2.63E-103,1.90E-95,2.91499e-322,2.38E-269,3.85371e-322,2.97E-21,0.141715,0.835232
232800,4.97E-49,2.56914e-322,5.00E-282,1.43E-103,1.15E-95,2.91499e-322,1.64E-269,3.85371e-322,2.13E-21,0.141896,0.835784
232900,3.78E-50,2.56914e-322,1.17E-282,7.69E-104,6.98E-96,2.91499e-322,1.13E-269,3.85371e-322,1.52E-21,0.141148,0.83643
233000,2.88E-51,2.56914e-322,2.76E-283,4.16E-104,4.23E-96,2.91499e-322,7.79E-270,3.85371e-322,1.09E-21,0.141664,0.836215
233100,2.19E-52,2.56914e-322,6.47E-284,2.24E-104,2.56E-96,2.91499e-322,5.36E-270,3.85371e-322,7.82E-22,0.14119,0.837784
233200,1.66E-53,2.56914e-322,1.52E-284,1.21E-104,1.55E-96,2.91499e-322,3.69E-270,3.85371e-322,5.63E-22,0.14271,0.836535
233300,1.26E-54,2.56914e-322,3.57E-285,6.54E-105,9.39E-97,2.91499e-322,2.54E-270,3.85371e-322,4.04E-22,0.143134,0.834933
233400,9.65E-56,2.56914e-322,8.39E-286,3.54E-105,5.69E-97,2.91499e-322,1.75E-270,3.85371e-322,2.89E-22,0.143337,0.833338
233500,7.39E-57,2.56914e-322,1.98E-286,1.92E-105,3.45E-97,2.91499e-322,1.21E-270,3.85371e-322,2.08E-22,0.143093,0.834555
233600,5.65E-58,2.56914e-322,4.67E-287,1.04E-105,2.09E-97,2.91499e-322,8.33E-271,3.85371e-322,1.49E-22,0.143181,0.836067
233700,4.32E-59,2.56914e-322,1.10E-287,5.61E-106,1.27E-97,2.91499e-322,5.75E-271,3.85371e-322,1.07E-22,0.14458,0.835044
233800,3.31E-60,2.56914e-322,2.60E-288,3.04E-106,7.71E-98,2.91499e-322,3.97E-271,3.85371e-322,7.73E-23,0.145804,0.833473
233900,2.56E-61,2.56914e-322,6.16E-289,1.65E-106,4.69E-98,2.91499e-322,2.75E-271,3.85371e-322,5.57E-23,0.147266,0.83191
234000,1.98E-62,2.56914e-322,1.46E-289,8.97E-107,2.85E-98,2.91499e-322,1.90E-271,3.85371e-322,4.02E-23,0.148181,0.830542
234100,1.55E-63,2.56914e-322,3.50E-290,4.89E-107,1.74E-98,2.91499e-322,1.32E-271,3.85371e-322,2.90E-23,0.147629,0.830239
234200,1.21E-64,2.56914e-322,8.34E-291,2.67E-107,1.06E-98,2.91499e-322,9.15E-272,3.85371e-322,2.10E-23,0.147507,0.83166
234300,9.34E-66,2.56914e-322,1.98E-291,1.45E-107,6.46E-99,2.91499e-322,6.34E-272,3.85371e-322,1.52E-23,0.14838,0.829434
234400,7.29E-67,2.56914e-322,4.73E-292,7.90E-108,3.94E-99,2.91499e-322,4.39E-272,3.85371e-322,1.09E-23,0.147963,0.83064
234500,5.68E-68,2.56914e-322,1.13E-292,4.30E-108,2.40E-99,2.91499e-322,3.04E-272,3.85371e-322,7.87E-24,0.148201,0.829512
234600,4.46E-69,2.56914e-322,2.70E-293,2.35E-108,1.47E-99,2.91499e-322,2.11E-272,3.85371e-322,5.70E-24,0.149646,0.827874
234700,3.52E-70,2.56914e-322,6.49E-294,1.29E-108,9.01E-100,2.91499e-322,1.47E-272,3.85371e-322,4.13E-24,0.150865,0.827512
234800,2.77E-71,2.56914e-322,1.56E-294,7.03E-109,5.52E-100,2.91499e-322,1.02E-272,3.85371e-322,2.99E-24,0.152063,0.82635
234900,2.20E-72,2.56914e-322,3.76E-295,3.85E-109,3.39E-100,2.91499e-322,7.12E-273,3.85371e-322,2.16E-24,0.153853,0.823514
235000,1.76E-73,2.56914e-322,9.11E-296,2.12E-109,2.09E-100,2.91499e-322,4.97E-273,3.85371e-322,1.57E-24,0.15532,0.822595
235100,1.42E-74,2.56914e-322,2.22E-296,1.17E-109,1.29E-100,2.91499e-322,3.47E-273,3.85371e-322,1.15E-24,0.157686,0.820591
235200,1.14E-75,2.56914e-322,5.39E-297,6.42E-110,7.93E-101,2.91499e-322,2.42E-273,3.85371e-322,8.28E-25,0.156766,0.820223
235300,9.22E-77,2.56914e-322,1.31E-297,3.53E-110,4.87E-101,2.91499e-322,1.69E-273,3.85371e-322,5.98E-25,0.154539,0.822951
235400,7.40E-78,2.56914e-322,3.19E-298,1.95E-110,3.00E-101,2.91499e-322,1.18E-273,3.85371e-322,4.33E-25,0.154662,0.823339
235500,5.94E-79,2.56914e-322,7.73E-299,1.07E-110,1.84E-101,2.91499e-322,8.22E-274,3.85371e-322,3.14E-25,0.155468,0.820898
235600,4.79E-80,2.56914e-322,1.88E-299,5.88E-111,1.13E-101,2.91499e-322,5.73E-274,3.85371e-322,2.27E-25,0.154846,0.820901
