name,stra.13663,stra.13664,stra.13673,stra.13784,stra.13785,stra.13791,stra.13905,stra.13906,stra.14026,stra.14147,stra.14518,stra.14642,stra.13321
186100,8.39912e-323,4.96E-217,9.37E-140,4.07E-191,9.44E-300,1.36E-188,3.0138e-322,3.65E-213,4.15015e-322,1.05E-193,0.0829204,0.766663,1.0E-323
186200,8.39912e-323,1.95E-217,4.52E-140,1.15E-191,5.69E-300,9.12E-189,3.0138e-322,2.73E-213,4.15015e-322,8.08E-194,0.0823339,0.766886,1.0E-323
186300,8.39912e-323,7.70E-218,2.19E-140,3.27E-192,3.44E-300,6.13E-189,3.0138e-322,2.05E-213,4.15015e-322,6.26E-194,0.0822991,0.766415,1.0E-323
186400,8.39912e-323,3.03E-218,1.05E-140,9.26E-193,2.08E-300,4.10E-189,3.0138e-322,1.54E-213,4.15015e-322,4.83E-194,0.0810046,0.769961,1.0E-323
186500,8.39912e-323,1.19E-218,5.09E-141,2.61E-193,1.25E-300,2.75E-189,3.0138e-322,1.15E-213,4.15015e-322,3.73E-194,0.0804678,0.771441,1.0E-323
186600,8.39912e-323,4.63E-219,2.44E-141,7.31E-194,7.52E-301,1.83E-189,3.0138e-322,8.58E-214,4.15015e-322,2.86E-194,0.0791505,0.773141,1.0E-323
186700,8.39912e-323,1.80E-219,1.16E-141,2.04E-194,4.50E-301,1.21E-189,3.0138e-322,6.38E-214,4.10074e-322,2.19E-194,0.0776181,0.775385,1.0E-323
186800,8.39912e-323,6.96E-220,5.53E-142,5.67E-195,2.69E-301,8.06E-190,3.0138e-322,4.76E-214,4.10074e-322,1.69E-194,0.0772501,0.778093,1.0E-323
186900,8.39912e-323,2.68E-220,2.63E-142,1.57E-195,1.61E-301,5.34E-190,3.0138e-322,3.54E-214,4.10074e-322,1.29E-194,0.0764099,0.779544,1.0E-323
187000,8.39912e-323,1.03E-220,1.24E-142,4.31E-196,9.55E-302,3.53E-190,3.0138e-322,2.62E-214,4.10074e-322,9.89E-195,0.0754389,0.782573,1.0E-323
187100,8.39912e-323,3.95E-221,5.88E-143,1.18E-196,5.67E-302,2.33E-190,3.0138e-322,1.94E-214,4.10074e-322,7.56E-195,0.0747138,0.782554,1.0E-323
187200,8.39912e-323,1.51E-221,2.77E-143,3.23E-197,3.36E-302,1.54E-190,3.0138e-322,1.44E-214,4.10074e-322,5.80E-195,0.0744766,0.78363,1.0E-323
187300,8.39912e-323,5.77E-222,1.30E-143,8.85E-198,2.00E-302,1.01E-190,3.0138e-322,1.07E-214,4.10074e-322,4.44E-195,0.0734663,0.786969,1.0E-323
187400,8.39912e-323,2.19E-222,6.07E-144,2.40E-198,1.18E-302,6.62E-191,3.0138e-322,7.86E-215,4.10074e-322,3.39E-195,0.0732622,0.785092,1.0E-323
187500,8.39912e-323,8.33E-223,2.85E-144,6.54E-199,6.96E-303,4.36E-191,3.0138e-322,5.82E-215,4.10074e-322,2.60E-195,0.0737402,0.784826,1.0E-323
187600,8.39912e-323,3.17E-223,1.34E-144,1.78E-199,4.12E-303,2.87E-191,3.0138e-322,4.30E-215,4.10074e-322,1.98E-195,0.0734367,0.786568,1.0E-323
187700,8.39912e-323,1.20E-223,6.28E-145,4.83E-200,2.43E-303,1.88E-191,3.0138e-322,3.16E-215,4.10074e-322,1.51E-195,0.072988,0.787091,1.0E-323
187800,8.39912e-323,4.57E-224,2.95E-145,1.31E-200,1.43E-303,1.24E-191,3.0138e-322,2.34E-215,4.10074e-322,1.16E-195,0.0736478,0.786154,1.0E-323
187900,8.39912e-323,1.74E-224,1.39E-145,3.57E-201,8.48E-304,8.16E-192,3.0138e-322,1.73E-215,4.10074e-322,8.88E-196,0.0746483,0.784427,1.0E-323
188000,8.39912e-323,6.63E-225,6.51E-146,9.76E-202,5.01E-304,5.36E-192,3.0138e-322,1.28E-215,4.10074e-322,6.78E-196,0.0747264,0.782563,1.0E-323
188100,8.39912e-323,2.54E-225,3.07E-146,2.67E-202,2.97E-304,3.53E-192,3.0138e-322,9.43E-216,4.10074e-322,5.18E-196,0.0748263,0.783674,1.0E-323
188200,8.39912e-323,9.67E-226,1.44E-146,7.30E-203,1.75E-304,2.32E-192,3.0138e-322,6.96E-216,4.10074e-322,3.95E-196,0.0747559,0.782244,1.0E-323
188300,8.39912e-323,3.69E-226,6.75E-147,1.99E-203,1.04E-304,1.52E-192,3.0138e-322,5.13E-216,4.10074e-322,3.01E-196,0.0741662,0.784633,1.0E-323
188400,8.39912e-323,1.40E-226,3.16E-147,5.42E-204,6.12E-305,9.96E-193,3.0138e-322,3.78E-216,4.10074e-322,2.29E-196,0.0739728,0.786171,1.0E-323
188500,8.39912e-323,5.33E-227,1.48E-147,1.47E-204,3.61E-305,6.55E-193,3.0138e-322,2.79E-216,4.10074e-322,1.76E-196,0.0751462,0.783555,1.0E-323
188600,8.39912e-323,2.03E-227,6.97E-148,4.02E-205,2.13E-305,4.30E-193,3.0138e-322,2.05E-216,4.10074e-322,1.33E-196,0.0746649,0.785264,1.0E-323
188700,8.39912e-323,7.73E-228,3.28E-148,1.09E-205,1.26E-305,2.83E-193,3.0138e-322,1.52E-216,4.10074e-322,1.02E-196,0.0756049,0.78309,1.0E-323
188800,8.39912e-323,2.94E-228,1.54E-148,2.99E-206,7.45E-306,1.86E-193,3.0138e-322,1.12E-216,4.10074e-322,7.80E-197,0.0762042,0.781533,1.0E-323
188900,8.39912e-323,1.12E-228,7.28E-149,8.17E-207,4.41E-306,1.23E-193,3.0138e-322,8.27E-217,4.10074e-322,5.96E-197,0.0768608,0.779784,1.0E-323
189000,8.39912e-323,4.32E-229,3.45E-149,2.25E-207,2.62E-306,8.13E-194,3.0138e-322,6.12E-217,4.10074e-322,4.56E-197,0.0776202,0.778674,1.0E-323
189100,8.39912e-323,1.66E-229,1.64E-149,6.21E-208,1.56E-306,5.37E-194,3.0138e-322,4.53E-217,4.10074e-322,3.49E-197,0.0780997,0.777073,1.0E-323
189200,8.39912e-323,6.42E-230,7.78E-150,1.72E-208,9.28E-307,3.55E-194,3.0138e-322,3.36E-217,4.10074e-322,2.68E-197,0.0780868,0.777719,1.0E-323
189300,8.39912e-323,2.48E-230,3.70E-150,4.77E-209,5.53E-307,2.36E-194,3.0138e-322,2.50E-217,4.10074e-322,2.06E-197,0.0791676,0.77509,1.0E-323
189400,8.39912e-323,9.60E-231,1.76E-150,1.33E-209,3.31E-307,0.000956399,3.0138e-322,1.86E-217,4.10074e-322,1.58E-197,0.0794238,0.774269,1.0E-323
189500,8.39912e-323,3.72E-231,8.40E-151,3.70E-210,1.98E-307,0.000634077,3.0138e-322,1.38E-217,4.10074e-322,1.21E-197,0.0795383,0.774199,1.0E-323
189600,8.39912e-323,1.44E-231,4.00E-151,1.03E-210,1.18E-307,0.000420282,3.0138e-322,1.03E-217,4.10074e-322,9.31E-198,0.0796769,0.773505,1.0E-323
189700,8.39912e-323,5.61E-232,1.91E-151,2.88E-211,7.08E-308,0.000279972,3.0138e-322,7.66E-218,4.10074e-322,7.18E-198,0.0807038,0.771935,1.0E-323
189800,8.39912e-323,2.19E-232,9.15E-152,8.08E-212,4.25E-308,0.000186227,3.0138e-322,5.72E-218,4.10074e-322,5.54E-198,0.0812112,0.769718,1.0E-323
189900,8.39912e-323,8.53E-233,4.39E-152,2.27E-212,2.55E-308,0.000124059,3.0138e-322,4.26E-218,4.10074e-322,4.25E-198,0.0811317,0.767661,1.0E-323
190000,8.39912e-323,3.35E-233,2.12E-152,6.41E-213,0.00E+00,8.31E-05,3.0138e-322,3.19E-218,4.10074e-322,3.28E-198,0.0816528,0.768734,1.0E-323
190100,8.39912e-323,1.31E-233,1.02E-152,1.80E-213,0.00E+00,5.55E-05,3.0138e-322,2.37E-218,4.10074e-322,2.52E-198,0.0812123,0.768214,1.0E-323
190200,8.39912e-323,5.15E-234,4.92E-153,5.10E-214,0.00E+00,3.71E-05,3.0138e-322,1.78E-218,4.10074e-322,1.95E-198,0.0814209,0.767741,1.0E-323
190300,8.39912e-323,2.03E-234,2.37E-153,1.45E-214,0.00E+00,2.49E-05,3.0138e-322,1.33E-218,4.10074e-322,1.50E-198,0.0811747,0.767297,1.0E-323
190400,8.39912e-323,7.96E-235,1.14E-153,4.09E-215,0.00E+00,1.66E-05,3.0138e-322,9.98E-219,4.10074e-322,1.16E-198,0.0803931,0.768649,1.0E-323
190500,8.39912e-323,3.12E-235,5.52E-154,1.15E-215,0.00E+00,1.11E-05,3.0138e-322,7.46E-219,4.10074e-322,8.91E-199,0.0794996,0.771894,1.0E-323
190600,8.39912e-323,1.22E-235,2.65E-154,3.23E-216,7.34107e-310,7.43E-06,3.0138e-322,5.58E-219,4.10074e-322,6.89E-199,0.0791989,0.771701,1.0E-323
190700,8.39912e-323,4.75E-236,1.27E-154,9.07E-217,4.40703e-310,4.95E-06,3.0138e-322,4.17E-219,4.10074e-322,5.30E-199,0.0785919,0.771795,1.0E-323
190800,8.39912e-323,1.85E-236,6.05E-155,2.54E-217,2.64528e-310,3.29E-06,3.0138e-322,3.11E-219,4.10074e-322,4.08E-199,0.0775286,0.773897,1.0E-323
190900,8.39912e-323,7.20E-237,2.89E-155,7.10E-218,1.5864e-310,2.19E-06,3.0138e-322,2.32E-219,4.10074e-322,3.14E-199,0.0771083,0.775601,1.0E-323
191000,8.39912e-323,2.79E-237,1.38E-155,1.98E-218,9.50134e-311,1.45E-06,3.0138e-322,1.73E-219,4.10074e-322,2.42E-199,0.0759517,0.778121,1.0E-323
191100,8.39912e-323,1.08E-237,6.51E-156,5.47E-219,5.66658e-311,9.60E-07,3.0138e-322,1.28E-219,4.10074e-322,1.85E-199,0.0748051,0.781013,1.0E-323
191200,8.39912e-323,4.13E-238,3.07E-156,1.50E-219,3.36072e-311,6.32E-07,3.0138e-322,9.50E-220,4.10074e-322,1.41E-199,0.0734273,0.783137,1.0E-323
191300,8.39912e-323,1.58E-238,1.44E-156,4.10E-220,1.98988e-311,4.16E-07,3.0138e-322,7.02E-220,4.10074e-322,1.08E-199,0.0724323,0.786005,1.0E-323
191400,8.39912e-323,5.98E-239,6.74E-157,1.11E-220,1.17472e-311,2.73E-07,3.0138e-322,5.18E-220,4.10074e-322,8.20E-200,0.0714663,0.78971,1.0E-323
191500,8.39912e-323,2.25E-239,3.13E-157,2.98E-221,6.88919e-312,1.78E-07,3.0138e-322,3.80E-220,4.05134e-322,6.23E-200,0.070813,0.790383,1.0E-323
191600,8.39912e-323,8.48E-240,1.46E-157,8.04E-222,4.04864e-312,1.16E-07,3.0138e-322,2.80E-220,4.05134e-322,4.77E-200,0.0716368,0.789184,1.0E-323
191700,8.39912e-323,3.21E-240,6.79E-158,2.17E-222,2.38386e-312,7.63E-08,3.0138e-322,2.06E-220,4.05134e-322,3.64E-200,0.0718195,0.789521,1.0E-323
191800,8.39912e-323,1.21E-240,3.16E-158,0.000350893,1.40167e-312,4.98E-08,3.0138e-322,1.52E-220,4.05134e-322,2.77E-200,0.0716665,0.789809,1.0E-323
191900,8.39912e-323,4.56E-241,1.48E-158,9.45E-05,8.23071e-313,3.26E-08,3.0138e-322,1.12E-220,4.05134e-322,2.11E-200,0.0721638,0.788688,1.0E-323
192000,8.39912e-323,1.73E-241,6.90E-159,2.56E-05,4.84741e-313,2.14E-08,3.0138e-322,8.22E-221,4.05134e-322,1.61E-200,0.0732623,0.787389,1.0E-323
192100,8.39912e-323,6.54E-242,3.23E-159,6.93E-06,2.85301e-313,1.40E-08,3.0138e-322,6.05E-221,4.05134e-322,1.23E-200,0.0738498,0.784454,1.0E-323
192200,8.39912e-323,2.49E-242,1.52E-159,1.89E-06,1.68741e-313,9.24E-09,3.0138e-322,4.47E-221,4.05134e-322,9.42E-201,0.0747805,0.783621,1.0E-323
192300,8.39912e-323,9.52E-243,7.17E-160,5.17E-07,9.98109e-314,6.08E-09,3.0138e-322,3.30E-221,4.05134e-322,7.19E-201,0.0753819,0.781663,1.0E-323
192400,8.39912e-323,3.64E-243,3.38E-160,1.42E-07,5.9149e-314,4.01E-09,3.0138e-322,2.44E-221,4.05134e-322,5.51E-201,0.0763083,0.779918,1.0E-323
192500,8.39912e-323,1.40E-243,1.60E-160,3.90E-08,3.50572e-314,2.65E-09,3.0138e-322,1.80E-221,4.05134e-322,4.20E-201,0.0767256,0.779326,1.0E-323
192600,8.39912e-323,5.36E-244,7.56E-161,1.07E-08,2.08181e-314,1.75E-09,3.0138e-322,1.33E-221,4.05134e-322,3.22E-201,0.0776364,0.776854,1.0E-323
192700,8.39912e-323,2.07E-244,3.60E-161,2.98E-09,1.24172e-314,1.16E-09,3.0138e-322,9.91E-222,4.05134e-322,2.48E-201,0.0789019,0.7738,1.0E-323
192800,8.39912e-323,8.03E-245,1.72E-161,8.32E-10,7.42037e-315,7.70E-10,3.0138e-322,7.37E-222,4.05134e-322,1.91E-201,0.0797962,0.770126,1.0E-323
192900,8.39912e-323,3.14E-245,8.27E-162,2.34E-10,4.46057e-315,5.14E-10,3.0138e-322,5.51E-222,4.05134e-322,1.47E-201,0.0809181,0.767946,1.0E-323
193000,8.39912e-323,1.23E-245,3.98E-162,6.61E-11,2.6882e-315,3.43E-10,3.0138e-322,4.12E-222,4.05134e-322,1.14E-201,0.0815268,0.767301,1.0E-323
193100,8.39912e-323,4.84E-246,1.92E-162,1.87E-11,1.61889e-315,2.29E-10,3.0138e-322,3.08E-222,4.05134e-322,8.77E-202,0.0817111,0.764724,1.0E-323
193200,8.39912e-323,1.90E-246,9.26E-163,5.31E-12,9.76764e-316,1.53E-10,3.0138e-322,2.30E-222,4.05134e-322,6.77E-202,0.0819126,0.764961,1.0E-323
193300,8.39912e-323,7.51E-247,4.49E-163,1.51E-12,5.90442e-316,1.03E-10,3.0138e-322,1.73E-222,4.05134e-322,5.24E-202,0.0824898,0.761695,1.0E-323
193400,8.39912e-323,2.98E-247,2.18E-163,4.31E-13,3.57462e-316,6.91E-11,3.0138e-322,1.29E-222,4.05134e-322,4.01E-202,0.0809948,0.765403,1.0E-323
193500,8.39912e-323,1.17E-247,1.06E-163,1.22E-13,2.15869e-316,4.64E-11,3.0138e-322,9.68E-223,4.05134e-322,3.09E-202,0.0806223,0.767411,1.0E-323
193600,8.39912e-323,4.62E-248,5.10E-164,3.46E-14,1.30347e-316,3.11E-11,3.0138e-322,7.25E-223,4.05134e-322,2.39E-202,0.0800564,0.768158,1.0E-323
193700,8.39912e-323,1.81E-248,2.46E-164,9.79E-15,7.86782e-317,2.08E-11,3.0138e-322,5.44E-223,4.05134e-322,1.85E-202,0.0800894,0.768732,1.0E-323
193800,8.39912e-323,7.11E-249,1.19E-164,2.76E-15,4.73528e-317,1.39E-11,3.0138e-322,4.06E-223,4.05134e-322,1.42E-202,0.0799037,0.76621,1.0E-323
193900,8.39912e-323,2.80E-249,5.69E-165,7.81E-16,2.85902e-317,9.28E-12,3.0138e-322,3.04E-223,4.05134e-322,1.10E-202,0.077872,0.772926,1.0E-323
194000,8.39912e-323,1.09E-249,2.71E-165,2.18E-16,1.71583e-317,6.17E-12,3.0138e-322,2.27E-223,4.05134e-322,8.45E-203,0.0770483,0.776008,1.0E-323
194100,8.39912e-323,4.22E-250,1.29E-165,6.07E-17,1.02587e-317,4.09E-12,3.0138e-322,1.69E-223,4.05134e-322,6.49E-203,0.0763871,0.776677,1.0E-323
194200,8.39912e-323,1.63E-250,6.10E-166,1.68E-17,6.1105e-318,2.70E-12,3.0138e-322,1.25E-223,4.05134e-322,4.95E-203,0.0750392,0.780569,1.0E-323
194300,8.39912e-323,6.23E-251,2.89E-166,4.61E-18,3.62648e-318,1.79E-12,3.0138e-322,9.28E-224,4.05134e-322,3.79E-203,0.0748784,0.780666,1.0E-323
194400,8.39912e-323,2.39E-251,1.36E-166,1.26E-18,2.14987e-318,1.17E-12,3.0138e-322,6.86E-224,4.05134e-322,2.89E-203,0.074067,0.782494,1.0E-323
194500,8.39912e-323,9.13E-252,6.42E-167,3.46E-19,1.27581e-318,7.76E-13,3.0138e-322,5.08E-224,4.05134e-322,2.22E-203,0.0745584,0.782476,1.0E-323
194600,8.39912e-323,3.50E-252,3.03E-167,9.47E-20,7.57595e-319,5.12E-13,3.0138e-322,3.77E-224,4.05134e-322,1.70E-203,0.0742762,0.783149,1.0E-323
194700,8.39912e-323,1.34E-252,1.43E-167,2.59E-20,4.48992e-319,3.39E-13,3.0138e-322,2.79E-224,4.05134e-322,1.30E-203,0.0747291,0.782892,1.0E-323
194800,8.39912e-323,5.10E-253,6.74E-168,7.09E-21,2.65778e-319,2.22E-13,3.0138e-322,2.06E-224,4.05134e-322,9.92E-204,0.0744055,0.781995,1.0E-323
194900,8.39912e-323,1.95E-253,3.18E-168,1.94E-21,1.57469e-319,1.47E-13,3.0138e-322,1.52E-224,4.05134e-322,7.59E-204,0.0744341,0.782919,1.0E-323
195000,8.39912e-323,7.45E-254,1.49E-168,5.30E-22,9.3245e-320,9.65E-14,3.0138e-322,1.13E-224,4.05134e-322,5.81E-204,0.0746922,0.783057,1.0E-323
195100,8.39912e-323,2.84E-254,7.03E-169,1.45E-22,5.52859e-320,6.36E-14,3.0138e-322,8.33E-225,4.05134e-322,4.45E-204,0.0749331,0.78262,1.0E-323
195200,8.39912e-323,1.09E-254,3.32E-169,3.98E-23,3.27763e-320,4.20E-14,3.0138e-322,6.17E-225,4.05134e-322,3.41E-204,0.0756396,0.779954,1.0E-323
195300,8.39912e-323,4.19E-255,1.57E-169,1.10E-23,1.95304e-320,2.78E-14,3.0138e-322,4.58E-225,4.05134e-322,2.62E-204,0.0762198,0.779309,1.0E-323
195400,8.39912e-323,1.61E-255,7.47E-170,3.03E-24,1.16155e-320,1.84E-14,3.0138e-322,3.40E-225,4.05134e-322,2.02E-204,0.0769327,0.77806,1.0E-323
195500,8.39912e-323,6.22E-256,3.55E-170,8.40E-25,6.91692e-321,1.22E-14,3.0138e-322,2.53E-225,4.05134e-322,1.55E-204,0.0773205,0.77718,1.0E-323
195600,8.39912e-323,2.40E-256,1.69E-170,2.33E-25,4.13533e-321,8.07E-15,3.0138e-322,1.88E-225,4.05134e-322,1.18E-204,0.0762904,0.779028,1.0E-323
195700,8.39912e-323,9.23E-257,7.94E-171,6.42E-26,2.43574e-321,5.32E-15,3.0138e-322,1.39E-225,4.05134e-322,9.05E-205,0.075662,0.780327,1.0E-323
195800,8.39912e-323,3.54E-257,3.75E-171,1.76E-26,1.43773e-321,3.50E-15,3.0138e-322,1.02E-225,4.05134e-322,6.88E-205,0.0747892,0.783122,1.0E-323
195900,8.39912e-323,1.35E-257,1.77E-171,4.81E-27,9.18962e-322,2.31E-15,3.0138e-322,7.58E-226,4.05134e-322,5.27E-205,0.0756534,0.78067,1.0E-323
196000,8.39912e-323,5.15E-258,8.33E-172,1.31E-27,5.78057e-322,1.52E-15,3.0138e-322,5.59E-226,4.05134e-322,4.02E-205,0.075599,0.780087,1.0E-323
196100,8.39912e-323,1.98E-258,3.95E-172,3.62E-28,5.78057e-322,1.00E-15,3.0138e-322,4.14E-226,4.05134e-322,3.09E-205,0.0767813,0.779181,1.0E-323
196200,8.39912e-323,7.61E-259,1.87E-172,1.00E-28,5.18769e-322,6.66E-16,3.0138e-322,3.08E-226,4.05134e-322,2.38E-205,0.0781686,0.776838,1.0E-323
196300,8.39912e-323,2.94E-259,8.90E-173,2.77E-29,4.05134e-322,4.41E-16,3.0138e-322,2.28E-226,4.05134e-322,1.82E-205,0.0784134,0.77499,1.0E-323
196400,8.39912e-323,1.14E-259,4.23E-173,7.71E-30,3.95253e-322,2.92E-16,3.0138e-322,1.70E-226,4.05134e-322,1.40E-205,0.0786365,0.775651,1.0E-323
196500,8.39912e-323,4.41E-260,2.01E-173,2.14E-30,3.95253e-322,1.94E-16,3.0138e-322,1.26E-226,4.05134e-322,1.07E-205,0.0785322,0.77493,1.0E-323
196600,8.39912e-323,1.70E-260,9.57E-174,5.96E-31,3.90312e-322,1.28E-16,3.0138e-322,9.36E-227,4.05134e-322,8.21E-206,0.0788264,0.77318,1.0E-323
196700,8.39912e-323,6.62E-261,4.56E-174,1.67E-31,3.90312e-322,8.51E-17,3.0138e-322,6.97E-227,4.05134e-322,6.33E-206,0.0795583,0.771651,1.0E-323
196800,8.39912e-323,2.58E-261,2.19E-174,4.68E-32,3.90312e-322,5.68E-17,3.0138e-322,5.21E-227,4.05134e-322,4.89E-206,0.0804801,0.77035,1.0E-323
196900,8.39912e-323,1.01E-261,1.05E-174,1.31E-32,3.90312e-322,3.78E-17,3.0138e-322,3.88E-227,4.05134e-322,3.76E-206,0.080656,0.768733,1.0E-323
197000,8.39912e-323,3.95E-262,5.05E-175,3.70E-33,3.90312e-322,2.53E-17,3.0138e-322,2.90E-227,4.05134e-322,2.90E-206,0.0814481,0.766068,1.0E-323
197100,8.39912e-323,1.56E-262,2.45E-175,1.05E-33,3.90312e-322,1.70E-17,3.0138e-322,2.17E-227,4.05134e-322,2.24E-206,0.0819809,0.765894,1.0E-323
197200,8.39912e-323,6.13E-263,1.19E-175,2.98E-34,3.90312e-322,1.14E-17,3.0138e-322,1.63E-227,4.05134e-322,1.73E-206,0.0826897,0.763487,1.0E-323
197300,8.39912e-323,2.42E-263,5.75E-176,8.50E-35,3.90312e-322,7.64E-18,3.0138e-322,1.22E-227,4.05134e-322,1.34E-206,0.0826242,0.763603,1.0E-323
197400,8.39912e-323,9.60E-264,2.79E-176,2.43E-35,3.90312e-322,5.13E-18,3.0138e-322,9.16E-228,4.05134e-322,1.03E-206,0.0823297,0.764552,1.0E-323
197500,8.39912e-323,3.80E-264,1.35E-176,6.92E-36,3.90312e-322,3.45E-18,3.0138e-322,6.88E-228,4.05134e-322,7.99E-207,0.0818456,0.76475,1.0E-323
197600,8.39912e-323,1.50E-264,6.54E-177,1.97E-36,3.90312e-322,2.31E-18,3.0138e-322,5.16E-228,4.05134e-322,6.16E-207,0.080692,0.766924,1.0E-323
197700,8.39912e-323,5.88E-265,3.16E-177,5.55E-37,3.90312e-322,1.55E-18,3.0138e-322,3.86E-228,4.05134e-322,4.74E-207,0.0803697,0.765119,1.0E-323
197800,8.39912e-323,2.32E-265,1.53E-177,1.58E-37,3.90312e-322,1.04E-18,3.0138e-322,2.89E-228,4.05134e-322,3.66E-207,0.0784929,0.768807,1.0E-323
197900,8.39912e-323,9.09E-266,7.30E-178,4.44E-38,3.90312e-322,6.89E-19,3.0138e-322,2.16E-228,4.05134e-322,2.80E-207,0.0762132,0.774586,1.0E-323
198000,8.39912e-323,3.52E-266,3.47E-178,1.23E-38,3.90312e-322,4.56E-19,3.0138e-322,1.61E-228,4.05134e-322,2.15E-207,0.074845,0.77797,1.0E-323
198100,8.39912e-323,1.36E-266,1.65E-178,3.42E-39,3.90312e-322,3.02E-19,3.0138e-322,1.19E-228,4.05134e-322,1.65E-207,0.074,0.779072,1.0E-323
198200,8.39912e-323,5.24E-267,7.79E-179,9.45E-40,3.90312e-322,2.00E-19,3.0138e-322,8.89E-229,4.05134e-322,1.27E-207,0.0734915,0.781139,1.0E-323
198300,8.39912e-323,2.01E-267,3.67E-179,2.60E-40,3.90312e-322,1.32E-19,3.0138e-322,6.59E-229,4.05134e-322,9.76E-208,0.0731131,0.781942,1.0E-323
198400,8.39912e-323,7.71E-268,1.74E-179,7.14E-41,3.90312e-322,8.73E-20,3.0138e-322,4.89E-229,4.05134e-322,7.50E-208,0.073372,0.781086,1.0E-323
198500,8.39912e-323,2.95E-268,8.20E-180,1.96E-41,3.85371e-322,5.75E-20,3.0138e-322,3.62E-229,4.05134e-322,5.73E-208,0.0727057,0.782985,1.0E-323
198600,8.39912e-323,1.13E-268,3.86E-180,5.37E-42,3.85371e-322,3.79E-20,3.0138e-322,2.68E-229,4.05134e-322,4.39E-208,0.0726256,0.784051,1.0E-323
198700,8.39912e-323,4.31E-269,1.82E-180,1.47E-42,3.85371e-322,2.50E-20,3.0138e-322,1.98E-229,4.05134e-322,3.37E-208,0.0731052,0.782285,1.0E-323
198800,8.39912e-323,1.65E-269,8.54E-181,4.03E-43,3.85371e-322,1.64E-20,3.0138e-322,1.47E-229,4.05134e-322,2.58E-208,0.072869,0.782406,1.0E-323
198900,8.39912e-323,6.31E-270,4.03E-181,1.11E-43,3.85371e-322,1.08E-20,3.0138e-322,1.09E-229,4.05134e-322,1.98E-208,0.0733813,0.781463,1.0E-323
199000,8.39912e-323,2.42E-270,1.90E-181,3.03E-44,3.85371e-322,7.15E-21,3.0138e-322,8.03E-230,4.05134e-322,1.51E-208,0.0733296,0.781391,1.0E-323
199100,8.39912e-323,9.24E-271,8.98E-182,8.32E-45,3.85371e-322,4.71E-21,3.0138e-322,5.94E-230,4.05134e-322,1.16E-208,0.0733823,0.782104,1.0E-323
199200,8.39912e-323,3.54E-271,4.24E-182,2.28E-45,3.85371e-322,3.11E-21,3.0138e-322,4.40E-230,4.05134e-322,8.85E-209,0.0737329,0.781888,1.0E-323
199300,8.39912e-323,1.35E-271,2.00E-182,6.26E-46,3.85371e-322,2.05E-21,3.0138e-322,3.25E-230,4.05134e-322,6.79E-209,0.0742944,0.780873,1.0E-323
199400,8.39912e-323,5.19E-272,9.45E-183,1.72E-46,3.85371e-322,1.35E-21,3.0138e-322,2.41E-230,4.05134e-322,5.20E-209,0.07456,0.780398,1.0E-323
199500,8.39912e-323,1.99E-272,4.48E-183,4.74E-47,3.85371e-322,8.94E-22,3.0138e-322,1.79E-230,4.05134e-322,3.99E-209,0.0752725,0.778108,1.0E-323
199600,8.39912e-323,7.68E-273,2.12E-183,1.31E-47,3.85371e-322,5.91E-22,3.0138e-322,1.32E-230,4.05134e-322,3.06E-209,0.0757621,0.77712,1.0E-323
199700,8.39912e-323,2.96E-273,1.01E-183,3.63E-48,3.85371e-322,3.92E-22,3.0138e-322,9.84E-231,4.05134e-322,2.35E-209,0.0767805,0.774236,1.0E-323
199800,8.39912e-323,1.15E-273,4.82E-184,1.01E-48,3.85371e-322,2.61E-22,3.0138e-322,7.32E-231,4.05134e-322,1.81E-209,0.077225,0.771425,1.0E-323
199900,8.39912e-323,4.48E-274,2.31E-184,2.84E-49,3.85371e-322,1.74E-22,3.0138e-322,5.46E-231,4.05134e-322,1.39E-209,0.0765194,0.772934,1.0E-323
200000,8.39912e-323,1.74E-274,1.11E-184,7.95E-50,3.85371e-322,1.16E-22,3.0138e-322,4.08E-231,4.05134e-322,1.07E-209,0.0767313,0.77168,1.0E-323
200100,8.39912e-323,6.80E-275,5.28E-185,2.22E-50,3.85371e-322,7.68E-23,3.0138e-322,3.04E-231,4.05134e-322,8.24E-210,0.0761868,0.771521,1.0E-323
200200,8.39912e-323,2.65E-275,2.52E-185,6.23E-51,3.85371e-322,5.11E-23,3.0138e-322,2.27E-231,4.05134e-322,6.34E-210,0.0757293,0.773378,1.0E-323
200300,8.39912e-323,1.03E-275,1.21E-185,1.74E-51,3.85371e-322,3.40E-23,3.0138e-322,1.69E-231,4.05134e-322,4.88E-210,0.0757958,0.772189,1.0E-323
200400,8.39912e-323,4.01E-276,5.77E-186,4.87E-52,3.85371e-322,2.26E-23,3.0138e-322,1.26E-231,4.05134e-322,3.76E-210,0.0756124,0.772625,1.0E-323
200500,8.39912e-323,1.56E-276,2.76E-186,1.36E-52,3.85371e-322,1.50E-23,3.0138e-322,9.37E-232,4.05134e-322,2.88E-210,0.0750809,0.774354,1.0E-323
200600,8.39912e-323,6.05E-277,1.32E-186,3.79E-53,3.85371e-322,1.00E-23,3.0138e-322,6.99E-232,4.05134e-322,2.22E-210,0.0753539,0.773808,1.0E-323
200700,8.39912e-323,2.35E-277,6.32E-187,1.06E-53,3.85371e-322,6.68E-24,3.0138e-322,5.21E-232,4.05134e-322,1.71E-210,0.0751265,0.774423,1.0E-323
