name,stra.13663,stra.13664,stra.13673,stra.13784,stra.13785,stra.13791,stra.13905,stra.13906,stra.14026,stra.14147,stra.14518,stra.14642,stra.13321
init,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05
0,6.53E-05,6.55E-05,6.14E-05,6.42E-05,6.43E-05,6.15E-05,6.29E-05,6.29E-05,6.14E-05,5.96E-05,4.94E-05,6.71E-05,7.63E-05
1,6.24E-05,6.27E-05,5.47E-05,6.02E-05,6.03E-05,5.49E-05,5.78E-05,5.78E-05,5.50E-05,5.18E-05,3.49E-05,6.59E-05,8.34E-05
2,5.96E-05,5.98E-05,4.83E-05,5.64E-05,5.65E-05,4.86E-05,5.30E-05,5.29E-05,4.91E-05,4.49E-05,2.41E-05,6.47E-05,8.91E-05
3,5.68E-05,5.70E-05,4.21E-05,5.28E-05,5.28E-05,4.27E-05,4.85E-05,4.83E-05,4.38E-05,3.87E-05,1.63E-05,6.34E-05,9.30E-05
4,5.42E-05,5.41E-05,3.64E-05,4.94E-05,4.92E-05,3.71E-05,4.43E-05,4.39E-05,3.90E-05,3.33E-05,1.08E-05,6.22E-05,9.48E-05
5,5.16E-05,5.14E-05,3.11E-05,4.62E-05,4.57E-05,3.20E-05,4.05E-05,3.99E-05,3.47E-05,2.87E-05,6.97E-06,6.09E-05,9.45E-05
6,4.91E-05,4.87E-05,2.64E-05,4.31E-05,4.24E-05,2.74E-05,3.70E-05,3.61E-05,3.08E-05,2.46E-05,4.41E-06,5.97E-05,9.23E-05
7,4.68E-05,4.60E-05,2.21E-05,4.03E-05,3.93E-05,2.32E-05,3.38E-05,3.27E-05,2.74E-05,2.11E-05,2.74E-06,5.85E-05,8.82E-05
8,4.46E-05,4.35E-05,1.83E-05,3.77E-05,3.64E-05,1.95E-05,3.10E-05,2.95E-05,2.44E-05,1.82E-05,1.67E-06,5.73E-05,8.27E-05
9,4.25E-05,4.11E-05,1.51E-05,3.53E-05,3.37E-05,1.63E-05,2.84E-05,2.67E-05,2.18E-05,1.57E-05,9.96E-07,5.61E-05,7.63E-05
10,4.06E-05,3.88E-05,1.23E-05,3.31E-05,3.12E-05,1.35E-05,2.60E-05,2.41E-05,1.95E-05,1.35E-05,5.85E-07,5.49E-05,6.92E-05
11,3.88E-05,3.66E-05,9.95E-06,3.11E-05,2.89E-05,1.11E-05,2.40E-05,2.18E-05,1.75E-05,1.17E-05,3.38E-07,5.39E-05,6.18E-05
12,3.72E-05,3.45E-05,7.99E-06,2.93E-05,2.67E-05,9.07E-06,2.21E-05,1.97E-05,1.57E-05,1.02E-05,1.93E-07,5.28E-05,5.45E-05
13,3.57E-05,3.26E-05,6.36E-06,2.77E-05,2.48E-05,7.36E-06,2.05E-05,1.79E-05,1.42E-05,8.97E-06,1.08E-07,5.19E-05,4.75E-05
14,3.43E-05,3.08E-05,5.03E-06,2.63E-05,2.30E-05,5.95E-06,1.91E-05,1.62E-05,1.29E-05,7.90E-06,6.00E-08,5.11E-05,4.10E-05
15,3.31E-05,2.91E-05,3.95E-06,2.50E-05,2.14E-05,4.78E-06,1.78E-05,1.48E-05,1.18E-05,7.01E-06,3.29E-08,5.03E-05,3.50E-05
16,3.20E-05,2.76E-05,3.09E-06,2.38E-05,1.99E-05,3.82E-06,1.67E-05,1.35E-05,1.08E-05,6.26E-06,1.78E-08,4.96E-05,2.96E-05
17,3.11E-05,2.62E-05,2.40E-06,2.29E-05,1.86E-05,3.05E-06,1.58E-05,1.23E-05,1.00E-05,5.64E-06,9.60E-09,4.90E-05,2.48E-05
18,3.03E-05,2.49E-05,1.86E-06,2.20E-05,1.74E-05,2.42E-06,1.50E-05,1.13E-05,9.32E-06,5.11E-06,5.13E-09,4.86E-05,2.07E-05
19,2.96E-05,2.37E-05,1.43E-06,2.12E-05,1.63E-05,1.91E-06,1.43E-05,1.04E-05,8.72E-06,4.66E-06,2.72E-09,4.82E-05,1.71E-05
20,2.90E-05,2.26E-05,1.10E-06,2.06E-05,1.54E-05,1.51E-06,1.36E-05,9.58E-06,8.21E-06,4.29E-06,1.43E-09,4.79E-05,1.41E-05
21,2.85E-05,2.17E-05,8.40E-07,2.01E-05,1.45E-05,1.19E-06,1.31E-05,8.87E-06,7.77E-06,3.97E-06,7.51E-10,4.78E-05,1.15E-05
22,2.81E-05,2.07E-05,6.41E-07,1.96E-05,1.37E-05,9.31E-07,1.27E-05,8.24E-06,7.39E-06,3.70E-06,3.92E-10,4.77E-05,9.39E-06
23,2.78E-05,1.99E-05,4.87E-07,1.92E-05,1.30E-05,7.29E-07,1.23E-05,7.67E-06,7.07E-06,3.47E-06,2.04E-10,4.77E-05,7.61E-06
24,2.76E-05,1.91E-05,3.69E-07,1.89E-05,1.23E-05,5.70E-07,1.20E-05,7.16E-06,6.80E-06,3.28E-06,1.06E-10,4.78E-05,6.14E-06
25,2.74E-05,1.84E-05,2.79E-07,1.87E-05,1.17E-05,4.45E-07,1.17E-05,6.70E-06,6.57E-06,3.11E-06,5.45E-11,4.80E-05,4.93E-06
26,2.74E-05,1.78E-05,2.11E-07,1.85E-05,1.12E-05,3.46E-07,1.15E-05,6.29E-06,6.38E-06,2.97E-06,2.81E-11,4.83E-05,3.94E-06
27,2.73E-05,1.72E-05,1.59E-07,1.84E-05,1.06E-05,2.69E-07,1.14E-05,5.91E-06,6.21E-06,2.85E-06,1.44E-11,4.86E-05,3.14E-06
28,2.74E-05,1.66E-05,1.19E-07,1.83E-05,1.02E-05,2.09E-07,1.12E-05,5.57E-06,6.08E-06,2.75E-06,7.41E-12,4.90E-05,2.50E-06
29,2.75E-05,1.61E-05,8.94E-08,1.83E-05,9.76E-06,1.62E-07,1.11E-05,5.26E-06,5.96E-06,2.66E-06,3.80E-12,4.94E-05,1.97E-06
30,2.76E-05,1.56E-05,6.69E-08,1.83E-05,9.36E-06,1.26E-07,1.10E-05,4.97E-06,5.87E-06,2.59E-06,1.94E-12,4.99E-05,1.56E-06
31,2.78E-05,1.51E-05,5.00E-08,1.83E-05,8.99E-06,9.71E-08,1.10E-05,4.71E-06,5.80E-06,2.52E-06,9.92E-13,5.05E-05,1.23E-06
32,2.80E-05,1.47E-05,3.73E-08,1.84E-05,8.64E-06,7.50E-08,1.10E-05,4.47E-06,5.74E-06,2.47E-06,5.06E-13,5.11E-05,9.61E-07
33,2.83E-05,1.43E-05,2.78E-08,1.85E-05,8.31E-06,5.79E-08,1.10E-05,4.24E-06,5.70E-06,2.42E-06,2.58E-13,5.17E-05,7.51E-07
34,2.86E-05,1.39E-05,2.07E-08,1.86E-05,8.01E-06,4.46E-08,1.10E-05,4.03E-06,5.67E-06,2.38E-06,1.31E-13,5.24E-05,5.86E-07
35,2.89E-05,1.35E-05,1.53E-08,1.88E-05,7.72E-06,3.44E-08,1.10E-05,3.84E-06,5.65E-06,2.35E-06,6.68E-14,5.32E-05,4.55E-07
36,2.93E-05,1.32E-05,1.14E-08,1.90E-05,7.45E-06,2.64E-08,1.11E-05,3.66E-06,5.64E-06,2.33E-06,3.40E-14,5.39E-05,3.53E-07
37,2.97E-05,1.28E-05,8.42E-09,1.92E-05,7.19E-06,2.03E-08,1.12E-05,3.49E-06,5.64E-06,2.31E-06,1.72E-14,5.47E-05,2.73E-07
38,3.01E-05,1.25E-05,6.23E-09,1.94E-05,6.95E-06,1.56E-08,1.12E-05,3.33E-06,5.65E-06,2.29E-06,8.75E-15,5.56E-05,2.11E-07
39,3.06E-05,1.22E-05,4.60E-09,1.96E-05,6.71E-06,1.20E-08,1.13E-05,3.18E-06,5.67E-06,2.28E-06,4.44E-15,5.64E-05,1.62E-07
40,3.11E-05,1.19E-05,3.39E-09,1.99E-05,6.49E-06,9.16E-09,1.15E-05,3.03E-06,5.70E-06,2.27E-06,2.25E-15,5.73E-05,1.25E-07
41,3.16E-05,1.16E-05,2.50E-09,2.02E-05,6.28E-06,7.02E-09,1.16E-05,2.90E-06,5.73E-06,2.27E-06,1.14E-15,5.83E-05,9.57E-08
42,3.22E-05,1.13E-05,1.84E-09,2.05E-05,6.08E-06,5.37E-09,1.17E-05,2.77E-06,5.77E-06,2.27E-06,5.78E-16,5.92E-05,7.32E-08
43,3.27E-05,1.11E-05,1.35E-09,2.08E-05,5.89E-06,4.11E-09,1.19E-05,2.66E-06,5.82E-06,2.27E-06,2.93E-16,6.02E-05,5.59E-08
44,3.33E-05,1.08E-05,9.95E-10,2.12E-05,5.70E-06,3.14E-09,1.20E-05,2.54E-06,5.87E-06,2.28E-06,1.48E-16,6.12E-05,4.26E-08
45,3.40E-05,1.06E-05,7.31E-10,2.15E-05,5.52E-06,2.40E-09,1.22E-05,2.44E-06,5.93E-06,2.28E-06,7.51E-17,6.23E-05,3.24E-08
46,3.46E-05,1.03E-05,5.36E-10,2.19E-05,5.35E-06,1.83E-09,1.24E-05,2.33E-06,5.99E-06,2.29E-06,3.80E-17,6.33E-05,2.46E-08
47,3.53E-05,1.01E-05,3.93E-10,2.23E-05,5.19E-06,1.40E-09,1.26E-05,2.24E-06,6.06E-06,2.31E-06,1.92E-17,6.44E-05,1.86E-08
48,3.60E-05,9.85E-06,2.88E-10,2.27E-05,5.03E-06,1.06E-09,1.28E-05,2.15E-06,6.14E-06,2.32E-06,9.74E-18,6.55E-05,1.41E-08
49,3.68E-05,9.63E-06,2.11E-10,2.31E-05,4.88E-06,8.11E-10,1.30E-05,2.06E-06,6.22E-06,2.34E-06,4.93E-18,6.67E-05,1.06E-08
50,3.75E-05,9.42E-06,1.54E-10,2.36E-05,4.74E-06,6.18E-10,1.32E-05,1.98E-06,6.31E-06,2.36E-06,2.50E-18,6.78E-05,8.03E-09
51,3.83E-05,9.21E-06,1.13E-10,2.40E-05,4.60E-06,4.70E-10,1.34E-05,1.90E-06,6.40E-06,2.38E-06,1.27E-18,6.90E-05,6.05E-09
52,3.91E-05,9.01E-06,8.23E-11,2.45E-05,4.47E-06,3.58E-10,1.37E-05,1.82E-06,6.49E-06,2.40E-06,6.41E-19,7.03E-05,4.55E-09
53,4.00E-05,8.82E-06,6.01E-11,2.50E-05,4.34E-06,2.73E-10,1.40E-05,1.75E-06,6.60E-06,2.43E-06,3.25E-19,7.15E-05,3.42E-09
54,4.09E-05,8.63E-06,4.39E-11,2.56E-05,4.21E-06,2.07E-10,1.42E-05,1.69E-06,6.70E-06,2.46E-06,1.65E-19,7.28E-05,2.56E-09
55,4.18E-05,8.44E-06,3.21E-11,2.61E-05,4.09E-06,1.58E-10,1.45E-05,1.62E-06,6.82E-06,2.49E-06,8.35E-20,7.41E-05,1.92E-09
56,4.27E-05,8.27E-06,2.34E-11,2.67E-05,3.98E-06,1.20E-10,1.48E-05,1.56E-06,6.94E-06,2.52E-06,4.24E-20,7.54E-05,1.44E-09
57,4.37E-05,8.10E-06,1.71E-11,2.73E-05,3.87E-06,9.14E-11,1.51E-05,1.50E-06,7.06E-06,2.55E-06,2.15E-20,7.68E-05,1.07E-09
58,4.47E-05,7.93E-06,1.24E-11,2.79E-05,3.76E-06,6.95E-11,1.54E-05,1.44E-06,7.19E-06,2.59E-06,1.09E-20,7.82E-05,8.01E-10
59,4.58E-05,7.77E-06,9.07E-12,2.85E-05,3.66E-06,5.29E-11,1.57E-05,1.39E-06,7.33E-06,2.63E-06,5.55E-21,7.96E-05,5.97E-10
60,4.69E-05,7.61E-06,6.62E-12,2.92E-05,3.56E-06,4.02E-11,1.61E-05,1.34E-06,7.47E-06,2.67E-06,2.82E-21,8.11E-05,4.45E-10
61,4.80E-05,7.46E-06,4.82E-12,2.99E-05,3.47E-06,3.06E-11,1.64E-05,1.29E-06,7.62E-06,2.71E-06,1.44E-21,8.26E-05,3.31E-10
62,4.92E-05,7.31E-06,3.52E-12,3.06E-05,3.38E-06,2.33E-11,1.68E-05,1.25E-06,7.77E-06,2.75E-06,7.32E-22,8.41E-05,2.46E-10
63,5.04E-05,7.17E-06,2.56E-12,3.13E-05,3.29E-06,1.77E-11,1.72E-05,1.20E-06,7.93E-06,2.80E-06,3.73E-22,8.57E-05,1.83E-10
64,5.17E-05,7.04E-06,1.87E-12,3.21E-05,3.20E-06,1.35E-11,1.76E-05,1.16E-06,8.10E-06,2.85E-06,1.91E-22,8.73E-05,1.36E-10
65,5.30E-05,6.90E-06,1.36E-12,3.29E-05,3.12E-06,1.03E-11,1.80E-05,1.12E-06,8.28E-06,2.90E-06,9.74E-23,8.89E-05,1.01E-10
66,5.43E-05,6.78E-06,9.94E-13,3.37E-05,3.05E-06,7.81E-12,1.84E-05,1.08E-06,8.46E-06,2.96E-06,4.98E-23,9.06E-05,7.47E-11
67,5.57E-05,6.65E-06,7.25E-13,3.45E-05,2.97E-06,5.95E-12,1.89E-05,1.04E-06,8.65E-06,3.01E-06,2.55E-23,9.23E-05,5.53E-11
68,5.72E-05,6.53E-06,5.29E-13,3.54E-05,2.90E-06,4.53E-12,1.94E-05,1.01E-06,8.85E-06,3.07E-06,1.31E-23,9.41E-05,4.10E-11
69,5.87E-05,6.42E-06,3.86E-13,3.64E-05,2.83E-06,3.45E-12,1.99E-05,9.76E-07,9.06E-06,3.13E-06,6.71E-24,9.59E-05,3.03E-11
70,6.02E-05,6.31E-06,2.82E-13,3.73E-05,2.76E-06,2.63E-12,2.04E-05,9.44E-07,9.27E-06,3.20E-06,3.45E-24,9.77E-05,2.24E-11
71,6.19E-05,6.20E-06,2.06E-13,3.83E-05,2.70E-06,2.01E-12,2.09E-05,9.14E-07,9.50E-06,3.27E-06,1.78E-24,9.96E-05,1.66E-11
72,6.36E-05,6.10E-06,1.51E-13,3.93E-05,2.64E-06,1.53E-12,2.14E-05,8.85E-07,9.73E-06,3.34E-06,9.15E-25,0.000101528,1.22E-11
73,6.53E-05,6.00E-06,1.10E-13,4.04E-05,2.58E-06,1.17E-12,2.20E-05,8.57E-07,9.98E-06,3.41E-06,4.72E-25,0.000103509,9.04E-12
74,6.71E-05,5.90E-06,8.05E-14,4.15E-05,2.52E-06,8.95E-13,2.26E-05,8.31E-07,1.02E-05,3.49E-06,2.44E-25,0.00010554,6.67E-12
75,6.90E-05,5.81E-06,5.89E-14,4.27E-05,2.47E-06,6.84E-13,2.32E-05,8.06E-07,1.05E-05,3.57E-06,1.26E-25,0.000107623,4.92E-12
76,7.10E-05,5.73E-06,4.31E-14,4.39E-05,2.42E-06,5.23E-13,2.39E-05,7.82E-07,1.08E-05,3.65E-06,6.56E-26,0.000109761,3.63E-12
77,7.30E-05,5.64E-06,3.16E-14,4.52E-05,2.37E-06,4.01E-13,2.46E-05,7.59E-07,1.11E-05,3.74E-06,3.41E-26,0.000111954,2.68E-12
78,7.51E-05,5.56E-06,2.32E-14,4.65E-05,2.32E-06,3.07E-13,2.53E-05,7.37E-07,1.14E-05,3.84E-06,1.77E-26,0.000114206,1.98E-12
79,7.74E-05,5.49E-06,1.70E-14,4.79E-05,2.28E-06,2.35E-13,2.60E-05,7.16E-07,1.17E-05,3.93E-06,9.25E-27,0.000116519,1.46E-12
80,7.97E-05,5.41E-06,1.25E-14,4.93E-05,2.23E-06,1.80E-13,2.68E-05,6.97E-07,1.20E-05,4.03E-06,4.83E-27,0.000118894,1.07E-12
81,8.21E-05,5.34E-06,9.18E-15,5.08E-05,2.19E-06,1.39E-13,2.76E-05,6.78E-07,1.24E-05,4.14E-06,2.53E-27,0.000121335,7.92E-13
82,8.46E-05,5.28E-06,6.75E-15,5.24E-05,2.15E-06,1.07E-13,2.84E-05,6.60E-07,1.27E-05,4.25E-06,1.33E-27,0.000123844,5.84E-13
83,8.72E-05,5.22E-06,4.97E-15,5.40E-05,2.11E-06,8.20E-14,2.93E-05,6.43E-07,1.31E-05,4.37E-06,6.97E-28,0.000126423,4.30E-13
84,8.99E-05,5.16E-06,3.66E-15,5.57E-05,2.08E-06,6.31E-14,3.02E-05,6.27E-07,1.35E-05,4.49E-06,3.67E-28,0.000129077,3.17E-13
85,9.27E-05,5.10E-06,2.70E-15,5.75E-05,2.05E-06,4.86E-14,3.12E-05,6.12E-07,1.39E-05,4.62E-06,1.94E-28,0.000131808,2.34E-13
86,9.57E-05,5.05E-06,1.99E-15,5.93E-05,2.01E-06,3.75E-14,3.22E-05,5.97E-07,1.44E-05,4.76E-06,1.03E-28,0.000134618,1.72E-13
87,9.88E-05,5.00E-06,1.47E-15,6.13E-05,1.98E-06,2.90E-14,3.32E-05,5.84E-07,1.48E-05,4.90E-06,5.45E-29,0.000137513,1.27E-13
88,0.000102042,4.96E-06,1.09E-15,6.33E-05,1.96E-06,2.24E-14,3.43E-05,5.71E-07,1.53E-05,5.05E-06,2.90E-29,0.000140495,9.37E-14
89,0.000105431,4.91E-06,8.08E-16,6.55E-05,1.93E-06,1.74E-14,3.55E-05,5.59E-07,1.58E-05,5.21E-06,1.54E-29,0.000143568,6.91E-14
90,0.000108977,4.88E-06,6.00E-16,6.77E-05,1.91E-06,1.35E-14,3.67E-05,5.47E-07,1.64E-05,5.37E-06,8.26E-30,0.000146737,5.10E-14
91,0.00011269,4.84E-06,4.45E-16,7.00E-05,1.88E-06,1.04E-14,3.80E-05,5.36E-07,1.69E-05,5.55E-06,4.43E-30,0.000150005,3.76E-14
92,0.00011658,4.81E-06,3.31E-16,7.25E-05,1.86E-06,8.12E-15,3.93E-05,5.26E-07,1.75E-05,5.73E-06,2.38E-30,0.000153378,2.77E-14
93,0.000120659,4.78E-06,2.47E-16,7.51E-05,1.84E-06,6.32E-15,4.07E-05,5.16E-07,1.81E-05,5.93E-06,1.28E-30,0.00015686,2.05E-14
94,0.000124937,4.76E-06,1.84E-16,7.78E-05,1.82E-06,4.93E-15,4.22E-05,5.07E-07,1.88E-05,6.13E-06,6.94E-31,0.000160456,1.51E-14
95,0.000129429,4.74E-06,1.37E-16,8.07E-05,1.81E-06,3.84E-15,4.38E-05,4.99E-07,1.95E-05,6.35E-06,3.76E-31,0.000164173,1.12E-14
96,0.000134147,4.72E-06,1.03E-16,8.37E-05,1.79E-06,3.01E-15,4.54E-05,4.91E-07,2.02E-05,6.58E-06,2.05E-31,0.000168015,8.27E-15
97,0.000139107,4.71E-06,7.71E-17,8.69E-05,1.78E-06,2.35E-15,4.72E-05,4.84E-07,2.10E-05,6.82E-06,1.12E-31,0.00017199,6.11E-15
98,0.000144325,4.70E-06,5.79E-17,9.02E-05,1.77E-06,1.85E-15,4.90E-05,4.78E-07,2.18E-05,7.08E-06,6.12E-32,0.000176104,4.53E-15
99,0.000149818,4.70E-06,4.35E-17,9.37E-05,1.76E-06,1.45E-15,5.10E-05,4.72E-07,2.27E-05,7.35E-06,3.36E-32,0.000180364,3.35E-15
100,0.000155605,4.70E-06,3.28E-17,9.74E-05,1.75E-06,1.14E-15,5.30E-05,4.66E-07,2.36E-05,7.64E-06,1.86E-32,0.000184779,2.48E-15
101,0.000161707,4.70E-06,2.47E-17,0.000101374,1.75E-06,9.00E-16,5.52E-05,4.61E-07,2.46E-05,7.95E-06,1.03E-32,0.000189355,1.84E-15
102,0.000168146,4.71E-06,1.87E-17,0.000105533,1.74E-06,7.11E-16,5.75E-05,4.57E-07,2.56E-05,8.28E-06,5.71E-33,0.000194102,1.37E-15
103,0.000174947,4.72E-06,1.42E-17,0.000109936,1.74E-06,5.63E-16,6.00E-05,4.54E-07,2.67E-05,8.63E-06,3.18E-33,0.00019903,1.01E-15
104,0.000182136,4.74E-06,1.08E-17,0.000114602,1.74E-06,4.46E-16,6.26E-05,4.51E-07,2.79E-05,9.00E-06,1.78E-33,0.000204149,7.54E-16
105,0.000189743,4.76E-06,8.19E-18,0.00011955,1.74E-06,3.55E-16,6.53E-05,4.48E-07,2.91E-05,9.40E-06,1.00E-33,0.00020947,5.61E-16
106,0.0001978,4.79E-06,6.25E-18,0.000124803,1.75E-06,2.83E-16,6.83E-05,4.46E-07,3.04E-05,9.82E-06,5.67E-34,0.000215004,4.18E-16
107,0.000206341,4.82E-06,4.78E-18,0.000130387,1.75E-06,2.26E-16,7.14E-05,4.45E-07,3.19E-05,1.03E-05,3.22E-34,0.000220764,3.11E-16
108,0.000215405,4.86E-06,3.66E-18,0.000136328,1.76E-06,1.81E-16,7.48E-05,4.44E-07,3.34E-05,1.08E-05,1.83E-34,0.000226765,2.32E-16
109,0.000225033,4.91E-06,2.81E-18,0.000142656,1.77E-06,1.45E-16,7.83E-05,4.44E-07,3.50E-05,1.13E-05,1.05E-34,0.000233021,1.74E-16
110,0.000235274,4.96E-06,2.17E-18,0.000149405,1.79E-06,1.17E-16,8.22E-05,4.45E-07,3.67E-05,1.18E-05,6.04E-35,0.000239548,1.30E-16
111,0.000246177,5.02E-06,1.67E-18,0.000156611,1.80E-06,9.40E-17,8.63E-05,4.46E-07,3.86E-05,1.24E-05,3.49E-35,0.000246365,9.72E-17
112,0.000257799,5.09E-06,1.30E-18,0.000164315,1.82E-06,7.60E-17,9.06E-05,4.48E-07,4.06E-05,1.31E-05,2.03E-35,0.00025349,7.29E-17
113,0.000270204,5.17E-06,1.01E-18,0.000172562,1.84E-06,6.16E-17,9.53E-05,4.51E-07,4.28E-05,1.38E-05,1.19E-35,0.000260944,5.47E-17
114,0.000283462,5.25E-06,7.86E-19,0.000181403,1.87E-06,5.01E-17,0.000100407,4.55E-07,4.51E-05,1.45E-05,6.98E-36,0.00026875,4.12E-17
115,0.000297649,5.35E-06,6.15E-19,0.000190895,1.90E-06,4.09E-17,0.000105856,4.60E-07,4.76E-05,1.54E-05,4.12E-36,0.000276933,3.10E-17
116,0.000312852,5.45E-06,4.82E-19,0.0002011,1.93E-06,3.35E-17,0.000111732,4.65E-07,5.03E-05,1.62E-05,2.45E-36,0.000285521,2.34E-17
117,0.000329169,5.57E-06,3.80E-19,0.00021209,1.97E-06,2.75E-17,0.00011808,4.72E-07,5.33E-05,1.72E-05,1.47E-36,0.000294543,1.77E-17
118,0.000346708,5.70E-06,3.00E-19,0.000223944,2.01E-06,2.27E-17,0.000124949,4.79E-07,5.65E-05,1.83E-05,8.84E-37,0.000304033,1.34E-17
119,0.00036559,5.84E-06,2.38E-19,0.000236751,2.06E-06,1.88E-17,0.000132396,4.88E-07,5.99E-05,1.94E-05,5.36E-37,0.000314028,1.02E-17
120,0.000385953,6.00E-06,1.90E-19,0.000250615,2.11E-06,1.56E-17,0.000140486,4.98E-07,6.37E-05,2.07E-05,3.27E-37,0.000324567,7.73E-18
121,0.000407952,6.18E-06,1.52E-19,0.00026565,2.17E-06,1.30E-17,0.00014929,5.10E-07,6.79E-05,2.20E-05,2.01E-37,0.000335697,5.89E-18
122,0.000431762,6.37E-06,1.22E-19,0.000281987,2.23E-06,1.09E-17,0.000158893,5.23E-07,7.24E-05,2.35E-05,1.25E-37,0.000347467,4.50E-18
123,0.000457583,6.59E-06,9.84E-20,0.000299776,2.31E-06,9.15E-18,0.00016939,5.38E-07,7.74E-05,2.52E-05,7.78E-38,0.000359932,3.44E-18
124,0.000485642,6.82E-06,7.98E-20,0.000319189,2.39E-06,7.73E-18,0.00018089,5.55E-07,8.28E-05,2.70E-05,4.90E-38,0.000373156,2.64E-18
125,0.0005162,7.09E-06,6.50E-20,0.000340422,2.48E-06,6.56E-18,0.000193521,5.74E-07,8.88E-05,2.90E-05,3.11E-38,0.000387208,2.03E-18
126,0.000549556,7.38E-06,5.33E-20,0.000363704,2.58E-06,5.60E-18,0.000207429,5.96E-07,9.55E-05,3.13E-05,1.99E-38,0.000402167,1.57E-18
127,0.000586052,7.71E-06,4.39E-20,0.000389298,2.69E-06,4.80E-18,0.000222785,6.20E-07,0.000102887,3.38E-05,1.29E-38,0.000418122,1.22E-18
128,0.000626088,8.08E-06,3.64E-20,0.000417509,2.82E-06,4.14E-18,0.00023979,6.47E-07,0.000111101,3.66E-05,8.41E-39,0.000435174,9.44E-19
129,0.000670125,8.49E-06,3.03E-20,0.000448696,2.97E-06,3.59E-18,0.000258677,6.78E-07,0.000120266,3.97E-05,5.54E-39,0.000453438,7.36E-19
130,0.000718704,8.95E-06,2.55E-20,0.000483276,3.13E-06,3.14E-18,0.000279722,7.14E-07,0.000130527,4.32E-05,3.69E-39,0.000473045,5.76E-19
131,0.000772456,9.46E-06,2.15E-20,0.000521746,3.31E-06,2.76E-18,0.000303253,7.54E-07,0.000142057,4.72E-05,2.49E-39,0.000494146,4.52E-19
132,0.000832126,1.00E-05,1.83E-20,0.000564689,3.52E-06,2.44E-18,0.00032966,8.00E-07,0.000155062,5.17E-05,1.70E-39,0.000516914,3.57E-19
133,0.000898596,1.07E-05,1.57E-20,0.000612804,3.76E-06,2.17E-18,0.00035941,8.52E-07,0.000169792,5.68E-05,1.17E-39,0.00054155,2.83E-19
134,0.000972916,1.15E-05,1.36E-20,0.000666926,4.03E-06,1.95E-18,0.000393066,9.13E-07,0.000186549,6.27E-05,8.19E-40,0.000568287,2.25E-19
135,0.00105634,1.23E-05,1.19E-20,0.000728061,4.34E-06,1.77E-18,0.000431309,9.82E-07,0.0002057,6.94E-05,5.81E-40,0.000597399,1.80E-19
136,0.0011504,1.33E-05,1.05E-20,0.000797432,4.70E-06,1.62E-18,0.000474972,1.06E-06,0.000227698,7.72E-05,4.18E-40,0.000629207,1.45E-19
137,0.00125691,1.45E-05,9.30E-21,0.000876532,5.12E-06,1.49E-18,0.00052508,1.16E-06,0.000253103,8.63E-05,3.05E-40,0.000664092,1.18E-19
138,0.00137814,1.58E-05,8.36E-21,0.000967196,5.61E-06,1.39E-18,0.000582902,1.27E-06,0.000282611,9.69E-05,2.27E-40,0.000702507,9.58E-20
139,0.00151684,1.74E-05,7.60E-21,0.0010717,6.19E-06,1.31E-18,0.000650021,1.40E-06,0.0003171,0.00010932,1.71E-40,0.000744995,7.87E-20
140,0.00167646,1.92E-05,7.00E-21,0.0011929,6.87E-06,1.25E-18,0.000728434,1.56E-06,0.000357684,0.000124081,1.32E-40,0.000792212,6.51E-20
141,0.00186129,2.14E-05,6.53E-21,0.00133439,7.69E-06,1.21E-18,0.000820679,1.74E-06,0.000405787,0.000141709,1.03E-40,0.000844957,5.43E-20
142,0.00207677,2.40E-05,6.18E-21,0.00150075,8.67E-06,1.18E-18,0.000930016,1.97E-06,0.000463255,0.000162936,8.29E-41,0.000904208,4.58E-20
143,0.00232983,2.72E-05,5.94E-21,0.00169789,9.87E-06,1.17E-18,0.00106068,2.25E-06,0.000532502,0.000188727,6.80E-41,0.000971177,3.89E-20
144,0.00262941,3.11E-05,5.80E-21,0.00193347,1.14E-05,1.18E-18,0.00121821,2.59E-06,0.000616723,0.00022037,5.71E-41,0.00104737,3.35E-20
145,0.00298715,3.59E-05,5.77E-21,0.00221759,1.32E-05,1.21E-18,0.00141,3.02E-06,0.0007202,0.000259607,4.93E-41,0.0011347,2.91E-20
146,0.00341839,4.20E-05,5.86E-21,0.00256372,1.55E-05,1.27E-18,0.00164596,3.56E-06,0.000848745,0.000308825,4.37E-41,0.00123558,2.57E-20
147,0.00394359,4.96E-05,6.07E-21,0.00298999,1.85E-05,1.36E-18,0.0019396,4.26E-06,0.00101036,0.000371342,4.00E-41,0.00135311,2.30E-20
148,0.00459034,5.94E-05,6.45E-21,0.00352117,2.23E-05,1.48E-18,0.00230958,5.18E-06,0.00121619,0.000451836,3.78E-41,0.00149129,2.10E-20
149,0.00539622,7.23E-05,7.03E-21,0.00419147,2.74E-05,1.66E-18,0.00278199,6.40E-06,0.00148204,0.000557001,3.71E-41,0.00165534,1.94E-20
150,0.00641299,8.94E-05,7.88E-21,0.00504869,3.42E-05,1.91E-18,0.00339375,8.04E-06,0.00183052,0.000696548,3.78E-41,0.00185209,1.84E-20
