Strategy_Type,p1,p2,p3,p4
stra.662,0.01,0.5,0.5,0.1
stra.663,0.01,0.5,0.5,0.2
stra.664,0.01,0.5,0.5,0.3
stra.665,0.01,0.5,0.5,0.4
stra.666,0.01,0.5,0.5,0.5
stra.667,0.01,0.5,0.5,0.6
stra.668,0.01,0.5,0.5,0.7
stra.669,0.01,0.5,0.5,0.8
stra.670,0.01,0.5,0.5,0.9
stra.671,0.01,0.5,0.5,0.99
stra.672,0.01,0.5,0.6,0.01
stra.673,0.01,0.5,0.6,0.1
stra.674,0.01,0.5,0.6,0.2
stra.675,0.01,0.5,0.6,0.3
stra.676,0.01,0.5,0.6,0.4
stra.677,0.01,0.5,0.6,0.5
stra.678,0.01,0.5,0.6,0.6
stra.679,0.01,0.5,0.6,0.7
stra.680,0.01,0.5,0.6,0.8
stra.681,0.01,0.5,0.6,0.9
stra.682,0.01,0.5,0.6,0.99
stra.683,0.01,0.5,0.7,0.01
stra.684,0.01,0.5,0.7,0.1
stra.685,0.01,0.5,0.7,0.2
stra.686,0.01,0.5,0.7,0.3
stra.687,0.01,0.5,0.7,0.4
stra.688,0.01,0.5,0.7,0.5
stra.689,0.01,0.5,0.7,0.6
stra.690,0.01,0.5,0.7,0.7
stra.691,0.01,0.5,0.7,0.8
stra.692,0.01,0.5,0.7,0.9
stra.693,0.01,0.5,0.7,0.99
stra.694,0.01,0.5,0.8,0.01
stra.695,0.01,0.5,0.8,0.1
stra.696,0.01,0.5,0.8,0.2
stra.697,0.01,0.5,0.8,0.3
stra.698,0.01,0.5,0.8,0.4
stra.699,0.01,0.5,0.8,0.5
stra.700,0.01,0.5,0.8,0.6
stra.701,0.01,0.5,0.8,0.7
stra.702,0.01,0.5,0.8,0.8
stra.703,0.01,0.5,0.8,0.9
stra.704,0.01,0.5,0.8,0.99
stra.705,0.01,0.5,0.9,0.01
stra.706,0.01,0.5,0.9,0.1
stra.707,0.01,0.5,0.9,0.2
stra.708,0.01,0.5,0.9,0.3
stra.709,0.01,0.5,0.9,0.4
stra.710,0.01,0.5,0.9,0.5
stra.711,0.01,0.5,0.9,0.6
stra.712,0.01,0.5,0.9,0.7
stra.713,0.01,0.5,0.9,0.8
stra.714,0.01,0.5,0.9,0.9
stra.715,0.01,0.5,0.9,0.99
stra.716,0.01,0.5,0.99,0.01
stra.717,0.01,0.5,0.99,0.1
stra.718,0.01,0.5,0.99,0.2
stra.719,0.01,0.5,0.99,0.3
stra.720,0.01,0.5,0.99,0.4
stra.721,0.01,0.5,0.99,0.5
stra.722,0.01,0.5,0.99,0.6
stra.723,0.01,0.5,0.99,0.7
stra.724,0.01,0.5,0.99,0.8
stra.725,0.01,0.5,0.99,0.9
stra.726,0.01,0.5,0.99,0.99
stra.727,0.01,0.6,0.01,0.01
stra.728,0.01,0.6,0.01,0.1
stra.729,0.01,0.6,0.01,0.2
stra.730,0.01,0.6,0.01,0.3
stra.731,0.01,0.6,0.01,0.4
stra.732,0.01,0.6,0.01,0.5
stra.733,0.01,0.6,0.01,0.6
stra.734,0.01,0.6,0.01,0.7
stra.735,0.01,0.6,0.01,0.8
stra.736,0.01,0.6,0.01,0.9
stra.737,0.01,0.6,0.01,0.99
stra.738,0.01,0.6,0.1,0.01
stra.739,0.01,0.6,0.1,0.1
stra.740,0.01,0.6,0.1,0.2
stra.741,0.01,0.6,0.1,0.3
stra.742,0.01,0.6,0.1,0.4
stra.743,0.01,0.6,0.1,0.5
stra.744,0.01,0.6,0.1,0.6
stra.745,0.01,0.6,0.1,0.7
stra.746,0.01,0.6,0.1,0.8
stra.747,0.01,0.6,0.1,0.9
stra.748,0.01,0.6,0.1,0.99
stra.749,0.01,0.6,0.2,0.01
stra.750,0.01,0.6,0.2,0.1
stra.751,0.01,0.6,0.2,0.2
stra.752,0.01,0.6,0.2,0.3
stra.753,0.01,0.6,0.2,0.4
stra.754,0.01,0.6,0.2,0.5
stra.755,0.01,0.6,0.2,0.6
stra.756,0.01,0.6,0.2,0.7
stra.757,0.01,0.6,0.2,0.8
stra.758,0.01,0.6,0.2,0.9
stra.759,0.01,0.6,0.2,0.99
stra.760,0.01,0.6,0.3,0.01
stra.761,0.01,0.6,0.3,0.1
stra.762,0.01,0.6,0.3,0.2
stra.763,0.01,0.6,0.3,0.3
stra.764,0.01,0.6,0.3,0.4
stra.765,0.01,0.6,0.3,0.5
stra.766,0.01,0.6,0.3,0.6
stra.767,0.01,0.6,0.3,0.7
stra.768,0.01,0.6,0.3,0.8
stra.769,0.01,0.6,0.3,0.9
stra.770,0.01,0.6,0.3,0.99
stra.771,0.01,0.6,0.4,0.01
stra.772,0.01,0.6,0.4,0.1
stra.773,0.01,0.6,0.4,0.2
stra.774,0.01,0.6,0.4,0.3
stra.775,0.01,0.6,0.4,0.4
stra.776,0.01,0.6,0.4,0.5
stra.777,0.01,0.6,0.4,0.6
stra.778,0.01,0.6,0.4,0.7
stra.779,0.01,0.6,0.4,0.8
stra.780,0.01,0.6,0.4,0.9
stra.781,0.01,0.6,0.4,0.99
stra.782,0.01,0.6,0.5,0.01
stra.783,0.01,0.6,0.5,0.1
stra.784,0.01,0.6,0.5,0.2
stra.785,0.01,0.6,0.5,0.3
stra.786,0.01,0.6,0.5,0.4
stra.787,0.01,0.6,0.5,0.5
stra.788,0.01,0.6,0.5,0.6
stra.789,0.01,0.6,0.5,0.7
stra.790,0.01,0.6,0.5,0.8
stra.791,0.01,0.6,0.5,0.9
stra.792,0.01,0.6,0.5,0.99
stra.793,0.01,0.6,0.6,0.01
stra.794,0.01,0.6,0.6,0.1
stra.795,0.01,0.6,0.6,0.2
stra.796,0.01,0.6,0.6,0.3
stra.797,0.01,0.6,0.6,0.4
stra.798,0.01,0.6,0.6,0.5
stra.799,0.01,0.6,0.6,0.6
stra.800,0.01,0.6,0.6,0.7
stra.801,0.01,0.6,0.6,0.8
stra.802,0.01,0.6,0.6,0.9
stra.803,0.01,0.6,0.6,0.99
stra.804,0.01,0.6,0.7,0.01
stra.805,0.01,0.6,0.7,0.1
stra.806,0.01,0.6,0.7,0.2
stra.807,0.01,0.6,0.7,0.3
stra.808,0.01,0.6,0.7,0.4
stra.809,0.01,0.6,0.7,0.5
stra.810,0.01,0.6,0.7,0.6
stra.811,0.01,0.6,0.7,0.7
stra.812,0.01,0.6,0.7,0.8
stra.813,0.01,0.6,0.7,0.9
stra.814,0.01,0.6,0.7,0.99
stra.815,0.01,0.6,0.8,0.01
stra.816,0.01,0.6,0.8,0.1
stra.817,0.01,0.6,0.8,0.2
stra.818,0.01,0.6,0.8,0.3
stra.819,0.01,0.6,0.8,0.4
stra.820,0.01,0.6,0.8,0.5
stra.821,0.01,0.6,0.8,0.6
stra.822,0.01,0.6,0.8,0.7
stra.823,0.01,0.6,0.8,0.8
stra.824,0.01,0.6,0.8,0.9
stra.825,0.01,0.6,0.8,0.99
stra.826,0.01,0.6,0.9,0.01
stra.827,0.01,0.6,0.9,0.1
stra.828,0.01,0.6,0.9,0.2
stra.829,0.01,0.6,0.9,0.3
stra.830,0.01,0.6,0.9,0.4
stra.831,0.01,0.6,0.9,0.5
stra.832,0.01,0.6,0.9,0.6
stra.833,0.01,0.6,0.9,0.7
stra.834,0.01,0.6,0.9,0.8
stra.835,0.01,0.6,0.9,0.9
stra.836,0.01,0.6,0.9,0.99
stra.837,0.01,0.6,0.99,0.01
stra.838,0.01,0.6,0.99,0.1
stra.839,0.01,0.6,0.99,0.2
stra.840,0.01,0.6,0.99,0.3
stra.841,0.01,0.6,0.99,0.4
stra.842,0.01,0.6,0.99,0.5
stra.843,0.01,0.6,0.99,0.6
stra.844,0.01,0.6,0.99,0.7
stra.845,0.01,0.6,0.99,0.8
stra.846,0.01,0.6,0.99,0.9
stra.847,0.01,0.6,0.99,0.99
stra.848,0.01,0.7,0.01,0.01
stra.849,0.01,0.7,0.01,0.1
stra.850,0.01,0.7,0.01,0.2
stra.851,0.01,0.7,0.01,0.3
stra.852,0.01,0.7,0.01,0.4
stra.853,0.01,0.7,0.01,0.5
stra.854,0.01,0.7,0.01,0.6
stra.855,0.01,0.7,0.01,0.7
stra.856,0.01,0.7,0.01,0.8
stra.857,0.01,0.7,0.01,0.9
stra.858,0.01,0.7,0.01,0.99
stra.859,0.01,0.7,0.1,0.01
stra.860,0.01,0.7,0.1,0.1
stra.861,0.01,0.7,0.1,0.2
stra.862,0.01,0.7,0.1,0.3
stra.863,0.01,0.7,0.1,0.4
stra.864,0.01,0.7,0.1,0.5
stra.865,0.01,0.7,0.1,0.6
stra.866,0.01,0.7,0.1,0.7
stra.867,0.01,0.7,0.1,0.8
stra.868,0.01,0.7,0.1,0.9
stra.869,0.01,0.7,0.1,0.99
stra.870,0.01,0.7,0.2,0.01
stra.871,0.01,0.7,0.2,0.1
stra.872,0.01,0.7,0.2,0.2
stra.873,0.01,0.7,0.2,0.3
stra.874,0.01,0.7,0.2,0.4
stra.875,0.01,0.7,0.2,0.5
stra.876,0.01,0.7,0.2,0.6
stra.877,0.01,0.7,0.2,0.7
stra.878,0.01,0.7,0.2,0.8
stra.879,0.01,0.7,0.2,0.9
stra.880,0.01,0.7,0.2,0.99
stra.881,0.01,0.7,0.3,0.01
stra.882,0.01,0.7,0.3,0.1
stra.883,0.01,0.7,0.3,0.2
stra.884,0.01,0.7,0.3,0.3
stra.885,0.01,0.7,0.3,0.4
stra.886,0.01,0.7,0.3,0.5
stra.887,0.01,0.7,0.3,0.6
stra.888,0.01,0.7,0.3,0.7
stra.889,0.01,0.7,0.3,0.8
stra.890,0.01,0.7,0.3,0.9
stra.891,0.01,0.7,0.3,0.99
stra.892,0.01,0.7,0.4,0.01
stra.893,0.01,0.7,0.4,0.1
stra.894,0.01,0.7,0.4,0.2
stra.895,0.01,0.7,0.4,0.3
stra.896,0.01,0.7,0.4,0.4
stra.897,0.01,0.7,0.4,0.5
stra.898,0.01,0.7,0.4,0.6
stra.899,0.01,0.7,0.4,0.7
stra.900,0.01,0.7,0.4,0.8
stra.901,0.01,0.7,0.4,0.9
stra.902,0.01,0.7,0.4,0.99
stra.903,0.01,0.7,0.5,0.01
stra.904,0.01,0.7,0.5,0.1
stra.905,0.01,0.7,0.5,0.2
stra.906,0.01,0.7,0.5,0.3
stra.907,0.01,0.7,0.5,0.4
stra.908,0.01,0.7,0.5,0.5
stra.909,0.01,0.7,0.5,0.6
stra.910,0.01,0.7,0.5,0.7
stra.911,0.01,0.7,0.5,0.8
stra.912,0.01,0.7,0.5,0.9
stra.913,0.01,0.7,0.5,0.99
stra.914,0.01,0.7,0.6,0.01
stra.915,0.01,0.7,0.6,0.1
stra.916,0.01,0.7,0.6,0.2
stra.917,0.01,0.7,0.6,0.3
stra.918,0.01,0.7,0.6,0.4
stra.919,0.01,0.7,0.6,0.5
stra.920,0.01,0.7,0.6,0.6
stra.921,0.01,0.7,0.6,0.7
stra.922,0.01,0.7,0.6,0.8
stra.923,0.01,0.7,0.6,0.9
stra.924,0.01,0.7,0.6,0.99
stra.925,0.01,0.7,0.7,0.01
stra.926,0.01,0.7,0.7,0.1
stra.927,0.01,0.7,0.7,0.2
stra.928,0.01,0.7,0.7,0.3
stra.929,0.01,0.7,0.7,0.4
stra.930,0.01,0.7,0.7,0.5
stra.931,0.01,0.7,0.7,0.6
stra.932,0.01,0.7,0.7,0.7
stra.933,0.01,0.7,0.7,0.8
stra.934,0.01,0.7,0.7,0.9
stra.935,0.01,0.7,0.7,0.99
stra.936,0.01,0.7,0.8,0.01
stra.937,0.01,0.7,0.8,0.1
stra.938,0.01,0.7,0.8,0.2
stra.939,0.01,0.7,0.8,0.3
stra.940,0.01,0.7,0.8,0.4
stra.941,0.01,0.7,0.8,0.5
stra.942,0.01,0.7,0.8,0.6
stra.943,0.01,0.7,0.8,0.7
stra.944,0.01,0.7,0.8,0.8
stra.945,0.01,0.7,0.8,0.9
stra.946,0.01,0.7,0.8,0.99
stra.947,0.01,0.7,0.9,0.01
stra.948,0.01,0.7,0.9,0.1
stra.949,0.01,0.7,0.9,0.2
stra.950,0.01,0.7,0.9,0.3
stra.951,0.01,0.7,0.9,0.4
stra.952,0.01,0.7,0.9,0.5
stra.953,0.01,0.7,0.9,0.6
stra.954,0.01,0.7,0.9,0.7
stra.955,0.01,0.7,0.9,0.8
stra.956,0.01,0.7,0.9,0.9
stra.957,0.01,0.7,0.9,0.99
stra.958,0.01,0.7,0.99,0.01
stra.959,0.01,0.7,0.99,0.1
stra.960,0.01,0.7,0.99,0.2
stra.961,0.01,0.7,0.99,0.3
stra.962,0.01,0.7,0.99,0.4
stra.963,0.01,0.7,0.99,0.5
stra.964,0.01,0.7,0.99,0.6
stra.965,0.01,0.7,0.99,0.7
stra.966,0.01,0.7,0.99,0.8
stra.967,0.01,0.7,0.99,0.9
stra.968,0.01,0.7,0.99,0.99
stra.969,0.01,0.8,0.01,0.01
stra.970,0.01,0.8,0.01,0.1
stra.971,0.01,0.8,0.01,0.2
stra.972,0.01,0.8,0.01,0.3
stra.973,0.01,0.8,0.01,0.4
stra.974,0.01,0.8,0.01,0.5
stra.975,0.01,0.8,0.01,0.6
stra.976,0.01,0.8,0.01,0.7
stra.977,0.01,0.8,0.01,0.8
stra.978,0.01,0.8,0.01,0.9
stra.979,0.01,0.8,0.01,0.99
stra.980,0.01,0.8,0.1,0.01
stra.981,0.01,0.8,0.1,0.1
stra.982,0.01,0.8,0.1,0.2
stra.983,0.01,0.8,0.1,0.3
stra.984,0.01,0.8,0.1,0.4
stra.985,0.01,0.8,0.1,0.5
stra.986,0.01,0.8,0.1,0.6
stra.987,0.01,0.8,0.1,0.7
stra.988,0.01,0.8,0.1,0.8
stra.989,0.01,0.8,0.1,0.9
stra.990,0.01,0.8,0.1,0.99
stra.991,0.01,0.8,0.2,0.01
stra.992,0.01,0.8,0.2,0.1
stra.993,0.01,0.8,0.2,0.2
stra.994,0.01,0.8,0.2,0.3
stra.995,0.01,0.8,0.2,0.4
stra.996,0.01,0.8,0.2,0.5
stra.997,0.01,0.8,0.2,0.6
stra.998,0.01,0.8,0.2,0.7
stra.999,0.01,0.8,0.2,0.8
stra.1000,0.01,0.8,0.2,0.9
stra.1001,0.01,0.8,0.2,0.99
stra.1002,0.01,0.8,0.3,0.01
stra.1003,0.01,0.8,0.3,0.1
stra.1004,0.01,0.8,0.3,0.2
stra.1005,0.01,0.8,0.3,0.3
stra.1006,0.01,0.8,0.3,0.4
stra.1007,0.01,0.8,0.3,0.5
stra.1008,0.01,0.8,0.3,0.6
stra.1009,0.01,0.8,0.3,0.7
stra.1010,0.01,0.8,0.3,0.8
stra.1011,0.01,0.8,0.3,0.9
stra.1012,0.01,0.8,0.3,0.99
stra.1013,0.01,0.8,0.4,0.01
stra.1014,0.01,0.8,0.4,0.1
stra.1015,0.01,0.8,0.4,0.2
stra.1016,0.01,0.8,0.4,0.3
stra.1017,0.01,0.8,0.4,0.4
stra.1018,0.01,0.8,0.4,0.5
stra.1019,0.01,0.8,0.4,0.6
stra.1020,0.01,0.8,0.4,0.7
stra.1021,0.01,0.8,0.4,0.8
stra.1022,0.01,0.8,0.4,0.9
stra.1023,0.01,0.8,0.4,0.99
stra.1024,0.01,0.8,0.5,0.01
stra.1025,0.01,0.8,0.5,0.1
stra.1026,0.01,0.8,0.5,0.2
stra.1027,0.01,0.8,0.5,0.3
stra.1028,0.01,0.8,0.5,0.4
stra.1029,0.01,0.8,0.5,0.5
stra.1030,0.01,0.8,0.5,0.6
stra.1031,0.01,0.8,0.5,0.7
stra.1032,0.01,0.8,0.5,0.8
stra.1033,0.01,0.8,0.5,0.9
stra.1034,0.01,0.8,0.5,0.99
stra.1035,0.01,0.8,0.6,0.01
stra.1036,0.01,0.8,0.6,0.1
stra.1037,0.01,0.8,0.6,0.2
stra.1038,0.01,0.8,0.6,0.3
stra.1039,0.01,0.8,0.6,0.4
stra.1040,0.01,0.8,0.6,0.5
stra.1041,0.01,0.8,0.6,0.6
stra.1042,0.01,0.8,0.6,0.7
stra.1043,0.01,0.8,0.6,0.8
stra.1044,0.01,0.8,0.6,0.9
stra.1045,0.01,0.8,0.6,0.99
stra.1046,0.01,0.8,0.7,0.01
stra.1047,0.01,0.8,0.7,0.1
stra.1048,0.01,0.8,0.7,0.2
stra.1049,0.01,0.8,0.7,0.3
stra.1050,0.01,0.8,0.7,0.4
stra.1051,0.01,0.8,0.7,0.5
stra.1052,0.01,0.8,0.7,0.6
stra.1053,0.01,0.8,0.7,0.7
stra.1054,0.01,0.8,0.7,0.8
stra.1055,0.01,0.8,0.7,0.9
stra.1056,0.01,0.8,0.7,0.99
stra.1057,0.01,0.8,0.8,0.01
stra.1058,0.01,0.8,0.8,0.1
stra.1059,0.01,0.8,0.8,0.2
stra.1060,0.01,0.8,0.8,0.3
stra.1061,0.01,0.8,0.8,0.4
stra.1062,0.01,0.8,0.8,0.5
stra.1063,0.01,0.8,0.8,0.6
stra.1064,0.01,0.8,0.8,0.7
stra.1065,0.01,0.8,0.8,0.8
stra.1066,0.01,0.8,0.8,0.9
stra.1067,0.01,0.8,0.8,0.99
stra.1068,0.01,0.8,0.9,0.01
stra.1069,0.01,0.8,0.9,0.1
stra.1070,0.01,0.8,0.9,0.2
stra.1071,0.01,0.8,0.9,0.3
stra.1072,0.01,0.8,0.9,0.4
stra.1073,0.01,0.8,0.9,0.5
stra.1074,0.01,0.8,0.9,0.6
stra.1075,0.01,0.8,0.9,0.7
stra.1076,0.01,0.8,0.9,0.8
stra.1077,0.01,0.8,0.9,0.9
stra.1078,0.01,0.8,0.9,0.99
stra.1079,0.01,0.8,0.99,0.01
stra.1080,0.01,0.8,0.99,0.1
stra.1081,0.01,0.8,0.99,0.2
stra.1082,0.01,0.8,0.99,0.3
stra.1083,0.01,0.8,0.99,0.4
stra.1084,0.01,0.8,0.99,0.5
stra.1085,0.01,0.8,0.99,0.6
stra.1086,0.01,0.8,0.99,0.7
stra.1087,0.01,0.8,0.99,0.8
stra.1088,0.01,0.8,0.99,0.9
stra.1089,0.01,0.8,0.99,0.99
stra.1090,0.01,0.9,0.01,0.01
stra.1091,0.01,0.9,0.01,0.1
stra.1092,0.01,0.9,0.01,0.2
stra.1093,0.01,0.9,0.01,0.3
stra.1094,0.01,0.9,0.01,0.4
stra.1095,0.01,0.9,0.01,0.5
stra.1096,0.01,0.9,0.01,0.6
stra.1097,0.01,0.9,0.01,0.7
stra.1098,0.01,0.9,0.01,0.8
stra.1099,0.01,0.9,0.01,0.9
stra.1100,0.01,0.9,0.01,0.99
stra.1101,0.01,0.9,0.1,0.01
stra.1102,0.01,0.9,0.1,0.1
stra.1103,0.01,0.9,0.1,0.2
stra.1104,0.01,0.9,0.1,0.3
stra.1105,0.01,0.9,0.1,0.4
stra.1106,0.01,0.9,0.1,0.5
stra.1107,0.01,0.9,0.1,0.6
stra.1108,0.01,0.9,0.1,0.7
stra.1109,0.01,0.9,0.1,0.8
stra.1110,0.01,0.9,0.1,0.9
stra.1111,0.01,0.9,0.1,0.99
stra.1112,0.01,0.9,0.2,0.01
stra.1113,0.01,0.9,0.2,0.1
stra.1114,0.01,0.9,0.2,0.2
stra.1115,0.01,0.9,0.2,0.3
stra.1116,0.01,0.9,0.2,0.4
stra.1117,0.01,0.9,0.2,0.5
stra.1118,0.01,0.9,0.2,0.6
stra.1119,0.01,0.9,0.2,0.7
stra.1120,0.01,0.9,0.2,0.8
stra.1121,0.01,0.9,0.2,0.9
stra.1122,0.01,0.9,0.2,0.99
stra.1123,0.01,0.9,0.3,0.01
stra.1124,0.01,0.9,0.3,0.1
stra.1125,0.01,0.9,0.3,0.2
stra.1126,0.01,0.9,0.3,0.3
stra.1127,0.01,0.9,0.3,0.4
stra.1128,0.01,0.9,0.3,0.5
stra.1129,0.01,0.9,0.3,0.6
stra.1130,0.01,0.9,0.3,0.7
stra.1131,0.01,0.9,0.3,0.8
stra.1132,0.01,0.9,0.3,0.9
stra.1133,0.01,0.9,0.3,0.99
stra.1134,0.01,0.9,0.4,0.01
stra.1135,0.01,0.9,0.4,0.1
stra.1136,0.01,0.9,0.4,0.2
stra.1137,0.01,0.9,0.4,0.3
stra.1138,0.01,0.9,0.4,0.4
stra.1139,0.01,0.9,0.4,0.5
stra.1140,0.01,0.9,0.4,0.6
stra.1141,0.01,0.9,0.4,0.7
stra.1142,0.01,0.9,0.4,0.8
stra.1143,0.01,0.9,0.4,0.9
stra.1144,0.01,0.9,0.4,0.99
stra.1145,0.01,0.9,0.5,0.01
stra.1146,0.01,0.9,0.5,0.1
stra.1147,0.01,0.9,0.5,0.2
stra.1148,0.01,0.9,0.5,0.3
stra.1149,0.01,0.9,0.5,0.4
stra.1150,0.01,0.9,0.5,0.5
stra.1151,0.01,0.9,0.5,0.6
stra.1152,0.01,0.9,0.5,0.7
stra.1153,0.01,0.9,0.5,0.8
stra.1154,0.01,0.9,0.5,0.9
stra.1155,0.01,0.9,0.5,0.99
stra.1156,0.01,0.9,0.6,0.01
stra.1157,0.01,0.9,0.6,0.1
stra.1158,0.01,0.9,0.6,0.2
stra.1159,0.01,0.9,0.6,0.3
stra.1160,0.01,0.9,0.6,0.4
stra.1161,0.01,0.9,0.6,0.5
stra.1162,0.01,0.9,0.6,0.6
stra.1163,0.01,0.9,0.6,0.7
stra.1164,0.01,0.9,0.6,0.8
stra.1165,0.01,0.9,0.6,0.9
stra.1166,0.01,0.9,0.6,0.99
stra.1167,0.01,0.9,0.7,0.01
stra.1168,0.01,0.9,0.7,0.1
stra.1169,0.01,0.9,0.7,0.2
stra.1170,0.01,0.9,0.7,0.3
stra.1171,0.01,0.9,0.7,0.4
stra.1172,0.01,0.9,0.7,0.5
stra.1173,0.01,0.9,0.7,0.6
stra.1174,0.01,0.9,0.7,0.7
stra.1175,0.01,0.9,0.7,0.8
stra.1176,0.01,0.9,0.7,0.9
stra.1177,0.01,0.9,0.7,0.99
stra.1178,0.01,0.9,0.8,0.01
stra.1179,0.01,0.9,0.8,0.1
stra.1180,0.01,0.9,0.8,0.2
stra.1181,0.01,0.9,0.8,0.3
stra.1182,0.01,0.9,0.8,0.4
stra.1183,0.01,0.9,0.8,0.5
stra.1184,0.01,0.9,0.8,0.6
stra.1185,0.01,0.9,0.8,0.7
stra.1186,0.01,0.9,0.8,0.8
stra.1187,0.01,0.9,0.8,0.9
stra.1188,0.01,0.9,0.8,0.99
stra.1189,0.01,0.9,0.9,0.01
stra.1190,0.01,0.9,0.9,0.1
stra.1191,0.01,0.9,0.9,0.2
stra.1192,0.01,0.9,0.9,0.3
stra.1193,0.01,0.9,0.9,0.4
stra.1194,0.01,0.9,0.9,0.5
stra.1195,0.01,0.9,0.9,0.6
stra.1196,0.01,0.9,0.9,0.7
stra.1197,0.01,0.9,0.9,0.8
stra.1198,0.01,0.9,0.9,0.9
stra.1199,0.01,0.9,0.9,0.99
stra.1200,0.01,0.9,0.99,0.01
stra.1201,0.01,0.9,0.99,0.1
stra.1202,0.01,0.9,0.99,0.2
stra.1203,0.01,0.9,0.99,0.3
stra.1204,0.01,0.9,0.99,0.4
stra.1205,0.01,0.9,0.99,0.5
stra.1206,0.01,0.9,0.99,0.6
stra.1207,0.01,0.9,0.99,0.7
stra.1208,0.01,0.9,0.99,0.8
stra.1209,0.01,0.9,0.99,0.9
stra.1210,0.01,0.9,0.99,0.99
stra.1211,0.01,0.99,0.01,0.01
stra.1212,0.01,0.99,0.01,0.1
stra.1213,0.01,0.99,0.01,0.2
stra.1214,0.01,0.99,0.01,0.3
stra.1215,0.01,0.99,0.01,0.4
stra.1216,0.01,0.99,0.01,0.5
stra.1217,0.01,0.99,0.01,0.6
stra.1218,0.01,0.99,0.01,0.7
stra.1219,0.01,0.99,0.01,0.8
stra.1220,0.01,0.99,0.01,0.9
stra.1221,0.01,0.99,0.01,0.99
stra.1222,0.01,0.99,0.1,0.01
stra.1223,0.01,0.99,0.1,0.1
stra.1224,0.01,0.99,0.1,0.2
stra.1225,0.01,0.99,0.1,0.3
stra.1226,0.01,0.99,0.1,0.4
stra.1227,0.01,0.99,0.1,0.5
stra.1228,0.01,0.99,0.1,0.6
stra.1229,0.01,0.99,0.1,0.7
stra.1230,0.01,0.99,0.1,0.8
stra.1231,0.01,0.99,0.1,0.9
stra.1232,0.01,0.99,0.1,0.99
stra.1233,0.01,0.99,0.2,0.01
stra.1234,0.01,0.99,0.2,0.1
stra.1235,0.01,0.99,0.2,0.2
stra.1236,0.01,0.99,0.2,0.3
stra.1237,0.01,0.99,0.2,0.4
stra.1238,0.01,0.99,0.2,0.5
stra.1239,0.01,0.99,0.2,0.6
stra.1240,0.01,0.99,0.2,0.7
stra.1241,0.01,0.99,0.2,0.8
stra.1242,0.01,0.99,0.2,0.9
stra.1243,0.01,0.99,0.2,0.99
stra.1244,0.01,0.99,0.3,0.01
stra.1245,0.01,0.99,0.3,0.1
stra.1246,0.01,0.99,0.3,0.2
stra.1247,0.01,0.99,0.3,0.3
stra.1248,0.01,0.99,0.3,0.4
stra.1249,0.01,0.99,0.3,0.5
stra.1250,0.01,0.99,0.3,0.6
stra.1251,0.01,0.99,0.3,0.7
stra.1252,0.01,0.99,0.3,0.8
stra.1253,0.01,0.99,0.3,0.9
stra.1254,0.01,0.99,0.3,0.99
stra.1255,0.01,0.99,0.4,0.01
stra.1256,0.01,0.99,0.4,0.1
stra.1257,0.01,0.99,0.4,0.2
stra.1258,0.01,0.99,0.4,0.3
stra.1259,0.01,0.99,0.4,0.4
stra.1260,0.01,0.99,0.4,0.5
stra.1261,0.01,0.99,0.4,0.6
stra.1262,0.01,0.99,0.4,0.7
stra.1263,0.01,0.99,0.4,0.8
stra.1264,0.01,0.99,0.4,0.9
stra.1265,0.01,0.99,0.4,0.99
stra.1266,0.01,0.99,0.5,0.01
stra.1267,0.01,0.99,0.5,0.1
stra.1268,0.01,0.99,0.5,0.2
stra.1269,0.01,0.99,0.5,0.3
stra.1270,0.01,0.99,0.5,0.4
stra.1271,0.01,0.99,0.5,0.5
stra.1272,0.01,0.99,0.5,0.6
stra.1273,0.01,0.99,0.5,0.7
stra.1274,0.01,0.99,0.5,0.8
stra.1275,0.01,0.99,0.5,0.9
stra.1276,0.01,0.99,0.5,0.99
stra.1277,0.01,0.99,0.6,0.01
stra.1278,0.01,0.99,0.6,0.1
stra.1279,0.01,0.99,0.6,0.2
stra.1280,0.01,0.99,0.6,0.3
stra.1281,0.01,0.99,0.6,0.4
stra.1282,0.01,0.99,0.6,0.5
stra.1283,0.01,0.99,0.6,0.6
stra.1284,0.01,0.99,0.6,0.7
stra.1285,0.01,0.99,0.6,0.8
stra.1286,0.01,0.99,0.6,0.9
stra.1287,0.01,0.99,0.6,0.99
stra.1288,0.01,0.99,0.7,0.01
stra.1289,0.01,0.99,0.7,0.1
stra.1290,0.01,0.99,0.7,0.2
stra.1291,0.01,0.99,0.7,0.3
stra.1292,0.01,0.99,0.7,0.4
stra.1293,0.01,0.99,0.7,0.5
stra.1294,0.01,0.99,0.7,0.6
stra.1295,0.01,0.99,0.7,0.7
stra.1296,0.01,0.99,0.7,0.8
stra.1297,0.01,0.99,0.7,0.9
stra.1298,0.01,0.99,0.7,0.99
stra.1299,0.01,0.99,0.8,0.01
stra.1300,0.01,0.99,0.8,0.1
stra.1301,0.01,0.99,0.8,0.2
stra.1302,0.01,0.99,0.8,0.3
stra.1303,0.01,0.99,0.8,0.4
stra.1304,0.01,0.99,0.8,0.5
stra.1305,0.01,0.99,0.8,0.6
stra.1306,0.01,0.99,0.8,0.7
stra.1307,0.01,0.99,0.8,0.8
stra.1308,0.01,0.99,0.8,0.9
stra.1309,0.01,0.99,0.8,0.99
stra.1310,0.01,0.99,0.9,0.01
stra.1311,0.01,0.99,0.9,0.1
