generation,ave_total_payoff
17300,2.963797384
17350,2.963994567
17400,2.964841115
17450,2.964423511
17500,2.965610781
17550,2.966023936
17600,2.964499265
17650,2.965597786
17700,2.964026758
17750,2.963550497
17800,2.962779601
17850,2.964211625
17900,2.964907697
17950,2.96330895
18000,2.965215439
18050,2.964502586
18100,2.965025518
18150,2.96431962
18200,2.963513351
18250,2.962151935
18300,2.966155797
18350,2.966847858
18400,2.964481239
18450,2.965868009
18500,2.963498217
18550,2.96504546
18600,2.962325709
18650,2.966077434
18700,2.965289115
18750,2.965844352
18800,2.966467521
18850,2.966021068
18900,2.965064465
18950,2.963928167
19000,2.966372299
19050,2.965579272
19100,2.961057209
19150,2.962641474
19200,2.963911526
19250,2.96445162
19300,2.964407752
19350,2.96446226
19400,2.963084929
19450,2.964690717
19500,2.965416558
19550,2.963434282
19600,2.961464122
19650,2.963527548
19700,2.96411369
19750,2.964166163
19800,2.964214248
19850,2.965431929
19900,2.966054804
19950,2.963133238
20000,2.964022141
20050,2.96312023
20100,2.963838416
20150,2.963073074
20200,2.963489912
20250,2.963369627
20300,2.964766333
20350,2.964849331
20400,2.964515217
20450,2.96597327
20500,2.964096277
20550,2.96401238
20600,2.964457808
20650,2.964501673
20700,2.963913303
20750,2.965749466
20800,2.966006932
20850,2.964299068
20900,2.96404708
20950,2.965520226
21000,2.965936802
21050,2.965477973
21100,2.965383825
21150,2.962224448
21200,2.96424429
21250,2.965582148
21300,2.963966767
21350,2.96510954
21400,2.965332842
21450,2.96561821
21500,2.964240117
21550,2.963955365
21600,2.964791946
21650,2.963702504
21700,2.963671962
21750,2.965296012
21800,2.965238054
21850,2.964463005
21900,2.965631467
21950,2.964744219
22000,2.966236369
22050,2.967242955
22100,2.964692365
22150,2.964849585
22200,2.965178316
22250,2.966625456
22300,2.963918091
22350,2.963054289
22400,2.96331702
22450,2.963009228
22500,2.963184086
22550,2.962808559
22600,2.96278255
22650,2.961414523
22700,2.963111841
22750,2.96291589
22800,2.963666131
22850,2.964744924
22900,2.961675048
22950,2.965083812
23000,2.963703068
23050,2.965479167
23100,2.96612775
23150,2.965842309
23200,2.964607312
23250,2.965872222
23300,2.96417426
23350,2.965422305
23400,2.964836291
23450,2.963356933
23500,2.965446834
23550,2.963882301
23600,2.963688333
23650,2.963318086
23700,2.965113062
23750,2.964495155
23800,2.963171722
23850,2.961545236
23900,2.965410172
23950,2.966244972
24000,2.965887364
24050,2.966747989
24100,2.96598333
24150,2.965410409
24200,2.963696889
24250,2.962142726
24300,2.964259879
24350,2.963022584
24400,2.965944461
24450,2.966600436
24500,2.964517291
24550,2.963991785
24600,2.965041933
24650,2.964231926
24700,2.966018799
24750,2.966063547
24800,2.965446405
24850,2.965661271
24900,2.96415986
24950,2.964644245
25000,2.9645933
25050,2.962890288
25100,2.965671222
25150,2.962699296
25200,2.965828241
25250,2.965699195
25300,2.967800459
25350,2.965652925
25400,2.966510692
25450,2.963160138
25500,2.965655658
25550,2.965879342
25600,2.965822043
25650,2.966356619
25700,2.96495301
25750,2.964049105
25800,2.963609768
25850,2.96694434
25900,2.965147439
25950,2.963842209
26000,2.963827494
26050,2.963323366
26100,2.963905305
26150,2.966738323
26200,2.964529862
26250,2.966432608
26300,2.966573437
26350,2.967179498
26400,2.967741983
26450,2.967508793
26500,2.964604649
26550,2.962913007
26600,2.965671577
26650,2.965759795
26700,2.965835624
26750,2.966464388
26800,2.966093758
26850,2.967490062
26900,2.966428924
26950,2.96641442
27000,2.967418093
27050,2.966400379
27100,2.966075496
27150,2.965230208
27200,2.965972153
27250,2.967232586
27300,2.9669296
27350,2.967751959
27400,2.965293115
27450,2.967735298
27500,2.96575669
27550,2.968442698
27600,2.967021444
27650,2.965504342
27700,2.965771944
27750,2.967087112
27800,2.967165787
27850,2.96702579
27900,2.968509323
27950,2.967218893
28000,2.967977705
28050,2.969392349
28100,2.968909188
28150,2.967366197
28200,2.969084586
28250,2.969679968
28300,2.967835045
28350,2.968768325
28400,2.969788306
28450,2.970442038
28500,2.970887901
28550,2.970772335
28600,2.970762325
28650,2.969926599
28700,2.971746696
28750,2.970906947
28800,2.968293902
28850,2.972152008
28900,2.971991725
28950,2.973309418
29000,2.973616
29050,2.973863552
29100,2.974175003
29150,2.975320228
29200,2.976587646
29250,2.976738855
29300,2.977729756
29350,2.978685133
29400,2.979388034
29450,2.980508232
29500,2.981122905
29550,2.981753321
29600,2.982849539
29650,2.983325954
29700,2.982387737
29750,2.984076435
29800,2.984436722
29850,2.984722186
29900,2.985096396
29950,2.98539555
30000,2.985243137
30050,2.985769129
30100,2.985802913
30150,2.985687424
30200,2.983932796
30250,2.986219838
30300,2.985807161
30350,2.986324359
30400,2.985701707
30450,2.985804934
30500,2.986324497
30550,2.986372965
30600,2.986155098
30650,2.986350657
30700,2.984898077
30750,2.986443079
30800,2.984899153
30850,2.985354485
30900,2.986089952
30950,2.986516061
31000,2.986180574
31050,2.985820139
31100,2.985823601
31150,2.985689415
31200,2.985543283
31250,2.985959928
31300,2.986465489
31350,2.985893443
31400,2.985697674
31450,2.986168502
31500,2.986540892
31550,2.985284453
31600,2.98661321
31650,2.986620044
31700,2.985950251
31750,2.986259721
31800,2.986501836
31850,2.985968367
31900,2.986069366
31950,2.984994777
32000,2.986539666
32050,2.983331715
32100,2.985967263
32150,2.986484196
32200,2.984499713
32250,2.985499551
32300,2.985871123
32350,2.986400761
32400,2.986663218
32450,2.986703771
32500,2.986706564
32550,2.986462496
32600,2.986029702
32650,2.986434901
32700,2.986338411
32750,2.986134443
32800,2.983921169
32850,2.985640078
32900,2.985827741
32950,2.986751408
33000,2.983678919
33050,2.986389456
33100,2.986724272
33150,2.986055947
33200,2.98653096
33250,2.986619653
33300,2.986153587
33350,2.985202402
33400,2.986805208
33450,2.986625127
33500,2.986560737
33550,2.986527901
33600,2.986815568
33650,2.986160904
33700,2.985716741
33750,2.985734973
33800,2.986315047
33850,2.986239947
33900,2.986225274
33950,2.98662841
34000,2.986698482
34050,2.986880041
34100,2.986486269
34150,2.98669987
34200,2.986756247
34250,2.985189265
34300,2.986122249
34350,2.985989883
34400,2.986302188
34450,2.986043242
34500,2.986955276
34550,2.986782046
34600,2.985676564
34650,2.986605477
34700,2.985627858
34750,2.985828971
34800,2.986211093
34850,2.986139272
34900,2.986524891
34950,2.985955358
35000,2.983639738
35050,2.986050091
35100,2.986178851
35150,2.982611104
35200,2.986264964
35250,2.986479587
35300,2.986295704
35350,2.98645713
35400,2.985790418
35450,2.986280666
35500,2.985903351
35550,2.986210905
35600,2.986158345
35650,2.98634584
35700,2.986292633
35750,2.985761523
35800,2.983973202
35850,2.986661592
35900,2.98690657
35950,2.98695409
36000,2.986549758
36050,2.98656072
36100,2.986793895
36150,2.986772778
36200,2.985777177
36250,2.986148028
36300,2.986481517
36350,2.98584604
36400,2.985254303
36450,2.985955808
36500,2.986878826
36550,2.986612293
36600,2.986831842
36650,2.986186154
36700,2.986438301
36750,2.986698627
36800,2.986440883
36850,2.986573943
36900,2.985507129
36950,2.986203582
37000,2.986529068
37050,2.986560411
37100,2.986501664
37150,2.985353631
37200,2.986524097
37250,2.986321202
37300,2.986227799
37350,2.986389175
37400,2.986581784
37450,2.986326977
37500,2.986650092
37550,2.986458755
37600,2.98687947
37650,2.986634619
37700,2.986525817
37750,2.986904774
37800,2.986562002
37850,2.986856563
37900,2.985213112
37950,2.985728725
38000,2.985937018
38050,2.986753199
38100,2.986700366
38150,2.985419188
38200,2.98611967
38250,2.986372751
38300,2.986675808
38350,2.985541664
38400,2.986864924
38450,2.986213529
38500,2.985462278
38550,2.984726612
38600,2.986870919
38650,2.986310472
38700,2.986634398
38750,2.986730823
38800,2.986765481
38850,2.985917534
38900,2.981799824
38950,2.985898154
39000,2.986544402
39050,2.985799143
39100,2.985731225
39150,2.986200567
39200,2.983050107
39250,2.986317985
39300,2.985982062
39350,2.986003341
39400,2.98604032
39450,2.984891692
39500,2.985141888
39550,2.986672967
39600,2.986386533
39650,2.984165135
39700,2.985523216
39750,2.986798349
39800,2.986082496
39850,2.985265324
39900,2.986892364
39950,2.986240798
40000,2.986900813
40050,2.986668929
40100,2.986562737
40150,2.986375693
40200,2.98658547
40250,2.98676268
40300,2.986594095
40350,2.986390575
40400,2.986847185
40450,2.986421892
40500,2.986307913
40550,2.987049177
40600,2.986832012
40650,2.986548086
40700,2.98688295
40750,2.986674789
40800,2.986959184
40850,2.986878997
40900,2.986940581
40950,2.987077617
41000,2.987081217
41050,2.986921633
41100,2.986780006
41150,2.985811293
41200,2.986813522
41250,2.9863664
41300,2.986339165
41350,2.986686103
41400,2.98684969
41450,2.986316729
41500,2.986499861
41550,2.985364703
41600,2.986954313
41650,2.984952643
41700,2.985432263
41750,2.985345138
41800,2.984722777
41850,2.985456958
41900,2.985027621
41950,2.986445404
42000,2.986651239
42050,2.986550768
42100,2.984928011
42150,2.985533527
42200,2.984768118
42250,2.986593883
42300,2.986643431
42350,2.984717527
42400,2.9866502
42450,2.986788552
42500,2.986425384
42550,2.986515122
42600,2.98663841
42650,2.986386751
42700,2.98683266
42750,2.986285218
42800,2.984980964
42850,2.986515593
42900,2.986533605
42950,2.985795786
43000,2.986768914
43050,2.986763051
43100,2.98694428
43150,2.986351643
43200,2.986881826
43250,2.986210213
43300,2.987086755
43350,2.986569915
43400,2.984951971
43450,2.986197734
43500,2.987123534
43550,2.985487475
43600,2.985203018
43650,2.98689446
43700,2.985328786
43750,2.985278479
43800,2.986814776
43850,2.984976436
43900,2.986165471
43950,2.986662804
44000,2.985409748
44050,2.986543196
44100,2.985221442
44150,2.985914341
44200,2.986106568
44250,2.985551859
44300,2.985366422
44350,2.98658767
44400,2.986451805
44450,2.986556726
44500,2.986579838
44550,2.985310875
44600,2.985923052
44650,2.985900815
44700,2.984464365
44750,2.986644647
44800,2.986648443
44850,2.98541091
44900,2.986425247
44950,2.98590467
45000,2.986495421
45050,2.985072205
45100,2.985452973
45150,2.984756581
45200,2.986613274
45250,2.984665753
45300,2.986146206
45350,2.985244254
45400,2.98668097
45450,2.986269104
45500,2.985656998
45550,2.985859718
45600,2.986392809
45650,2.985917012
45700,2.986792374
45750,2.986237056
45800,2.986539076
45850,2.985698045
45900,2.986595334
45950,2.98612668
46000,2.984812049
46050,2.986465242
46100,2.986477098
46150,2.986481783
46200,2.986352231
46250,2.985431875
46300,2.98643553
46350,2.985923253
46400,2.985425993
46450,2.986810789
46500,2.986747447
46550,2.98655137
46600,2.986370896
46650,2.984979413
46700,2.986698298
46750,2.986768964
46800,2.986312798
46850,2.984528274
46900,2.986050044
46950,2.98587039
47000,2.9842125
47050,2.986914949
47100,2.986750677
47150,2.985866855
47200,2.98657733
47250,2.985072025
47300,2.986843239
47350,2.98618718
47400,2.986530729
47450,2.985470253
47500,2.986882772
47550,2.986520237
47600,2.986305544
47650,2.986779028
47700,2.985018954
47750,2.983753364
47800,2.985939996
47850,2.98671356
47900,2.986296749
47950,2.985537305
48000,2.985522305
48050,2.986115608
48100,2.98457956
48150,2.986617925
48200,2.984931661
48250,2.986175774
48300,2.985964999
48350,2.985691024
48400,2.984153586
48450,2.98666719
48500,2.986818357
48550,2.98668498
48600,2.98517621
48650,2.986713268
48700,2.986457869
48750,2.986512124
48800,2.986874418
48850,2.986882691
48900,2.986877145
48950,2.986617246
49000,2.985451479
49050,2.986801388
49100,2.985082527
49150,2.986635723
49200,2.98683967
49250,2.98638687
49300,2.986025036
49350,2.986226041
49400,2.985266036
49450,2.985388075
49500,2.985443596
49550,2.985830873
49600,2.985190257
49650,2.984503634
49700,2.986063109
49750,2.985974477
49800,2.986201888
49850,2.985402223
49900,2.985554378
49950,2.986362398
50000,2.985705713
50050,2.986226825
50100,2.986128758
50150,2.986460278
50200,2.986672703
50250,2.985674643
50300,2.985791541
50350,2.986348406
50400,2.986149447
50450,2.98655888
50500,2.986924907
50550,2.986121384
50600,2.985375128
50650,2.98624341
50700,2.986253714
50750,2.985499854
50800,2.986608242
50850,2.985290487
50900,2.986745313
50950,2.986712721
51000,2.986581377
51050,2.985833518
51100,2.984985275
51150,2.986612953
51200,2.986889241
51250,2.986428873
51300,2.98661305
51350,2.985925583
51400,2.986145309
51450,2.984118975
51500,2.986388409
51550,2.985986007
51600,2.986429091
51650,2.986167101
51700,2.984700818
51750,2.985087763
51800,2.986892385
51850,2.986796432
51900,2.984854183
51950,2.984399851
52000,2.985770084
52050,2.986787624
52100,2.986368083
52150,2.985735258
52200,2.986622403
52250,2.984883069
52300,2.986161385
52350,2.986648036
52400,2.986908567
52450,2.98630066
52500,2.984830448
52550,2.986585458
52600,2.986857347
52650,2.986911027
52700,2.986735088
52750,2.985843363
52800,2.984718696
52850,2.986585702
52900,2.986628009
52950,2.985920908
53000,2.986552036
53050,2.986224507
53100,2.985249006
53150,2.986284024
53200,2.986747808
53250,2.985904257
53300,2.98669822
53350,2.986581122
53400,2.985544941
53450,2.985951876
53500,2.986164741
53550,2.986655878
53600,2.985193296
53650,2.986690788
53700,2.986563808
53750,2.986008678
53800,2.985552304
53850,2.986388925
53900,2.986660126
53950,2.986610294
54000,2.982632231
54050,2.984714892
54100,2.985739051
54150,2.986378302
54200,2.9863857
54250,2.985041097
54300,2.985606899
54350,2.986315027
54400,2.986309639
54450,2.985622003
54500,2.985485923
54550,2.986380583
54600,2.98663199
54650,2.986350511
54700,2.985664516
54750,2.986604068
54800,2.986749423
54850,2.986839552
54900,2.986398519
54950,2.986850104
55000,2.986151643
55050,2.985002929
55100,2.986545964
55150,2.986732605
55200,2.985195578
55250,2.985017541
55300,2.986121679
55350,2.985344588
55400,2.986415988
55450,2.985423997
55500,2.986001392
55550,2.985698119
55600,2.986443707
55650,2.986068876
55700,2.986112923
55750,2.986268769
55800,2.986696754
55850,2.985595472
