generation,ave_total_payoff
266150,2.986729676
266200,2.986644367
266250,2.986272289
266300,2.983892106
266350,2.986698172
266400,2.985174707
266450,2.986371577
266500,2.985070564
266550,2.985939542
266600,2.986681916
266650,2.986896104
266700,2.986833236
266750,2.984798885
266800,2.986626525
266850,2.986309981
266900,2.986496366
266950,2.986210904
267000,2.985039407
267050,2.986211106
267100,2.984839315
267150,2.985680552
267200,2.986293716
267250,2.985487786
267300,2.98674299
267350,2.986477444
267400,2.986280384
267450,2.986611853
267500,2.986547793
267550,2.986345861
267600,2.986446015
267650,2.986638208
267700,2.985975332
267750,2.986633571
267800,2.986177455
267850,2.985438074
267900,2.986812119
267950,2.986519293
268000,2.986089553
268050,2.984466559
268100,2.986458088
268150,2.98667076
268200,2.985807525
268250,2.98650573
268300,2.985813731
268350,2.986214175
268400,2.983001059
268450,2.986255637
268500,2.986037694
268550,2.986678903
268600,2.98618986
268650,2.985209496
268700,2.98495029
268750,2.986378898
268800,2.986136716
268850,2.986355537
268900,2.986172086
268950,2.986600313
269000,2.986358743
269050,2.985269017
269100,2.986262824
269150,2.984701901
269200,2.984881467
269250,2.986781669
269300,2.986038687
269350,2.985008562
269400,2.985650006
269450,2.985739144
269500,2.986694183
269550,2.984903354
269600,2.98615536
269650,2.986043433
269700,2.986753704
269750,2.986557581
269800,2.985881865
269850,2.985120133
269900,2.986253997
269950,2.986030161
270000,2.98581348
270050,2.98482413
270100,2.985821182
270150,2.986687259
270200,2.986894677
270250,2.985895915
270300,2.985947094
270350,2.986156773
270400,2.985351042
270450,2.98527446
270500,2.985860977
270550,2.986643156
270600,2.986448286
270650,2.985272839
270700,2.984913076
270750,2.986934398
270800,2.985680183
270850,2.986822908
270900,2.986827616
270950,2.986130337
271000,2.986644656
271050,2.986941437
271100,2.986669367
271150,2.986489605
271200,2.986687753
271250,2.986517582
271300,2.986704768
271350,2.986342152
271400,2.98627124
271450,2.986286579
271500,2.986009434
271550,2.984134169
271600,2.986351888
271650,2.986876
271700,2.984643179
271750,2.986311411
271800,2.986306807
271850,2.985251125
271900,2.986575246
271950,2.986084546
272000,2.986482711
272050,2.986655343
272100,2.986171775
272150,2.986243989
272200,2.986766922
272250,2.984986649
272300,2.984482877
272350,2.985652734
272400,2.985438668
272450,2.985059018
272500,2.986754772
272550,2.98635635
272600,2.985337285
272650,2.986099524
272700,2.985900192
272750,2.986089385
272800,2.986531974
272850,2.985643305
272900,2.984893663
272950,2.986801788
273000,2.985338187
273050,2.986227162
273100,2.98573481
273150,2.985228809
273200,2.985647965
273250,2.986376985
273300,2.986646231
273350,2.985988616
273400,2.986893628
273450,2.985690163
273500,2.986128
273550,2.984504191
273600,2.986812349
273650,2.985635083
273700,2.985946004
273750,2.985204401
273800,2.986498972
273850,2.986418117
273900,2.986268257
273950,2.986513505
274000,2.986932854
274050,2.986433764
274100,2.986859153
274150,2.986763617
274200,2.984722054
274250,2.985919268
274300,2.98688572
274350,2.98490967
274400,2.98682165
274450,2.985187957
274500,2.986777104
274550,2.986071721
274600,2.984945038
274650,2.986138189
274700,2.986506694
274750,2.986825149
274800,2.985693768
274850,2.98653858
274900,2.985741363
274950,2.986601272
275000,2.984428691
275050,2.984101476
275100,2.9862208
275150,2.986674989
275200,2.985427943
275250,2.985312751
275300,2.985978826
275350,2.98641017
275400,2.986235107
275450,2.986007093
275500,2.985786588
275550,2.984758111
275600,2.986749916
275650,2.986523737
275700,2.985453642
275750,2.986761265
275800,2.986568682
275850,2.985776856
275900,2.985198854
275950,2.985489451
276000,2.986566074
276050,2.986387167
276100,2.986667175
276150,2.984831292
276200,2.986676057
276250,2.98635425
276300,2.98587601
276350,2.986509905
276400,2.986084912
276450,2.984851095
276500,2.982921506
276550,2.983307194
276600,2.985879838
276650,2.985787295
276700,2.986837642
276750,2.986887155
276800,2.984819186
276850,2.986749895
276900,2.98693708
276950,2.986958307
277000,2.98547701
277050,2.986646205
277100,2.986765946
277150,2.986236095
277200,2.986865342
277250,2.986120741
277300,2.983417156
277350,2.986367639
277400,2.984135597
277450,2.985849356
277500,2.986484634
277550,2.986803188
277600,2.986227472
277650,2.986621536
277700,2.986371429
277750,2.98593076
277800,2.983199755
277850,2.98693532
277900,2.984898682
277950,2.986356612
278000,2.984134432
278050,2.9862668
278100,2.983793742
278150,2.986158085
278200,2.986946235
278250,2.986033865
278300,2.986832571
278350,2.986474177
278400,2.986118809
278450,2.986583104
278500,2.985574753
278550,2.984428781
278600,2.986860251
278650,2.986997799
278700,2.985854475
278750,2.986216564
278800,2.986683463
278850,2.984384604
278900,2.9867229
278950,2.985229863
279000,2.986594901
279050,2.986118131
279100,2.985813686
279150,2.985110012
279200,2.985899954
279250,2.986046071
279300,2.98608005
279350,2.986484067
279400,2.986349056
279450,2.985461989
279500,2.986505359
279550,2.986331183
279600,2.986291715
279650,2.984290699
279700,2.985254329
279750,2.984767678
279800,2.98571809
279850,2.984347558
279900,2.986465607
279950,2.986570824
280000,2.986021034
280050,2.984964779
280100,2.98670848
280150,2.986464308
280200,2.986427122
280250,2.986735475
280300,2.986476592
280350,2.986087079
280400,2.986730309
280450,2.985744355
280500,2.985746
280550,2.985769329
280600,2.98622512
280650,2.986781635
280700,2.985877916
280750,2.985586058
280800,2.986783463
280850,2.986239882
280900,2.986485264
280950,2.98574966
281000,2.985391487
281050,2.986675749
281100,2.984409543
281150,2.985864662
281200,2.986375105
281250,2.984386553
281300,2.98523741
281350,2.986498667
281400,2.98578169
281450,2.986417203
281500,2.986741542
281550,2.986274975
281600,2.98689756
281650,2.985788942
281700,2.98523198
281750,2.983057538
281800,2.985772811
281850,2.98543147
281900,2.986476633
281950,2.986405881
282000,2.985935788
282050,2.986802059
282100,2.986076324
282150,2.985456306
282200,2.986594053
282250,2.984054514
282300,2.986628667
282350,2.986060078
282400,2.985501981
282450,2.985662549
282500,2.986348435
282550,2.985781374
282600,2.986070104
282650,2.986057186
282700,2.986170307
282750,2.985795253
282800,2.986300384
282850,2.985627123
282900,2.986109508
282950,2.986616597
283000,2.985508276
283050,2.986628063
283100,2.986547806
283150,2.986958705
283200,2.986248614
283250,2.986543548
283300,2.986816737
283350,2.986706808
283400,2.986051827
283450,2.986792939
283500,2.984953936
283550,2.985974049
283600,2.98472918
283650,2.984930739
283700,2.986873611
283750,2.98610088
283800,2.986730502
283850,2.986751327
283900,2.984681182
283950,2.986306981
284000,2.983095882
284050,2.986750747
284100,2.985859277
284150,2.98447328
284200,2.98657738
284250,2.985793824
284300,2.985329203
284350,2.986348091
284400,2.98558045
284450,2.985351988
284500,2.986645344
284550,2.985970891
284600,2.986713869
284650,2.985658081
284700,2.986274098
284750,2.985839668
284800,2.986586585
284850,2.985391668
284900,2.984969229
284950,2.986138531
285000,2.986710429
285050,2.98584853
285100,2.985814972
285150,2.984793272
285200,2.986782064
285250,2.983714169
285300,2.986655109
285350,2.986814679
285400,2.985445899
285450,2.986847714
285500,2.98502395
285550,2.985312514
285600,2.985961204
285650,2.986520277
285700,2.98502049
285750,2.986687234
285800,2.986805448
285850,2.981857384
285900,2.98588822
285950,2.985979667
286000,2.986574408
286050,2.986252693
286100,2.986323797
286150,2.984691554
286200,2.986183457
286250,2.986493273
286300,2.985855134
286350,2.986712738
286400,2.986716207
286450,2.986222986
286500,2.985801491
286550,2.985780082
286600,2.986322239
286650,2.984556837
286700,2.986641195
286750,2.986976144
286800,2.986466699
286850,2.986102391
286900,2.985305209
286950,2.986142928
287000,2.986947815
287050,2.986984474
287100,2.985891869
287150,2.985848228
287200,2.986715928
287250,2.986098841
287300,2.986911219
287350,2.986865118
287400,2.986375475
287450,2.986181159
287500,2.986609363
287550,2.985784358
287600,2.985342076
287650,2.983805997
287700,2.985332318
287750,2.98643092
287800,2.9865697
287850,2.986623742
287900,2.98638563
287950,2.986804934
288000,2.9862389
288050,2.986334184
288100,2.986830242
288150,2.982069668
288200,2.986163103
288250,2.98539721
288300,2.984245231
288350,2.98634632
288400,2.986254128
288450,2.985763586
288500,2.986318528
288550,2.986506764
288600,2.985754732
288650,2.986250057
288700,2.986400699
288750,2.986009198
288800,2.986586885
288850,2.985893858
288900,2.986118717
288950,2.986225545
289000,2.985078112
289050,2.986632083
289100,2.986149693
289150,2.985739198
289200,2.985893943
289250,2.986159916
289300,2.986512064
289350,2.983628277
289400,2.986037988
289450,2.986438495
289500,2.986488545
289550,2.986512787
289600,2.98685235
289650,2.9853978
289700,2.986153446
289750,2.986631663
289800,2.984892801
289850,2.984925924
289900,2.986446951
289950,2.985021152
290000,2.983991584
290050,2.986321003
290100,2.986172919
290150,2.983780071
290200,2.986291548
290250,2.986309513
290300,2.985695262
290350,2.986667238
290400,2.983010939
290450,2.984576948
290500,2.986538669
290550,2.985961992
290600,2.98543612
290650,2.985381824
290700,2.985915989
290750,2.986893428
290800,2.985882654
290850,2.986952485
290900,2.986700013
290950,2.983596958
291000,2.985226643
291050,2.986495702
291100,2.98653289
291150,2.985561714
291200,2.986993434
291250,2.986957274
291300,2.986499495
291350,2.984350155
291400,2.9866703
291450,2.985565494
291500,2.986761219
291550,2.98674085
291600,2.986073129
291650,2.986897055
291700,2.986942363
291750,2.984471757
291800,2.986772788
291850,2.984443803
291900,2.985823465
291950,2.985782532
292000,2.985434278
292050,2.986611349
292100,2.984707955
292150,2.985685273
292200,2.984257144
292250,2.986349656
292300,2.98589975
292350,2.986049363
292400,2.985515522
292450,2.986449033
292500,2.984903176
292550,2.986827025
292600,2.986649738
292650,2.986634242
292700,2.98659211
292750,2.98610892
292800,2.985200734
292850,2.984998951
292900,2.986592021
292950,2.985252336
293000,2.985820386
293050,2.983082116
293100,2.98578158
293150,2.986281841
293200,2.985992102
293250,2.985952927
293300,2.984686778
293350,2.985727664
293400,2.985781595
293450,2.986137726
293500,2.985610745
293550,2.986520288
293600,2.983986721
293650,2.985143978
293700,2.98516927
293750,2.986100289
293800,2.986352652
293850,2.986373319
293900,2.984347181
293950,2.984906199
294000,2.985951492
294050,2.986091931
294100,2.986078162
294150,2.98527078
294200,2.985903502
294250,2.985730835
294300,2.98556023
294350,2.986736262
294400,2.985191144
294450,2.984691084
294500,2.986757548
294550,2.986379429
294600,2.985998631
294650,2.985836026
294700,2.985301407
294750,2.986100545
294800,2.986434378
294850,2.986152735
294900,2.985971454
294950,2.986354319
295000,2.985076969
295050,2.986125088
295100,2.986426862
295150,2.98662825
295200,2.986613527
295250,2.98651693
295300,2.985485864
295350,2.985778716
295400,2.986836605
295450,2.986599934
295500,2.986334222
295550,2.986930934
295600,2.985028561
295650,2.986496964
295700,2.98604253
295750,2.98355804
295800,2.986564042
295850,2.986950892
295900,2.98657558
295950,2.985646759
296000,2.983983023
296050,2.985260848
296100,2.986563599
296150,2.98635189
296200,2.986462238
296250,2.984425067
296300,2.986780951
296350,2.9862658
296400,2.985796315
296450,2.986157919
296500,2.986888915
296550,2.986791118
296600,2.986357296
296650,2.985170185
296700,2.986439525
296750,2.986299443
296800,2.986541606
296850,2.986049316
296900,2.986603323
296950,2.986073847
297000,2.986055267
297050,2.984099036
297100,2.986451823
297150,2.986510038
297200,2.98679977
297250,2.986529804
297300,2.985871615
297350,2.986666823
297400,2.986644138
297450,2.985910643
297500,2.986938671
297550,2.98670511
297600,2.986894118
297650,2.986558281
297700,2.985854072
297750,2.986866733
297800,2.986583962
297850,2.986623907
297900,2.985911547
297950,2.986409216
298000,2.986644351
298050,2.986703482
298100,2.985677657
298150,2.986284471
298200,2.985666929
298250,2.986872131
298300,2.985462353
298350,2.986841353
298400,2.986420538
298450,2.986773391
298500,2.9847033
298550,2.986518602
298600,2.986719201
298650,2.986683997
298700,2.986010437
298750,2.986382925
298800,2.98588165
298850,2.986812077
298900,2.982465571
298950,2.985706834
299000,2.983888537
299050,2.986649613
299100,2.98581285
299150,2.98672028
299200,2.986799243
299250,2.986268651
299300,2.984002133
299350,2.986605173
299400,2.986431293
299450,2.986406173
299500,2.986621762
299550,2.983808912
299600,2.985546476
299650,2.985732407
299700,2.9863885
299750,2.986853334
299800,2.986715704
299850,2.985380447
299900,2.985902708
299950,2.98647901
300000,2.985604712
300050,2.985470908
300100,2.985712658
300150,2.986518065
300200,2.984864225
300250,2.986403783
300300,2.984828484
300350,2.98604888
300400,2.985072701
300450,2.986162628
300500,2.986309303
300550,2.98651155
300600,2.985972995
300650,2.985269817
300700,2.985223175
300750,2.985700326
300800,2.985296137
300850,2.986589861
300900,2.985450001
300950,2.985021632
301000,2.985957313
301050,2.984076946
301100,2.98634218
301150,2.985851802
301200,2.986089724
301250,2.986083661
301300,2.985688569
301350,2.986454451
301400,2.986212893
301450,2.98566167
301500,2.985988336
301550,2.986057296
301600,2.985437503
301650,2.986031656
301700,2.986758075
301750,2.985804224
301800,2.984846489
301850,2.986311339
301900,2.985687236
301950,2.986433715
302000,2.98541315
302050,2.986238929
302100,2.985890409
302150,2.983841222
302200,2.986649085
302250,2.986077978
302300,2.986935778
302350,2.985905011
302400,2.986137606
302450,2.98624113
302500,2.986825756
302550,2.986929145
302600,2.98550356
302650,2.985812415
302700,2.986433156
302750,2.986667573
302800,2.986045606
302850,2.984693821
302900,2.986816368
302950,2.986805975
303000,2.986797867
303050,2.985180313
303100,2.98596033
303150,2.986103157
303200,2.986589787
303250,2.986001276
303300,2.986775386
303350,2.985605316
303400,2.985547068
303450,2.986019908
303500,2.985546272
303550,2.986435719
303600,2.984901626
303650,2.985977996
303700,2.984908467
303750,2.986083699
303800,2.986406362
303850,2.986131129
303900,2.985420505
303950,2.9861393
304000,2.98639397
304050,2.98673932
304100,2.98629541
304150,2.986785896
304200,2.986705777
304250,2.985667125
304300,2.985718268
304350,2.986832496
304400,2.986200977
304450,2.986282231
304500,2.98519969
304550,2.986241225
304600,2.98665629
304650,2.986046389
304700,2.986434307
304750,2.984879467
304800,2.986590678
304850,2.985556905
304900,2.986736707
304950,2.985392501
305000,2.986536178
305050,2.986183347
305100,2.986447869
305150,2.986708259
305200,2.986377479
305250,2.98548656
305300,2.985735299
305350,2.986820442
305400,2.986401957
305450,2.986020349
305500,2.986520283
305550,2.984253841
305600,2.986478615
305650,2.986140871
305700,2.986676587
305750,2.986259983
305800,2.986314824
305850,2.984808879
305900,2.986395804
305950,2.986719777
306000,2.984439519
306050,2.985339046
306100,2.986354683
306150,2.985166335
306200,2.986439708
306250,2.9864709
306300,2.986032754
306350,2.983641133
306400,2.983704999
306450,2.986197933
306500,2.986303303
306550,2.98685508
306600,2.986257265
306650,2.986707779
306700,2.986348719
306750,2.986139251
306800,2.98497402
306850,2.986402618
306900,2.985958563
306950,2.986243707
307000,2.986048219
307050,2.986149162
307100,2.986028898
307150,2.985836823
307200,2.986136968
307250,2.985914807
307300,2.982077196
307350,2.985846738
307400,2.983594098
307450,2.986176259
307500,2.986654886
307550,2.986788727
307600,2.986017547
307650,2.984597319
307700,2.986622051
307750,2.986859556
307800,2.986432316
307850,2.986150568
307900,2.986583948
307950,2.986612588
308000,2.985246142
308050,2.985559612
308100,2.985418119
308150,2.986404359
308200,2.985375507
308250,2.98636821
308300,2.984868029
308350,2.986510082
308400,2.98657686
308450,2.986670599
308500,2.986893484
308550,2.986750098
308600,2.986287862
308650,2.98554062
308700,2.985255739
308750,2.986758705
308800,2.986941516
308850,2.985322088
308900,2.985159367
308950,2.9850005
309000,2.985348747
309050,2.986098402
309100,2.986100096
309150,2.986466359
309200,2.986669487
309250,2.985340163
309300,2.985062436
309350,2.986332727
309400,2.98686137
309450,2.984087707
309500,2.985646262
309550,2.986590694
309600,2.984893192
309650,2.984952473
309700,2.986360604
309750,2.984984315
309800,2.986745582
309850,2.985381665
309900,2.986700392
309950,2.986789821
310000,2.985799389
310050,2.984305191
310100,2.985827407
310150,2.986323303
310200,2.98637556
310250,2.985129971
310300,2.984644114
310350,2.983881746
310400,2.984573233
310450,2.985653055
310500,2.985944661
310550,2.985902585
310600,2.98620824
310650,2.98593099
310700,2.98652099
310750,2.985927863
310800,2.986363154
310850,2.986613894
310900,2.985092593
310950,2.98531619
311000,2.985219867
311050,2.986126919
311100,2.986622888
311150,2.986456566
311200,2.986035554
311250,2.983981204
311300,2.985711345
311350,2.985253668
311400,2.98571119
311450,2.985610679
311500,2.98638839
311550,2.986439915
311600,2.984983706
311650,2.985640865
311700,2.985657572
311750,2.98611837
311800,2.98527846
311850,2.985836573
311900,2.984051844
311950,2.985750996
312000,2.986840836
312050,2.986934611
312100,2.986938748
312150,2.986598055
312200,2.984651813
312250,2.986632256
312300,2.984605976
312350,2.9852347
312400,2.985210942
312450,2.985971454
312500,2.986703855
312550,2.985513961
312600,2.986356496
312650,2.984164205
312700,2.986270473
312750,2.984692669
312800,2.985669801
312850,2.986841618
312900,2.985352437
312950,2.986749581
313000,2.986056253
313050,2.986049512
313100,2.986680524
313150,2.986259118
313200,2.985496313
313250,2.985042921
313300,2.986610739
313350,2.986428922
313400,2.986655759
313450,2.985241623
313500,2.98660357
313550,2.985587767
313600,2.984981857
313650,2.985176812
313700,2.986774214
313750,2.986894861
313800,2.985949062
313850,2.98575644
313900,2.98635302
313950,2.986526312
314000,2.985626066
314050,2.986400086
314100,2.986491926
314150,2.985391967
314200,2.986773684
314250,2.986452242
314300,2.986668597
314350,2.98352963
314400,2.986172388
314450,2.986095468
314500,2.986134871
314550,2.985180616
314600,2.985955202
314650,2.986529376
314700,2.984959644
314750,2.986047403
314800,2.986085753
314850,2.986290325
314900,2.985975075
314950,2.985874273
315000,2.986378081
315050,2.98488203
315100,2.983767745
315150,2.986302035
315200,2.986849523
315250,2.986253182
315300,2.985755886
315350,2.986648295
315400,2.985850435
315450,2.986043647
315500,2.985808389
315550,2.986347268
315600,2.986087323
315650,2.985483547
315700,2.986186896
315750,2.985410482
315800,2.986405076
315850,2.984889596
315900,2.986622768
315950,2.986392614
316000,2.986593949
316050,2.986093316
316100,2.985381117
316150,2.986412451
316200,2.984465769
316250,2.985527977
316300,2.986565193
316350,2.986218697
316400,2.985254216
316450,2.985878884
316500,2.986439667
316550,2.986521126
316600,2.986748107
316650,2.986417178
316700,2.985971125
316750,2.985335887
316800,2.986818428
316850,2.986894241
316900,2.986569823
316950,2.984951493
317000,2.986917075
317050,2.985501451
317100,2.984310872
317150,2.984131183
317200,2.986901803
317250,2.98606162
317300,2.986908604
317350,2.986511559
317400,2.984672849
317450,2.986805266
317500,2.986848159
317550,2.986004252
317600,2.98673259
317650,2.986447487
317700,2.986673634
317750,2.984847827
317800,2.985683814
317850,2.986301497
317900,2.986671143
317950,2.986336504
318000,2.985620055
318050,2.986625811
318100,2.98625265
318150,2.986138161
318200,2.985186227
318250,2.985643227
318300,2.984682127
318350,2.985509671
318400,2.985325564
318450,2.985626972
318500,2.984361797
318550,2.986436431
318600,2.986409245
318650,2.986542016
318700,2.986423023
318750,2.986675947
318800,2.986332042
318850,2.986043298
318900,2.986078199
318950,2.985648233
319000,2.986284555
319050,2.986199894
319100,2.985521108
319150,2.986337309
319200,2.985546985
319250,2.985373549
319300,2.986197188
319350,2.986515667
319400,2.986331764
319450,2.986711158
319500,2.984292819
319550,2.986683395
319600,2.985575724
319650,2.984763657
319700,2.98566778
319750,2.985526091
319800,2.985547233
319850,2.986549443
319900,2.986020174
319950,2.985569694
320000,2.983147644
320050,2.986288331
320100,2.986503384
320150,2.986140917
320200,2.986904381
320250,2.983641973
320300,2.985805116
320350,2.985756721
320400,2.984129824
320450,2.986070329
320500,2.986226591
320550,2.986493304
320600,2.983228398
320650,2.986476763
320700,2.986528357
320750,2.984005979
320800,2.985992574
320850,2.983566578
320900,2.985072295
320950,2.98618647
321000,2.986683054
321050,2.985770886
321100,2.985907416
321150,2.986208509
321200,2.98588355
321250,2.986401852
321300,2.986611213
321350,2.985547741
321400,2.985352723
321450,2.986638842
321500,2.986972182
321550,2.986601351
321600,2.986510765
321650,2.986520515
321700,2.986681997
321750,2.986888012
321800,2.986946728
321850,2.986933311
321900,2.986369909
321950,2.985260031
322000,2.986312928
322050,2.98624839
322100,2.98679996
322150,2.986790168
322200,2.985966462
322250,2.985820305
322300,2.98652215
322350,2.986390851
322400,2.98677394
322450,2.986741476
322500,2.984729299
322550,2.986266127
322600,2.9851919
322650,2.986672637
322700,2.986654764
322750,2.986713492
322800,2.984861317
322850,2.985080593
322900,2.984749583
322950,2.984214551
323000,2.986581552
323050,2.986019764
323100,2.986109228
323150,2.985398278
323200,2.985781039
323250,2.986583471
323300,2.986633671
323350,2.986276016
323400,2.985791837
323450,2.983664273
323500,2.986651632
323550,2.984637857
323600,2.98653893
323650,2.986255174
323700,2.986165888
323750,2.986623202
323800,2.986644815
323850,2.986572771
323900,2.985735315
323950,2.98620752
324000,2.985926221
324050,2.985062278
324100,2.983588203
324150,2.986704495
324200,2.986496954
324250,2.986108113
324300,2.986613457
324350,2.985748958
324400,2.986912678
324450,2.985816917
324500,2.986706895
324550,2.986443297
324600,2.986874049
324650,2.986555288
324700,2.986605661
324750,2.985636569
324800,2.985795505
324850,2.985652845
324900,2.985564352
324950,2.985624475
325000,2.985865941
325050,2.985152019
325100,2.985049799
325150,2.985665159
325200,2.986618813
325250,2.986286745
325300,2.98662664
325350,2.986517395
325400,2.985839317
325450,2.986811888
325500,2.984489566
325550,2.985982107
325600,2.98451031
325650,2.985129625
325700,2.986070229
325750,2.985634382
325800,2.985404618
325850,2.984919833
325900,2.984840921
325950,2.985010346
326000,2.986245304
326050,2.986847857
326100,2.986571845
326150,2.985641472
326200,2.986341631
326250,2.985927334
326300,2.984805258
326350,2.986933723
326400,2.986976976
326450,2.985440811
326500,2.984668536
326550,2.986459715
326600,2.985871905
326650,2.986645947
326700,2.985930862
326750,2.986140654
326800,2.986902014
326850,2.986342422
326900,2.986338333
326950,2.986343914
327000,2.986700074
327050,2.9859697
327100,2.986432739
327150,2.986474481
327200,2.983680386
327250,2.986119789
327300,2.982767608
327350,2.986472597
327400,2.985878239
327450,2.986801298
327500,2.984707052
327550,2.986576881
327600,2.985893699
327650,2.986852463
327700,2.985447571
327750,2.986699912
327800,2.985112521
327850,2.986584744
327900,2.986483456
327950,2.986141749
328000,2.986750766
328050,2.986844537
328100,2.986495672
328150,2.98677947
328200,2.986861839
328250,2.986173466
328300,2.982954586
328350,2.985717398
328400,2.986684242
328450,2.986115794
328500,2.986098628
328550,2.986553848
328600,2.986731144
328650,2.986790959
328700,2.985350482
328750,2.985444584
328800,2.98593986
328850,2.986455333
328900,2.985015707
328950,2.986549389
329000,2.985547802
329050,2.986810436
329100,2.985652413
329150,2.985842452
329200,2.986230503
329250,2.986297305
329300,2.986611411
329350,2.985454446
329400,2.985250571
329450,2.986456008
329500,2.985533633
329550,2.986560983
329600,2.986397858
329650,2.985246228
329700,2.986834742
329750,2.986864835
329800,2.986688608
329850,2.986778553
329900,2.986615464
329950,2.985887076
330000,2.986254267
330050,2.985691314
330100,2.985193506
330150,2.986751838
330200,2.986708455
330250,2.986344773
330300,2.985041075
330350,2.985913024
330400,2.986556036
330450,2.986734915
330500,2.986259502
330550,2.983697445
330600,2.986559228
330650,2.985659426
330700,2.985780753
330750,2.985898247
330800,2.98519644
330850,2.983372045
330900,2.986556747
330950,2.98679206
331000,2.986052818
331050,2.984743853
331100,2.986562223
331150,2.986048211
331200,2.986804281
331250,2.985735988
331300,2.986512114
331350,2.986186245
331400,2.986759866
331450,2.986332065
331500,2.985593386
331550,2.986450074
331600,2.986873563
331650,2.986238446
331700,2.986727956
331750,2.986535836
331800,2.985415904
331850,2.984705107
331900,2.985315022
331950,2.98656557
332000,2.986831021
332050,2.985520565
332100,2.986611796
332150,2.986824326
332200,2.986645295
332250,2.986339797
332300,2.985831956
332350,2.986273817
332400,2.985814525
332450,2.985408484
332500,2.985656976
332550,2.984521149
332600,2.986514633
332650,2.985507676
332700,2.984645928
332750,2.986038338
332800,2.985957615
332850,2.985657625
332900,2.986780628
332950,2.986868124
333000,2.985662627
333050,2.986527368
333100,2.984875997
333150,2.986676471
333200,2.986097088
333250,2.98628345
333300,2.986407279
333350,2.98669644
333400,2.984314263
333450,2.9866683
333500,2.986874518
333550,2.986866335
333600,2.986908294
333650,2.986026934
333700,2.985209255
333750,2.98413914
333800,2.986887898
333850,2.985612976
333900,2.985988464
333950,2.98555705
334000,2.984841071
334050,2.98620805
334100,2.985847815
334150,2.985442326
334200,2.986126123
334250,2.985838301
334300,2.983290177
334350,2.986543904
334400,2.986173806
334450,2.986503108
334500,2.98675707
334550,2.985498453
334600,2.986480503
334650,2.985280067
334700,2.985712345
334750,2.985836709
334800,2.986825565
334850,2.986707754
334900,2.984970346
334950,2.985414828
335000,2.985949227
335050,2.986734329
335100,2.984257477
335150,2.986104639
335200,2.985899238
335250,2.986463718
335300,2.985556079
335350,2.986225731
335400,2.984717196
335450,2.985965107
335500,2.986047706
335550,2.98655535
335600,2.986021865
335650,2.985883015
335700,2.986178894
335750,2.9854677
335800,2.983602077
335850,2.986361202
335900,2.986513123
335950,2.98599279
336000,2.985730129
336050,2.986759323
336100,2.986173219
336150,2.986008778
336200,2.986819089
336250,2.986856609
336300,2.9864329
336350,2.986466993
336400,2.982359801
336450,2.985839217
336500,2.986504097
336550,2.986105795
336600,2.98587649
336650,2.986581632
336700,2.986544146
336750,2.986348396
336800,2.985528253
336850,2.985498392
336900,2.984467744
336950,2.986841189
337000,2.984802266
337050,2.986976298
337100,2.984901542
337150,2.986895677
337200,2.986005409
337250,2.985664882
337300,2.986471556
337350,2.985840532
337400,2.986509696
337450,2.986867982
337500,2.986982413
337550,2.986067436
337600,2.986949368
337650,2.98624851
337700,2.986928771
337750,2.986846515
337800,2.986564011
337850,2.985168029
337900,2.986625479
337950,2.98607465
338000,2.985199705
338050,2.982648345
338100,2.986448824
338150,2.985271134
338200,2.986743525
338250,2.986853979
338300,2.985581911
338350,2.986146758
338400,2.985715424
338450,2.986194774
338500,2.985858668
338550,2.98434194
338600,2.986004354
338650,2.986181994
338700,2.984294437
338750,2.985216855
338800,2.986711439
338850,2.986206687
338900,2.985618692
338950,2.985809965
339000,2.985085407
339050,2.985766746
339100,2.986730841
339150,2.986554259
339200,2.986584137
339250,2.983638541
339300,2.986401745
339350,2.985288515
339400,2.98593667
339450,2.986323682
339500,2.985601993
339550,2.986835017
339600,2.986479506
339650,2.98633513
339700,2.986917194
339750,2.985642455
339800,2.986538804
339850,2.985982158
339900,2.986434137
339950,2.982774996
340000,2.986041331
340050,2.986317289
340100,2.985906117
340150,2.986500992
340200,2.986359588
340250,2.986704439
340300,2.985723543
340350,2.986179354
340400,2.986017055
340450,2.984487433
340500,2.985081813
340550,2.986043583
340600,2.986465815
340650,2.986605697
340700,2.986620156
340750,2.985116479
340800,2.98458963
340850,2.986694959
340900,2.986883475
340950,2.985985457
341000,2.986840637
341050,2.984532393
341100,2.986513642
341150,2.986060382
341200,2.985812978
341250,2.986323897
341300,2.985377823
341350,2.986658969
341400,2.98569771
341450,2.986719843
341500,2.98594564
341550,2.986011058
341600,2.986250046
341650,2.986093345
341700,2.986418538
341750,2.986508443
341800,2.985593573
341850,2.986433883
341900,2.985870384
341950,2.985065546
342000,2.983744951
342050,2.985660458
342100,2.985093768
342150,2.98439008
342200,2.986025977
342250,2.986544625
342300,2.98615206
342350,2.986630037
342400,2.984981556
342450,2.98660769
342500,2.98588711
342550,2.986640367
342600,2.986214615
342650,2.98657392
342700,2.984432322
342750,2.98577352
342800,2.986656882
342850,2.986317605
342900,2.985502737
342950,2.985941538
343000,2.983854971
343050,2.98666204
343100,2.985740213
343150,2.986530056
343200,2.985564296
343250,2.983060747
343300,2.986779649
343350,2.985082428
343400,2.984299428
343450,2.986218223
343500,2.98462411
343550,2.986703817
343600,2.986761926
343650,2.986389457
343700,2.986508424
343750,2.985756163
343800,2.985955639
