name,stra.14151,stra.14152,stra.14153,stra.14269,stra.14392,stra.14394,stra.14511,stra.14517,stra.14520,stra.14642,stra.13321
0,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05,6.83E-05
1,6.21E-05,6.17E-05,6.14E-05,6.12E-05,5.85E-05,5.79E-05,5.61E-05,5.49E-05,5.46E-05,6.79E-05,7.64E-05
2,5.61E-05,5.55E-05,5.49E-05,5.46E-05,4.96E-05,4.87E-05,4.55E-05,4.36E-05,4.31E-05,6.75E-05,8.44E-05
3,5.05E-05,4.96E-05,4.88E-05,4.86E-05,4.18E-05,4.06E-05,3.66E-05,3.42E-05,3.35E-05,6.71E-05,9.19E-05
4,4.52E-05,4.41E-05,4.31E-05,4.30E-05,3.49E-05,3.35E-05,2.92E-05,2.65E-05,2.57E-05,6.67E-05,9.87E-05
5,4.02E-05,3.90E-05,3.78E-05,3.79E-05,2.90E-05,2.74E-05,2.30E-05,2.02E-05,1.95E-05,6.64E-05,1.05E-04
6,3.56E-05,3.43E-05,3.30E-05,3.33E-05,2.38E-05,2.22E-05,1.80E-05,1.52E-05,1.46E-05,6.60E-05,1.09E-04
7,3.14E-05,3.00E-05,2.87E-05,2.92E-05,1.95E-05,1.78E-05,1.39E-05,1.14E-05,1.07E-05,6.57E-05,1.13E-04
8,2.76E-05,2.61E-05,2.47E-05,2.55E-05,1.58E-05,1.42E-05,1.07E-05,8.35E-06,7.81E-06,6.55E-05,1.14E-04
9,2.42E-05,2.26E-05,2.12E-05,2.23E-05,1.27E-05,1.12E-05,8.17E-06,6.07E-06,5.62E-06,6.53E-05,1.15E-04
10,2.11E-05,1.95E-05,1.81E-05,1.94E-05,1.02E-05,8.83E-06,6.19E-06,4.37E-06,3.99E-06,6.51E-05,1.14E-04
11,1.83E-05,1.68E-05,1.54E-05,1.69E-05,8.15E-06,6.89E-06,4.67E-06,3.11E-06,2.80E-06,6.50E-05,1.12E-04
12,1.59E-05,1.44E-05,1.31E-05,1.47E-05,6.47E-06,5.34E-06,3.51E-06,2.19E-06,1.95E-06,6.50E-05,1.09E-04
13,1.37E-05,1.22E-05,1.10E-05,1.28E-05,5.12E-06,4.11E-06,2.63E-06,1.53E-06,1.34E-06,6.51E-05,1.05E-04
14,1.18E-05,1.04E-05,9.26E-06,1.12E-05,4.04E-06,3.15E-06,1.96E-06,1.06E-06,9.15E-07,6.52E-05,1.01E-04
15,1.02E-05,8.85E-06,7.76E-06,9.77E-06,3.17E-06,2.41E-06,1.46E-06,7.27E-07,6.19E-07,6.55E-05,9.56E-05
16,8.78E-06,7.50E-06,6.49E-06,8.56E-06,2.49E-06,1.83E-06,1.09E-06,4.96E-07,4.16E-07,6.59E-05,9.02E-05
17,7.55E-06,6.35E-06,5.41E-06,7.53E-06,1.96E-06,1.39E-06,8.15E-07,3.37E-07,2.78E-07,6.64E-05,8.45E-05
18,6.50E-06,5.37E-06,4.51E-06,6.65E-06,1.53E-06,1.05E-06,6.10E-07,2.28E-07,1.85E-07,6.71E-05,7.88E-05
19,5.59E-06,4.54E-06,3.75E-06,5.90E-06,1.20E-06,7.95E-07,4.58E-07,1.54E-07,1.22E-07,6.80E-05,7.30E-05
20,4.82E-06,3.84E-06,3.13E-06,5.26E-06,9.47E-07,6.01E-07,3.45E-07,1.03E-07,8.06E-08,6.90E-05,6.75E-05
21,4.16E-06,3.25E-06,2.60E-06,4.71E-06,7.46E-07,4.54E-07,2.62E-07,6.93E-08,5.31E-08,7.02E-05,6.21E-05
22,3.60E-06,2.76E-06,2.17E-06,4.25E-06,5.89E-07,3.44E-07,1.99E-07,4.65E-08,3.50E-08,7.17E-05,5.69E-05
23,3.12E-06,2.34E-06,1.81E-06,3.86E-06,4.67E-07,2.61E-07,1.53E-07,3.12E-08,2.30E-08,7.34E-05,5.21E-05
24,2.71E-06,2.00E-06,1.51E-06,3.53E-06,3.72E-07,1.98E-07,1.18E-07,2.10E-08,1.52E-08,7.54E-05,4.75E-05
25,2.37E-06,1.71E-06,1.27E-06,3.25E-06,2.97E-07,1.51E-07,9.23E-08,1.42E-08,1.00E-08,7.77E-05,4.33E-05
26,2.08E-06,1.46E-06,1.07E-06,3.01E-06,2.39E-07,1.16E-07,7.25E-08,9.60E-09,6.65E-09,8.02E-05,3.94E-05
27,1.83E-06,1.26E-06,9.03E-07,2.82E-06,1.93E-07,8.90E-08,5.75E-08,6.53E-09,4.43E-09,8.32E-05,3.58E-05
28,1.62E-06,1.09E-06,7.66E-07,2.65E-06,1.57E-07,6.88E-08,4.61E-08,4.47E-09,2.96E-09,8.65E-05,3.25E-05
29,1.44E-06,9.46E-07,6.53E-07,2.52E-06,1.29E-07,5.35E-08,3.72E-08,3.08E-09,2.00E-09,9.02E-05,2.95E-05
30,1.29E-06,8.27E-07,5.60E-07,2.41E-06,1.06E-07,4.19E-08,3.04E-08,2.13E-09,1.36E-09,9.44E-05,2.69E-05
31,1.16E-06,7.27E-07,4.82E-07,2.32E-06,8.82E-08,3.31E-08,2.51E-08,1.49E-09,9.28E-10,9.91E-05,2.44E-05
32,1.05E-06,6.44E-07,4.18E-07,2.26E-06,7.39E-08,2.63E-08,2.09E-08,1.05E-09,6.40E-10,0.000104301,2.23E-05
33,9.56E-07,5.74E-07,3.66E-07,2.21E-06,6.24E-08,2.11E-08,1.76E-08,7.50E-10,4.47E-10,0.000110157,2.04E-05
34,8.79E-07,5.15E-07,3.22E-07,2.19E-06,5.33E-08,1.70E-08,1.50E-08,5.40E-10,3.15E-10,0.000116709,1.86E-05
35,8.14E-07,4.66E-07,2.86E-07,2.18E-06,4.59E-08,1.39E-08,1.29E-08,3.93E-10,2.25E-10,0.000124045,1.71E-05
36,7.61E-07,4.26E-07,2.56E-07,2.19E-06,3.99E-08,1.15E-08,1.13E-08,2.90E-10,1.62E-10,0.000132272,1.58E-05
37,7.18E-07,3.93E-07,2.32E-07,2.23E-06,3.51E-08,9.62E-09,9.98E-09,2.17E-10,1.19E-10,0.000141515,1.46E-05
38,6.84E-07,3.66E-07,2.12E-07,2.28E-06,3.13E-08,8.14E-09,8.93E-09,1.64E-10,8.84E-11,0.000151926,1.36E-05
39,6.59E-07,3.45E-07,1.96E-07,2.37E-06,2.82E-08,6.98E-09,8.10E-09,1.27E-10,6.68E-11,0.00016369,1.28E-05
40,6.42E-07,3.29E-07,1.83E-07,2.48E-06,2.58E-08,6.07E-09,7.46E-09,9.94E-11,5.14E-11,0.000177028,1.20E-05
41,6.33E-07,3.18E-07,1.74E-07,2.62E-06,2.39E-08,5.37E-09,6.97E-09,7.94E-11,4.03E-11,0.000192214,1.14E-05
42,6.33E-07,3.11E-07,1.68E-07,2.80E-06,2.25E-08,4.83E-09,6.61E-09,6.47E-11,3.23E-11,0.00020958,1.10E-05
43,6.43E-07,3.10E-07,1.64E-07,3.04E-06,2.16E-08,4.43E-09,6.38E-09,5.39E-11,2.65E-11,0.000229537,1.06E-05
44,6.64E-07,3.14E-07,1.64E-07,3.34E-06,2.11E-08,4.14E-09,6.28E-09,4.60E-11,2.22E-11,0.000252588,1.04E-05
45,6.97E-07,3.24E-07,1.67E-07,3.72E-06,2.10E-08,3.96E-09,6.29E-09,4.03E-11,1.92E-11,0.000279355,1.03E-05
46,7.46E-07,3.41E-07,1.73E-07,4.21E-06,2.14E-08,3.88E-09,6.44E-09,3.63E-11,1.70E-11,0.000310596,1.04E-05
47,8.16E-07,3.67E-07,1.84E-07,4.85E-06,2.23E-08,3.90E-09,6.74E-09,3.37E-11,1.56E-11,0.000347227,1.06E-05
48,9.11E-07,4.05E-07,2.00E-07,5.67E-06,2.38E-08,4.03E-09,7.23E-09,3.23E-11,1.48E-11,0.000390326,1.10E-05
49,1.04E-06,4.57E-07,2.24E-07,6.75E-06,2.61E-08,4.28E-09,7.93E-09,3.20E-11,1.45E-11,0.000441096,1.17E-05
50,1.22E-06,5.29E-07,2.56E-07,8.18E-06,2.94E-08,4.70E-09,8.93E-09,3.29E-11,1.47E-11,0.000500756,1.26E-05
51,1.46E-06,6.28E-07,3.02E-07,1.01E-05,3.40E-08,5.31E-09,1.03E-08,3.51E-11,1.55E-11,0.000570283,1.39E-05
52,1.79E-06,7.63E-07,3.64E-07,1.26E-05,4.03E-08,6.17E-09,1.21E-08,3.86E-11,1.70E-11,0.000649925,1.56E-05
53,2.23E-06,9.45E-07,4.49E-07,1.59E-05,4.88E-08,7.35E-09,1.46E-08,4.39E-11,1.92E-11,0.000738459,1.77E-05
54,2.81E-06,1.19E-06,5.62E-07,2.02E-05,6.00E-08,8.92E-09,1.78E-08,5.10E-11,2.22E-11,0.000832329,2.04E-05
55,3.55E-06,1.50E-06,7.07E-07,2.56E-05,7.42E-08,1.09E-08,2.17E-08,6.02E-11,2.61E-11,0.000925211,2.36E-05
56,4.47E-06,1.88E-06,8.86E-07,3.20E-05,9.14E-08,1.34E-08,2.63E-08,7.13E-11,3.08E-11,0.00100877,2.71E-05
57,5.54E-06,2.33E-06,1.10E-06,3.94E-05,1.11E-07,1.63E-08,3.16E-08,8.41E-11,3.62E-11,0.00107492,3.08E-05
58,6.75E-06,2.84E-06,1.34E-06,4.73E-05,1.34E-07,1.95E-08,3.72E-08,9.80E-11,4.21E-11,0.00111859,3.45E-05
59,8.06E-06,3.39E-06,1.60E-06,5.57E-05,1.57E-07,2.29E-08,4.30E-08,1.12E-10,4.83E-11,0.00113909,3.79E-05
60,9.43E-06,3.98E-06,1.88E-06,6.41E-05,1.82E-07,2.64E-08,4.88E-08,1.27E-10,5.46E-11,0.0011394,4.11E-05
61,1.08E-05,4.59E-06,2.17E-06,7.26E-05,2.06E-07,3.01E-08,5.45E-08,1.42E-10,6.08E-11,0.00112424,4.39E-05
62,1.23E-05,5.21E-06,2.47E-06,8.11E-05,2.31E-07,3.38E-08,6.00E-08,1.56E-10,6.69E-11,0.00109843,4.64E-05
63,1.38E-05,5.86E-06,2.78E-06,8.94E-05,2.56E-07,3.75E-08,6.54E-08,1.70E-10,7.30E-11,0.00106595,4.86E-05
64,1.53E-05,6.52E-06,3.10E-06,9.78E-05,2.82E-07,4.13E-08,7.07E-08,1.84E-10,7.89E-11,0.00102973,5.06E-05
65,1.69E-05,7.19E-06,3.43E-06,0.000106128,3.07E-07,4.51E-08,7.58E-08,1.98E-10,8.48E-11,0.000991775,5.23E-05
66,1.85E-05,7.88E-06,3.76E-06,0.000114493,3.33E-07,4.90E-08,8.09E-08,2.11E-10,9.06E-11,0.000953386,5.38E-05
67,2.01E-05,8.60E-06,4.11E-06,0.000122899,3.59E-07,5.30E-08,8.59E-08,2.25E-10,9.64E-11,0.000915389,5.52E-05
68,2.17E-05,9.33E-06,4.46E-06,0.000131364,3.86E-07,5.70E-08,9.09E-08,2.38E-10,1.02E-10,0.000878282,5.64E-05
69,2.34E-05,1.01E-05,4.83E-06,0.0001399,4.13E-07,6.11E-08,9.58E-08,2.52E-10,1.08E-10,0.000842356,5.74E-05
70,2.52E-05,1.08E-05,5.20E-06,0.000148517,4.40E-07,6.52E-08,1.01E-07,2.65E-10,1.14E-10,0.000807769,5.83E-05
71,2.70E-05,1.16E-05,5.59E-06,0.000157222,4.67E-07,6.94E-08,1.06E-07,2.79E-10,1.20E-10,0.000774596,5.90E-05
72,2.88E-05,1.24E-05,5.98E-06,0.00016602,4.96E-07,7.37E-08,1.11E-07,2.92E-10,1.25E-10,0.000742858,5.97E-05
73,3.06E-05,1.33E-05,6.39E-06,0.000174914,5.24E-07,7.81E-08,1.15E-07,3.06E-10,1.31E-10,0.000712546,6.02E-05
74,3.25E-05,1.41E-05,6.80E-06,0.000183906,5.53E-07,8.26E-08,1.20E-07,3.20E-10,1.37E-10,0.000683629,6.06E-05
75,3.45E-05,1.50E-05,7.23E-06,0.000193,5.83E-07,8.72E-08,1.25E-07,3.34E-10,1.43E-10,0.000656063,6.10E-05
76,3.65E-05,1.59E-05,7.67E-06,0.000202197,6.13E-07,9.18E-08,1.30E-07,3.48E-10,1.49E-10,0.000629799,6.12E-05
77,3.85E-05,1.68E-05,8.12E-06,0.000211496,6.43E-07,9.66E-08,1.35E-07,3.62E-10,1.55E-10,0.000604784,6.13E-05
78,4.06E-05,1.77E-05,8.57E-06,0.000220901,6.74E-07,1.01E-07,1.40E-07,3.76E-10,1.62E-10,0.000580961,6.14E-05
79,4.27E-05,1.87E-05,9.04E-06,0.00023041,7.06E-07,1.06E-07,1.45E-07,3.91E-10,1.68E-10,0.000558276,6.14E-05
80,4.48E-05,1.96E-05,9.52E-06,0.000240025,7.38E-07,1.11E-07,1.50E-07,4.05E-10,1.74E-10,0.000536674,6.13E-05
81,4.70E-05,2.06E-05,1.00E-05,0.000249746,7.71E-07,1.16E-07,1.55E-07,4.20E-10,1.81E-10,0.000516102,6.11E-05
82,4.93E-05,2.16E-05,1.05E-05,0.000259574,8.04E-07,1.22E-07,1.61E-07,4.35E-10,1.87E-10,0.000496509,6.09E-05
83,5.15E-05,2.26E-05,1.10E-05,0.00026951,8.37E-07,1.27E-07,1.66E-07,4.50E-10,1.94E-10,0.000477843,6.06E-05
84,5.39E-05,2.37E-05,1.15E-05,0.000279553,8.72E-07,1.32E-07,1.71E-07,4.65E-10,2.00E-10,0.000460059,6.03E-05
85,5.62E-05,2.48E-05,1.21E-05,0.000289704,9.06E-07,1.38E-07,1.76E-07,4.81E-10,2.07E-10,0.00044311,5.99E-05
86,5.86E-05,2.59E-05,1.26E-05,0.000299963,9.42E-07,1.43E-07,1.81E-07,4.97E-10,2.14E-10,0.000426953,5.95E-05
87,6.10E-05,2.70E-05,1.32E-05,0.000310331,9.77E-07,1.49E-07,1.87E-07,5.13E-10,2.21E-10,0.000411547,5.90E-05
88,6.35E-05,2.81E-05,1.37E-05,0.000320809,1.01E-06,1.55E-07,1.92E-07,5.29E-10,2.28E-10,0.000396853,5.85E-05
89,6.60E-05,2.92E-05,1.43E-05,0.000331396,1.05E-06,1.61E-07,1.97E-07,5.45E-10,2.35E-10,0.000382833,5.79E-05
90,6.86E-05,3.04E-05,1.49E-05,0.000342093,1.09E-06,1.67E-07,2.03E-07,5.62E-10,2.42E-10,0.000369452,5.73E-05
91,7.12E-05,3.16E-05,1.55E-05,0.0003529,1.13E-06,1.73E-07,2.08E-07,5.79E-10,2.50E-10,0.000356678,5.67E-05
92,7.38E-05,3.28E-05,1.61E-05,0.000363819,1.16E-06,1.79E-07,2.14E-07,5.96E-10,2.57E-10,0.000344478,5.60E-05
93,7.65E-05,3.40E-05,1.67E-05,0.000374848,1.20E-06,1.85E-07,2.20E-07,6.13E-10,2.65E-10,0.000332823,5.54E-05
94,7.92E-05,3.53E-05,1.74E-05,0.000385989,1.24E-06,1.92E-07,2.25E-07,6.30E-10,2.72E-10,0.000321684,5.47E-05
95,8.20E-05,3.65E-05,1.80E-05,0.000397241,1.28E-06,1.98E-07,2.31E-07,6.48E-10,2.80E-10,0.000311036,5.39E-05
96,8.48E-05,3.78E-05,1.86E-05,0.000408606,1.33E-06,2.05E-07,2.37E-07,6.66E-10,2.88E-10,0.000300852,5.32E-05
97,8.76E-05,3.91E-05,1.93E-05,0.000420084,1.37E-06,2.11E-07,2.43E-07,6.84E-10,2.96E-10,0.000291109,5.24E-05
98,9.05E-05,4.05E-05,2.00E-05,0.000431675,1.41E-06,2.18E-07,2.48E-07,7.03E-10,3.04E-10,0.000281784,5.17E-05
99,9.34E-05,4.18E-05,2.07E-05,0.000443379,1.45E-06,2.25E-07,2.54E-07,7.21E-10,3.12E-10,0.000272858,5.09E-05
100,9.63E-05,4.32E-05,2.14E-05,0.000455196,1.50E-06,2.32E-07,2.60E-07,7.40E-10,3.21E-10,0.000264308,5.01E-05
101,9.93E-05,4.46E-05,2.21E-05,0.000467128,1.54E-06,2.39E-07,2.66E-07,7.60E-10,3.29E-10,0.000256117,4.93E-05
102,0.000102367,4.60E-05,2.28E-05,0.000479175,1.58E-06,2.47E-07,2.73E-07,7.79E-10,3.38E-10,0.000248267,4.85E-05
103,0.00010544,4.74E-05,2.35E-05,0.000491336,1.63E-06,2.54E-07,2.79E-07,7.99E-10,3.46E-10,0.00024074,4.76E-05
104,0.000108552,4.89E-05,2.42E-05,0.000503612,1.67E-06,2.61E-07,2.85E-07,8.19E-10,3.55E-10,0.000233521,4.68E-05
105,0.000111703,5.03E-05,2.50E-05,0.000516003,1.72E-06,2.69E-07,2.91E-07,8.39E-10,3.64E-10,0.000226595,4.60E-05
106,0.000114894,5.18E-05,2.57E-05,0.000528511,1.77E-06,2.77E-07,2.98E-07,8.60E-10,3.73E-10,0.000219948,4.52E-05
107,0.000118124,5.33E-05,2.65E-05,0.000541134,1.82E-06,2.85E-07,3.04E-07,8.81E-10,3.82E-10,0.000213566,4.43E-05
108,0.000121394,5.49E-05,2.73E-05,0.000553874,1.86E-06,2.93E-07,3.11E-07,9.02E-10,3.92E-10,0.000207436,4.35E-05
109,0.000124702,5.64E-05,2.81E-05,0.000566731,1.91E-06,3.01E-07,3.17E-07,9.23E-10,4.01E-10,0.000201546,4.27E-05
110,0.00012805,5.80E-05,2.89E-05,0.000579704,1.96E-06,3.09E-07,3.24E-07,9.45E-10,4.11E-10,0.000195886,4.18E-05
111,0.000131436,5.96E-05,2.97E-05,0.000592795,2.01E-06,3.17E-07,3.30E-07,9.67E-10,4.21E-10,0.000190443,4.10E-05
112,0.000134862,6.12E-05,3.05E-05,0.000606004,2.06E-06,3.25E-07,3.37E-07,9.89E-10,4.31E-10,0.000185209,4.02E-05
113,0.000138327,6.28E-05,3.14E-05,0.00061933,2.12E-06,3.34E-07,3.44E-07,1.01E-09,4.41E-10,0.000180173,3.94E-05
114,0.000141831,6.44E-05,3.22E-05,0.000632775,2.17E-06,3.43E-07,3.51E-07,1.03E-09,4.51E-10,0.000175327,3.86E-05
115,0.000145373,6.61E-05,3.31E-05,0.000646338,2.22E-06,3.51E-07,3.58E-07,1.06E-09,4.61E-10,0.000170661,3.78E-05
116,0.000148955,6.78E-05,3.39E-05,0.00066002,2.27E-06,3.60E-07,3.65E-07,1.08E-09,4.71E-10,0.000166167,3.70E-05
117,0.000152575,6.95E-05,3.48E-05,0.00067382,2.33E-06,3.69E-07,3.72E-07,1.10E-09,4.82E-10,0.000161838,3.62E-05
118,0.000156234,7.12E-05,3.57E-05,0.00068774,2.38E-06,3.78E-07,3.79E-07,1.13E-09,4.93E-10,0.000157667,3.54E-05
119,0.000159932,7.30E-05,3.66E-05,0.000701779,2.44E-06,3.88E-07,3.87E-07,1.15E-09,5.04E-10,0.000153645,3.46E-05
120,0.000163669,7.47E-05,3.75E-05,0.000715938,2.50E-06,3.97E-07,3.94E-07,1.18E-09,5.15E-10,0.000149767,3.39E-05
121,0.000167444,7.65E-05,3.84E-05,0.000730217,2.55E-06,4.07E-07,4.02E-07,1.20E-09,5.26E-10,0.000146027,3.31E-05
122,0.000171258,7.83E-05,3.93E-05,0.000744616,2.61E-06,4.16E-07,4.09E-07,1.23E-09,5.37E-10,0.000142418,3.24E-05
123,0.00017511,8.02E-05,4.03E-05,0.000759135,2.67E-06,4.26E-07,4.17E-07,1.25E-09,5.48E-10,0.000138935,3.16E-05
124,0.000179001,8.20E-05,4.12E-05,0.000773774,2.73E-06,4.36E-07,4.24E-07,1.28E-09,5.60E-10,0.000135572,3.09E-05
125,0.00018293,8.39E-05,4.22E-05,0.000788535,2.79E-06,4.46E-07,4.32E-07,1.31E-09,5.72E-10,0.000132324,3.02E-05
126,0.000186898,8.57E-05,4.32E-05,0.000803416,2.85E-06,4.56E-07,4.40E-07,1.33E-09,5.84E-10,0.000129187,2.95E-05
127,0.000190904,8.77E-05,4.42E-05,0.000818418,2.91E-06,4.66E-07,4.48E-07,1.36E-09,5.96E-10,0.000126155,2.88E-05
128,0.000194948,8.96E-05,4.52E-05,0.000833541,2.97E-06,4.77E-07,4.56E-07,1.39E-09,6.08E-10,0.000123225,2.81E-05
129,0.000199031,9.15E-05,4.62E-05,0.000848786,3.03E-06,4.87E-07,4.64E-07,1.42E-09,6.20E-10,0.000120391,2.74E-05
130,0.000203151,9.35E-05,4.72E-05,0.000864152,3.10E-06,4.98E-07,4.72E-07,1.44E-09,6.33E-10,0.000117651,2.67E-05
131,0.00020731,9.55E-05,4.82E-05,0.00087964,3.16E-06,5.08E-07,4.80E-07,1.47E-09,6.46E-10,0.000115001,2.61E-05
132,0.000211506,9.75E-05,4.93E-05,0.00089525,3.23E-06,5.19E-07,4.89E-07,1.50E-09,6.59E-10,0.000112436,2.55E-05
133,0.000215741,9.95E-05,5.03E-05,0.000910982,3.29E-06,5.30E-07,4.97E-07,1.53E-09,6.72E-10,0.000109953,2.48E-05
134,0.000220014,0.000101532,5.14E-05,0.000926836,3.36E-06,5.42E-07,5.06E-07,1.56E-09,6.85E-10,0.000107549,2.42E-05
135,0.000224324,0.000103593,5.24E-05,0.000942812,3.42E-06,5.53E-07,5.14E-07,1.59E-09,6.98E-10,0.000105221,2.36E-05
136,0.000228672,0.000105674,5.35E-05,0.00095891,3.49E-06,5.64E-07,5.23E-07,1.62E-09,7.12E-10,0.000102966,2.30E-05
137,0.000233058,0.000107774,5.46E-05,0.000975131,3.56E-06,5.76E-07,5.32E-07,1.65E-09,7.25E-10,0.000100782,2.24E-05
138,0.000237481,0.000109893,5.57E-05,0.000991475,3.63E-06,5.88E-07,5.41E-07,1.68E-09,7.39E-10,9.87E-05,2.18E-05
139,0.000241942,0.000112032,5.68E-05,0.00100794,3.70E-06,6.00E-07,5.50E-07,1.71E-09,7.53E-10,9.66E-05,2.13E-05
140,0.000246441,0.00011419,5.80E-05,0.00102453,3.77E-06,6.12E-07,5.59E-07,1.74E-09,7.67E-10,9.46E-05,2.07E-05
141,0.000250977,0.000116368,5.91E-05,0.00104124,3.84E-06,6.24E-07,5.68E-07,1.78E-09,7.82E-10,9.27E-05,2.02E-05
142,0.00025555,0.000118565,6.02E-05,0.00105808,3.91E-06,6.36E-07,5.77E-07,1.81E-09,7.96E-10,9.08E-05,1.96E-05
143,0.00026016,0.000120782,6.14E-05,0.00107503,3.99E-06,6.48E-07,5.86E-07,1.84E-09,8.11E-10,8.90E-05,1.91E-05
144,0.000264808,0.000123017,6.26E-05,0.00109211,4.06E-06,6.61E-07,5.96E-07,1.87E-09,8.26E-10,8.72E-05,1.86E-05
145,0.000269493,0.000125272,6.37E-05,0.00110932,4.14E-06,6.74E-07,6.05E-07,1.91E-09,8.41E-10,8.55E-05,1.81E-05
146,0.000274215,0.000127546,6.49E-05,0.00112664,4.21E-06,6.86E-07,6.15E-07,1.94E-09,8.56E-10,8.39E-05,1.76E-05
147,0.000278974,0.00012984,6.61E-05,0.00114409,4.29E-06,6.99E-07,6.25E-07,1.98E-09,8.72E-10,8.22E-05,1.72E-05
148,0.00028377,0.000132152,6.73E-05,0.00116167,4.36E-06,7.12E-07,6.34E-07,2.01E-09,8.87E-10,8.07E-05,1.67E-05
149,0.000288602,0.000134484,6.86E-05,0.00117936,4.44E-06,7.26E-07,6.44E-07,2.04E-09,9.03E-10,7.92E-05,1.62E-05
150,0.000293471,0.000136835,6.98E-05,0.00119718,4.52E-06,7.39E-07,6.54E-07,2.08E-09,9.19E-10,7.77E-05,1.58E-05
151,0.000298377,0.000139205,7.10E-05,0.00121512,4.60E-06,7.53E-07,6.64E-07,2.12E-09,9.35E-10,7.62E-05,1.54E-05
152,0.00030332,0.000141594,7.23E-05,0.00123319,4.68E-06,7.66E-07,6.75E-07,2.15E-09,9.52E-10,7.48E-05,1.49E-05
153,0.000308299,0.000144002,7.36E-05,0.00125138,4.76E-06,7.80E-07,6.85E-07,2.19E-09,9.68E-10,7.35E-05,1.45E-05
154,0.000313314,0.000146429,7.48E-05,0.00126969,4.84E-06,7.94E-07,6.95E-07,2.23E-09,9.85E-10,7.21E-05,1.41E-05
155,0.000318366,0.000148875,7.61E-05,0.00128813,4.92E-06,8.08E-07,7.06E-07,2.26E-09,1.00E-09,7.09E-05,1.37E-05
156,0.000323454,0.00015134,7.74E-05,0.00130669,5.01E-06,8.23E-07,7.16E-07,2.30E-09,1.02E-09,6.96E-05,1.33E-05
157,0.000328578,0.000153824,7.87E-05,0.00132537,5.09E-06,8.37E-07,7.27E-07,2.34E-09,1.04E-09,6.84E-05,1.29E-05
158,0.000333739,0.000156327,8.00E-05,0.00134418,5.18E-06,8.52E-07,7.38E-07,2.38E-09,1.05E-09,6.72E-05,1.26E-05
159,0.000338935,0.000158848,8.14E-05,0.00136311,5.26E-06,8.66E-07,7.49E-07,2.42E-09,1.07E-09,6.60E-05,1.22E-05
160,0.000344167,0.000161388,8.27E-05,0.00138216,5.35E-06,8.81E-07,7.60E-07,2.46E-09,1.09E-09,6.49E-05,1.19E-05
161,0.000349435,0.000163947,8.40E-05,0.00140133,5.43E-06,8.96E-07,7.71E-07,2.50E-09,1.11E-09,6.38E-05,1.15E-05
162,0.000354738,0.000166525,8.54E-05,0.00142063,5.52E-06,9.11E-07,7.82E-07,2.54E-09,1.13E-09,6.27E-05,1.12E-05
163,0.000360078,0.000169121,8.68E-05,0.00144005,5.61E-06,9.27E-07,7.93E-07,2.58E-09,1.14E-09,6.17E-05,1.09E-05
164,0.000365452,0.000171736,8.82E-05,0.0014596,5.70E-06,9.42E-07,8.05E-07,2.62E-09,1.16E-09,6.07E-05,1.06E-05
165,0.000370862,0.00017437,8.95E-05,0.00147927,5.79E-06,9.58E-07,8.16E-07,2.66E-09,1.18E-09,5.97E-05,1.02E-05
166,0.000376308,0.000177022,9.09E-05,0.00149906,5.88E-06,9.73E-07,8.28E-07,2.70E-09,1.20E-09,5.87E-05,9.94E-06
167,0.000381788,0.000179692,9.24E-05,0.00151897,5.97E-06,9.89E-07,8.40E-07,2.75E-09,1.22E-09,5.78E-05,9.65E-06
168,0.000387304,0.000182381,9.38E-05,0.00153901,6.07E-06,1.01E-06,8.51E-07,2.79E-09,1.24E-09,5.69E-05,9.36E-06
169,0.000392855,0.000185089,9.52E-05,0.00155916,6.16E-06,1.02E-06,8.63E-07,2.83E-09,1.26E-09,5.60E-05,9.09E-06
170,0.000398441,0.000187814,9.66E-05,0.00157945,6.26E-06,1.04E-06,8.75E-07,2.88E-09,1.28E-09,5.51E-05,8.82E-06
171,0.000404061,0.000190558,9.81E-05,0.00159985,6.35E-06,1.05E-06,8.88E-07,2.92E-09,1.30E-09,5.42E-05,8.55E-06
172,0.000409717,0.000193321,9.96E-05,0.00162037,6.45E-06,1.07E-06,9.00E-07,2.97E-09,1.32E-09,5.34E-05,8.30E-06
173,0.000415407,0.000196101,0.000101029,0.00164102,6.55E-06,1.09E-06,9.12E-07,3.01E-09,1.34E-09,5.26E-05,8.05E-06
174,0.000421131,0.0001989,0.000102511,0.00166179,6.64E-06,1.11E-06,9.25E-07,3.06E-09,1.36E-09,5.18E-05,7.81E-06
175,0.00042689,0.000201717,0.000104003,0.00168269,6.74E-06,1.12E-06,9.37E-07,3.10E-09,1.38E-09,5.10E-05,7.57E-06
176,0.000432683,0.000204552,0.000105505,0.0017037,6.84E-06,1.14E-06,9.50E-07,3.15E-09,1.40E-09,5.03E-05,7.34E-06
177,0.000438511,0.000207405,0.000107017,0.00172484,6.94E-06,1.16E-06,9.63E-07,3.20E-09,1.42E-09,4.95E-05,7.12E-06
178,0.000444372,0.000210276,0.00010854,0.0017461,7.04E-06,1.17E-06,9.76E-07,3.24E-09,1.45E-09,4.88E-05,6.90E-06
179,0.000450268,0.000213165,0.000110072,0.00176748,7.15E-06,1.19E-06,9.89E-07,3.29E-09,1.47E-09,4.81E-05,6.69E-06
