name,stra.14151,stra.14152,stra.14153,stra.14269,stra.14392,stra.14394,stra.14511,stra.14517,stra.14520,stra.14642,stra.13321
217100,0.177655,0.196979,0.154415,4.01E-05,2.12E-06,4.42E-05,2.93E-15,2.21E-14,0.000481111,0.00278545,8.99E-118
217200,0.176634,0.195932,0.153636,3.97E-05,2.10E-06,4.39E-05,2.90E-15,2.19E-14,0.000476846,0.0027613,4.10E-118
217300,0.176494,0.195922,0.153687,3.92E-05,2.07E-06,4.35E-05,2.82E-15,2.14E-14,0.000467846,0.00273091,1.89E-118
217400,0.176658,0.196391,0.154207,3.87E-05,2.05E-06,4.31E-05,2.73E-15,2.11E-14,0.000460965,0.00269597,8.88E-119
217500,0.17741,0.197523,0.15527,3.85E-05,2.06E-06,4.34E-05,2.71E-15,2.11E-14,0.000462902,0.0026628,3.89E-119
217600,0.17672,0.196898,0.154856,3.83E-05,2.05E-06,4.33E-05,2.68E-15,2.10E-14,0.0004614,0.00263164,1.68E-119
217700,0.176839,0.196974,0.154851,3.82E-05,2.04E-06,4.32E-05,2.66E-15,2.08E-14,0.000457705,0.00264835,7.53E-120
217800,0.176551,0.196593,0.154482,3.80E-05,2.03E-06,4.28E-05,2.61E-15,2.05E-14,0.000449979,0.00268485,3.53E-120
217900,0.176932,0.196983,0.154742,3.80E-05,2.02E-06,4.27E-05,2.58E-15,2.03E-14,0.000445916,0.00273294,1.61E-120
218000,0.176806,0.196967,0.154804,3.80E-05,2.03E-06,4.28E-05,2.59E-15,2.04E-14,0.00044842,0.0026801,6.83E-121
218100,0.176728,0.197049,0.154972,3.78E-05,2.03E-06,4.30E-05,2.59E-15,2.05E-14,0.000450057,0.00263581,3.08E-121
218200,0.176776,0.197236,0.155201,3.78E-05,2.03E-06,4.31E-05,2.59E-15,2.05E-14,0.00045149,0.00256265,1.38E-121
218300,0.176922,0.197288,0.155144,3.77E-05,2.02E-06,4.28E-05,2.55E-15,2.02E-14,0.000444237,0.00256631,6.37E-122
218400,0.177211,0.197672,0.155475,3.77E-05,2.02E-06,4.28E-05,2.54E-15,2.02E-14,0.000442713,0.00255287,2.94E-122
218500,0.177,0.197441,0.155276,3.76E-05,2.01E-06,4.26E-05,2.51E-15,2.00E-14,0.000438282,0.00253013,1.38E-122
218600,0.177393,0.197933,0.155679,3.76E-05,2.02E-06,4.27E-05,2.51E-15,2.00E-14,0.000438159,0.00250545,6.59E-123
218700,0.177495,0.198032,0.155735,3.76E-05,2.01E-06,4.25E-05,2.48E-15,1.98E-14,0.000433571,0.00253431,3.05E-123
218800,0.176694,0.197087,0.154936,3.74E-05,1.99E-06,4.22E-05,2.45E-15,1.95E-14,0.000427863,0.00254405,1.43E-123
218900,0.177467,0.197695,0.155205,3.75E-05,1.99E-06,4.19E-05,2.42E-15,1.92E-14,0.000420656,0.00257781,6.83E-124
219000,0.177887,0.198094,0.155445,3.76E-05,1.98E-06,4.19E-05,2.40E-15,1.91E-14,0.000417461,0.00258647,3.15E-124
219100,0.177385,0.197588,0.155061,3.74E-05,1.98E-06,4.18E-05,2.38E-15,1.90E-14,0.000415463,0.00253502,1.40E-124
219200,0.177911,0.198332,0.155722,3.72E-05,1.97E-06,4.18E-05,2.34E-15,1.89E-14,0.000414385,0.00249363,6.31E-125
219300,0.177293,0.197672,0.1552,3.68E-05,1.95E-06,4.14E-05,2.29E-15,1.86E-14,0.000407437,0.00249661,2.94E-125
219400,0.177696,0.198208,0.155653,3.67E-05,1.95E-06,4.14E-05,2.27E-15,1.85E-14,0.000405685,0.00241574,1.35E-125
219500,0.176958,0.197448,0.155079,3.66E-05,1.95E-06,4.13E-05,2.26E-15,1.84E-14,0.00040478,0.00226733,6.08E-126
219600,0.177184,0.19763,0.155151,3.65E-05,1.94E-06,4.11E-05,2.24E-15,1.82E-14,0.000399584,0.00225089,2.84E-126
219700,0.177268,0.197607,0.155027,3.64E-05,1.92E-06,4.08E-05,2.20E-15,1.79E-14,0.000392729,0.00226846,1.38E-126
219800,0.17753,0.197788,0.155072,3.63E-05,1.90E-06,4.03E-05,2.15E-15,1.75E-14,0.000383591,0.00231058,6.72E-127
219900,0.177602,0.197796,0.155001,3.62E-05,1.89E-06,4.00E-05,2.11E-15,1.72E-14,0.000376875,0.00229799,3.16E-127
220000,0.177707,0.197822,0.154934,3.61E-05,1.88E-06,3.97E-05,2.08E-15,1.69E-14,0.000369041,0.002269,1.47E-127
220100,0.177695,0.197833,0.154931,3.59E-05,1.86E-06,3.94E-05,2.05E-15,1.66E-14,0.00036287,0.00224355,7.27E-128
220200,0.177866,0.198037,0.155089,3.59E-05,1.86E-06,3.93E-05,2.04E-15,1.65E-14,0.000359727,0.00221647,3.49E-128
220300,0.178221,0.19841,0.155345,3.59E-05,1.86E-06,3.92E-05,2.02E-15,1.64E-14,0.000356621,0.00219295,1.71E-128
220400,0.17833,0.198644,0.15559,3.59E-05,1.86E-06,3.93E-05,2.02E-15,1.64E-14,0.000357315,0.00211946,7.91E-129
220500,0.178596,0.199139,0.156099,3.58E-05,1.87E-06,3.96E-05,2.03E-15,1.65E-14,0.000360711,0.00204151,3.62E-129
220600,0.178241,0.198854,0.155942,3.57E-05,1.87E-06,3.97E-05,2.03E-15,1.66E-14,0.000361745,0.00198635,1.68E-129
220700,0.178599,0.199252,0.156229,3.58E-05,1.88E-06,3.98E-05,2.02E-15,1.66E-14,0.000361731,0.00193964,7.79E-130
220800,0.178432,0.199114,0.156144,3.57E-05,1.88E-06,3.99E-05,2.02E-15,1.65E-14,0.000360989,0.00190026,3.58E-130
220900,0.178516,0.199111,0.156052,3.57E-05,1.87E-06,3.97E-05,2.00E-15,1.64E-14,0.000356768,0.00188892,1.78E-130
221000,0.178545,0.198973,0.155809,3.57E-05,1.86E-06,3.93E-05,1.97E-15,1.61E-14,0.000350176,0.00190959,8.52E-131
221100,0.17851,0.198903,0.155714,3.56E-05,1.85E-06,3.91E-05,1.94E-15,1.59E-14,0.000346318,0.00188932,4.03E-131
221200,0.178676,0.199082,0.155836,3.55E-05,1.84E-06,3.90E-05,1.92E-15,1.57E-14,0.000342766,0.00186505,1.95E-131
221300,0.179197,0.199631,0.156234,3.56E-05,1.84E-06,3.90E-05,1.92E-15,1.57E-14,0.000340989,0.00185723,9.29E-132
221400,0.178977,0.1995,0.156192,3.54E-05,1.84E-06,3.88E-05,1.89E-15,1.55E-14,0.0003383,0.0018273,4.30E-132
221500,0.179573,0.20013,0.156644,3.54E-05,1.83E-06,3.86E-05,1.86E-15,1.53E-14,0.000333288,0.00183618,2.02E-132
221600,0.179315,0.199802,0.156346,3.53E-05,1.82E-06,3.84E-05,1.84E-15,1.51E-14,0.000329512,0.00182884,9.45E-133
221700,0.179774,0.200299,0.156706,3.54E-05,1.82E-06,3.84E-05,1.83E-15,1.50E-14,0.000327259,0.00180669,4.35E-133
221800,0.179924,0.200499,0.156874,3.53E-05,1.81E-06,3.83E-05,1.81E-15,1.49E-14,0.000323911,0.00178445,1.96E-133
221900,0.179928,0.200363,0.156661,3.53E-05,1.80E-06,3.80E-05,1.78E-15,1.46E-14,0.000318518,0.00179622,9.13E-134
222000,0.180272,0.20047,0.15653,3.53E-05,1.78E-06,3.76E-05,1.74E-15,1.43E-14,0.000310136,0.00182573,4.33E-134
222100,0.180264,0.20037,0.156366,3.52E-05,1.77E-06,3.72E-05,1.71E-15,1.40E-14,0.000304653,0.00185359,2.12E-134
222200,0.180488,0.200707,0.156669,3.50E-05,1.76E-06,3.70E-05,1.68E-15,1.38E-14,0.000300676,0.00188123,1.02E-134
222300,0.180081,0.20042,0.156545,3.48E-05,1.74E-06,3.68E-05,1.66E-15,1.37E-14,0.000298196,0.00187742,4.82E-135
222400,0.180303,0.200705,0.156776,3.47E-05,1.74E-06,3.67E-05,1.65E-15,1.36E-14,0.000295731,0.00186238,2.20E-135
222500,0.180304,0.200749,0.156822,3.47E-05,1.74E-06,3.68E-05,1.64E-15,1.36E-14,0.000295804,0.00182158,9.49E-136
222600,0.180231,0.200599,0.156635,3.46E-05,1.74E-06,3.67E-05,1.63E-15,1.35E-14,0.000292799,0.00179581,4.36E-136
222700,0.180344,0.200807,0.156836,3.45E-05,1.74E-06,3.67E-05,1.62E-15,1.35E-14,0.000292561,0.00175932,2.00E-136
222800,0.179763,0.200103,0.15622,3.42E-05,1.71E-06,3.61E-05,1.58E-15,1.31E-14,0.000284705,0.00173471,9.78E-137
222900,0.18068,0.201077,0.15693,3.42E-05,1.71E-06,3.60E-05,1.56E-15,1.30E-14,0.000281326,0.00173818,4.63E-137
223000,0.180329,0.200609,0.156491,3.41E-05,1.69E-06,3.57E-05,1.54E-15,1.28E-14,0.000277174,0.00172091,2.17E-137
223100,0.180402,0.200793,0.156686,3.40E-05,1.69E-06,3.56E-05,1.52E-15,1.26E-14,0.000274498,0.0016911,9.91E-138
223200,0.180447,0.200817,0.156662,3.39E-05,1.69E-06,3.56E-05,1.51E-15,1.26E-14,0.000273399,0.00166578,4.45E-138
223300,0.180946,0.201367,0.157074,3.41E-05,1.69E-06,3.58E-05,1.52E-15,1.26E-14,0.000274487,0.00164881,1.96E-138
223400,0.180473,0.200931,0.156784,3.38E-05,1.68E-06,3.55E-05,1.49E-15,1.25E-14,0.000270818,0.001644,9.17E-139
223500,0.18059,0.201025,0.156818,3.37E-05,1.67E-06,3.52E-05,1.47E-15,1.23E-14,0.000266266,0.00166872,4.51E-139
223600,0.180294,0.200701,0.156559,3.35E-05,1.65E-06,3.49E-05,1.44E-15,1.21E-14,0.000261683,0.00165614,2.13E-139
223700,0.180099,0.200515,0.156419,3.34E-05,1.64E-06,3.47E-05,1.42E-15,1.19E-14,0.000258917,0.00162968,9.82E-140
223800,0.180194,0.200699,0.156599,3.33E-05,1.64E-06,3.47E-05,1.41E-15,1.18E-14,0.000257337,0.00159676,4.63E-140
223900,0.180393,0.200943,0.156792,3.33E-05,1.64E-06,3.47E-05,1.40E-15,1.18E-14,0.00025603,0.00157953,2.15E-140
224000,0.18045,0.200993,0.156805,3.33E-05,1.64E-06,3.46E-05,1.39E-15,1.17E-14,0.000254697,0.00156567,9.70E-141
224100,0.180117,0.200684,0.156592,3.31E-05,1.63E-06,3.45E-05,1.38E-15,1.17E-14,0.000253194,0.0015527,4.45E-141
224200,0.180115,0.200651,0.156521,3.30E-05,1.62E-06,3.43E-05,1.36E-15,1.15E-14,0.00024933,0.00155861,2.11E-141
224300,0.180346,0.201054,0.156906,3.27E-05,1.61E-06,3.40E-05,1.33E-15,1.13E-14,0.000245022,0.00156218,1.05E-141
224400,0.179799,0.200581,0.156601,3.24E-05,1.59E-06,3.37E-05,1.31E-15,1.11E-14,0.000241844,0.00154052,5.10E-142
224500,0.179656,0.200555,0.156651,3.23E-05,1.59E-06,3.36E-05,1.29E-15,1.11E-14,0.000240211,0.00150329,2.38E-142
224600,0.180192,0.201172,0.157128,3.24E-05,1.59E-06,3.38E-05,1.30E-15,1.11E-14,0.000240472,0.00147889,1.09E-142
224700,0.180846,0.201805,0.15753,3.25E-05,1.59E-06,3.38E-05,1.29E-15,1.10E-14,0.000239167,0.00149215,5.13E-143
224800,0.180989,0.202005,0.157687,3.23E-05,1.59E-06,3.36E-05,1.27E-15,1.09E-14,0.000237012,0.00148137,2.53E-143
224900,0.180648,0.201529,0.157218,3.22E-05,1.58E-06,3.34E-05,1.26E-15,1.08E-14,0.000233289,0.00148416,1.19E-143
225000,0.181338,0.202274,0.157762,3.23E-05,1.58E-06,3.34E-05,1.25E-15,1.07E-14,0.000232373,0.00149857,5.62E-144
225100,0.181326,0.201977,0.1573,3.23E-05,1.56E-06,3.30E-05,1.23E-15,1.05E-14,0.000226593,0.00152092,2.58E-144
225200,0.181473,0.202206,0.157501,3.21E-05,1.55E-06,3.29E-05,1.21E-15,1.03E-14,0.000223646,0.00151791,1.20E-144
225300,0.18158,0.202502,0.157838,3.20E-05,1.55E-06,3.29E-05,1.20E-15,1.03E-14,0.000223379,0.00150583,5.46E-145
225400,0.181349,0.20215,0.157469,3.18E-05,1.54E-06,3.26E-05,1.18E-15,1.01E-14,0.000219437,0.00152067,2.59E-145
225500,0.181855,0.202677,0.157836,3.19E-05,1.54E-06,3.26E-05,1.18E-15,1.01E-14,0.000218751,0.00152175,1.17E-145
225600,0.181762,0.202625,0.157819,3.19E-05,1.55E-06,3.27E-05,1.18E-15,1.01E-14,0.000219357,0.00147771,5.15E-146
225700,0.18146,0.202285,0.15754,3.19E-05,1.54E-06,3.27E-05,1.17E-15,1.01E-14,0.000218719,0.00145206,2.32E-146
225800,0.182342,0.203272,0.158301,3.20E-05,1.55E-06,3.28E-05,1.17E-15,1.01E-14,0.000219452,0.00144883,1.05E-146
225900,0.182222,0.203117,0.15815,3.20E-05,1.55E-06,3.28E-05,1.17E-15,1.01E-14,0.000219038,0.00144102,4.83E-147
226000,0.18215,0.203121,0.158194,3.18E-05,1.54E-06,3.27E-05,1.15E-15,1.00E-14,0.00021656,0.00144009,2.31E-147
226100,0.182005,0.202885,0.157938,3.17E-05,1.52E-06,3.23E-05,1.13E-15,9.77E-15,0.000211558,0.00145918,1.10E-147
226200,0.181904,0.202725,0.15776,3.16E-05,1.51E-06,3.20E-05,1.11E-15,9.59E-15,0.000207383,0.00147308,5.29E-148
226300,0.18227,0.203128,0.15805,3.16E-05,1.51E-06,3.20E-05,1.10E-15,9.52E-15,0.000205651,0.00147163,2.43E-148
226400,0.182012,0.20285,0.157822,3.14E-05,1.50E-06,3.17E-05,1.08E-15,9.36E-15,0.000202017,0.00149514,1.17E-148
226500,0.181836,0.202664,0.157672,3.13E-05,1.49E-06,3.15E-05,1.07E-15,9.25E-15,0.000199614,0.00151004,5.63E-149
226600,0.181564,0.202429,0.157517,3.11E-05,1.48E-06,3.13E-05,1.06E-15,9.14E-15,0.000197118,0.00150714,2.77E-149
226700,0.181539,0.202424,0.157504,3.09E-05,1.46E-06,3.10E-05,1.03E-15,8.96E-15,0.000193292,0.0014995,1.38E-149
226800,0.18141,0.202273,0.157359,3.07E-05,1.45E-06,3.07E-05,1.01E-15,8.79E-15,0.000189492,0.00149651,6.75E-150
226900,0.181806,0.202641,0.15758,3.07E-05,1.44E-06,3.04E-05,9.96E-16,8.63E-15,0.000185805,0.00151514,3.30E-150
227000,0.182282,0.20311,0.157883,3.07E-05,1.43E-06,3.03E-05,9.87E-16,8.53E-15,0.000183683,0.00152708,1.62E-150
227100,0.181865,0.202712,0.1576,3.04E-05,1.41E-06,2.98E-05,9.54E-16,8.27E-15,0.000178033,0.00154703,8.12E-151
227200,0.181712,0.202637,0.157575,3.02E-05,1.40E-06,2.96E-05,9.34E-16,8.12E-15,0.000174799,0.0015302,3.88E-151
227300,0.181911,0.202811,0.157654,3.01E-05,1.39E-06,2.94E-05,9.15E-16,7.96E-15,0.000171363,0.00155474,1.80E-151
227400,0.182459,0.203333,0.157975,3.01E-05,1.38E-06,2.92E-05,8.99E-16,7.83E-15,0.000168295,0.00157486,8.23E-152
227500,0.18239,0.203271,0.157919,3.00E-05,1.37E-06,2.91E-05,8.87E-16,7.74E-15,0.000166404,0.00158987,3.78E-152
227600,0.182702,0.203515,0.158003,3.00E-05,1.36E-06,2.88E-05,8.70E-16,7.58E-15,0.00016284,0.00160551,1.76E-152
227700,0.18252,0.203259,0.157745,2.99E-05,1.36E-06,2.86E-05,8.60E-16,7.49E-15,0.00016089,0.0016084,8.37E-153
227800,0.181892,0.202587,0.157227,2.97E-05,1.34E-06,2.84E-05,8.45E-16,7.37E-15,0.000158347,0.00163459,3.87E-153
227900,0.18248,0.203179,0.157625,2.97E-05,1.34E-06,2.83E-05,8.36E-16,7.29E-15,0.00015655,0.00167169,1.80E-153
228000,0.182438,0.203125,0.157564,2.97E-05,1.34E-06,2.82E-05,8.27E-16,7.23E-15,0.000155117,0.0016916,8.22E-154
228100,0.182061,0.202626,0.157108,2.96E-05,1.33E-06,2.80E-05,8.16E-16,7.12E-15,0.000152797,0.00172028,3.73E-154
228200,0.182312,0.202764,0.157095,2.95E-05,1.31E-06,2.77E-05,7.98E-16,6.95E-15,0.000148972,0.00177568,1.74E-154
228300,0.182662,0.203164,0.157399,2.95E-05,1.31E-06,2.77E-05,7.94E-16,6.92E-15,0.000148374,0.00179307,8.00E-155
228400,0.182517,0.203087,0.157381,2.95E-05,1.31E-06,2.76E-05,7.89E-16,6.90E-15,0.000147821,0.00178782,3.78E-155
228500,0.182827,0.203532,0.15778,2.95E-05,1.32E-06,2.78E-05,7.90E-16,6.92E-15,0.00014828,0.00177601,1.70E-155
228600,0.182713,0.203432,0.157707,2.95E-05,1.32E-06,2.78E-05,7.89E-16,6.93E-15,0.000148452,0.00178008,7.46E-156
228700,0.183062,0.203796,0.157957,2.95E-05,1.32E-06,2.78E-05,7.85E-16,6.90E-15,0.000147797,0.00180963,3.32E-156
228800,0.18285,0.203672,0.157932,2.94E-05,1.31E-06,2.78E-05,7.81E-16,6.86E-15,0.000147155,0.00182272,1.48E-156
228900,0.183236,0.204158,0.15834,2.94E-05,1.31E-06,2.78E-05,7.77E-16,6.84E-15,0.000146625,0.00185897,6.76E-157
229000,0.182919,0.203858,0.158132,2.94E-05,1.31E-06,2.78E-05,7.75E-16,6.83E-15,0.000146541,0.00187334,3.06E-157
229100,0.182694,0.203696,0.158029,2.90E-05,1.30E-06,2.75E-05,7.55E-16,6.71E-15,0.000144105,0.00187836,1.47E-157
229200,0.182287,0.203317,0.15773,2.86E-05,1.28E-06,2.71E-05,7.27E-16,6.53E-15,0.000140075,0.00187785,7.01E-158
229300,0.182369,0.203422,0.15779,2.83E-05,1.26E-06,2.67E-05,7.06E-16,6.37E-15,0.000136669,0.00194155,3.42E-158
229400,0.183247,0.20447,0.15863,2.84E-05,1.26E-06,2.68E-05,7.05E-16,6.37E-15,0.000136851,0.00195751,1.57E-158
229500,0.182669,0.203935,0.158275,2.83E-05,1.26E-06,2.69E-05,7.03E-16,6.38E-15,0.00013699,0.00193986,6.88E-159
229600,0.183215,0.204429,0.158556,2.83E-05,1.25E-06,2.67E-05,6.92E-16,6.27E-15,0.000134612,0.00199211,3.17E-159
229700,0.183194,0.204454,0.158587,2.81E-05,1.25E-06,2.65E-05,6.83E-16,6.20E-15,0.000133108,0.00201403,1.46E-159
229800,0.182754,0.204102,0.1584,2.80E-05,1.24E-06,2.65E-05,6.79E-16,6.18E-15,0.000132798,0.00201285,6.68E-160
229900,0.182252,0.203651,0.158115,2.79E-05,1.24E-06,2.64E-05,6.75E-16,6.16E-15,0.000132374,0.00201052,3.03E-160
230000,0.182468,0.203906,0.158297,2.78E-05,1.23E-06,2.63E-05,6.65E-16,6.08E-15,0.000130559,0.00204739,1.40E-160
230100,0.182833,0.2043,0.158576,2.78E-05,1.23E-06,2.62E-05,6.60E-16,6.04E-15,0.000129683,0.00208365,6.32E-161
230200,0.182435,0.203771,0.158091,2.77E-05,1.23E-06,2.61E-05,6.55E-16,5.98E-15,0.000128462,0.00211606,2.92E-161
230300,0.18234,0.203605,0.157911,2.77E-05,1.22E-06,2.60E-05,6.47E-16,5.92E-15,0.000127055,0.00210002,1.32E-161
230400,0.182443,0.203747,0.158007,2.74E-05,1.20E-06,2.56E-05,6.26E-16,5.75E-15,0.000123433,0.00207647,6.22E-162
230500,0.182024,0.20324,0.157563,2.72E-05,1.19E-06,2.52E-05,6.10E-16,5.61E-15,0.0001204,0.00205544,2.82E-162
230600,0.181985,0.203197,0.157518,2.71E-05,1.17E-06,2.50E-05,5.97E-16,5.49E-15,0.000117965,0.00202399,1.25E-162
230700,0.181637,0.2029,0.157333,2.69E-05,1.17E-06,2.49E-05,5.89E-16,5.43E-15,0.000116701,0.00195003,5.60E-163
230800,0.182095,0.203442,0.157752,2.69E-05,1.16E-06,2.48E-05,5.82E-16,5.37E-15,0.0001154,0.00190379,2.54E-163
230900,0.182138,0.203525,0.157824,2.68E-05,1.16E-06,2.47E-05,5.76E-16,5.32E-15,0.000114316,0.00187109,1.16E-163
231000,0.18213,0.203435,0.15767,2.67E-05,1.14E-06,2.43E-05,5.59E-16,5.16E-15,0.000110797,0.00185985,5.39E-164
231100,0.182185,0.203345,0.157469,2.66E-05,1.13E-06,2.41E-05,5.49E-16,5.06E-15,0.00010846,0.00185665,2.55E-164
231200,0.182534,0.203636,0.157601,2.66E-05,1.13E-06,2.39E-05,5.40E-16,4.96E-15,0.00010605,0.00185824,1.20E-164
231300,0.182404,0.203612,0.15764,2.64E-05,1.12E-06,2.37E-05,5.28E-16,4.85E-15,0.000103547,0.00183941,5.61E-165
231400,0.182651,0.203757,0.157608,2.63E-05,1.10E-06,2.34E-05,5.14E-16,4.71E-15,0.000100295,0.00182117,2.50E-165
231500,0.182803,0.203835,0.157582,2.62E-05,1.10E-06,2.32E-05,5.04E-16,4.61E-15,9.81E-05,0.00182491,1.11E-165
231600,0.182691,0.203665,0.157394,2.62E-05,1.09E-06,2.32E-05,5.00E-16,4.56E-15,9.71E-05,0.00179943,4.92E-166
231700,0.18309,0.204208,0.157853,2.61E-05,1.09E-06,2.31E-05,4.94E-16,4.52E-15,9.62E-05,0.00177242,2.22E-166
231800,0.183222,0.204261,0.157803,2.60E-05,1.08E-06,2.28E-05,4.82E-16,4.41E-15,9.37E-05,0.00176654,1.03E-166
231900,0.183066,0.2041,0.157674,2.59E-05,1.07E-06,2.27E-05,4.77E-16,4.37E-15,9.29E-05,0.00176389,4.74E-167
232000,0.183473,0.204642,0.158147,2.59E-05,1.07E-06,2.28E-05,4.75E-16,4.36E-15,9.27E-05,0.00176911,2.14E-167
232100,0.183122,0.20423,0.157801,2.59E-05,1.07E-06,2.27E-05,4.72E-16,4.34E-15,9.22E-05,0.00176601,9.56E-168
232200,0.182885,0.203927,0.157519,2.57E-05,1.06E-06,2.25E-05,4.63E-16,4.26E-15,9.06E-05,0.00179094,4.46E-168
232300,0.18292,0.203947,0.157507,2.57E-05,1.06E-06,2.24E-05,4.59E-16,4.22E-15,8.97E-05,0.0018061,2.10E-168
232400,0.183131,0.204054,0.157489,2.57E-05,1.05E-06,2.23E-05,4.55E-16,4.17E-15,8.86E-05,0.00182599,9.49E-169
232500,0.18308,0.204065,0.157515,2.56E-05,1.04E-06,2.21E-05,4.45E-16,4.10E-15,8.70E-05,0.00182447,4.39E-169
232600,0.183676,0.204595,0.157803,2.55E-05,1.04E-06,2.19E-05,4.37E-16,4.02E-15,8.53E-05,0.00185417,2.09E-169
232700,0.183612,0.204462,0.157642,2.55E-05,1.03E-06,2.18E-05,4.32E-16,3.97E-15,8.42E-05,0.00185991,9.44E-170
232800,0.183759,0.204602,0.15771,2.54E-05,1.03E-06,2.17E-05,4.27E-16,3.93E-15,8.33E-05,0.0018697,4.20E-170
232900,0.18378,0.204651,0.15774,2.54E-05,1.02E-06,2.17E-05,4.24E-16,3.91E-15,8.27E-05,0.00186889,1.87E-170
233000,0.183824,0.20468,0.157724,2.53E-05,1.02E-06,2.16E-05,4.19E-16,3.87E-15,8.19E-05,0.0018775,8.34E-171
233100,0.183695,0.204697,0.157831,2.52E-05,1.02E-06,2.15E-05,4.15E-16,3.84E-15,8.14E-05,0.00185154,3.68E-171
233200,0.183945,0.205036,0.158117,2.51E-05,1.01E-06,2.14E-05,4.08E-16,3.78E-15,8.01E-05,0.00185128,1.67E-171
233300,0.184316,0.205473,0.158456,2.51E-05,1.01E-06,2.14E-05,4.07E-16,3.77E-15,7.98E-05,0.00184596,7.50E-172
233400,0.18375,0.204864,0.157987,2.50E-05,1.01E-06,2.13E-05,4.03E-16,3.73E-15,7.91E-05,0.00184273,3.47E-172
233500,0.184169,0.205428,0.158469,2.50E-05,1.01E-06,2.14E-05,4.00E-16,3.72E-15,7.89E-05,0.00181015,1.57E-172
233600,0.183857,0.20507,0.158169,2.49E-05,1.00E-06,2.13E-05,3.94E-16,3.69E-15,7.82E-05,0.00179306,7.14E-173
233700,0.183585,0.204676,0.157785,2.48E-05,9.89E-07,2.10E-05,3.83E-16,3.59E-15,7.61E-05,0.00179221,3.17E-173
233800,0.184101,0.205373,0.158392,2.48E-05,9.88E-07,2.10E-05,3.79E-16,3.56E-15,7.56E-05,0.00178341,1.44E-173
233900,0.183191,0.204428,0.157686,2.44E-05,9.74E-07,2.07E-05,3.69E-16,3.48E-15,7.40E-05,0.00176903,6.78E-174
234000,0.18372,0.205208,0.158377,2.42E-05,9.63E-07,2.05E-05,3.59E-16,3.41E-15,7.25E-05,0.00173802,3.36E-174
234100,0.184269,0.20582,0.158821,2.42E-05,9.61E-07,2.05E-05,3.55E-16,3.38E-15,7.19E-05,0.00171983,1.58E-174
234200,0.184701,0.206454,0.159402,2.43E-05,9.68E-07,2.06E-05,3.57E-16,3.41E-15,7.26E-05,0.00163455,7.01E-175
234300,0.184834,0.206577,0.159463,2.43E-05,9.73E-07,2.07E-05,3.58E-16,3.42E-15,7.28E-05,0.00158803,3.14E-175
234400,0.184977,0.206786,0.159641,2.43E-05,9.76E-07,2.08E-05,3.58E-16,3.43E-15,7.30E-05,0.00155288,1.44E-175
234500,0.184661,0.206594,0.159587,2.43E-05,9.79E-07,2.09E-05,3.59E-16,3.45E-15,7.35E-05,0.00148718,6.50E-176
234600,0.185037,0.206967,0.159819,2.42E-05,9.74E-07,2.08E-05,3.54E-16,3.41E-15,7.25E-05,0.00147813,3.05E-176
234700,0.185145,0.207055,0.15985,2.42E-05,9.72E-07,2.07E-05,3.52E-16,3.38E-15,7.19E-05,0.00148384,1.43E-176
234800,0.185045,0.206971,0.159782,2.41E-05,9.68E-07,2.07E-05,3.48E-16,3.36E-15,7.14E-05,0.00148097,6.75E-177
234900,0.185201,0.207171,0.159932,2.41E-05,9.65E-07,2.06E-05,3.45E-16,3.33E-15,7.09E-05,0.00148207,3.13E-177
235000,0.185228,0.207355,0.160169,2.40E-05,9.64E-07,2.06E-05,3.43E-16,3.32E-15,7.07E-05,0.00146937,1.43E-177
235100,0.18494,0.207102,0.160005,2.38E-05,9.58E-07,2.05E-05,3.38E-16,3.28E-15,6.99E-05,0.00146939,6.97E-178
235200,0.184825,0.207127,0.160098,2.37E-05,9.53E-07,2.04E-05,3.32E-16,3.25E-15,6.92E-05,0.0014491,3.32E-178
235300,0.184807,0.207056,0.159995,2.36E-05,9.47E-07,2.03E-05,3.27E-16,3.20E-15,6.83E-05,0.00146714,1.61E-178
235400,0.184816,0.207107,0.160046,2.35E-05,9.41E-07,2.02E-05,3.22E-16,3.17E-15,6.76E-05,0.00148116,7.69E-179
235500,0.18474,0.207148,0.160141,2.34E-05,9.39E-07,2.01E-05,3.19E-16,3.15E-15,6.72E-05,0.00147895,3.61E-179
235600,0.184658,0.207121,0.160152,2.33E-05,9.38E-07,2.01E-05,3.17E-16,3.14E-15,6.70E-05,0.00148763,1.67E-179
235700,0.184869,0.207199,0.160081,2.33E-05,9.28E-07,1.99E-05,3.10E-16,3.06E-15,6.53E-05,0.00153811,8.36E-180
235800,0.185209,0.20744,0.160158,2.32E-05,9.20E-07,1.97E-05,3.05E-16,3.00E-15,6.40E-05,0.0015974,4.24E-180
235900,0.185448,0.207529,0.160096,2.33E-05,9.16E-07,1.96E-05,3.02E-16,2.97E-15,6.32E-05,0.00164909,2.02E-180
236000,0.185225,0.207132,0.159674,2.33E-05,9.10E-07,1.94E-05,2.98E-16,2.93E-15,6.23E-05,0.00168748,9.46E-181
236100,0.185441,0.207547,0.160099,2.32E-05,9.12E-07,1.95E-05,2.98E-16,2.94E-15,6.26E-05,0.00168386,4.29E-181
236200,0.184752,0.206979,0.159778,2.31E-05,9.11E-07,1.95E-05,2.97E-16,2.94E-15,6.26E-05,0.00164929,1.89E-181
